total_timesteps,clipfrac,policy_loss,fps,time_elapsed,serial_timesteps,value_loss,ep_reward_mean,ep_len_mean,approxkl,n_updates,policy_entropy,explained_variance
40960,0.0359375,-0.0060724644,540,71.91530108451843,40960,22.91921,470.13759908,795.72,0.003318568,20,3.7423625,0.8650446385145187
43008,0.041552734,0.0002706757,546,75.7043685913086,43008,24.663536,483.55405734615385,809.2307692307693,0.0041186647,21,3.747872,0.83294677734375
45056,0.0234375,-0.0025196015,543,79.45142388343811,45056,18.694683,497.3796355740741,828.5,0.002256962,22,3.7549255,0.8833106830716133
47104,0.01845703,-0.004744751,541,83.22193908691406,47104,22.849804,489.75288559649124,819.719298245614,0.0018829752,23,3.7507122,0.8274476677179337
49152,0.038916014,-0.0033472255,538,87.00639009475708,49152,23.027836,480.123283409836,804.5245901639345,0.0035000737,24,3.762212,0.9009262174367905
51200,0.07529297,-0.0023096807,542,90.80827832221985,51200,11.17589,492.3252703709677,824.5967741935484,0.0062347013,25,3.7746117,0.8295706659555435
53248,0.070214845,-0.0046837158,503,94.59460878372192,53248,7.4808426,509.6008832222222,844.031746031746,0.0056589344,26,3.7707705,0.933647558093071
55296,0.07114258,-0.004387122,514,98.66568732261658,55296,7.988951,525.6421458125,860.71875,0.005891498,27,3.7539814,0.957009632140398
57344,0.025634766,-0.0039954977,550,102.64371848106384,57344,18.853413,520.2053371818181,854.6818181818181,0.0025166147,28,3.7489667,0.7805519998073578
59392,0.0715332,-0.0022259592,532,106.36467623710632,59392,13.106082,530.7947065373133,872.5074626865671,0.0059683835,29,3.7520669,0.7539049088954926
61440,0.049853515,-0.0039971117,517,110.21043181419373,61440,7.3691573,538.1740164117646,881.8529411764706,0.0041621197,30,3.7538338,0.9208295941352844
63488,0.07602539,-0.0039272807,527,114.16598558425903,63488,16.801723,541.1318377714285,889.3142857142857,0.006842797,31,3.7587714,0.7948439717292786
65536,0.066064455,-0.006044307,529,118.04862880706787,65536,18.077044,547.237768611111,901.6388888888889,0.005389097,32,3.7754657,0.7704253941774368
67584,0.080029294,-0.002671487,527,121.91862273216248,67584,12.067073,556.2817817534246,917.3561643835617,0.0075957635,33,3.792296,0.7640583366155624
69632,0.03300781,-0.0044111144,562,125.80100560188293,69632,32.181137,537.226293423077,892.0128205128206,0.0030122271,34,3.7969677,0.7365773320198059
71680,0.047949217,-0.009798122,532,129.439386844635,71680,8.968782,533.471120886076,887.0126582278481,0.004358533,35,3.7996197,0.8253420740365982
73728,0.05522461,-0.0044919327,531,133.2886152267456,73728,23.950249,535.9565953170732,893.1341463414634,0.0049348483,36,3.7970665,0.746330589056015
75776,0.0652832,-0.0058725094,543,137.1400911808014,75776,8.526388,533.585660433735,890.144578313253,0.0057903463,37,3.80782,0.826632633805275
77824,0.04296875,-0.0036869925,550,140.9076280593872,77824,22.074284,534.1621692209302,893.1511627906976,0.0040807007,38,3.8223042,0.7387584149837494
79872,0.10317383,-0.0045613935,537,144.63107752799988,79872,10.743777,541.9044983793104,906.4367816091954,0.008619965,39,3.8202121,0.7707840949296951
81920,0.05419922,-0.0040663304,533,148.43941736221313,81920,17.66241,544.5995700449439,912.0674157303371,0.0045533413,40,3.8240178,0.7573967576026917
83968,0.047070313,-0.0022842498,504,152.28044247627258,83968,12.468804,551.8850224666667,924.7,0.00393902,41,3.828956,0.8247672766447067
86016,0.056396484,-0.0049258852,532,156.34375619888306,86016,18.998877,557.541315576087,933.9347826086956,0.0047991173,42,3.8314426,0.7407471835613251
88064,0.060498048,-0.006405516,541,160.18756556510925,88064,8.385,552.7966634301075,926.9139784946236,0.004842358,43,3.8501658,0.8598284423351288
90112,0.042871095,-0.007760532,517,163.97176432609558,90112,32.66682,548.5719558762886,923.020618556701,0.0037747547,44,3.8602479,0.655838280916214
92160,0.078710936,-0.0049640285,520,167.9304723739624,92160,17.541142,552.424597111111,930.2323232323232,0.006641882,45,3.8754737,0.6912695169448853
94208,0.046826173,-0.00519683,542,171.86652159690857,94208,6.601424,544.1680677899999,917.11,0.0043973154,46,3.8697987,0.9402801431715488
96256,0.050634764,-0.0053331284,525,175.6422836780548,96256,19.534548,544.7404419500001,915.8,0.00425274,47,3.8649967,0.8175526261329651
98304,0.050634764,-0.002142233,499,179.53768825531006,98304,11.199694,556.0307544200001,934.08,0.0043915524,48,3.8801827,0.7439032196998596
100352,0.06899414,-0.0031021093,540,183.64000272750854,100352,10.285335,567.5499357,952.4,0.005651303,49,3.884481,0.8000668287277222
102400,0.043115236,-0.0060767303,539,187.4326355457306,102400,17.214695,580.28954226,966.91,0.0038621263,50,3.8977668,0.9203702136874199
104448,0.07236328,-0.004395183,549,191.23391270637512,104448,9.320482,589.52616959,980.82,0.0057526133,51,3.9193883,0.7500895112752914
106496,0.05263672,-0.004817442,542,194.95849990844727,106496,9.067062,585.5427126899999,976.49,0.004639554,52,3.9206386,0.9216492921113968
108544,0.07539062,-0.0035485073,520,198.73260021209717,108544,11.431288,598.0973489,994.67,0.0063660727,53,3.927847,0.881210446357727
110592,0.022070313,-0.0034710027,536,202.66501927375793,110592,17.277245,607.6059177,1007.06,0.0023695026,54,3.940331,0.8179177492856979
112640,0.030078124,-0.00036969158,535,206.48633098602295,112640,9.97617,607.3780995299999,1007.06,0.0030907756,55,3.9430695,0.8338183164596558
114688,0.03652344,-0.002276525,536,210.3114025592804,114688,13.136427,609.27441787,1010.87,0.0031295423,56,3.9452274,0.8548628687858582
116736,0.08964844,-0.005076397,513,214.12585544586182,116736,13.774608,620.6979348799999,1029.04,0.0071910797,57,3.9605553,0.8007348328828812
118784,0.043017577,-0.0031213746,549,218.11698508262634,118784,16.118969,616.72539958,1025.54,0.003882385,58,3.9750252,0.8296316713094711
120832,0.038867187,-0.0020948802,576,221.84585309028625,120832,6.8092003,616.77335106,1025.86,0.0035173935,59,3.9839542,0.9304703772068024
122880,0.043945312,-0.002709937,548,225.39713335037231,122880,9.901542,628.71003544,1044.1,0.0042444887,60,3.9847195,0.8194182515144348
124928,0.046044923,-0.0040429765,554,229.12859177589417,124928,22.18314,642.75391479,1063.89,0.0047522066,61,3.9958751,0.8224532753229141
126976,0.028857421,-0.0056842477,570,232.82505679130554,126976,9.47933,638.82237695,1059.59,0.0028005722,62,4.00156,0.9174144864082336
129024,0.03754883,-0.0064036334,562,236.4171097278595,129024,9.143683,632.58199214,1052.39,0.0035154403,63,3.9943511,0.9468874037265778
131072,0.02578125,-0.0037068906,557,240.05836296081543,131072,21.998243,643.63815574,1066.85,0.00253979,64,3.9978192,0.8345656991004944
133120,0.0519043,-0.0055089993,583,243.7315375804901,133120,14.531252,655.8126315700001,1084.07,0.0042023696,65,4.0011206,0.7856326252222061
135168,0.03984375,-0.0051135467,581,247.2433943748474,135168,12.5777445,668.8057054700001,1102.36,0.0036179994,66,3.9978251,0.8170508295297623
137216,0.059033204,-0.0059738,577,250.76490592956543,137216,19.798298,647.25543561,1073.74,0.008890455,67,4.004668,0.8045753538608551
139264,0.03696289,-0.005654684,537,254.31201696395874,139264,12.360948,631.3929878,1055.63,0.0035185758,68,4.015599,0.9344750791788101
141312,0.041064452,-0.0070329523,548,258.124742269516,141312,9.081409,623.02753319,1046.49,0.00583763,69,4.0392027,0.9180856123566628
143360,0.03828125,-0.0012155575,555,261.8616940975189,143360,10.237752,620.2422886100001,1043.28,0.003594468,70,4.0557046,0.9331009536981583
145408,0.04399414,-0.003431601,567,265.55090951919556,145408,10.889227,632.60849116,1061.58,0.0039668106,71,4.066453,0.8363663107156754
147456,0.03793945,-0.0049296776,557,269.16124868392944,147456,5.0845227,633.7199203300001,1063.73,0.0036712307,72,4.0738225,0.9659474603831768
149504,0.027197266,-0.0028789148,544,272.8362832069397,149504,9.028019,634.5536733,1065.49,0.0026794733,73,4.080344,0.9442881383001804
151552,0.027734375,-0.003939887,560,276.6007180213928,151552,9.093047,643.0224392399999,1076.07,0.002530013,74,4.087582,0.9495173431932926
153600,0.04091797,-0.005077723,549,280.256635427475,153600,16.249928,641.32896661,1076.85,0.0036307934,75,4.09445,0.8592810779809952
155648,0.04848633,-0.0045636124,535,283.98427987098694,155648,11.804242,647.3815450999999,1086.86,0.003994744,76,4.0974164,0.7680952101945877
157696,0.03730469,-0.0051389867,555,287.8121280670166,157696,8.276969,649.8870389199999,1091.38,0.0034762402,77,4.0961018,0.9264715239405632
159744,0.05229492,-0.004534384,540,291.4993317127228,159744,11.845265,653.74554648,1099.82,0.0044588605,78,4.1008916,0.8039566725492477
161792,0.046826173,-0.0029808444,545,295.285608291626,161792,8.739269,665.09458036,1118.0,0.0045097917,79,4.0948033,0.8059860318899155
163840,0.033984374,-0.0054541593,566,299.04276871681213,163840,9.605929,665.9401979499999,1119.66,0.0029891438,80,4.0956287,0.9163297787308693
165888,0.027734375,-0.0034673363,567,302.6592345237732,165888,13.640187,664.2823598,1119.66,0.0027475306,81,4.100245,0.8608374893665314
167936,0.057373047,-0.0038174489,532,306.2714569568634,167936,14.342232,663.4964516200001,1119.37,0.0053562596,82,4.0882087,0.9277259334921837
169984,0.060791016,-0.0051086433,548,310.12011528015137,169984,8.877943,673.98002441,1133.98,0.005387434,83,4.0815983,0.8973073661327362
172032,0.05708008,-0.0062221796,555,313.85142183303833,172032,16.076216,676.0149018400001,1133.98,0.005198284,84,4.086194,0.8614228069782257
174080,0.075683594,-0.0055955546,562,317.53739070892334,174080,9.331124,677.8072911799999,1139.39,0.005821419,85,4.0777884,0.7984622865915298
176128,0.054980468,-0.0028843698,545,321.17691469192505,176128,8.44425,678.2131999600001,1139.39,0.0044698175,86,4.071657,0.8354666978120804
178176,0.051660158,-0.0076502287,543,324.93378257751465,178176,8.649638,689.02522578,1154.07,0.0042320257,87,4.076907,0.9131560623645782
180224,0.038671874,-0.004424131,547,328.6992359161377,180224,7.067093,684.7945092900002,1145.11,0.0037171443,88,4.0866785,0.947201706469059
182272,0.0515625,-0.0033257443,530,332.4426517486572,182272,10.980868,693.2204670799999,1150.56,0.004486949,89,4.085135,0.9368199855089188
184320,0.039404295,-0.0050436547,559,336.30323004722595,184320,9.355692,698.7229232,1158.3,0.0036528923,90,4.0698133,0.9117546081542969
186368,0.035986327,-0.0054155597,541,339.9671206474304,186368,9.619575,712.2249637699999,1173.27,0.0036131865,91,4.0767417,0.9203784689307213
188416,0.049316406,-0.0051714005,551,343.7497296333313,188416,13.3423,724.3973957599999,1188.0,0.0040845545,92,4.082843,0.884968988597393
190464,0.027636718,-0.008186722,571,347.4608829021454,190464,16.730787,738.2771316500001,1208.73,0.0030434933,93,4.0818696,0.8430098295211792
192512,0.051757812,-0.0045860605,555,351.0476849079132,192512,10.14084,751.52906105,1224.25,0.0045688925,94,4.08764,0.9217548742890358
194560,0.04091797,-0.0043533137,574,354.7325863838196,194560,16.217064,744.29526337,1214.21,0.0043971282,95,4.077876,0.80173559486866
196608,0.048876952,-0.0031788186,544,358.29780769348145,196608,8.724347,743.9693972700002,1214.17,0.0042653093,96,4.060661,0.9133985564112663
198656,0.046728514,-0.0073168823,525,362.0562789440155,198656,20.143145,754.8468861200002,1223.76,0.0042278194,97,4.0585585,0.8865045756101608
200704,0.06577148,-0.0025869156,552,365.9535665512085,200704,11.808864,765.6506152300001,1240.48,0.005988271,98,4.062131,0.7810325473546982
202752,0.030029297,-0.0014740645,548,369.6611502170563,202752,11.647394,778.2886826700001,1255.94,0.0031243192,99,4.0502443,0.8858556523919106
204800,0.028271485,-0.0047964742,593,373.3963625431061,204800,14.042196,759.1401929700002,1225.27,0.0027042453,100,4.0461593,0.842127114534378
206848,0.018115234,-0.0016518835,567,376.8476722240448,206848,24.130964,765.2661297100002,1231.58,0.0019444402,101,4.0511765,0.8056937903165817
208896,0.04243164,-0.0051342053,577,380.4591929912567,208896,7.031453,759.8463985399999,1222.48,0.0038566706,102,4.0530195,0.9152959287166595
210944,0.034716796,-0.0027762828,556,384.00537037849426,210944,16.805923,771.1438212200003,1236.47,0.003134656,103,4.0515146,0.8415574133396149
212992,0.04272461,-0.0027069538,537,387.6843807697296,212992,13.883853,774.2248291100001,1236.17,0.0039131856,104,4.0510902,0.8987640962004662
215040,0.04145508,-0.0035813763,545,391.49495005607605,215040,19.391264,787.4162136900002,1256.84,0.0036841822,105,4.0559134,0.7426707744598389
217088,0.02446289,-0.0036863214,553,395.25272607803345,217088,24.071407,781.7366799400002,1248.04,0.0022234186,106,4.0559716,0.7511297911405563
219136,0.05595703,-0.004144989,560,398.955438375473,219136,11.359909,791.5073255899999,1263.61,0.004617067,107,4.058838,0.7799356132745743
221184,0.030712891,-0.0038572836,579,402.6130826473236,221184,7.763227,794.9739194099999,1269.03,0.002676397,108,4.0655446,0.8688645362854004
223232,0.0652832,-0.0039324453,571,406.1451458930969,223232,12.0,795.26544188,1269.03,0.0057246285,109,4.0763264,0.8279708623886108
225280,0.027685547,-0.0020645552,596,409.72948694229126,225280,12.298001,807.8557243099999,1286.75,0.0027469029,110,4.0737877,0.8006228506565094
227328,0.041552734,-0.004315895,580,413.16054105758667,227328,25.289673,801.7001132400004,1274.78,0.0034236908,111,4.0728383,0.7810909152030945
229376,0.05625,-0.0038038779,552,416.6919972896576,229376,16.952848,805.4418944600002,1279.21,0.00479225,112,4.079293,0.8448778539896011
231424,0.04248047,-0.0041117324,587,420.3994963169098,231424,21.326809,797.5235767100002,1268.24,0.003771732,113,4.0810833,0.7506103515625
233472,0.046191406,-0.006025658,578,423.88727378845215,233472,14.277733,810.9316717600002,1285.39,0.004023722,114,4.08189,0.8424032181501389
235520,0.054345705,-0.007925546,571,427.4269778728485,235520,7.536172,813.5896793100002,1288.07,0.0045791427,115,4.07738,0.9407485611736774
237568,0.038720705,-0.0014660379,556,431.01138162612915,237568,21.851566,816.6471267900001,1288.25,0.0031951678,116,4.088148,0.8523696213960648
239616,0.024951171,-0.0038767115,586,434.68960189819336,239616,16.361557,795.77528282,1254.92,0.0024318346,117,4.098431,0.8347661644220352
241664,0.06459961,-0.004413905,550,438.18439865112305,241664,6.2691903,799.06591454,1259.88,0.0052711554,118,4.097157,0.8792790994048119
243712,0.07626953,-0.003921096,575,441.905713558197,243712,11.811725,799.21387323,1259.88,0.0072494694,119,4.096223,0.7516755908727646
245760,0.07211914,-0.0047719707,577,445.467321395874,245760,12.421783,810.59318948,1277.79,0.0058671357,120,4.1037874,0.8262241035699844
247808,0.03725586,-0.0057915854,546,449.0146243572235,247808,25.781967,815.2433067799998,1283.21,0.0029814509,121,4.112083,0.7961849868297577
249856,0.043310545,-0.0046613785,510,452.7653954029083,249856,6.835988,805.6741109599998,1268.85,0.003827472,122,4.1212387,0.9539318196475506
251904,0.034375,-2.811104e-05,511,456.77641558647156,251904,16.547766,810.2163223599999,1268.85,0.003196045,123,4.118835,0.8813557177782059
253952,0.0453125,-0.0029128105,518,460.7795650959015,253952,22.56728,826.95691362,1285.68,0.0035309375,124,4.1205697,0.8729614764451981
256000,0.023828125,-0.005420228,533,464.7266585826874,256000,8.020041,822.7779791600001,1279.94,0.0022208435,125,4.121289,0.8969666659832001
258048,0.06137695,-0.009008518,512,468.5648274421692,258048,10.359758,835.1407239400002,1297.93,0.005466058,126,4.123612,0.9280279278755188
260096,0.036230467,-0.0042096204,508,472.56178736686707,260096,11.690866,845.42144297,1306.99,0.0031919838,127,4.1258593,0.7502134889364243
262144,0.044628907,-0.0063651986,521,476.58820605278015,262144,11.447903,856.65637915,1325.08,0.0041618445,128,4.1234803,0.7795676738023758
264192,0.05883789,-0.0064054667,524,480.51591968536377,264192,32.80898,828.60036378,1288.17,0.004952958,129,4.1231885,0.5406803786754608
266240,0.03930664,-0.0047164387,524,484.4190242290497,266240,15.679922,837.34336404,1302.01,0.0034782558,130,4.1303587,0.8473517894744873
268288,0.015576172,-0.0020857637,544,488.32190561294556,268288,7.244727,835.9054901700001,1298.99,0.0015641879,131,4.136066,0.8929321244359016
270336,0.03330078,-0.004077516,547,492.081209897995,270336,24.64172,833.8062260699996,1300.31,0.0031344574,132,4.133047,0.6799391210079193
272384,0.037744142,-0.006177865,551,495.82164764404297,272384,19.036917,812.27465753,1269.58,0.0034248598,133,4.1312995,0.8337064236402512
274432,0.0328125,-0.0032977953,527,499.536470413208,274432,12.64613,820.9329192700003,1283.14,0.0029809116,134,4.1326656,0.7046917378902435
276480,0.038085938,-0.003269409,514,503.4206302165985,276480,12.768525,821.4912206000001,1283.26,0.0036517412,135,4.1247487,0.9056237116456032
278528,0.030078124,-0.0033653337,543,507.3991425037384,278528,21.417402,803.99771649,1258.31,0.002754589,136,4.124023,0.8067967742681503
280576,0.08642578,-0.004412438,524,511.1646821498871,280576,12.324765,818.40294488,1274.33,0.008035181,137,4.1244802,0.8781087696552277
282624,0.031689454,-0.003347316,540,515.0723249912262,282624,21.351494,794.9641878700002,1237.26,0.0031458442,138,4.1284857,0.7380088269710541
284672,0.02470703,-0.003544604,549,518.8612349033356,284672,28.945362,746.08967333,1168.93,0.0022142665,139,4.145157,0.639163613319397
286720,0.013623047,-0.002511512,557,522.5896143913269,286720,10.660496,723.2523376800001,1139.01,0.001498723,140,4.1551394,0.8749899417161942
288768,0.051367186,-0.0026166677,521,526.266660451889,288768,21.737791,717.25952611,1124.59,0.0042805974,141,4.163411,0.9114179313182831
290816,0.044042967,-0.0033630661,541,530.196435213089,290816,10.896269,718.0162720999999,1128.03,0.0037687558,142,4.1764174,0.7990009486675262
292864,0.04140625,-0.007061336,537,533.9817631244659,292864,18.628283,669.2594183600003,1069.21,0.004288928,143,4.172904,0.6898724436759949
294912,0.01328125,-0.0030988986,524,537.7895402908325,294912,22.937893,630.3208763599999,1020.82,0.0016336044,144,4.173162,0.6305286288261414
296960,0.028271485,-0.0036804434,541,541.6925163269043,296960,14.982912,629.45673669,1018.34,0.0027491557,145,4.1703014,0.9182750508189201
299008,0.07172851,-0.0066873743,514,545.4782440662384,299008,23.089428,634.02628459,1019.94,0.0054907817,146,4.1626716,0.8961868733167648
301056,0.023925781,-0.0029490772,534,549.4628694057465,301056,9.141455,628.9977315900001,1016.89,0.0023329766,147,4.1653147,0.8667413294315338
303104,0.06533203,-0.00417123,518,553.2920060157776,303104,9.186246,625.84196776,1011.85,0.0059778383,148,4.1689787,0.8002315163612366
305152,0.058691405,-0.005794214,544,557.240453004837,305152,21.715307,628.4609825100001,1019.76,0.0048181433,149,4.167824,0.7752281725406647
307200,0.09023438,-0.004458428,520,561.0050046443939,307200,9.478209,639.6743275,1037.44,0.008509044,150,4.176093,0.8053579777479172
309248,0.046582032,-0.0028267368,509,564.9416697025299,309248,9.490362,637.3863244300001,1037.44,0.00438891,151,4.178136,0.8004723340272903
311296,0.032470703,-0.0043322127,528,568.9646737575531,311296,12.71169,633.68932378,1032.18,0.0028920467,152,4.171764,0.8874943405389786
313344,0.05625,-0.0024000497,485,572.8421030044556,313344,17.192999,636.1537141499999,1032.18,0.0049382737,153,4.172214,0.8970774263143539
315392,0.023779297,-0.0052184444,533,577.0603487491608,315392,16.224094,628.83507302,1025.03,0.0026442562,154,4.179942,0.8999205902218819
317440,0.038476564,-0.0038191576,500,580.8994174003601,317440,9.319515,633.64424589,1025.03,0.003839938,155,4.1792755,0.9315237477421761
319488,0.04399414,-0.0020615945,539,584.9908437728882,319488,18.885212,640.64411093,1035.87,0.0037070108,156,4.1697884,0.7682778537273407
321536,0.039453126,-0.0016063529,515,588.7886471748352,321536,8.840505,648.81852306,1049.1,0.0034232256,157,4.1718163,0.8085465878248215
323584,0.07011719,-0.0047412138,523,592.7651903629303,323584,10.043834,657.74770847,1061.58,0.0073837764,158,4.1744456,0.8669497221708298
325632,0.049902342,-0.0017887615,506,596.6785864830017,325632,17.787766,662.27015954,1061.58,0.0043410985,159,4.1726737,0.8988404422998428
327680,0.0496582,-0.0027616275,505,600.7198202610016,327680,23.28813,662.2078955500001,1056.63,0.0043948805,160,4.1649327,0.8893273398280144
329728,0.040527344,-0.0034335565,550,604.7728323936462,329728,11.100565,660.93503957,1056.63,0.0034989957,161,4.171542,0.8113992810249329
331776,0.054052733,-0.0032274518,492,608.49285197258,331776,9.123347,663.27732357,1062.11,0.004342517,162,4.179186,0.7465193271636963
333824,0.043408204,-0.0035368018,518,612.6495273113251,333824,13.099592,672.65424947,1073.62,0.0039603347,163,4.175257,0.911447785794735
335872,0.055615235,-0.0029759791,506,616.602822303772,335872,10.662283,680.32547088,1086.74,0.0053710975,164,4.183013,0.7180100083351135
337920,0.068847656,-0.004520615,519,620.643307685852,337920,18.310038,681.1798538900001,1086.74,0.0058215503,165,4.1782517,0.8626295775175095
339968,0.049316406,-0.0016765933,509,624.5829749107361,339968,17.873003,695.60572871,1099.89,0.0044415267,166,4.1634917,0.8792315870523453
342016,0.017919922,-0.0014668318,531,628.605250120163,342016,14.157674,706.11218437,1114.43,0.0018605633,167,4.168245,0.7928498834371567
344064,0.038671874,-0.0032186485,480,632.4613361358643,344064,16.32375,719.4089805100001,1127.89,0.0035278997,168,4.162671,0.9055299758911133
346112,0.039013673,-0.011126889,493,636.7277412414551,346112,4.807786,706.77369158,1112.24,0.004064941,169,4.160223,0.9764386024326086
348160,0.038867187,-0.0041184467,547,640.8770525455475,348160,19.981121,717.02171273,1122.27,0.0032915797,170,4.158233,0.7839271724224091
350208,0.07124023,-0.004166113,523,644.6165730953217,350208,11.708948,713.6333984099999,1122.27,0.008953923,171,4.1657605,0.9378473907709122
352256,0.04121094,-0.005839422,501,648.5311975479126,352256,32.51597,720.35955973,1129.33,0.0035344877,172,4.177418,0.7688089162111282
354304,0.046972655,-0.005290086,538,652.6162357330322,354304,12.115258,731.5295271999998,1147.05,0.003957218,173,4.1810346,0.7987566441297531
356352,0.053466797,-0.0029566358,520,656.4173135757446,356352,17.847063,744.6666485100001,1160.26,0.004646397,174,4.1750393,0.8875958919525146
358400,0.06938477,-0.004997537,519,660.3497071266174,358400,15.645909,748.88553096,1160.26,0.0058777733,175,4.1888156,0.9085577428340912
360448,0.086035155,-0.0041357456,521,664.2976031303406,360448,18.14711,753.8330366700002,1160.26,0.006401255,176,4.2115927,0.8886768221855164
362496,0.06196289,-0.0061889184,508,668.2281832695007,362496,14.540729,758.1522356700001,1160.26,0.00528604,177,4.2164717,0.9104704856872559
364544,0.031152343,-0.0012411312,527,672.2565686702728,364544,18.028488,773.99075028,1178.23,0.003200578,178,4.2154136,0.8972707390785217
366592,0.044042967,-0.007129853,554,676.1389472484589,366592,18.237076,773.1995287699999,1177.93,0.0040908246,179,4.2001987,0.8312633037567139
368640,0.06591797,-0.004823815,547,679.8363835811615,368640,18.219606,769.89463789,1179.47,0.0058421586,180,4.191812,0.8267195671796799
370688,0.014892578,-0.0019288266,516,683.5773479938507,370688,17.64305,768.99976248,1179.47,0.0017587098,181,4.1949124,0.8836018592119217
372736,0.01928711,-0.002991971,509,687.5411593914032,372736,22.808989,776.5251584500002,1186.32,0.001920837,182,4.201001,0.8739432394504547
374784,0.02241211,-0.0034819618,558,691.5620589256287,374784,15.028796,751.45695052,1156.41,0.0021966838,183,4.212588,0.9241321086883545
376832,0.09970703,-0.00283182,484,695.2303037643433,376832,17.286983,756.5719191100001,1156.41,0.0074530756,184,4.21276,0.8883925527334213
378880,0.023095703,-0.0014701076,465,699.4580233097076,378880,18.600153,761.9237967299999,1156.41,0.00233463,185,4.2274923,0.8881955146789551
380928,0.018652344,-0.0013844034,507,703.8602924346924,380928,24.251535,779.2413574899999,1175.25,0.0019205732,186,4.2374926,0.911768451333046
382976,0.031933594,-0.005137892,502,707.8960976600647,382976,11.822911,780.5161928800002,1176.94,0.0029473254,187,4.2326164,0.954119335860014
385024,0.021679688,-0.0012498157,509,711.9756712913513,385024,25.770397,789.6161630099999,1183.1,0.002081594,188,4.2345047,0.8887411430478096
387072,0.013818359,-0.0034479748,476,715.9960227012634,387072,24.60859,796.4801663900001,1186.58,0.001776324,189,4.2300544,0.8896571025252342
389120,0.014160156,-0.0052942634,550,720.2929394245148,389120,15.475622,798.2905891500002,1189.32,0.001667578,190,4.225013,0.8938025534152985
391168,0.07119141,-0.0040217205,494,724.0145208835602,391168,21.890839,811.6684305600002,1202.07,0.0057903016,191,4.224538,0.9191871359944344
393216,0.025,-0.0050595966,483,728.1591773033142,393216,11.284516,815.68349162,1207.75,0.0025324146,192,4.225976,0.8781584873795509
395264,0.07133789,-0.005808604,476,732.3952503204346,395264,11.3154545,823.1087027,1220.1,0.006068768,193,4.2372622,0.9342562481760979
397312,0.045654297,-0.0012696688,485,736.697996377945,397312,19.786951,828.52546706,1220.1,0.0039518485,194,4.248391,0.8922617435455322
399360,0.05444336,-0.0025026416,514,740.9171485900879,399360,13.85112,825.57476154,1221.74,0.0047091744,195,4.2581367,0.8437912464141846
401408,0.06523438,-0.0050450927,501,744.9012262821198,401408,10.895176,831.54646319,1232.05,0.0056854654,196,4.26434,0.7576056569814682
