ep_reward_mean,time_elapsed,fps,explained_variance,policy_entropy,n_updates,serial_timesteps,value_loss,clipfrac,ep_len_mean,policy_loss,approxkl,total_timesteps
333.25626858208955,192.83196830749512,338,0.08135116100311279,1.462014,37,75776,3.9961026,0.046484374,1126.0298507462687,-0.0022236812,0.0040781153,75776
339.2550498529412,198.89183044433594,340,0.11950564384460449,1.4569024,38,77824,4.505351,0.046533205,1139.6029411764705,-0.002482277,0.0039815977,77824
338.9040359855073,204.91432785987854,341,0.2527596950531006,1.4564785,39,79872,4.710981,0.04736328,1136.4057971014493,-0.002913496,0.004302167,79872
326.25667798666666,210.90930271148682,346,0.2960320711135864,1.4661927,40,81920,4.856595,0.04272461,1088.2933333333333,-0.002609692,0.0038277071,81920
308.6622602469136,216.82203578948975,351,0.32908642292022705,1.4788359,41,83968,4.88108,0.020214844,1030.0740740740741,-0.003002858,0.0022270726,83968
311.4965780481928,222.64541673660278,337,0.2523353695869446,1.480633,42,86016,4.7931714,0.043701172,1032.9036144578313,-0.004828134,0.0038486035,86016
312.3170865882353,228.71939086914062,338,0.4235771894454956,1.4836667,43,88064,3.948663,0.089990236,1030.7058823529412,-0.005603802,0.006668889,88064
317.1635917790698,234.76594400405884,316,0.21291834115982056,1.4950845,44,90112,2.9512665,0.036865234,1042.546511627907,-0.0015786041,0.0033291287,90112
321.62627258620694,241.23596501350403,312,0.18380385637283325,1.4992684,45,92160,2.7203126,0.05205078,1054.1149425287356,-0.0038593665,0.00441517,92160
326.17715405681815,247.78003764152527,353,0.08295905590057373,1.4995128,46,94208,2.9895062,0.0234375,1065.4204545454545,-0.0018602174,0.0025526208,94208
331.30003999999997,253.56966519355774,355,0.19051849842071533,1.4995892,47,96256,3.5160236,0.04345703,1076.4719101123596,-0.0018925394,0.0036222101,96256
336.0565084666666,259.3236665725708,359,0.2211620807647705,1.5040296,48,98304,3.3621204,0.050195314,1087.2777777777778,-0.001966606,0.0041700723,98304
340.82618326373625,265.0139374732971,341,0.12557977437973022,1.4980848,49,100352,3.3208115,0.03359375,1097.8461538461538,-0.0021091993,0.0035043296,100352
345.8734535543478,271.01176857948303,348,0.12685924768447876,1.4923446,50,102400,4.03065,0.04399414,1108.1847826086957,-0.0023818829,0.0039613415,102400
351.1374515268817,276.8948712348938,367,0.09228438138961792,1.4967853,51,104448,4.5193624,0.036816407,1118.3010752688172,-0.002882801,0.0033277068,104448
356.20890232978724,282.46176266670227,346,0.20179086923599243,1.5068789,52,106496,4.20093,0.02734375,1128.2021276595744,-0.00019700038,0.002894757,106496
360.9494788,288.36655926704407,360,0.15233618021011353,1.5164171,53,108544,4.0202036,0.023974609,1137.8947368421052,-0.0014281413,0.0026683465,108544
366.02142156250005,294.0519654750824,378,0.13217419385910034,1.5169394,54,110592,4.3315725,0.022851562,1147.3854166666667,-0.0015860846,0.0024474235,110592
370.24584355670106,299.4590153694153,314,0.26775336265563965,1.5190974,55,112640,3.1130016,0.021972656,1156.680412371134,-0.0019794262,0.0023517578,112640
373.31854777551024,305.97817277908325,366,0.10391843318939209,1.521972,56,114688,2.080909,0.022265624,1165.7857142857142,-0.00060493435,0.0024434992,114688
369.34913357,311.56137323379517,350,0.2813798785209656,1.5340173,57,116736,4.4975767,0.028564453,1146.37,-0.0022756278,0.002923383,116736
374.93554516000006,317.3974311351776,358,0.13407045602798462,1.5432376,58,118784,1.7009083,0.06733398,1162.59,-0.0041585634,0.0055264574,118784
381.55129435999993,323.1042592525482,370,0.36801064014434814,1.5427687,59,120832,2.1988468,0.022021484,1179.95,-0.00028031948,0.0024003047,120832
387.96088683999994,328.63917231559753,376,0.21880686283111572,1.5449679,60,122880,2.6077137,0.040771484,1196.67,-0.0033868991,0.0036350328,122880
394.72100006999995,334.07763934135437,362,0.31727707386016846,1.5523576,61,124928,2.2292342,0.019921875,1214.25,-0.0015284857,0.002466154,124928
401.38859172,339.72078251838684,396,0.30206871032714844,1.5630964,62,126976,2.0732174,0.06035156,1232.55,-0.004438893,0.0048401905,126976
407.07379022000003,344.8874340057373,424,0.21332240104675293,1.5574557,63,129024,1.945164,0.035742186,1250.47,-0.0011787703,0.0034631877,129024
413.4223213,349.7139563560486,414,0.21843492984771729,1.5566351,64,131072,1.9552917,0.064892575,1268.97,-0.0022274887,0.0054270364,131072
420.40189175000006,354.6609694957733,407,0.30620718002319336,1.5572783,65,133120,2.4348485,0.01977539,1287.13,-0.0010614815,0.0024299335,133120
428.42620027000004,359.68468260765076,364,0.2876394987106323,1.5575287,66,135168,4.052745,0.031445313,1305.19,-0.0019082085,0.003144573,135168
435.21323418,365.30207872390747,363,0.483173668384552,1.5613112,67,137216,2.912565,0.06455078,1319.03,-0.0015059507,0.005186702,137216
442.50920822999996,370.9350275993347,382,0.4200964570045471,1.5749598,68,139264,3.1652691,0.031201173,1337.13,-0.0021115195,0.0031331696,139264
450.41757105000005,376.2861726284027,348,0.46823543310165405,1.5806966,69,141312,3.8325725,0.051367186,1354.52,-0.004057509,0.0045809424,141312
457.65741169,382.17156958580017,366,0.4407072067260742,1.5963933,70,143360,2.5926862,0.050048828,1373.4,-0.0033634044,0.0044270754,143360
466.37007236,387.7622501850128,388,0.524473637342453,1.6053798,71,145408,4.205022,0.035888672,1392.13,-0.0019572175,0.0033664692,145408
474.50138425999995,393.03978157043457,370,0.3975224494934082,1.6011274,72,147456,3.6574597,0.020410156,1411.05,-0.0012577713,0.0022985153,147456
477.9114020599999,398.56772351264954,370,0.5092239081859589,1.6023493,73,149504,4.048122,0.009912109,1411.05,-9.40942e-05,0.0014102085,149504
483.42919990999997,404.09564995765686,394,0.39403820037841797,1.5975993,74,151552,5.7757945,0.039257813,1416.7,-0.0027109608,0.0035070486,151552
486.70556487999994,409.2849051952362,367,0.4341444969177246,1.5979245,75,153600,3.8058102,0.030859375,1418.72,-0.001565481,0.0031415746,153600
495.28544394000005,414.8625853061676,345,0.4824180006980896,1.5970011,76,155648,4.4788637,0.021923829,1436.73,-0.0024801407,0.0023180016,155648
497.52974395999996,420.79607033729553,426,0.6406736671924591,1.592973,77,157696,4.188989,0.036328126,1434.12,-0.0024817034,0.0035751318,157696
502.79516394,425.59849286079407,396,0.4851796627044678,1.5901716,78,159744,3.125753,0.04091797,1443.93,-0.0022646966,0.003611087,159744
506.29043837000006,430.7611322402954,438,0.408222496509552,1.593028,79,161792,5.5266714,0.01821289,1443.93,-0.0012351336,0.0020401734,161792
515.4821204000001,435.4361529350281,461,0.45807498693466187,1.5917484,80,163840,5.455354,0.04018555,1463.08,-0.0026896785,0.0035682234,163840
524.88441408,439.8750629425049,469,0.4070279002189636,1.5742047,81,165888,6.117362,0.03745117,1481.32,-0.0040595275,0.0035337224,165888
527.8804826200001,444.2416036128998,489,0.5261709988117218,1.5754477,82,167936,6.8570647,0.070458986,1476.64,-0.0072148056,0.0056699207,167936
527.59108491,448.42676043510437,482,0.7251226603984833,1.6048476,83,169984,4.664851,0.036474608,1468.44,-0.0018254004,0.0032766205,169984
527.71442109,452.66878366470337,454,0.5627597868442535,1.6140757,84,172032,6.1448746,0.03330078,1457.81,-0.002183829,0.0031693957,172032
