n_updates,total_timesteps,policy_entropy,clipfrac,time_elapsed,approxkl,explained_variance,policy_loss,serial_timesteps,fps,value_loss,ep_len_mean,ep_reward_mean
194,397312,4.4874887,0.06948242,731.1701011657715,0.005357885,0.866281047463417,-0.005743643,397312,499,19.998827,1262.55,897.47213815
195,399360,4.4870057,0.030566406,735.2751824855804,0.003319654,0.8770498037338257,-0.0012118915,399360,529,28.757458,1280.23,915.3174644200002
196,401408,4.492181,0.055664062,739.1428527832031,0.0046442756,0.8677391111850739,-0.002398859,401408,504,19.72865,1294.47,931.0425897000002
197,403456,4.4798417,0.04018555,743.1995949745178,0.0038316804,0.871508851647377,-0.0038335952,403456,527,19.674831,1308.23,946.1676589800003
198,405504,4.4579554,0.025146484,747.0870888233185,0.0026341048,0.9638682156801224,-0.003230416,405504,527,7.816536,1308.21,946.2109540300002
199,407552,4.454349,0.04057617,750.9712779521942,0.004560068,0.9153148308396339,-0.0039320397,407552,534,20.0582,1326.35,962.27070802
200,409600,4.465832,0.03779297,754.8014044761658,0.0032489884,0.8715058416128159,-0.001971235,409600,517,19.916943,1340.51,977.7355991700001
201,411648,4.466298,0.031689454,758.7600157260895,0.0030258107,0.873129352927208,-0.0005835094,411648,512,19.960093,1354.53,993.0544640300001
202,413696,4.470861,0.021630859,762.7558355331421,0.0023261013,0.9296459257602692,-0.0031684763,413696,535,13.013959,1354.53,993.5437515599999
203,415744,4.4701095,0.042138673,766.5842282772064,0.0036724966,0.8780669644474983,-0.0036019136,415744,489,19.636442,1354.53,994.83496938
204,417792,4.4615927,0.035058595,770.7728078365326,0.0058685327,0.9001530632376671,-0.005633938,417792,548,24.302193,1370.23,1008.726045
205,419840,4.4614,0.03666992,774.5061376094818,0.0056808232,0.8187669664621353,-0.006776707,419840,544,43.116753,1382.44,1022.1192424600001
206,421888,4.4591722,0.022070313,778.2703065872192,0.002440457,0.8838869109749794,-0.0014896317,421888,515,19.21756,1397.49,1036.6588390600002
207,423936,4.4615016,0.04296875,782.2477738857269,0.0035486598,0.8768820241093636,-0.0034703992,423936,546,21.38205,1412.27,1050.21131218
208,425984,4.4573517,0.045654297,785.9966559410095,0.004110316,0.8718993961811066,-0.0018505044,425984,518,20.220152,1412.27,1052.95942871
209,428032,4.453526,0.08461914,789.9477550983429,0.006442116,0.8739412873983383,-0.002123186,428032,511,20.12859,1426.84,1068.48070033
210,430080,4.4588747,0.026464844,793.9538547992706,0.0027602753,0.872139647603035,-0.003665433,430080,566,20.202946,1411.58,1054.06340363
211,432128,4.4557204,0.046191406,797.569723367691,0.0037473,0.8709784895181656,-0.0015435948,432128,502,20.051022,1426.48,1069.78943115
212,434176,4.4620295,0.032177735,801.6468379497528,0.0028118636,0.8687431663274765,-0.0013943859,434176,498,19.986794,1440.46,1084.97375359
213,436224,4.4702826,0.011474609,805.756233215332,0.0013929463,0.8874461352825165,-0.0028760135,436224,502,29.654074,1436.97,1089.24431996
214,438272,4.4753857,0.030957032,809.8327100276947,0.0029464094,0.9479423351585865,-0.0033505678,438272,540,10.692275,1441.8,1092.23600227
215,440320,4.4741983,0.08232422,813.6220698356628,0.006364841,0.8742254972457886,-0.0021149502,440320,508,20.177032,1456.74,1108.0860875600001
216,442368,4.4763403,0.10478516,817.649594783783,0.007943274,0.8731573969125748,-0.0036643997,442368,524,20.020773,1465.26,1119.67251049
217,444416,4.484972,0.037988283,821.5568654537201,0.003238427,0.8720653057098389,-0.0021604262,444416,516,20.749735,1465.26,1122.57141361
218,446464,4.493289,0.027490234,825.5215318202972,0.0027269037,0.8495482057332993,-0.0034515143,446464,559,21.95154,1479.41,1137.4767054000001
219,448512,4.503979,0.055859376,829.1798377037048,0.005365851,0.9123004376888275,-0.0097436365,448512,512,14.941907,1479.41,1133.4257892100002
220,450560,4.521513,0.04477539,833.1788926124573,0.004005374,0.8893459588289261,-0.0036060947,450560,530,20.436296,1479.41,1139.6296024800001
221,452608,4.529868,0.12558594,837.0443336963654,0.008954073,0.8794171363115311,-0.0063104504,452608,549,20.05363,1494.24,1153.78932007
222,454656,4.533757,0.04448242,840.7707436084747,0.0037341441,0.851857140660286,-0.004433029,454656,573,38.456554,1478.54,1150.135046
223,456704,4.5284123,0.02055664,844.3427135944366,0.0021146224,0.9330765604972839,-0.0035566506,456704,581,15.059135,1479.3,1152.4556917200002
224,458752,4.5296307,0.03642578,847.8667259216309,0.00325091,0.8627871125936508,-0.0012045094,458752,540,19.881866,1494.04,1167.6500727300001
225,460800,4.542123,0.054736327,851.6579344272614,0.004492463,0.8650110960006714,-0.00054495985,460800,542,19.806587,1494.04,1173.3647459699998
226,462848,4.5409575,0.035595704,855.4342730045319,0.0035725422,0.899588905274868,-0.0059831953,462848,550,31.235312,1461.13,1148.42635686
227,464896,4.542459,0.0703125,859.152881860733,0.0057316036,0.8598036915063858,-0.0051776255,464896,543,20.152529,1478.13,1165.1052692600001
228,466944,4.554305,0.044677734,862.9219837188721,0.00376547,0.8607380092144012,-0.0011509957,466944,548,19.920124,1478.13,1166.84879183
229,468992,4.564486,0.012792969,866.656601190567,0.0015250298,0.8656242936849594,-0.0022468623,468992,606,20.254131,1448.18,1144.81138257
230,471040,4.577782,0.050488282,870.0366959571838,0.0040880297,0.8764298558235168,-0.0029575187,471040,548,20.193562,1462.82,1159.71031968
231,473088,4.5870776,0.054003906,873.772985458374,0.004801214,0.7997464537620544,-0.0023583535,473088,581,12.98559,1462.82,1154.22046355
232,475136,4.59229,0.058447264,877.2962908744812,0.004964468,0.8630240857601166,-0.0011935786,475136,538,20.188843,1462.82,1158.96583072
233,477184,4.600884,0.03720703,881.101931810379,0.0036008563,0.8553774356842041,-0.002223645,477184,507,32.17193,1460.71,1158.6070877900002
234,479232,4.615458,0.012890625,885.1389148235321,0.0015125026,0.8141472190618515,-0.0017597796,479232,574,15.825165,1448.17,1146.33252121
235,481280,4.6221285,0.024316406,888.7048015594482,0.002200857,0.8629036694765091,-0.0022879879,481280,554,19.553211,1448.17,1143.37352351
236,483328,4.641269,0.025341798,892.3993978500366,0.0022634058,0.868496298789978,-0.0018399833,483328,549,31.963093,1449.38,1148.43708265
237,485376,4.6650558,0.053271484,896.1289331912994,0.0052401302,0.8963664323091507,-0.009446032,485376,534,26.595737,1466.89,1165.27966121
238,487424,4.6678824,0.050439455,899.9605078697205,0.0044038696,0.8510878384113312,-0.005167893,487424,523,8.19234,1465.83,1164.72590211
239,489472,4.6718307,0.034716796,903.8748564720154,0.004081848,0.9306470900774002,-0.0033722457,489472,494,17.15521,1450.11,1151.38114183
240,491520,4.682289,0.030615235,908.0151200294495,0.002648269,0.8949998468160629,-0.0035418286,491520,499,26.981684,1451.7,1155.5519356199998
241,493568,4.688448,0.05810547,912.1135516166687,0.0050310222,0.8748451918363571,-0.0044467626,493568,498,28.874084,1467.88,1170.35455301
242,495616,4.6929803,0.02084961,916.2211661338806,0.002328428,0.8779442831873894,-0.0031421483,495616,559,21.61118,1479.51,1181.92359254
243,497664,4.692969,0.02866211,919.8822894096375,0.0028154133,0.9708472453057766,-0.0036161586,497664,559,5.894559,1464.55,1168.73759896
244,499712,4.695278,0.027685547,923.5440537929535,0.0024833602,0.8509660810232162,-0.0027770097,499712,584,28.263596,1486.03,1188.77492241
245,501760,4.687058,0.04160156,927.0492522716522,0.003968469,0.8608754873275757,-0.0024164098,501760,554,21.10884,1486.03,1186.51981487
246,503808,4.686725,0.010058594,930.7425899505615,0.0013722454,0.8671061992645264,-0.0011280898,503808,530,33.963886,1477.27,1183.2086336999998
247,505856,4.6889143,0.018310547,934.6067261695862,0.0023327293,0.9637126587331295,-0.002792041,505856,542,7.1252236,1466.48,1170.8112911599999
248,507904,4.692992,0.015673827,938.383930683136,0.0016834408,0.83126200735569,-0.0029318146,507904,542,22.735394,1466.48,1170.85926075
249,509952,4.6872005,0.033447266,942.1617546081543,0.002968499,0.8793944641947746,-0.005130158,509952,533,25.952133,1465.13,1168.1916928599999
250,512000,4.6969748,0.049072266,946.0010712146759,0.0043347017,0.888480618596077,-0.0055056466,512000,542,35.38173,1447.72,1153.76593292
251,514048,4.700098,0.05341797,949.7819662094116,0.0041531418,0.8901144191622734,-0.0050720656,514048,542,26.510534,1429.63,1135.85193296
252,516096,4.6980877,0.08066406,953.5569705963135,0.0061289873,0.8754250109195709,-0.002094997,516096,548,20.219357,1429.63,1135.39299017
253,518144,4.6971655,0.04863281,957.2952070236206,0.0044087237,0.8753379955887794,-0.0044912654,518144,535,19.427475,1429.63,1136.5810024099999
254,520192,4.7009006,0.06918945,961.121007680893,0.0055136527,0.8706084936857224,-0.00220482,520192,519,19.987373,1429.63,1136.8634478899999
255,522240,4.700229,0.016552735,965.0675258636475,0.0016965782,0.9162150770425797,-0.0046702656,522240,562,19.99583,1393.96,1103.53512241
256,524288,4.7141576,0.050341796,968.710159778595,0.004098848,0.8754260316491127,-0.0012312386,524288,529,19.885914,1393.96,1102.7637427299999
257,526336,4.721336,0.027783204,972.579852104187,0.0026504595,0.9026121199131012,-0.0021105455,526336,531,25.727818,1375.88,1087.1247900099997
258,528384,4.716673,0.026904296,976.4336190223694,0.0026939842,0.883637085556984,-0.0021187165,528384,529,32.928684,1375.14,1088.86827752
259,530432,4.725359,0.0515625,980.3009786605835,0.0043900837,0.8751781582832336,-0.0017822577,530432,540,19.887093,1375.14,1088.31062343
260,532480,4.740291,0.015917968,984.0923700332642,0.0020482624,0.9416851811110973,-0.001690677,532480,559,11.197085,1360.0,1073.18954701
261,534528,4.7528806,0.025537109,987.7509050369263,0.0024311491,0.9052704125642776,-0.002740427,534528,551,25.002197,1345.14,1056.3621324
262,536576,4.7639685,0.012207031,991.4667432308197,0.0013629035,0.9040808230638504,-0.0009957072,536576,552,23.139462,1343.23,1054.68841306
263,538624,4.7604294,0.052685548,995.1729748249054,0.0045738667,0.8745114952325821,-0.004237525,538624,542,17.92275,1343.23,1053.84820714
264,540672,4.7632036,0.03857422,998.945898771286,0.0040990417,0.8799885287880898,-0.006793002,540672,511,29.927612,1344.86,1056.9824896100001
265,542720,4.760973,0.047802735,1002.9502975940704,0.004880707,0.9584505036473274,-0.0065856464,542720,529,6.595847,1344.86,1056.77696522
266,544768,4.7551126,0.066552736,1006.8171174526215,0.0051758266,0.8764665424823761,-0.0037606086,544768,524,18.940685,1344.86,1056.79282055
267,546816,4.747736,0.03022461,1010.722847700119,0.0031204685,0.879675380885601,-0.0013752393,546816,539,19.081059,1344.86,1056.77911073
268,548864,4.7332873,0.010058594,1014.5233459472656,0.0012435596,0.8765535801649094,-0.0015052326,548864,538,19.143208,1344.86,1057.08845818
269,550912,4.726954,0.025683593,1018.3244740962982,0.002597514,0.8482462614774704,-0.0058410163,550912,579,37.58057,1330.13,1045.15418118
270,552960,4.7296906,0.04423828,1021.8623349666595,0.004089086,0.8708940595388412,-0.0057637147,552960,526,20.237072,1330.13,1046.11910154
271,555008,4.7295346,0.023339843,1025.7557682991028,0.0025153633,0.8661844730377197,-0.0031600564,555008,559,37.918896,1332.59,1048.8218592
272,557056,4.7290535,0.017041016,1029.419944524765,0.0022045975,0.9748859368264675,-0.0039147814,557056,554,5.9552836,1316.32,1034.7867449500002
273,559104,4.7409577,0.028955078,1033.115121126175,0.00270671,0.8786433860659599,-0.0023453995,559104,546,20.062565,1316.32,1034.83170878
274,561152,4.758754,0.07397461,1036.8614308834076,0.005825683,0.8784150779247284,-0.006632981,561152,516,20.086496,1316.32,1033.7439026500003
275,563200,4.781022,0.034082033,1040.8283705711365,0.0031383545,0.8606235980987549,-0.0044401977,563200,519,21.791033,1333.02,1049.7463498000002
276,565248,4.786233,0.02626953,1044.776603460312,0.0025204779,0.8750411719083786,-0.00090455014,565248,554,28.902563,1347.36,1063.6120146700002
277,567296,4.7849445,0.01303711,1048.4719862937927,0.0016602546,0.8685488104820251,-0.0027871523,567296,548,38.515556,1315.28,1031.1723760300001
278,569344,4.777131,0.06958008,1052.2066097259521,0.005662487,0.869949534535408,-0.0005396832,569344,528,19.902775,1331.96,1047.65859532
279,571392,4.763116,0.008691406,1056.0819993019104,0.0010410716,0.9491463974118233,-0.0017506469,571392,513,13.263535,1312.59,1029.90847609
280,573440,4.7631903,0.019580077,1060.0741910934448,0.001991531,0.8725573867559433,-0.0017831989,573440,520,21.066662,1312.59,1029.8607609399999
281,575488,4.761971,0.048193358,1064.011034488678,0.0039179446,0.8719803988933563,-0.0021599676,575488,471,19.614887,1312.59,1027.45890508
282,577536,4.749743,0.080761716,1068.352834701538,0.006528821,0.8665732145309448,-0.0031119739,577536,517,19.927452,1312.59,1028.0900052900001
283,579584,4.748612,0.02055664,1072.3093564510345,0.0023018057,0.8398133516311646,-0.001711732,579584,555,41.093655,1283.67,1005.3598276
284,581632,4.751548,0.015039062,1075.9980807304382,0.0016415719,0.8482241481542587,-0.00083426276,581632,591,18.536963,1270.03,990.8028208999999
285,583680,4.7490907,0.02060547,1079.4643926620483,0.002154024,0.9013656824827194,0.0004518603,583680,546,26.339127,1285.07,1004.4385330299999
286,585728,4.7527533,0.03466797,1083.214881658554,0.0030667228,0.8634279072284698,-0.0006772479,585728,516,19.911604,1301.01,1020.3497705499999
287,587776,4.766719,0.06660156,1087.1807942390442,0.0061656283,0.9588870443403721,-0.0034568931,587776,556,7.570666,1306.06,1023.9089644100001
288,589824,4.7828264,0.04033203,1090.8632764816284,0.003552128,0.8765252530574799,-0.0069734408,589824,541,33.99642,1274.81,992.5844721100001
289,591872,4.7745748,0.048583984,1094.6463904380798,0.0045300173,0.8728934526443481,-0.003254167,591872,520,19.970108,1291.0,1008.3037549200001
290,593920,4.7660003,0.037988283,1098.585238456726,0.0032282383,0.8746610134840012,-0.0025060063,593920,529,19.95593,1307.72,1024.6584349000002
291,595968,4.780118,0.032421876,1102.4540281295776,0.0028743634,0.9568253308534622,-0.000101319674,595968,534,7.632058,1292.04,1008.9426539000001
292,598016,4.7849073,0.02060547,1106.288935661316,0.0024807397,0.879398949444294,-0.00032284256,598016,538,20.454628,1292.04,1009.0376463700002
293,600064,4.7813377,0.02216797,1110.0906825065613,0.0023651912,0.8951380699872971,-0.002299625,600064,569,26.047543,1307.52,1024.2535989799999
294,602112,4.7845883,0.010498047,1113.6865618228912,0.0012686051,0.876866526901722,-0.001060989,602112,572,29.282171,1306.68,1023.1375597899998
295,604160,4.7833056,0.053125,1117.2673490047455,0.0046642325,0.9009045585989952,-0.0068499334,604160,555,25.62291,1290.85,1012.4024470200001
296,606208,4.7857533,0.013476563,1120.957797050476,0.0013564902,0.7749118357896805,-0.0018674219,606208,598,27.060532,1275.64,997.19653604
297,608256,4.7871294,0.021435548,1124.3820164203644,0.0024191276,0.7968204319477081,-0.0054409495,608256,586,31.149006,1234.68,960.30947041
298,610304,4.782531,0.016113281,1127.8728549480438,0.0016058985,0.9214663282036781,-0.0006127689,610304,588,10.5386,1238.76,962.9190857999998
299,612352,4.772069,0.041796874,1131.3548295497894,0.0045930287,0.8833136036992073,-0.004156025,612352,552,25.663776,1240.58,969.2391412799999
300,614400,4.7526445,0.06069336,1135.0664505958557,0.005177849,0.8689674139022827,-0.0007804303,614400,539,19.463072,1240.58,969.12944238
301,616448,4.740283,0.06040039,1138.8643567562103,0.004920309,0.8642632067203522,-0.0015221086,616448,534,18.928083,1255.5,984.3750630999999
302,618496,4.739661,0.054882813,1142.6947767734528,0.004683121,0.8633973151445389,-0.0035043345,618496,527,19.442228,1255.5,985.76362721
303,620544,4.7432966,0.03046875,1146.5803937911987,0.0030728686,0.7874645441770554,-0.0044295276,620544,596,28.217154,1224.26,955.7497037799999
304,622592,4.744657,0.056640625,1150.0142443180084,0.0046237055,0.8796923458576202,-0.0026855902,622592,534,19.04164,1236.72,968.6542407399998
305,624640,4.75286,0.026904296,1153.849662065506,0.0028471607,0.9724943414330482,-0.0024228105,624640,542,6.196468,1221.17,955.3439022799998
306,626688,4.770243,0.047460936,1157.623707294464,0.0044856877,0.8929636180400848,-0.0046266248,626688,562,25.709433,1225.4,958.0187414200002
307,628736,4.7778344,0.042626955,1161.2675712108612,0.004082165,0.9069009646773338,-0.0038435007,628736,552,28.923962,1203.15,941.5647916600001
308,630784,4.7920027,0.046826173,1164.9735777378082,0.0042223684,0.8853204548358917,-0.002661872,630784,541,19.495043,1219.23,957.10228447
309,632832,4.811468,0.06459961,1168.7541027069092,0.0051866053,0.8824532851576805,-0.0013531535,632832,550,20.080557,1219.23,957.34799383
310,634880,4.809729,0.037890624,1172.4754724502563,0.0037048715,0.8863666132092476,-0.0030788477,634880,549,20.67088,1237.09,973.46999608
311,636928,4.8162093,0.052441407,1176.2061948776245,0.004429357,0.8865877240896225,-0.003992481,636928,545,20.46337,1253.38,988.8502929299998
312,638976,4.827021,0.027734375,1179.962604045868,0.0027975054,0.8861076682806015,-0.003149515,638976,544,20.017504,1253.38,989.4612027699998
313,641024,4.831656,0.033203125,1183.7239744663239,0.0031556361,0.7503088414669037,-0.0067687607,641024,590,21.01408,1244.58,978.4919923999998
314,643072,4.8300014,0.023486327,1187.195785999298,0.0025446517,0.9384715221822262,-0.0029606607,643072,543,17.671684,1211.83,946.19934925
315,645120,4.842263,0.043408204,1190.9647071361542,0.0036394887,0.9057709947228432,-0.0045835716,645120,541,16.012032,1229.08,961.2937653700001
316,647168,4.853839,0.041748047,1194.7484991550446,0.0035652337,0.8812190964818001,-0.0056489734,647168,548,34.953316,1209.48,941.7751730200001
317,649216,4.8461194,0.03720703,1198.4811322689056,0.0036811754,0.8990397229790688,-0.0031591833,649216,528,33.936943,1208.86,940.58479874
318,651264,4.8316956,0.039501954,1202.3554923534393,0.0039024644,0.8621938079595566,-0.0039442615,651264,521,27.228952,1206.3,939.10924363
319,653312,4.824683,0.039355468,1206.285685300827,0.0037129584,0.9712213259190321,-0.0030216244,653312,550,6.9010973,1188.51,924.05878265
320,655360,4.824277,0.029443359,1210.006607055664,0.0028796797,0.8812175467610359,-0.0009261434,655360,531,19.571444,1203.37,938.7556032
321,657408,4.836989,0.03339844,1213.8636479377747,0.0029571191,0.8803025931119919,-0.0015258931,657408,509,19.675266,1203.37,938.4426165099999
322,659456,4.84732,0.02265625,1217.8859407901764,0.002469717,0.7105493545532227,-0.0021765954,659456,587,47.81774,1190.65,924.5715958800002
323,661504,4.8477693,0.018896485,1221.374767780304,0.0017416598,0.9275751262903214,-0.003981715,661504,577,20.96799,1156.88,891.68348405
324,663552,4.8545747,0.022558594,1224.9232368469238,0.0020797534,0.8900892212986946,-0.0028137018,663552,553,35.12221,1139.49,874.80482317
325,665600,4.859507,0.071826175,1228.6214606761932,0.0055265883,0.8691568225622177,-0.002880801,665600,534,19.232948,1154.72,890.2499353399998
326,667648,4.867547,0.0418457,1232.4533410072327,0.003756829,0.8718720972537994,-0.0028831002,667648,536,20.765444,1154.72,890.1075631799999
327,669696,4.8629236,0.029101562,1236.2734475135803,0.0032037576,0.876120999455452,-0.0022594624,669696,551,20.265905,1154.72,889.4039263799998
328,671744,4.8504796,0.042822264,1239.9905445575714,0.0037457068,0.8733999282121658,-0.0016574044,671744,535,19.626411,1170.23,904.9041155399999
329,673792,4.8463736,0.064648435,1243.8199956417084,0.0051758178,0.8808193728327751,-0.002256535,673792,524,19.641294,1185.88,920.13271895
330,675840,4.8443813,0.029150391,1247.7248735427856,0.0029846288,0.8763325288891792,-0.001890967,675840,523,20.414227,1202.15,935.57848444
331,677888,4.837361,0.019140625,1251.6374652385712,0.0020598695,0.8897373825311661,-0.001162526,677888,539,19.973095,1202.15,934.99170296
332,679936,4.843124,0.044677734,1255.435208082199,0.0041584373,0.9704747032374144,-0.0050086877,679936,540,5.038331,1184.19,918.7449228700002
333,681984,4.848588,0.055322267,1259.2248780727386,0.004380268,0.8801531568169594,-0.003227158,681984,543,19.501642,1184.19,918.3619351000001
334,684032,4.8449087,0.03466797,1262.9955749511719,0.0033803782,0.8910602927207947,-0.0018420874,684032,543,19.786587,1184.19,919.3060318400002
335,686080,4.8383284,0.042285156,1266.765548467636,0.0035361338,0.8796011805534363,-0.0019041076,686080,544,19.72451,1198.25,933.26964951
336,688128,4.8337274,0.02451172,1270.5268650054932,0.002437191,0.68506720662117,-0.0026120683,688128,598,34.16133,1202.01,936.07525334
337,690176,4.838331,0.035888672,1273.9508097171783,0.0032175886,0.8736326098442078,-0.002012611,690176,547,20.259953,1202.01,934.6373362899999
338,692224,4.850611,0.06552734,1277.6926007270813,0.005247097,0.8978104218840599,-0.0030950685,692224,539,19.899437,1217.68,949.8293507900001
339,694272,4.860105,0.023779297,1281.4879179000854,0.0024326849,0.9707934781908989,-0.002886461,694272,536,4.991469,1220.93,951.70808911
340,696320,4.8644447,0.02709961,1285.3075785636902,0.0024188017,0.8930548503994942,-0.0027851164,696320,568,19.718351,1220.93,951.5690596800002
341,698368,4.871161,0.035742186,1288.911139011383,0.0027978946,0.901141993701458,-0.0031681322,698368,570,23.92098,1208.05,937.5381952600002
342,700416,4.8719883,0.034765624,1292.4989364147186,0.0031361654,0.8846310526132584,-0.0030812824,700416,551,19.93064,1208.05,936.8737262400001
343,702464,4.8656244,0.04140625,1296.2130517959595,0.003878568,0.8835344389081001,-0.0027793758,702464,480,19.310413,1223.25,949.81078828
344,704512,4.862212,0.029003907,1300.4729969501495,0.0034376897,0.8801410347223282,-0.0027254648,704512,530,26.953833,1238.7,965.33003333
345,706560,4.860275,0.019384766,1304.3337182998657,0.0019404746,0.9705729857087135,-0.0034142719,706560,545,5.3093715,1237.43,964.67403022
346,708608,4.8558106,0.0578125,1308.0878341197968,0.0053295675,0.9066439121961594,-0.0046449746,708608,524,16.255482,1237.43,963.2226838500001
347,710656,4.849292,0.07680664,1311.9955034255981,0.006056371,0.9025169685482979,-0.0042837,710656,535,16.62681,1252.07,977.8404947900002
348,712704,4.8320804,0.049365234,1315.8180525302887,0.0044177854,0.8836338967084885,-0.0016382219,712704,529,17.86519,1252.07,977.2312216600002
349,714752,4.8238635,0.06040039,1319.684825181961,0.0049365405,0.8901085630059242,-0.0029217496,714752,553,18.355701,1263.25,989.55340815
350,716800,4.8261814,0.06367187,1323.3828783035278,0.005473494,0.8988300785422325,-0.0029782015,716800,531,18.857122,1263.25,988.4874520599999
351,718848,4.8178954,0.061669923,1327.2400114536285,0.0053584594,0.8840810358524323,-0.003958703,718848,537,18.635681,1278.9,1003.4428267699998
352,720896,4.806526,0.06279297,1331.0529618263245,0.005203233,0.8744644373655319,-0.003958597,720896,530,18.979292,1294.5,1019.1324434499999
353,722944,4.794675,0.1,1334.9119160175323,0.0072948174,0.8741779327392578,-0.005796854,722944,529,18.865158,1294.5,1019.5621126499999
354,724992,4.7771583,0.020410156,1338.782472372055,0.0024084854,0.8835199400782585,-0.0045742644,724992,531,19.054132,1294.5,1019.59162306
355,727040,4.76667,0.069970705,1342.6394112110138,0.005708282,0.8804220706224442,-0.0033182867,727040,521,18.564915,1310.18,1035.26604529
356,729088,4.76247,0.049121093,1346.5681703090668,0.0038801755,0.8765185996890068,-0.004318786,729088,551,29.844702,1294.65,1020.3998944100001
357,731136,4.7650185,0.02836914,1350.2836089134216,0.0026455321,0.8656138479709625,-0.001386148,731136,539,19.852352,1309.37,1035.5737064300001
358,733184,4.765712,0.046679687,1354.0818667411804,0.0047031934,0.8948185071349144,-0.0067567825,733184,555,27.408321,1309.56,1036.4437896099998
359,735232,4.774537,0.016162109,1357.7684841156006,0.0017421276,0.876693569123745,-0.00018099895,735232,533,19.475574,1309.56,1037.3749498299999
360,737280,4.78115,0.09291992,1361.6060206890106,0.0071022636,0.8681710660457611,-0.0016745608,737280,533,19.52586,1325.39,1053.1772606700004
361,739328,4.7838507,0.035888672,1365.448252916336,0.0034845048,0.8910911977291107,-0.0020085091,739328,536,20.328894,1341.04,1068.8385207400001
362,741376,4.779956,0.059033204,1369.2675898075104,0.0052244114,0.8985786139965057,-0.004068318,741376,520,26.07658,1360.48,1085.45806215
363,743424,4.7730055,0.06508789,1373.1999707221985,0.005275286,0.8775847926735878,-0.0030986022,743424,524,19.747028,1375.91,1101.03959995
364,745472,4.761708,0.027246093,1377.10764169693,0.0027006227,0.8812071084976196,-0.0018247381,745472,540,20.006025,1391.01,1116.12343496
365,747520,4.7688937,0.038769532,1380.900966644287,0.003606207,0.8758713006973267,-0.00088928046,747520,538,19.745436,1403.14,1129.1757341900002
366,749568,4.7812676,0.037353516,1384.7019877433777,0.0034400292,0.8740140795707703,-0.0026584843,749568,539,20.121195,1417.86,1144.3483284200001
367,751616,4.7929406,0.03388672,1388.4989049434662,0.0029011709,0.8777916952967644,-0.0015244429,751616,560,20.720766,1433.38,1157.98885126
368,753664,4.805375,0.066748045,1392.1561183929443,0.0053819795,0.8726681172847748,-0.003547286,753664,536,19.243626,1445.57,1171.44010332
369,755712,4.8071322,0.030517578,1395.976077079773,0.0026401067,0.9195490404963493,-0.004521706,755712,575,18.841764,1429.34,1156.5157060400002
370,757760,4.8094454,0.024951171,1399.5363113880157,0.0028458408,0.8837354779243469,-0.0019934021,757760,553,20.17466,1443.24,1170.825882
371,759808,4.8016405,0.022460938,1403.2356181144714,0.0024091783,0.8705128580331802,-0.0023469718,759808,541,19.781363,1443.24,1169.7869826
372,761856,4.8066316,0.09609375,1407.020382642746,0.0072755455,0.8639753460884094,-0.0047907503,761856,542,19.737347,1443.24,1169.76324242
373,763904,4.826835,0.034375,1410.7965502738953,0.0032255233,0.859135240316391,-0.0037033167,763904,553,19.86454,1443.24,1169.83904949
374,765952,4.838523,0.043945312,1414.4996445178986,0.003938082,0.869655653834343,-0.004062972,765952,554,20.018421,1459.65,1185.88876749
375,768000,4.8372903,0.025976563,1418.195882320404,0.0024054272,0.866274893283844,-0.0014873482,768000,547,19.67342,1474.52,1200.70380505
376,770048,4.8358107,0.051953126,1421.9381420612335,0.0043810206,0.8778199031949043,-0.0035165497,770048,551,20.309008,1489.86,1216.04654399
377,772096,4.8400617,0.016992187,1425.6513636112213,0.0017633175,0.890821136534214,-0.0029219447,772096,568,26.296885,1490.55,1216.09448114
378,774144,4.8414564,0.04472656,1429.2568423748016,0.0037458222,0.8844179809093475,-0.004249609,774144,537,19.789398,1506.1,1231.0099542799999
379,776192,4.829581,0.039453126,1433.0678057670593,0.0039928616,0.9640826247632504,-0.0046257,776192,560,6.1893864,1492.94,1216.6392290600002
380,778240,4.8095884,0.06503906,1436.7250061035156,0.005160822,0.8843730017542839,-0.0026229979,778240,542,19.05588,1505.45,1228.66036923
381,780288,4.794673,0.05546875,1440.4992616176605,0.004621008,0.661194235086441,-0.005281116,780288,598,57.06657,1473.8,1197.38914096
382,782336,4.798385,0.079882815,1443.9201354980469,0.006165787,0.8750251159071922,-0.0026975535,782336,547,18.987337,1473.8,1197.4244651
383,784384,4.7963,0.05961914,1447.6620228290558,0.0048384285,0.8593137413263321,-0.002572662,784384,543,20.07525,1473.8,1198.08858581
384,786432,4.7919483,0.08520508,1451.43230843544,0.0067000343,0.8672311305999756,-0.0029640358,786432,538,19.447432,1473.8,1198.7620238099998
385,788480,4.7829857,0.017919922,1455.2345957756042,0.0016771101,0.8649244606494904,-0.00022680452,788480,491,19.63562,1488.0,1213.49900193
386,790528,4.780362,0.030322265,1459.402616262436,0.0028314495,0.8540120720863342,-0.0055969628,790528,595,19.04636,1485.36,1212.15587826
387,792576,4.79241,0.05444336,1462.8453092575073,0.0044587143,0.8817286640405655,-0.0031057545,792576,477,19.785503,1503.38,1228.6497937
388,794624,4.8042955,0.047070313,1467.132277727127,0.00399137,0.8923660963773727,-0.0043836026,794624,552,26.830683,1507.55,1232.4009595500002
389,796672,4.8075576,0.028076172,1470.8425242900848,0.0026026706,0.8662980794906616,-0.0012192013,796672,535,19.800936,1507.55,1234.4733368200002
