fps,serial_timesteps,ep_len_mean,policy_entropy,clipfrac,explained_variance,approxkl,n_updates,policy_loss,total_timesteps,ep_reward_mean,value_loss,time_elapsed
386,370688,1007.11,3.1002712,0.04511719,0.792629599571228,0.0040682144,181,-0.003860727,370688,596.71173056,11.725786,879.9360496997833
464,372736,978.39,3.1017668,0.024169922,0.7480356395244598,0.0023948418,182,-0.0041216346,372736,575.3372477199999,22.421925,885.233802318573
463,374784,969.11,3.0965726,0.028027344,0.8633991628885269,0.002902639,183,-0.001938552,374784,568.39817813,13.513364,889.6472916603088
420,376832,926.93,3.0880425,0.042871095,0.8147772252559662,0.0038070462,184,-0.0043631447,376832,538.64029055,22.898138,894.0683636665344
438,378880,944.02,3.0985312,0.027050782,0.7989678233861923,0.0026917306,185,-0.0013019117,378880,550.51547733,11.91045,898.9419000148773
399,380928,943.79,3.103571,0.030566406,0.9053322970867157,0.002959323,186,-0.0024510985,380928,551.8966633599999,7.69405,903.610190153122
466,382976,927.56,3.102415,0.022607422,0.9149531051516533,0.0022958193,187,-0.0017470466,382976,540.1297155799999,5.696661,908.7409613132477
378,385024,944.7,3.096184,0.05625,0.8500694930553436,0.005290562,188,-0.0053223334,385024,552.06488589,9.945563,913.1296575069427
425,387072,944.7,3.0894823,0.032958984,0.80942302942276,0.0030925882,189,-0.0040705935,387072,551.19691306,12.265949,918.5411431789398
390,389120,915.04,3.0895782,0.04057617,0.6501320898532867,0.003450866,190,-0.006186133,389120,529.43464317,26.173532,923.3557064533234
388,391168,915.04,3.0832353,0.07719727,0.8769558593630791,0.006395684,191,-0.0037555986,391168,530.0320752499999,8.589484,928.6051497459412
463,393216,883.59,3.0775762,0.038476564,0.6017082333564758,0.0034736667,192,-0.004568197,393216,505.7049456100001,26.444004,933.8807621002197
416,395264,833.47,3.084727,0.043310545,0.8563745468854904,0.0035497672,193,-0.0058007757,395264,470.00583437,14.22732,938.2998750209808
406,397312,847.73,3.087584,0.016015625,0.8796761184930801,0.0017711535,194,-0.004386033,397312,480.23263148000007,13.85943,943.2221455574036
384,399360,796.8,3.1025765,0.048046876,0.4402775764465332,0.0041936566,195,-0.0065855784,399360,444.8958465799999,25.764194,948.257529258728
400,401408,797.37,3.1176877,0.019921875,0.8527640849351883,0.0022715854,196,-0.0017052973,401408,445.40954852999994,12.724486,953.587779045105
421,403456,786.2,3.1183012,0.04248047,0.5971845388412476,0.0035986777,197,-0.0066816183,403456,436.262176,18.84074,958.6958000659943
435,405504,773.9,3.1297991,0.027734375,0.500494509935379,0.0030606296,198,-0.005026129,405504,426.58224902,25.379253,963.5545814037323
404,407552,769.54,3.1387892,0.034179688,0.6737320125102997,0.0034455801,199,-0.0065251337,407552,424.32338884000006,24.632774,968.258239030838
396,409600,707.09,3.1549497,0.03725586,0.4604027271270752,0.0031443164,200,-0.005289969,409600,384.23748672999994,29.620178,973.3189334869385
412,411648,651.21,3.1633487,0.015966797,0.7357113063335419,0.0016291656,201,-0.0031827693,411648,349.03254142000003,19.010902,978.4843604564667
420,413696,626.17,3.1527858,0.018115234,0.9232555106282234,0.0019739266,202,-0.004417143,413696,331.93475749,10.379778,983.4533641338348
411,415744,597.88,3.1555927,0.06254883,0.7879942953586578,0.005321334,203,-0.0043830383,415744,319.4725137,21.786503,988.3223373889923
394,417792,565.91,3.16624,0.03100586,0.5876131057739258,0.0030897108,204,-0.0049013547,417792,299.02050019,18.242056,993.3050334453583
432,419840,565.75,3.1730347,0.037109375,0.8838895484805107,0.0035671752,205,-0.0057598082,419840,298.38372488,9.803786,998.5031847953796
435,421888,566.57,3.1799302,0.02368164,0.8149617314338684,0.0025538923,206,-0.0011692813,421888,297.68648401999997,16.44267,1003.2385137081146
431,423936,566.62,3.1759102,0.06318359,0.8434667587280273,0.005514412,207,-0.0036030486,423936,296.90624304,12.356907,1007.945273399353
412,425984,525.4,3.1912572,0.027636718,0.8197596669197083,0.002321984,208,-0.004554706,425984,270.29715143,16.252426,1012.6951868534088
398,428032,543.03,3.215084,0.050634764,0.8089449107646942,0.004134095,209,-0.0031760342,428032,281.10872556,8.965816,1017.6649096012115
416,430080,544.69,3.2210326,0.044873048,0.8016015291213989,0.0038696616,210,-0.004585475,430080,280.54770579,13.69884,1022.8018243312836
437,432128,544.46,3.2266705,0.051074218,0.9307973012328148,0.00459086,211,-0.0069771484,432128,280.2232745399999,7.033436,1027.7253592014313
395,434176,545.0,3.230432,0.061328124,0.8158261030912399,0.004986347,212,-0.0061048283,434176,280.0632830299999,16.465427,1032.4019930362701
395,436224,523.37,3.2345386,0.037353516,0.8549030423164368,0.0031475325,213,-0.0032306532,436224,263.69845936999997,13.89477,1037.5856201648712
389,438272,505.19,3.2384014,0.030908203,0.8549518436193466,0.0030504751,214,-0.0032440263,438272,249.78134093,11.722843,1042.7669146060944
409,440320,477.63,3.244896,0.01796875,0.8429647833108902,0.0017830273,215,-0.0032738387,440320,231.65930814000004,15.686986,1048.031046628952
411,442368,495.44,3.2541199,0.04482422,0.8064796179533005,0.0038758554,216,-0.0040746755,442368,243.11267305999993,15.45728,1053.0284190177917
404,444416,490.34,3.2563004,0.076220706,0.9428593330085278,0.006211696,217,-0.012746068,444416,240.16324766999998,5.2758913,1058.0100586414337
417,446464,490.19,3.2624602,0.03173828,0.7560415863990784,0.0027208757,218,-0.0052505494,446464,239.52597561999994,20.657753,1063.068797826767
419,448512,506.6,3.263617,0.034716796,0.8847198635339737,0.0032090924,219,-0.0035182044,448512,250.06660391999998,10.51465,1067.969693660736
422,450560,511.56,3.267646,0.009521484,0.7992810159921646,0.0013893346,220,-0.0037770185,450560,252.98787578999998,16.821987,1072.8493134975433
399,452608,529.62,3.2609744,0.05229492,0.8312962353229523,0.0041453904,221,-0.0038893179,452608,264.85370282,8.602622,1077.6954681873322
438,454656,547.55,3.2644818,0.059375,0.8491580933332443,0.004815028,222,-0.005637511,454656,276.49515968,8.831776,1082.827342748642
396,456704,547.55,3.2709694,0.06933594,0.8344458937644958,0.0059507857,223,-0.003909851,456704,275.88434401000006,8.570471,1087.4977145195007
391,458752,565.63,3.2733734,0.045410156,0.8277948796749115,0.00378379,224,-0.0039566793,458752,287.4505124500001,7.807088,1092.6692984104156
420,460800,582.38,3.2848792,0.06069336,0.8519528657197952,0.00502526,225,-0.0039109634,460800,298.69924977000005,8.474861,1097.9010362625122
415,462848,605.55,3.2841785,0.0668457,0.7395226061344147,0.005704676,226,-0.009126696,462848,312.62522592000005,16.478867,1102.7711884975433
381,464896,604.43,3.2831357,0.056103516,0.9380339942872524,0.0045232163,227,-0.0037828847,464896,312.2642055,4.138703,1107.7015125751495
413,466944,620.11,3.2729816,0.06943359,0.8347153216600418,0.005411097,228,-0.0060066488,466944,322.97785851000003,7.967536,1113.077105998993
403,468992,630.16,3.2633324,0.061083984,0.8325800895690918,0.005096428,229,-0.0034589046,468992,330.97959797,12.471617,1118.0366451740265
404,471040,657.55,3.2647069,0.043896485,0.7883114814758301,0.004031656,230,-0.0075720036,471040,349.87411732,19.019533,1123.1097807884216
446,473088,661.63,3.2731247,0.049951173,0.8873140290379524,0.004360833,231,-0.0049414183,473088,352.05491962,6.939189,1128.1743466854095
406,475136,671.24,3.2760673,0.0375,0.8504037111997604,0.0037830602,232,-0.006737298,475136,358.19156731000004,9.270568,1132.7602775096893
420,477184,689.38,3.2729454,0.038085938,0.8140416294336319,0.003561325,233,-0.0060558254,477184,370.71424713,11.432312,1137.7988142967224
413,479232,707.43,3.2716804,0.02998047,0.7906874269247055,0.0029512376,234,-0.0025057627,479232,382.88459687,11.560218,1142.666813135147
382,481280,729.58,3.279409,0.034814455,0.8219801485538483,0.003014606,235,-0.006583108,481280,398.21364355,17.003325,1147.6253759860992
406,483328,749.45,3.286539,0.038085938,0.8257704824209213,0.0034530829,236,-0.004691546,483328,411.01682029999995,10.271839,1152.9813504219055
371,485376,766.06,3.2862163,0.036865234,0.8308535516262054,0.0034025412,237,-0.0042082523,485376,423.32684106999994,14.358365,1158.0175395011902
356,487424,785.62,3.29467,0.050146483,0.7785686403512955,0.004505044,238,-0.0034609195,487424,435.93425337,13.491127,1163.5310127735138
414,489472,796.68,3.3026917,0.02470703,0.6529098749160767,0.0022286954,239,-0.003832925,489472,441.7752566600001,27.487408,1169.276379108429
458,491520,801.87,3.3081996,0.035253905,0.8538733273744583,0.0029673758,240,-0.0041622636,491520,445.21054231,8.236084,1174.216220855713
408,493568,823.07,3.3158383,0.029589843,0.6252322196960449,0.0030291502,241,-0.0053976057,493568,459.34238657000003,32.454033,1178.6799399852753
400,495616,827.28,3.3164887,0.038623046,0.8212700486183167,0.0034306925,242,-0.0036283147,495616,461.85779513999995,14.235492,1183.6922166347504
380,497664,845.27,3.318103,0.04926758,0.8549050241708755,0.004322437,243,-0.004463702,497664,474.42015775,9.096676,1188.8095738887787
419,499712,850.27,3.3191345,0.03100586,0.711278647184372,0.0027639517,244,-0.0037571862,499712,477.06960230000004,18.596928,1194.1912941932678
