total_timesteps,policy_entropy,time_elapsed,explained_variance,ep_len_mean,serial_timesteps,value_loss,ep_reward_mean,approxkl,fps,n_updates,policy_loss,clipfrac
1198080,2.4224572,3810.4284946918488,0.796550378203392,1179.63,1198080,9.85945,792.2337018199999,0.004896487,295,585,-0.0035441187,0.058496095
1200128,2.4162471,3817.363844871521,0.8616509735584259,1146.5,1200128,13.15727,763.8315059099998,0.0030052108,298,586,-0.0024382074,0.033251952
1202176,2.4190338,3824.217453479767,0.7006203234195709,1165.11,1202176,14.310646,777.6355861899997,0.0039098184,287,587,-0.0025641744,0.047802735
1204224,2.420303,3831.342643737793,0.6735120713710785,1165.11,1204224,15.28006,777.7219239,0.006341937,288,588,-0.0032534047,0.07324219
1206272,2.4216201,3838.447056055069,0.8717102110385895,1161.24,1206272,12.645342,775.2161639400001,0.0032174364,301,589,-0.0060394784,0.035107423
1208320,2.424891,3845.2417664527893,0.9138946384191513,1167.6,1208320,5.2370043,780.2337910300001,0.004794131,293,590,-0.0025548171,0.055615235
1210368,2.4293234,3852.218141555786,0.9421955905854702,1182.01,1210368,3.9364135,791.0400239800001,0.0065283277,288,591,-0.007975763,0.07119141
1212416,2.4313722,3859.312087059021,0.6840713620185852,1191.43,1212416,11.161166,796.92551785,0.009326442,281,592,-0.0016083361,0.10151367
1214464,2.4374375,3866.578350543976,0.7834977805614471,1207.7,1214464,25.874664,808.0026478000001,0.0057471385,288,593,-0.0037811194,0.064941406
1216512,2.4415386,3873.6702682971954,0.9267463609576225,1208.78,1216512,4.775729,808.6022433899999,0.0043885787,296,594,-0.0059549874,0.04897461
1218560,2.437239,3880.5847177505493,0.7679799795150757,1226.34,1218560,10.218214,822.1521227599999,0.0067774197,276,595,0.0010718744,0.07890625
1220608,2.4611168,3887.9901206493378,0.6103364527225494,1236.1,1220608,10.384471,827.9636910899999,0.0079648215,274,596,-0.006461999,0.09233399
1222656,2.4867754,3895.439031600952,0.7355682551860809,1250.32,1222656,13.010643,837.1019085799999,0.003995807,285,597,-0.0034714036,0.04501953
1224704,2.482613,3902.6168715953827,0.7840931117534637,1266.2,1224704,16.372965,849.5475473200001,0.0044299997,281,598,-0.0030560237,0.05239258
1226752,2.4891522,3909.887296438217,0.7270328998565674,1272.69,1226752,15.390741,853.19070799,0.008874731,284,599,-0.006900262,0.09975586
1228800,2.4944682,3917.098994731903,0.75636987388134,1289.31,1228800,11.699844,865.25493095,0.004903088,285,600,-0.0065628877,0.047460936
1230848,2.4931936,3924.2832334041595,0.7795947641134262,1305.88,1230848,9.639532,877.9646412899998,0.005703752,284,601,-0.0071208626,0.070458986
1232896,2.5061173,3931.474417448044,0.929456427693367,1318.14,1232896,3.6475506,887.0604286799999,0.0036070559,290,602,-0.004455547,0.037109375
1234944,2.5177736,3938.5318670272827,0.8140208423137665,1340.97,1234944,14.953629,902.2045840599999,0.0049544945,303,603,-0.005096723,0.059521485
1236992,2.5264945,3945.2902088165283,0.7385860681533813,1340.97,1236992,12.135861,902.18239724,0.0032240245,289,604,-0.004251768,0.031103516
1239040,2.5234828,3952.359303712845,0.6301193833351135,1350.12,1239040,14.017393,908.46045172,0.00718766,275,605,-0.006239212,0.07900391
1241088,2.5199087,3959.803018808365,0.9155088812112808,1350.61,1241088,7.4471993,909.03672186,0.004308709,288,606,-0.0035916823,0.049560547
1243136,2.5178905,3966.9144694805145,0.6966583728790283,1344.54,1243136,18.736593,904.9336231299999,0.005887601,289,607,-0.0017477572,0.06352539
1245184,2.5202131,3973.9962933063507,0.9315600991249084,1327.95,1245184,3.1055384,892.8866694399999,0.0064656744,280,608,-0.003258207,0.06889649
1247232,2.521074,3981.294038772583,0.7167896032333374,1327.95,1247232,10.817545,891.73481856,0.0047615427,283,609,-0.0054265545,0.055908203
1249280,2.5185506,3988.5181019306183,0.8156736195087433,1343.0,1249280,17.24272,903.9634089200001,0.0064676767,288,610,-0.006245383,0.0758789
1251328,2.5191813,3995.6125769615173,0.755289763212204,1343.0,1251328,10.732965,905.58409768,0.0040670093,289,611,-0.003119587,0.038720705
1253376,2.5134635,4002.689702272415,0.7533902078866959,1343.0,1253376,12.247683,905.95720568,0.0030504423,292,612,-0.0024751762,0.031542968
1255424,2.514922,4009.6916859149933,0.7322100400924683,1357.98,1255424,11.126922,918.2432140100001,0.002474627,283,613,-0.0023011218,0.026708985
1257472,2.5239549,4016.9291076660156,0.7775153070688248,1357.98,1257472,9.847522,918.62536542,0.005011915,293,614,-0.0049860356,0.059179686
1259520,2.5271766,4023.9034748077393,0.9306264743208885,1361.26,1259520,3.4144917,921.23433445,0.005383952,285,615,-0.007482025,0.06533203
1261568,2.5283856,4031.0821826457977,0.7363753318786621,1370.25,1261568,12.351784,928.7001820099999,0.0064274347,284,616,-0.0044525936,0.08291016
1263616,2.5361395,4038.2825100421906,0.7519645094871521,1351.71,1263616,21.095507,916.2386297900001,0.003526552,293,617,-0.0047257207,0.03984375
1265664,2.537998,4045.2648577690125,0.7953238636255264,1369.13,1265664,10.9535265,929.15883019,0.0047053667,279,618,-0.0003393797,0.053759765
1267712,2.539465,4052.591616153717,0.7645260840654373,1385.33,1267712,11.925461,942.3055234700001,0.0066245706,286,619,-0.0047813384,0.075976565
1269760,2.5400274,4059.7412955760956,0.7633993327617645,1356.21,1269760,24.91151,920.5673743300001,0.005252457,292,620,-0.005971742,0.06391601
1271808,2.5338519,4066.739617586136,0.9148856624960899,1346.36,1271808,5.481124,912.9223335500002,0.00425548,291,621,-0.0054402472,0.043896485
1273856,2.518921,4073.7635610103607,0.7419794201850891,1346.36,1273856,10.54059,912.7925658000001,0.006764961,288,622,-0.0033738401,0.07744141
1275904,2.5212705,4080.859265089035,0.7131777703762054,1346.36,1275904,14.512212,913.5538980300003,0.0039937515,287,623,-0.00301268,0.047070313
1277952,2.5324142,4087.977301836014,0.7878269106149673,1323.03,1277952,26.226923,898.0015035200003,0.0037830647,295,624,-0.0011284247,0.044628907
1280000,2.5349507,4094.9115359783173,0.7315729558467865,1323.03,1280000,11.96194,898.1419100900001,0.0048300307,287,625,-0.006391912,0.053125
1282048,2.5363598,4102.047477006912,0.793573185801506,1331.38,1282048,9.655877,905.24504748,0.004415971,286,626,-0.0013523783,0.05239258
1284096,2.5347183,4109.207475423813,0.8609945625066757,1331.17,1284096,8.475048,905.1049387200002,0.005458048,291,627,-0.0034142688,0.05859375
1286144,2.5396752,4116.2402403354645,0.7015907764434814,1336.4,1286144,12.319977,909.5306368200003,0.0063917404,289,628,-0.0063817813,0.06865235
1288192,2.5523312,4123.3048186302185,0.8142826855182648,1340.11,1288192,16.719952,911.8132270300001,0.007764919,298,629,-0.008051395,0.073632814
1290240,2.5653005,4130.176463842392,0.8902772814035416,1308.64,1290240,10.213257,889.0821242400001,0.0047545657,293,630,-0.005560201,0.053857423
1292288,2.579502,4137.158506155014,0.8163478821516037,1308.64,1292288,10.59611,889.55004547,0.004922881,283,631,-0.0052549094,0.06279297
1294336,2.576479,4144.370584487915,0.6422044932842255,1308.64,1294336,13.118482,889.24486072,0.004868038,291,632,-0.004876579,0.051464844
1296384,2.5715709,4151.3992919921875,0.7188185155391693,1308.64,1296384,12.988213,888.09102319,0.004819609,281,633,-0.0015375449,0.05292969
1298432,2.5790718,4158.678629159927,0.6486304998397827,1325.31,1298432,12.513037,900.6468808999999,0.0040590228,285,634,-0.0020529036,0.04477539
1300480,2.5701149,4165.853495359421,0.6518654525279999,1341.47,1300480,12.943428,911.8759314499999,0.006206551,285,635,-0.005996799,0.06381836
1302528,2.5593135,4173.029360532761,0.7406612038612366,1341.47,1302528,11.77459,911.6029775499999,0.0035474089,286,636,-0.0031668507,0.040283203
1304576,2.5604992,4180.178962230682,0.7698427885770798,1353.95,1304576,10.325608,921.3149005099999,0.004459288,290,637,-0.0036390263,0.053369142
1306624,2.5657732,4187.238767147064,0.936112217605114,1356.97,1306624,4.1651144,923.82001994,0.0056832815,288,638,-0.00722004,0.06777344
1308672,2.574216,4194.3343822956085,0.5410471260547638,1358.4,1308672,11.765863,923.7784623499999,0.0064296005,280,639,0.00033153774,0.071875
1310720,2.5750775,4201.646689653397,0.7672078460454941,1371.59,1310720,10.930542,932.3684045999997,0.0047236388,285,640,-0.004331262,0.046142578
1312768,2.5776756,4208.810702085495,0.76810023188591,1376.53,1312768,9.956503,935.83448813,0.004466193,286,641,-0.003601099,0.047314454
1314816,2.5762138,4215.971760511398,0.7455884218215942,1390.36,1314816,12.242556,946.57998631,0.0046220077,287,642,-0.0041866424,0.050048828
1316864,2.5729573,4223.09255027771,0.5587683618068695,1406.8,1316864,15.599775,959.3621049899999,0.0033198502,287,643,-0.0015604123,0.033984374
1318912,2.574869,4230.22092962265,0.8093235641717911,1406.8,1318912,10.264222,959.3869983499999,0.0042404816,293,644,-0.0056254426,0.04902344
1320960,2.5761921,4237.203823328018,0.7297464311122894,1408.97,1320960,26.853949,961.12277771,0.0035206755,294,645,-0.003956662,0.04135742
1323008,2.5722194,4244.164380073547,0.8364816904067993,1408.97,1323008,9.636873,961.04685097,0.0066572055,285,646,-0.008665542,0.07724609
1325056,2.5725417,4251.348849773407,0.8168773502111435,1412.66,1325056,10.63003,964.22449723,0.0046880003,290,647,-0.004404603,0.053808592
1327104,2.5794961,4258.409960746765,0.7949241399765015,1422.75,1327104,19.530613,971.8387219499999,0.0063077323,289,648,-0.0052994047,0.06953125
1329152,2.583271,4265.478625535965,0.6463435292243958,1440.22,1329152,14.138288,984.8233370799999,0.004225709,288,649,-0.0034024648,0.046972655
1331200,2.5809777,4272.589802026749,0.6785104870796204,1440.22,1331200,11.784334,984.54286696,0.0037600794,286,650,-0.0040673385,0.04296875
1333248,2.5809102,4279.751550912857,0.862308070063591,1441.33,1333248,8.628145,985.0964222499999,0.0043390035,295,651,-0.005720423,0.046044923
1335296,2.5869575,4286.677740573883,0.7937972247600555,1457.9,1335296,9.52542,997.8754417200001,0.00878139,284,652,-0.0038290764,0.10551758
1337344,2.5905445,4293.87096118927,0.6438953578472137,1447.57,1337344,27.840052,989.7566058399998,0.0031607163,294,653,-0.0041680397,0.029443359
1339392,2.5882664,4300.826279163361,0.9217498525977135,1443.87,1339392,4.4842443,987.8456452699997,0.00502712,297,654,-0.0062030675,0.046777345
1341440,2.5831695,4307.717000722885,0.7626649886369705,1443.87,1341440,11.427957,988.4465965699998,0.0035668523,289,655,-0.002372502,0.038378906
1343488,2.5850527,4314.784846305847,0.5316705107688904,1443.87,1343488,14.755035,989.23039463,0.0043648737,285,656,-0.0016925016,0.047460936
1345536,2.6033669,4321.953104496002,0.7926098704338074,1456.47,1345536,12.564881,998.9113574899999,0.0037090662,284,657,-0.003458644,0.043652344
1347584,2.6176639,4329.145372629166,0.7321207523345947,1471.07,1347584,10.695615,1010.91174622,0.0049724965,285,658,-0.0026693305,0.05517578
1349632,2.609937,4336.324331521988,0.7663853317499161,1485.78,1349632,10.404476,1021.65528088,0.004720391,289,659,-0.002079573,0.053710938
1351680,2.6013713,4343.390918970108,0.6650420725345612,1469.62,1351680,20.216328,1009.4329646699999,0.0045349216,285,660,-0.0027914436,0.050732423
1353728,2.601908,4350.556643009186,0.6784189939498901,1479.2,1353728,16.502659,1014.5396276699997,0.0065142587,287,661,-0.005094846,0.080517575
1355776,2.6035838,4357.674541473389,0.6990000009536743,1494.5,1355776,11.209254,1025.87034961,0.0045815366,289,662,-0.0047590784,0.053613283
1357824,2.599275,4364.7547063827515,0.8978536427021027,1469.29,1357824,9.85924,1006.7489514399999,0.004836942,288,663,-0.0049572196,0.047607422
1359872,2.6054578,4371.863569498062,0.6934302151203156,1469.29,1359872,9.769553,1007.7799881599999,0.005905908,288,664,-0.004220031,0.07099609
1361920,2.6189146,4378.972651004791,0.7281195521354675,1469.59,1361920,36.38587,1008.8443559799998,0.006229548,299,665,-0.0059603713,0.07260742
1363968,2.6326878,4385.816641569138,0.7934184819459915,1405.29,1363968,20.82576,962.1575684200001,0.0036492043,306,666,-0.002911678,0.03959961
1366016,2.6296306,4392.492854833603,0.7975554019212723,1382.61,1366016,22.066385,946.45541277,0.003183602,295,667,-0.0010997653,0.032958984
1368064,2.62202,4399.42773771286,0.7928893715143204,1382.61,1368064,11.245547,947.17697022,0.004240121,281,668,-0.0030518298,0.054785155
1370112,2.6114395,4406.703180074692,0.9026224687695503,1371.4,1370112,6.217923,938.6090436200002,0.005394488,289,669,-0.0037973605,0.054882813
1372160,2.61388,4413.768180131912,0.7868384271860123,1371.95,1372160,21.832006,941.5295214900003,0.0032181933,301,670,-0.0031398695,0.034960937
1374208,2.6115947,4420.553819179535,0.7518369555473328,1371.95,1374208,12.47921,941.8298130900002,0.0034214817,288,671,-0.004469079,0.033496093
1376256,2.6020255,4427.663151741028,0.673009991645813,1371.95,1376256,14.734171,942.9106922900002,0.0027372374,291,672,-0.003665051,0.028125
1378304,2.6025608,4434.679041147232,0.6922044456005096,1375.7,1378304,12.297602,945.9367721,0.006055181,293,673,-0.0052442206,0.06367187
1380352,2.5945382,4441.663258075714,0.8047696650028229,1393.22,1380352,10.1542225,960.05189586,0.006265004,289,674,-0.0035680446,0.07519531
1382400,2.5944886,4448.736622095108,0.7011738121509552,1393.22,1382400,15.034757,960.8776808299999,0.003548603,290,675,-0.002476857,0.035839844
1384448,2.5930295,4455.800435781479,0.6863180100917816,1411.72,1384448,15.639969,975.7605516799998,0.0064525567,293,676,-0.001553397,0.072314456
1386496,2.5976596,4462.781912088394,0.835734412074089,1411.75,1386496,15.496935,978.3618691299998,0.005141373,282,677,-0.004188497,0.05625
1388544,2.593501,4470.028875827789,0.7767617553472519,1411.75,1388544,12.026495,979.39586736,0.004748886,287,678,-0.006214725,0.05341797
1390592,2.5775018,4477.162188768387,0.693489283323288,1420.54,1390592,12.561808,986.2362729900001,0.004725035,293,679,-0.0032050614,0.05253906
1392640,2.5805612,4484.144775867462,0.9417172558605671,1420.01,1392640,4.160772,986.63313443,0.006344105,289,680,-0.0034325928,0.07119141
1394688,2.58711,4491.217724084854,0.9084291979670525,1395.96,1394688,9.499077,967.77501912,0.0032563484,292,681,-0.007171826,0.035742186
1396736,2.588441,4498.212774753571,0.7164665162563324,1395.96,1396736,14.574118,968.4922177400002,0.0038482386,288,682,-0.0020568348,0.040527344
1398784,2.57839,4505.319374084473,0.8520719408988953,1408.22,1398784,10.796911,979.4016580400001,0.006093117,274,683,-0.0036138445,0.062597655
1400832,2.5754428,4512.7677273750305,0.874198317527771,1403.66,1400832,7.90234,976.2000518000002,0.004199935,286,684,-0.0048188656,0.044970702
1402880,2.5733607,4519.927641153336,0.7174406945705414,1403.66,1402880,12.593637,975.7301080000002,0.004047348,295,685,-0.0037012815,0.048046876
1404928,2.587004,4526.866078853607,0.9266834482550621,1421.18,1404928,5.5648217,989.7716175900001,0.0048278957,284,686,-0.0025105192,0.05415039
1406976,2.5982928,4534.063935995102,0.8756042942404747,1430.5,1406976,6.410258,997.0860909700001,0.00344861,288,687,-0.0024357405,0.038085938
1409024,2.5961535,4541.1630601882935,0.8180641084909439,1414.18,1409024,15.039772,984.0006330400001,0.0055890623,291,688,-0.004252297,0.06621094
1411072,2.5895483,4548.186395168304,0.7360755801200867,1410.69,1411072,26.562323,981.1111993099998,0.0040482837,293,689,-0.0032977879,0.04526367
1413120,2.585621,4555.158775568008,0.7516090422868729,1420.54,1413120,16.39278,989.36211023,0.0058758934,279,690,-0.0030929688,0.06499024
1415168,2.5905395,4562.497686386108,0.8059337586164474,1404.25,1415168,20.260761,977.8612626099998,0.004491194,291,691,-0.0032564974,0.049462892
1417216,2.5982342,4569.514167547226,0.9134941250085831,1390.83,1417216,6.2907124,967.5043774,0.0039951047,284,692,-0.004808164,0.045898438
1419264,2.617399,4576.704448699951,0.6431431770324707,1405.15,1419264,23.165306,979.77194218,0.0056599095,282,693,-0.004210082,0.06298828
1421312,2.6403553,4583.962128400803,0.8129971027374268,1385.12,1421312,23.290539,963.4167921300001,0.006432192,279,694,-0.0046986258,0.0796875
1423360,2.6450965,4591.299247264862,0.9047272577881813,1379.68,1423360,8.046803,959.60339565,0.0040553804,292,695,-0.004782894,0.04472656
1425408,2.6532245,4598.3113005161285,0.9675945937633514,1371.99,1425408,2.6661923,953.40471123,0.00457102,289,696,-0.0092567,0.059033204
1427456,2.6598895,4605.392250537872,0.8267199248075485,1383.13,1427456,10.506403,963.70319441,0.004326409,282,697,-0.0043936786,0.049951173
1429504,2.6522563,4612.633643627167,0.9801907856017351,1396.62,1429504,1.884558,974.8796553300001,0.0053996397,277,698,-0.0048350664,0.058642577
1431552,2.639525,4620.002155542374,0.8355575054883957,1426.44,1431552,18.09522,1000.0562376899999,0.0036897939,292,699,-0.004558696,0.038671874
1433600,2.6382585,4627.006726026535,0.9157520160079002,1396.91,1433600,8.08629,977.5383724899999,0.0034101356,296,700,-0.0047387895,0.033251952
1435648,2.644853,4633.911004543304,0.8210877031087875,1396.91,1435648,10.379521,978.96541153,0.0062044165,290,701,-0.004982323,0.07290039
1437696,2.6498084,4640.965583324432,0.7360750734806061,1364.12,1437696,31.296978,956.88801601,0.0039544483,290,702,-0.005123587,0.042773437
1439744,2.6509645,4648.020864009857,0.8014102876186371,1364.12,1439744,13.140378,957.91275531,0.005432663,283,703,-0.0024540448,0.051513672
1441792,2.6434631,4655.246475696564,0.7880088239908218,1364.12,1441792,14.2949095,958.6662994499999,0.004329986,288,704,-0.0037052105,0.051367186
1443840,2.6423311,4662.345218896866,0.655275285243988,1364.12,1443840,19.041302,959.4100792400001,0.0049284697,294,705,-0.002890934,0.058300782
1445888,2.6523926,4669.28901052475,0.7603585720062256,1364.12,1445888,17.091024,961.8415716300001,0.0049622627,280,706,-0.0018093318,0.06040039
1447936,2.6701033,4676.580946683884,0.7650677412748337,1364.12,1447936,13.656103,961.4153019200002,0.005845625,277,707,-0.002478696,0.06928711
1449984,2.691877,4683.95081949234,0.595127135515213,1364.12,1449984,11.984018,959.5686679000002,0.005303171,281,708,-0.0015195383,0.06279297
1452032,2.7077668,4691.238087415695,0.9131738170981407,1347.77,1452032,6.065041,946.65980157,0.0041822055,287,709,-0.0060276315,0.047314454
1454080,2.7222016,4698.357472658157,0.8089375346899033,1347.77,1454080,13.372197,946.7677854400001,0.0053274976,284,710,-0.003913653,0.0637207
1456128,2.7311397,4705.551419973373,0.7612331062555313,1347.77,1456128,16.089249,948.2927159000002,0.006166555,278,711,-0.0060297335,0.07695313
1458176,2.725142,4712.91864490509,0.7922806888818741,1363.96,1458176,11.701398,962.2057525200001,0.004093085,290,712,-0.0030491021,0.04711914
1460224,2.7216744,4719.967092037201,0.7894276529550552,1380.97,1460224,11.089209,975.7511376000001,0.004564197,292,713,-0.004836106,0.05317383
1462272,2.7251403,4726.971909284592,0.8012510985136032,1380.97,1462272,10.5218935,976.0337770800002,0.007704775,281,714,-0.0077874535,0.081689455
1464320,2.7319741,4734.253274202347,0.7129192352294922,1380.97,1464320,19.279766,975.01086364,0.004473356,284,715,-0.002201595,0.049462892
1466368,2.7364259,4741.457914113998,0.8575919270515442,1373.9,1466368,18.383783,970.60570434,0.0031057275,285,716,-0.0033182662,0.03261719
1468416,2.730357,4748.626040220261,0.8232684433460236,1373.9,1468416,10.12776,971.9420799099997,0.006295558,291,717,-0.0059966985,0.07006836
1470464,2.7348084,4755.6476130485535,0.5292397141456604,1389.32,1470464,12.494566,982.0091416700001,0.0072616087,276,718,-0.00090882124,0.07651367
1472512,2.7415314,4763.06827378273,0.8316259831190109,1377.44,1472512,8.972864,972.9157340899999,0.0047514476,288,719,-0.005229423,0.055371094
1474560,2.7552702,4770.179030895233,0.9176672771573067,1365.53,1474560,8.0714445,965.6327653900001,0.0041513657,288,720,-0.0061691375,0.0440918
1476608,2.7760847,4777.285303592682,0.7365471124649048,1379.08,1476608,21.89826,976.5120465400001,0.0044418247,283,721,-0.0027504598,0.053808592
1478656,2.7899942,4784.514357805252,0.5886643826961517,1363.28,1478656,22.413342,963.4720571400001,0.0054898905,283,722,-0.0012525126,0.070458986
1480704,2.7886424,4791.742845535278,0.7082562148571014,1363.28,1480704,16.238455,964.1262189599998,0.0029480841,281,723,-0.0025204127,0.028808594
1482752,2.784067,4799.007942438126,0.6896356046199799,1363.28,1482752,17.563416,964.16253333,0.004030776,279,724,-0.004108635,0.047021486
1484800,2.7932115,4806.344110488892,0.7869699150323868,1343.42,1484800,19.24744,951.7982336299999,0.004060528,279,725,-0.001789469,0.047167968
1486848,2.8059547,4813.664530038834,0.7522543221712112,1359.58,1486848,14.003756,964.8899618199998,0.0046735243,287,726,-0.0031559062,0.0546875
1488896,2.817432,4820.783970117569,0.8322885036468506,1351.77,1488896,16.422,962.9048242,0.0048846616,276,727,-0.0041441526,0.05996094
1490944,2.8284621,4828.179621219635,0.8188211917877197,1325.79,1490944,24.34282,943.6926015099999,0.0036148536,293,728,-0.004908432,0.04145508
1492992,2.8363097,4835.162482738495,0.8574423491954803,1320.38,1492992,9.653025,938.56923779,0.0047431705,286,729,-0.003326339,0.057763673
1495040,2.8337495,4842.309637308121,0.8302708119153976,1320.37,1495040,24.851141,939.4636623700003,0.0030942983,293,730,-0.0064116507,0.034228515
1497088,2.8479517,4849.291052818298,0.742193341255188,1328.82,1497088,15.32222,945.64124211,0.00390995,280,731,-0.0040570004,0.04663086
1499136,2.8574877,4856.597150564194,0.8883962780237198,1334.98,1499136,10.255166,951.1135361299998,0.004892446,285,732,-0.008219192,0.056933593
1501184,2.8709745,4863.776946783066,0.6498814821243286,1351.23,1501184,9.847121,962.0632856299999,0.006206711,281,733,-0.00085182925,0.07817383
1503232,2.888879,4871.049969434738,0.9326950758695602,1351.32,1503232,8.499558,962.3506896199999,0.00354469,284,734,-0.0028419732,0.038183592
1505280,2.8857923,4878.246554613113,0.8396181613206863,1365.24,1505280,6.824079,971.80176919,0.0060778633,281,735,-0.0049090805,0.07192383
1507328,2.8984938,4885.518790245056,0.8693430125713348,1357.21,1507328,14.032366,966.99537355,0.003439578,273,736,-0.0038198302,0.0375
1509376,2.911846,4893.01194691658,0.8398500829935074,1358.98,1509376,10.066268,968.49718727,0.0028189858,283,737,-0.0055591734,0.027978515
1511424,2.9210398,4900.240710735321,0.8549700081348419,1358.98,1511424,10.610744,968.4680140699999,0.0066074566,281,738,-0.0041451645,0.078027345
1513472,2.929545,4907.513934850693,0.7015339434146881,1349.21,1513472,20.576025,961.5471827799998,0.0049895807,281,739,-0.006881497,0.06279297
1515520,2.9373107,4914.796637058258,0.6785907745361328,1329.26,1515520,17.103935,943.8182325600001,0.0045913616,275,740,-0.0030117696,0.05366211
1517568,2.9451966,4922.235632658005,0.9640602245926857,1323.67,1517568,2.4033258,938.4812451700001,0.00392401,282,741,-0.002310188,0.043359376
1519616,2.9467227,4929.476101636887,0.8636602461338043,1322.95,1519616,12.561018,936.23642337,0.0032072936,289,742,-0.0048738094,0.034277342
1521664,2.9496326,4936.544229984283,0.8832881525158882,1288.27,1521664,13.340446,907.99243139,0.0031269894,290,743,-0.005859534,0.0390625
1523712,2.958456,4943.607083320618,0.8801704943180084,1278.31,1523712,9.629165,900.29191595,0.007985951,277,744,-0.008129677,0.1046875
1525760,2.957357,4950.996324300766,0.7355936467647552,1265.64,1525760,22.982092,889.1429289800002,0.0035273593,285,745,-0.0037028368,0.04008789
1527808,2.964486,4958.161021471024,0.9105396270751953,1244.61,1527808,8.23072,872.0592282700002,0.003988765,284,746,-0.005991778,0.04584961
1529856,2.9712367,4965.368006706238,0.7347503900527954,1222.46,1529856,25.046848,852.7377223899999,0.0027249032,288,747,-0.0028146058,0.02861328
1531904,2.9749548,4972.472763299942,0.9580701924860477,1236.61,1531904,2.8802657,862.3161452100001,0.0031984835,284,748,-0.0048125936,0.035058595
1533952,2.977532,4979.659601211548,0.9400416351854801,1229.64,1533952,6.076912,856.1748453,0.004046281,278,749,-0.008823082,0.046435546
1536000,2.9764779,4987.021979570389,0.9388953410089016,1249.96,1536000,6.3046236,872.2894635900001,0.004237286,292,750,-0.003971494,0.04663086
1538048,2.975392,4994.032963991165,0.8594257235527039,1233.34,1538048,14.899493,858.3525024400001,0.0028800587,281,751,-0.0014955075,0.02993164
1540096,2.9828897,5001.309698820114,0.9470695480704308,1232.9,1540096,4.9039993,858.19004257,0.004928409,282,752,-0.008685024,0.056640625
1542144,2.9837515,5008.56806230545,0.6924739181995392,1218.01,1542144,36.893707,848.22096852,0.004537117,290,753,-0.006480457,0.050488282
1544192,2.9796436,5015.607544898987,0.7685672342777252,1235.46,1544192,11.521682,860.9899491199999,0.004644209,282,754,-0.001401905,0.05683594
1546240,2.9762409,5022.863354682922,0.9735108204185963,1242.88,1546240,2.7857478,866.1684581000002,0.0041643186,278,755,-0.006556932,0.04575195
1548288,2.9795644,5030.210441827774,0.8402758836746216,1243.55,1548288,18.577793,867.3707244900002,0.005401862,289,756,-0.0052924245,0.066064455
1550336,2.9807801,5037.289867639542,0.7641517966985703,1243.55,1550336,13.771466,866.0582774300002,0.0038959712,280,757,-0.0015209935,0.04194336
1552384,2.9789956,5044.599573850632,0.9165039882063866,1216.37,1552384,7.148324,843.6145552500001,0.0039235107,279,758,-0.0054755844,0.047021486
1554432,2.982844,5051.935840845108,0.7773237377405167,1217.08,1554432,29.81009,844.10449589,0.003516581,288,759,-0.0044568493,0.037109375
1556480,2.9824088,5059.044668674469,0.8422234952449799,1217.08,1556480,10.422652,844.4002814700001,0.0055706743,278,760,-0.0035529404,0.05756836
1558528,2.977103,5066.4025049209595,0.9337587431073189,1200.98,1558528,5.698141,831.63584035,0.0034659342,277,761,-0.0057010185,0.0421875
1560576,2.9740636,5073.788434505463,0.8631388545036316,1217.39,1560576,9.625658,845.0287323400001,0.004246061,280,762,-0.0022544498,0.043554686
1562624,2.9682717,5081.077828168869,0.7636136114597321,1166.12,1562624,31.099543,804.05727768,0.0039785844,298,763,-0.0029653101,0.045458984
1564672,2.9668598,5087.942615509033,0.8705423325300217,1146.25,1564672,13.357622,792.5533356099997,0.0037766783,278,764,-0.0023119277,0.04140625
1566720,2.9621263,5095.307771444321,0.720783144235611,1162.6,1566720,17.68333,805.4353341099999,0.003595793,285,765,-0.0020414824,0.036230467
1568768,2.966067,5102.489063262939,0.7097121179103851,1136.19,1568768,19.506357,784.4484473599997,0.0038367468,286,766,-0.0065889047,0.04458008
1570816,2.9811463,5109.647452831268,0.8485472351312637,1136.19,1570816,10.610308,780.9189899399997,0.0038506296,270,767,-0.001034227,0.045654297
1572864,2.971537,5117.205972194672,0.8774564489722252,1136.19,1572864,10.20865,782.38687066,0.0059373328,273,768,-0.0019260496,0.06616211
1574912,2.9593134,5124.700652599335,0.8039836287498474,1136.19,1574912,13.852885,783.4772746999998,0.0050874744,278,769,-0.002341922,0.06357422
1576960,2.9551308,5132.043120384216,0.7916000932455063,1120.96,1576960,22.106321,773.0849984099998,0.0029688054,283,770,-0.0051795654,0.030712891
1579008,2.9660258,5139.2637155056,0.7883580774068832,1125.15,1579008,12.222576,775.8994863599999,0.008623494,276,771,-0.004123577,0.100292966
1581056,2.9850001,5146.678852796555,0.6785411536693573,1125.05,1581056,16.471819,773.4983595599999,0.0064353882,279,772,-0.001098885,0.074365236
1583104,2.9782941,5154.000344991684,0.876019299030304,1125.05,1583104,9.658836,777.16912001,0.0057812263,271,773,-0.0036418536,0.0680664
1585152,2.964818,5161.536084890366,0.8628438711166382,1136.93,1585152,10.609045,787.39237842,0.0041055717,278,774,-0.004345687,0.04638672
1587200,2.957356,5168.887569189072,0.8322627991437912,1136.42,1587200,15.042154,786.3691775599999,0.0025430126,280,775,-0.004302501,0.024072265
1589248,2.9587812,5176.187771558762,0.5719402134418488,1136.42,1589248,10.987612,784.70106505,0.004738455,278,776,-0.0032147765,0.055273436
