total_timesteps,policy_entropy,time_elapsed,explained_variance,ep_len_mean,serial_timesteps,value_loss,ep_reward_mean,approxkl,fps,n_updates,policy_loss,clipfrac
399360,1.5995668,971.5287582874298,0.5966158509254456,924.13,399360,5.3147526,442.94178036,0.006694246,264,195,-0.00047284327,0.0809082
401408,1.5965139,979.2673451900482,0.5850314795970917,935.75,401408,4.95658,449.16945040999997,0.0064671934,287,196,-0.00399099,0.08461914
403456,1.5911767,986.3919448852539,0.5800492167472839,950.55,403456,4.9007487,457.28785122999994,0.005803691,281,197,-0.001454775,0.07382812
405504,1.5810354,993.6757836341858,0.5158641338348389,956.15,405504,9.225798,460.59839145,0.002854832,264,198,-0.0031699943,0.030664062
407552,1.5793425,1001.4105195999146,0.7506152242422104,968.6,407552,6.110923,467.9595121700001,0.0045571458,281,199,-0.00090384996,0.047607422
409600,1.579717,1008.6868793964386,0.46872276067733765,980.75,409600,6.8034005,474.9809612200001,0.0060599544,277,200,-0.0008421841,0.07373047
411648,1.5708587,1016.0625507831573,0.7190458476543427,987.98,411648,4.166452,479.06545459000006,0.0044823163,272,201,-0.0006378003,0.047167968
413696,1.5672235,1023.5864417552948,0.5299471914768219,1001.3,413696,5.715414,486.6056176800001,0.0048817974,277,202,-0.0015146278,0.058544923
415744,1.5536563,1030.9653239250183,0.6357912123203278,1006.3,415744,5.0580463,489.93006649,0.006241747,282,203,-0.001744007,0.072216794
417792,1.5426016,1038.2084076404572,0.7580888420343399,998.21,417792,10.056219,486.56853555000004,0.004229957,248,204,0.001098032,0.045898438
419840,1.5517738,1046.4635758399963,0.8333128243684769,1001.26,419840,7.9366684,489.76623327,0.0063183503,271,205,-0.0052509173,0.064648435
421888,1.5585587,1054.0175578594208,0.7296976149082184,993.08,421888,10.8333435,486.4639541900001,0.0039106063,278,206,-0.00024402088,0.041650392
423936,1.5608743,1061.369291305542,0.8088757991790771,969.26,423936,9.581178,476.12131074000007,0.0056541627,269,207,-0.0025454077,0.064892575
425984,1.5718305,1068.975593328476,0.8978040888905525,926.61,425984,5.18689,456.42400542999997,0.0045407666,274,208,-0.0050631887,0.045214843
428032,1.5749495,1076.4325470924377,0.7567330747842789,877.17,428032,13.351578,433.24320376,0.0035645075,279,209,-0.0019942173,0.040380858
430080,1.5705003,1083.768978357315,0.8503207713365555,851.56,430080,7.2423005,421.85428347,0.0035000728,282,210,-0.003093935,0.039160155
432128,1.5656375,1091.0088255405426,0.812528446316719,845.39,432128,9.012554,419.95394735,0.0039915736,271,211,-0.003527673,0.04863281
434176,1.5613925,1098.5578424930573,0.7158790528774261,843.73,434176,8.705011,419.87484773000006,0.00631079,270,212,-0.0039677783,0.08334961
436224,1.5644864,1106.1172454357147,0.8759557232260704,849.2,436224,6.545642,424.49324673,0.005446945,280,213,-0.004426809,0.061181642
438272,1.5675652,1113.421614408493,0.8009895235300064,855.34,438272,4.561527,428.28070614000006,0.0056894924,280,214,-0.004078761,0.072753906
440320,1.5692357,1120.711018562317,0.787692978978157,864.06,440320,11.282939,434.40783208999994,0.0035356109,272,215,-0.0015637126,0.036572266
442368,1.5737238,1128.2297089099884,0.7336790263652802,851.7,442368,8.432657,428.40153933,0.0052080057,275,216,-0.0037097547,0.06269531
444416,1.5710527,1135.6748704910278,0.8164680451154709,845.51,444416,8.430558,426.6152276900001,0.004797865,276,217,-0.0018430427,0.05708008
446464,1.5570422,1143.0750901699066,0.8168095052242279,844.46,446464,10.904421,427.60637445,0.008227242,276,218,-0.004281707,0.09399414
448512,1.5493137,1150.4803955554962,0.7356565296649933,843.09,448512,12.261705,427.8163002899999,0.0030815531,276,219,-0.003388603,0.033740234
450560,1.5502157,1157.8919568061829,0.7511076927185059,836.97,450560,13.904834,425.62272713,0.003896753,276,220,-0.0007998153,0.042236328
452608,1.5499828,1165.3122465610504,0.8741418868303299,833.27,452608,5.1673408,424.3839629700001,0.005886067,263,221,-2.3375474e-05,0.072509766
454656,1.5450809,1173.0960087776184,0.8352398574352264,842.25,454656,6.711058,430.0269689700001,0.004521219,262,222,-0.0033956226,0.045214843
456704,1.5439876,1180.8856449127197,0.8456690758466721,839.48,456704,7.9845695,429.17430984,0.0030682457,276,223,-0.0032127388,0.032080077
458752,1.5427111,1188.2870879173279,0.7870724499225616,849.21,458752,10.181074,434.99739576,0.00618563,255,224,-0.0032814264,0.06635742
460800,1.5428457,1196.2895798683167,0.8513941317796707,849.67,460800,10.282789,436.01612372999995,0.005233119,273,225,-0.004992665,0.057421874
462848,1.5387701,1203.7869703769684,0.8881488889455795,854.67,462848,2.906801,439.0286386899999,0.0033507186,271,226,-0.0019642243,0.03642578
464896,1.5474997,1211.3178353309631,0.6755725145339966,866.79,464896,17.371784,446.56529524000007,0.0044838814,284,227,0.0004614241,0.047070313
466944,1.5579087,1218.5229513645172,0.8401582837104797,865.89,466944,10.609516,447.0739329599999,0.005292742,271,228,-0.0028976197,0.062646486
468992,1.5718024,1226.0799374580383,0.8563284128904343,857.45,468992,10.355162,443.60978857000003,0.0038824514,281,229,-0.0042431355,0.04111328
471040,1.5811657,1233.3554193973541,0.7293884754180908,852.14,471040,13.353169,441.60167760999997,0.0054224557,273,230,-0.0048301276,0.06313477
473088,1.5933554,1240.8404603004456,0.7791197299957275,829.59,473088,15.508995,431.25120182999984,0.0072670034,283,231,-0.0025428734,0.08432617
475136,1.5961516,1248.0718920230865,0.6825210750102997,795.91,475136,13.496216,413.70498206,0.004208913,279,232,0.00025141358,0.044628907
477184,1.6002868,1255.4023497104645,0.9001425430178642,761.18,477184,8.7072315,396.94952057999996,0.004286618,275,233,-0.0054658605,0.046484374
479232,1.6078455,1262.8317935466766,0.7837775945663452,740.97,479232,12.430162,387.05586830999994,0.003175836,264,234,-0.0031041894,0.033691406
481280,1.6178957,1270.5671927928925,0.9399496763944626,697.47,481280,4.5756593,364.6476698099999,0.0035250566,260,235,-0.0027272005,0.042089842
483328,1.6310518,1278.4217534065247,0.9119798839092255,664.97,483328,5.4587607,347.72551846000005,0.003652817,257,236,-0.0018465208,0.039746094
485376,1.6367071,1286.3761546611786,0.8770768046379089,661.64,485376,8.357277,346.4689591,0.0034458558,265,237,-0.0022636037,0.034765624
487424,1.6437604,1294.1039414405823,0.8677383214235306,656.98,487424,10.816719,344.78468555000006,0.006975203,275,238,-0.0076751313,0.08657227
489472,1.6489159,1301.5302526950836,0.946897592395544,654.87,489472,3.6607907,343.7327218000001,0.0033037257,283,239,-0.003021279,0.031591795
491520,1.6503013,1308.7677681446075,0.917449451982975,649.52,491520,6.38755,341.12954067,0.003814948,279,240,-0.0021971748,0.04248047
493568,1.649733,1316.0872406959534,0.8054927438497543,649.26,493568,12.442335,340.85640657,0.0037215992,288,241,-0.0014229494,0.0390625
495616,1.642647,1323.186742067337,0.9359689056873322,646.57,495616,5.664664,339.95775625000005,0.0022353025,286,242,-0.0008184899,0.022460938
497664,1.6464802,1330.3352844715118,0.867281973361969,643.68,497664,8.67817,338.7051504599999,0.0031874534,286,243,-0.0027948762,0.03261719
499712,1.6471853,1337.4854395389557,0.9054881185293198,628.61,499712,8.0463295,330.15915051999997,0.0047924696,281,244,-0.0025300668,0.05131836
501760,1.6344273,1344.7628719806671,0.9289921000599861,618.75,501760,5.0317893,325.31343152,0.0052220947,278,245,-0.003182721,0.054541014
503808,1.6322601,1352.1150674819946,0.8959707394242287,625.88,503808,5.5704293,329.95544861999997,0.006015568,282,246,-0.0046702116,0.074072264
505856,1.6336743,1359.364291191101,0.9161472395062447,628.92,505856,4.7675843,332.06418872,0.005881359,287,247,-0.0032487563,0.06621094
507904,1.6379992,1366.4886982440948,0.9018129110336304,636.31,507904,5.0618076,336.55404583999996,0.0034722295,289,248,-0.0001646039,0.039111327
509952,1.6341969,1373.5592331886292,0.9574719555675983,632.91,509952,1.6499249,333.95358135999993,0.0029670731,277,249,-0.002059351,0.030078124
512000,1.630882,1380.9460604190826,0.9145223870873451,653.15,512000,6.9992805,346.55641363,0.0034701165,283,250,-0.0017199835,0.038378906
514048,1.6401937,1388.1790874004364,0.9413212351500988,649.67,514048,4.4642067,344.38711922999994,0.0047518145,281,251,-0.0034451787,0.058984376
516096,1.6432073,1395.460857629776,0.8773068711161613,653.56,516096,8.336081,346.9761038600001,0.0034773313,288,252,-0.0029864274,0.035888672
518144,1.653898,1402.5647978782654,0.8497623652219772,651.06,518144,7.78348,345.77043485,0.0023227178,283,253,-0.0012535909,0.023388673
520192,1.6540041,1409.7961297035217,0.9555411227047443,654.22,520192,2.706612,348.19328756000004,0.0052118404,284,254,-0.0022477817,0.057666015
522240,1.6624537,1416.99382853508,0.9432981833815575,661.3,522240,4.399445,352.5065399300001,0.0050726,291,255,-0.0034747038,0.06337891
524288,1.6789544,1424.0246977806091,0.9421762526035309,655.88,524288,3.4850059,349.75574086,0.0040168385,287,256,-0.0032987725,0.043896485
526336,1.6777389,1431.1516573429108,0.9619709104299545,665.45,526336,2.9997897,356.0973333900001,0.0039016455,285,257,-0.0033362736,0.04536133
528384,1.6719977,1438.3357894420624,0.7708297371864319,676.09,528384,7.0698786,362.6353489499999,0.0050850254,285,258,-0.0042163082,0.046142578
530432,1.6674114,1445.5114479064941,0.8170097321271896,669.46,530432,10.855343,358.81570968,0.003909724,280,259,-0.0008688206,0.041992188
532480,1.6658449,1452.8168058395386,0.9477678537368774,675.78,532480,3.5330517,362.90504638000004,0.0037960846,283,260,-0.0019144664,0.04243164
534528,1.6593434,1460.0494503974915,0.922853872179985,686.65,534528,7.180579,369.90285924000005,0.0048231455,283,261,-0.002141122,0.049951173
536576,1.6573168,1467.275930404663,0.8556101471185684,697.35,536576,10.698457,376.43958613,0.00368615,282,262,-0.0014769505,0.038134765
538624,1.6531601,1474.5224342346191,0.9189059510827065,705.51,538624,4.8576612,381.64813145,0.005114524,294,263,-0.0005658839,0.054492187
540672,1.6435053,1481.4858264923096,0.8241675943136215,712.37,540672,17.359486,385.7624380599999,0.0032921645,283,264,-0.0016497876,0.03569336
542720,1.6378483,1488.7163445949554,0.8941298499703407,722.17,542720,5.7052813,391.3858182199999,0.0040297057,282,265,-0.0014844064,0.042626955
544768,1.6250223,1495.9759314060211,0.8418754935264587,700.21,544768,21.44838,379.06326944,0.0041005304,289,266,-0.0013731879,0.0418457
546816,1.6201603,1503.045301437378,0.8256238847970963,706.04,546816,15.459978,383.53774842999997,0.0030840468,280,267,-0.0023896885,0.03388672
548864,1.6242027,1510.3512890338898,0.920007735490799,711.06,548864,6.184808,385.71175942,0.0031347699,271,268,-0.003777502,0.030566406
550912,1.629474,1517.9012331962585,0.7892987877130508,695.17,550912,22.107025,376.38173470000004,0.0062929457,254,269,-0.0076273466,0.079638675
552960,1.6314728,1525.9572591781616,0.8692305982112885,705.27,552960,9.124854,382.14254111,0.0025961525,261,270,-0.0017575249,0.023388673
555008,1.6337366,1533.7786202430725,0.9424754120409489,711.2,555008,3.3824048,385.8444690699999,0.0038215308,237,271,-0.0016312167,0.043408204
557056,1.6454973,1542.3887901306152,0.8012804836034775,711.51,557056,23.068186,385.54888194,0.0047280253,236,272,-0.0035553742,0.056152344
559104,1.6584114,1551.0358555316925,0.8368262499570847,686.52,559104,23.644209,370.89310467,0.004234013,254,273,-0.0010534317,0.04902344
561152,1.6714966,1559.0870876312256,0.8211553543806076,682.77,561152,19.85202,370.21748746,0.0040696273,264,274,-0.0014325232,0.04375
563200,1.6731781,1566.8183431625366,0.920712873339653,680.35,563200,7.3968725,368.24504906000004,0.004666199,258,275,-0.005896991,0.05288086
565248,1.666659,1574.7330782413483,0.8878941982984543,688.96,565248,8.050978,373.56114698,0.0039122105,257,276,-0.0037031467,0.044628907
567296,1.6558975,1582.6974697113037,0.768166646361351,699.23,567296,14.972237,379.99538235,0.0043467414,267,277,-0.0019685603,0.04824219
569344,1.6481699,1590.3414070606232,0.7999677658081055,691.7,569344,22.001183,376.71212056,0.0061317356,279,278,-0.0039184354,0.06962891
571392,1.6489446,1597.6633274555206,0.905935987830162,689.14,571392,10.163392,374.77838660000003,0.0043476,282,279,-0.005462564,0.050976563
573440,1.6513746,1604.9019451141357,0.9586410894989967,694.92,573440,3.231694,378.56949957999996,0.005858094,267,280,-0.0018887331,0.06748047
575488,1.6426334,1612.5514924526215,0.842626541852951,705.0,575488,10.806373,384.85838656,0.005265831,277,281,-0.004083621,0.06303711
577536,1.6438795,1619.9449903964996,0.907579705119133,713.4,577536,6.8386636,390.57005527,0.005510108,282,282,-0.0016701717,0.06040039
579584,1.6484522,1627.1874663829803,0.8656964004039764,710.94,579584,10.330466,390.09041321000007,0.005794502,280,283,-0.0027552939,0.06708984
581632,1.6508236,1634.485170841217,0.9278566762804985,701.58,581632,6.2769284,384.72325988000006,0.00521762,280,284,-0.0014472671,0.054003906
583680,1.6644113,1641.7900230884552,0.8253805935382843,713.42,583680,8.433013,391.86871311999994,0.006350803,268,285,-0.004299866,0.066259764
585728,1.6813875,1649.42839884758,0.9133349508047104,713.31,585728,3.6740468,391.69102079,0.005935378,275,286,-0.004215722,0.07426758
587776,1.686229,1656.8503913879395,0.7233045399188995,728.13,587776,8.595667,400.53742422999994,0.004923326,280,287,-0.0021451497,0.053125
589824,1.6790152,1664.1464989185333,0.7568175792694092,742.91,589824,10.256872,409.5260385899999,0.004893293,282,288,-0.0019293053,0.056689452
591872,1.6747415,1671.4082276821136,0.7842966616153717,753.71,591872,9.209152,416.72001726999997,0.0047568944,284,289,-0.003674956,0.050048828
593920,1.6661001,1678.601497888565,0.7498306930065155,768.2,593920,10.66477,426.2744674500001,0.004240087,279,290,0.00091784337,0.037402343
595968,1.6569545,1685.9262249469757,0.7299621105194092,782.23,595968,11.179453,435.26634311999993,0.0042945216,277,291,-0.0010888275,0.046142578
598016,1.6594301,1693.3083183765411,0.7967428863048553,796.18,598016,10.823839,444.49122283,0.0026648408,280,292,-0.0006352882,0.025244141
600064,1.663183,1700.6192927360535,0.8251732587814331,805.16,600064,7.6361494,450.9695690299999,0.006773837,269,293,-0.0022887886,0.07060547
602112,1.663655,1708.2087242603302,0.8168615698814392,808.7,602112,8.615126,453.44490865,0.0060925866,287,294,-0.00050055113,0.071582034
604160,1.6591051,1715.335811138153,0.8346606194972992,819.47,604160,15.162967,460.7706113000001,0.0040798914,290,295,-0.001595169,0.04511719
606208,1.6701231,1722.381177663803,0.7824282795190811,832.98,606208,11.712709,469.9846005400001,0.00563044,289,296,-0.0026011323,0.06435547
608256,1.6717536,1729.463657617569,0.8250511437654495,847.11,608256,7.781208,478.7518302800001,0.0062495037,289,297,-0.0026661581,0.07397461
610304,1.6671305,1736.5500555038452,0.7675938606262207,860.11,610304,9.915584,487.75443797,0.0047393655,281,298,-0.00091558724,0.05253906
612352,1.6687647,1743.8277220726013,0.803127184510231,869.8,612352,7.926361,493.95225787999993,0.005286119,287,299,-0.0023471413,0.061425783
614400,1.6774422,1750.9414241313934,0.8263138234615326,884.46,614400,6.511669,504.0333733799999,0.00801949,283,300,-0.0039747665,0.103955075
616448,1.6772778,1758.1812682151794,0.7672156989574432,895.88,616448,9.415465,511.5098906,0.005180197,286,301,-0.0015543117,0.050390624
618496,1.6774839,1765.3286674022675,0.7802750915288925,901.12,618496,9.165509,515.6522090499999,0.0051984675,282,302,-0.0029557445,0.061328124
620544,1.672075,1772.5750150680542,0.8157665580511093,913.87,620544,7.669618,523.8951387,0.0055962177,275,303,-0.0040294635,0.057617188
622592,1.6682653,1780.0094723701477,0.805502861738205,927.45,622592,9.784446,533.26039039,0.0046786335,285,304,0.0012478412,0.046582032
624640,1.6702448,1787.182112455368,0.7622112780809402,940.74,624640,8.817096,542.0419086200001,0.004693146,275,305,-0.0027831192,0.05595703
626688,1.6743988,1794.6194071769714,0.7667069733142853,950.69,626688,8.399027,548.40823448,0.00443202,277,306,-0.0028550364,0.051611327
628736,1.6777817,1801.9982135295868,0.7274579107761383,964.21,628736,8.6615505,556.9466239400001,0.0059199044,278,307,-0.00083371653,0.068603516
630784,1.6822433,1809.3465368747711,0.6810338199138641,973.37,630784,11.081273,563.01505655,0.005918141,278,308,-0.0039269184,0.07050781
632832,1.6847179,1816.6899359226227,0.7717842161655426,986.01,632832,7.868222,571.2272794200001,0.0053628227,278,309,-0.0019514721,0.06728516
634880,1.6943254,1824.056715965271,0.7273984253406525,998.25,634880,10.170947,578.62149416,0.008652563,266,310,-0.0051932056,0.08632813
636928,1.7009348,1831.7490730285645,0.7779977768659592,1002.47,636928,7.8638396,581.5754574399999,0.009711312,271,311,-0.005282667,0.116845705
638976,1.6945635,1839.303456544876,0.6718179285526276,1016.49,638976,9.233292,590.22104099,0.0057830987,264,312,-0.00037365718,0.055615235
641024,1.6880003,1847.051649570465,0.7900327444076538,1024.02,641024,8.411308,594.92389378,0.0035647165,282,313,-0.0024532478,0.03857422
643072,1.6838853,1854.3019535541534,0.6525026261806488,1034.56,643072,9.983269,601.57071601,0.0048423666,279,314,0.0006910163,0.04975586
645120,1.6961842,1861.6419892311096,0.6776252090930939,1046.35,645120,8.2015705,608.8429020399999,0.010665335,276,315,-0.004230676,0.10942383
647168,1.6946199,1869.0534253120422,0.6982110440731049,1066.13,647168,8.113592,620.21023599,0.0083142985,277,316,-0.005180419,0.09848633
649216,1.6867018,1876.4218728542328,0.7595956772565842,1077.39,649216,8.422773,628.3322979799999,0.0034614098,286,317,0.00057877525,0.035058595
651264,1.6830375,1883.5711302757263,0.6573158204555511,1083.1,651264,11.320913,632.8561079699999,0.004212196,277,318,-0.0011257706,0.04711914
653312,1.6865299,1890.9404964447021,0.7767848819494247,1094.17,653312,7.8983445,640.5309229899999,0.0037872922,283,319,-0.0020162442,0.04140625
655360,1.6903493,1898.1752300262451,0.7368714809417725,1113.9,655360,9.743372,653.21798418,0.005688957,281,320,0.0005736431,0.06499024
657408,1.6916151,1905.448718070984,0.7907816171646118,1133.62,657408,9.761407,666.01716141,0.0069907345,286,321,-0.004774182,0.078222655
659456,1.6817682,1912.586136341095,0.7817756086587906,1153.42,659456,9.445399,678.64505215,0.005032506,276,322,-0.0015383183,0.056884766
661504,1.6556994,1919.9870138168335,0.7987984865903854,1173.17,661504,8.72925,691.6353253099999,0.0048524905,283,323,-6.6775945e-05,0.048828125
663552,1.6457872,1927.2123792171478,0.8013737499713898,1192.9,663552,9.168424,705.2229328799999,0.0056896876,283,324,-0.0008582999,0.06889649
665600,1.6371399,1934.4362134933472,0.7125912606716156,1192.9,665600,9.717166,705.4573014099999,0.008932715,281,325,-0.003096395,0.09897461
667648,1.6310749,1941.7114827632904,0.7433202266693115,1212.72,667648,11.136644,718.98938461,0.006557107,280,326,-0.0041700844,0.077539064
669696,1.6367556,1949.0097615718842,0.7260622978210449,1232.43,669696,9.617549,731.74732097,0.00592272,288,327,-0.0020838212,0.069726564
671744,1.6313617,1956.1121904850006,0.7914975881576538,1244.68,671744,8.607917,740.8331310300002,0.0046115257,284,328,-0.0024922271,0.05102539
673792,1.6179903,1963.3078951835632,0.7197379469871521,1256.72,673792,10.745438,749.31249788,0.004680293,274,329,-0.0017340177,0.05415039
675840,1.6187168,1970.7657673358917,0.7963102608919144,1268.92,675840,8.82555,758.59677251,0.0046357764,280,330,-0.0013356187,0.05253906
677888,1.619701,1978.072255373001,0.7915970832109451,1281.26,677888,10.981188,768.54153786,0.005792844,279,331,-0.0018585725,0.06958008
679936,1.6249964,1985.4110341072083,0.79433573782444,1301.04,679936,8.303532,781.20462318,0.009341243,283,332,-0.006004732,0.091308594
681984,1.6295862,1992.637191772461,0.7918081432580948,1320.85,681984,9.079949,794.33036099,0.0058601587,286,333,-0.003106902,0.0734375
684032,1.6329172,1999.775356054306,0.7252374291419983,1340.65,684032,11.189807,807.5791742700002,0.0068513206,285,334,0.0013755605,0.075976565
686080,1.6422338,2006.9513154029846,0.8019886463880539,1360.47,686080,8.495242,821.0390907600002,0.004888237,276,335,-0.0028719995,0.058886718
688128,1.6369003,2014.355907201767,0.7273253500461578,1380.28,688128,12.079264,834.6934267600002,0.004944922,283,336,-0.0017728105,0.057275392
690176,1.6303318,2021.5931708812714,0.7918406426906586,1388.37,690176,9.075638,841.2131381500002,0.004870358,286,337,-0.0012706866,0.055029295
692224,1.6255318,2028.741592168808,0.7532756626605988,1393.88,692224,9.454074,846.1853607600002,0.0038518845,285,338,-0.0007975913,0.044628907
694272,1.6281369,2035.9143376350403,0.6975418627262115,1400.94,694272,12.221598,851.92246348,0.0059774043,286,339,-0.0040217293,0.069970705
696320,1.6290175,2043.0609431266785,0.6651484370231628,1400.94,696320,10.756052,852.6675556399999,0.0056907367,276,340,-0.0031257593,0.061181642
698368,1.6248592,2050.474053144455,0.7564291507005692,1420.71,698368,8.309828,865.6584796499999,0.0045783934,288,341,-0.0029017264,0.050390624
700416,1.6182492,2057.5733313560486,0.7927531898021698,1440.54,700416,8.437689,879.26974208,0.0064510033,274,342,-0.0049894257,0.08071289
702464,1.6225945,2065.0343091487885,0.8802134469151497,1458.44,702464,5.3902097,891.74286002,0.0070084943,274,343,-0.0062229345,0.07109375
704512,1.628796,2072.4965240955353,0.6889319717884064,1468.44,704512,10.64984,899.7057472699998,0.0056234216,280,344,-0.00246584,0.06386719
706560,1.629026,2079.788988828659,0.7476842999458313,1486.54,706560,8.909452,911.32470273,0.003877739,280,345,-0.0020582238,0.042773437
708608,1.6473595,2087.0925221443176,0.7802570760250092,1505.08,708608,8.217081,923.67581114,0.006127219,286,346,-0.0049590045,0.07392578
710656,1.6645426,2094.238859653473,0.7856305241584778,1523.07,710656,8.510607,936.4637088100001,0.0054032723,282,347,4.1073472e-05,0.058740236
712704,1.6666396,2101.4933614730835,0.7274555563926697,1533.49,712704,10.967105,944.6772922700001,0.00445117,287,348,-0.0010523718,0.04975586
714752,1.6670897,2108.6083574295044,0.740419864654541,1553.25,714752,11.78927,958.1675299400001,0.005908177,289,349,-0.0013981685,0.07558594
716800,1.6655791,2115.6857357025146,0.748925507068634,1573.02,716800,11.050585,971.92855522,0.007824929,289,350,-0.0041311234,0.08588867
718848,1.6644007,2122.7637836933136,0.672271341085434,1592.74,718848,10.85991,984.7994440599999,0.0057539484,282,351,-0.004723567,0.062158205
720896,1.6634287,2130.010813474655,0.7135705947875977,1612.47,720896,11.080619,997.8396525899999,0.0043355636,281,352,-0.0029769382,0.048779298
722944,1.6694949,2137.283844947815,0.6652669906616211,1632.24,722944,11.535276,1010.9262315199999,0.006871529,290,353,-0.005601942,0.07006836
724992,1.6777121,2144.33766579628,0.7969352751970291,1632.24,724992,8.619317,1012.07221492,0.004063118,290,354,-0.0007604728,0.04526367
727040,1.6784699,2151.3805668354034,0.759141206741333,1652.04,727040,10.785696,1025.89654542,0.0066279257,292,355,-0.005168269,0.0815918
729088,1.6804879,2158.372658252716,0.7580617368221283,1671.83,729088,9.544603,1038.32658725,0.0051222863,289,356,-0.001929543,0.05996094
731136,1.6853609,2165.446326971054,0.7564260959625244,1691.67,731136,10.45583,1051.67021604,0.005307763,294,357,-0.0049772966,0.06601562
733184,1.7037503,2172.412117242813,0.7207018435001373,1711.44,733184,11.846382,1065.30030023,0.005611611,295,358,-0.005540702,0.06416015
735232,1.7224634,2179.3544676303864,0.7031269073486328,1719.75,735232,9.945342,1071.0696712,0.0057978192,276,359,-0.0012577814,0.06943359
737280,1.7322279,2186.7648372650146,0.7317513525485992,1737.71,737280,9.363706,1083.68790234,0.0058773863,267,360,-0.0043175556,0.06801758
739328,1.737714,2194.4090604782104,0.7577467411756516,1757.5,739328,10.643848,1096.2964940699999,0.0062724254,277,361,-0.003131199,0.067919925
741376,1.7311525,2201.7861874103546,0.7346170842647552,1764.74,741376,10.737438,1102.39416011,0.0037119936,291,362,0.00078126806,0.04018555
743424,1.7240365,2208.803362131119,0.8295292854309082,1764.74,743424,8.784853,1104.1871323999999,0.005675462,275,363,-0.004309045,0.066308595
745472,1.7300606,2216.248196363449,0.7664036899805069,1764.62,745472,16.600647,1104.98152387,0.0076412023,255,364,-0.0079317745,0.09770508
747520,1.7449427,2224.2584824562073,0.7627118825912476,1784.34,747520,16.086054,1118.7774314600001,0.0057101944,276,365,-0.0045191264,0.06298828
749568,1.7541453,2231.659248352051,0.8009708076715469,1804.17,749568,9.818964,1132.5294271400003,0.0031241355,286,366,-0.0013351713,0.03466797
751616,1.7599825,2238.8115265369415,0.7550850361585617,1824.0,751616,10.767603,1145.73473545,0.005396473,279,367,-0.0027195706,0.061181642
753664,1.7677467,2246.131847381592,0.8250449299812317,1831.37,753664,13.501429,1153.2952613500001,0.0051819375,278,368,-0.0001471486,0.044873048
755712,1.7817075,2253.487797498703,0.7985900491476059,1830.17,755712,17.12651,1153.9781523000001,0.0040018256,280,369,-0.0029845745,0.04423828
757760,1.788944,2260.778332233429,0.8017148971557617,1830.17,757760,8.763646,1155.6123433300002,0.0041752565,283,370,-0.0011461616,0.04736328
759808,1.7925818,2268.011603116989,0.7764670550823212,1819.97,759808,18.813936,1150.4411668799999,0.004440357,284,371,-0.0030453831,0.050683595
761856,1.8025137,2275.2213633060455,0.8120774328708649,1819.97,761856,8.942333,1151.0535150599999,0.0061104926,280,372,-0.004240216,0.07402344
763904,1.8136444,2282.5200169086456,0.8109773546457291,1697.92,763904,41.39534,1079.65638843,0.0064221285,285,373,-0.0023977577,0.054248046
765952,1.8198795,2289.699194908142,0.769677922129631,1697.92,765952,9.1141,1079.9739646700002,0.005501955,272,374,-0.003534867,0.06665039
768000,1.829765,2297.222633123398,0.8827726542949677,1627.9,768000,11.696917,1036.71033383,0.003830263,284,375,-0.0022274698,0.043701172
770048,1.8309336,2304.425673007965,0.6949356496334076,1314.38,770048,68.09776,842.3809768000001,0.00511373,284,376,-0.0045180023,0.054785155
772096,1.8267202,2311.6143038272858,0.8205308169126511,1274.49,772096,16.768152,819.8880066899999,0.0029823037,280,377,-0.0031111673,0.029296875
774144,1.8257332,2318.9140162467957,0.6602257788181305,1274.49,774144,10.695349,820.86127983,0.007833858,266,378,-0.0037931935,0.09077148
776192,1.8218387,2326.603682041168,0.7883297652006149,1185.93,776192,24.50828,763.35258559,0.0037291006,272,379,-0.0038763196,0.038769532
778240,1.826492,2334.130978822708,0.7437534630298615,1185.93,778240,9.0138235,763.43798083,0.0056817466,278,380,-0.001342693,0.07280274
780288,1.8259023,2341.4773519039154,0.6895688474178314,1170.22,780288,17.426426,752.03602224,0.0044604004,277,381,-0.0014407467,0.050976563
782336,1.8290567,2348.8707139492035,0.6591360867023468,1049.85,782336,34.14805,670.55096934,0.0026900044,284,382,-0.0038224068,0.026953125
784384,1.8330123,2356.059735774994,0.7127019464969635,1049.85,784384,11.280456,670.9146902399999,0.0047597596,288,383,-0.0025044861,0.0597168
786432,1.8248348,2363.163430213928,0.7918594032526016,1049.85,786432,8.772009,671.2407339,0.003930917,282,384,-0.0018681422,0.045800783
788480,1.8242632,2370.4027032852173,0.8516395837068558,1035.9,788480,6.9025393,661.55006882,0.004304068,279,385,-0.004183169,0.049365234
790528,1.8272505,2377.72318482399,0.742979496717453,1016.01,790528,14.374143,648.11241987,0.0052203005,281,386,-0.004297807,0.05102539
792576,1.8253343,2385.006409883499,0.8108470737934113,1016.01,792576,8.832124,648.6883278199999,0.005634868,283,387,-0.0027618292,0.07124023
794624,1.8260887,2392.241148710251,0.6141772866249084,969.25,794624,31.122091,617.58455841,0.0028883598,282,388,-0.0042640767,0.030908203
796672,1.8261015,2399.4946813583374,0.8403215557336807,896.84,796672,16.470558,568.9114685100001,0.00693662,280,389,-0.0037393782,0.061572265
798720,1.8288422,2406.784814596176,0.7323910593986511,866.87,798720,19.67388,548.2860743800001,0.002190258,281,390,-0.0016463554,0.018115234
