#{"t_start": 1750958138.5331585, "env_id": null}
r,l,t
109.50267,583,1.575222
105.970607,552,2.45703
59.773245,366,3.097354
114.039454,604,4.58828
66.497709,337,5.11211
39.902744,222,5.489582
68.347857,345,6.041238
51.308477,267,6.487498
43.045831,237,6.879642
36.014985,196,7.194484
126.295342,690,8.637312
26.491145,145,8.887058
39.957408,222,9.269932
101.563248,556,10.195985
56.143671,284,10.646147
51.830294,257,11.065015
66.505542,360,11.965689
40.253815,210,12.325508
27.051792,146,12.581169
29.609497,162,12.91093
35.63507,195,13.283283
27.424711,155,13.576318
38.198142,199,13.937618
40.555369,229,14.360073
83.551774,448,15.250344
50.872523,265,16.064361
28.538217,164,16.365092
46.773552,239,16.792038
39.325161,220,17.171944
43.611707,207,17.522717
24.505121,130,17.778969
28.096214,155,18.095117
31.058167,167,18.408491
27.024225,141,18.685583
45.213576,219,19.160674
42.247986,222,19.681323
28.371303,151,20.319727
27.727517,142,20.555001
26.008022,139,20.792116
24.67804,125,20.994406
25.889913,141,21.257761
34.954669,184,21.604612
26.351816,140,21.859757
30.941772,159,22.151142
33.275385,169,22.471807
23.544231,125,22.694911
26.890007,139,22.923089
22.766217,115,23.208696
22.04157,116,23.444729
32.696906,170,23.739883
24.774182,131,23.961902
24.660685,125,24.535961
28.765058,148,24.788935
23.51261,124,25.014423
24.110928,126,25.239712
27.785329,150,25.505579
24.870658,133,25.736027
26.216992,145,25.996263
22.32003,118,26.207696
23.864986,133,26.488001
25.243307,130,26.730517
21.347954,110,26.930952
23.59204,117,27.21726
23.148372,116,27.46165
21.79134,111,27.654577
25.772422,135,27.894035
23.261116,119,28.111635
26.853502,144,28.779039
25.686281,136,29.069489
27.672809,147,29.316604
26.353128,138,29.54582
26.01131,146,29.814805
25.992105,134,30.038595
28.08224,139,30.275606
31.645245,153,30.527095
24.563537,127,30.759215
25.508879,120,30.986001
27.971722,143,31.333331
23.095311,116,31.555236
26.212155,142,31.806298
27.721246,144,32.053772
24.145133,124,32.292839
23.05098,115,32.810186
23.296245,123,33.057294
24.981238,120,33.286731
25.27354,131,33.508748
24.847393,132,33.748651
23.51175,119,33.974535
23.741704,121,34.186326
23.563567,127,34.40676
23.637872,122,34.647074
24.105433,122,34.868494
22.271522,109,35.155337
23.074827,108,35.40479
23.487024,120,35.61904
27.728817,146,35.875158
25.379777,128,36.076247
29.826008,153,36.35269
20.237109,96,36.543581
27.998714,150,37.199737
28.527092,155,37.476955
24.301911,125,37.706189
40.374787,199,38.018659
26.393551,145,38.280148
23.975304,128,38.535017
23.73415,127,38.750584
25.149539,126,38.967805
23.748613,128,39.283406
21.06347,104,39.47752
24.164887,125,39.67401
24.074161,124,39.880774
26.488116,150,40.162843
27.267406,145,40.422295
26.019599,141,40.996242
22.781923,122,41.210712
22.497468,114,41.430498
25.962087,131,41.640543
25.74833,132,41.856497
24.561493,129,42.066288
24.160207,129,42.276299
22.725597,119,42.487488
23.7701,115,42.66561
21.905299,114,42.925789
28.139102,144,43.209448
24.166569,134,43.439686
22.734986,118,43.648173
29.842099,169,43.975962
23.443597,119,44.212019
28.909158,143,44.476311
26.672492,142,45.085058
25.263065,137,45.34457
29.04759,143,45.638769
29.423331,159,45.920908
26.950028,146,46.240141
26.236523,132,46.513041
27.871923,144,46.78311
28.703366,146,47.050575
26.215124,134,47.350031
24.142742,128,47.624818
22.977565,118,47.873099
25.708104,144,48.150995
25.910016,140,48.401951
26.329937,141,48.649104
24.476452,137,48.886397
28.139911,148,49.468419
28.847351,145,49.708839
28.810129,148,49.99007
26.402064,136,50.205939
23.708186,129,50.433396
26.272912,138,50.769076
27.958761,137,51.013116
24.463762,130,51.28984
28.752846,146,51.57118
29.664764,144,51.797967
30.121584,170,52.095267
28.757736,156,52.377448
27.182355,140,52.601232
29.084753,165,52.866974
28.135168,150,53.437837
28.652787,148,53.678584
31.768252,156,53.925431
31.262491,166,54.250387
37.808628,217,54.698413
31.752387,174,55.072281
28.676245,151,55.452041
28.903051,161,55.757704
31.6335,178,56.125692
31.72137,170,56.443112
28.275247,154,56.783041
28.828768,151,57.11526
29.952222,157,57.816485
31.42141,173,58.251466
51.148136,300,58.99723
31.45854,179,59.488641
29.59658,151,59.808223
30.256572,177,60.231436
41.521425,217,60.612854
30.631951,170,60.955658
34.072543,197,61.354725
39.194066,223,61.852429
37.513189,226,62.38223
77.186142,465,64.028218
84.734793,575,65.51108
44.278261,276,66.057755
46.572594,275,66.585371
42.812505,255,67.129293
34.073779,173,67.522318
90.112519,642,69.651746
46.19303,271,70.378455
77.965774,496,71.474191
56.043281,354,72.213631
87.255533,555,73.940679
250.830284,1860,78.829713
132.017923,865,80.770162
231.998403,1629,84.734637
165.812831,1188,87.146586
200.31592,1513,90.82443
289.567063,2049,95.709571
134.916916,916,98.133821
285.460946,2049,103.14025
304.941721,2049,107.761471
288.545233,2049,112.952642
307.976538,2049,117.870269
319.831823,2049,123.054352
321.917255,2049,127.984701
328.088906,2049,133.591773
337.095269,2049,138.438538
347.196724,2049,143.177989
367.938335,2049,148.015229
368.610263,2049,153.312802
392.039118,2049,158.590694
391.734187,2049,163.904547
397.422161,2049,168.862284
408.13972,2049,174.125266
410.394874,2049,179.203971
414.627311,2049,184.357335
413.500998,2049,189.493058
402.353674,2049,194.562889
404.403938,2049,199.680728
396.963222,2049,204.841684
407.3843,2049,210.185158
400.015697,2049,215.143072
405.363358,2049,220.046606
423.19684,2049,224.962851
431.491054,2049,229.417517
437.340273,2049,233.819087
452.688373,2049,239.044073
462.648022,2049,243.793416
463.51136,2049,248.742695
458.61014,2049,253.589204
456.68243,2049,258.472563
458.964569,2049,263.188646
452.617648,2049,267.761051
445.916426,2049,272.238518
441.536403,2049,276.819969
437.892849,2049,281.163935
443.39622,2049,285.415961
434.148749,2049,289.53212
447.92836,2049,293.838831
445.860531,2049,298.128019
449.478247,2049,302.461118
458.129699,2049,306.925256
465.6244,2049,311.277532
478.594929,2049,315.816401
490.475111,2049,320.04826
494.197263,2049,324.408182
495.321345,2049,329.007056
512.957351,2049,333.259846
499.620636,2049,337.763764
503.262002,2049,342.053792
518.040255,2049,346.523232
511.375529,2049,350.78813
516.860819,2049,355.082607
541.922553,2049,359.616362
536.235751,2049,363.757925
543.207236,2049,368.662715
563.053711,2049,375.596228
546.426674,2049,382.162543
538.602456,2049,387.239355
558.480371,2049,391.918924
547.68207,2049,396.259475
549.087295,2049,400.938293
536.892269,2049,405.284761
536.303902,2049,409.775291
562.359726,2049,414.332469
559.671036,2049,419.410189
554.915362,2049,424.094061
544.498837,2049,429.243423
548.837476,2049,434.789052
541.486093,2049,440.927275
543.24386,2049,445.55632
541.772902,2049,450.938825
528.980658,2049,456.270945
527.977391,2049,461.610403
531.632429,2049,466.492867
534.850755,2049,471.480833
538.830996,2049,476.219555
532.08984,2049,480.899628
546.303611,2049,485.455319
538.125327,2049,490.17915
552.922051,2049,495.216979
555.925715,2049,500.650938
558.143154,2049,505.300081
556.984393,2049,510.077258
561.246861,2049,514.645316
580.310697,2049,519.601289
587.008359,2049,524.580641
592.891914,2049,529.623547
590.632893,2049,536.79319
617.807996,2049,541.859021
631.052376,2049,547.867921
638.056887,2049,554.044307
648.084916,2049,559.428515
642.570751,2049,564.595627
647.598997,2049,569.73566
713.896996,2049,575.018742
759.808236,2049,579.972836
742.80587,2049,585.203841
735.958536,2049,590.207688
763.946187,2049,595.456277
740.412262,2049,600.49665
796.156185,2049,605.391927
843.844754,2049,610.336051
862.582705,2049,615.263678
923.310919,2049,619.85778
956.184715,2049,624.890537
933.008977,2049,629.836274
476.873324,1095,632.346246
414.492764,965,634.684146
901.346835,2049,639.546665
416.463583,963,641.712348
922.327096,2049,646.576224
954.477158,2049,651.038818
945.089234,2049,655.491976
970.212318,2049,659.933598
966.598187,2049,664.375012
934.231159,2049,668.809432
785.626545,1661,672.442594
549.185759,1185,675.082115
364.360022,802,677.264924
837.143842,1646,681.090709
429.532626,892,682.837381
361.527886,771,684.547073
205.534724,483,686.012336
426.991502,886,687.763233
267.862253,593,689.085905
253.582311,576,690.785095
220.439731,501,691.850933
268.169783,594,693.368217
221.187754,497,694.408617
293.850752,629,696.047678
322.90456,693,697.4144
279.725007,604,698.703526
282.100613,610,700.664641
325.792633,703,702.208862
220.376403,501,703.095222
193.495504,470,704.564882
596.543249,1190,707.163578
161.708838,393,708.105609
368.629805,785,710.486223
323.84404,700,711.987228
235.424767,556,713.214129
710.241131,1409,717.191194
333.759407,749,718.733874
271.379984,599,720.421788
486.682212,1035,722.575171
420.902592,887,724.803261
246.626724,569,726.126987
228.303718,516,727.23977
242.734357,562,728.323977
302.35329,671,730.326993
305.818996,675,731.835059
382.152038,834,733.594716
646.820313,1308,736.98987
310.763718,717,738.54236
761.308241,1549,742.502082
241.241432,557,743.785828
903.904611,1779,747.93406
369.491018,787,750.084191
144.207027,376,750.896944
278.419792,644,752.294971
254.132236,579,753.482183
682.398347,1379,756.549871
218.148493,502,757.696797
450.186293,959,760.780447
1016.111925,2049,765.995898
474.069981,1059,768.429346
541.76258,1192,771.201554
969.957712,2049,775.847241
974.364401,2049,780.543787
987.089934,2049,785.263121
949.272545,1919,789.334865
691.132175,1471,792.721534
1008.854625,2049,797.156168
976.346362,2049,801.536941
427.508997,940,803.385655
972.310272,2049,807.892227
586.233792,1243,810.649357
462.934249,974,812.711749
303.139407,684,814.095128
438.690594,913,816.68774
412.509952,884,818.50053
328.615615,712,820.509448
330.413221,714,822.099608
485.307059,1011,824.589786
177.027832,416,825.643867
235.551671,528,827.059856
249.323863,577,828.391098
459.170859,939,830.830611
234.155822,523,832.155265
186.037277,430,833.14245
614.53088,1233,836.079564
694.581615,1405,839.876817
688.265265,1400,843.053057
576.380887,1189,845.697018
228.791533,517,846.933082
279.548234,616,848.266108
506.063578,1029,850.641399
216.376141,470,851.674983
359.709254,753,853.19394
233.334894,519,854.617563
421.289215,856,856.634542
278.187758,609,857.982134
262.387624,560,859.337684
249.458762,545,860.503176
659.645857,1329,864.222332
632.641113,1257,867.815901
592.196548,1168,872.053232
247.715555,542,873.554959
205.006935,452,875.123857
385.691184,765,878.138357
205.525988,448,879.522619
317.246011,661,881.692903
320.462451,660,883.770406
208.184934,457,885.731381
216.018307,460,887.254856
156.811828,355,888.420307
315.302812,654,890.583465
213.802381,461,892.566584
283.515075,586,894.452354
226.244708,479,896.025059
173.298465,380,897.216328
218.352844,467,899.16014
156.158075,359,900.300434
183.931959,423,901.660809
200.677231,446,903.109023
260.50683,554,904.897085
437.58104,869,908.074317
217.70518,468,909.667107
499.541666,992,913.301742
209.847645,459,914.707413
320.38681,662,916.785683
431.174786,871,920.011079
369.239619,758,922.401283
216.9868,474,923.900382
483.440071,972,927.592732
165.912671,370,928.865937
545.756243,1084,932.924223
1043.157133,2049,940.829995
544.522354,1084,944.972322
1050.458871,2049,952.18076
1071.213512,2049,959.482707
387.202699,792,962.081294
376.406146,775,965.305549
611.062068,1201,969.376567
1056.934033,2049,977.474999
1043.669597,2049,984.716449
1058.466806,2049,992.047585
414.715762,851,995.461124
387.376335,787,997.864294
966.127542,1817,1004.956824
378.156816,774,1007.491012
1084.296943,2049,1014.825213
1055.26965,2031,1022.218593
1064.780027,2049,1029.704351
1093.753122,2049,1037.024709
470.578743,915,1040.626377
360.296751,702,1043.02505
347.608473,697,1045.65798
347.714352,640,1049.091159
357.449596,682,1051.33998
291.364879,582,1053.226704
240.416512,500,1055.410201
356.003273,703,1057.844951
424.08544,819,1060.502722
309.628139,597,1062.95404
354.759643,698,1065.309214
333.292359,623,1067.338775
294.646161,592,1070.226804
365.480732,690,1072.648811
301.554623,600,1074.637586
346.717913,693,1077.345855
334.500121,638,1079.65206
336.386477,620,1081.741985
289.921029,593,1083.56737
237.761104,457,1085.632004
303.295337,611,1087.634747
306.104591,603,1089.638924
256.005609,505,1091.71739
426.605246,825,1094.601775
332.119783,624,1096.695793
317.222874,616,1099.339936
415.992731,814,1102.307993
953.510734,1701,1108.399626
274.097391,511,1110.237777
226.979887,476,1111.715028
614.297612,1142,1115.965671
843.949442,1536,1121.567764
358.167515,707,1123.933841
242.142554,494,1125.570687
297.140905,604,1127.544183
415.720581,808,1131.139827
292.762638,594,1133.288856
477.362987,890,1136.583277
578.754328,1086,1140.413235
258.689206,511,1142.016566
670.349785,1109,1146.305003
251.404929,513,1148.101793
179.347915,388,1149.266882
233.519446,490,1151.391445
549.659685,992,1154.844464
252.146816,509,1156.512102
323.610196,605,1158.943959
294.699227,599,1160.901901
372.757099,730,1163.409378
239.256163,497,1165.101664
650.099173,1199,1169.864138
450.862072,856,1172.904714
441.365095,824,1176.172981
575.657995,1068,1179.967671
349.998284,642,1182.769272
236.101284,459,1184.241345
237.097702,496,1186.035205
613.759614,1168,1190.640956
395.202173,759,1193.450093
318.012497,623,1195.68501
240.885114,492,1197.970247
249.915836,498,1199.634413
232.941728,461,1201.314941
347.562215,651,1203.4616
527.496204,979,1207.239948
671.569887,1218,1212.04066
312.204887,605,1213.982883
257.647559,514,1215.583335
243.984665,504,1217.28609
267.513596,527,1219.550068
334.63415,625,1221.522732
258.970659,493,1223.230114
306.215648,602,1225.330174
247.762761,480,1227.555055
275.722491,533,1229.341336
248.226293,499,1230.99674
342.824923,628,1233.039976
275.096783,513,1235.272413
245.496767,498,1237.006666
348.261844,662,1239.252087
460.476219,760,1242.383659
270.295643,526,1244.07741
271.664905,525,1245.740565
261.864056,521,1247.44559
257.356798,516,1249.708821
243.399864,498,1251.273434
253.496443,508,1252.951594
523.612679,961,1256.811634
247.106174,468,1258.299243
262.60497,498,1259.933086
379.201873,674,1262.237114
368.529225,655,1265.154076
245.973693,494,1266.790156
256.690758,517,1268.650159
396.732111,698,1271.724131
258.730524,490,1273.442735
304.599144,582,1275.456269
282.969322,551,1277.454684
256.956533,488,1279.798422
393.934371,750,1282.340393
286.005853,525,1284.391818
344.754544,645,1287.268979
381.370326,679,1289.696923
232.803752,456,1291.358906
328.484614,608,1293.534781
355.074304,617,1295.980703
271.485858,504,1297.594553
262.059266,500,1299.251915
254.823321,517,1301.103087
280.369874,534,1303.411932
347.540602,667,1305.581394
264.57329,506,1307.263191
314.696869,595,1309.794986
256.500248,498,1311.393682
226.081116,444,1312.82919
250.803083,503,1314.426871
274.102184,541,1316.875433
298.100663,571,1318.68673
330.247199,641,1320.694742
268.805275,529,1322.459016
360.703019,687,1325.218022
318.80271,567,1326.930016
239.379629,464,1328.437032
283.260393,557,1330.360348
273.786536,544,1332.700495
256.02934,507,1334.247039
410.258933,714,1336.58361
251.453201,506,1338.782359
343.825859,649,1340.864232
377.915182,696,1343.164772
