total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
38912,19,613,0.6979402601718903,0.032470703,1.2463725,38912,-0.00032254413,256.61,61.456698179244995,0.0031547702,48.93960674,1.5113152
40960,20,627,0.7686372846364975,0.038720705,1.073332,40960,-0.0010150211,275.78,64.79569339752197,0.003625331,52.282761199999996,1.5105221
43008,21,631,0.6800571978092194,0.034863282,1.1387995,43008,-0.0014716642,294.95,68.05974102020264,0.0033745002,55.804142139999996,1.4995835
45056,22,624,0.833083912730217,0.033837892,1.0234659,45056,-0.0007943877,313.48,71.3036322593689,0.003385915,59.012013859999996,1.4906462
47104,23,605,0.8035801500082016,0.031445313,1.0791049,47104,-0.0023782055,332.22,74.58238101005554,0.0031114197,62.46678021,1.4767191
49152,24,625,0.8588501214981079,0.038720705,0.92665815,49152,-0.0023717496,351.09,77.963059425354,0.00379479,65.8158707,1.462686
51200,25,634,0.7834135144948959,0.049072266,0.8903661,51200,-0.0021634926,370.43,81.23556733131409,0.0043524965,69.15643920000001,1.4645991
53248,26,625,0.8214736878871918,0.042675782,0.8259096,53248,-0.001751847,389.6,84.47615885734558,0.0037553601,72.55753577,1.4611709
55296,27,623,0.8336424231529236,0.028466797,0.84143317,55296,-0.0026869958,408.54,87.75146865844727,0.0029056822,76.06299573,1.4620639
57344,28,630,0.8014384806156158,0.05419922,0.82815516,57344,-0.0044969926,427.59,91.03471374511719,0.0044907676,79.57714401999999,1.4661784
59392,29,619,0.8749291896820068,0.053125,0.68562883,59392,-0.0010149286,446.69,94.28565549850464,0.0045374,83.08973362,1.4724689
61440,30,614,0.8282109200954437,0.043017577,0.71117264,61440,-0.001232565,465.81,97.59194755554199,0.0039832676,86.74178794,1.4711888
63488,31,621,0.7591354250907898,0.062451173,0.73055124,63488,-0.002830598,484.11,100.92711639404297,0.0050579007,90.27901073000001,1.4726951
65536,32,603,0.7609134614467621,0.06713867,0.92761886,65536,-0.0028960716,503.11,104.22078323364258,0.0052379575,94.04393864999999,1.4856323
67584,33,603,0.6503430604934692,0.043115236,0.61446625,67584,-0.00063031155,522.24,107.61271238327026,0.0038407806,97.82451534000002,1.495176
69632,34,625,0.6535205543041229,0.03203125,0.62267256,69632,0.00041988966,541.37,111.00510907173157,0.0033137836,101.43447877999999,1.4982625
71680,35,623,0.5864843428134918,0.05229492,0.7032567,71680,-0.00085021724,560.58,114.27804803848267,0.004423749,105.33614262,1.4965608
73728,36,618,0.5440426468849182,0.028271485,0.5386596,73728,0.00039188797,579.91,117.5617733001709,0.00273456,109.09589944,1.4950578
75776,37,635,0.6164025962352753,0.052001953,0.6143819,75776,-0.0028745462,599.09,120.87087845802307,0.004386244,113.08715452,1.5045477
77824,38,624,0.35766923427581787,0.036621094,0.67621005,77824,0.0007654751,618.24,124.09212112426758,0.0033313907,117.09259143,1.5094962
79872,39,626,0.5261842608451843,0.05419922,0.632349,79872,-0.0024884897,637.3,127.36970353126526,0.004436153,121.11245679999998,1.5108308
81920,40,619,0.3024507164955139,0.055419922,0.83481216,81920,-0.0014757544,655.9,130.63799786567688,0.004864542,125.2175538,1.5125676
83968,41,604,0.21678656339645386,0.037402343,0.7920473,83968,-0.00089374016,675.07,133.94525575637817,0.003256855,129.38576952,1.504887
86016,42,626,0.2405286431312561,0.064013675,0.81771535,86016,-0.00215921,694.42,137.33278942108154,0.0051616947,133.69014752000004,1.5121843
88064,43,622,0.1610965132713318,0.0659668,0.8761692,88064,-0.0014636351,713.64,140.6045594215393,0.0052847825,138.09921361000002,1.5096885
90112,44,628,0.06606346368789673,0.068164065,0.8859102,90112,-0.0010998441,732.79,143.89703226089478,0.005493255,142.62307158000002,1.5129321
92160,45,633,0.08266323804855347,0.04345703,0.8707633,92160,-0.0010503092,751.9,147.1558759212494,0.003655893,147.07720767,1.5265118
94208,46,628,0.08452361822128296,0.028222656,0.90035707,94208,-2.3719902e-05,770.27,150.38943314552307,0.0028641387,151.50132842,1.5356139
96256,47,621,0.08530724048614502,0.1203125,0.93849784,96256,-0.006007569,789.38,153.6501305103302,0.008730042,156.17228834,1.5585109
98304,48,625,0.10840052366256714,0.09140625,1.0232269,98304,-0.0027660583,808.25,156.9443337917328,0.006668967,160.90043514,1.5891604
100352,49,586,0.04684323072433472,0.05571289,1.07002,100352,-0.0038224116,827.09,160.22152876853943,0.0043599242,165.71188238000002,1.60133
102400,50,592,0.028899013996124268,0.05581055,1.0708869,102400,-0.002161753,846.2,163.7142870426178,0.004593347,170.6307705,1.6099268
104448,51,617,0.03633618354797363,0.06987305,1.1189017,104448,-0.00297297,865.4,167.17650532722473,0.005549248,175.67424438999998,1.6280829
106496,52,626,0.029225051403045654,0.036474608,1.1177524,106496,-1.0738033e-05,885.01,170.4926037788391,0.0034790426,180.69718938000003,1.6436068
108544,53,620,0.06815797090530396,0.049072266,1.1023681,108544,-0.0007671934,904.16,173.76392006874084,0.0042426763,185.73525143999998,1.6557449
110592,54,627,0.014697432518005371,0.06694336,1.1235085,110592,-0.0023976164,923.4,177.06675219535828,0.0052684285,190.70242818999998,1.6656368
112640,55,622,0.01006174087524414,0.06660156,1.2172291,112640,-0.0012988175,942.52,180.33195400238037,0.0052764094,195.81317623000004,1.6748533
114688,56,615,0.054059386253356934,0.08017578,1.2092035,114688,-0.0024917547,961.74,183.6201570034027,0.0061659585,200.85124955000003,1.6819235
116736,57,613,-0.04447793960571289,0.04399414,1.2697268,116736,-0.0006410292,980.83,186.94688153266907,0.0038821516,205.83183775,1.6935642
118784,58,610,0.016335666179656982,0.03378906,1.1782744,118784,-0.0017569257,999.97,190.2840826511383,0.0030914913,210.87777337000003,1.7073921
120832,59,590,0.049408912658691406,0.030517578,1.155048,120832,3.232218e-05,1019.08,193.6392068862915,0.002917306,215.97675449000002,1.7127432
122880,60,608,0.04621875286102295,0.044189453,1.2062188,122880,-6.451417e-05,1038.74,197.10994172096252,0.003920534,220.96261519000004,1.7211645
124928,61,619,0.023077547550201416,0.084228516,1.2109734,124928,-0.0026114422,1057.75,200.47877192497253,0.00689699,226.03702354,1.728173
126976,62,620,0.0113450288772583,0.027880859,1.2390882,126976,-0.0017441662,1076.92,203.78567790985107,0.0027158274,231.16352844000002,1.7406832
129024,63,616,0.0279579758644104,0.050976563,1.2855433,129024,-0.0017572527,1095.97,207.08862566947937,0.0041996003,236.22992194999998,1.7554972
131072,64,612,0.08478689193725586,0.024316406,1.2657893,131072,-0.00036578733,1115.54,210.4090964794159,0.00285804,241.36914009,1.7531904
133120,65,617,0.013366222381591797,0.028271485,1.2950811,133120,-0.0009749454,1134.57,213.75211191177368,0.002898158,246.38731812000003,1.7583773
135168,66,614,0.014640271663665771,0.025048828,1.355739,135168,-0.0016363006,1153.47,217.06655192375183,0.0027665342,251.50965885000002,1.7681701
137216,67,598,0.061024367809295654,0.031689454,1.3337054,137216,-0.0007353256,1172.34,220.3991572856903,0.0031272974,256.84173879,1.7687874
139264,68,592,0.08884972333908081,0.031591795,1.3851539,139264,-0.00042193028,1191.49,223.82281160354614,0.002956169,262.09234071,1.7782112
141312,69,590,0.10851824283599854,0.030078124,1.3600519,141312,-0.0006843048,1210.59,227.2770528793335,0.0030647174,267.23238210999995,1.788073
143360,70,603,0.11903434991836548,0.057714842,1.3664756,143360,-0.004086783,1229.69,230.74782133102417,0.0047270535,272.34869573,1.7897524
145408,71,606,0.05282890796661377,0.028515626,1.4326375,145408,-0.002212023,1248.66,234.1429886817932,0.0030283346,277.54782114,1.7816107
147456,72,591,0.05661267042160034,0.028759766,1.4371519,147456,-0.0011598056,1268.4,237.5210325717926,0.0030740963,282.9959999,1.7735283
149504,73,603,0.024390995502471924,0.027294923,1.3884695,149504,-8.485379e-05,1286.38,240.98302936553955,0.0027253465,288.27028387,1.7759529
151552,74,595,0.09969925880432129,0.037060548,1.4020846,151552,-0.0014911386,1305.56,244.37531185150146,0.0035891484,293.83201907,1.7907059
153600,75,616,-0.003961682319641113,0.041992188,1.453695,153600,-0.003308683,1324.52,247.81452417373657,0.003921873,299.31480428000003,1.7939936
155648,76,595,0.037240564823150635,0.06342773,1.4058411,155648,-0.0016073181,1343.55,251.13970136642456,0.004750519,304.5984395500001,1.7924045
157696,77,582,0.055634498596191406,0.056884766,1.508168,157696,-0.0031392276,1362.64,254.57934951782227,0.004659609,310.08445553000007,1.8015875
159744,78,595,0.010612428188323975,0.056396484,1.5115925,159744,-0.0026757738,1381.4,258.0976388454437,0.004487529,315.50371284000005,1.8143101
161792,79,592,0.10232216119766235,0.036816407,1.4530787,161792,-0.0022066678,1400.43,261.53836703300476,0.0034552305,321.1982985,1.8164171
163840,80,589,0.07370549440383911,0.06328125,1.5464797,163840,-0.0032253917,1419.31,264.9979898929596,0.0050420957,326.92883173,1.8239845
165888,81,595,0.10531419515609741,0.058007814,1.6272614,165888,-0.0011242342,1438.37,268.47014331817627,0.004604862,332.90727958,1.8362913
167936,82,585,0.07096362113952637,0.027246093,1.6806138,167936,-0.0005793395,1457.43,271.9112033843994,0.0029135249,338.92278603,1.8457716
169984,83,580,0.11510765552520752,0.029541016,1.6928343,169984,-0.00030220242,1476.36,275.40770196914673,0.0031119948,344.94508320999995,1.8529634
172032,84,591,0.1361147165298462,0.036230467,1.6883056,172032,-0.001208861,1495.36,278.93443155288696,0.0033365078,350.76328062999994,1.853377
174080,85,565,0.20355898141860962,0.047167968,1.6367157,174080,-0.00093300716,1514.35,282.39908599853516,0.0041525424,356.7145617499999,1.8509872
176128,86,562,0.14059972763061523,0.024023438,1.9538715,176128,0.0001997388,1532.43,286.019243478775,0.0024707164,362.84518606999995,1.8474735
178176,87,577,0.2572833299636841,0.053808592,1.7035797,178176,-0.0021633832,1551.56,289.659805059433,0.0047818916,369.31452553,1.8435408
180224,88,566,0.20257407426834106,0.035009764,2.000989,180224,-0.0014175527,1569.62,293.20804834365845,0.0031261046,375.6199684300001,1.8415953
182272,89,579,0.257066547870636,0.07148437,2.2217867,182272,-0.0036546388,1588.85,296.8248107433319,0.005576949,382.51033484000004,1.8465544
184320,90,575,0.2405216097831726,0.051220704,2.553396,184320,-0.0028428338,1607.84,300.357230424881,0.0043571135,389.72372093999996,1.8460999
186368,91,570,0.21980899572372437,0.051123045,2.1830792,186368,-0.0022265555,1626.79,303.9132831096649,0.0046577454,396.72135134999996,1.8403946
188416,92,583,0.30609118938446045,0.045703124,3.023319,188416,-0.003456429,1645.87,307.50165343284607,0.004484336,404.24034713000003,1.8319933
190464,93,569,0.157787024974823,0.04453125,4.7967906,190464,-0.0032064382,1664.85,311.0119798183441,0.0039645936,412.54308068,1.8249521
192512,94,576,0.2636365294456482,0.02241211,4.273128,192512,-0.00215913,1678.34,314.6106336116791,0.002517665,420.09989237,1.8130171
194560,95,585,0.20376378297805786,0.034277342,5.2068486,194560,-0.0023363668,1697.34,318.1609172821045,0.0032258895,428.88276189000004,1.8093208
196608,96,583,0.224723219871521,0.04160156,3.6083474,196608,-0.0029708531,1716.39,321.66099524497986,0.0037636738,436.97962108,1.7997249
198656,97,604,0.29097169637680054,0.049609374,4.160491,198656,-0.0028063287,1735.47,325.1700813770294,0.0041228887,445.64690597000003,1.8001173
200704,98,597,0.33082884550094604,0.042578124,3.3522534,200704,-0.004205762,1744.13,328.55965304374695,0.0041543627,449.1633242,1.8019031
202752,99,591,0.3567574620246887,0.040234376,3.7661252,202752,-0.0011140082,1763.29,331.9850323200226,0.003573083,457.66253465,1.7984225
204800,100,595,0.3437528610229492,0.046923827,6.480525,204800,-0.0036428154,1789.65,335.445684671402,0.0039876807,469.02721507,1.809202
206848,101,605,0.44155049324035645,0.035253905,4.3006625,206848,-0.0021516536,1808.9,338.89061164855957,0.0033360827,477.82971055,1.8168056
208896,102,589,0.5415310859680176,0.038330078,5.2840586,208896,-0.0004973783,1826.38,342.2740001678467,0.0036062994,486.61810462999995,1.8097317
210944,103,591,0.46653199195861816,0.037744142,4.441964,210944,-0.0029141868,1845.35,345.7516121864319,0.0033756234,495.3785354,1.8174988
212992,104,606,0.5252676010131836,0.03237305,4.335389,212992,-0.002040402,1857.76,349.21292877197266,0.0030720264,501.30749391999996,1.8326681
215040,105,590,0.47635191679000854,0.043945312,5.158304,215040,-0.0055175712,1869.94,352.59011936187744,0.004226167,507.23641895000003,1.8421276
217088,106,591,0.43055325746536255,0.020117188,4.5982494,217088,-0.0013823176,1886.56,356.0614790916443,0.0021557028,515.73057802,1.8385284
219136,107,601,0.5150926113128662,0.030419922,6.539748,219136,0.00015070214,1912.89,359.5217082500458,0.0028335783,528.64714191,1.8329958
221184,108,594,0.48166322708129883,0.015185547,5.724663,221184,-0.00036726196,1931.61,362.92459654808044,0.0017809371,537.90392224,1.8332278
223232,109,607,0.5808991193771362,0.0597168,3.3193297,223232,-0.0024297286,1942.45,366.372447013855,0.0049857227,543.22505117,1.8344519
225280,110,586,0.5384487509727478,0.049902342,4.781955,225280,-0.003575913,1961.3,369.74392795562744,0.0044023055,552.3549236800001,1.8302377
227328,111,580,0.4946823716163635,0.038671874,8.226576,227328,-0.002009365,1927.1,373.2382388114929,0.0032473088,553.14662756,1.8242897
229376,112,594,0.558396190404892,0.027978515,5.6903777,229376,-0.0031353117,1901.14,376.7671720981598,0.002608051,552.34164858,1.8315195
231424,113,597,0.5432004928588867,0.05683594,6.2658963,231424,-0.0028143106,1875.9,380.21052718162537,0.0048071854,552.1214271999999,1.8336489
233472,114,578,0.48272931575775146,0.032910157,7.668031,233472,-0.0021383783,1861.93,383.6360447406769,0.0032068007,557.8388494299999,1.8325838
235520,115,605,0.5795784890651703,0.027539063,7.0474863,235520,-0.0024637743,1822.1,387.1789388656616,0.0029047453,556.80883236,1.8262932
237568,116,620,0.6306487917900085,0.028027344,6.2783856,237568,-0.0015475685,1802.7,390.56063508987427,0.0028371676,559.75450426,1.8104727
239616,117,609,0.5358335375785828,0.014941406,8.367529,239616,-0.000808868,1757.14,393.8609411716461,0.0017813274,555.11401265,1.8166363
241664,118,602,0.4180585741996765,0.03100586,11.898369,241664,-0.0017974911,1700.09,397.22365641593933,0.0033472467,550.4586908699999,1.8226664
243712,119,603,0.5427114963531494,0.017724609,10.474271,243712,-0.001560161,1618.12,400.62209939956665,0.002052783,537.66185943,1.8187891
245760,120,587,0.5332752764225006,0.014013672,9.275221,245760,-0.0011363772,1554.88,404.0168855190277,0.0019113986,527.34978514,1.814604
247808,121,598,0.5030815303325653,0.043261718,13.985753,247808,-0.003925084,1455.87,407.5024025440216,0.004079593,508.12978539999995,1.8164057
249856,122,599,0.6348379552364349,0.027294923,6.8619857,249856,-0.00052899774,1412.91,410.9266891479492,0.0026621292,500.79412687999996,1.814777
251904,123,597,0.5928962826728821,0.04477539,10.240701,251904,-0.0042716837,1326.54,414.34409642219543,0.003975144,480.85558498,1.8228474
253952,124,605,0.5006178617477417,0.05961914,12.402679,253952,-0.0045755184,1247.2,417.77074456214905,0.0051729176,464.6082288299999,1.8311491
256000,125,603,0.5638552606105804,0.043115236,11.668872,256000,-0.0042633195,1148.79,421.155237197876,0.0041938606,442.6573612699999,1.8291028
258048,126,600,0.659978061914444,0.02841797,9.941899,258048,-0.0033291741,1045.96,424.5517678260803,0.0028319904,417.37637524999997,1.8281428
260096,127,606,0.6415749490261078,0.045214843,9.735862,260096,-0.0034394457,959.81,427.96307253837585,0.0041178013,395.40108043,1.8286982
262144,128,606,0.6717966496944427,0.018017579,8.482109,262144,-0.00052892807,901.29,431.3427710533142,0.0020320448,381.72773621,1.8289379
264192,129,584,0.6058366000652313,0.016357422,10.245225,264192,-0.0020927265,818.45,434.72073101997375,0.0017368493,357.0074430100001,1.8298881
266240,130,612,0.6858508586883545,0.039453126,8.8698635,266240,-0.003758533,738.85,438.2257583141327,0.0035766985,327.47317155999997,1.837074
268288,131,617,0.7128455638885498,0.022802735,6.449772,268288,-0.0030627588,684.71,441.57023763656616,0.0026063253,305.19665413999996,1.8407857
270336,132,598,0.61479252576828,0.033740234,10.996948,270336,-0.002825467,635.6,444.8895733356476,0.0032203477,285.32584167999994,1.8414376
272384,133,594,0.6863078474998474,0.029003907,9.669687,272384,-0.0029110685,562.97,448.3130624294281,0.0027508778,252.61568516999995,1.8479309
274432,134,603,0.7298891246318817,0.034521483,6.1110034,274432,-0.002047322,531.1,451.7602319717407,0.0031290099,238.50677303,1.8612267
276480,135,606,0.7869019508361816,0.044189453,4.6966953,276480,-0.0021401471,505.82,455.1530659198761,0.0036378957,228.33979767999998,1.8699007
278528,136,578,0.49352991580963135,0.045214843,11.119041,278528,-0.0019255992,495.25,458.5306541919708,0.0040863464,224.33778492,1.867416
280576,137,586,0.7838038355112076,0.06777344,4.240455,280576,-0.0026371947,487.27,462.069678068161,0.0056262175,220.46099358999996,1.8626633
282624,138,591,0.6822092235088348,0.038085938,8.254842,282624,-0.0015160256,486.54,465.5597891807556,0.0034906932,220.57479087,1.8572013
284672,139,607,0.5257919132709503,0.040039062,6.171802,284672,-0.0016430069,491.22,469.02508640289307,0.0035348658,223.00190092,1.8471779
286720,140,608,0.5675645768642426,0.07382812,4.7080126,286720,-0.000659186,497.88,472.3994529247284,0.0061337724,226.39020702999997,1.8355917
288768,141,606,0.6436214447021484,0.05317383,5.700188,288768,-0.006230744,506.77,475.76805114746094,0.004399065,231.11381436,1.8307158
290816,142,593,0.5944931209087372,0.030273438,7.4634056,290816,-0.0027370877,504.49,479.14640069007874,0.0030120492,229.05674114000004,1.8259623
292864,143,599,0.7004347741603851,0.06713867,3.205731,292864,-0.0019153662,501.75,482.59825348854065,0.005685854,227.64907342000004,1.8247507
294912,144,584,0.47870969772338867,0.08452149,4.3936405,294912,-0.0047856057,519.38,486.01226353645325,0.0068532275,236.60319478000002,1.8284432
296960,145,594,0.3990870714187622,0.051513672,4.907975,296960,-0.00015960334,535.72,489.5169610977173,0.0043228474,244.26858527000002,1.8346231
299008,146,567,0.6297745108604431,0.07192383,6.086711,299008,-0.0038828838,554.29,492.96444439888,0.0059904163,253.20339975000002,1.8368051
301056,147,575,0.5042853355407715,0.056640625,5.156625,301056,-0.0022089058,571.67,496.57331562042236,0.004719484,262.05284874,1.8393447
303104,148,613,0.594241589307785,0.058544923,7.7040534,303104,-0.0048434427,594.27,500.13017892837524,0.0053186486,273.78239831999997,1.843269
305152,149,594,0.6479568779468536,0.024365235,8.264656,305152,-0.0031408046,598.05,503.47103691101074,0.0028207488,275.79447561999996,1.8387253
307200,150,601,0.7521713972091675,0.051464844,2.9813874,307200,-0.0032374032,602.04,506.91396403312683,0.0044059837,277.79678798000003,1.8405625
309248,151,614,0.5474723279476166,0.0515625,5.844449,309248,-0.00050142116,617.47,510.31941390037537,0.004474663,285.9927879,1.8526051
311296,152,611,0.6114707589149475,0.044628907,7.705584,311296,-0.0012403124,633.97,513.6516571044922,0.0039891927,294.56775281,1.849206
313344,153,609,0.8622119277715683,0.06948242,1.9730625,313344,-0.0056444593,648.18,517.0015094280243,0.005738349,302.07605902,1.8375838
315392,154,595,0.4423277974128723,0.110888675,5.17126,315392,-0.0038705752,660.36,520.3626885414124,0.00864856,308.07538617000006,1.8300015
317440,155,590,0.5642978250980377,0.03173828,7.8388114,317440,-0.0013234582,682.81,523.7997033596039,0.0029966007,318.97066727000004,1.8261843
319488,156,586,0.6707626283168793,0.062451173,7.0606055,319488,-0.0018223953,697.57,527.2691216468811,0.0051526325,326.68088034000004,1.8274841
321536,157,604,0.6415095925331116,0.017333984,6.525631,321536,-0.0011966808,710.81,530.7625794410706,0.0019195785,333.37135607000005,1.8259815
323584,158,611,0.7697058916091919,0.07944336,5.117625,323584,-0.0048399004,722.31,534.1499054431915,0.0061367666,339.25517149,1.8285043
325632,159,615,0.8361762464046478,0.03017578,4.961218,325632,-0.0036346707,729.6,537.4978406429291,0.0028716847,343.29709262999995,1.8419071
327680,160,610,0.7133902311325073,0.031445313,7.327114,327680,-0.003423009,734.91,540.823882818222,0.0029359362,346.24155137999986,1.8424046
329728,161,602,0.7188434302806854,0.09990235,7.80432,329728,-0.0059955744,754.69,544.1789417266846,0.0074731624,357.5751368299999,1.8408769
331776,162,592,0.7537164688110352,0.055566408,5.6192927,331776,-0.0037690508,760.8,547.5808756351471,0.004846541,360.5733829399999,1.842571
333824,163,593,0.7703966200351715,0.034277342,7.6225653,333824,-0.0015707661,774.87,551.0356614589691,0.003426152,368.0081947999999,1.8353332
335872,164,580,0.5865318775177002,0.076220706,11.87337,335872,-0.0036709285,785.94,554.4867658615112,0.0065955585,373.60670569000007,1.8322756
337920,165,578,0.6752457618713379,0.049121093,9.823561,337920,-0.0018562137,797.41,558.0178897380829,0.0045658657,379.31408181000006,1.8351421
339968,166,601,0.8509715050458908,0.047851562,4.8325353,339968,-0.0033989511,810.88,561.556583404541,0.00432208,386.79288978,1.8335174
342016,167,584,0.7244977056980133,0.03955078,6.191541,342016,0.00031956178,817.55,564.9631478786469,0.003781321,390.05515317000004,1.8349737
344064,168,600,0.7634749412536621,0.03769531,10.979166,344064,-0.0047408114,820.23,568.4655780792236,0.0033326806,391.79231818999995,1.8412638
346112,169,598,0.680644690990448,0.039013673,10.256207,346112,-0.004449036,825.33,571.8747501373291,0.0037331483,394.4296605799999,1.8535328
348160,170,593,0.727673202753067,0.023535157,10.1199465,348160,-0.0028126752,832.29,575.2971312999725,0.0025914344,398.7661935,1.8573492
350208,171,590,0.4664870500564575,0.059570312,25.033897,350208,-0.004051353,825.99,578.7473328113556,0.0055027283,395.74231952,1.8500487
352256,172,588,0.7228651642799377,0.018359374,10.20567,352256,-0.0007807409,830.87,582.2149386405945,0.0020573828,398.7565241,1.8447764
354304,173,572,0.7187552750110626,0.048779298,13.55202,354304,-0.0027283444,828.82,585.694004535675,0.0043381946,398.22873594,1.840554
356352,174,596,0.7420235276222229,0.03125,8.1910515,356352,-0.0029108813,836.9,589.2743065357208,0.0033588696,402.74300139999997,1.830918
358400,175,591,0.7869560718536377,0.055322267,10.329319,358400,-0.002606737,826.82,592.7053191661835,0.0048619257,397.64938213,1.8252652
360448,176,584,0.8088947981595993,0.029101562,9.801238,360448,-0.0041416045,820.48,596.1681973934174,0.003048602,395.3656119500001,1.8253157
362496,177,590,0.8150645941495895,0.044384766,9.335888,362496,-0.0029940372,800.29,599.6749384403229,0.003931659,385.68236946999997,1.8243668
364544,178,593,0.8918574675917625,0.049853515,6.164295,364544,-0.0043306826,764.81,603.1444754600525,0.0046406426,368.58514425,1.8305094
366592,179,583,0.7498648762702942,0.028271485,10.9589615,366592,-0.004086295,755.15,606.5930440425873,0.0031067322,365.0906940699999,1.8333528
368640,180,575,0.8086791485548019,0.07104492,8.961714,368640,-0.0048182434,705.0,610.1021213531494,0.0059597855,341.88174345999994,1.8201281
370688,181,583,0.9167149215936661,0.045458984,4.6848793,370688,-0.003228262,671.3,613.6612803936005,0.004621789,325.69911941000004,1.8114166
372736,182,593,0.7549322694540024,0.053027343,11.807862,372736,-0.00460892,630.79,617.1716749668121,0.004463096,305.33349941999995,1.8103094
374784,183,612,0.70041823387146,0.03305664,18.643572,374784,-0.0019559055,553.47,620.6240341663361,0.0033059749,267.50566075999996,1.8079935
376832,184,601,0.6756255030632019,0.103271484,14.065793,376832,-0.004686999,525.04,623.9708940982819,0.007595225,254.31110909000003,1.8045137
378880,185,597,0.7264414131641388,0.041992188,15.820101,378880,-0.0010975705,500.21,627.3760981559753,0.0038682173,241.83783048,1.8219678
380928,186,609,0.7742187678813934,0.041992188,10.725515,380928,-0.0028764566,478.31,630.8020255565643,0.0037800004,231.02137541,1.836655
382976,187,613,0.7751688361167908,0.058447264,12.200045,382976,-0.0039071087,462.09,634.1631381511688,0.0048181466,223.41271528,1.8397528
385024,188,610,0.780323326587677,0.06391601,14.071918,385024,-0.0027952143,444.14,637.5010726451874,0.0054240506,214.57117110000007,1.8490543
387072,189,586,0.8281683921813965,0.028759766,8.162901,387072,-0.00014843706,433.51,640.8588738441467,0.0029718638,208.92705816,1.8635343
389120,190,599,0.7613553702831268,0.021044921,10.633902,389120,-0.0011409835,430.94,644.3519237041473,0.0021701683,208.01901675999997,1.863128
391168,191,594,0.7374134659767151,0.055615235,20.698944,391168,-0.0024077676,414.78,647.7706966400146,0.0049300166,199.89716976,1.8543394
393216,192,609,0.7418633103370667,0.07094727,22.79907,393216,-0.00606396,397.73,651.2189559936523,0.0057766,192.63014828,1.8466908
395264,193,600,0.8103193193674088,0.0340332,15.485074,395264,-0.0041761342,383.41,654.5819551944733,0.0030888903,186.24337343000002,1.8512138
397312,194,601,0.8682877868413925,0.046435546,7.0100837,397312,-0.0011033703,379.18,657.9927139282227,0.004349688,183.99824557999997,1.8521652
399360,195,607,0.780963122844696,0.047949217,15.636904,399360,-0.0014635834,376.5,661.3971827030182,0.0042400276,182.41843167999997,1.8489358
401408,196,573,0.8728434294462204,0.029199218,8.938822,401408,-0.0021680086,376.85,664.7691979408264,0.0028477232,183.37166158,1.8485422
