total_timesteps,clipfrac,policy_loss,fps,time_elapsed,serial_timesteps,value_loss,approxkl,n_updates,policy_entropy,explained_variance,ep_reward_mean,ep_len_mean
380928,0.04663086,-0.0017485894,490,763.2590959072113,380928,19.981016,0.0037743286,186,5.946422,0.8619415462017059,1407.2835185699996,1727.76
382976,0.022558594,-0.0019206684,476,767.4378628730774,382976,20.024052,0.0022985344,187,5.9487996,0.869607225060463,1408.19924956,1727.76
385024,0.027001953,-0.0033312808,519,771.7347645759583,385024,23.186434,0.0026363586,188,5.947936,0.8586054593324661,1413.8434318899997,1727.76
387072,0.017138671,-0.0012979694,532,775.6763112545013,387072,15.323074,0.0017773777,189,5.947973,0.7258637845516205,1407.6557029800003,1726.02
389120,0.07119141,-0.008752593,509,779.5237851142883,389120,11.735198,0.005687266,190,5.951036,0.9332667216658592,1402.3895055,1726.02
391168,0.03334961,-0.001186349,483,783.540360212326,391168,20.163675,0.002960991,191,5.9631853,0.8764341622591019,1402.72886463,1726.02
393216,0.02211914,-0.0022510737,500,787.7759897708893,393216,20.055387,0.0024957065,192,5.9619894,0.8903106451034546,1402.7141679200001,1726.02
395264,0.027197266,-0.0037251965,532,791.8681263923645,395264,20.98437,0.002438747,193,5.9676833,0.8603074699640274,1407.30959702,1726.02
397312,0.02734375,-0.003772935,509,795.7132911682129,397312,12.239276,0.0024943706,194,5.980379,0.9251767918467522,1406.895059,1726.02
399360,0.026757812,-0.0039538345,518,799.7364616394043,399360,20.77378,0.0026272142,195,5.987613,0.8799467161297798,1412.2680574199999,1726.02
401408,0.03491211,-0.0040400834,513,803.6907105445862,401408,20.349585,0.0029658999,196,5.9991674,0.8920329809188843,1411.4022349799998,1726.02
403456,0.052783202,-0.002727355,503,807.6764855384827,403456,19.75514,0.004443201,197,6.0075784,0.8755233362317085,1410.9943757699998,1726.02
405504,0.07138672,-0.0022476828,489,811.7472364902496,405504,19.66137,0.006912356,198,6.0053034,0.8807996436953545,1411.08489604,1726.02
407552,0.017626952,-0.0020905861,486,815.931314945221,407552,19.77718,0.0020213793,199,6.002591,0.8827975690364838,1410.9462397000002,1726.02
409600,0.03676758,-0.0034364704,503,820.1385164260864,409600,21.248123,0.0031652518,200,6.003478,0.8514784723520279,1411.0013862699998,1726.02
411648,0.0925293,-0.0060154884,513,824.2097899913788,411648,20.572466,0.0071081603,201,6.0072184,0.8706426620483398,1407.8535967999999,1726.02
413696,0.056396484,-0.0028770263,504,828.1998517513275,413696,19.964499,0.0047753686,202,6.018697,0.8643269091844559,1407.8841823699995,1726.02
415744,0.04243164,-0.0036132212,505,832.2558867931366,415744,20.426176,0.0037608806,203,6.029844,0.8681995123624802,1408.4078747199997,1726.02
417792,0.00859375,-0.003627808,515,836.3091552257538,417792,32.264984,0.0011132723,204,6.0379634,0.8559737503528595,1410.3546756500002,1728.17
419840,0.044628907,-0.0061895032,500,840.2827320098877,419840,25.80608,0.0044085337,205,6.0609508,0.9079072251915932,1409.60426205,1727.52
421888,0.014404297,-0.003168828,523,844.3719398975372,421888,15.1126375,0.001583994,206,6.075769,0.9417082145810127,1394.2246992500002,1711.71
423936,0.027490234,-0.0024464806,510,848.2877147197723,423936,21.619827,0.0027596205,207,6.0823283,0.876007579267025,1395.1511169799999,1711.71
425984,0.056884766,-0.0061709275,492,852.2986550331116,425984,13.161146,0.0049752467,208,6.099763,0.9237278178334236,1402.62269982,1724.36
428032,0.029345702,-0.0016986427,501,856.4604496955872,428032,20.132462,0.0025007173,209,6.121917,0.8742847144603729,1418.21763939,1739.61
430080,0.009960937,-0.0010703655,452,860.5418193340302,430080,20.131187,0.0014479079,210,6.123303,0.875889427959919,1418.4021071199998,1739.61
432128,0.035546876,-0.0016929738,487,865.0702352523804,432128,20.155422,0.0031448682,211,6.1142907,0.8688867837190628,1418.67567652,1739.61
434176,0.015136719,-0.0018846072,502,869.2726271152496,434176,26.35525,0.0021006907,212,6.1098375,0.904197134077549,1418.9520770299998,1740.24
436224,0.036328126,-0.0038509737,453,873.3475098609924,436224,20.13171,0.0031426172,213,6.097197,0.8727957457304001,1419.15320177,1740.24
438272,0.04448242,-0.0028705313,466,877.8630950450897,438272,20.019651,0.0038000625,214,6.084552,0.8784506544470787,1421.0421281800002,1740.24
440320,0.013818359,-0.0024989878,466,882.2512054443359,440320,28.213003,0.0018571978,215,6.0839148,0.8980163186788559,1405.8136235700001,1723.7
442368,0.038769532,-0.007983221,519,886.6402995586395,442368,33.28632,0.0034506682,216,6.0940995,0.6886814534664154,1362.46869106,1677.12
444416,0.023535157,-0.00804338,365,890.5800597667694,444416,25.009409,0.0024348334,217,6.1022973,0.8124626129865646,1329.67103034,1643.31
446464,0.062353514,-0.0041774926,453,896.1888480186462,446464,25.94132,0.009264737,218,6.105465,0.7768619209527969,1292.28173853,1611.99
448512,0.02578125,-0.004196034,399,900.7077419757843,448512,30.894415,0.0024573451,219,6.1079264,0.6415742039680481,1234.11253066,1547.54
450560,0.017919922,-0.00412197,458,905.8361434936523,450560,4.3977175,0.0023767876,220,6.1025395,0.9813139941543341,1222.59058833,1530.62
452608,0.013476563,-0.0036667015,509,910.3070421218872,452608,37.574463,0.0014277289,221,6.08916,0.7873002141714096,1183.01142712,1483.96
454656,0.013720703,-0.003289967,447,914.3299202919006,454656,8.988787,0.0014524861,222,6.089964,0.9485486745834351,1170.5427015300002,1468.87
456704,0.011621093,-0.002772982,485,918.9087736606598,456704,27.645046,0.0013966751,223,6.0982966,0.8956588432192802,1155.2572248800002,1453.56
458752,0.020263672,-0.0017582045,482,923.1304302215576,458752,20.503668,0.0022626962,224,6.0898757,0.8788003697991371,1172.36758364,1471.44
460800,0.03666992,-0.006315259,477,927.3795380592346,460800,23.686253,0.0077922577,225,6.088631,0.9193057417869568,1168.2795912000001,1466.95
462848,0.009619141,-0.001809236,452,931.6742625236511,462848,20.681639,0.0015545037,226,6.09858,0.8860132172703743,1168.09908638,1466.95
464896,0.035888672,-0.0014929993,456,936.2011287212372,464896,19.79813,0.003276763,227,6.0957456,0.8901089057326317,1183.16895555,1482.27
466944,0.026708985,-0.0028749858,455,940.6840438842773,466944,27.309134,0.0031411727,228,6.0993185,0.9045864567160606,1182.36322278,1481.46
468992,0.046191406,-0.0039155306,455,945.1855239868164,468992,20.179111,0.0042249444,229,6.0977287,0.8866433501243591,1197.87498611,1496.79
471040,0.040966798,-0.002023913,486,949.6806225776672,471040,15.842432,0.003628565,230,6.0969367,0.6008737981319427,1206.87893061,1511.33
473088,0.0993164,-0.007337554,512,953.8907175064087,473088,19.903313,0.0072429515,231,6.1136255,0.8955239951610565,1206.95700933,1511.33
475136,0.054296874,-0.004363068,494,957.8852205276489,475136,20.188429,0.0046782275,232,6.111981,0.883515290915966,1222.40287506,1526.67
477184,0.051953126,-0.0035974935,517,962.0288422107697,477184,20.440443,0.0043060114,233,6.1050844,0.8884708434343338,1221.85633283,1526.67
479232,0.02475586,-0.0022821925,501,965.9907944202423,479232,9.5706625,0.0022566144,234,6.1114593,0.949728462845087,1206.4134202,1511.0
481280,0.023730468,-0.0011399074,450,970.0713548660278,481280,19.695045,0.0022469824,235,6.1240773,0.8761915117502213,1206.5439543999998,1511.0
483328,0.07382812,-0.0048258873,470,974.6134781837463,483328,20.287956,0.005643166,236,6.1310635,0.8730215132236481,1221.25997025,1525.19
485376,0.017041016,-0.002038428,485,978.971049785614,485376,19.934755,0.001808951,237,6.125327,0.8776544854044914,1222.10672848,1525.19
487424,0.013574218,-0.00205542,502,983.1927216053009,487424,26.300745,0.0012033359,238,6.1235375,0.904366984963417,1206.29911579,1507.35
489472,0.08095703,-0.005584989,511,987.2670705318451,489472,20.111586,0.0068822443,239,6.136847,0.8814928159117699,1206.25101973,1507.35
491520,0.009960937,-0.0027206596,553,991.2720568180084,491520,23.139463,0.0011498602,240,6.1480093,0.841486394405365,1176.3815664,1475.59
493568,0.035253905,-0.0042223195,546,994.9742772579193,493568,27.121119,0.0033611283,241,6.1467223,0.8099946677684784,1152.57026091,1454.3
495616,0.037158202,-0.0034164172,502,998.7191188335419,495616,19.805595,0.0036215219,242,6.139871,0.8828743472695351,1153.0369368000001,1454.3
497664,0.03305664,-0.0030439824,540,1002.7988929748535,497664,28.343487,0.0030214484,243,6.133313,0.756698727607727,1118.8108626500002,1417.82
499712,0.027978515,-0.0034266491,528,1006.5898747444153,499712,8.823824,0.0024840117,244,6.1283627,0.8175373673439026,1111.0036801600002,1414.87
501760,0.025830079,-0.0028095706,526,1010.4640412330627,501760,14.030428,0.0024603903,245,6.1194353,0.8461300730705261,1104.3854608699999,1412.89
503808,0.03793945,-0.0033446592,512,1014.3546030521393,503808,20.215885,0.0036426377,246,6.106603,0.8810481950640678,1110.14218038,1412.89
505856,0.025488282,-0.004599493,563,1018.3485872745514,505856,24.48843,0.0037413158,247,6.111647,0.8085888028144836,1066.64593414,1371.33
507904,0.026611328,-0.0022900668,540,1021.9820697307587,507904,14.731377,0.002439782,248,6.112827,0.7167739272117615,1076.4041841599999,1387.5
509952,0.03261719,-0.0035944371,518,1025.7717661857605,509952,8.672406,0.0027686725,249,6.1186175,0.9542646259069443,1078.49341125,1391.13
512000,0.054345705,-0.0040151,505,1029.7189965248108,512000,19.852076,0.00497245,250,6.1160955,0.8879674300551414,1078.56562536,1391.13
514048,0.03466797,-0.001790891,530,1033.7716155052185,514048,27.72384,0.0030894242,251,6.1112747,0.897782526910305,1077.52605275,1389.58
516096,0.016113281,-0.0022810544,514,1037.6303782463074,516096,28.117682,0.0015286157,252,6.1218157,0.8750493675470352,1064.8700632599998,1378.47
518144,0.019482423,-0.002462065,520,1041.612052679062,518144,20.288868,0.0019985093,253,6.132756,0.8693113923072815,1065.16238648,1378.47
520192,0.069726564,-0.0053014914,517,1045.5490629673004,520192,20.141739,0.005294143,254,6.1443067,0.8839472159743309,1064.6396745400002,1378.47
522240,0.047070313,-0.004945947,519,1049.506005525589,522240,8.002104,0.0039025252,255,6.1410894,0.7779899686574936,1058.57578917,1378.47
524288,0.061425783,-0.0069227964,487,1053.447139263153,524288,10.496691,0.005178653,256,6.146392,0.8828086629509926,1059.20549416,1380.21
526336,0.022314453,-0.0026629444,488,1057.649539232254,526336,20.168781,0.0022500805,257,6.1464496,0.878915086388588,1065.0053122,1380.21
528384,0.073632814,-0.008463546,536,1061.8439180850983,528384,13.150354,0.006005956,258,6.146714,0.7300921082496643,1058.98389712,1380.21
530432,0.05756836,-0.004385212,539,1065.6619193553925,530432,12.468134,0.005049703,259,6.153352,0.8416210860013962,1053.10697785,1380.21
532480,0.031884767,-0.0013833812,507,1069.4600307941437,532480,19.82677,0.002845472,260,6.159194,0.8730748295783997,1053.50966755,1380.21
534528,0.03227539,-0.003800984,539,1073.4981882572174,534528,20.229528,0.0030831287,261,6.154439,0.8823654726147652,1057.4514554000002,1380.21
536576,0.03276367,-0.002293429,504,1077.2977714538574,536576,19.564014,0.002887283,262,6.1472206,0.8798270896077156,1057.20308973,1380.21
538624,0.022558594,-0.0027375806,540,1081.3562352657318,538624,14.47138,0.0018391882,263,6.1414256,0.7712900042533875,1037.41179319,1364.66
540672,0.02080078,-0.0057754936,553,1085.1480386257172,540672,8.861139,0.0022313206,264,6.147504,0.9660808555781841,1006.6847858799999,1333.86
542720,0.034472656,-0.00296949,523,1088.8507902622223,542720,20.041172,0.003230575,265,6.1655054,0.8818511888384819,1006.9937207700001,1333.86
544768,0.056005858,-0.005985936,534,1092.759715795517,544768,13.806621,0.0046099154,266,6.186115,0.897557832300663,1004.5990165500001,1333.86
546816,0.044970702,-0.0037026454,506,1096.5884404182434,546816,19.742605,0.0037810523,267,6.1936812,0.878761000931263,1003.9123230000001,1333.86
548864,0.04082031,-0.004486077,524,1100.6310050487518,548864,27.069553,0.0032676875,268,6.204267,0.8980882093310356,987.74694881,1318.12
550912,0.0109375,-0.00047847404,514,1104.5361897945404,550912,19.990427,0.0014496053,269,6.2073426,0.8796230480074883,1001.1643530700001,1331.15
552960,0.03100586,-0.0016902577,551,1108.5137813091278,552960,21.08459,0.0027353344,270,6.204487,0.7223491072654724,995.8993630699999,1331.19
555008,0.027490234,-0.004149393,520,1112.2272713184357,555008,20.31563,0.00288548,271,6.206144,0.8882894590497017,1010.3603908299999,1346.97
557056,0.022802735,-0.0048703454,518,1116.1641428470612,557056,7.183757,0.002840669,272,6.218358,0.9642569050192833,1010.3631873199998,1346.84
559104,0.01796875,-0.00081113697,503,1120.1177501678467,559104,19.85223,0.0020692996,273,6.2306967,0.8815946504473686,1010.6361633499998,1346.84
561152,0.034082033,-0.004886742,537,1124.1891531944275,561152,20.754204,0.0027209877,274,6.2398405,0.7985294610261917,1016.5301963899998,1346.84
563200,0.05341797,-0.010922266,520,1128.0008344650269,563200,11.454225,0.0067926273,275,6.260621,0.9404715783894062,1010.3907450199999,1346.84
565248,0.030078124,-0.004022401,533,1131.9369235038757,565248,20.167871,0.0028124293,276,6.274477,0.8886417970061302,1010.2969032199998,1346.84
567296,0.017236328,-0.0022158516,557,1135.7781567573547,567296,39.232365,0.0017144419,277,6.275913,0.7939287424087524,995.92108067,1333.65
569344,0.03652344,-0.006824213,518,1139.4526724815369,569344,9.210718,0.003994604,278,6.2767105,0.9604003131389618,980.2977546400001,1317.87
571392,0.009570313,-0.0037282724,517,1143.4028384685516,571392,19.06317,0.0012195059,279,6.268242,0.8971830308437347,979.15713929,1317.87
573440,0.03676758,-0.0031267304,525,1147.3570728302002,573440,19.147408,0.0031416197,280,6.2634783,0.8872668743133545,978.65843867,1317.87
575488,0.01850586,-0.0036474974,540,1151.25155711174,575488,30.81554,0.0016835069,281,6.2708526,0.9007476568222046,993.0692577899999,1331.87
577536,0.024121094,-0.0040416745,514,1155.0387516021729,577536,27.519718,0.0022277632,282,6.26992,0.8902317062020302,1011.12721302,1350.71
579584,0.059228517,-0.0033156506,514,1159.0208134651184,579584,5.99445,0.0052527213,283,6.26514,0.9632977098226547,1011.2615059700001,1350.8
581632,0.009521484,-0.0042465366,516,1162.9997556209564,581632,15.974451,0.0009363848,284,6.250493,0.9082913026213646,1027.26249501,1367.16
583680,0.051171876,-0.0032001794,516,1166.964714050293,583680,16.327908,0.004540119,285,6.231017,0.9119233787059784,1043.38455624,1384.92
585728,0.015527343,-0.0024848988,535,1170.9313757419586,585728,19.16911,0.0015036392,286,6.216611,0.6254176497459412,1048.71207764,1384.92
587776,0.012011719,-0.0029012035,522,1174.7584385871887,587776,9.120962,0.0016611175,287,6.2151384,0.9514521062374115,1059.02754729,1400.45
589824,0.015527343,-0.0029062312,500,1178.681517124176,589824,17.82297,0.001620608,288,6.2180786,0.9026538580656052,1073.4904422,1416.24
591872,0.017382812,-0.0025396324,492,1182.776048898697,591872,17.903954,0.0019983058,289,6.2114844,0.9019307270646095,1088.54887809,1431.89
593920,0.0126953125,-0.001943212,492,1186.9348602294922,593920,17.945408,0.0017983388,290,6.1868925,0.8920225277543068,1104.46040284,1448.4
595968,0.077783205,-0.0070091574,487,1191.0972225666046,595968,18.191816,0.008500333,291,6.161948,0.9014159142971039,1120.21459231,1464.07
598016,0.03364258,-0.0026311802,492,1195.3029894828796,598016,18.800114,0.0034459815,292,6.1499786,0.8937378227710724,1135.53213317,1479.69
600064,0.015380859,-0.0032707448,499,1199.4605522155762,600064,18.88303,0.001909523,293,6.138031,0.898904100060463,1151.9124813199999,1496.3
602112,0.041992188,-0.0052303066,494,1203.563588142395,602112,19.187092,0.0046120198,294,6.124226,0.8876911476254463,1168.0369804,1513.22
604160,0.023779297,-0.0035244718,510,1207.7097325325012,604160,19.565432,0.0024616462,295,6.1175437,0.9044675454497337,1167.8480319,1513.22
606208,0.01508789,-0.0030248133,531,1211.7199866771698,606208,30.550278,0.001463431,296,6.117209,0.873626172542572,1183.8690970500002,1530.88
608256,0.07543945,-0.0011109642,501,1215.5750396251678,608256,20.251265,0.0057334686,297,6.105897,0.8752884343266487,1199.44406298,1546.67
610304,0.038671874,-0.0037059519,501,1219.6597175598145,610304,20.208237,0.0032402934,298,6.101432,0.8645006269216537,1214.42964687,1561.76
612352,0.05317383,-0.0027532205,501,1223.7437615394592,612352,20.198519,0.004399634,299,6.0871134,0.8851888328790665,1214.74973713,1561.76
614400,0.011669922,-0.0020127997,535,1227.8275127410889,614400,33.375664,0.0013851242,300,6.081702,0.8884363621473312,1198.76246266,1546.07
616448,0.017529298,-0.0029391104,497,1231.6543457508087,616448,16.229305,0.0015514896,301,6.085305,0.9407465495169163,1183.4816715,1530.48
618496,0.019873047,-0.0007204682,495,1235.7748436927795,618496,20.298653,0.0022742755,302,6.091242,0.878261111676693,1183.9535937300002,1530.48
620544,0.0040527345,-0.0011464357,522,1239.9112465381622,620544,29.429516,0.0006760822,303,6.090166,0.8937118351459503,1184.79403291,1530.87
622592,0.029003907,-0.00535965,516,1243.8294854164124,622592,22.8875,0.0028757786,304,6.09306,0.9259650409221649,1174.80004304,1515.1
624640,0.054248046,-0.0027236384,495,1247.7940497398376,624640,20.201797,0.004398713,305,6.0972414,0.8813175484538078,1175.51525124,1515.1
626688,0.018554688,-0.0020551968,500,1251.9257323741913,626688,20.264507,0.0019191734,306,6.104796,0.8905440866947174,1175.07743588,1515.1
628736,0.029541016,-0.0016268933,528,1256.0218098163605,628736,20.618864,0.0027056374,307,6.106513,0.8834763243794441,1174.04860359,1515.1
630784,0.015966797,-0.0028281324,551,1259.9000840187073,630784,13.028688,0.0015045108,308,6.104264,0.9228472411632538,1158.7153886,1499.71
632832,0.013671875,-0.0011158905,502,1263.6168265342712,632832,20.089201,0.0016471429,309,6.0936832,0.884468749165535,1156.1192381900003,1499.71
634880,0.027441407,-0.003325024,520,1267.6930706501007,634880,32.037975,0.002805298,310,6.072173,0.8693081438541412,1140.52543208,1484.48
636928,0.0171875,-0.0014199342,504,1271.6270987987518,636928,20.007748,0.0018691458,311,6.061373,0.8830882981419563,1157.0100036000001,1502.32
638976,0.06943359,-0.0033118844,499,1275.6910140514374,638976,20.094543,0.0054394277,312,6.0709734,0.8695131838321686,1156.95173396,1502.32
641024,0.019970704,-0.004702125,506,1279.787729024887,641024,27.981695,0.0020237647,313,6.0925303,0.9018425941467285,1157.80902753,1501.59
643072,0.014892578,-0.0037162707,516,1283.829113960266,643072,5.681014,0.0014153254,314,6.1080112,0.973448695614934,1159.59819797,1504.41
645120,0.06391601,-0.0030801455,498,1287.793060541153,645120,20.318478,0.0049322243,315,6.1088943,0.8813905641436577,1172.2787838,1515.66
647168,0.040771484,-0.0036050149,462,1291.8988654613495,647168,20.121367,0.0033882048,316,6.1152897,0.882679782807827,1185.95192663,1528.08
649216,0.014404297,-0.001358369,503,1296.3266394138336,649216,20.045103,0.0014850213,317,6.128079,0.8877367451786995,1201.2724217999998,1543.55
651264,0.046777345,-0.0020214636,489,1300.39781832695,651264,20.020405,0.0037166527,318,6.134864,0.8611808270215988,1200.8243849999997,1543.55
653312,0.031835936,-0.004367905,501,1304.581964969635,653312,19.894072,0.0028728438,319,6.131955,0.8615369945764542,1215.0240939599998,1556.57
655360,0.05493164,-0.005980211,527,1308.6688520908356,655360,24.310665,0.00522978,320,6.1283255,0.7727677822113037,1229.6202991399998,1569.91
657408,0.037353516,-0.0036874067,538,1312.5529346466064,657408,15.312475,0.0032123923,321,6.133806,0.7031837701797485,1235.79879304,1580.03
659456,0.04433594,-0.0067068315,547,1316.3558950424194,659456,15.403345,0.0040840395,322,6.141664,0.8330577909946442,1238.0359371900001,1582.98
661504,0.047216795,-0.0028797598,518,1320.0950717926025,661504,11.256898,0.0041586324,323,6.141152,0.7341727316379547,1240.05258771,1584.96
663552,0.025585938,-0.0030365642,537,1324.0442972183228,663552,11.891541,0.0023643256,324,6.139171,0.7690211087465286,1233.9573761800002,1584.96
665600,0.0063964846,-0.0025879662,542,1327.8551528453827,665600,13.390727,0.0008694947,325,6.138739,0.7863557189702988,1242.86040899,1598.89
667648,0.028515626,-0.003723728,554,1331.6349427700043,667648,27.96821,0.0025518327,326,6.143516,0.8633256703615189,1242.9167094199997,1596.83
669696,0.037841797,-0.0036354163,504,1335.32777094841,669696,20.3956,0.003452476,327,6.166725,0.891128234565258,1256.73085009,1608.93
671744,0.039013673,-0.005260951,560,1339.3866436481476,671744,19.310383,0.0033967036,328,6.185652,0.841375395655632,1230.65414393,1585.85
673792,0.028173828,-0.0069418773,563,1343.0379002094269,673792,21.167997,0.002841758,329,6.1888223,0.8289469927549362,1198.5322181000001,1554.52
675840,0.033154298,-0.0042440156,531,1346.6756734848022,675840,22.079462,0.0032094251,330,6.1938205,0.8664673417806625,1195.56542921,1554.52
677888,0.027880859,-0.002096073,512,1350.527808189392,677888,17.14383,0.0026111945,331,6.193763,0.696008175611496,1195.77630892,1554.52
679936,0.028027344,-0.006518291,541,1354.5214385986328,679936,13.024493,0.0023799618,332,6.1948137,0.8855203539133072,1196.5141825599999,1554.52
681984,0.024804687,-0.0010387853,491,1358.3066000938416,681984,28.402334,0.0023475026,333,6.207225,0.8930282518267632,1186.4502745199998,1539.9
684032,0.036572266,-0.005503385,498,1362.4732253551483,684032,15.462359,0.0031784591,334,6.2221594,0.7787703424692154,1187.0192194899998,1539.9
686080,0.024365235,-0.00527625,532,1366.5780103206635,686080,9.573573,0.0024294676,335,6.2257385,0.9390154033899307,1172.3485587599998,1526.03
688128,0.050390624,-0.004348237,496,1370.4221827983856,688128,23.060268,0.004367701,336,6.222988,0.9134493470191956,1157.0849210299998,1511.71
690176,0.06362305,-0.0034077913,499,1374.5469043254852,690176,19.958025,0.0052822903,337,6.205443,0.8745187819004059,1163.01406408,1511.71
692224,0.019726563,-0.004016063,529,1378.650908946991,692224,11.77873,0.002442623,338,6.193492,0.9564720876514912,1172.75588681,1521.91
694272,0.023388673,-0.0007164703,476,1382.5161726474762,694272,20.158745,0.0023741622,339,6.1911874,0.8733243346214294,1188.5547797200002,1537.25
696320,0.046923827,-0.004064177,516,1386.8189306259155,696320,21.508919,0.004127897,340,6.179323,0.883572943508625,1188.35716467,1537.25
698368,0.019091796,-0.0029808006,536,1390.7810521125793,698368,25.04543,0.0020725816,341,6.1760206,0.7759890556335449,1175.9010288,1522.92
700416,0.05205078,-0.0020067869,472,1394.5965375900269,700416,19.20954,0.004632444,342,6.171096,0.880340039730072,1176.34184434,1522.92
702464,0.044042967,-0.004430413,473,1398.9352593421936,702464,20.352032,0.003777918,343,6.1681814,0.8735288381576538,1191.7319687800002,1538.66
704512,0.01689453,-0.0017709335,480,1403.2605109214783,704512,19.717,0.0023963791,344,6.175853,0.8666325807571411,1192.17472621,1538.66
706560,0.04399414,-0.0032125153,454,1407.5270161628723,706560,19.829615,0.003684401,345,6.169595,0.8855740875005722,1197.5032001000002,1538.66
708608,0.043408204,-0.0038701042,464,1412.0342855453491,708608,20.287651,0.0037115123,346,6.17056,0.8681471943855286,1212.8052991700001,1554.46
710656,0.051171876,-0.004597611,478,1416.445690870285,710656,19.465935,0.0042170906,347,6.161296,0.8690622001886368,1214.3713774799999,1554.46
712704,0.07314453,-0.005917481,523,1420.722401857376,712704,14.628278,0.0064070886,348,6.1592517,0.6987219750881195,1224.48385417,1570.18
714752,0.065136716,-0.0047519538,489,1424.6341166496277,714752,19.955658,0.0052314666,349,6.15517,0.8625510334968567,1224.52463706,1570.18
716800,0.05356445,-0.003975326,512,1428.8204329013824,716800,16.291744,0.0046313745,350,6.1516547,0.7250629365444183,1219.03980981,1570.18
718848,0.023535157,-0.001400743,462,1432.815863609314,718848,19.797653,0.0023704488,351,6.160779,0.8622602671384811,1225.42056955,1570.18
720896,0.01821289,-0.0009056396,447,1437.2428922653198,720896,20.09602,0.0021510674,352,6.166202,0.8775547742843628,1225.52605223,1570.18
722944,0.06577148,-0.0027503872,470,1441.8245935440063,722944,19.953808,0.0049575185,353,6.168084,0.8718947023153305,1225.8786069100001,1570.18
724992,0.043847658,-0.0023005202,451,1446.1774518489838,724992,20.028376,0.003456636,354,6.180915,0.8644175082445145,1240.7348738,1584.47
727040,0.023144532,-0.001577436,470,1450.7186949253082,727040,19.839375,0.0023707864,355,6.193994,0.8653375804424286,1255.8108631100001,1598.69
729088,0.012646484,-0.0036578577,493,1455.0723717212677,729088,27.81488,0.0012830115,356,6.2029786,0.8524097502231598,1232.6357942500001,1576.02
731136,0.026611328,-0.002465576,489,1459.2191894054413,731136,19.974525,0.0024860553,357,6.199748,0.8817476257681847,1232.38657167,1576.02
733184,0.020898437,-0.004489393,524,1463.4050245285034,733184,14.822543,0.0024769949,358,6.1978307,0.91759292781353,1239.39273271,1585.25
735232,0.038476564,-0.0028501959,507,1467.3083832263947,735232,20.162508,0.004787379,359,6.198844,0.8777293786406517,1239.86652374,1585.25
737280,0.050097656,-0.004796739,476,1471.3474032878876,737280,20.372646,0.004009201,360,6.2049503,0.8622123599052429,1252.36837805,1597.6
739328,0.021875,-0.0019349791,432,1475.64506149292,739328,20.086687,0.0020637277,361,6.221988,0.8621039390563965,1268.6502984600002,1613.32
741376,0.010791016,-0.0016843792,474,1480.3801922798157,741376,20.653172,0.0014060382,362,6.230987,0.8664656728506088,1268.41768281,1613.32
743424,0.013183594,-0.0015337864,513,1484.6991336345673,743424,20.924814,0.0015261888,363,6.2242155,0.8688404411077499,1267.8350929800001,1613.32
745472,0.022070313,-0.0036492862,466,1488.6895763874054,745472,9.409844,0.002514071,364,6.217212,0.9439417272806168,1253.10527989,1598.1
747520,0.016308594,-0.0028599375,460,1493.0824463367462,747520,25.182829,0.002009178,365,6.2183113,0.9074950888752937,1244.2935720899998,1582.64
749568,0.032080077,-0.0045924108,490,1497.5338339805603,749568,20.477465,0.0028738861,366,6.223285,0.8763121515512466,1245.32927803,1582.64
751616,0.023876954,-0.0039410205,453,1501.7068576812744,751616,21.51008,0.0024926309,367,6.2337866,0.8369797766208649,1244.8686496599998,1582.64
753664,0.035449218,-0.003108636,482,1506.2245960235596,753664,19.873024,0.0034095296,368,6.226016,0.8743655234575272,1241.13167311,1582.64
755712,0.07211914,-0.003978233,491,1510.4731147289276,755712,20.091066,0.005708258,369,6.2174788,0.8768160566687584,1241.0755186799997,1582.64
757760,0.0753418,-0.004580745,513,1514.644024848938,757760,19.798222,0.0060443785,370,6.225353,0.8755144029855728,1241.01756435,1582.64
759808,0.07280274,-0.0025821084,496,1518.6347517967224,759808,20.213444,0.005970988,371,6.242482,0.8663691133260727,1241.39618092,1582.64
761856,0.03261719,-0.0044163624,514,1522.7617478370667,761856,30.873753,0.0029535866,372,6.258507,0.8956242725253105,1224.9001013299999,1563.14
763904,0.013916016,-0.00088221504,458,1526.7446846961975,763904,19.83234,0.0014651472,373,6.2774434,0.8747512549161911,1225.1698171,1563.14
765952,0.03378906,-0.005310904,441,1531.207983970642,765952,25.205667,0.0030920277,374,6.302611,0.9067733734846115,1209.0691109399997,1547.36
768000,0.02631836,-0.0020219036,486,1535.8458275794983,768000,20.391912,0.0022518996,375,6.3123326,0.8643619418144226,1209.3821299499998,1547.36
770048,0.0296875,-0.0061736805,484,1540.058073759079,770048,22.261833,0.0025092405,376,6.3131933,0.8472100645303726,1222.2553699399998,1563.13
772096,0.032226562,-0.0073308847,478,1544.2873265743256,772096,10.753781,0.0045969468,377,6.312636,0.9425584375858307,1224.98934664,1566.2
774144,0.026367188,-0.003453746,489,1548.5660948753357,774144,20.043438,0.0026570014,378,6.314711,0.8772068992257118,1240.5494950799998,1581.59
776192,0.053759765,-0.0045689833,472,1552.7484142780304,776192,19.798471,0.0047635366,379,6.2991967,0.8606559336185455,1255.57460744,1597.2
778240,0.032568358,-0.0036939133,493,1557.0814394950867,778240,47.179054,0.0031519555,380,6.2876225,0.8571953773498535,1218.20547556,1555.37
