explained_variance,ep_len_mean,approxkl,clipfrac,serial_timesteps,ep_reward_mean,total_timesteps,n_updates,fps,value_loss,policy_entropy,time_elapsed,policy_loss
0.8756752014160156,908.475,0.0022931197,0.021679688,36864,652.3046630749999,36864,18,144,14.231949,4.794318,220.55051493644714,-0.003490538
0.8994831964373589,926.9512195121952,0.004140574,0.042529296,38912,658.7092892439024,38912,19,198,8.086326,4.7924404,234.72170209884644,-0.0060754507
0.9876917712390423,929.2142857142857,0.0048929024,0.049316406,40960,656.8626859999999,40960,20,208,2.3807955,4.808475,245.02726197242737,-0.0063303947
0.9651133790612221,952.5813953488372,0.0021232218,0.021630859,43008,681.903097744186,43008,21,189,4.4670286,4.815276,254.85344433784485,-0.0038199357
0.9677348770201206,977.5,0.004801317,0.055517577,45056,702.7012118181818,45056,22,187,3.9098148,4.7958803,265.6793987751007,-0.007010854
0.9410953000187874,1001.3111111111111,0.004026507,0.04536133,47104,725.2115972222222,47104,23,187,5.7954507,4.7771344,276.60122776031494,-0.0054123113
0.961206179112196,1024.0869565217392,0.0037167203,0.037890624,49152,743.6105511304348,49152,24,188,4.439847,4.784042,287.51546597480774,-0.0056160567
0.9663639701902866,1045.8936170212767,0.0019791755,0.017578125,51200,763.3754072553193,51200,25,188,4.0529013,4.7852144,298.3817434310913,-0.0030630813
0.9726695418357849,1066.7916666666667,0.00751004,0.06899414,53248,782.3999877916667,53248,26,186,2.8279395,4.764729,309.2381479740143,-0.0040842625
0.9738006424158812,1086.8367346938776,0.0027225374,0.027294923,55296,804.1490991632653,55296,27,187,3.0580633,4.749172,320.2048125267029,-0.0043483083
0.9622470028698444,1105.94,0.005969663,0.07104492,57344,822.18388672,57344,28,189,2.6737523,4.7395835,331.10605812072754,-0.00762671
0.9729157611727715,1124.4117647058824,0.003298543,0.037109375,59392,842.7061466078432,59392,29,189,3.3968894,4.727045,341.8902471065521,-0.006276398
0.964858952909708,1142.173076923077,0.004953589,0.05024414,61440,859.6870380192308,61440,30,184,2.5840864,4.70629,352.6720666885376,-0.0045481385
0.9649836234748363,1159.2641509433963,0.004350344,0.041259766,63488,879.182598773585,63488,31,189,2.5493102,4.6615696,363.7433397769928,-0.0035039498
0.9707868359982967,1175.7407407407406,0.0018808946,0.014355469,65536,898.074066851852,65536,32,195,3.1484797,4.631522,374.5653307437897,-0.0031537968
0.9732526857405901,1191.581818181818,0.0027210726,0.025683593,67584,914.7546910545456,67584,33,185,3.0885062,4.627678,385.0181133747101,-0.0030289744
0.9661713279783726,1206.892857142857,0.004103142,0.043408204,69632,928.5212681428571,69632,34,187,2.6343904,4.624171,396.0811700820923,-0.006733035
0.9650487266480923,1221.6666666666667,0.002979484,0.026611328,71680,945.1473684210525,71680,35,188,2.5457435,4.602356,406.997841835022,-0.004589201
0.965073712170124,1235.9310344827586,0.0033854167,0.020751953,73728,961.6141871034481,73728,36,192,2.8761287,4.585784,417.86445689201355,-0.0027521872
0.9668240398168564,1249.7118644067796,0.0041348124,0.044873048,75776,977.3683891694915,75776,37,187,2.640421,4.5688853,428.4836435317993,-0.0053001586
