explained_variance,ep_len_mean,approxkl,clipfrac,serial_timesteps,ep_reward_mean,total_timesteps,n_updates,fps,value_loss,policy_entropy,time_elapsed,policy_loss
0.9682922028005123,1699.84,0.068647474,0.08046875,350208,1377.4028905999999,350208,171,195,2.6171594,3.5893776,1896.993769645691,-0.0057580853
0.9602175317704678,1699.83,0.008946648,0.06591797,352256,1376.9669198999995,352256,172,192,2.5003471,3.560782,1907.4719116687775,-0.006774192
0.9628398306667805,1699.85,0.0057287263,0.057861328,354304,1376.9706952899996,354304,173,188,2.5472097,3.5209286,1918.1098411083221,-0.0016068805
0.7288146018981934,1716.61,0.007244093,0.09013672,356352,1394.2026679399996,356352,174,198,10.970011,3.4967084,1928.9981818199158,-0.0057378393
0.9770979881286621,1720.33,0.006848132,0.063085936,358400,1391.7354277,358400,175,200,1.5226358,3.4788487,1939.319953918457,-0.0026044056
0.9637965336441994,1720.34,0.005841081,0.06484375,360448,1391.7884257499995,360448,176,187,2.4112518,3.459786,1949.5525324344635,-0.0019032368
0.96713762357831,1720.34,0.006443291,0.07163086,362496,1398.4857870799997,362496,177,189,2.3213792,3.43308,1960.478015422821,-0.0018813558
0.9615545719861984,1720.32,0.008293511,0.099365234,364544,1405.0387694999997,364544,178,200,2.3799994,3.4005775,1971.2936418056488,-0.0037780586
0.9602026008069515,1720.31,0.008574846,0.10463867,366592,1405.39694919,366592,179,200,2.3953629,3.3850243,1981.495197057724,-0.00512435
0.9630424864590168,1720.32,0.007553628,0.075927734,368640,1405.46138083,368640,180,203,2.397592,3.3643126,1991.7275974750519,-0.010401694
0.9626792892813683,1720.32,0.0059371097,0.06601562,370688,1405.4674823999999,370688,181,187,2.3371646,3.3422801,2001.8126130104065,-0.0056242994
0.9593637250363827,1720.3,0.0057510636,0.059326172,372736,1405.4875956800001,372736,182,202,2.3561177,3.3144386,2012.7315616607666,-0.0033497687
0.8496930152177811,1720.33,0.005489962,0.06694336,374784,1406.4396679399997,374784,183,194,9.844657,3.299564,2022.8677968978882,-0.0005977106
0.9690238982439041,1720.33,0.009042444,0.09331055,376832,1400.43493162,376832,184,202,2.007895,3.2792478,2033.4188725948334,-0.008894744
0.9615864157676697,1720.33,0.0098254625,0.09682617,378880,1400.4254062299997,378880,185,197,2.3284104,3.2445552,2043.5167164802551,-0.0052700248
0.9646071493625641,1720.33,0.0071877637,0.07607422,380928,1406.9161093599996,380928,186,204,2.3353412,3.2201908,2053.871686220169,-0.0088239545
0.9521363042294979,1720.32,0.007850948,0.08500977,382976,1406.9694140499996,382976,187,199,2.437269,3.2097232,2063.868541955948,-0.004020678
0.9580906741321087,1720.33,0.008160686,0.08242188,385024,1406.90816991,385024,188,198,2.3523834,3.2007613,2074.1437232494354,-0.006257139
0.9616807661950588,1720.34,0.014310643,0.10112305,387072,1406.91475976,387072,189,193,2.3108487,3.196364,2084.4739575386047,-0.011292441
0.8598642796278,1720.31,0.0110541275,0.10820313,389120,1409.1012011599998,389120,190,194,7.171302,3.199139,2095.048592567444,-0.003967591
0.9677715823054314,1720.31,0.07235306,0.10136719,391168,1407.4591972499998,391168,191,197,2.133042,3.2136784,2105.599110364914,-0.011184967
0.6286363005638123,1720.29,0.005036404,0.05703125,393216,1407.0991894400001,393216,192,203,6.16527,3.2297516,2115.970023393631,-0.00032437037
0.970637196674943,1720.29,0.006957577,0.07895508,395264,1401.85931835,395264,193,199,1.6835368,3.2330203,2126.0351967811584,-0.006327438
0.9619758240878582,1733.2,0.0054182084,0.059570312,397312,1416.3907519399997,397312,194,196,2.3024445,3.225642,2136.2782185077667,-0.0027603926
0.9538898430764675,1740.8,0.017594922,0.11420898,399360,1424.2958808399999,399360,195,199,2.3333423,3.2206872,2146.6908011436462,-0.008472764
0.9566869996488094,1740.8,0.0073983306,0.080322266,401408,1424.3305058499996,401408,196,201,2.3462996,3.2245746,2156.9830961227417,-0.010012932
0.6862262785434723,1740.8,0.008338457,0.10117187,403456,1424.70950585,403456,197,203,4.791776,3.2303956,2167.1546380519867,-0.0029093153
0.9664625599980354,1740.81,0.00837273,0.087646484,405504,1418.8796835799994,405504,198,206,2.0601544,3.2357497,2177.2075402736664,-0.007806593
