clipfrac,policy_loss,value_loss,total_timesteps,policy_entropy,n_updates,explained_variance,fps,time_elapsed,serial_timesteps,approxkl,ep_reward_mean,ep_len_mean
0.024365235,-0.005289724,0.13230847,2048,5.5220366,1,0.9615916721522808,334,2.384185791015625e-06,2048,0.0026714439,,
0.0234375,-0.002725881,2.2192144,4096,5.523696,2,0.26828277111053467,344,6.130281686782837,4096,0.0020602283,2008.949064,2049.0
0.04067383,-0.0043323846,4.1620917,6144,5.521711,3,0.09659898281097412,331,12.071122407913208,6144,0.0033611872,2010.5319935,2049.0
0.03779297,-0.004111017,5.9908195,8192,5.522946,4,0.07243597507476807,326,18.251587867736816,8192,0.0032908276,2013.3900863333336,2049.0
0.044287108,-0.005819663,7.500131,10240,5.508896,5,0.09272581338882446,315,24.533587217330933,10240,0.0039368584,2015.9571652500001,2049.0
0.0765625,-0.0071584685,9.1106615,12288,5.484417,6,0.02881145477294922,309,31.02342462539673,12288,0.005559886,2018.4449792,2049.0
0.14077148,-0.013386736,10.508216,14336,5.463451,7,0.01278388500213623,447,37.635698318481445,14336,0.010660691,2020.7093578333333,2049.0
0.016162109,-0.0008796976,11.7543125,16384,5.455781,8,0.005001246929168701,475,42.21312642097473,16384,0.001881128,2023.6630098571427,2049.0
0.06171875,-0.005700554,12.818889,18432,5.445937,9,0.00040018558502197266,456,46.52222943305969,18432,0.0047957045,2026.0671916249999,2049.0
0.014941406,-0.00016482532,13.658954,20480,5.433448,10,-0.0026372671127319336,473,51.00999331474304,20480,0.0017978007,2027.9473566666666,2049.0
0.03261719,-0.002463182,14.3517685,22528,5.415436,11,0.007886230945587158,410,55.3379271030426,22528,0.0029427377,2029.0110815,2049.0
0.021044921,-0.0019280618,15.155207,24576,5.396926,12,-0.004820823669433594,455,60.32386088371277,24576,0.0021077483,2030.1470212727274,2049.0
0.039013673,-0.00080381084,15.659142,26624,5.394964,13,0.00812751054763794,376,64.82386422157288,26624,0.003277349,2030.8238458333335,2049.0
0.0125488285,-0.0017926669,22.785547,28672,5.408787,14,0.6407565474510193,328,70.26183485984802,28672,0.0013088721,1888.4402532857143,1904.642857142857
0.0108886715,-0.0009859136,19.966633,30720,5.403915,15,0.021419048309326172,324,76.49002575874329,30720,0.0015630161,1898.2417432666666,1914.2666666666667
0.028710937,-0.0013553479,20.32396,32768,5.388026,16,-0.007280588150024414,336,82.80514907836914,32768,0.00256943,1907.3289234375,1922.6875
