clipfrac,explained_variance,serial_timesteps,fps,total_timesteps,policy_loss,approxkl,ep_reward_mean,time_elapsed,ep_len_mean,value_loss,n_updates,policy_entropy
0.056005858,-0.3283052444458008,2048,471,2048,-0.006006377,0.0045598303,134.35682466666665,2.1457672119140625e-06,673.0,4.916575,1,1.4202737
0.04511719,-0.11874938011169434,4096,498,4096,-0.0031345196,0.004066443,102.05795528571427,4.3407042026519775,500.14285714285717,5.319423,2,1.4279459
0.048876952,0.08079636096954346,6144,512,6144,-0.003757241,0.0041244687,81.83937014285713,8.453210353851318,407.5,3.906589,3,1.4389882
0.031347655,-0.016930818557739258,8192,486,8192,-0.0028916702,0.0029078356,67.735933125,12.449629306793213,339.0,3.6706505,4,1.4572611
0.035498045,0.429959237575531,10240,548,10240,-0.004302499,0.0034031614,65.73674116666668,16.66082239151001,332.0,3.4171963,5,1.4732368
0.0296875,0.5236181616783142,12288,506,12288,-0.0024805334,0.0032275778,64.96935843243243,20.39577031135559,329.7837837837838,3.2426991,6,1.4706051
0.066503905,0.6544809639453888,14336,532,14336,-0.0043875286,0.005006796,61.070137239130425,24.440976858139038,310.0217391304348,2.7042987,7,1.461417
0.038720705,0.6890755295753479,16384,528,16384,-0.004568546,0.003474061,58.580675727272734,28.289961576461792,297.25454545454545,2.5675476,8,1.465356
0.070410155,0.7936529964208603,18432,543,18432,-0.0046120333,0.0054959273,57.50244639682539,32.162899017333984,291.6825396825397,2.1739047,9,1.4712198
0.012988281,0.8670779764652252,20480,519,20480,-0.0013371066,0.002090737,56.25821556338029,35.93095564842224,286.98591549295776,1.5332245,10,1.4715598
0.089697264,0.9184731692075729,22528,481,22528,-0.007041926,0.0067478293,56.12369411538462,39.870728492736816,288.37179487179486,1.320817,11,1.4755162
0.052978516,0.9264547601342201,24576,468,24576,-0.0033680233,0.0043113185,56.66309790243903,44.123722314834595,294.4878048780488,1.160335,12,1.4832344
0.041064452,0.9456133097410202,26624,479,26624,-0.0038601595,0.0040088855,58.79073377647058,48.492165088653564,310.2823529411765,1.06666,13,1.4631501
0.050585937,0.9400872252881527,28672,462,28672,-0.0058301818,0.0045506246,59.49651690804597,52.76632213592529,315.8735632183908,1.0055537,14,1.4515855
0.03100586,0.8887642100453377,30720,383,30720,-0.0012645416,0.0032719006,62.2609729090909,57.19407820701599,335.5681818181818,1.2311137,15,1.4570557
0.011865234,0.847779780626297,32768,406,32768,0.0003358825,0.0017766379,65.07969189887639,62.539058208465576,354.82022471910113,1.133417,16,1.4629964
0.054833986,0.9085467457771301,34816,397,34816,-0.005960379,0.0046095243,67.24735795555554,67.57918667793274,369.23333333333335,0.9676374,17,1.4685881
0.049609374,0.8974186852574348,36864,390,36864,-0.0012664171,0.004402627,69.94994815384614,72.72739911079407,387.6923076923077,0.66917425,18,1.4866863
0.04824219,0.8832150176167488,38912,384,38912,-0.0024888054,0.0043231463,72.65775889130433,77.97509574890137,405.75,0.6390882,19,1.502107
0.049462892,0.9166028425097466,40960,402,40960,-0.0024359603,0.0041823,75.2839967204301,83.29975628852844,423.4193548387097,0.43476495,20,1.5142982
0.031201173,0.7084605097770691,43008,383,43008,-0.0012168873,0.0031826973,78.03452181914892,88.39473533630371,440.71276595744683,0.5805844,21,1.5235709
0.03359375,0.6780363023281097,45056,402,45056,-0.002918278,0.0031293146,80.93508118947368,93.74225687980652,457.6421052631579,0.4880821,22,1.5260177
0.04506836,0.672836035490036,47104,432,47104,-0.0026688285,0.0039257617,83.83958966666665,98.82599997520447,474.21875,0.5521782,23,1.5244765
0.09536133,0.5867227911949158,49152,413,49152,-0.0031106488,0.0069399336,86.93201319587628,103.56226801872253,490.45360824742266,0.5477584,24,1.5138323
0.029150391,0.4644942879676819,51200,424,51200,-0.00089280884,0.003100281,89.96732764285714,108.5155508518219,506.35714285714283,0.66269094,25,1.5158406
0.04458008,0.25499552488327026,53248,409,53248,-0.0012159401,0.004015683,93.27356940404039,113.35244417190552,521.939393939394,0.64874554,26,1.5142877
0.03666992,0.24428999423980713,55296,420,55296,-0.0014994227,0.0035745483,96.51097965999999,118.35765075683594,537.21,0.6502087,27,1.5164108
0.026904296,0.07432693243026733,57344,423,57344,-0.00024135639,0.0028724014,100.07161817000001,123.23388147354126,553.81,0.7278086,28,1.5145314
0.052978516,0.07879233360290527,59392,422,59392,-0.0031390418,0.0042112977,102.42813123,128.0695812702179,564.44,0.7236684,29,1.5137347
0.07451172,0.236247718334198,61440,430,61440,-0.0035384253,0.0061188685,105.44545209000002,132.9125096797943,578.49,0.69675046,30,1.5149224
0.094335936,0.0745055079460144,63488,439,63488,-0.0023704262,0.0069208383,109.01830382,137.669184923172,594.82,0.82970476,31,1.5194457
0.050683595,0.1487751007080078,65536,436,65536,-0.0017815133,0.0043178117,112.03074231999999,142.32691478729248,608.4,0.8064996,32,1.5306424
0.06411133,-0.027101874351501465,67584,431,67584,-0.0012908692,0.0055397367,116.42564073999998,147.01946997642517,626.99,0.9566342,33,1.5310723
0.06357422,0.021710693836212158,69632,401,69632,-0.0010785356,0.005198227,120.93817145999999,151.7667818069458,645.63,1.0263351,34,1.5386598
0.06225586,-0.02490866184234619,71680,423,71680,-0.0023438798,0.005176955,124.51100268999998,156.86794877052307,659.07,1.0416197,35,1.5524762
0.07998047,0.04569512605667114,73728,423,73728,-0.0024940355,0.006030876,128.83773469,161.70588374137878,674.88,1.0352119,36,1.5596662
0.047607422,0.04405611753463745,75776,424,75776,-0.0011121973,0.004259254,133.54727323,166.54181814193726,693.46,1.00049,37,1.5675008
0.07426758,0.023859858512878418,77824,433,77824,-0.003315694,0.0058743153,138.18563399,171.371732711792,712.04,1.0622573,38,1.5733759
0.035791017,-0.0364910364151001,79872,416,79872,-0.0007606806,0.003481429,142.74161627,176.09388375282288,730.89,1.1048825,39,1.5637524
0.026416015,0.027337610721588135,81920,437,81920,0.000481458,0.002755052,147.61805034,181.0176339149475,749.95,1.131807,40,1.5622909
0.024365235,0.03420621156692505,83968,436,83968,0.00032121476,0.0026927625,152.12189926000002,185.69512057304382,767.02,1.0661205,41,1.5680946
0.027050782,0.013199925422668457,86016,443,86016,-0.0015696737,0.0026301309,156.44565817999998,190.3844027519226,783.04,1.1021602,42,1.5788208
0.018066406,0.06713813543319702,88064,390,88064,-0.0008749243,0.002041207,161.34217412,195.0009982585907,801.34,1.0444144,43,1.5886753
0.056347657,0.11177557706832886,90112,340,90112,-0.0044468218,0.0045402525,165.97188574,200.24859356880188,818.65,1.1799996,44,1.5844465
0.024560547,0.13431048393249512,92160,416,92160,-0.001200894,0.0026788185,170.71939416,206.26715183258057,835.72,1.2022483,45,1.5838892
0.03984375,0.03327244520187378,94208,366,94208,-0.0014041935,0.0039554266,175.78613457,211.18260502815247,854.69,1.2127188,46,1.5920966
0.007861328,-0.026809215545654297,96256,398,96256,0.00022360442,0.0012722942,180.89422949999997,216.76896858215332,873.85,1.5216212,47,1.5904233
0.045556642,0.08892720937728882,98304,396,98304,-0.0022230092,0.0042949086,186.52882394,221.9038712978363,890.96,1.4416211,48,1.5873997
0.021826172,0.046573102474212646,100352,385,100352,-0.0013768522,0.00305997,191.98117967,227.07220768928528,910.06,3.5562482,49,1.5797868
0.02841797,0.0734248161315918,102400,382,102400,-0.0030939698,0.003168603,199.72093857999997,232.38989734649658,928.29,5.4280577,50,1.578299
0.03334961,0.02435481548309326,104448,346,104448,-0.0043186643,0.0031833448,207.57406370999996,237.74423050880432,947.61,2.5748374,51,1.5747385
0.035498045,0.03753608465194702,106496,362,106496,-0.00023396085,0.003507594,213.77153775,243.65442562103271,966.57,1.7929043,52,1.5710998
0.021923829,0.10360604524612427,108544,351,108544,-0.0006659444,0.0030000885,219.31390086,249.30968642234802,985.2,1.7497451,53,1.5700921
0.037744142,0.11156469583511353,110592,333,110592,-0.001558008,0.0035544299,225.55537243999999,255.130756855011,1002.86,2.1944683,54,1.5675795
0.031884767,0.13698327541351318,112640,357,112640,-0.002124442,0.002958604,231.46887628000002,261.2731771469116,1018.27,2.987337,55,1.5657462
0.027685547,0.05399197340011597,114688,382,114688,-0.0011851243,0.0029058286,238.24175843,267.0015709400177,1034.13,3.1950593,56,1.554972
0.038720705,0.09302937984466553,116736,335,116736,-0.0029813848,0.0037281732,248.57083986,272.3632390499115,1058.63,4.4546747,57,1.5502355
0.040039062,0.24930673837661743,118784,317,118784,-0.0036991138,0.0036953818,253.85068025,278.4657373428345,1071.69,3.03869,58,1.5448487
0.036328126,0.26543933153152466,120832,396,120832,-0.0026138895,0.0035515144,255.3458438,284.92182540893555,1076.24,5.3620806,59,1.5385759
0.031396486,0.249403715133667,122880,339,122880,-0.0017660055,0.0034742057,266.44680308000005,290.08934473991394,1102.08,3.7815998,60,1.5343285
0.024169922,0.3073830008506775,124928,385,124928,-0.002895565,0.0028193835,275.22901084,296.127968788147,1120.96,5.561178,61,1.5285466
0.038867187,0.36451154947280884,126976,379,126976,-0.0041830717,0.0038332194,282.77547954999994,301.43672013282776,1137.76,4.2011175,62,1.5253785
0.026708985,0.3850492835044861,129024,397,129024,-0.0030282927,0.0032784212,294.54298967999995,306.8287363052368,1164.0,7.1837664,63,1.5102578
0.02841797,0.4315778613090515,131072,414,131072,-0.0030524775,0.0031910718,303.27289232,311.9783630371094,1183.12,5.6885557,64,1.4945781
0.06728516,0.504158079624176,133120,402,133120,-0.005153959,0.005628843,311.03245248999997,316.9239401817322,1199.85,5.247733,65,1.4906403
0.011621093,0.3826074004173279,135168,404,135168,-0.0010757056,0.0020375457,319.50188149,322.0097749233246,1217.76,5.183461,66,1.4862351
0.035839844,0.4480554461479187,137216,423,137216,-0.0026628827,0.0034058806,327.44302448999997,327.0725016593933,1232.84,4.8832736,67,1.4830625
0.025244141,0.5201010406017303,139264,412,139264,-0.0039183265,0.0027129306,334.42710352,331.91246247291565,1247.69,4.123417,68,1.4767945
0.035546876,0.4080721139907837,141312,396,141312,-0.002231918,0.0034215283,343.94793551,336.8757176399231,1269.85,5.1667323,69,1.4843833
0.012451172,0.45756328105926514,143360,421,143360,-0.00069910334,0.0015260415,347.37726108999993,342.03944063186646,1277.16,4.5985007,70,1.4904058
0.036376953,0.41222989559173584,145408,404,145408,-0.0017290364,0.0037723326,356.89293516,346.89816641807556,1296.19,5.8701153,71,1.4814384
0.021289062,0.4338085651397705,147456,407,147456,0.00014732855,0.0025347616,363.42174009999997,351.9597165584564,1309.67,4.4608793,72,1.4738058
0.039208986,0.4114079475402832,149504,407,149504,-0.0042908564,0.003599471,374.9982656,356.99100494384766,1332.63,5.477416,73,1.4781638
0.01875,0.3452078700065613,151552,398,151552,-0.001756728,0.0021900558,384.38916309000007,362.0112223625183,1350.59,6.4403014,74,1.4876797
0.04536133,0.4716169834136963,153600,441,153600,-0.0017980614,0.003968735,391.6561193900001,367.15301036834717,1365.06,5.934011,75,1.5061209
0.031591795,0.3582995533943176,155648,423,155648,-0.00076951034,0.0030102874,401.0848861700001,371.7927966117859,1382.63,5.330491,76,1.5260946
0.026220703,0.4383947253227234,157696,417,157696,-0.0011294207,0.0026068918,410.68703768000006,376.6320962905884,1401.37,4.814474,77,1.537276
0.010791016,0.49925696849823,159744,413,159744,-0.0007052406,0.0016688695,419.51721598999995,381.53788447380066,1418.45,4.384738,78,1.552467
0.031152343,0.43557071685791016,161792,428,161792,-0.0036571599,0.0035059839,428.6735268,386.488831281662,1436.54,5.7006006,79,1.5534992
0.019189453,0.39812707901000977,163840,423,163840,-0.0021901112,0.002208723,442.86385081000003,391.27057123184204,1461.96,8.299652,80,1.5519601
0.025195312,0.31731778383255005,165888,408,165888,-0.0012058743,0.0026813208,451.68097622999994,396.1038246154785,1480.59,4.6953573,81,1.5493963
0.03461914,0.3674326539039612,167936,427,167936,-0.0017864536,0.0035250417,460.0079803,401.1121230125427,1495.15,7.465966,82,1.5476216
0.04902344,0.5153248906135559,169984,413,169984,-0.0055322396,0.004284808,469.45220773999995,405.9027087688446,1513.43,4.7476444,83,1.5466709
0.021191407,0.41669797897338867,172032,355,172032,-0.00042973994,0.0023843925,478.85254018,410.86020159721375,1532.24,4.8125668,84,1.5491115
0.03305664,0.3672040104866028,174080,412,174080,-0.0023646485,0.0032921564,488.51575878999995,416.62392258644104,1549.08,6.1001134,85,1.551844
0.06977539,0.4119146466255188,176128,401,176128,-0.004313787,0.0057302155,497.37850249,421.5853295326233,1566.6,4.057983,86,1.5432674
0.064453125,0.3801000118255615,178176,409,178176,-0.003011629,0.0052730134,507.17580006,426.68061089515686,1584.9,5.632277,87,1.5326976
0.07099609,0.4364207983016968,180224,427,180224,-0.006574177,0.0057878713,511.95702092,431.6859300136566,1592.65,7.810608,88,1.5336268
0.035205077,0.45292967557907104,182272,397,182272,-0.002568998,0.0033617343,519.6299227100001,436.482088804245,1605.34,5.1709585,89,1.5413077
0.036572266,0.5147345662117004,184320,421,184320,-0.0034766577,0.0036375602,531.40704518,441.6348223686218,1627.43,7.323844,90,1.5377156
0.042675782,0.44121819734573364,186368,415,186368,-0.003386826,0.003601754,544.39764672,446.4995596408844,1648.41,6.975816,91,1.5441402
0.025390625,0.441181480884552,188416,426,188416,-0.0012959319,0.0025226374,553.09673484,451.42998027801514,1663.46,6.978874,92,1.5573108
0.040722657,0.4594070315361023,190464,413,190464,-0.0022328612,0.003758877,562.4180514,456.2322669029236,1681.45,4.1755304,93,1.5613061
0.024267578,0.43146413564682007,192512,432,192512,-0.0008443108,0.0026805305,571.90034527,461.18950748443604,1699.29,4.482586,94,1.5556734
0.046240233,0.5660362839698792,194560,425,194560,-0.0033174455,0.004241271,573.5134298600001,465.92810106277466,1700.14,4.1986237,95,1.5507531
0.03227539,0.2956165075302124,196608,415,196608,-0.0016268771,0.0030909886,585.24816622,470.74676060676575,1710.67,12.981644,96,1.5521997
0.034375,0.6296015381813049,198656,408,198656,-0.0028672763,0.0034182514,587.17630702,475.6706483364105,1710.64,3.025532,97,1.5525682
0.055615235,0.4614296555519104,200704,412,200704,-0.005682761,0.0047742687,596.00695614,480.6897404193878,1724.06,5.3621817,98,1.5477581
0.043603517,0.4292164444923401,202752,406,202752,-0.0034961756,0.0037585632,604.494559,485.6608440876007,1720.57,10.196146,99,1.5481699
0.032177735,0.4343336820602417,204800,390,204800,-0.00014909574,0.002984843,613.6646780599999,490.6949052810669,1713.2,8.041176,100,1.5498079
0.030712891,0.6227161288261414,206848,402,206848,-0.0021914546,0.0029153412,615.60321181,495.94042587280273,1703.69,2.9160051,101,1.5474697
0.054003906,0.5026227235794067,208896,422,208896,-0.0048592975,0.0048021306,622.2079631,501.02412366867065,1693.7,6.1415234,102,1.5448797
0.046142578,0.4575453996658325,210944,424,210944,-0.0031778477,0.004047648,621.00700204,505.87462306022644,1652.08,10.668066,103,1.542299
0.019042969,0.4547402858734131,212992,424,212992,-0.001931423,0.0022666738,601.18085429,510.70389199256897,1530.65,18.083042,104,1.5393374
0.01977539,0.547717273235321,215040,429,215040,-0.0005961782,0.002305112,590.3959872199999,515.5307514667511,1467.17,10.483764,105,1.5330535
0.058300782,0.5169093310832977,217088,431,217088,-0.0010101695,0.0049702334,595.7646029,520.2994425296783,1467.17,5.264223,106,1.5261527
0.052441407,0.5931064188480377,219136,440,219136,-0.0038698022,0.004373586,585.35678028,525.0448186397552,1417.26,9.546419,107,1.5342441
0.04477539,0.5082873702049255,221184,432,221184,-0.0039612935,0.0037978746,582.71175621,529.6908130645752,1380.53,11.576633,108,1.553828
0.038378906,0.5471705794334412,223232,457,223232,-0.0032793365,0.003253353,579.30382676,534.4227492809296,1344.66,9.641197,109,1.5604758
0.039404295,0.601594477891922,225280,445,225280,-0.0003114118,0.0032979853,567.1530945500001,538.9017341136932,1284.97,12.17609,110,1.5653317
0.07075195,0.6103227436542511,227328,437,227328,-0.0044546626,0.0059951697,558.65625092,543.4970428943634,1255.36,8.565212,111,1.5745869
0.0737793,0.4886541962623596,229376,443,229376,-0.0059884647,0.005743473,545.22999784,548.1791989803314,1199.87,17.14957,112,1.5822145
0.042578124,0.5091254413127899,231424,443,231424,-0.00022973609,0.0037455421,529.15218339,552.7978973388672,1146.42,14.859152,113,1.5977175
0.024023438,0.5270541608333588,233472,446,233472,-0.0013134488,0.0024990463,518.8710529100001,557.4151310920715,1112.98,14.779394,114,1.6116005
0.033251952,0.5979032516479492,235520,438,235520,-0.0029153589,0.0031224021,490.0221354600001,562.0026433467865,1042.04,13.902136,115,1.6185515
0.054345705,0.6746976971626282,237568,433,237568,-0.0018911215,0.0044435523,474.16088591,566.6768643856049,1002.57,9.197211,116,1.628813
0.06518555,0.6682891547679901,239616,430,239616,-0.0035076644,0.005658514,466.10159057000004,571.3998372554779,980.08,8.774821,117,1.6316261
0.041015625,0.478135347366333,241664,436,241664,-0.0013780515,0.0036027886,454.41522965,576.1619591712952,952.17,12.258257,118,1.6297277
0.046923827,0.6598563194274902,243712,437,243712,-0.0046946974,0.0041083745,444.2444305000001,580.8501296043396,927.95,7.6914697,119,1.635371
0.061865233,0.5779496431350708,245760,463,245760,0.00041017332,0.0056769727,417.86345451,585.5368371009827,872.02,15.561826,120,1.6511635
0.059765626,0.8220416605472565,247808,431,247808,-0.0025628672,0.004954478,418.63779638,589.9583246707916,871.46,2.7930796,121,1.6665996
0.054052733,0.7629124522209167,249856,436,249856,-0.0035213325,0.0047740866,413.68300813,594.700877904892,860.67,6.381814,122,1.6845127
0.050732423,0.6211437880992889,251904,434,251904,-0.0050808648,0.00432806,406.26591255000005,599.3980891704559,844.04,8.176886,123,1.7100967
0.061035156,0.7536094635725021,253952,422,253952,-0.00095362624,0.005117631,394.44207783999997,604.1148118972778,817.57,7.860298,124,1.7234685
0.05292969,0.6756163239479065,256000,443,256000,-0.0025440447,0.00434034,383.62170876,608.9666256904602,794.47,7.142202,125,1.7258555
0.03984375,0.6408185660839081,258048,450,258048,-0.0062963543,0.0037783408,379.35103323,613.5845878124237,786.29,9.748022,126,1.7306736
0.062451173,0.7320267856121063,260096,427,260096,-0.0016575136,0.005455342,377.79855732,618.130117893219,782.85,5.001955,127,1.7311089
0.06225586,0.6037935316562653,262144,432,262144,-0.0025660265,0.0049745166,379.5134827199999,622.9268581867218,786.35,4.9635615,128,1.7339483
0.045410156,0.6647810935974121,264192,438,264192,-0.0049097016,0.0040436005,386.10285014999994,627.6590716838837,798.46,6.1061006,129,1.7422031
0.06113281,0.6262343227863312,266240,408,266240,-0.0029726964,0.0051527787,384.35727562,632.3285675048828,793.84,8.681057,130,1.7422416
0.044873048,0.6191739439964294,268288,427,268288,-0.0014075156,0.0037716187,375.3040366499999,637.3478915691376,774.18,12.464063,131,1.7474781
0.044140626,0.7558791637420654,270336,421,270336,-0.0030122665,0.0038662169,370.04848071,642.1404247283936,762.25,8.002962,132,1.7569466
0.06367187,0.6104400455951691,272384,424,272384,-0.0049135564,0.005226391,369.9972808600001,646.9995820522308,760.88,13.768433,133,1.7675226
0.045458984,0.7870785742998123,274432,426,274432,-0.0020363634,0.0039231535,370.18320545,651.8255100250244,760.66,3.8173509,134,1.7773699
0.06171875,0.46542710065841675,276480,415,276480,-0.00326887,0.0052346503,370.33112207,656.6286044120789,760.66,6.2115335,135,1.7806568
0.13422851,0.5865551829338074,278528,411,278528,-0.0058159726,0.010430805,369.14001891,661.557920217514,760.66,3.9296494,136,1.7761118
0.0340332,0.6180845201015472,280576,419,280576,-0.0018697673,0.0033013944,373.78055638999996,666.5404462814331,768.65,14.110547,137,1.7715876
0.0440918,0.7897227108478546,282624,444,282624,-0.0019324251,0.00402024,372.5182986599999,671.424031496048,764.46,7.134196,138,1.7700703
0.057958983,0.8052885234355927,284672,421,284672,-0.0047027897,0.005213739,370.38127639,676.0329203605652,754.11,7.8167353,139,1.7738497
0.043408204,0.7237769067287445,286720,425,286720,-0.0018152542,0.003829735,381.79064906,680.8977754116058,772.07,7.4061117,140,1.7728316
0.076220706,0.67775559425354,288768,408,288768,-0.0030732886,0.00610049,393.25418207,685.7136051654816,789.78,8.974024,141,1.7794478
0.041503906,0.5860266983509064,290816,429,290816,-0.0015547462,0.0038013346,392.86059834,690.7256631851196,787.7,16.526815,142,1.786515
0.04448242,0.680215060710907,292864,420,292864,-0.0036624905,0.0038775646,397.89808883,695.4986448287964,796.48,10.108635,143,1.787858
0.09643555,0.7254504561424255,294912,455,294912,-0.0078382585,0.008680478,401.05209025000005,700.3654408454895,801.55,6.890508,144,1.7694489
0.04902344,0.6499541699886322,296960,427,296960,-0.0028322772,0.0043294053,419.4757018400001,704.8575670719147,830.85,15.128319,145,1.7527945
0.078710936,0.8346309065818787,299008,423,299008,-0.0019622333,0.0065158,424.0945666800001,709.6450436115265,837.19,6.045463,146,1.7490364
0.0625,0.8262847065925598,301056,433,301056,-0.0023576345,0.0053148856,432.4156216200001,714.4790635108948,849.16,6.0758467,147,1.7536774
0.05756836,0.7360627055168152,303104,439,303104,-0.001951692,0.0048995106,434.54811808000005,719.2021536827087,849.16,7.014801,148,1.7687813
0.0734375,0.7748586684465408,305152,422,305152,-0.0017968513,0.0065308786,446.51251603000003,723.860778093338,866.91,8.853965,149,1.7920964
0.057177734,0.7083207368850708,307200,437,307200,-0.0014826257,0.0046947254,462.65088865999996,728.7110905647278,891.41,12.44025,150,1.8181858
0.026464844,0.7805283963680267,309248,428,309248,-0.00061507133,0.002886566,463.70190085,733.3992719650269,891.63,6.929442,151,1.8240032
0.096142575,0.5236558616161346,311296,423,311296,-0.008564724,0.0074826004,472.128867,738.1780652999878,909.34,7.3767724,152,1.8302863
