serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.0505376,120.11668633333333,-0.0021122938,0.0029162974,664.6666666666666,2048,1,2.384185791015625e-06,0.027636718,1.4240334,547,-0.25799238681793213
4096,4.045056,108.6138148,-0.003240871,0.002688509,616.2,4096,2,3.7382702827453613,0.024951171,1.4221389,564,0.09645038843154907
6144,5.258263,143.87794225,-0.0041790036,0.0047264583,755.25,6144,3,7.364238023757935,0.056152344,1.4144766,621,0.015364289283752441
8192,4.4698935,154.31476949999998,-0.0018986572,0.001974285,802.7,8192,4,10.662197351455688,0.016259765,1.4196085,609,0.0011400580406188965
10240,3.2497325,98.02164015,-0.0038177469,0.0034618098,509.55,10240,5,14.025412559509277,0.037353516,1.4245998,578,0.3519147038459778
12288,3.1659312,80.83360062068968,-0.005316653,0.004798566,419.9310344827586,12288,6,17.56820297241211,0.054492187,1.4342551,594,0.3939394950866699
14336,3.4093738,85.120643375,-0.004356294,0.0040521356,442.09375,14336,7,21.010701417922974,0.04799805,1.4440424,596,0.48158329725265503
16384,3.288728,86.24652666666667,-0.004260858,0.003989828,446.80555555555554,16384,8,24.445344924926758,0.04741211,1.4475712,625,0.5175011157989502
18432,2.161774,88.52725741025641,-0.0018765904,0.0029486516,464.3076923076923,18432,9,27.722466945648193,0.025439452,1.4396966,602,0.6106658577919006
20480,2.2907462,89.71484961904764,-0.003096145,0.0035511851,474.1666666666667,20480,10,31.122294664382935,0.03779297,1.4285282,594,0.7534226179122925
22528,2.2450273,95.94429244186047,-0.0018861104,0.0030954808,510.7906976744186,22528,11,34.56992316246033,0.028955078,1.4200444,588,0.7217459380626678
24576,2.7378726,103.0773235909091,-0.0029138387,0.0043368293,545.75,24576,12,38.051695346832275,0.053027343,1.417104,607,0.3225284218788147
26624,2.4133477,109.77304935555557,-0.0016020233,0.002380769,579.1555555555556,26624,13,41.424965620040894,0.02368164,1.4214416,620,0.482380747795105
28672,2.1559298,115.9974065652174,-0.0017695101,0.0027812887,611.1086956521739,28672,14,44.72622561454773,0.025488282,1.4267467,629,0.3427518606185913
