clipfrac,policy_loss,value_loss,ep_reward_mean,total_timesteps,policy_entropy,n_updates,explained_variance,fps,time_elapsed,serial_timesteps,approxkl,ep_len_mean
0.03100586,-0.0016005703,10.422293,718.02542794,354304,1.6691616,173,0.662647932767868,512,724.8561391830444,354304,0.0031044548,1115.66
0.056689452,-0.0023412565,5.251436,722.7480236799998,356352,1.6709547,174,0.7669155597686768,504,728.856766462326,356352,0.0048779817,1124.09
0.04550781,-0.00035604963,16.679607,721.3561589399998,358400,1.6684697,175,0.6851725280284882,510,732.9162731170654,358400,0.0040528304,1122.48
0.03857422,-0.00087860494,8.876856,726.8688695099997,360448,1.6714996,176,0.6417644619941711,530,736.9289393424988,360448,0.003575782,1122.48
0.036816407,-0.0024714102,5.4709287,722.3711789599998,362496,1.682877,177,0.8741704672574997,507,740.7923314571381,362496,0.0034416127,1107.94
0.05,-0.0049199616,9.539032,722.8235043399998,364544,1.6834787,178,0.7147948741912842,504,744.8315236568451,364544,0.004354731,1107.94
0.027490234,-0.0044272253,8.666134,726.41331782,366592,1.6768907,179,0.7002869546413422,520,748.8922922611237,366592,0.0028954423,1113.08
0.062109374,-0.0012770493,20.709332,732.3904957699998,368640,1.6779197,180,0.5948475301265717,485,752.8293380737305,368640,0.005305002,1113.59
0.06870117,-0.003955647,9.434701,741.1752421699998,370688,1.6778266,181,0.6389505863189697,514,757.0469477176666,370688,0.0055653322,1127.21
0.030712891,-0.001582014,15.893621,748.7816303599998,372736,1.6859028,182,0.6566010117530823,522,761.0295948982239,372736,0.003077957,1138.48
0.0680664,-0.0012702269,9.49906,751.8619692799999,374784,1.6936401,183,0.508315920829773,487,764.9530954360962,374784,0.005934957,1138.48
0.066992186,-0.0018463057,8.544097,754.89074781,376832,1.6940353,184,0.7098698019981384,475,769.1579959392548,376832,0.005919238,1143.38
0.04448242,-0.0011904011,9.992594,763.3670993799999,378880,1.68419,185,0.6095133423805237,491,773.4630763530731,378880,0.003953673,1156.43
0.03413086,0.00050101377,17.120827,772.8923965100001,380928,1.6789544,186,0.6138713359832764,507,777.6294522285461,380928,0.003306759,1171.8
0.039746094,-0.0034647547,13.893994,772.3860123899999,382976,1.6814778,187,0.7633358687162399,514,781.6637237071991,382976,0.0036277007,1169.99
0.057910156,0.0008341564,8.891401,781.1870583399999,385024,1.6876974,188,0.6274964511394501,516,785.6470334529877,385024,0.0049283737,1183.58
0.040966798,-0.0027270657,21.428194,787.5300338,387072,1.698178,189,0.812366172671318,518,789.6091639995575,387072,0.003941775,1190.69
0.028173828,-0.001820077,18.450153,781.19394371,389120,1.7177204,190,0.7585590481758118,518,793.5633013248444,389120,0.0026958499,1179.77
0.10600586,-0.002725148,8.338038,791.7053312600001,391168,1.7218053,191,0.705750048160553,520,797.5121009349823,391168,0.0076701096,1195.13
0.051416017,-0.0028160207,17.042747,804.41602007,393216,1.725117,192,0.6905211508274078,507,801.4458231925964,393216,0.004318481,1213.33
