policy_loss,serial_timesteps,policy_entropy,fps,time_elapsed,value_loss,clipfrac,ep_reward_mean,ep_len_mean,explained_variance,approxkl,n_updates,total_timesteps
-0.0075028813,2048,5.5587606,339,2.6226043701171875e-06,10.179663,0.035888672,369.6314313333334,593.0,0.9647252857685089,0.0033128597,1,2048
-0.0041715936,4096,5.550762,452,6.03325080871582,19.047508,0.05605469,721.4032567500001,957.0,0.8216759264469147,0.0051936926,2,4096
-0.0062283445,6144,5.5310884,496,10.555221319198608,9.904861,0.026123047,654.1610666,893.6,0.9323175102472305,0.0026684045,3,6144
-0.005379013,8192,5.531414,491,14.676805973052979,10.809755,0.029052734,685.6065721428571,932.5714285714286,0.9550139531493187,0.0026615388,4,8192
-0.003138783,10240,5.540673,479,18.84388494491577,19.196167,0.041552734,823.6958466250001,1072.125,0.8805535361170769,0.0033504702,5,10240
-0.003854929,12288,5.52839,479,23.118673086166382,29.708212,0.028515626,804.6251059090908,1051.3636363636363,0.8909065797924995,0.0025545466,6,12288
-0.0025936111,14336,5.5191274,473,27.386261701583862,19.83012,0.05722656,895.1380565,1134.5,0.7881621569395065,0.004702433,7,14336
-0.0023242694,16384,5.5159044,363,31.711853504180908,19.696974,0.029638672,970.2985179999998,1204.8461538461538,0.8579331487417221,0.002915994,8,16384
-0.0049554124,18432,5.516235,363,37.34225606918335,14.498491,0.020410156,940.4392429999999,1182.2142857142858,0.9111482501029968,0.0018722735,9,18432
-0.0058770864,20480,5.5176935,484,42.98078966140747,44.361076,0.042138673,736.6379662857142,959.4761904761905,0.7901305705308914,0.0042857304,10,20480
-0.0047203773,22528,5.536212,385,47.20461678504944,25.973953,0.032177735,758.6578153043479,978.1739130434783,0.8796869739890099,0.0032981266,11,22528
-0.009101139,24576,5.5532537,395,52.516446113586426,13.244898,0.102832034,779.400135,1022.7916666666666,0.6042409241199493,0.008335043,12,24576
-0.0019843339,26624,5.5606413,403,57.69544291496277,19.906149,0.026708985,820.06523504,1063.84,0.8445013463497162,0.0029562912,13,26624
-0.005653782,28672,5.55913,383,62.76560425758362,3.3492417,0.020898437,796.1952607307692,1038.923076923077,0.9836209304630756,0.0023929789,14,28672
-0.005262337,30720,5.5616226,381,68.11168122291565,46.061527,0.019140625,727.78972025,959.625,0.8411313444375992,0.0018715408,15,30720
-0.003078815,32768,5.566089,421,73.476881980896,4.2282267,0.012353515,708.3137854545454,938.0,0.9797810018062592,0.0014090546,16,32768
-0.003954934,34816,5.5715437,412,78.33527946472168,34.178795,0.02211914,702.6609416111111,932.3611111111111,0.884229987859726,0.002016689,17,34816
-0.0023312657,36864,5.564534,404,83.30562114715576,31.369778,0.020068359,696.6296503333332,926.8717948717949,0.893294095993042,0.0020472924,18,36864
-0.0031660958,38912,5.5484347,350,88.3643786907196,23.445942,0.029101562,710.6646194878049,941.560975609756,0.9072801396250725,0.0029158692,19,38912
-0.0057292357,40960,5.5439577,346,94.20853471755981,19.472122,0.08564453,738.0625176190476,967.9285714285714,0.8362764418125153,0.006730144,20,40960
-0.0030890435,43008,5.5553427,352,100.11565971374512,14.408049,0.04873047,748.818571116279,993.0697674418604,0.44904738664627075,0.0042205686,21,43008
-0.006397272,45056,5.55672,403,105.9260904788971,21.971273,0.064892575,768.2380247727273,1017.0681818181819,0.8466383516788483,0.005824343,22,45056
-0.005527703,47104,5.543709,398,111.0017237663269,26.23138,0.046875,776.6687811739131,1022.9782608695652,0.8872123584151268,0.005785362,23,47104
-0.002192277,49152,5.5297236,432,116.14278674125671,7.4568634,0.023535157,766.6695100425533,1013.0851063829788,0.9575861468911171,0.0022998503,24,49152
-0.0023223003,51200,5.522971,452,120.880051612854,30.227009,0.01694336,761.6714446800001,1003.8,0.8980065584182739,0.0017487851,25,51200
-0.0040109428,53248,5.519137,425,125.42658853530884,32.516094,0.024951171,760.6168846226416,998.3396226415094,0.8797246590256691,0.0025469256,26,53248
-0.0032181174,55296,5.5151906,419,130.23712801933289,9.250437,0.022070313,754.1239485000001,993.0185185185185,0.943408265709877,0.0020623733,27,55296
