value_loss,fps,clipfrac,approxkl,time_elapsed,ep_len_mean,serial_timesteps,policy_loss,ep_reward_mean,policy_entropy,total_timesteps,explained_variance,n_updates
6.427371,582,0.015576172,0.0020467327,63.149333000183105,573.820895522388,38912,-0.0025261967,140.9189928955224,1.4774876,38912,0.22651761770248413,19
5.3163285,574,0.021044921,0.002299867,66.66482472419739,595.5147058823529,40960,-0.0005332423,147.87261472058825,1.4814727,40960,0.04029810428619385,20
5.630316,581,0.02080078,0.0024168214,70.23054575920105,616.5797101449275,43008,0.00051726296,154.9986015072464,1.4880198,43008,0.10182273387908936,21
6.2303047,591,0.037890624,0.003439288,73.75260829925537,626.6285714285714,45056,-0.0014976158,159.25561835714288,1.485459,45056,0.3457568883895874,22
4.1839786,572,0.05292969,0.0042952807,77.21315574645996,643.4084507042254,47104,-0.0038268338,164.57526580281692,1.4926568,47104,0.5938820540904999,23
4.6456404,581,0.0203125,0.0023657307,80.7929151058197,663.1232876712329,49152,-0.0019015342,171.67988508219176,1.4961828,49152,0.229575514793396,24
6.4498405,575,0.020410156,0.002234871,84.31696271896362,681.7733333333333,51200,-0.0029188772,179.16138237333334,1.494398,51200,0.4279228448867798,25
4.1053433,579,0.03227539,0.002914311,87.88999843597412,699.7631578947369,53248,-0.0016981636,185.4987477236842,1.4971131,53248,0.10353171825408936,26
4.078899,592,0.039648436,0.0035186938,91.42278409004211,717.2857142857143,55296,-0.0029040503,191.66076483116885,1.5023854,55296,0.0750420093536377,27
1.9405067,611,0.030517578,0.0029788916,94.87890839576721,730.4487179487179,57344,-0.0015784226,195.22754146153846,1.509803,57344,0.7061792016029358,28
2.531101,474,0.038623046,0.0037366222,98.23111581802368,747.1392405063291,59392,-0.0013186412,199.91774465822786,1.5116951,59392,0.5032704174518585,29
3.8493493,568,0.022998046,0.0026036748,102.54814553260803,758.0625,61440,-0.0021252912,204.2517685375,1.5054209,61440,0.505259782075882,30
2.4836779,526,0.0519043,0.004299256,106.15340924263,774.0,63488,-0.0048074382,209.1575912962963,1.5078033,63488,0.22026103734970093,31
1.6340551,579,0.036621094,0.0034715552,110.04696941375732,789.5487804878048,65536,-0.0016952421,213.25746365853658,1.5081114,65536,0.08120852708816528,32
1.4666498,525,0.06020508,0.0047856593,113.58151650428772,804.722891566265,67584,-0.001970932,217.2042103373494,1.5251137,67584,-0.0015822649002075195,33
1.7057091,479,0.045996092,0.0043852697,117.47937774658203,819.5357142857143,69632,-0.0022560032,221.50648564285711,1.5331203,69632,0.014008820056915283,34
1.4401395,544,0.06225586,0.0050386703,121.74702858924866,834.0,71680,-0.0043745255,225.6760478705882,1.5341173,71680,0.036849915981292725,35
1.7147629,505,0.024853516,0.002546826,125.50661063194275,848.1279069767442,73728,-0.0009921953,229.89979144186043,1.5418808,73728,0.027208447456359863,36
1.3194101,578,0.0519043,0.004155086,129.5620632171631,861.9310344827586,75776,-0.0026874146,233.65885329885054,1.5438459,75776,0.04500174522399902,37
1.3264439,595,0.0049804687,0.0009020733,133.099778175354,875.4204545454545,77824,-0.0007305582,237.2543798863636,1.5552928,77824,0.14553993940353394,38
2.9528985,553,0.019873047,0.0023212116,136.5388581752777,888.6067415730337,79872,-0.001641502,241.89456701123595,1.5551304,79872,-0.07219135761260986,39
4.1692653,552,0.034472656,0.0034489322,140.24165391921997,901.5,81920,-0.0020201297,247.16628238888887,1.5462828,81920,0.14753258228302002,40
3.9554038,563,0.020019531,0.0024707844,143.9480209350586,913.6483516483516,83968,-0.001234018,252.0766517032967,1.5468453,83968,0.19271069765090942,41
4.7841005,564,0.025732422,0.0026190463,147.58078289031982,922.3369565217391,86016,-0.0011624133,255.8055160978261,1.5410304,86016,0.2857893109321594,42
5.182872,572,0.006982422,0.0012719743,151.20799231529236,928.0425531914893,88064,-0.0001282956,259.5300346808511,1.5400898,88064,0.4016187787055969,43
3.6055694,575,0.027783204,0.0029592046,154.78557968139648,923.1855670103092,90112,-0.0022351253,259.9168530103093,1.5393293,90112,0.4884427785873413,44
8.548359,561,0.034179688,0.0032105432,158.34726667404175,934.6734693877551,92160,-0.0021265636,266.23954525510203,1.5375166,92160,-0.2153249979019165,45
6.482919,566,0.020117188,0.0021013753,161.99372577667236,936.8484848484849,94208,-0.001002739,267.92451125252524,1.5333506,94208,0.0841330885887146,46
6.411477,562,0.051367186,0.0044525573,165.60878348350525,947.97,96256,-0.0026927553,274.02968605999996,1.5406258,96256,-0.06053650379180908,47
5.264903,570,0.017480468,0.0020726747,169.25109124183655,967.36,98304,-0.0009905029,283.33154075,1.5543166,98304,0.30257487297058105,48
5.763411,544,0.02319336,0.0024952514,172.84437322616577,982.67,100352,-0.0019818959,291.13671761,1.5532216,100352,0.23785120248794556,49
6.381927,533,0.05644531,0.0045954636,176.60951495170593,992.29,102400,-0.0023396956,297.39270422999994,1.5495483,102400,0.2826915979385376,50
6.062975,540,0.044873048,0.0039478885,180.45107507705688,1007.41,104448,-0.0019187417,304.82699582,1.545735,104448,0.06632250547409058,51
7.548786,554,0.050390624,0.004260435,184.2422182559967,1019.92,106496,-0.0029159924,311.53801587,1.5459814,106496,0.05283951759338379,52
5.975434,554,0.02421875,0.0027873185,187.93798732757568,1026.88,108544,-0.0036969595,317.01869779000003,1.5363772,108544,0.17683076858520508,53
4.84914,588,0.01826172,0.0025933315,191.63306641578674,1045.55,110592,-0.0015442541,326.35430049,1.5249104,110592,0.345819890499115,54
5.8168893,582,0.01430664,0.0017690586,195.11081624031067,1059.33,112640,-0.0007844286,332.71473077,1.5183009,112640,0.3794134855270386,55
6.760296,594,0.057519533,0.004823805,198.62616801261902,1072.77,114688,-0.0039306376,341.12170194,1.5192748,114688,0.4095744490623474,56
4.7673416,585,0.017773438,0.0021309268,202.07321882247925,1081.7,116736,-0.0022212523,346.43187269000003,1.5180668,116736,0.5796080827713013,57
9.0277,574,0.018652344,0.0023219532,205.5740602016449,1096.36,118784,-0.0017856216,355.0894606,1.5219954,118784,0.08251351118087769,58
6.9622703,574,0.03310547,0.0034526251,209.13857316970825,1118.95,120832,-0.0032141726,366.399404,1.5200088,120832,0.34740686416625977,59
3.5542436,588,0.047753908,0.004250528,212.70392870903015,1127.74,122880,-0.002740306,370.83504817999994,1.5088165,122880,0.4575055241584778,60
5.0684886,582,0.05493164,0.004573917,216.1857283115387,1145.23,124928,-0.00252256,378.67761007,1.505131,124928,0.16238796710968018,61
5.1897693,508,0.042529296,0.003892582,219.70484066009521,1158.42,126976,-0.0022500786,385.20805026,1.4981172,126976,0.310163676738739,62
7.526162,521,0.018359374,0.0022673302,223.73057341575623,1186.33,129024,-0.0017869485,398.43451071999993,1.4863379,129024,0.24987459182739258,63
4.7177095,526,0.055419922,0.0047696335,227.65515613555908,1194.44,131072,-0.0037936121,402.2659737199999,1.4821663,131072,0.45889055728912354,64
5.6440516,528,0.051953126,0.00459756,231.54238772392273,1214.15,133120,-0.003884274,411.77944303,1.4820812,133120,0.3589848279953003,65
6.595482,531,0.029150391,0.0032084573,235.4184103012085,1232.73,135168,-0.00055258983,421.47210102,1.4771621,135168,0.445243775844574,66
4.4745398,520,0.021142578,0.0021956475,239.27491760253906,1235.0,137216,-0.0009685649,422.7740427399999,1.4755633,137216,0.43226754665374756,67
4.6477194,519,0.056591798,0.0047661723,243.2067687511444,1255.34,139264,-0.0022757177,432.74666886,1.4811637,139264,0.46922022104263306,68
6.5077963,544,0.03276367,0.0032398175,247.14663934707642,1274.42,141312,-0.002126286,441.68070191000004,1.4794538,141312,0.32347142696380615,69
4.433094,472,0.044384766,0.004160507,250.9065659046173,1290.43,143360,-0.0022241343,449.7442348100001,1.470248,143360,0.5944992303848267,70
7.048382,524,0.031835936,0.0031264625,255.24238872528076,1316.0,145408,-0.0017758778,462.5382226999999,1.4709905,145408,0.4278137683868408,71
4.048878,538,0.041503906,0.0037438173,259.14496183395386,1331.13,147456,-0.002197399,470.16786253000004,1.4649837,147456,0.7086342573165894,72
5.959647,535,0.055078126,0.0047047096,262.95027327537537,1347.71,149504,-0.0023325223,479.03711605999996,1.473566,149504,0.42064368724823,73
5.951862,519,0.046044923,0.003939071,266.7731785774231,1365.56,151552,-0.003700187,488.23204598000007,1.4813523,151552,0.3684470057487488,74
5.4932566,517,0.030126953,0.003256745,270.718469619751,1381.14,153600,-0.0014131204,496.31220893,1.4684837,153600,0.5698333978652954,75
5.63373,571,0.039941408,0.00362677,274.67777824401855,1392.93,155648,-0.00026676274,502.73025304000004,1.4590049,155648,0.5885098576545715,76
