ep_len_mean,total_timesteps,approxkl,ep_reward_mean,explained_variance,clipfrac,policy_entropy,n_updates,fps,value_loss,policy_loss,time_elapsed,serial_timesteps
1253.0,2048,0.0044003455,242.862156,0.2112228274345398,0.046972655,1.4244812,1,454,4.555051,-0.00511052,1.6689300537109375e-06,2048
798.6,4096,0.0033502907,156.17549079999998,-0.26621460914611816,0.035986327,1.4236343,2,491,4.8374395,-0.003944354,4.505123853683472,4096
539.0909090909091,6144,0.0032796941,106.71132454545454,-0.3014192581176758,0.03276367,1.4207315,3,507,4.6052732,-0.0014991058,8.669909477233887,6144
400.45,8192,0.004372912,80.44378215,-0.05514967441558838,0.04873047,1.425422,4,529,4.287432,-0.0040698955,12.70702576637268,8192
383.36,10240,0.0024689138,76.98672652,0.20818889141082764,0.023095703,1.4352095,5,534,3.9931858,-0.003619936,16.57433557510376,10240
372.28125,12288,0.002229849,74.74477387499999,0.4613540768623352,0.020996094,1.4436271,6,413,3.3640358,-0.0025819775,20.40956997871399,12288
348.780487804878,14336,0.0036708403,70.13790465853658,0.5741589069366455,0.040283203,1.442397,7,346,2.9190602,-0.0031736922,25.35932731628418,14336
337.2916666666667,16384,0.003048164,67.60123929166666,0.7897366136312485,0.031347655,1.4332607,8,341,2.38218,-0.0021258057,31.26559567451477,16384
351.03846153846155,18432,0.006091197,70.30913888461538,0.8520689904689789,0.078125,1.4274058,9,428,2.7628407,-0.007564576,37.26024341583252,18432
358.19642857142856,20480,0.0025982428,71.12337314285715,0.8815099000930786,0.021728516,1.4281737,10,471,1.8939841,-0.001440566,42.04540419578552,20480
376.9310344827586,22528,0.0030656315,73.9327805862069,0.8559273183345795,0.029833984,1.4223993,11,494,1.9481598,-0.0008567975,46.3868932723999,22528
380.890625,24576,0.003711303,74.245750203125,0.8999716266989708,0.039404295,1.418772,12,502,1.4133728,-0.0038012438,50.52883243560791,24576
382.17391304347825,26624,0.004198212,74.01222115942028,0.9195947274565697,0.049121093,1.4236676,13,414,1.1902663,-0.003628031,54.60892033576965,26624
389.8888888888889,28672,0.007502108,74.93313498611111,0.9400068856775761,0.101464845,1.4255257,14,497,1.090957,-0.0081841,59.55431866645813,28672
397.6164383561644,30720,0.004006349,76.05080834246576,0.9424021653831005,0.04472656,1.4173663,15,502,1.2273648,-0.003210903,63.66771197319031,30720
419.93243243243245,32768,0.0062313145,79.52089724324324,0.870818242430687,0.07519531,1.3996441,16,498,1.7601763,-0.005476397,67.74646997451782,32768
441.6533333333333,34816,0.0034143552,83.94767966666666,0.8251935541629791,0.031396486,1.3830899,17,492,1.2117097,-0.0030134968,71.85858106613159,34816
462.80263157894734,36864,0.0050091343,87.97760618421053,0.5467261672019958,0.060253907,1.3738528,18,516,1.2405503,-0.002816036,76.02016234397888,36864
483.4025974025974,38912,0.0038678993,91.99864048051947,0.6657378375530243,0.046142578,1.3747544,19,531,1.3894296,-0.0021195742,79.9890501499176,38912
503.47435897435895,40960,0.0036502243,96.50974733333334,0.44093233346939087,0.039013673,1.3696966,20,510,1.2552406,-0.000999668,83.84297823905945,40960
523.0379746835443,43008,0.0028066263,100.90144206329114,0.2896026372909546,0.025585938,1.3570287,21,504,1.374121,-0.0003437951,87.85670471191406,43008
542.1125,45056,0.0024512175,105.5021195125,0.21376025676727295,0.021679688,1.3434544,22,498,1.2305768,-0.00082626444,91.91959047317505,45056
560.716049382716,47104,0.0059431023,109.92895308641977,0.15385526418685913,0.07368164,1.3385541,23,496,1.1310987,-0.0030684422,96.02986240386963,47104
578.8658536585366,49152,0.001852436,114.3166016097561,0.10219722986221313,0.013378906,1.3347979,24,517,0.9980978,0.00046022964,100.15307140350342,49152
596.5783132530121,51200,0.0029943387,118.42898562650602,0.1675940752029419,0.029199218,1.3318968,25,542,1.0860918,0.00073231675,104.11123490333557,51200
613.8690476190476,53248,0.0038424532,122.7007770952381,0.13451623916625977,0.03779297,1.3183485,26,518,1.0493598,-0.0016135164,107.9040756225586,53248
630.7529411764706,55296,0.0034002997,126.88840921176471,0.20670312643051147,0.038476564,1.3055869,27,528,0.9842332,-0.0018140376,111.85463213920593,55296
647.2441860465116,57344,0.0064276494,130.93403245348838,0.13558799028396606,0.084423825,1.3142188,28,516,0.91341513,-0.0041299043,115.73293781280518,57344
663.3563218390805,59392,0.005386962,134.84099016091955,-0.022606492042541504,0.072509766,1.3260708,29,510,1.0019145,-0.0021555854,119.69763970375061,59392
679.1022727272727,61440,0.0040498367,138.85238046590908,0.04169553518295288,0.043847658,1.3210218,30,490,1.0167496,-0.0013848522,123.70770907402039,61440
694.4943820224719,63488,0.0042581623,142.89937164044943,-0.03682148456573486,0.049121093,1.3170085,31,482,1.0786897,-0.0005270536,127.88643860816956,63488
709.5444444444445,65536,0.0023512028,146.86198205555553,-0.034417152404785156,0.021533202,1.3187819,32,499,1.0092896,0.000430925,132.1303219795227,65536
724.2637362637363,67584,0.0036160373,150.73715945054943,0.07597595453262329,0.041992188,1.3158833,33,507,0.92826384,-0.0018157739,136.23153066635132,67584
738.6630434782609,69632,0.0041340804,154.47492038043475,0.07206374406814575,0.04848633,1.3167248,34,516,1.0225818,-0.002618623,140.2691605091095,69632
752.752688172043,71680,0.003760737,158.37640226881717,0.08157926797866821,0.043066405,1.317772,35,510,1.0170853,4.4121425e-05,144.2339653968811,71680
766.5425531914893,73728,0.0061748377,162.19148967021275,0.0422094464302063,0.07329102,1.3255521,36,523,1.0166675,-0.004035908,148.2448537349701,73728
780.0421052631579,75776,0.0036264434,165.86801295789473,-0.026778459548950195,0.03881836,1.3406924,37,513,1.1134374,-0.00053467497,152.1583857536316,75776
793.2604166666666,77824,0.0032042365,169.55339504166668,0.007818639278411865,0.031689454,1.3385227,38,520,1.0386043,-0.00065575057,156.14908695220947,77824
806.2061855670103,79872,0.004353905,173.00876916494846,-0.005078554153442383,0.0519043,1.337745,39,555,1.0051222,-0.0014969609,160.08082389831543,79872
818.8877551020408,81920,0.0038375289,176.45350487755104,0.010153710842132568,0.042285156,1.339018,40,546,1.0407007,-0.0014495414,163.7699053287506,81920
831.3131313131313,83968,0.0057852287,179.78678010101012,0.034773170948028564,0.07006836,1.3402069,41,519,1.0742282,-0.0026005425,167.52025651931763,83968
843.49,86016,0.0037175708,183.13792018,0.0062503814697265625,0.040136717,1.356713,42,520,1.2274951,-0.0011432949,171.46304869651794,86016
851.45,88064,0.0037600878,186.12832754999997,-0.03490304946899414,0.0418457,1.3617254,43,522,1.1284435,-7.410429e-06,175.3999321460724,88064
854.87,90112,0.004226736,187.90324569,0.05171483755111694,0.049902342,1.3643243,44,497,1.1136835,-0.00064766797,179.32103967666626,90112
873.25,92160,0.0044016438,192.70949545,-0.00598907470703125,0.05288086,1.3742582,45,483,1.1183064,-0.00080890534,183.43672108650208,92160
890.48,94208,0.004172803,197.30277104999996,0.018090248107910156,0.04584961,1.3773278,46,431,1.127139,0.00029605845,187.67649292945862,94208
906.01,96256,0.0064218766,201.65538764999997,0.05592256784439087,0.08139648,1.3775668,47,468,1.0579729,-0.002920698,192.4271252155304,96256
923.7,98304,0.005462444,206.27164725,0.03368645906448364,0.06801758,1.3794562,48,483,1.1305436,-0.0027435538,196.79870176315308,98304
939.89,100352,0.0028485267,210.47298192999997,0.020413458347320557,0.02734375,1.3910689,49,491,1.1973678,-0.00014329275,201.03562474250793,100352
957.73,102400,0.0069471262,215.34215672999994,0.06068199872970581,0.0890625,1.4075139,50,442,1.1150669,-0.006801923,205.20283436775208,102400
974.88,104448,0.002434037,219.99617763999998,0.05174463987350464,0.02446289,1.4226091,51,486,1.1700574,-0.00015472193,209.83107614517212,104448
992.71,106496,0.0045756316,224.88828571,0.049556076526641846,0.056005858,1.4365034,52,502,1.2695787,-0.0023697382,214.03819489479065,106496
1009.58,108544,0.0031807546,229.71100208,0.08681583404541016,0.033837892,1.4453127,53,478,1.2076242,-0.001977364,218.11148762702942,108544
1026.71,110592,0.0044269394,234.2855778,-0.010942578315734863,0.052490234,1.4513546,54,497,1.2477983,-0.0022517531,222.389173746109,110592
1045.86,112640,0.004320736,239.27675046999997,0.06690859794616699,0.052783202,1.462527,55,455,1.1289126,-0.0013680316,226.50798726081848,112640
1064.91,114688,0.0038373203,244.03331049999997,-0.014612793922424316,0.043896485,1.4777277,56,470,1.2397697,-0.0014443898,231.00931525230408,114688
1083.42,116736,0.002862805,248.97327962,-0.022536635398864746,0.027978515,1.4933915,57,474,1.2077197,-0.0002968895,235.36535739898682,116736
1100.26,118784,0.0051638526,253.37389979999998,0.07293730974197388,0.064648435,1.5061839,58,455,1.1830227,-0.0014179775,239.67868518829346,118784
1118.11,120832,0.0047110976,258.11264367999996,0.06262928247451782,0.05810547,1.5175437,59,496,1.2878463,-0.001165703,244.1764624118805,120832
1136.88,122880,0.0046519893,263.25899669,0.05426448583602905,0.05239258,1.5257806,60,501,1.2661281,-0.0030766043,248.30335330963135,122880
1155.88,124928,0.0025620558,268.21508966,0.019264578819274902,0.026220703,1.5331683,61,542,1.2923641,-0.00045730238,252.385014295578,124928
1173.2,126976,0.0027199388,272.8244049,0.02391105890274048,0.029589843,1.542194,62,524,1.2393563,-0.00028622424,256.1602873802185,126976
1189.4,129024,0.00673711,277.18474589,0.01459270715713501,0.09023438,1.5514448,63,543,1.2866315,-0.00520739,260.06237626075745,129024
1206.27,131072,0.004277275,281.89362603,0.007658123970031738,0.048535157,1.5494365,64,495,1.2338247,-0.00043621572,263.8296928405762,131072
1225.16,133120,0.0070387684,286.71049858,0.009651482105255127,0.09262695,1.5471122,65,523,1.3476129,-0.0037192064,267.9617819786072,133120
1242.2,135168,0.0023544966,291.33719265,0.03330695629119873,0.02470703,1.5549473,66,480,1.257395,-0.0014921069,271.8764588832855,135168
1259.9,137216,0.0057403273,295.83547977,0.03019040822982788,0.0737793,1.5789973,67,490,1.2449057,-0.0037263806,276.14202642440796,137216
1271.67,139264,0.006468829,299.00144269,-0.0015033483505249023,0.08383789,1.5955981,68,491,1.281934,-0.003726738,280.31636595726013,139264
1289.81,141312,0.0036097975,303.740972,-0.019487619400024414,0.04140625,1.6051925,69,512,1.2888963,-0.00091213186,284.4839081764221,141312
1307.46,143360,0.004435917,308.3534253,0.04225516319274902,0.046142578,1.5992029,70,457,1.2766105,-0.0015599733,288.47803807258606,143360
1324.94,145408,0.002176412,312.88555516,0.06919002532958984,0.016552735,1.6048021,71,481,1.2624018,-0.00027514374,292.95752930641174,145408
1342.77,147456,0.0047862586,317.68675420000005,0.07957005500793457,0.06064453,1.6157783,72,495,1.2291814,-0.0030216384,297.20884704589844,147456
1361.98,149504,0.0034471066,322.82439017,-0.00625765323638916,0.03803711,1.6240251,73,511,1.3265551,-0.0010124189,301.3422226905823,149504
1380.04,151552,0.0068451785,327.59362753,0.06766241788864136,0.08681641,1.6353843,74,512,1.2732718,-0.0053662616,305.34446382522583,151552
1396.46,153600,0.0038404395,332.12709886,0.04878932237625122,0.04399414,1.6509979,75,511,1.3158273,-0.0012970868,309.3378372192383,153600
1415.28,155648,0.0051354924,337.04726185,0.009847939014434814,0.06484375,1.6570421,76,491,1.3214195,-0.0027027093,313.3423652648926,155648
1434.36,157696,0.0067294813,342.219585,0.04678332805633545,0.09101562,1.6501871,77,482,1.2748449,-0.004891061,317.5060760974884,157696
1453.34,159744,0.00544795,347.08341765,0.1022331714630127,0.06689453,1.6417421,78,503,1.382538,-0.0029112136,321.75293946266174,159744
1469.29,161792,0.0024830732,351.7790990599999,0.096893310546875,0.02236328,1.6378018,79,488,1.3335631,-9.346753e-07,325.8200080394745,161792
1487.71,163840,0.005668393,357.0848985099999,0.00961291790008545,0.06743164,1.6366524,80,485,1.4716237,-0.0018791708,330.0173308849335,163840
1505.63,165888,0.0043233978,362.24531626000004,0.11620724201202393,0.044873048,1.6365505,81,477,1.5192883,-0.0015140588,334.2380442619324,165888
1522.73,167936,0.0048379875,367.6761748299999,0.0942184329032898,0.055419922,1.6339238,82,483,1.5074087,-0.0040299143,338.523485660553,167936
1540.58,169984,0.004102581,372.8869837,0.09882557392120361,0.04375,1.621808,83,473,1.5093153,-0.0022982962,342.76427817344666,169984
1558.57,172032,0.0031418174,378.32131086999993,0.08359658718109131,0.032470703,1.6077499,84,477,1.7852345,-0.0016299151,347.08948945999146,172032
