policy_loss,n_updates,serial_timesteps,explained_variance,clipfrac,policy_entropy,fps,total_timesteps,ep_reward_mean,time_elapsed,value_loss,ep_len_mean,approxkl
-0.0042927405,15,30720,0.04416018724441528,0.058251955,1.4695739,495,30720,161.85382997142858,60.261595726013184,2.394138,839.5428571428571,0.0049899174
-0.00043235868,16,32768,0.15423297882080078,0.029101562,1.4740574,448,32768,169.95024494444445,64.39872407913208,2.2944267,873.1388888888889,0.002811307
-0.0006189555,17,34816,0.08222556114196777,0.051171876,1.4746209,500,34816,176.93205608108107,68.96775960922241,2.1891234,904.918918918919,0.004385685
-0.0012304139,18,36864,0.17800718545913696,0.05317383,1.474847,512,36864,184.2282680526316,73.05736088752747,2.325282,935.0263157894736,0.004542823
-0.0070548668,19,38912,0.22761613130569458,0.08842774,1.4785944,479,38912,191.56398564102565,77.05486536026001,2.0008042,963.5897435897435,0.006783473
-0.0014365443,20,40960,0.1271945834159851,0.0359375,1.477428,496,40960,197.974941275,81.33011293411255,1.9971263,990.725,0.003402554
-0.002029559,21,43008,0.15600991249084473,0.044628907,1.4697628,491,43008,204.1766174878049,85.45614886283875,1.940177,1016.5365853658536,0.0041631353
-0.003886606,22,45056,0.11730915307998657,0.071826175,1.4673674,479,45056,210.45476404761905,89.62068152427673,2.2080522,1041.1190476190477,0.0059335814
-2.2120395e-05,23,47104,0.13860416412353516,0.019482423,1.4600952,509,47104,216.73637506976746,93.89453387260437,2.080011,1064.5581395348838,0.0025171214
-0.0012206114,24,49152,0.1071474552154541,0.035546876,1.4548652,480,49152,222.79141238636365,97.91371870040894,2.376475,1086.9318181818182,0.0033462413
-0.001039258,25,51200,0.14484930038452148,0.027685547,1.4610298,495,51200,229.2372988888889,102.17844009399414,2.1637712,1108.3111111111111,0.0029546658
0.000121975005,26,53248,0.10093706846237183,0.020410156,1.4691577,498,53248,234.96410582608695,106.32516980171204,1.9913889,1128.7608695652175,0.0022384354
-0.001962151,27,55296,0.11863207817077637,0.039941408,1.4821676,480,55296,240.4637454468085,110.43676280975342,1.5145835,1148.340425531915,0.0035004697
-0.004619551,28,57344,-0.030382871627807617,0.06518555,1.505727,490,57344,245.010889625,114.70261025428772,1.3318354,1167.1041666666667,0.005199346
-0.000855516,29,59392,0.040944814682006836,0.030371094,1.5207403,485,59392,249.54749302040815,118.87697219848633,1.957525,1185.1020408163265,0.0031234445
-0.0051527964,30,61440,0.15407854318618774,0.07792969,1.5305252,488,61440,255.22051604,123.0979917049408,1.8021332,1202.38,0.0060850475
