#{"t_start": 1747995368.6000757, "env_id": null}
r,l,t
100.263447,506,1.946361
176.341616,885,3.779162
65.093819,383,4.652571
57.474942,326,6.049436
132.472339,676,7.585918
72.240468,393,8.423183
108.786118,530,9.433017
126.62971,651,11.076585
139.707445,795,12.606112
75.999102,370,13.273531
77.25372,388,14.158989
114.608373,584,15.746831
379.801151,2049,19.918202
31.54484,168,20.287977
30.993543,153,20.574158
34.260747,190,21.02146
48.576932,282,21.50228
273.801946,1417,24.689779
87.635218,469,25.669432
51.659562,266,26.171762
42.287488,232,26.601282
48.005762,264,27.165085
42.414154,206,27.583482
409.463829,2049,31.82314
133.387776,692,33.623369
52.579511,258,34.125976
32.132802,159,34.396991
66.757569,370,35.061482
409.637423,2049,39.153206
262.43246,1379,42.164429
376.451345,2049,46.039191
366.171403,2049,50.036096
406.033218,2049,54.225296
431.889258,2049,58.148199
400.095013,2049,62.286103
453.324769,2049,66.464966
428.277257,2049,70.892015
454.188111,2049,75.04584
470.321254,2049,79.158771
448.002211,2049,83.304427
452.243666,2049,87.463303
467.858773,2049,91.683574
480.564038,2049,95.823345
483.158017,2049,100.120411
512.856305,2049,104.343616
492.670418,2049,108.490314
493.447168,2049,112.59007
458.726666,2049,116.85322
467.304456,2049,121.035459
533.198644,2049,125.265905
494.082466,2049,129.449938
499.787513,2049,133.558625
503.928927,2049,137.759705
363.590178,1558,140.990405
279.999573,1209,143.256817
92.452137,418,144.057537
507.557418,2049,148.164366
543.953573,2049,152.488351
248.186316,982,154.66435
512.517767,2049,158.985944
564.773853,2049,163.22554
556.208084,2049,167.53541
510.239389,1766,171.374452
198.064786,667,172.800936
208.993474,847,174.330675
512.804863,2049,178.593379
560.836214,2049,182.83312
533.553999,2049,187.198728
547.997264,1984,191.390926
607.981627,2049,195.692765
526.040421,1812,199.570171
582.314174,2049,203.904565
617.479724,2049,208.253817
573.041535,2049,212.71875
708.611199,2049,216.866253
636.959795,2049,221.253457
647.143228,2049,225.577983
674.380324,2049,230.170039
692.955891,2049,234.727385
740.71933,2049,238.945063
686.7496,2049,243.339292
686.231152,2049,247.749416
643.854738,2049,252.199506
711.347112,2049,256.587956
701.812096,2049,260.846236
686.146967,2049,265.160261
664.046071,2049,269.524172
700.181408,2049,273.93644
724.788416,2049,278.343783
708.731691,2049,282.886641
689.676086,2049,287.149154
687.283755,2049,291.421375
747.013879,2049,295.817674
767.264284,2049,300.111452
744.289657,2049,304.417244
768.421914,2049,308.874072
727.234571,2049,313.268363
770.145008,2049,317.653343
771.685511,2049,322.143586
756.902516,2049,326.620505
784.033532,2049,330.918599
764.511241,2049,335.311388
781.737675,2049,339.614437
721.752791,2049,343.994927
721.53613,2049,348.325092
747.656391,2049,352.772881
757.095352,2049,357.201589
782.044973,2049,361.435533
746.624487,2049,365.71047
732.510308,2049,370.518446
735.248568,2049,374.775838
711.289685,2049,379.113635
755.687554,2049,383.398654
736.445245,2049,387.864229
847.072418,2049,392.284017
810.193148,2049,396.722995
820.104472,2049,401.201445
812.113404,2049,405.560694
818.948785,2049,410.097669
880.205193,2049,414.290704
171.879966,467,415.585922
583.362129,1284,417.852046
930.985517,2049,422.259518
848.630993,1801,425.747045
182.845374,480,426.746899
516.540766,1242,429.56411
333.060136,763,431.020412
222.981945,555,432.459837
181.979154,470,433.336762
19.263894,74,433.495675
143.97175,365,434.225402
196.475785,490,435.20634
147.018184,381,435.859114
191.352302,486,437.199945
17.408231,64,437.309907
165.353977,442,438.065874
373.326749,805,439.612242
930.914601,1868,443.426615
587.068963,1235,446.091084
107.282429,274,446.569937
210.225221,531,447.620677
278.298133,691,449.298881
151.87697,364,449.950041
340.38145,766,451.36992
185.202639,464,452.157351
495.529341,1055,454.604883
203.997744,459,455.509176
154.496555,399,456.250498
169.179837,455,457.570635
199.442507,485,458.420538
368.132398,777,459.826355
317.743813,697,461.137027
321.854002,634,462.640738
906.107349,1674,466.11577
265.008245,612,467.234317
18.753732,65,467.37685
335.411457,801,468.902802
764.934179,1552,472.238261
372.284066,759,473.661438
998.913356,2049,477.862172
360.570127,790,479.622496
992.143698,2049,484.145736
969.031616,2049,488.815812
473.718524,1003,490.819121
562.768015,1159,493.508973
257.46417,640,494.841742
320.963847,749,496.630893
1008.351374,2049,501.013512
372.394558,796,502.532609
126.123277,339,503.214858
190.892926,440,504.138945
17.290671,61,504.262079
352.041767,766,506.056254
141.641798,359,506.686679
445.918447,868,508.392398
302.622448,682,510.042836
191.84745,447,510.881569
222.963232,561,512.078917
18.039113,66,512.206403
1036.280966,1940,516.337228
631.545305,1231,519.049264
196.479658,468,519.971429
204.332905,451,520.862472
537.344854,1099,523.341776
399.8888,784,524.750452
801.244895,1612,527.991566
539.454118,1009,529.921887
587.070437,1171,532.392782
448.90256,877,533.963657
196.80979,392,535.009907
341.515241,732,536.331093
550.218562,1123,538.415339
788.957618,1586,541.866469
298.846441,640,543.324903
539.236536,1196,545.714771
573.602868,1221,548.42397
437.897177,922,550.143384
909.712906,1723,553.753757
772.727007,1582,556.963576
725.518183,1426,560.003423
998.329075,2018,564.366062
1014.50884,2049,568.70321
948.997307,2049,573.055025
692.941331,1393,575.725627
417.200684,847,577.609295
447.242654,941,579.261548
631.163346,1290,582.029435
498.86568,1033,584.153127
662.594137,1322,586.961509
1040.942204,2049,591.382892
766.981593,1481,594.507681
807.190102,1509,597.362195
604.854253,1165,599.93152
397.24872,839,601.433529
293.477996,638,602.947943
421.292658,876,604.70117
259.226424,554,605.715425
391.320051,832,607.702696
365.911542,762,609.084078
506.504716,984,611.203774
515.515801,1084,613.394062
258.448803,502,614.318736
620.559216,1113,616.85203
306.756967,582,617.932339
278.796002,574,619.031763
772.861933,1427,622.138835
361.556934,754,623.629006
385.871294,783,625.446107
275.340624,572,626.392582
440.835966,877,628.424424
400.767796,788,630.03917
443.606462,883,631.570745
480.958403,962,633.789113
331.790851,670,634.99292
969.852894,1763,638.835594
580.513037,1145,641.290055
1027.103958,2049,645.386351
457.98209,920,647.211681
1182.444884,2049,651.406017
1065.383198,2049,655.680146
1152.546919,2049,659.96161
1153.278641,2049,664.176007
575.382296,1130,667.107712
471.503772,972,668.903958
888.88773,1588,672.281525
892.173986,1599,675.703126
914.753138,1624,678.637446
663.101737,1212,681.259418
780.261695,1507,684.547934
1065.168405,1929,688.676087
1195.646735,2049,692.773211
802.981283,1572,695.725595
1043.59959,2049,699.930249
1160.779425,2049,704.237996
1158.048193,2049,708.448634
1128.337917,2049,712.754642
561.975522,1220,715.442834
596.385754,1111,717.922727
409.091306,906,719.545297
553.18585,1081,722.08006
872.872519,1559,724.924015
341.23168,727,726.7687
1180.407181,2049,730.74371
580.182483,1093,732.756636
474.907835,946,734.90726
770.943514,1426,737.395436
398.959553,873,739.39926
748.169851,1312,741.719987
475.995906,899,743.772884
485.605168,949,745.632557
525.127388,1085,748.095041
388.75489,772,749.62762
462.308805,926,751.731489
429.980312,839,753.261434
439.09562,814,755.05939
749.885545,1344,757.55147
607.687399,1116,760.009978
480.855603,894,761.60419
506.21726,969,763.662397
927.514485,1594,766.602688
328.264427,714,768.388119
410.423786,837,769.950547
438.545656,984,772.247778
750.070066,1329,774.660142
407.283244,905,776.703707
517.279467,886,778.322813
312.278843,646,779.841037
355.814169,740,781.391509
787.381708,1392,784.020167
1228.057773,2049,788.329043
879.047916,1506,791.201829
1245.880355,2049,795.237809
1257.064483,2049,799.209332
1204.5592,2049,803.200616
1208.409175,2049,807.339831
1239.443623,2049,811.4062
1194.814356,2049,815.556327
1184.547013,2049,819.643332
1186.101393,2049,823.918653
1211.147415,2049,828.048069
18.109002,63,828.172884
18.601701,68,828.286958
1213.350137,2049,832.371401
1217.938194,2049,836.440354
1268.442516,2049,840.542531
1262.078336,2049,844.668363
1209.9577,2049,848.8372
1252.528571,2049,853.067713
1201.69034,2049,857.284575
1249.265099,2049,861.379813
1214.76887,2049,865.550775
1254.870804,2049,869.658052
1217.419011,2049,873.858747
957.71102,1668,877.246716
1237.451592,2049,881.504885
1304.239879,2049,885.627865
1245.321862,2049,889.788769
1206.688798,2049,893.793553
808.117016,1415,896.848305
1349.710058,2049,900.863877
1198.971189,2049,905.053546
1100.095874,1789,908.876828
1188.612798,2049,912.94455
1251.337801,2049,917.165277
366.272585,685,918.380548
991.91602,1710,921.945593
497.353037,969,923.860736
920.03598,1608,927.008678
1300.714747,2049,931.206127
587.683934,1092,933.784906
433.796814,793,935.1699
779.158609,1285,937.91846
581.513273,1035,939.706558
975.631029,1570,942.966003
610.943302,1088,945.594317
313.263047,605,946.629481
1336.622068,2049,950.615244
392.948887,715,951.89256
421.189344,793,953.836159
429.272621,774,955.201584
446.942112,808,956.689295
660.424015,1157,959.052074
349.279532,725,960.2947
270.593301,561,961.695929
633.459571,1084,963.682828
802.91657,1372,966.593647
538.028783,984,968.294367
884.962525,1447,971.36906
524.445394,929,972.955887
1295.95005,2049,976.982312
1273.803672,2049,981.186017
407.362091,818,983.116331
1260.16453,2049,987.191129
1228.527365,2049,991.377829
1268.268296,2049,995.546014
1252.622137,2049,999.62516
1301.002544,2049,1003.772903
1155.181612,2049,1007.951757
1241.445427,2049,1012.054379
1294.125062,2049,1016.195902
1262.857873,2049,1020.272986
1277.159155,2049,1024.372247
1355.804586,2049,1028.410195
1280.593113,2049,1032.543745
1329.533459,2049,1036.533128
1311.868179,2049,1040.624772
1289.475282,2049,1044.700843
764.78499,1281,1046.973844
325.014107,658,1048.567334
1357.148286,2049,1052.712617
1337.706566,2049,1056.947764
1299.657213,2049,1060.943974
239.74266,530,1061.941375
359.95425,783,1063.43248
1287.303878,2049,1067.548796
1305.720425,2049,1071.667527
249.393204,536,1073.041089
1341.434241,2049,1077.082357
287.925996,604,1078.130869
1351.782101,2049,1082.037384
1359.995004,2049,1086.249714
940.767123,1500,1089.399594
54.337294,132,1089.631696
1376.589545,2049,1093.735214
1180.500988,1865,1097.598576
422.889422,778,1099.013287
1367.905304,2049,1103.237959
1327.850697,2049,1107.329829
1372.573621,2049,1111.355692
1353.148891,2049,1115.47526
1415.208058,2049,1119.623282
358.792439,670,1120.863432
362.972103,701,1122.566001
308.156512,641,1123.707214
188.486447,429,1124.595152
354.097254,624,1126.001474
485.186043,780,1127.548791
380.878153,810,1129.173726
459.178429,859,1131.130992
231.264974,527,1132.025496
1402.529076,2049,1136.055337
1395.607336,2049,1140.115476
1336.777294,2049,1144.183344
1335.511478,2049,1148.291703
1377.525426,2049,1152.539017
930.675042,1480,1155.557465
1333.265687,2049,1159.808626
1372.397078,2049,1163.792746
415.950706,767,1165.259433
855.870401,1376,1168.105662
783.477062,1343,1170.458765
1319.960264,2049,1174.648705
1343.478098,2049,1178.821713
688.435959,1307,1181.656316
