value_loss,approxkl,explained_variance,ep_reward_mean,serial_timesteps,time_elapsed,ep_len_mean,fps,total_timesteps,n_updates,policy_loss,clipfrac,policy_entropy
4.9571,0.0023165669,0.033322691917419434,118.91787933333335,2048,2.6226043701171875e-06,599.6666666666666,488,2048,1,-0.0025330507,0.019873047,1.4177883
4.0477786,0.003909834,-0.020947933197021484,105.09934028571429,4096,4.193503379821777,553.2857142857143,488,4096,2,-0.0024080584,0.03276367,1.405165
6.2895927,0.004063979,0.005156576633453369,150.92961,6144,8.387844562530518,740.25,435,6144,3,-0.002678515,0.039648436,1.4068081
6.3237743,0.0019760574,-0.04895424842834473,170.6745226,8192,13.091033220291138,811.4,436,8192,4,-0.0015759995,0.015576172,1.4240606
3.5484948,0.002162053,0.41176170110702515,116.99402344444444,10240,17.785219192504883,563.5555555555555,452,10240,5,-0.002219265,0.017724609,1.433222
4.5622096,0.0023202598,0.10992860794067383,115.77386257894736,12288,22.308812856674194,559.3684210526316,468,12288,6,-0.0019929267,0.017724609,1.4245504
4.021349,0.0018129956,0.08650964498519897,124.3541908095238,14336,26.684504508972168,602.3809523809524,484,14336,7,-0.0017988726,0.012353515,1.4107361
4.987326,0.003329421,0.3270845413208008,140.390391625,16384,30.912102937698364,672.0416666666666,459,16384,8,-0.0023334748,0.032324217,1.4022131
3.6856065,0.003930049,0.4208337068557739,133.7188458888889,18432,35.36861205101013,639.7037037037037,484,18432,9,-0.005286582,0.045556642,1.4046881
3.884917,0.0035874103,0.35203611850738525,142.51323627586206,20480,39.59751749038696,678.448275862069,497,20480,10,-0.0025413842,0.03730469,1.4100761
6.5708265,0.0031113052,-0.20592951774597168,155.2536983,22528,43.71338605880737,724.1333333333333,470,22528,11,-0.0018700594,0.03466797,1.4155271
4.5056295,0.0026248621,-0.253587007522583,166.03407632258063,24576,48.06535053253174,766.8709677419355,489,24576,12,-0.0025743127,0.021044921,1.410851
5.7243505,0.0017525131,-0.3019901514053345,177.74361393750002,26624,52.25303339958191,806.9375,476,26624,13,-0.0016954817,0.011865234,1.4011514
3.866119,0.003474709,-0.12991225719451904,186.6613105757576,28672,56.549925804138184,844.5757575757576,490,28672,14,-0.0028268162,0.039404295,1.4038286
9.005693,0.003890918,-0.298694372177124,199.6705615294118,30720,60.72462320327759,880.0,469,30720,15,-0.0026098485,0.03959961,1.4001821
7.4190187,0.0032792804,-0.09093475341796875,210.95163202857145,32768,65.08859515190125,913.4,466,32768,16,-0.0022552873,0.03227539,1.3875787
13.529599,0.0018256942,-0.02847874164581299,226.55467000000002,34816,69.47531318664551,944.9444444444445,464,34816,17,-0.00083221623,0.012402344,1.3765221
12.0294285,0.0039407513,0.15694063901901245,231.56091359459458,36864,73.88148355484009,953.0,435,36864,18,-0.0044966256,0.043310545,1.370959
8.498835,0.0034594901,0.12903571128845215,243.94636574358972,38912,78.58739280700684,972.0769230769231,445,38912,19,-0.0028423578,0.037890624,1.3693061
14.27849,0.0034733112,-0.06599032878875732,258.026550875,40960,83.18046402931213,999.0,435,40960,20,-0.0015754603,0.038378906,1.3762238
6.0732937,0.0016951108,0.12461453676223755,259.96404727906975,43008,87.88251376152039,992.953488372093,503,43008,21,-0.000538365,0.009228515,1.3766075
5.383901,0.0039273417,0.29270482063293457,256.578143673913,45056,91.94926381111145,973.3913043478261,478,45056,22,-0.0040799775,0.045166016,1.3679669
5.165555,0.0021869387,0.3803554177284241,254.57258563265304,47104,96.23337507247925,960.265306122449,477,47104,23,-0.0013574196,0.021337891,1.3692201
3.6141706,0.0039994866,0.2269863486289978,256.03452512,49152,100.52215147018433,960.86,495,49152,24,-0.0022936286,0.04448242,1.3721259
5.6358433,0.0035546846,0.18046468496322632,261.56670115686273,51200,104.65435791015625,982.1960784313726,468,51200,25,-0.00284695,0.03696289,1.3603251
2.1998758,0.0037910708,-0.28970444202423096,265.2542788846154,53248,109.03662991523743,988.6923076923077,484,53248,26,-0.003337846,0.040625,1.335535
1.5941087,0.0068590404,-0.10129213333129883,268.34756590566036,55296,113.26622653007507,1008.6981132075472,492,55296,27,-0.0045459024,0.089257814,1.3180789
7.5275817,0.0022279231,-0.11137902736663818,272.8843847222222,57344,117.42725038528442,1027.962962962963,462,57344,28,-0.00058285386,0.018408203,1.3236626
2.601809,0.0065175192,-0.5563434362411499,281.6942730545455,59392,121.85127115249634,1046.5272727272727,488,59392,29,-0.0051313993,0.07319336,1.30451
7.034442,0.0035671834,-0.13049471378326416,284.6655476428572,61440,126.04350519180298,1064.4285714285713,481,61440,30,-0.0021047713,0.03237305,1.2660873
3.234583,0.004631314,0.053495943546295166,296.43533031034485,63488,130.29337310791016,1094.4827586206898,489,63488,31,-0.0023058099,0.05517578,1.2586842
3.7488923,0.005240459,0.19137459993362427,300.0511723389831,65536,134.48030018806458,1101.949152542373,481,65536,32,-0.0037364713,0.06411133,1.2661982
6.7302027,0.0035465932,0.11959809064865112,307.8580917666667,67584,138.73230957984924,1117.7333333333333,469,67584,33,-0.0008107776,0.035888672,1.2626102
6.9990463,0.003997986,0.24961721897125244,309.9441701311476,69632,143.09213209152222,1119.8196721311476,470,69632,34,-0.0052475994,0.04838867,1.2696346
7.9351363,0.004748379,0.12869346141815186,316.0739814193549,71680,147.446035861969,1129.4516129032259,469,71680,35,-0.0040090047,0.059375,1.2755558
6.825991,0.003343196,0.18998926877975464,324.2665770158731,73728,151.81063103675842,1144.047619047619,474,73728,36,-0.0023967088,0.03696289,1.2671604
5.0893106,0.0046557,0.03376656770706177,331.36271703125,75776,156.12446641921997,1158.1875,464,75776,37,-0.0023374069,0.054785155,1.2625531
3.371156,0.0036986887,0.2160325050354004,337.62954101538463,77824,160.53325772285461,1171.8923076923077,469,77824,38,-0.0030414795,0.042138673,1.257821
3.9215763,0.004547599,0.1643965244293213,345.01130447761193,79872,164.89542150497437,1189.8507462686566,468,79872,39,-0.003675721,0.055517577,1.2526143
2.7388499,0.0028958307,0.23938482999801636,349.86220473529414,81920,169.27097415924072,1202.485294117647,459,81920,40,-0.0012873799,0.026708985,1.2484806
2.7642913,0.0032668442,0.3358694911003113,348.53909768115943,83968,173.725768327713,1196.7536231884058,465,83968,41,-0.00039952487,0.035009764,1.2401527
3.9012446,0.0033397865,0.1805936098098755,353.9210945285714,86016,178.12442255020142,1208.9285714285713,459,86016,42,-0.0004895099,0.037060548,1.2399266
1.9661129,0.0037531916,0.33066409826278687,355.4848614225352,88064,182.57871294021606,1211.718309859155,451,88064,43,-0.0028143378,0.039160155,1.2309273
3.0267303,0.004391176,0.2571268677711487,359.6221624583334,90112,187.11250853538513,1223.3472222222222,477,90112,44,-0.0010357269,0.050634764,1.220989
5.818622,0.0047644535,0.270501971244812,360.9839646081082,92160,191.40053915977478,1223.6351351351352,487,92160,45,-0.002223255,0.058300782,1.2217476
3.9180686,0.0046615265,0.3089141249656677,367.88825964000006,94208,195.59989309310913,1234.64,453,94208,46,-0.0026144604,0.054248046,1.2251748
1.8502287,0.0053235297,0.14970988035202026,372.20139414473687,96256,200.1210105419159,1245.3552631578948,465,96256,47,-0.0032333438,0.06508789,1.2137167
2.4168906,0.005435027,0.28421342372894287,375.47861384415586,98304,204.5218963623047,1255.7922077922078,469,98304,48,-0.002283272,0.06708984,1.2143481
3.6391354,0.0040461584,0.2954527735710144,379.99109351282056,100352,208.8800072669983,1265.9615384615386,468,100352,49,-0.0008569573,0.04633789,1.2240365
5.399435,0.00562803,0.21502608060836792,385.22202646835444,102400,213.24816370010376,1275.873417721519,474,102400,50,-0.0024187397,0.06899414,1.2234738
6.2481956,0.003922971,0.28218984603881836,391.1488520125,104448,217.56282305717468,1285.5375,469,104448,51,-0.001645983,0.04511719,1.2206635
6.363232,0.00477116,0.24610179662704468,393.1689339638554,106496,221.92867827415466,1280.0240963855422,484,106496,52,-0.0037770825,0.058544923,1.2201246
6.2324786,0.005250332,0.2828322649002075,389.1290940235294,108544,226.15321040153503,1264.9411764705883,474,108544,53,-0.0028923624,0.05986328,1.2273533
7.6590185,0.0072010434,0.4085424542427063,390.2635925930232,110592,230.47168254852295,1263.3255813953488,472,110592,54,-0.0035181835,0.08959961,1.2357124
6.749833,0.005098556,0.2951868772506714,386.1125714725274,112640,234.80960273742676,1236.978021978022,477,112640,55,-0.0027212403,0.06362305,1.2534015
4.4986835,0.0047431006,0.48034292459487915,378.0026068936169,114688,239.09849619865417,1211.776595744681,483,114688,56,-0.0017889881,0.05859375,1.2597997
7.271061,0.003904311,0.4008510708808899,377.3581610824742,116736,243.3364074230194,1200.0309278350514,490,116736,57,-0.0036036551,0.041308593,1.2579987
5.9173927,0.002749399,0.4810044765472412,371.36160000999996,118784,247.51352643966675,1175.7,490,118784,58,-0.0010834966,0.028710937,1.2621676
6.9988694,0.0024369773,0.4857783317565918,378.44939883,120832,251.68977618217468,1185.98,495,120832,59,-0.0016626337,0.02060547,1.2626176
5.718692,0.0034666131,0.42804187536239624,383.7117795800001,122880,255.8267982006073,1191.58,480,122880,60,-0.0030052618,0.039355468,1.2576783
5.1448236,0.0041871862,0.6186294853687286,380.43894252999996,124928,260.0899796485901,1164.97,467,124928,61,-0.0019666806,0.047070313,1.2637458
8.509172,0.0038830612,0.5702588856220245,380.90455218999995,126976,264.47443151474,1164.16,496,126976,62,-0.003600474,0.043066405,1.2729653
6.487808,0.0038060327,0.38257700204849243,393.75679021999997,129024,268.59628653526306,1189.4,479,129024,63,-0.0042706546,0.042138673,1.2796147
6.7815332,0.005035415,0.5520705580711365,401.61294716,131072,272.8665807247162,1201.93,477,131072,64,-0.005726691,0.061767578,1.2909027
5.464788,0.0048743365,0.6476322114467621,398.3786893599999,133120,277.1521375179291,1169.33,487,133120,65,-0.005425288,0.060546875,1.3069838
7.079473,0.0053502037,0.6150899827480316,405.27756844000004,135168,281.3522207736969,1178.27,479,135168,66,-0.0033936533,0.06367187,1.3197126
6.115824,0.0043015443,0.6383129060268402,409.08959038000006,137216,285.6210033893585,1173.0,503,137216,67,-0.004441155,0.048876952,1.3327873
11.113962,0.006250312,0.5243654251098633,404.01477476,139264,289.6899518966675,1132.72,493,139264,68,-0.006524735,0.07841797,1.3399994
6.185767,0.0031972013,0.5829830765724182,394.9712115300001,141312,293.8386719226837,1089.51,492,141312,69,-0.0010007229,0.034375,1.3427783
8.181678,0.003950171,0.5356218218803406,390.52615743,143360,297.99896454811096,1072.88,501,143360,70,-0.001935865,0.040966798,1.3406148
6.3423033,0.004627889,0.6601193845272064,381.3012332800001,145408,302.08239459991455,1041.3,478,145408,71,-0.0047521926,0.052441407,1.3384992
8.12179,0.005784595,0.47842055559158325,384.52283077999994,147456,306.36188530921936,1039.64,483,147456,72,-0.0025767556,0.07119141,1.3411812
10.022828,0.0058020568,0.6071807146072388,391.40940857999993,149504,310.5958330631256,1047.02,502,149504,73,-0.0036050933,0.06557617,1.3430784
5.1619506,0.005317792,0.7491751909255981,392.33661810999996,151552,314.6717047691345,1041.18,477,151552,74,-0.002814107,0.069970705,1.3481023
7.8583007,0.0040076524,0.4679054021835327,383.09863293,153600,318.96028780937195,998.04,500,153600,75,-0.0029043506,0.044287108,1.3543931
7.137356,0.0027765739,0.6169404983520508,374.9107003000001,155648,323.0542736053467,957.19,490,155648,76,-0.00017595112,0.027197266,1.361079
8.21898,0.004646409,0.5626491606235504,378.1994351700001,157696,327.234174489975,957.19,469,157696,77,-0.002629206,0.051953126,1.3534602
6.151744,0.003501522,0.6821141541004181,365.27901156,159744,331.59887862205505,913.45,503,159744,78,-0.0015536166,0.03691406,1.3416252
4.9105635,0.0022958573,0.7436250448226929,350.00273229000004,161792,335.66780042648315,873.98,486,161792,79,-0.0012435751,0.022558594,1.3433877
5.1022444,0.0032990812,0.6432700753211975,343.73799985000005,163840,339.8756914138794,851.59,496,163840,80,-0.0009302247,0.032470703,1.3399707
4.989027,0.0061453898,0.7664891928434372,340.70893915,165888,343.9986426830292,841.94,476,165888,81,-8.098175e-05,0.07744141,1.3383557
9.859906,0.0032219805,0.584235280752182,343.8959603299999,167936,348.30114340782166,832.71,499,167936,82,-0.0010108304,0.034423828,1.3389904
5.1639867,0.004429942,0.7858910262584686,331.69357896,169984,352.4017059803009,792.09,488,169984,83,-0.0005753048,0.04790039,1.3268627
9.720098,0.0043120836,0.4650416970252991,325.53610391,172032,356.5986313819885,769.92,483,172032,84,-0.0017659627,0.047558594,1.3196198
8.393517,0.0060292026,0.7594019323587418,323.68875745,174080,360.8388328552246,757.5,488,174080,85,-0.0024040472,0.068408206,1.314621
4.3008227,0.007272211,0.8302333056926727,322.69025060999996,176128,365.0288140773773,743.42,487,176128,86,-0.0030442572,0.09189453,1.30338
9.391641,0.0051903,0.6839280128479004,314.71584446,178176,369.2292833328247,719.24,493,178176,87,-0.0030939758,0.057666015,1.2914356
6.000157,0.004439027,0.7456797957420349,317.97264758,180224,373.38089537620544,722.64,483,180224,88,-0.005334886,0.04243164,1.2875831
9.74231,0.004970475,0.6804155707359314,312.86268816,182272,377.61486768722534,708.61,464,182272,89,-0.0037731142,0.06137695,1.2883441
10.455144,0.005083558,0.5716610550880432,319.20265969,184320,382.02093863487244,716.77,508,184320,90,-0.0037849578,0.058886718,1.2785355
8.914833,0.0064590895,0.6261459290981293,326.14391448000003,186368,386.05267810821533,725.77,503,186368,91,-0.001704728,0.0753418,1.2701992
8.944906,0.009737267,0.6832817792892456,328.95217572,188416,390.1202790737152,727.08,485,188416,92,-0.0062513975,0.09467773,1.2733904
7.707255,0.0028688223,0.7457224428653717,332.89510269999994,190464,394.3405261039734,731.16,480,190464,93,-0.0032631042,0.030615235,1.2853779
9.003461,0.0046296963,0.6869382262229919,337.35809515,192512,398.6076159477234,736.64,495,192512,94,-0.0024096041,0.048291016,1.2895036
6.8720527,0.0057214685,0.7745312303304672,335.60714991000003,194560,402.7387237548828,732.01,482,194560,95,-0.0037885997,0.06875,1.2889202
8.990491,0.0019653111,0.6797783970832825,337.9149567699999,196608,406.98311734199524,731.74,492,196608,96,-0.0013626792,0.016552735,1.2849804
6.469294,0.005539942,0.774059921503067,343.90565971,198656,411.1425521373749,740.26,501,198656,97,-0.0027600548,0.06821289,1.29338
