serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.3688097,85.83463975000001,-0.0056724204,0.0039950553,457.75,2048,1,2.1457672119140625e-06,0.042382814,1.422138,562,-0.06722116470336914
4096,4.1331396,66.06918066666668,-0.004042238,0.0047790874,358.1111111111111,4096,2,3.6390368938446045,0.05571289,1.4237769,603,-0.025479912757873535
6144,5.089799,83.21038135714286,-0.00298819,0.003337148,430.35714285714283,6144,3,7.0328099727630615,0.03178711,1.4171739,568,-0.01143193244934082
8192,4.7504478,70.63299739130433,-0.0017361778,0.0017498787,354.9130434782609,8192,4,10.638594388961792,0.01225586,1.4116676,580,-0.04610168933868408
10240,4.540394,68.34908196666667,-0.0033261706,0.0035746968,337.9,10240,5,14.166893005371094,0.03754883,1.4063948,599,0.1159563660621643
12288,2.8463614,57.26145932558139,-0.0040851706,0.0036087935,284.0232558139535,12288,6,17.581124305725098,0.039501954,1.414077,594,0.4750779867172241
14336,2.8447328,54.041713037735846,-0.002152779,0.0030472982,267.9433962264151,14336,7,21.028518676757812,0.02446289,1.4097397,612,0.6199379563331604
16384,2.1896336,51.09822120634921,-0.006023306,0.004455234,253.85714285714286,16384,8,24.371830463409424,0.049902342,1.3956403,596,0.7669433653354645
18432,2.791944,51.80817542253521,-0.003119358,0.004409234,257.22535211267603,18432,9,27.803995847702026,0.052197266,1.3967259,617,0.6680344045162201
20480,2.3736513,54.88420682191781,-0.003290201,0.0045499103,275.986301369863,20480,10,31.118772983551025,0.051660158,1.3982704,617,0.799178272485733
22528,1.9492104,58.793248905405406,-0.005910772,0.006359612,299.94594594594594,22528,11,34.435776472091675,0.08110352,1.4003232,594,0.6860063076019287
24576,1.41817,58.12410600000001,-0.006893533,0.0064371945,298.3170731707317,24576,12,37.882243156433105,0.083740234,1.422312,597,0.8159653693437576
26624,1.6516405,60.58243233333335,-0.002942531,0.0044233603,313.7261904761905,26624,13,41.31044816970825,0.05258789,1.4528883,604,0.82211834192276
28672,1.5401225,63.94914758823531,-0.001877772,0.002024671,334.1411764705882,28672,14,44.6992244720459,0.013867187,1.46099,602,0.7128432393074036
30720,1.490711,67.25189056976745,-0.00034006842,0.0029957897,354.0813953488372,30720,15,48.10024833679199,0.02836914,1.4586045,621,0.7072288691997528
32768,1.3303872,70.65255077011497,-0.001165645,0.002560169,373.5632183908046,32768,16,51.39420223236084,0.022607422,1.454004,586,0.6037728488445282
34816,1.3818266,74.25060931818183,-0.0020810443,0.0029609152,392.60227272727275,34816,17,54.88482594490051,0.027929688,1.4428518,596,0.5287381410598755
36864,1.3447735,77.73148586516855,-0.003023121,0.0030396609,411.2134831460674,36864,18,58.32062792778015,0.028564453,1.4386199,624,0.381364107131958
38912,1.5113697,81.33732533333334,-0.0035146505,0.0039885463,429.4111111111111,38912,19,61.60105919837952,0.047167968,1.4591713,621,0.3121970295906067
40960,1.4806377,85.04273623076924,-0.0038793006,0.004758616,447.2087912087912,40960,20,64.89753341674805,0.050634764,1.4693217,611,0.05927950143814087
43008,1.5084703,88.8071555652174,-0.0007403962,0.0029705071,464.6195652173913,43008,21,68.24865436553955,0.026855469,1.4553719,593,0.3005827069282532
45056,1.576378,92.67033376344088,-0.0010689714,0.003717802,481.6559139784946,45056,22,71.70175909996033,0.042138673,1.454646,595,0.14032626152038574
47104,1.4292367,96.62306575531916,-0.0022405654,0.0043238224,498.32978723404256,47104,23,75.14086961746216,0.052734375,1.4669087,624,0.028161227703094482
49152,1.2775189,100.4178710526316,-0.0009304952,0.0032837123,514.6526315789474,49152,24,78.42197370529175,0.037060548,1.4698589,615,0.3216877579689026
51200,2.3904495,104.75029339583334,-0.00018938401,0.0018753406,530.6354166666666,51200,25,81.74971199035645,0.012792969,1.4631011,606,0.012794137001037598
53248,1.8100764,108.76491185567009,-0.0015523642,0.0030870943,546.2886597938144,53248,26,85.13848853111267,0.031591795,1.4639621,624,0.1487290859222412
55296,2.071752,112.88264302040817,-0.0021301447,0.003066617,561.6224489795918,55296,27,88.41971898078918,0.030761719,1.4539648,603,-0.18240785598754883
57344,1.8576015,116.90415444444444,-0.002988815,0.0028450568,576.6464646464647,57344,28,91.81173968315125,0.027490234,1.4622924,618,-0.22441768646240234
59392,1.6266161,120.83073438,0.00020454048,0.0016815249,591.37,59392,29,95.12156867980957,0.009619141,1.4652297,600,0.09964615106582642
61440,1.9690812,125.59300421000002,-0.00029622344,0.0026970124,608.27,61440,30,98.5347261428833,0.027001953,1.4638816,580,-0.0039479732513427734
63488,2.3211207,130.6812988,-0.002168917,0.0037955432,625.48,63488,31,102.0609564781189,0.042333983,1.463383,593,-0.005875945091247559
65536,2.0039372,135.62354389,-0.0013810712,0.0025219761,643.08,65536,32,105.50954294204712,0.024414062,1.4571872,612,-0.12811410427093506
67584,1.9243224,139.38547673999997,-0.00040335115,0.0033157568,655.02,67584,33,108.8528311252594,0.033837892,1.45917,613,-0.01686251163482666
69632,2.1831498,144.61247262999998,-0.0012232356,0.0037948631,672.13,69632,34,112.1919937133789,0.038378906,1.4547976,588,0.11799466609954834
71680,1.4660064,149.54008172,-0.0003695727,0.0025757996,690.02,71680,35,115.67286014556885,0.024560547,1.4453573,616,0.0924067497253418
73728,1.5276468,154.47925872,-0.0023509588,0.00504004,708.11,73728,36,118.99590420722961,0.05834961,1.4333489,600,-0.06672811508178711
75776,1.2417338,159.29122737,-2.2224907e-05,0.002923486,725.54,75776,37,122.40769791603088,0.028857421,1.4274154,605,0.15483158826828003
77824,1.530762,164.44400563,-0.0009674577,0.004276276,743.55,77824,38,125.78886604309082,0.05214844,1.430927,615,0.09185999631881714
79872,1.728473,168.47465874000002,-0.0037829014,0.005290673,755.24,79872,39,129.1167516708374,0.069726564,1.4488043,587,-0.0003223419189453125
81920,1.6989625,173.62803919,-0.00020867046,0.0041240873,772.94,81920,40,132.60602474212646,0.045703124,1.454455,607,-0.07536602020263672
83968,1.5744247,177.82461764000004,-0.00072168326,0.0029817328,786.85,83968,41,135.97728967666626,0.031884767,1.4531214,607,-0.03867959976196289
86016,1.6287508,182.77912335000002,-0.003383385,0.005336445,803.23,86016,42,139.3494896888733,0.06391601,1.448916,619,-0.031920552253723145
88064,1.4340984,187.40152651,-0.002407413,0.0041549383,817.98,88064,43,142.65554642677307,0.05229492,1.4567003,596,0.03376847505569458
90112,1.6205088,192.7751552,-0.0019011314,0.004768532,836.32,90112,44,146.09164309501648,0.054248046,1.4596726,601,0.0012413859367370605
92160,1.3979229,198.26584052000007,-0.0010668028,0.00267198,855.47,92160,45,149.49893999099731,0.024169922,1.462991,607,0.09063100814819336
94208,1.3249115,203.59682139,-0.00052841846,0.0040286025,874.36,94208,46,152.86853003501892,0.046777345,1.4649765,614,0.08365952968597412
96256,1.1207844,208.20912367,-0.00043250778,0.0033100192,891.46,96256,47,156.20419263839722,0.035351563,1.4665844,587,0.01482468843460083
98304,1.2867861,212.63999669,-0.0062962906,0.0067091146,906.5,98304,48,159.69290900230408,0.08696289,1.4769151,590,0.054714977741241455
100352,1.2959291,217.88915783000002,-0.001110668,0.0030204977,924.96,100352,49,163.15926337242126,0.031884767,1.4864206,602,0.01648855209350586
102400,1.2602375,223.20319973000002,-0.0008532265,0.003243946,943.53,102400,50,166.55775570869446,0.03540039,1.4961019,621,0.08461487293243408
104448,1.1878681,228.51545952000004,-0.0013510262,0.0030743175,962.67,104448,51,169.8537917137146,0.029785156,1.5004964,598,0.03620553016662598
106496,1.2798871,233.71159107,-0.0021990624,0.0034693864,981.01,106496,52,173.27494192123413,0.03745117,1.5122777,618,-0.014240264892578125
108544,1.2898972,239.09454150999997,-0.002418367,0.005511639,1000.04,108544,53,176.5855827331543,0.06728516,1.5210223,614,0.01500028371810913
110592,1.3262458,244.47202384000005,-0.0007671033,0.005099338,1019.16,110592,54,179.91860580444336,0.065136716,1.5251969,602,0.04914885759353638
112640,1.2522627,249.55101305999997,-0.00040919456,0.0033374913,1036.85,112640,55,183.31551909446716,0.031396486,1.5319073,595,0.06639832258224487
114688,1.3635424,253.80998053999997,0.0005878364,0.003409215,1051.58,114688,56,186.75603485107422,0.039648436,1.5419347,591,0.008734464645385742
116736,1.3881252,258.68458538,-0.00012874833,0.0030162146,1068.51,116736,57,190.2218599319458,0.033837892,1.5522826,570,0.01845395565032959
118784,1.2611169,263.8977934,-0.0021530632,0.003954656,1087.21,118784,58,193.81490898132324,0.043701172,1.5520887,598,0.07184815406799316
120832,1.2627184,268.92637984000004,-0.0053802608,0.0062167137,1104.7,120832,59,197.23820304870605,0.07724609,1.5471071,616,0.09131109714508057
122880,1.3038619,274.10159035000004,-0.00065445976,0.0042989803,1123.33,122880,60,200.55922412872314,0.047216795,1.5523148,605,0.057099997997283936
124928,1.3954437,279.60471625,-0.0012197567,0.0039412854,1142.59,124928,61,203.94456267356873,0.043798827,1.5620086,600,0.07651221752166748
126976,1.3409415,284.79326261,-0.0048730536,0.0063476064,1161.53,126976,62,207.35474395751953,0.08515625,1.5660353,606,0.08467000722885132
129024,1.4182698,289.8253894200001,-0.004455446,0.006780956,1179.91,129024,63,210.73463320732117,0.092236325,1.584045,617,0.00956869125366211
131072,1.3078581,295.04073174000007,-0.0022689318,0.0043948623,1199.0,131072,64,214.05329370498657,0.051220704,1.6014948,607,0.1116034984588623
133120,1.3337855,300.2102277900001,-0.0046704714,0.0062300074,1218.08,133120,65,217.424950838089,0.08515625,1.6049,589,0.11561542749404907
135168,1.490192,305.59953562000004,-0.00097100605,0.0052065263,1237.36,135168,66,220.9009325504303,0.06342773,1.60471,594,0.09923142194747925
137216,1.3963875,311.13309363,-0.0041993717,0.0063853897,1256.5,137216,67,224.3447666168213,0.08320312,1.5974692,593,0.1798710823059082
139264,1.5646522,316.72731967,-0.00019688865,0.0029795067,1275.45,139264,68,227.79544830322266,0.030078124,1.598888,592,0.16786527633666992
141312,1.5809325,322.10394138,-0.0029820737,0.004975941,1293.46,141312,69,231.25369143486023,0.060009766,1.5972482,598,0.17905205488204956
143360,1.4800913,327.74379917,-0.0046463083,0.005109504,1312.45,143360,70,234.67726039886475,0.062158205,1.5964241,581,0.2386419177055359
145408,1.7078607,333.6544499700001,-0.00136323,0.0047301697,1331.54,145408,71,238.2005491256714,0.05571289,1.5955131,570,0.2817162275314331
147456,1.8896635,339.58620082,-0.002201959,0.0037871604,1350.31,147456,72,241.79404950141907,0.043554686,1.6043037,575,0.23005682229995728
149504,1.669697,345.46647212000005,-0.0032509589,0.0057573137,1369.32,149504,73,245.3552143573761,0.06962891,1.6177222,560,0.17833936214447021
151552,1.8550384,351.58367127,-0.0033768937,0.004099744,1388.24,151552,74,249.0071518421173,0.05053711,1.6270256,563,0.24664795398712158
153600,1.7287138,357.24288461000003,-0.0027088053,0.005356391,1405.6,153600,75,252.6419758796692,0.061621092,1.6324561,557,0.2531466484069824
155648,2.482423,364.01986246000007,-0.004626139,0.006935639,1423.69,155648,76,256.31606554985046,0.08642578,1.6393055,581,0.37695586681365967
157696,2.9618375,371.2023826000001,-0.0015737185,0.003227409,1442.74,157696,77,259.84106278419495,0.035498045,1.6478789,576,0.3111177682876587
159744,3.7070642,378.7637927200001,-0.004161221,0.0031547882,1459.71,159744,78,263.3925447463989,0.033837892,1.6522534,589,0.32953542470932007
161792,3.1695085,385.89148924,-0.0023626396,0.00293216,1477.09,161792,79,266.86526799201965,0.030712891,1.6437633,580,0.35752618312835693
163840,5.721607,394.6607736,-0.0026699954,0.003496448,1496.24,163840,80,270.39564394950867,0.03828125,1.6398567,589,0.33274149894714355
165888,4.7721653,403.26701635000006,-0.0027154735,0.0028067776,1515.14,165888,81,273.87273025512695,0.026220703,1.6285648,588,0.3868861794471741
167936,4.3127413,410.70675488000006,-0.00282858,0.0037838048,1531.29,167936,82,277.35059690475464,0.041259766,1.6220545,575,0.40262579917907715
169984,5.817888,415.77565629000003,-0.0029223305,0.0034492791,1542.07,169984,83,280.9125249385834,0.034082033,1.61273,592,0.40812426805496216
172032,5.541447,424.79858758,-0.002320166,0.002778199,1560.95,172032,84,284.3676788806915,0.023291016,1.5940456,594,0.41731125116348267
174080,4.5073056,433.46668402999995,-0.0019242071,0.003151231,1579.29,174080,85,287.8144197463989,0.03378906,1.5872637,592,0.49619483947753906
176128,4.9668894,441.52446003,-0.003749234,0.0035949561,1596.85,176128,86,291.270480632782,0.037890624,1.6080014,600,0.5265971720218658
178176,4.6469355,450.22807109,-0.0027435482,0.0033693742,1615.03,178176,87,294.6805520057678,0.03769531,1.6285788,601,0.4451903700828552
180224,4.8794155,458.87805024,-0.0027127531,0.003793609,1633.72,180224,88,298.08512711524963,0.043603517,1.6308025,601,0.4523470997810364
182272,5.2840757,470.88444330000004,-0.0014959987,0.0037842332,1659.73,182272,89,301.4910418987274,0.042871095,1.6281316,601,0.49509310722351074
184320,4.1283436,477.0716228200001,-0.0036959592,0.0038022269,1673.2,184320,90,304.896986246109,0.03955078,1.6202538,583,0.6044937074184418
186368,5.699609,487.38141944,-0.0036011762,0.0038274578,1693.04,186368,91,308.4060764312744,0.04116211,1.6167752,573,0.5654597282409668
188416,5.053117,495.11223908,-0.00017579828,0.002467875,1709.74,188416,92,311.98036551475525,0.021386718,1.6143351,590,0.4976755380630493
190464,4.661469,503.80534021,-0.0010029443,0.0039224126,1727.78,190464,93,315.4481921195984,0.043603517,1.6106937,599,0.5980072915554047
192512,4.7461367,512.6483248699999,-0.004237986,0.0043607205,1746.38,192512,94,318.867778301239,0.04941406,1.6029037,595,0.6421791613101959
194560,6.3278227,521.25397745,-0.004812583,0.0049737776,1763.62,194560,95,322.3091878890991,0.06098633,1.60042,604,0.5952346622943878
196608,4.565165,530.1072819100002,-0.0027361012,0.0038539995,1782.45,196608,96,325.69678378105164,0.042871095,1.6016009,613,0.6114162504673004
198656,4.903972,538.90252483,-0.0014099099,0.0027517036,1800.51,198656,97,329.03288674354553,0.026171874,1.6022288,604,0.6126905977725983
200704,3.4525547,545.5913091200001,-4.47054e-05,0.003608174,1810.13,200704,98,332.4214036464691,0.037402343,1.5974776,591,0.6383112370967865
202752,3.9805088,552.86679806,-0.002353746,0.0033618968,1822.65,202752,99,335.8864572048187,0.039160155,1.5938718,579,0.5937994420528412
204800,3.8868473,558.35636662,-0.002689654,0.0043674135,1822.65,204800,100,339.4201807975769,0.050439455,1.5976031,588,0.6277617812156677
206848,5.72061,567.0406720100001,-0.0020561393,0.0028215474,1839.18,206848,101,342.9053256511688,0.027539063,1.5950752,589,0.5186977982521057
208896,5.767159,574.11622082,-0.0017751796,0.0036849454,1853.7,208896,102,346.37783098220825,0.039355468,1.5958455,595,0.62809157371521
210944,5.9843297,581.89846631,-0.0036090806,0.0049596652,1867.7,210944,103,349.81686425209045,0.06479492,1.5965844,605,0.6173223853111267
212992,6.139303,590.15081471,-0.0013490161,0.0029966845,1884.01,212992,104,353.20059156417847,0.029638672,1.597789,604,0.6192517876625061
215040,4.334834,595.58335374,-0.004212052,0.0037887455,1889.69,215040,105,356.5909605026245,0.042675782,1.6040876,603,0.606742799282074
217088,6.005681,601.8978415,-0.0026865327,0.0053054825,1884.05,217088,106,359.9853324890137,0.05649414,1.5972503,602,0.660309910774231
219136,4.0527973,601.92340601,-0.0007336047,0.0029261792,1871.91,219136,107,363.38616394996643,0.030908203,1.5910037,609,0.6210099756717682
