value_loss,fps,explained_variance,clipfrac,n_updates,time_elapsed,serial_timesteps,policy_loss,total_timesteps,ep_reward_mean,approxkl,ep_len_mean,policy_entropy
52.240578,490,0.3750736117362976,0.028515626,1,2.1457672119140625e-06,2048,-0.0076670693,2048,109.89881442857143,0.0026085835,291.2857142857143,5.12445
9.33343,511,0.9671776220202446,0.018554688,2,4.172723770141602,4096,-0.003877787,4096,122.87640855555554,0.0020155164,314.55555555555554,5.1295133
20.397358,484,0.8892501294612885,0.047070313,3,8.17440390586853,6144,-0.0023065596,6144,277.0656198,0.0038946387,488.0,5.123043
39.157948,478,0.9047244265675545,0.026855469,4,12.402083158493042,8192,-0.0036182452,8192,325.0673484,0.0024677292,535.5333333333333,5.133939
19.997257,473,0.8943388611078262,0.018359374,5,16.684049606323242,10240,-0.0021155425,10240,411.8611170625,0.002225976,630.125,5.135383
25.558235,481,0.8983870521187782,0.034863282,6,21.010356664657593,12288,-0.0046974323,12288,457.5843495555556,0.0032914907,677.7222222222222,5.1154766
30.94209,572,0.779758870601654,0.008447265,7,25.259892225265503,14336,-0.0024680393,14336,414.8573155454545,0.000980149,639.5454545454545,5.1104746
26.977142,583,0.5691507756710052,0.010546875,8,28.837100505828857,16384,-0.0032297368,16384,396.3798098,0.0012025044,631.52,5.1112237
19.903667,531,0.899449497461319,0.0140625,9,32.3470573425293,18432,-0.0030188132,18432,418.7717435925926,0.0014902048,669.8148148148148,5.1142983
20.419699,539,0.893217958509922,0.015673827,10,36.19745588302612,20480,-0.0015740044,20480,462.7268985714286,0.0018575834,719.0714285714286,5.10596
14.561544,555,0.934063270688057,0.027197266,11,39.99583888053894,22528,-0.0016744233,22528,453.5591926,0.0023863367,713.0333333333333,5.1037884
33.430824,528,0.9192684441804886,0.03466797,12,43.680909395217896,24576,-0.0047740573,24576,459.62245844117643,0.0030619786,714.3529411764706,5.1200933
21.00517,501,0.9137118682265282,0.02578125,13,47.55364227294922,26624,-0.0027530042,26624,495.59893688571424,0.002648547,752.4857142857143,5.128878
19.501125,486,0.9075904712080956,0.018847656,14,51.64101219177246,28672,-0.0016398758,28672,528.0639539722222,0.0021718307,788.5,5.1189117
6.3906584,506,0.9663586243987083,0.032470703,15,55.85028910636902,30720,-0.0025031522,30720,523.0484361891893,0.0028380398,784.7297297297297,5.1246123
25.650583,517,0.9095313251018524,0.02578125,16,59.89083647727966,32768,-0.0044362517,32768,543.1136562820512,0.0025900058,804.4102564102565,5.136115
25.428953,505,0.9203050211071968,0.045166016,17,63.845149755477905,34816,-0.004483742,34816,559.8501060487805,0.0035875277,822.8048780487804,5.143028
19.672651,522,0.9052814692258835,0.015673827,18,67.89584016799927,36864,-0.0007476314,36864,588.6900863095238,0.0016503662,852.0,5.149699
20.037487,506,0.9000940322875977,0.039746094,19,71.81664657592773,38912,-0.0029376796,38912,614.6424369534884,0.0035650413,879.8372093023256,5.159624
