n_updates,fps,explained_variance,approxkl,policy_entropy,clipfrac,policy_loss,time_elapsed,serial_timesteps,total_timesteps,value_loss,ep_len_mean,ep_reward_mean
20,369,0.0057808756828308105,0.0025941322,3.7343438,0.02319336,-0.00040469848,109.42856454849243,40960,40960,19.79075,987.575,981.164747
21,353,0.009726762771606445,0.006334086,3.7493203,0.08276367,-0.0028294546,114.97818207740784,43008,43008,19.685497,1013.4634146341464,1006.836458487805
22,350,0.018554389476776123,0.004628408,3.7587783,0.056005858,-0.00232693,120.76669931411743,45056,45056,19.673836,1038.1190476190477,1031.2470883095239
23,340,0.8385766446590424,0.0036669143,3.7626758,0.04575195,-0.0013994339,126.61641001701355,47104,47104,33.34525,973.5744680851063,967.0433743404257
24,370,0.004110455513000488,0.002850607,3.7778523,0.03046875,-0.00093023386,132.63687992095947,49152,49152,20.070337,995.9791666666666,989.4284807916666
25,365,0.6674965620040894,0.0044323048,3.7960598,0.053955078,-0.0012649578,138.16753578186035,51200,51200,23.108294,997.68,991.2067214
26,348,0.7640097886323929,0.004493576,3.7932286,0.053710938,-0.002737204,143.78493571281433,53248,53248,26.355907,980.8867924528302,974.5900479811319
27,367,-0.0011833906173706055,0.002655242,3.7904205,0.02607422,-0.000791883,149.6647379398346,55296,55296,20.001846,1000.6666666666666,994.3520575370369
28,344,0.0025774240493774414,0.0034493092,3.8018944,0.034765624,-0.0017549755,155.243647813797,57344,57344,19.843702,1019.7272727272727,1013.3634954363635
29,348,0.7702445834875107,0.0029120732,3.815482,0.025830079,-0.0009676314,161.18712615966797,59392,59392,25.620754,1003.2241379310345,996.9439134482759
30,353,0.0033698678016662598,0.004776994,3.829532,0.060302734,-0.00035017665,167.07034373283386,61440,61440,19.739239,1020.9491525423729,1014.5331887118645
31,316,0.6608145534992218,0.004973128,3.8399158,0.060791016,-0.0013779348,172.85884499549866,63488,63488,22.631792,1021.5081967213115,1015.0628127540984
32,349,0.7660210579633713,0.0019063253,3.8403676,0.014257813,-0.00019752928,179.33431720733643,65536,65536,25.967651,1006.484375,1000.0747028125
33,336,0.00034737586975097656,0.007621718,3.8471508,0.10234375,-0.0019191189,185.19896841049194,67584,67584,19.923937,1022.5230769230769,1016.0509915538461
34,352,0.0035645365715026855,0.001463258,3.8483167,0.009179687,0.00053742545,191.2839207649231,69632,69632,19.713577,1038.0757575757575,1031.5186412424243
35,391,0.008220314979553223,0.0060571795,3.8430734,0.076367185,-0.002323967,197.08751726150513,71680,71680,19.614582,1053.1641791044776,1046.444284597015
36,393,0.0022695064544677734,0.008409807,3.8414638,0.12163086,-0.0052854726,202.31693291664124,73728,73728,19.762796,1067.8088235294117,1060.9992162647059
37,373,0.6663137078285217,0.0042679138,3.8487816,0.05341797,-0.0011037042,207.51957273483276,75776,75776,22.626768,1066.9571428571428,1060.1777687142858
38,394,-0.001776576042175293,0.003807143,3.850303,0.037988283,-7.034619e-05,213.00713729858398,77824,77824,19.900446,1080.7887323943662,1073.978161197183
39,401,-0.005233168601989746,0.0035580501,3.8563201,0.04082031,1.6232016e-05,218.199444770813,79872,79872,19.926373,1094.236111111111,1087.4513003194445
40,416,0.002579808235168457,0.0030643716,3.8631756,0.02836914,-0.0015553646,223.2958481311798,81920,81920,19.872671,1107.3150684931506,1100.5396954383561
41,381,0.6661992371082306,0.0034562878,3.8670979,0.038671874,-0.0012886025,228.21223878860474,83968,83968,22.737982,1105.4666666666667,1098.7958822
42,378,-0.002184629440307617,0.003744262,3.87378,0.04086914,-0.0009406061,233.5759983062744,86016,86016,19.955025,1117.8815789473683,1111.2173160789473
