explained_variance,n_updates,fps,policy_loss,serial_timesteps,total_timesteps,policy_entropy,value_loss,approxkl,time_elapsed,ep_reward_mean,clipfrac,ep_len_mean
0.5292934775352478,1,377,-0.0071633393,2048,2048,2.8206804,10.853878,0.005321411,1.9073486328125e-06,201.31318433333334,0.06503906,521.3333333333334
0.7891984432935715,2,402,-0.002547936,4096,4096,2.826881,8.828333,0.00311855,5.420959234237671,431.05703825,0.03310547,903.25
0.7753322869539261,3,425,-0.00444225,6144,6144,2.8305984,10.986207,0.0041171806,10.509843349456787,583.1589912,0.045800783,1132.4
0.8450377136468887,4,402,-0.0034348723,8192,8192,2.8278596,8.641335,0.0051519535,15.323688268661499,696.2407026666666,0.06225586,1285.1666666666667
0.6715059876441956,5,388,-0.008152093,10240,10240,2.8325467,14.337915,0.004746308,20.41575813293457,572.6324428888888,0.049853515,1094.111111111111
0.7155968248844147,6,418,-2.04049e-05,12288,12288,2.8339648,19.00209,0.0028623315,25.681538581848145,460.26636246153845,0.03149414,900.3846153846154
0.7401145696640015,7,398,-0.008435613,14336,14336,2.8286114,7.747037,0.009282879,30.57787299156189,516.976591,0.10795899,982.4285714285714
0.8180289715528488,8,389,-0.0013025635,16384,16384,2.8183854,10.682146,0.0048824265,35.71702170372009,540.0437704375,0.058300782,1003.5625
0.7952281981706619,9,387,-0.004620913,18432,18432,2.8103304,10.723561,0.0058943806,40.96899104118347,587.042293764706,0.06337891,1065.0588235294117
0.8239534646272659,10,407,-0.0028372977,20480,20480,2.797481,9.923596,0.005243424,46.26060366630554,545.5046732105263,0.06455078,1000.8421052631579
0.7218949496746063,11,429,-0.0039011415,22528,22528,2.785335,19.441565,0.002471127,51.28370380401611,556.3345825,0.02475586,1015.1363636363636
0.5567604005336761,12,406,-0.004952229,24576,24576,2.799105,14.72657,0.0037183552,56.05766749382019,502.05597173076916,0.044921875,934.4615384615385
0.21141791343688965,13,401,-0.004316341,26624,26624,2.8180053,22.229692,0.0031211171,61.094083309173584,433.529206125,0.034765624,827.90625
0.6527300775051117,14,411,-0.0025810124,28672,28672,2.8310666,12.537382,0.0030118101,66.19925379753113,420.64234254285714,0.034228515,811.5714285714286
0.8478267639875412,15,456,-0.009287998,30720,30720,2.841205,9.879221,0.0060218843,71.1809515953064,404.4857927837838,0.074365236,784.9459459459459
0.6797933876514435,16,396,-0.004868644,32768,32768,2.8537052,21.26086,0.0035602637,75.66668629646301,412.2484788292683,0.04160156,794.3414634146342
