total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,549,-0.2754385471343994,0.04926758,4.3760643,2048,-0.0055219387,492.5,3.337860107421875e-06,0.004352815,92.8464785,1.409405
4096,2,598,-0.3708033561706543,0.018896485,5.3599896,4096,-0.0037153296,506.5,3.7246785163879395,0.0019447316,101.23829900000001,1.4127754
6144,3,606,-0.40151679515838623,0.03125,5.2784963,6144,-0.0035564112,539.0,7.1468424797058105,0.003405029,111.22765340000001,1.4152279
8192,4,599,-0.46345674991607666,0.013720703,5.992969,8192,-0.00096047326,490.6875,10.521830081939697,0.0020157474,102.090371875,1.404957
10240,5,604,-0.13242733478546143,0.024853516,4.63404,10240,-0.002608724,482.2857142857143,13.936579942703247,0.0029991711,101.07976123809524,1.3942035
12288,6,594,0.1270231008529663,0.024169922,3.7233593,12288,-0.001691563,471.84615384615387,17.327585458755493,0.0030175557,97.89780003846155,1.3885512
14336,7,612,0.3515968322753906,0.017822266,3.1339192,14336,-0.0014538717,481.8965517241379,20.770124435424805,0.0022221382,98.53500296551725,1.385484
16384,8,603,0.2456890344619751,0.036132812,4.13559,16384,-0.00354123,466.22857142857146,24.11327886581421,0.0032786503,96.14421665714288,1.3860956
18432,9,600,0.5397867560386658,0.053222656,2.4681005,18432,-0.00479927,449.0487804878049,27.50638175010681,0.0042254413,91.79847990243903,1.3952858
20480,10,612,0.16350537538528442,0.06064453,3.8546033,20480,-0.0071569523,481.07142857142856,30.91980767250061,0.0050680037,98.74312140476191,1.3965528
22528,11,607,0.7743413001298904,0.042382814,1.8380308,22528,-0.0027811502,498.3488372093023,34.261945486068726,0.003944193,101.66614986046513,1.3913038
24576,12,633,0.4639248251914978,0.030664062,2.5879884,24576,-0.0006213006,533.5909090909091,37.632956743240356,0.0030244594,107.48648238636365,1.383112
26624,13,625,0.26258939504623413,0.023583984,3.0593457,26624,-0.0010265256,567.2666666666667,40.867780447006226,0.0029916612,114.39330488888889,1.378878
28672,14,633,0.4311549663543701,0.045458984,1.8862314,28672,-0.005942212,599.4782608695652,44.142054319381714,0.0039410247,121.1261324347826,1.3811738
30720,15,636,-0.22842538356781006,0.018945312,2.4353974,30720,-0.0007521416,630.3191489361702,47.37300729751587,0.002490927,126.91477812765956,1.3801355
32768,16,613,0.22493380308151245,0.03930664,2.1116946,32768,-0.0025223861,659.875,50.59005165100098,0.0033241361,133.95410647916665,1.379898
34816,17,622,-0.09519422054290771,0.023632813,1.667153,34816,-0.001649304,688.2244897959183,53.9283504486084,0.002749273,139.30871295918368,1.3853697
36864,18,604,0.1464216113090515,0.0625,1.4583037,36864,-0.0039696977,715.44,57.22114443778992,0.0050458065,144.78115996,1.3887473
38912,19,606,0.12057149410247803,0.063769534,1.4526933,38912,-0.0045085284,741.5882352941177,60.610085248947144,0.004917557,150.3494266666667,1.3930286
40960,20,633,-0.002518773078918457,0.044677734,1.6098093,40960,-0.0034883954,766.7307692307693,63.98769497871399,0.004505391,156.07089998076924,1.3946755
43008,21,634,0.16594809293746948,0.023388673,1.507245,43008,-0.00045915524,790.9245283018868,67.22254157066345,0.0025482045,161.43681416981136,1.3833749
45056,22,641,-0.06608247756958008,0.059814453,1.6496398,45056,-0.0040433942,814.2222222222222,70.44926977157593,0.0050633186,166.78614525925929,1.3810179
47104,23,629,0.19997930526733398,0.044140626,1.526453,47104,-0.001994845,836.6727272727272,73.64376664161682,0.0037700306,171.9272803454546,1.3820539
49152,24,616,0.28563594818115234,0.014746094,1.7322992,49152,-0.00053010904,858.3214285714286,76.89686989784241,0.0018897492,177.44639278571427,1.3789316
51200,25,625,-0.001273512840270996,0.035302736,1.7059653,51200,-0.0021630765,879.2105263157895,80.21870589256287,0.003424393,182.75967428070174,1.3710653
53248,26,616,0.18088656663894653,0.040771484,1.3659225,53248,-0.0033019409,899.3793103448276,83.50284266471863,0.003842963,187.80638353448276,1.3648853
55296,27,611,0.1099545955657959,0.07001953,1.1075166,55296,-0.002816937,918.8644067796611,86.8262619972229,0.005761423,191.9883464237288,1.35601
57344,28,600,0.4570678472518921,0.037402343,1.0414917,57344,-0.002105805,935.3666666666667,90.17568063735962,0.0036475125,195.33839845,1.3466833
59392,29,638,0.4215558171272278,0.034375,1.0006804,59392,-0.0027518584,940.1967213114754,93.58739233016968,0.0034593225,196.59528022950818,1.331001
61440,30,611,0.5142850875854492,0.043798827,1.0219344,61440,-0.0032648158,951.6349206349206,96.7969741821289,0.0039247884,199.44966944444445,1.3155437
63488,31,623,0.60682812333107,0.058740236,0.71471095,63488,-0.004153217,968.265625,100.14575552940369,0.0048200446,202.86734629687498,1.3123276
65536,32,620,0.5142777264118195,0.0831543,0.8007159,65536,-0.004240508,984.8923076923077,103.43378949165344,0.0062442548,206.2936301384615,1.3165228
67584,33,619,0.33441489934921265,0.034765624,0.77027667,67584,-0.0015404244,1001.0151515151515,106.73328495025635,0.0031760433,209.82336148484845,1.320152
