approxkl,time_elapsed,clipfrac,policy_entropy,total_timesteps,serial_timesteps,fps,value_loss,policy_loss,n_updates,explained_variance,ep_reward_mean,ep_len_mean
0.0053848745,1.9073486328125e-06,0.06728516,2.096649,2048,2048,463,0.52214855,-0.0071817464,1,0.9849340282380581,,
0.002408632,4.4169745445251465,0.023779297,2.0943847,4096,4096,487,15.618204,-0.0025073192,2,0.7800855487585068,810.7161113333333,1267.3333333333333
0.0043062954,8.618927240371704,0.047753908,2.0961738,6144,6144,495,13.419673,-0.004474015,3,0.7931812405586243,758.1700255999999,1204.8
0.005677866,12.751951694488525,0.058398437,2.0912747,8192,8192,516,8.932094,-0.007689266,4,0.7680444419384003,859.115151,1345.5
0.0029766313,16.719083070755005,0.029882813,2.0908961,10240,10240,495,11.445366,-0.0028743136,5,0.7042158842086792,923.9956599999999,1446.0
0.004558653,20.852267742156982,0.04711914,2.0901976,12288,12288,504,7.146805,-0.0033990047,6,0.8405898809432983,822.72206825,1300.5
0.006175164,24.91287136077881,0.066064455,2.0929646,14336,14336,486,17.802336,-0.0020440002,7,0.7357874512672424,800.4755491,1269.8
0.0034653966,29.12417459487915,0.0362793,2.0883844,16384,16384,469,12.185999,-0.0010689998,8,0.7157683670520782,850.5550034545454,1340.6363636363637
0.005257449,33.4890079498291,0.06391601,2.082812,18432,18432,471,9.848729,-0.002293559,9,0.811439260840416,895.4096353333333,1399.6666666666667
0.0050574145,37.83324909210205,0.058789063,2.0848985,20480,20480,495,11.226088,-0.0054998486,10,0.6548273861408234,935.304943076923,1449.6153846153845
0.008010901,41.96340322494507,0.10219727,2.0953732,22528,22528,488,19.337954,-0.0055747726,11,0.7725307494401932,911.7895394,1418.0666666666666
0.0038596285,46.159934282302856,0.03857422,2.0947034,24576,24576,472,9.816261,-0.0023028522,12,0.7889233082532883,943.4383154375,1457.5
0.00508714,50.49079895019531,0.05571289,2.0867553,26624,26624,477,21.15739,-0.0024330597,13,0.7685946524143219,878.0991462631581,1362.4736842105262
0.005633627,54.78313183784485,0.061523438,2.0826564,28672,28672,440,12.29184,-0.003369864,14,0.7726963311433792,903.2778013500001,1396.8
0.0082553355,59.43667650222778,0.097314455,2.0782306,30720,30720,475,14.386904,-0.0031998544,15,0.8297576010227203,894.6046553636365,1386.9545454545455
0.005483114,63.74367356300354,0.058691405,2.0905507,32768,32768,500,5.2381907,-0.0048311823,16,0.8997879400849342,860.3815977826089,1338.391304347826
0.0049363743,67.83904790878296,0.05180664,2.1072156,34816,34816,456,19.41122,-0.0030736318,17,0.7971961945295334,822.6862947692308,1282.1153846153845
0.0026812018,72.32863187789917,0.02607422,2.114986,36864,36864,494,17.715773,-0.002651758,18,0.7717614471912384,827.8463306071428,1291.5
0.004586335,76.47086715698242,0.053027343,2.1190033,38912,38912,483,9.5808735,-0.0042122635,19,0.8243538588285446,845.5227963793103,1317.6206896551723
0.005172131,80.70791101455688,0.059521485,2.1305568,40960,40960,497,18.8232,-0.0052568065,20,0.8420121520757675,813.41379325,1273.75
0.004577925,84.82255482673645,0.04916992,2.1382217,43008,43008,467,11.259901,-0.005338938,21,0.8627027124166489,778.0436726176471,1227.5294117647059
0.005832973,89.2020013332367,0.07348633,2.1337063,45056,45056,482,9.2541685,-0.001400526,22,0.8164799064397812,793.6875508285714,1251.0
0.0043861354,93.44965934753418,0.052246094,2.1370225,47104,47104,475,11.729042,-0.0025247592,23,0.7910400331020355,809.6793511944444,1273.1666666666667
0.0029757048,97.75721788406372,0.031201173,2.1438947,49152,49152,469,11.313239,-0.0012183957,24,0.7492872476577759,824.9611331891891,1294.1351351351352
