fps,ep_reward_mean,approxkl,serial_timesteps,policy_loss,value_loss,clipfrac,total_timesteps,n_updates,time_elapsed,policy_entropy,ep_len_mean,explained_variance
462,351.51736662999997,0.0046405275,92160,-0.0033027711,8.706335,0.054882813,92160,45,199.80523490905762,1.4542634,794.25,0.5980366170406342
454,361.270569,0.0019490151,94208,-0.0016346509,14.006068,0.017236328,94208,46,204.2385516166687,1.4620831,812.78,0.48369961977005005
478,363.0659507600001,0.0031287777,96256,-0.0021532804,4.7953515,0.031835936,96256,47,208.74181294441223,1.4600437,812.78,0.7730735391378403
482,359.1692439300001,0.002662554,98304,-0.004396941,5.4847903,0.027929688,98304,48,213.02415943145752,1.4506645,795.53,0.6889294981956482
467,366.46376054999996,0.003074266,100352,-0.0020655189,12.471882,0.033740234,100352,49,217.26828956604004,1.4497389,813.73,0.4487870931625366
461,372.82537909,0.002637816,102400,-0.001449437,8.228748,0.026708985,102400,50,221.65018105506897,1.4550313,827.42,0.5015647113323212
463,378.84475043000003,0.004287862,104448,-0.0027007773,6.0915785,0.050927736,104448,51,226.08681797981262,1.449668,836.28,0.6054367125034332
473,384.82760729,0.0025397395,106496,-0.0015332855,8.495187,0.0234375,106496,52,230.50545406341553,1.4497627,850.93,0.6867688596248627
469,390.4919019599999,0.0030416583,108544,-0.0023164593,9.994971,0.03178711,108544,53,234.8351972103119,1.4506866,863.35,0.7082023918628693
469,394.01083841,0.003258723,110592,-0.0019552968,5.0948763,0.030712891,110592,54,239.19543409347534,1.4455147,869.37,0.8433445245027542
459,401.71519858999994,0.002493281,112640,-0.0005260471,5.855055,0.019482423,112640,55,243.55783605575562,1.4406497,886.52,0.610884428024292
480,408.7769788300001,0.004276743,114688,-0.005024702,3.6323655,0.05078125,114688,56,248.02033472061157,1.4397771,903.94,0.8772516772150993
463,416.52121487000005,0.003728636,116736,-0.0028097979,5.88201,0.043701172,116736,57,252.28724694252014,1.4464759,919.71,0.5118660628795624
473,424.4895695200001,0.0022440173,118784,-0.00095167867,6.1827655,0.020996094,118784,58,256.70773363113403,1.4589369,934.48,0.45603132247924805
475,432.0759808700001,0.0036073446,120832,-0.0018830007,3.4971054,0.03959961,120832,59,261.0325484275818,1.460923,951.37,0.7740830928087234
471,438.9973829600001,0.0037060573,122880,-0.0021685916,4.725691,0.035888672,122880,60,265.3447177410126,1.4594543,966.48,0.6933231055736542
481,446.3531238900001,0.0020664842,124928,-0.0029043097,5.8506465,0.01508789,124928,61,269.6870045661926,1.4513404,981.82,0.4100397825241089
461,451.63424868000004,0.0036411793,126976,-0.002701175,8.792942,0.042285156,126976,62,273.93918108940125,1.4477764,990.98,0.5865510404109955
469,459.86194068000003,0.0042939563,129024,-0.0044759028,4.373626,0.048583984,129024,63,278.3806519508362,1.4712605,1008.59,0.7542583346366882
479,465.57016408000004,0.0063479715,131072,-0.001484184,6.219311,0.07915039,131072,64,282.7429220676422,1.5004108,1019.51,0.557812511920929
484,476.87445588,0.0026667654,133120,-0.00016886719,19.794518,0.030322265,133120,65,287.0181357860565,1.5131284,1036.66,0.35548675060272217
489,481.9708748200001,0.004962547,135168,-0.0028128831,7.8288016,0.0609375,135168,66,291.24809527397156,1.5156766,1043.62,0.5067615509033203
486,492.46933808,0.0014696405,137216,-0.0010866382,10.694593,0.008886719,137216,67,295.43095993995667,1.5251486,1060.04,0.4336300492286682
489,501.86787233,0.0014504408,139264,-0.0019013018,6.53096,0.0107421875,139264,68,299.63958263397217,1.528748,1075.83,0.4657059907913208
478,510.80572417,0.0036430522,141312,-0.0029002444,4.8926644,0.040380858,141312,69,303.824688911438,1.5229442,1092.61,0.6270987093448639
463,520.0174979,0.0028571868,143360,-0.001255827,7.970404,0.029589843,143360,70,308.1013457775116,1.5217265,1109.66,0.42836815118789673
466,527.9806675799999,0.0016574215,145408,-0.00026348623,5.721606,0.011083985,145408,71,312.5249214172363,1.5340021,1120.65,0.4941633343696594
500,530.37022443,0.0029376522,147456,-0.0032672796,12.31372,0.032226562,147456,72,316.9199056625366,1.5322099,1123.28,0.4598063826560974
494,541.5179603199999,0.0029728725,149504,-0.000727049,17.75111,0.031152343,149504,73,321.0132565498352,1.5405693,1138.39,0.30020207166671753
482,534.1849732000001,0.004947913,151552,-0.0027173536,27.898495,0.050585937,151552,74,325.15842485427856,1.5414491,1103.79,0.3745430111885071
510,534.4756984700001,0.0052617015,153600,-0.0057362556,21.499477,0.06010742,153600,75,329.4075996875763,1.5326139,1093.7,0.4865785241127014
497,542.7496894800001,0.0023330082,155648,-0.0019989512,3.8660817,0.02216797,155648,76,333.41879391670227,1.5238997,1108.96,0.8509908616542816
455,553.0490185700002,0.0034919833,157696,-0.00093964254,6.6690993,0.037109375,157696,77,337.5377371311188,1.5256648,1126.21,0.36950433254241943
467,561.2918536700001,0.0039926297,159744,-0.001270673,5.8414655,0.04057617,159744,78,342.031525850296,1.5164678,1140.23,0.42311930656433105
466,568.9474756200001,0.0016124336,161792,-0.0015827803,16.583447,0.0125488285,161792,79,346.41215920448303,1.5022321,1143.37,0.40224403142929077
508,558.0405406599999,0.003285292,163840,-0.0029093374,28.974966,0.03701172,163840,80,350.8068950176239,1.5147698,1094.46,0.520728349685669
494,545.2362579400001,0.0067246654,165888,-0.005800037,15.635922,0.088574216,165888,81,354.83230423927307,1.5435416,1042.37,0.596705824136734
483,537.0993819199999,0.001762619,167936,-0.0009364087,21.352629,0.017724609,167936,82,358.9726152420044,1.5669253,1006.68,0.6688225567340851
500,549.00100865,0.0046890946,169984,-0.002368716,7.1108413,0.0574707,169984,83,363.21251678466797,1.5776535,1025.48,0.38343673944473267
483,549.88464658,0.0011516444,172032,-0.0016000787,21.926342,0.00703125,172032,84,367.30859446525574,1.5838315,1016.8,0.6114650368690491
482,542.0383469999998,0.004437656,174080,-0.0039049138,11.974644,0.053857423,174080,85,371.54071617126465,1.5808941,993.11,0.633709192276001
473,547.98884973,0.0039804215,176128,-0.0026725973,7.004148,0.047753908,176128,86,375.7879831790924,1.5738738,993.11,0.320536732673645
490,545.81139487,0.0028527232,178176,-0.0004885066,12.995825,0.027246093,178176,87,380.11031913757324,1.569863,975.32,0.4078376889228821
497,545.55315909,0.0043909578,180224,-0.0029443826,29.223774,0.05102539,180224,88,384.28844237327576,1.5750018,962.85,0.5846240520477295
473,551.2430459999999,0.0031539083,182272,-0.0019511372,7.5913057,0.03305664,182272,89,388.4037401676178,1.5999835,971.33,0.736983060836792
486,557.7237784800001,0.0013590402,184320,-0.00042898935,8.489155,0.0069335937,184320,90,392.73107147216797,1.6132272,980.75,0.40073341131210327
476,566.6477298,0.0041065654,186368,-0.0024004932,6.486235,0.047607422,186368,91,396.9431564807892,1.6263769,994.95,0.4980384111404419
469,561.88275389,0.0023105412,188416,-0.003053144,24.33703,0.023486327,188416,92,401.2378342151642,1.6476309,976.94,0.6131677031517029
478,537.9538743,0.0030258005,190464,-0.003883556,20.795862,0.031884767,190464,93,405.59809827804565,1.6538255,915.69,0.7755600363016129
471,512.9014147199999,0.0025806262,192512,-0.0013896201,22.140423,0.027294923,192512,94,409.88157653808594,1.6565943,850.8,0.7614132463932037
482,496.06349243999995,0.0035374046,194560,-0.0018888346,14.020902,0.039160155,194560,95,414.22588777542114,1.6524143,803.93,0.7827529609203339
476,451.82869065000006,0.0016842119,196608,-0.003291006,28.38418,0.010302735,196608,96,418.47133207321167,1.6415676,703.55,0.6524476408958435
485,432.5210443600001,0.0033381921,198656,0.00038282335,19.130398,0.03666992,198656,97,422.77018690109253,1.6402754,663.0,0.7552085369825363
457,438.79242339999996,0.0027328008,200704,-0.0020764961,8.766945,0.025341798,200704,98,426.9930303096771,1.6327813,671.25,0.8131145536899567
462,442.99773997000005,0.0024840925,202752,-0.00087461097,6.5785103,0.024365235,202752,99,431.469669342041,1.627294,679.49,0.5959865152835846
466,443.28181345999997,0.009087277,204800,-0.0083228545,7.7254343,0.12695312,204800,100,435.8949899673462,1.632274,679.49,0.5047921240329742
478,404.04163375,0.0038261812,206848,-0.00243488,18.554806,0.040625,206848,101,440.2841167449951,1.6384608,606.24,0.8218131512403488
478,395.11880564,0.0020422474,208896,-0.00062736083,16.277279,0.01826172,208896,102,444.5615062713623,1.6375554,591.34,0.8272548913955688
491,394.8282097200001,0.003082991,210944,-0.004737408,14.964354,0.032714844,210944,103,448.84351229667664,1.6386788,590.53,0.850774422287941
466,354.65754437000004,0.0022296326,212992,-0.00090810156,27.056284,0.016601562,212992,104,453.0106508731842,1.6412184,519.33,0.7729973644018173
476,354.47829492999995,0.0030558277,215040,-0.00041724657,14.921976,0.030712891,215040,105,457.39862179756165,1.6416963,518.7,0.8784056380391121
441,343.5796565400001,0.002159212,217088,-0.0014989355,18.098492,0.017675782,217088,106,461.69646644592285,1.6406122,501.02,0.8880190849304199
463,331.32417711,0.005610139,219136,-0.0042383503,16.040379,0.06533203,219136,107,466.33287477493286,1.6435144,480.95,0.8728600740432739
464,342.88060239000004,0.0037119226,221184,-0.0009931325,9.954892,0.04091797,221184,108,470.7542359828949,1.6502222,498.74,0.5716552138328552
462,345.44803818,0.004066244,223232,-0.005048531,10.044868,0.048291016,223232,109,475.1654019355774,1.6490377,502.33,0.7926809191703796
460,352.3789230400001,0.004589846,225280,-0.0017529249,4.2085752,0.052001953,225280,110,479.5949411392212,1.6358582,518.49,0.9328498467803001
480,362.93758298000006,0.0047566225,227328,-0.0040329415,9.224118,0.05605469,227328,111,484.0452673435211,1.6303707,537.03,0.5516725182533264
472,367.83746865999996,0.0036273259,229376,-0.00061559875,16.79826,0.045996092,229376,112,488.30541491508484,1.631986,542.72,0.8025912046432495
484,357.20753589,0.0027052206,231424,-0.0034438833,20.08051,0.028271485,231424,113,492.6434507369995,1.641023,523.54,0.7954817414283752
491,359.05937781999995,0.0033027201,233472,0.00079497136,12.944509,0.0362793,233472,114,496.8705940246582,1.6450577,526.4,0.6951130628585815
480,344.28385651,0.0034495336,235520,-0.0024644516,10.854568,0.03769531,235520,115,501.0354220867157,1.646835,499.57,0.9126271605491638
487,339.2544906299999,0.0023246068,237568,-0.0005075374,18.721668,0.01821289,237568,116,505.29602336883545,1.6544802,490.98,0.792606383562088
489,344.52801594,0.004007633,239616,-0.00041824183,7.2921143,0.048583984,239616,117,509.49570322036743,1.6566538,498.11,0.8734231293201447
494,358.10603061,0.00500574,241664,-0.00501837,8.356297,0.056884766,241664,118,513.678729057312,1.6590979,518.04,0.811044454574585
466,366.78636103,0.00724148,243712,-0.0039890553,8.118818,0.09038086,243712,119,517.824453830719,1.6784151,534.72,0.7006727159023285
472,375.42315141000006,0.003379761,245760,-0.0026772548,8.547579,0.03642578,245760,120,522.2110497951508,1.6897007,552.69,0.8222315013408661
467,381.97083504999995,0.0023961694,247808,-0.0012722869,25.469845,0.025097657,247808,121,526.5448215007782,1.6884005,562.66,0.8173356801271439
484,388.2843969800001,0.00442532,249856,-0.001606529,7.1040792,0.049121093,249856,122,530.9244320392609,1.6862177,575.4,0.6473572850227356
499,394.9585138,0.003430995,251904,-0.0027063203,3.6565754,0.035888672,251904,123,535.1553559303284,1.6804991,585.8,0.8888257741928101
490,405.21469898000004,0.002134462,253952,-0.0022136567,5.0435247,0.016455078,253952,124,539.2539818286896,1.6768262,602.62,0.7891629636287689
478,415.09221306,0.003068484,256000,-0.003922671,5.3562927,0.035009764,256000,125,543.4316821098328,1.6682829,618.25,0.8324683606624603
498,426.20251082000004,0.0029959017,258048,-0.002831307,9.8399935,0.029589843,258048,126,547.7162947654724,1.6637838,635.95,0.5475628077983856
497,429.47005952,0.0059028384,260096,-0.0054112873,5.645697,0.07724609,260096,127,551.8234417438507,1.6602452,641.1,0.8061505109071732
504,445.4203795099999,0.002164834,262144,-0.001179187,19.962278,0.0203125,262144,128,555.944149017334,1.6594965,664.64,0.6210050284862518
492,452.95412498999997,0.0033805086,264192,-0.0014268017,12.62694,0.033837892,264192,129,560.002861738205,1.656217,675.67,0.6937478184700012
492,456.3263520299999,0.004198598,266240,-0.0031133168,25.246632,0.049951173,266240,130,564.1613411903381,1.6611761,681.22,0.7442452609539032
498,465.0450541999999,0.0050917994,268288,-0.003938974,7.329103,0.059375,268288,131,568.3176155090332,1.672744,694.34,0.7172156870365143
485,457.8723896,0.00393151,270336,-0.0033732844,14.260211,0.041015625,270336,132,572.4303579330444,1.6815379,682.94,0.8042756021022797
476,459.8593292,0.008006904,272384,-0.0014714297,7.349878,0.09760742,272384,133,576.6525559425354,1.6787531,682.94,0.6865231990814209
498,465.20131014,0.003609715,274432,-0.0022668897,7.9126716,0.040966798,274432,134,580.9544887542725,1.6740019,688.76,0.6173347234725952
427,478.0645536,0.00537836,276480,-0.0042433115,8.749952,0.070214845,276480,135,585.0634059906006,1.6812847,706.89,0.6780415177345276
510,486.88391485,0.0039137043,278528,-0.004768342,8.129764,0.04067383,278528,136,589.8494741916656,1.6787279,719.65,0.692180871963501
479,492.47651401,0.0023801455,280576,-9.679851e-05,24.746449,0.022949219,280576,137,593.8629856109619,1.6806736,728.3,0.6731016337871552
510,499.88903081000007,0.002684061,282624,-0.0018025879,14.203547,0.03022461,282624,138,598.1348378658295,1.6862043,739.55,0.7895217537879944
507,506.68436642,0.00406365,284672,-0.0009674359,7.083101,0.041748047,284672,139,602.1451025009155,1.6820387,749.3,0.7472439408302307
498,516.31416747,0.0024838173,286720,-0.0003282939,9.93569,0.023046875,286720,140,606.181131362915,1.6744171,763.07,0.520049124956131
484,527.78338682,0.004844074,288768,-0.0026255636,5.6217165,0.056591798,288768,141,610.2940332889557,1.6639605,780.28,0.8278300017118454
502,540.7415995399999,0.0044103516,290816,-0.0043029715,8.040483,0.04926758,290816,142,614.5255212783813,1.6551479,798.5,0.6554352343082428
484,553.4803276299999,0.0035438929,292864,0.00026782692,21.34049,0.038085938,292864,143,618.5993900299072,1.656069,817.22,0.6229289770126343
506,561.6167094699999,0.0040294062,294912,-0.0039616777,12.968674,0.046191406,294912,144,622.8303444385529,1.6621298,829.2,0.71068075299263
501,566.50465543,0.0036285133,296960,-0.0006602894,10.57328,0.04067383,296960,145,626.8731389045715,1.6733929,836.13,0.7899236977100372
510,579.60371872,0.004198489,299008,-0.0021330498,17.303518,0.043066405,299008,146,630.9541618824005,1.6774822,854.11,0.6278512477874756
493,591.63426007,0.0043647247,301056,-0.0052560447,18.812424,0.044873048,301056,147,634.9656910896301,1.6821849,871.38,0.7169706225395203
508,599.6240459799999,0.0018743839,303104,-0.0021687886,5.9714665,0.0147949215,303104,148,639.1201071739197,1.6845363,882.94,0.8206225037574768
501,611.6687714899999,0.0030820086,305152,-0.0009434445,10.66926,0.031396486,305152,149,643.1450324058533,1.6818807,900.03,0.6090159118175507
516,625.6474453999999,0.0041327993,307200,-0.0024309712,12.879552,0.04194336,307200,150,647.2334222793579,1.6707522,919.26,0.7684853225946426
511,629.97269718,0.002500564,309248,-6.525373e-05,17.080957,0.022998046,309248,151,651.2034876346588,1.6663984,925.02,0.7907339185476303
496,639.20048091,0.0040232236,311296,-0.0048307283,27.476093,0.040039062,311296,152,655.2069804668427,1.6681322,938.64,0.7679557502269745
495,650.8997188000001,0.0026327178,313344,-0.0008398614,12.391308,0.024072265,313344,153,659.3294711112976,1.6653235,955.02,0.8061006814241409
503,644.96524872,0.0030893283,315392,-0.0008195307,22.168577,0.031152343,315392,154,663.4645192623138,1.6584141,945.87,0.775118961930275
483,613.6742711399999,0.004949814,317440,-0.005289438,28.02387,0.058984376,317440,155,667.5294950008392,1.6637808,889.45,0.7775404453277588
486,614.2627652699999,0.005005584,319488,-0.0041248538,24.746716,0.043798827,319488,156,671.7676336765289,1.67118,888.79,0.8203766793012619
492,603.7161791899999,0.0041747615,321536,-0.0025110855,27.683344,0.041503906,321536,157,675.9777271747589,1.6731718,872.68,0.8217138797044754
505,604.7679524800001,0.002281862,323584,-0.0025419106,9.385075,0.021923829,323584,158,680.1339344978333,1.6803205,874.07,0.9180329144001007
516,614.7075098199999,0.0026217657,325632,-0.003273277,8.264666,0.026513672,325632,159,684.1821973323822,1.6925602,887.83,0.8819944858551025
508,618.22492269,0.0035211015,327680,-0.002643168,19.237196,0.038867187,327680,160,688.1459209918976,1.6997684,892.84,0.7536173462867737
500,616.67270049,0.003095677,329728,-0.0012251427,14.353833,0.03569336,329728,161,692.1713557243347,1.7068014,889.38,0.7391741275787354
481,623.04850846,0.006102148,331776,-0.0023645433,6.3342385,0.07924805,331776,162,696.2654049396515,1.7153206,898.54,0.8332975655794144
493,620.7386163799999,0.0021543286,333824,-0.0016225099,11.3471155,0.019238282,333824,163,700.5166935920715,1.725372,883.52,0.8283759653568268
495,623.36711334,0.0032833982,335872,-0.0018083693,11.797968,0.037353516,335872,164,704.6682403087616,1.7198973,886.8,0.7993772476911545
477,633.40358181,0.0024190322,337920,-0.002529514,24.3408,0.024951171,337920,165,708.8035154342651,1.7207813,901.0,0.7567451745271683
494,590.5226578400001,0.0038851046,339968,-0.0022227992,17.17883,0.041308593,339968,166,713.0958349704742,1.7266312,829.93,0.8914221599698067
497,573.2406247900001,0.004471354,342016,-0.002797605,16.867973,0.049853515,342016,167,717.2404687404633,1.7354342,803.3,0.7952579259872437
507,568.90001661,0.002887514,344064,-0.001243856,16.23581,0.029296875,344064,168,721.3554127216339,1.7406124,796.59,0.8566318601369858
481,569.76352129,0.00346823,346112,-0.0027870473,11.081864,0.034765624,346112,169,725.3934288024902,1.736281,797.87,0.9062429890036583
499,566.76070254,0.004525817,348160,-0.0018000042,7.7194276,0.050585937,348160,170,729.6447792053223,1.7341998,792.54,0.8336007297039032
496,570.9205020900001,0.0024811118,350208,-0.0021918204,17.88037,0.02631836,350208,171,733.7466702461243,1.7371223,796.28,0.7837972640991211
491,530.16887631,0.003917155,352256,-0.0036725947,20.776329,0.044189453,352256,172,737.8697137832642,1.7460953,737.35,0.8136599957942963
507,538.55513426,0.004363062,354304,-0.0020640385,4.3384175,0.052685548,354304,173,742.0355222225189,1.7546365,749.05,0.8880229517817497
493,541.4223510400001,0.0034815003,356352,-0.0021955427,10.644232,0.036083985,356352,174,746.0700509548187,1.7628696,753.35,0.83393694460392
498,542.85228211,0.0053887586,358400,-0.00441899,12.000783,0.054882813,358400,175,750.2177016735077,1.7671411,755.35,0.7793299108743668
500,553.8072343900001,0.0041513587,360448,-0.0020642527,12.871111,0.04511719,360448,176,754.3292138576508,1.7627623,770.95,0.45434218645095825
489,563.1380080800001,0.0045039314,362496,-0.0009631667,9.163164,0.053369142,362496,177,758.419023513794,1.7591245,784.2,0.6420567631721497
505,569.0872534800001,0.0037289492,364544,-0.0002934425,8.661673,0.03828125,364544,178,762.6038546562195,1.749058,792.64,0.7019368708133698
498,566.80253295,0.003905051,366592,-0.0038617407,17.107853,0.040380858,366592,179,766.6522574424744,1.7300415,788.63,0.6471793353557587
496,566.7434918,0.0064687007,368640,-0.0044780103,8.729479,0.08203125,368640,180,770.7597301006317,1.7203108,788.63,0.6389411985874176
500,567.8086293399999,0.0046106176,370688,-0.0049604387,12.845769,0.05415039,370688,181,774.8822388648987,1.7176931,790.92,0.555436909198761
484,576.6033400700001,0.0026639593,372736,-0.0011082385,10.493021,0.024804687,372736,182,778.9715473651886,1.7124939,803.2,0.6720170974731445
506,589.0136960499999,0.0030064173,374784,-0.002371244,12.403148,0.029345702,374784,183,783.2006576061249,1.706629,820.07,0.5140224993228912
512,595.59605226,0.0063948766,376832,-0.0041413745,10.037554,0.07729492,376832,184,787.2452020645142,1.7042572,829.87,0.7345175445079803
505,603.96376571,0.0046321563,378880,-0.0013792252,9.777956,0.054003906,378880,185,791.2407550811768,1.7116108,841.96,0.6330240666866302
477,613.2392258300001,0.0050106137,380928,-0.0010121911,10.315777,0.061865233,380928,186,795.2949097156525,1.7177624,856.29,0.45989423990249634
488,623.6819880099998,0.0042001633,382976,-0.0010250409,9.234179,0.04838867,382976,187,799.5807831287384,1.7165871,871.36,0.7567449361085892
494,614.9883210799999,0.0035856783,385024,-0.00019486654,9.206859,0.034570314,385024,188,803.7754201889038,1.6998714,858.91,0.9005846232175827
515,620.9736833299999,0.0041262973,387072,-0.0038394406,10.44385,0.040527344,387072,189,807.9194321632385,1.6956165,867.49,0.579369306564331
505,629.8595544499999,0.004140253,389120,-0.0023932322,14.298549,0.04873047,389120,190,811.8923239707947,1.7004464,879.42,0.7644143849611282
508,612.83789999,0.0033170816,391168,-0.003237178,14.163633,0.03769531,391168,191,815.9440298080444,1.7151932,855.23,0.7714819610118866
488,610.84598017,0.0047705495,393216,-0.0031403056,25.18389,0.049365234,393216,192,819.9695041179657,1.7259814,853.02,0.6637871563434601
508,618.7334816599999,0.0037466735,395264,-0.0045705335,8.78422,0.041650392,395264,193,824.1625483036041,1.7263279,863.61,0.7907076627016068
496,625.39061869,0.0032453667,397312,-0.0024991862,7.962262,0.03227539,397312,194,828.1890745162964,1.7147201,872.59,0.808757096529007
476,637.84965997,0.0036373183,399360,-0.0041833417,20.88416,0.041015625,399360,195,832.3133637905121,1.7079637,888.94,0.7295275628566742
503,640.12428598,0.0035048767,401408,-0.005018232,6.149397,0.037597656,401408,196,836.6130213737488,1.7101576,892.11,0.8419090062379837
