policy_entropy,time_elapsed,value_loss,approxkl,clipfrac,explained_variance,serial_timesteps,policy_loss,ep_reward_mean,ep_len_mean,fps,total_timesteps,n_updates
5.8357763,1.6689300537109375e-06,3.94218,0.0030890093,0.030126953,0.978744737803936,2048,-0.005196456,18.567474,64.0,367,2048,1
5.8264723,5.570437431335449,20.584423,0.0037814311,0.048095703,0.896545834839344,4096,-0.0042879144,901.653106,1056.5,410,4096,2
5.8282948,10.560463428497314,20.206848,0.0057042455,0.06982422,0.8709281384944916,6144,-0.0045037386,1159.612015,1387.3333333333333,394,6144,3
5.8352585,15.752472639083862,20.532442,0.006022949,0.08125,0.8755321726202965,8192,-0.004577996,1319.265921,1552.75,392,8192,4
5.837387,20.966028451919556,21.400377,0.002383213,0.022314453,0.9206052049994469,10240,-0.0036486916,1230.2617918333333,1468.6666666666667,404,10240,5
5.8333006,26.02570366859436,20.125622,0.0026731812,0.026757812,0.871306374669075,12288,-0.003315113,1308.9216237142857,1551.5714285714287,387,12288,6
5.8300505,31.317126750946045,20.69621,0.0025424252,0.025195312,0.8781940042972565,14336,-0.0027230047,1368.535457125,1613.75,392,14336,7
5.8227816,36.54215931892395,27.249088,0.0053722267,0.06953125,0.885065883398056,16384,-0.0036373667,1281.9838814,1530.1,371,16384,8
5.823978,42.05937385559082,20.505787,0.0037662487,0.043798827,0.8647961467504501,18432,-0.002247339,1333.2376698181818,1577.2727272727273,403,18432,9
5.8262086,47.132829427719116,16.540747,0.002884475,0.03378906,0.843439370393753,20480,-0.0027469946,1160.7739798571426,1429.2142857142858,406,20480,10
5.8264794,52.17724871635437,13.756935,0.0031147094,0.038623046,0.8661041706800461,22528,-0.0044735773,1172.0748583333332,1470.5333333333333,410,22528,11
5.8269567,57.17095232009888,19.98097,0.004484535,0.05673828,0.870582327246666,24576,-0.0040632626,1205.157798,1506.6875,378,24576,12
5.8278136,62.577688455581665,10.226529,0.0026358026,0.028857421,0.8965722024440765,26624,-0.0033642347,1109.2618886666667,1403.5555555555557,393,26624,13
5.823735,67.78908014297485,19.349352,0.0044506313,0.057275392,0.8736741244792938,28672,-0.0039218497,1129.8929069473684,1437.5263157894738,340,28672,14
5.8039308,73.8003261089325,29.203268,0.0022305953,0.02084961,0.8871024399995804,30720,-0.003671083,1074.6550677272726,1372.7272727272727,364,30720,15
5.7734694,79.4129273891449,3.3929653,0.004449956,0.04790039,0.978551022708416,32768,-0.0062958896,1047.5452151304346,1345.5652173913043,315,32768,16
5.763787,85.89939737319946,39.9873,0.0015838717,0.016845703,0.8476331979036331,34816,-0.0017967544,1011.9615832692307,1294.8846153846155,368,34816,17
5.768888,91.46527528762817,19.786442,0.0017638328,0.016601562,0.8800491541624069,36864,-0.00088164397,1043.0933185185186,1322.8148148148148,360,36864,18
5.771476,97.14318227767944,27.240234,0.0034964134,0.039355468,0.8175768405199051,38912,-0.004205261,1037.0713631724136,1330.4827586206898,376,38912,19
5.7706885,102.58463025093079,20.053015,0.0035159502,0.039892577,0.8765946552157402,40960,-0.0036351546,1059.5381261999999,1354.4333333333334,343,40960,20
5.7645435,108.54960441589355,3.5604184,0.0028561642,0.024658203,0.9816887490451336,43008,-0.003989225,1034.3105233225806,1328.1935483870968,348,43008,21
5.7671323,114.42229914665222,30.645412,0.0011983921,0.010058594,0.8135322779417038,45056,-0.001573905,993.5848649714287,1283.6,399,45056,22
5.78294,119.55015206336975,3.5445628,0.003624722,0.039941408,0.9838652517646551,47104,-0.007496156,974.8992626111113,1265.111111111111,360,47104,23
5.784853,125.22737383842468,20.203003,0.003909342,0.04711914,0.8398459702730179,49152,-0.0044902344,997.6766891351352,1286.2972972972973,362,49152,24
5.773505,130.87756180763245,29.169727,0.0009505387,0.006152344,0.857342928647995,51200,-0.0025212509,981.38300365,1265.325,395,51200,25
5.771853,136.0712058544159,16.558794,0.0025357744,0.025146484,0.9359508901834488,53248,-0.00599874,934.7302855813953,1217.093023255814,376,53248,26
5.7574687,141.507630109787,20.176254,0.0035274706,0.03930664,0.8703105598688126,55296,-0.0034210565,956.2120829999999,1236.0,320,55296,27
5.7468677,147.9029505252838,20.259207,0.0023133184,0.023242187,0.8746602386236191,57344,-0.0018523367,973.8761438444443,1254.0666666666666,370,57344,28
5.753238,153.4347698688507,23.419798,0.0020084265,0.02319336,0.8966739103198051,59392,-0.0026517545,973.1173664042552,1257.7446808510638,383,59392,29
5.7573757,158.77652597427368,18.98506,0.002340162,0.023046875,0.8493718951940536,61440,-0.00032196628,990.5422857291668,1274.2291666666667,335,61440,30
5.7533827,164.88696956634521,15.958547,0.0028896746,0.031396486,0.8000934273004532,63488,-0.0049449946,998.8633195510204,1290.0408163265306,386,63488,31
5.755772,170.18172335624695,20.599773,0.0021027238,0.02084961,0.8366372585296631,65536,-0.0025346498,1012.14431892,1305.22,353,65536,32
5.761228,175.97080779075623,9.9203415,0.0029648258,0.028808594,0.9347651451826096,67584,-0.0015306168,1000.0672235490197,1292.5294117647059,337,67584,33
5.7660584,182.04527878761292,19.76125,0.0029761852,0.029296875,0.7899805307388306,69632,-0.003890333,1014.6020453461539,1307.076923076923,308,69632,34
5.7466817,188.6880660057068,19.670734,0.003045901,0.031054687,0.7961679100990295,71680,-0.0014067877,1030.9438543396227,1321.0754716981132,332,71680,35
5.736145,194.8398208618164,27.045893,0.0043920726,0.044970702,0.8978911265730858,73728,-0.007561992,1016.1510699642859,1301.125,358,73728,36
5.7369,200.5510892868042,22.126398,0.0020707059,0.0203125,0.9113182723522186,75776,-0.0024108514,1016.5878741034484,1300.7241379310344,341,75776,37
5.747858,206.55270409584045,19.948845,0.0033036985,0.03691406,0.8197277039289474,77824,-0.0016769136,1030.4659093898306,1313.406779661017,332,77824,38
5.7493677,212.70432090759277,19.318165,0.0034174118,0.034277342,0.8489510416984558,79872,-0.001360615,1044.3888479500001,1325.6666666666667,355,79872,39
5.748,218.47135829925537,5.1058908,0.0015240042,0.013964844,0.9707449171692133,81920,-0.002252094,1033.171899032787,1314.377049180328,369,81920,40
5.754951,224.01897883415222,19.338036,0.0039362996,0.04848633,0.8735849112272263,83968,-0.0017738523,1045.0032776129033,1326.225806451613,352,83968,41
5.7551336,229.8268265724182,28.326,0.0023705496,0.021044921,0.8631641417741776,86016,-0.0020873067,1037.4334350153847,1318.923076923077,397,86016,42
5.7593713,234.98116636276245,18.219875,0.0027135466,0.029296875,0.9068214818835258,88064,-0.0036209184,1030.8016574626868,1311.4328358208954,388,88064,43
5.767137,240.2581250667572,21.48269,0.0032474175,0.037402343,0.8912451267242432,90112,-0.0036615294,1018.9588121449276,1298.3623188405797,398,90112,44
5.7739115,245.39982724189758,19.748447,0.0047555584,0.058886718,0.836095318198204,92160,-0.005736112,1029.3269387714286,1309.0857142857142,355,92160,45
5.7788215,251.1645438671112,19.129948,0.0009541752,0.007373047,0.8843282535672188,94208,-0.0021944256,1006.0977079315069,1285.4794520547946,372,94208,46
5.796376,256.6587109565735,15.495087,0.0037869893,0.04296875,0.8495658338069916,96256,-0.0045887167,1016.2384978648648,1294.5675675675675,361,96256,47
5.8092155,262.31827759742737,3.9988182,0.0010353245,0.0072265626,0.9494359120726585,98304,-0.0020106037,1008.5891022933333,1286.8533333333332,394,98304,48
5.805668,267.51250410079956,16.433035,0.0024491078,0.025634766,0.8822907656431198,100352,-0.0043182545,997.1850549743589,1281.0,430,100352,49
5.807257,272.2727744579315,8.142539,0.0011963241,0.0105957035,0.9649794586002827,102400,-0.0022530241,981.3354457749999,1264.8,392,102400,50
5.8071485,277.4955129623413,22.52297,0.004318922,0.052099608,0.8657478839159012,104448,-0.0045804647,991.2334666296297,1274.4814814814815,344,104448,51
5.8124666,283.43541836738586,25.131819,0.0030463084,0.027050782,0.8792089596390724,106496,-0.0019544717,994.1982331566267,1279.4096385542168,360,106496,52
5.8173623,289.1112940311432,7.146043,0.005290611,0.06821289,0.9481534399092197,108544,-0.0042343372,1003.0180951071429,1288.5714285714287,310,108544,53
5.807783,295.6992838382721,19.56702,0.0037533063,0.042773437,0.8471629023551941,110592,-0.0017735912,1012.2965039294119,1297.5176470588235,343,110592,54
5.8121457,301.65441727638245,10.682584,0.0034885567,0.038330078,0.8342703729867935,112640,-0.006530747,1005.2565529310348,1294.551724137931,374,112640,55
5.8113694,307.1231997013092,19.762756,0.0026886694,0.025488282,0.8587505668401718,114688,-0.002460089,1013.2054507500001,1303.125,348,114688,56
5.804143,313.00488448143005,14.226479,0.003685174,0.03984375,0.8542023599147797,116736,-0.0033435556,1018.2008304269664,1311.5056179775281,367,116736,57
5.808959,318.57202196121216,4.5433116,0.0020703613,0.020117188,0.9766208399087191,118784,-0.004351838,1011.2618326222223,1305.2555555555555,390,118784,58
5.8139076,323.82009720802307,19.523273,0.0022490434,0.023828125,0.8598025888204575,120832,-0.0016278962,1019.5297278241759,1313.4285714285713,361,120832,59
5.8210425,329.49032855033875,19.774334,0.0047825626,0.06137695,0.865692675113678,122880,-0.0048377947,1024.9065246847827,1321.4239130434783,352,122880,60
5.8295465,335.3050026893616,4.5429425,0.0037856693,0.042285156,0.962466187775135,124928,-0.0037216234,1029.5612507311828,1327.010752688172,353,124928,61
5.8376207,341.0978226661682,25.612385,0.0026772446,0.028857421,0.8681996762752533,126976,-0.0025111088,1032.453689,1331.5684210526315,377,126976,62
5.8420477,346.5243921279907,9.639617,0.0036041872,0.04008789,0.9292929396033287,129024,-0.00483001,1033.17803678125,1332.71875,359,129024,63
