time_elapsed,approxkl,value_loss,serial_timesteps,n_updates,policy_entropy,ep_reward_mean,ep_len_mean,clipfrac,policy_loss,total_timesteps,explained_variance,fps
3.0994415283203125e-06,0.0054064477,11.109842,2048,1,5.5418544,126.108656,273.0,0.06298828,-0.005507163,2048,0.8218420892953873,473
4.325141191482544,0.0047862222,13.084401,4096,2,5.5435166,689.1227065,1161.0,0.05131836,-0.0020249782,4096,0.9165868759155273,492
8.480498790740967,0.0029785316,21.503902,6144,3,5.553111,1053.6268926666667,1457.0,0.030761719,-0.0019755536,6144,0.8682569116353989,478
12.76274824142456,0.0017645371,38.23902,8192,4,5.5497894,882.1388926666667,1197.1666666666667,0.015283203,-0.0021156871,8192,0.8304935544729233,525
16.663002729415894,0.0073644505,20.454193,10240,5,5.5424876,1009.1228451428572,1318.857142857143,0.09467773,-0.0028697054,10240,0.8409344702959061,502
20.739510774612427,0.0058345315,20.017956,12288,6,5.536802,1115.7518185,1410.125,0.070898436,-0.0050350786,12288,0.8645701110363007,484
24.967735767364502,0.0033218716,20.227123,14336,7,5.5331674,1188.473958111111,1481.111111111111,0.034521483,-0.0026474767,14336,0.8628948032855988,475
29.278220653533936,0.0037781044,37.195797,16384,8,5.5244894,956.5181752307692,1255.0,0.04160156,-0.00304734,16384,0.5848691463470459,509
33.29479098320007,0.0059886114,19.948723,18432,9,5.5281034,1013.8094851428572,1311.7142857142858,0.07973633,-0.0045414474,18432,0.8457301557064056,486
37.50627517700195,0.004966913,19.930416,20480,10,5.5374255,1066.2688778666668,1360.8666666666666,0.058544923,-0.0021846993,20480,0.8487309217453003,471
41.853320837020874,0.0035789483,11.240093,22528,11,5.544608,1015.9708215625001,1306.3125,0.032421876,-0.008559397,22528,0.9331668838858604,475
46.16528034210205,0.0057856306,39.150764,24576,12,5.565627,984.4290741578949,1258.3684210526317,0.06298828,-0.0033063288,24576,0.8206071108579636,516
50.12797522544861,0.0057652607,28.813908,26624,13,5.573137,986.9570063809524,1252.4761904761904,0.07841797,-0.00046215943,26624,0.8598961979150772,471
54.468770027160645,0.0026527583,19.902462,28672,14,5.552089,1028.0403948636363,1288.6818181818182,0.021777343,-0.0011963903,28672,0.84690061211586,404
59.53207755088806,0.012294177,9.2898,30720,15,5.528474,990.4791342173912,1247.6521739130435,0.058886718,-0.010107904,30720,0.9091591462492943,444
64.13817191123962,0.004110572,25.71966,32768,16,5.5248065,993.4291710800001,1241.0,0.031396486,-0.0035219383,32768,0.8606164902448654,450
68.68165159225464,0.0028580604,20.25109,34816,17,5.520562,1029.2531135000002,1272.076923076923,0.0234375,-0.0035435583,34816,0.7789188474416733,445
73.28133749961853,0.0046102027,30.63917,36864,18,5.51219,1037.8425279642859,1279.4285714285713,0.051708985,-0.006316267,36864,0.8511871993541718,442
77.90744495391846,0.0054389406,20.221762,38912,19,5.515992,1065.201130448276,1305.9655172413793,0.07114258,-0.0015625383,38912,0.7783854305744171,366
83.49376678466797,0.0049734693,20.052591,40960,20,5.5117674,1092.6288592333333,1330.7333333333333,0.05415039,-0.0047961036,40960,0.8405928313732147,454
88.00234627723694,0.0046697664,20.013374,43008,21,5.5100846,1114.2305432580645,1353.9032258064517,0.05517578,-0.0030675433,43008,0.8331500142812729,442
92.63289976119995,0.012017535,19.85841,45056,22,5.5112133,1136.0547213125,1375.625,0.16992188,-0.0065149376,45056,0.7687160670757294,444
97.24371814727783,0.004898686,20.512543,47104,23,5.5093026,1158.9626699696971,1396.030303030303,0.05996094,-0.0041738427,47104,0.8003844618797302,447
101.82055830955505,0.0025729716,19.689114,49152,24,5.508504,1178.3909860294118,1415.235294117647,0.02265625,-0.0008530969,49152,0.8241697549819946,460
106.26774549484253,0.0041098204,19.942057,51200,25,5.511638,1197.425741742857,1433.3428571428572,0.045166016,-0.0004256026,51200,0.834047332406044,455
