serial_timesteps,policy_loss,policy_entropy,n_updates,total_timesteps,approxkl,time_elapsed,value_loss,fps,explained_variance,clipfrac,ep_len_mean,ep_reward_mean
83968,-0.0028476361,5.1205072,41,83968,0.005553548,177.9867491722107,12.196108,433,0.8490733951330185,0.06479492,1724.3541666666667,1119.924916875
86016,-0.0029497847,5.1467695,42,86016,0.0027194403,182.71623992919922,5.8236146,440,0.9315989837050438,0.030859375,1729.5714285714287,1126.2438303673468
88064,-0.007971689,5.1678267,43,88064,0.0059438264,187.3621621131897,10.957029,463,0.7717282623052597,0.07143555,1735.96,1128.88994654
90112,-0.0017693685,5.185248,44,90112,0.0032897326,191.78023743629456,10.401194,456,0.8590414971113205,0.034326173,1742.0980392156862,1133.351888607843
92160,-0.0027959128,5.181976,45,92160,0.002112548,196.26868963241577,10.878759,445,0.8286323249340057,0.021142578,1748.0,1137.983889826923
94208,-0.00684196,5.174795,46,94208,0.0038669626,200.86814618110657,13.631273,445,0.7718240767717361,0.044628907,1753.6792452830189,1142.206589716981
96256,-0.0017730442,5.1740775,47,96256,0.0018164907,205.46306014060974,14.869792,452,0.7885437160730362,0.016748047,1759.148148148148,1143.8845636296294
98304,-0.004432748,5.1576853,48,98304,0.0039584395,209.99424076080322,10.607573,443,0.8403425067663193,0.041748047,1764.418181818182,1147.0103349272724
100352,-0.0015091494,5.1463194,49,100352,0.002341161,214.61353302001953,11.252078,474,0.7802621573209763,0.023876954,1769.5,1149.2668528571428
102400,-0.0042912713,5.156055,50,102400,0.003217578,218.92712831497192,6.25254,432,0.9423284232616425,0.0390625,1761.877192982456,1143.6906745087717
104448,-0.0018273853,5.1706414,51,104448,0.0025335527,223.66396284103394,15.118738,443,0.8489887118339539,0.028857421,1745.5254237288136,1133.2480381355933
106496,-0.0053576916,5.1755586,52,106496,0.0036177423,228.28158593177795,17.556334,423,0.8137415796518326,0.04433594,1703.1290322580646,1101.355191403226
108544,-0.002159038,5.1701865,53,108544,0.0026677751,233.11518001556396,13.088962,456,0.8764945045113564,0.029541016,1691.09375,1092.352396078125
110592,-0.0033428776,5.1662717,54,110592,0.0026984487,237.6056854724884,12.954013,444,0.782102644443512,0.029443359,1696.6,1095.349237430769
112640,-0.0023824405,5.168145,55,112640,0.0030957968,242.21016311645508,9.899383,437,0.8521714210510254,0.03666992,1701.939393939394,1099.1278525151515
114688,-0.004388821,5.164093,56,114688,0.004391043,246.8955454826355,9.505809,445,0.907337412238121,0.053125,1707.1194029850747,1104.5456842835822
116736,-0.0026245594,5.1625433,57,116736,0.0032457479,251.49500441551208,16.863876,449,0.8572028875350952,0.036474608,1712.1470588235295,1109.9390974117648
118784,-0.0019009657,5.1672435,58,118784,0.0017517367,256.0481073856354,12.834605,468,0.8635243624448776,0.017578125,1692.1285714285714,1094.9994864714283
120832,-0.004145094,5.1765585,59,120832,0.004964439,260.4193036556244,11.5138035,461,0.8482917994260788,0.059570312,1697.1549295774648,1099.8723322957744
122880,-0.0016351737,5.1786942,60,122880,0.0022614473,264.8566415309906,16.727463,445,0.8473364412784576,0.023925781,1702.0416666666667,1105.308165125
124928,-0.00079579756,5.1840215,61,124928,0.002641225,269.4504761695862,11.517425,462,0.7863053232431412,0.029833984,1706.7945205479452,1107.6729188630136
126976,-0.003094383,5.1961427,62,126976,0.0029141135,273.87741351127625,14.436849,458,0.8880902975797653,0.032714844,1681.7733333333333,1090.6662660133331
129024,-0.0060755354,5.2109966,63,129024,0.0040027294,278.3398289680481,6.628975,451,0.9208036884665489,0.04433594,1674.6052631578948,1085.1311801578947
131072,-0.0060374746,5.223256,64,131072,0.004242263,282.87252402305603,12.286397,452,0.768270418047905,0.051611327,1679.4675324675325,1089.485902103896
133120,-0.0015243181,5.2273636,65,133120,0.0017756915,287.3977391719818,10.553572,449,0.869433656334877,0.015429688,1684.2051282051282,1091.2716853333334
135168,-0.0047469623,5.2354074,66,135168,0.0026591443,291.95622205734253,18.998728,466,0.8881887421011925,0.029150391,1657.888888888889,1073.0122106666665
137216,-0.0025382969,5.243054,67,137216,0.0027578378,296.34327507019043,6.1901517,455,0.927359975874424,0.030615235,1659.5975609756097,1075.283311304878
139264,-0.0026979758,5.242056,68,139264,0.0029864525,300.8409879207611,24.534348,455,0.8503171801567078,0.030517578,1635.2588235294118,1058.7854141647058
141312,-0.0026485173,5.244523,69,141312,0.0029501305,305.3373804092407,13.491544,448,0.7538415938615799,0.036132812,1640.0697674418604,1061.130644104651
143360,-0.0014812599,5.246795,70,143360,0.0013742205,309.8993673324585,5.9671926,461,0.9440465979278088,0.01328125,1626.9885057471265,1051.3596933563217
145408,-0.00043581295,5.2440424,71,145408,0.0014787053,314.33948802948,10.632598,470,0.8950292319059372,0.013183594,1631.784090909091,1055.368178590909
147456,-0.004579351,5.237033,72,147456,0.004845725,318.6886901855469,14.516893,441,0.758051723241806,0.05620117,1636.4719101123596,1059.4533733483145
149504,-0.0032216962,5.2395153,73,149504,0.0024694807,323.32704424858093,19.208708,469,0.7685495167970657,0.02475586,1633.6923076923076,1056.3563835054945
151552,-0.001575691,5.252002,74,151552,0.0011405321,327.6943140029907,14.653418,469,0.8444328159093857,0.008251953,1638.2065217391305,1060.0238280434783
153600,-0.004362357,5.26156,75,153600,0.004082745,332.05632877349854,12.637589,463,0.7703101187944412,0.050976563,1642.6236559139784,1062.1893823225805
155648,-0.0037492183,5.272848,76,155648,0.002466449,336.4830973148346,11.205633,455,0.8816471844911575,0.026464844,1646.9468085106382,1066.2152111382977
157696,-0.0019622769,5.282893,77,157696,0.0020171406,340.98119854927063,10.703927,461,0.8718104958534241,0.020166015,1651.178947368421,1069.4572378842106
159744,-0.0027595111,5.2933807,78,159744,0.0019533916,345.41537404060364,17.081696,447,0.8744233399629593,0.018847656,1644.6288659793815,1065.15839585567
161792,-0.007901901,5.2916646,79,161792,0.005045249,349.9948699474335,16.437267,446,0.8478981405496597,0.05625,1648.7551020408164,1068.8959387040816
163840,-0.002725075,5.279506,80,163840,0.004046426,354.578857421875,9.689699,440,0.79929119348526,0.045703124,1652.79797979798,1070.7859053232323
165888,-0.0045028757,5.276127,81,165888,0.003833967,359.22774744033813,9.100912,462,0.8301845788955688,0.043798827,1642.58,1063.66133176
167936,-0.0040969844,5.2806983,82,167936,0.003004463,363.6564791202545,9.457057,453,0.8743022531270981,0.031396486,1642.58,1063.5178224000001
169984,-0.0047528325,5.2744384,83,169984,0.0035979082,368.17142963409424,23.496181,478,0.6690539121627808,0.04169922,1630.87,1057.6419861200002
172032,-0.006676805,5.2604647,84,172032,0.006645038,372.45565962791443,9.908242,451,0.8764799758791924,0.07553711,1630.87,1058.9096606000003
174080,-0.0033667658,5.258125,85,174080,0.0027498126,376.9891519546509,17.402637,452,0.8282246738672256,0.03339844,1629.98,1059.8350822999998
176128,-0.0024231148,5.269853,86,176128,0.0022340459,381.51076889038086,7.5858574,456,0.9132890403270721,0.021923829,1620.09,1052.6365299099998
178176,-0.0056269467,5.27289,87,178176,0.0034260165,385.9930944442749,8.664889,446,0.9173446595668793,0.03959961,1612.94,1047.8271810699998
180224,-0.0044926135,5.27938,88,180224,0.0034931735,390.58209681510925,10.912693,451,0.8103804141283035,0.03857422,1612.94,1049.2680835699998
182272,-0.0031248687,5.2842464,89,182272,0.005735234,395.1177761554718,12.407922,418,0.7259401082992554,0.06567383,1617.52,1052.15502126
184320,-0.0018869422,5.2939577,90,184320,0.0023307812,400.0082824230194,19.52866,448,0.812371626496315,0.024951171,1626.01,1056.92627016
186368,-0.005438528,5.295785,91,186368,0.002788978,404.5773620605469,5.431729,478,0.9290526881814003,0.031542968,1618.73,1051.78908962
188416,-0.004354612,5.281762,92,188416,0.0033705726,408.85776686668396,11.584422,453,0.7731647044420242,0.036132812,1618.73,1053.21882664
190464,-0.00080873293,5.2695456,93,190464,0.0033789384,413.3736660480499,9.805811,422,0.7821169793605804,0.038916014,1618.73,1053.40657066
192512,-0.00475649,5.268439,94,192512,0.0055276514,418.21660828590393,11.35843,434,0.8164254426956177,0.060009766,1618.73,1052.21788524
194560,-0.0026907395,5.267782,95,194560,0.0019386439,422.9356608390808,20.89014,466,0.8248029053211212,0.01826172,1591.67,1032.00022851
196608,-0.0028038835,5.264577,96,196608,0.0024276632,427.32650351524353,7.6058207,454,0.9355522096157074,0.023144532,1587.24,1028.7171567799999
198656,-0.0028899095,5.262988,97,198656,0.0029472993,431.83669996261597,18.536272,459,0.7655966877937317,0.031884767,1579.44,1022.0261046299998
200704,-0.002987152,5.261627,98,200704,0.002935112,436.29732036590576,5.299201,458,0.9391217567026615,0.030957032,1588.65,1029.01650189
202752,-0.0043959594,5.2599607,99,202752,0.003844703,440.7681703567505,14.674742,436,0.8900878950953484,0.040966798,1553.05,1004.87477808
204800,-0.0011628896,5.2678423,100,204800,0.0013805695,445.45915365219116,8.030025,463,0.8731269091367722,0.011230469,1544.9,998.33191052
206848,-0.004170217,5.26151,101,206848,0.0039915913,449.8770942687988,15.873121,452,0.8554922044277191,0.04638672,1536.54,993.89894365
208896,-0.001438691,5.2593703,102,208896,0.0018682688,454.4058606624603,20.84563,462,0.7910271883010864,0.01845703,1497.07,965.73434706
210944,-0.0061445558,5.283892,103,210944,0.0041903732,458.82984471321106,25.228853,440,0.7521753162145615,0.04375,1443.34,925.4338127899999
212992,-0.0043805125,5.304984,104,212992,0.0025759628,463.479430437088,16.358587,439,0.8617788702249527,0.025,1402.77,896.0904509
215040,-0.0020460545,5.312642,105,215040,0.0025224562,468.1354203224182,11.97365,449,0.8845976740121841,0.029638672,1373.81,876.29009391
217088,-0.0034944583,5.316421,106,217088,0.001472789,472.69575095176697,9.992212,467,0.9021069332957268,0.014160156,1377.33,880.0968389899999
219136,-0.004450326,5.3168736,107,219136,0.0026328089,477.0794117450714,6.4669065,453,0.9242053031921387,0.02470703,1374.84,879.6017646
221184,-0.0012755429,5.3111296,108,221184,0.0025360514,481.5920066833496,10.300637,440,0.7890375256538391,0.02631836,1374.84,879.74677061
223232,-0.003877874,5.3033056,109,223232,0.0030258833,486.239693403244,11.097972,446,0.9218599796295166,0.033203125,1359.3,869.19310441
225280,-0.004112096,5.293631,110,225280,0.0042467536,490.82225251197815,13.150332,447,0.7674880772829056,0.052001953,1359.3,868.8948881700001
227328,-0.0013654076,5.286872,111,227328,0.002366546,495.39534854888916,14.292836,429,0.8445718139410019,0.02421875,1359.3,869.4881230700001
229376,-0.00346668,5.2801175,112,229376,0.0024085399,500.16154646873474,12.449389,467,0.811670795083046,0.025341798,1359.3,869.4409783800002
231424,-0.006499485,5.2750235,113,231424,0.0037969234,504.5465261936188,13.825645,482,0.8360219150781631,0.044042967,1359.3,871.7037264300001
233472,-0.003593051,5.2814255,114,233472,0.0034034024,508.79540634155273,12.309844,445,0.9105744138360023,0.039648436,1339.87,860.0084658300001
235520,-0.002388744,5.2881618,115,235520,0.0023414693,513.3900005817413,9.985052,462,0.8385170847177505,0.024853516,1347.01,865.1740492499999
237568,-0.0041824067,5.2901497,116,237568,0.004169413,517.8224151134491,6.7090178,434,0.9275932610034943,0.05053711,1340.72,859.9996270800001
239616,-0.00195552,5.285677,117,239616,0.0040265354,522.5333626270294,9.619072,425,0.9082001447677612,0.043164063,1356.11,873.84421937
241664,-0.0042107133,5.295884,118,241664,0.0044549764,527.3416728973389,14.274402,439,0.7227388024330139,0.051074218,1361.47,877.49320378
243712,-0.007161728,5.3025265,119,243712,0.0041794456,532.0007379055023,10.525089,448,0.866805836558342,0.054833986,1377.0,888.64024309
245760,-0.004557333,5.302753,120,245760,0.0020046283,536.568925857544,15.747129,450,0.8703295439481735,0.020019531,1377.77,890.5614748699998
247808,-0.0037761931,5.2998,121,247808,0.0035029552,541.1115646362305,11.575454,444,0.8639582842588425,0.03984375,1392.39,902.2178354199999
249856,-0.00423099,5.294424,122,249856,0.0036570686,545.7199146747589,10.643385,446,0.861425906419754,0.043359376,1392.39,903.08097545
251904,-0.0033585813,5.289007,123,251904,0.0043144957,550.304217338562,11.071993,446,0.7917980849742889,0.05053711,1392.39,902.59517304
253952,-0.004480132,5.281391,124,253952,0.003994784,554.8946871757507,7.1517534,447,0.8883764520287514,0.040625,1389.73,899.73719806
256000,-0.003565187,5.2715187,125,256000,0.0039486084,559.4722287654877,8.327777,433,0.9287118539214134,0.043701172,1379.75,891.3567888100001
258048,-0.003969434,5.2794046,126,258048,0.0024989347,564.1958992481232,16.747822,467,0.8470993638038635,0.02709961,1387.77,898.9878395300002
260096,-0.0044713435,5.2812815,127,260096,0.004123928,568.5761017799377,16.206953,452,0.782071590423584,0.050195314,1387.77,898.67186403
262144,-0.0039260527,5.279182,128,262144,0.0042796275,573.1032214164734,10.935435,446,0.8939391076564789,0.04550781,1387.77,899.56306509
264192,-0.0019479117,5.2734137,129,264192,0.0028862166,577.6873581409454,11.935808,457,0.8289668262004852,0.028466797,1387.77,901.16055438
266240,-0.0021980163,5.2671123,130,266240,0.0030546817,582.1641862392426,15.504173,456,0.7939021289348602,0.030712891,1403.1,913.2602354199998
268288,-0.0039543947,5.2632713,131,268288,0.0029922528,586.6557011604309,10.384805,454,0.8567042648792267,0.02446289,1409.54,917.4795769099999
270336,-0.004854637,5.257324,132,270336,0.0037358725,591.1597208976746,13.67586,462,0.8250555247068405,0.049316406,1418.66,924.65533604
272384,-0.0032650065,5.261184,133,272384,0.0031788957,595.5910115242004,7.309475,446,0.8977325111627579,0.034082033,1411.47,919.02170183
274432,-0.001794111,5.2628675,134,274432,0.0028888448,600.181343793869,14.982187,455,0.8106017261743546,0.030273438,1411.47,919.88214448
276480,-0.0032371073,5.2498746,135,276480,0.0030891474,604.6828787326813,10.509007,455,0.8833604007959366,0.035595704,1411.47,920.3566937500001
278528,-0.004485614,5.2436476,136,278528,0.0040519997,609.1791775226593,11.622879,443,0.8679137378931046,0.05,1425.92,931.81659746
280576,-0.0060901563,5.2542896,137,280576,0.0050727674,613.8012669086456,23.170776,454,0.753108873963356,0.0515625,1433.33,937.3957034700001
282624,-0.005190802,5.265624,138,282624,0.0054023587,618.3061876296997,10.449119,449,0.8612215965986252,0.046972655,1433.33,936.4496388200002
284672,-0.0015337273,5.2668667,139,284672,0.0024967925,622.8654580116272,18.034138,451,0.8365156948566437,0.02836914,1447.89,947.9755379000001
286720,-0.0023351777,5.2619886,140,286720,0.002838562,627.3973436355591,10.686338,477,0.8238840401172638,0.03149414,1465.7,960.4357316200002
288768,-0.0042387242,5.2619314,141,288768,0.0045383754,631.6847147941589,10.341147,457,0.9121331050992012,0.046826173,1464.11,960.6844492200001
290816,-0.0025537605,5.2614665,142,290816,0.0027823155,636.1585404872894,15.573799,456,0.8089664429426193,0.029150391,1464.11,960.7863148900001
292864,-0.002607225,5.248335,143,292864,0.00270643,640.6478476524353,14.113246,440,0.8954868987202644,0.024121094,1442.33,945.0574870900001
294912,-0.005998799,5.2401185,144,294912,0.003425536,645.2980649471283,11.994047,451,0.8383562117815018,0.0362793,1453.11,953.3601447599999
296960,-0.0052394127,5.2412925,145,296960,0.0059944815,649.8349919319153,14.156009,450,0.8496459573507309,0.07416992,1453.11,953.7047230399999
299008,-0.004315938,5.237755,146,299008,0.0044850977,654.3851983547211,14.582019,456,0.7609115242958069,0.047509767,1453.11,955.2864226
301056,-0.0030393363,5.2391934,147,301056,0.004425249,658.8763251304626,15.461962,442,0.8504957556724548,0.049560547,1453.11,956.0516383500002
303104,-0.0019303393,5.231414,148,303104,0.009042449,663.508049249649,12.386724,443,0.8075487464666367,0.10385742,1453.11,954.8724905400002
305152,-0.00406484,5.223713,149,305152,0.0033376361,668.1270701885223,13.551839,456,0.9063486456871033,0.033740234,1439.98,945.5880544100002
307200,-0.0034204083,5.2224393,150,307200,0.003528567,672.6128013134003,24.531116,453,0.8453865051269531,0.033203125,1408.92,925.4132261
309248,-0.0011642007,5.2244844,151,309248,0.003062177,677.1297535896301,10.426256,460,0.8545766919851303,0.03227539,1408.92,925.37631893
311296,-0.005152107,5.2259407,152,311296,0.0030405666,681.5796849727631,16.079782,467,0.8726801723241806,0.03022461,1398.77,917.1522478800001
313344,-0.0030045584,5.224344,153,313344,0.0029467978,685.9625642299652,14.400685,481,0.824747160077095,0.029736329,1398.77,917.57742698
315392,-0.0073744357,5.226317,154,315392,0.0034863066,690.2177033424377,6.0288954,472,0.9353219792246819,0.035205077,1407.96,924.7472094300001
317440,-0.0021916986,5.2222147,155,317440,0.0033784988,694.5551433563232,17.471722,463,0.8494314849376678,0.037890624,1417.85,932.4371349500001
319488,-0.00421184,5.2176676,156,319488,0.0033677318,698.9762127399445,15.315063,416,0.8662433475255966,0.035351563,1425.0,938.9176714
321536,-0.0021266476,5.210374,157,321536,0.00323467,703.8980865478516,9.924497,415,0.8979048952460289,0.031201173,1416.89,931.75269135
323584,-0.0015030829,5.203805,158,323584,0.003782384,708.8317928314209,15.115886,426,0.8455856889486313,0.039257813,1416.89,932.4878528899999
325632,-0.002647818,5.1974897,159,325632,0.0050973995,713.6289672851562,11.831759,442,0.88217493891716,0.04741211,1416.89,933.13145027
327680,-0.0022721484,5.19425,160,327680,0.003844964,718.2577269077301,17.027672,456,0.8238152712583542,0.045800783,1426.03,940.1181983000001
329728,-0.0030118884,5.192271,161,329728,0.002763003,722.7398719787598,11.301215,472,0.8198790848255157,0.031103516,1433.31,945.3817356800001
331776,-0.0024018586,5.1816216,162,331776,0.0028966994,727.0703172683716,8.192228,454,0.8849752992391586,0.03388672,1432.98,945.73401865
333824,0.00080859533,5.185651,163,333824,0.004629553,731.5779039859772,13.814161,456,0.8364490121603012,0.05078125,1432.98,947.35918481
335872,-0.0016559142,5.1834364,164,335872,0.0045784498,736.0620329380035,17.887396,457,0.7841355800628662,0.051123045,1432.98,949.6818225100001
337920,-0.0019781743,5.1736574,165,337920,0.0057594115,740.543021440506,7.1909647,445,0.936357356607914,0.04169922,1433.26,948.84647035
339968,-0.0025510238,5.174835,166,339968,0.0034428132,745.1430883407593,13.6165695,462,0.8298011422157288,0.03881836,1450.83,963.6150686
342016,-0.0038723915,5.1765203,167,342016,0.00468415,749.5690145492554,11.561976,455,0.8455129414796829,0.058203124,1461.86,971.1793276
344064,-0.0019834773,5.1748285,168,344064,0.002431217,754.0666379928589,12.193114,468,0.8587917685508728,0.025341798,1466.29,973.5601932599999
346112,-0.0028657406,5.1711793,169,346112,0.002680642,758.4364986419678,15.615924,465,0.7919949293136597,0.029541016,1466.29,974.6339857599997
348160,-0.0060395426,5.1826305,170,348160,0.00484319,762.835111618042,25.082882,434,0.8496378660202026,0.064941406,1483.58,989.8210237299999
350208,-0.0041793957,5.196236,171,350208,0.0041351817,767.5481104850769,10.389456,446,0.8826216235756874,0.040478516,1488.15,992.7262087799999
352256,-0.004910103,5.1983514,172,352256,0.0046226466,772.1405048370361,10.291929,451,0.9095596298575401,0.04399414,1503.63,1005.6450210500001
354304,-0.0040732813,5.199779,173,354304,0.003089318,776.6803975105286,5.5718923,447,0.9629105553030968,0.03046875,1502.55,1005.1230011000001
356352,-0.0025805866,5.2039995,174,356352,0.0017100333,781.2532594203949,16.857052,464,0.7349969446659088,0.01640625,1510.7,1012.0402727700003
358400,-0.0044314717,5.2071323,175,358400,0.0029560206,785.6641271114349,19.800343,447,0.8400734066963196,0.028564453,1515.1,1016.0371073100001
360448,-0.001643287,5.1994066,176,360448,0.004581232,790.2462432384491,11.026205,446,0.7917656004428864,0.051855467,1532.61,1027.70246746
362496,-0.00447252,5.1787844,177,362496,0.0041603297,794.8328502178192,5.5338507,460,0.9280233308672905,0.042041015,1550.39,1040.80311277
364544,-0.0029258707,5.1608634,178,364544,0.003406514,799.2789294719696,10.61801,451,0.8174517154693604,0.035791017,1566.54,1051.3517022699998
366592,-0.0014139188,5.1621222,179,366592,0.004449931,803.8128399848938,12.616228,454,0.6812041103839874,0.052246094,1580.5,1060.62303663
368640,-0.006868305,5.16422,180,368640,0.0050688502,808.3185291290283,11.325514,453,0.8161820024251938,0.062158205,1591.77,1068.45264381
370688,-0.0032471872,5.1626434,181,370688,0.0033544197,812.8397364616394,9.6270685,470,0.854382261633873,0.03881836,1609.51,1080.9902415899999
372736,-0.0023119599,5.146292,182,372736,0.0028032959,817.1943395137787,9.045091,437,0.8825895190238953,0.029150391,1624.33,1093.2448207999998
374784,-0.0036041294,5.1328573,183,374784,0.004407969,821.8789522647858,13.298907,417,0.8376602232456207,0.04824219,1633.53,1100.2308937599998
376832,-0.0021971264,5.1442995,184,376832,0.0026375358,826.781224489212,12.875302,437,0.844963476061821,0.030957032,1638.67,1103.9434197000003
378880,-0.0025356482,5.149912,185,378880,0.0030326934,831.463461637497,13.965704,433,0.9272711798548698,0.03354492,1655.67,1119.0947141400002
380928,-0.0010147766,5.1522636,186,380928,0.0026829431,836.1842012405396,10.253761,453,0.8801238015294075,0.03125,1669.28,1129.6229314500001
382976,-0.004296097,5.1542225,187,382976,0.0034399214,840.7001783847809,7.6837587,456,0.9313011094927788,0.037109375,1677.34,1136.32715543
385024,-0.0026216127,5.14203,188,385024,0.0032829542,845.188907623291,17.187328,457,0.7639239728450775,0.038134765,1681.34,1140.47394132
387072,-0.0020196263,5.1368113,189,387072,0.0037069838,849.6708018779755,10.3167515,454,0.7907975018024445,0.041796874,1695.47,1151.3816267099999
389120,-0.0011971456,5.132628,190,389120,0.0028038905,854.1781899929047,12.244408,455,0.8966240808367729,0.029589843,1697.96,1152.53326
391168,-0.005869779,5.130849,191,391168,0.004901549,858.6793458461761,6.2319536,429,0.9449044913053513,0.057275392,1695.83,1155.06745529
393216,-0.0027932688,5.1169615,192,393216,0.0035057787,863.4539036750793,7.183637,439,0.9365170672535896,0.038085938,1700.39,1158.38809712
