ep_reward_mean,ep_len_mean,clipfrac,n_updates,total_timesteps,approxkl,fps,value_loss,policy_entropy,explained_variance,policy_loss,serial_timesteps,time_elapsed
652.32591365,932.89,0.043798827,97,198656,0.003915624,531,19.89967,5.180143,0.8883455544710159,-0.0030475045,198656,360.0526661872864
663.4042048299999,950.29,0.03671875,98,200704,0.0035394072,573,13.445343,5.1813755,0.7256464064121246,-0.0008397284,200704,363.908499956131
663.3061215299999,950.29,0.036572266,99,202752,0.00323924,558,15.530462,5.181119,0.7275014221668243,-0.0034828628,202752,367.48063588142395
673.36932508,965.5,0.035449218,100,204800,0.0032440969,546,11.557672,5.1738577,0.77804796397686,-0.002818658,204800,371.15087890625
683.21330773,980.59,0.06269531,101,206848,0.0049944576,548,11.141998,5.1665263,0.7835130244493484,-0.0051829303,206848,374.90285301208496
693.98901744,990.67,0.08554687,102,208896,0.006042522,509,20.073597,5.166204,0.8826358988881111,-0.0042134062,208896,378.63659954071045
704.08674348,1006.05,0.039501954,103,210944,0.003597917,580,14.111896,5.175347,0.7036789357662201,-0.002387526,210944,382.65914011001587
713.6529419999999,1020.9,0.042773437,104,212992,0.0038950902,576,13.263586,5.1873627,0.710626482963562,-0.00279915,212992,386.1908893585205
715.7808423499998,1020.9,0.0484375,105,215040,0.004382381,500,7.8934684,5.187661,0.9547395221889019,-0.006592308,215040,389.7427136898041
725.8066447599999,1036.09,0.056591798,106,217088,0.00462908,527,11.412213,5.1825314,0.7675538510084152,-0.0034733303,217088,393.8333246707916
736.4019193999999,1051.51,0.06635742,107,219136,0.005279826,577,12.054798,5.1888633,0.8524464666843414,-0.005377221,219136,397.7151663303375
734.9487562999999,1051.51,0.019873047,108,221184,0.0021858553,539,18.313313,5.196402,0.8785179480910301,-0.0016017802,221184,401.26147055625916
737.6263786099998,1054.85,0.094335936,109,223232,0.007527622,529,20.196863,5.2016745,0.8845392912626266,-0.0037319262,223232,405.0602502822876
748.9765676999999,1072.54,0.0746582,110,225280,0.0070776953,583,14.6180935,5.2072845,0.6803899705410004,-0.0029205095,225280,408.9277780056
720.42004089,1044.3,0.027441407,111,227328,0.0028874285,617,14.355383,5.2107553,0.8647911995649338,-0.006757688,227328,412.43912506103516
719.7988839600001,1043.82,0.03354492,112,229376,0.0031168293,566,26.403097,5.217132,0.9140323624014854,-0.003920761,229376,415.75487446784973
724.08189193,1043.82,0.07626953,113,231424,0.0059170336,556,20.023758,5.2306304,0.8885049968957901,-0.0054138196,231424,419.37154030799866
723.21389709,1043.82,0.07392578,114,233472,0.0056633847,535,20.05397,5.2398577,0.8948665633797646,-0.003974787,233472,423.0535638332367
739.4823260799999,1061.55,0.040966798,115,235520,0.003535653,553,19.772028,5.242571,0.8874933421611786,-0.0016306133,235520,426.8785719871521
724.6742673900001,1046.1,0.008007812,116,237568,0.0010878379,565,9.570796,5.23587,0.8578195124864578,-0.0019257714,237568,430.57822823524475
736.8768501500001,1064.84,0.021044921,117,239616,0.0019424541,571,14.769687,5.2361994,0.7304126620292664,-0.0028213717,239616,434.20060205459595
731.81698175,1064.84,0.023046875,118,241664,0.002245847,525,15.186513,5.247025,0.9214473068714142,-0.0024252317,241664,437.78783226013184
736.1579989300002,1064.84,0.054296874,119,243712,0.004453615,505,20.560171,5.2562337,0.8869000822305679,-0.0021681036,243712,441.6824440956116
750.6509563000001,1080.03,0.035791017,120,245760,0.0033056885,526,20.294,5.2538414,0.893586739897728,-0.0034046348,245760,445.7340259552002
752.97991134,1084.61,0.018017579,121,247808,0.0018044757,521,37.18753,5.256995,0.8076381087303162,-0.0017679909,247808,449.6279320716858
743.44672712,1069.76,0.03461914,122,249856,0.0030519697,543,9.623327,5.2555513,0.9459227472543716,-0.0037349865,249856,453.556941986084
744.20350624,1074.23,0.03286133,123,251904,0.003120801,583,24.498444,5.2478685,0.8996211439371109,-0.003031123,251904,457.3263738155365
759.6262580599999,1090.66,0.053808592,124,253952,0.004415826,561,20.849333,5.242672,0.8854141905903816,-0.0046962807,253952,460.83769392967224
778.6949319400001,1115.7,0.035058595,125,256000,0.0033962056,563,29.6491,5.259733,0.898043729364872,-0.0052918093,256000,464.48503518104553
790.96243507,1134.62,0.029833984,126,258048,0.0027961165,579,12.607429,5.283513,0.7640425562858582,-0.0020670209,258048,468.12088441848755
805.0976134099999,1149.88,0.03491211,127,260096,0.0033007443,570,21.006403,5.28243,0.8899533897638321,-0.0032478105,260096,471.65407705307007
818.5324854799999,1165.13,0.049462892,128,262144,0.0042092083,527,21.931553,5.2655087,0.8680847436189651,-0.0048312773,262144,475.2433400154114
832.2107870199999,1180.61,0.064257815,129,264192,0.0051751146,547,20.126574,5.257709,0.8856831789016724,-0.0048142155,264192,479.12478137016296
848.7652351399998,1198.22,0.0875,130,266240,0.00657569,543,19.681757,5.25431,0.8798391297459602,-0.0033725984,266240,482.86826372146606
853.8673643400001,1198.22,0.02319336,131,268288,0.0026546004,536,19.704565,5.253212,0.8756096288561821,-0.0017067578,268288,486.6380612850189
869.3814017699999,1213.22,0.043652344,132,270336,0.0038498766,530,19.4934,5.2505927,0.8747932463884354,-0.001319594,270336,490.4561839103699
881.8141763099999,1232.11,0.038916014,133,272384,0.0033491887,553,12.684096,5.2508783,0.786686897277832,-0.0037301336,272384,494.3209059238434
882.5781568200001,1233.16,0.032421876,134,274432,0.0030407684,521,4.726359,5.2619176,0.9772327654063702,-0.0046670446,274432,498.0215799808502
898.00776935,1248.19,0.024658203,135,276480,0.002616195,506,19.73917,5.2602987,0.8902534171938896,-0.0020912339,276480,501.95112466812134
916.6261251800001,1268.48,0.021826172,136,278528,0.0021995702,563,23.43684,5.24287,0.8551649153232574,-0.0018225105,278528,505.9970734119415
926.77910978,1283.55,0.043017577,137,280576,0.0037911509,561,10.934687,5.244787,0.9264573305845261,-0.0017060824,280576,509.6298758983612
946.2204183199999,1306.3,0.025537109,138,282624,0.0024808873,568,24.22029,5.250846,0.8992630988359451,-0.0022307,282624,513.2800862789154
957.5160144599998,1323.23,0.044628907,139,284672,0.003940382,579,10.945936,5.24678,0.764994204044342,-0.0008194387,284672,516.8823473453522
973.35551236,1340.36,0.028222656,140,286720,0.0026904086,548,25.319454,5.23799,0.8998229131102562,-0.0022007942,286720,520.416101694107
983.98709316,1355.77,0.030419922,141,288768,0.0029807843,577,11.250008,5.2238607,0.8008154481649399,-0.002271363,288768,524.1490111351013
996.2529085299998,1374.52,0.09770508,142,290816,0.0076591484,570,11.1503315,5.223554,0.7861848771572113,-0.0073516024,290816,527.6970455646515
1012.4941648499998,1393.44,0.045410156,143,292864,0.004461437,555,13.938632,5.2265854,0.9059909582138062,-0.006766062,292864,531.2865207195282
1028.4202848,1409.95,0.07524414,144,294912,0.0061190175,541,20.017878,5.217898,0.8842939361929893,-0.005820291,294912,534.9728093147278
1043.4786502,1426.39,0.057373047,145,296960,0.004818573,550,9.69142,5.200509,0.9385208040475845,-0.0060333046,296960,538.7567520141602
1059.7407534400002,1444.06,0.046582032,146,299008,0.00467501,545,19.857683,5.184129,0.8804502785205841,-0.00096826453,299008,542.4804272651672
