serial_timesteps,n_updates,explained_variance,policy_entropy,total_timesteps,fps,value_loss,approxkl,clipfrac,time_elapsed,policy_loss,ep_reward_mean,ep_len_mean
2048,1,0.998969798674807,5.191267,2048,493,0.13002497,0.005946356,0.07758789,2.86102294921875e-06,-0.0067114322,,
4096,2,0.9228769764304161,5.187423,4096,562,10.278475,0.0015847757,0.014111328,4.153800964355469,-0.005012097,958.0952886666665,1305.3333333333333
6144,3,0.9715211093425751,5.1857424,6144,549,7.0553718,0.0010473517,0.010253906,7.798012971878052,-0.0021330416,674.5396524,985.2
8192,4,0.8864237666130066,5.197253,8192,522,34.707073,0.002246912,0.024365235,11.527974605560303,-0.0020359247,713.799579625,1006.0
10240,5,0.9690076969563961,5.1918764,10240,509,5.323418,0.0033658403,0.038720705,15.450352907180786,-0.0047067837,640.8027214444444,913.1111111111111
12288,6,0.8771063908934593,5.175278,12288,518,18.905725,0.0048833974,0.054736327,19.46802306175232,-0.0049775713,754.1623689,1026.7
14336,7,0.9222173988819122,5.1747227,14336,534,21.799196,0.001054277,0.0089355465,23.41710901260376,-0.0030305139,804.1691875833334,1082.0833333333333
16384,8,0.8721164464950562,5.1773877,16384,514,19.985376,0.0048517655,0.061083984,27.247257471084595,-0.0053391503,879.5943961538462,1156.4615384615386
18432,9,0.9162007421255112,5.173551,18432,525,13.388815,0.0024233889,0.022607422,31.230835437774658,-0.004063639,930.090805857143,1220.2142857142858
20480,10,0.8546093255281448,5.174746,20480,528,20.336166,0.0026790681,0.032128908,35.13164567947388,-0.0053848354,985.8933486666667,1275.4666666666667
22528,11,0.875798337161541,5.1793337,22528,515,19.41273,0.0016881783,0.013085937,39.00478196144104,-0.002008594,1013.1247267499999,1323.8125
24576,12,0.8748869448900223,5.1792397,24576,511,19.853878,0.0012252259,0.009326172,42.97721529006958,-0.0004724764,1059.3018108823528,1366.4705882352941
26624,13,0.880109041929245,5.1845646,26624,494,19.53783,0.0038850147,0.04453125,46.98223519325256,-0.0035608846,1099.3222089444444,1404.388888888889
28672,14,0.8770021200180054,5.1914544,28672,518,34.06098,0.0016515218,0.01484375,51.12104034423828,-0.0024867149,1051.8089388571427,1352.095238095238
30720,15,0.8765491470694542,5.203513,30720,502,20.081495,0.0027107443,0.029052734,55.071348905563354,-0.0024575305,1083.2136042272725,1383.7727272727273
32768,16,0.9450660012662411,5.2193413,32768,554,13.40019,0.0016063659,0.015478516,59.148582458496094,-0.002602409,1014.1339215416666,1310.4166666666667
34816,17,0.8864268809556961,5.2259374,34816,548,33.062744,0.0025426012,0.022851562,62.84516644477844,-0.00476067,983.5092255185184,1275.962962962963
36864,18,0.9593681842088699,5.2399664,36864,523,7.5014787,0.0015301906,0.014941406,66.57729530334473,-0.005362835,958.1275909642856,1249.357142857143
38912,19,0.6473820209503174,5.254115,38912,549,23.739544,0.0018293855,0.019482423,70.48862862586975,-0.0027833967,986.7711625862067,1276.9310344827586
40960,20,0.7193569242954254,5.2632647,40960,547,12.990072,0.0032525964,0.03466797,74.2192120552063,-0.0047400757,995.5149229666665,1302.6666666666667
43008,21,0.9241379722952843,5.272155,43008,531,12.390268,0.0020227246,0.023730468,77.96095538139343,-0.0024173392,1004.0300806774192,1326.741935483871
