policy_loss,value_loss,explained_variance,time_elapsed,clipfrac,ep_len_mean,approxkl,ep_reward_mean,policy_entropy,fps,n_updates,total_timesteps,serial_timesteps
-0.0074019893,11.717294,0.8942927196621895,2.1457672119140625e-06,0.06943359,778.5,0.0055788327,457.6457635,3.32727,367,1,2048,2048
-0.005555065,18.657246,0.8874885141849518,5.574769496917725,0.037988283,658.2,0.003998949,381.4953238,3.3370068,371,2,4096,4096
-0.0035095871,12.994947,0.9016110822558403,11.084672689437866,0.02841797,830.2857142857143,0.0026065777,504.7909924285715,3.334866,368,3,6144,6144
-0.004373022,8.3104925,0.904918871819973,16.646862030029297,0.032226562,810.0,0.0029563778,484.91289725,3.3387742,372,4,8192,8192
-0.006838668,26.328037,0.7436283528804779,22.138407468795776,0.06728516,810.3333333333334,0.0054743025,488.7745049166667,3.343134,372,5,10240,10240
-0.0011861671,17.686804,0.8416457027196884,27.63445210456848,0.040478516,776.8666666666667,0.0038764551,462.03481346666666,3.3441467,368,6,12288,12288
-0.0030662175,8.004022,0.8966125622391701,33.18815040588379,0.022900391,829.0,0.002341943,499.8421124375,3.3497028,389,7,14336,14336
-0.0035496175,11.88978,0.8078636825084686,38.44676756858826,0.0484375,900.7647058823529,0.0042095957,551.5678412352942,3.3498158,399,8,16384,16384
-0.0072003035,6.341335,0.925601989030838,43.57025337219238,0.06499024,933.7777777777778,0.0056585586,572.0054696111112,3.3474712,391,9,18432,18432
-0.0012664015,19.270975,0.8671112805604935,48.80673027038574,0.031933594,932.5238095238095,0.0028691047,573.6306038095239,3.3546932,395,10,20480,20480
-0.0055250525,6.351843,0.9141994565725327,53.98347091674805,0.027636718,983.2727272727273,0.0029783188,612.4572633636363,3.3621984,386,11,22528,22528
-0.0032332777,10.035404,0.8653068840503693,59.28347444534302,0.053125,1029.608695652174,0.004672303,648.5842164347827,3.3492692,293,12,24576,24576
-0.003722528,13.443016,0.8011604398488998,66.2733383178711,0.03149414,1072.0833333333333,0.0028941978,680.9779692916667,3.3345394,371,13,26624,26624
-0.0047216117,12.131807,0.8568130433559418,71.79343795776367,0.034228515,1111.16,0.003583063,713.20494584,3.3266068,377,14,28672,28672
-0.0044412334,10.77553,0.8436449766159058,77.22344493865967,0.053466797,1147.2307692307693,0.00435181,739.3984394230769,3.3187346,318,15,30720,30720
-0.0037634752,27.873043,0.7473099529743195,83.6550841331482,0.058398437,1086.1333333333334,0.005358323,693.8724533333333,3.3017926,321,16,32768,32768
-0.0051955516,12.584431,0.8784198015928268,90.03283476829529,0.025488282,1057.53125,0.0027498605,670.974470125,3.2954888,363,17,34816,34816
