serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.3861265,58.069943400000014,-0.0054585407,0.003943882,315.8,2048,1,1.9073486328125e-06,0.04663086,1.4285178,557,-0.1767503023147583
4096,7.7279143,131.27824566666666,-0.00095005723,0.0022412243,604.6666666666666,4096,2,3.6762654781341553,0.013525391,1.4294397,613,0.13237810134887695
6144,5.295193,142.9368797142857,-0.0023828442,0.00268177,664.4285714285714,6144,3,7.012303829193115,0.023388673,1.4261819,629,-0.17805063724517822
8192,4.44029,142.38890041666667,-0.002669212,0.002385685,675.3333333333334,8192,4,10.266176700592041,0.019091796,1.4256189,585,-0.028064489364624023
10240,5.93689,166.48708846153846,-0.002472356,0.0026138502,776.9230769230769,10240,5,13.767109155654907,0.023779297,1.4169859,616,-0.3165855407714844
12288,3.9828465,151.6131678823529,-0.0017418988,0.0028757711,714.9411764705883,12288,6,17.089258670806885,0.023730468,1.4053658,621,-0.016640186309814453
14336,3.486894,146.01899234999996,0.00019414618,0.0013857109,694.05,14336,7,20.387336492538452,0.0064453124,1.3933426,601,0.23320531845092773
16384,3.026812,134.18907056,-0.004632767,0.003891571,645.12,16384,8,23.792763471603394,0.047558594,1.3983862,598,0.40235722064971924
18432,2.6701527,133.5166335357143,-0.0006072052,0.0015265553,648.8928571428571,18432,9,27.21546244621277,0.0125488285,1.4156274,640,0.601035475730896
20480,2.6124825,132.9178175806452,-0.00066486665,0.001100607,652.1612903225806,20480,10,30.41378879547119,0.0065429686,1.4330641,611,0.7489675879478455
22528,2.061985,127.46066068571427,-0.0028666132,0.0028017627,629.8857142857142,22528,11,33.76389718055725,0.028759766,1.4526875,598,0.7606972604990005
24576,1.9230807,130.3203098378378,-0.0042761336,0.0043891207,648.081081081081,24576,12,37.185370206832886,0.05317383,1.4635875,622,0.8651374131441116
26624,2.3119426,136.48957510526313,-0.0018155273,0.0026818812,683.0263157894736,26624,13,40.478163719177246,0.023828125,1.4531106,618,0.7258030772209167
28672,2.8962412,143.82503072499998,-0.00055076205,0.0026618706,716.3,28672,14,43.79241895675659,0.02265625,1.4468739,616,0.7133400142192841
