approxkl,time_elapsed,clipfrac,policy_entropy,total_timesteps,serial_timesteps,fps,value_loss,policy_loss,n_updates,explained_variance,ep_reward_mean,ep_len_mean
0.005341071,2.1457672119140625e-06,0.059667967,3.4359043,2048,2048,466,0.70671415,-0.0062238467,1,0.9803328551352024,,
0.0036024307,4.389160633087158,0.038183592,3.4228466,4096,4096,505,1.5187014,-0.004528204,2,0.9634457156062126,1305.784292,2049.0
0.0023018157,8.442017793655396,0.019189453,3.4173615,6144,6144,494,2.6848707,-0.003185933,3,0.9408684857189655,1352.2657295,2049.0
0.002238207,12.585440158843994,0.018115234,3.4062066,8192,8192,495,4.613517,-0.003763657,4,0.9071271046996117,1341.500797,2049.0
0.0040066782,16.717066526412964,0.04511719,3.3996367,10240,10240,507,5.198803,-0.0032383217,5,0.8916090801358223,1343.2412145,2049.0
0.0020878343,20.7530300617218,0.01953125,3.3971934,12288,12288,501,9.867458,-0.00264986,6,0.874763235449791,1319.0802035,1994.3333333333333
0.004516825,24.834969758987427,0.050830077,3.3861313,14336,14336,493,13.219147,-0.0027695233,7,0.772881492972374,1328.9015595714286,2002.142857142857
0.0034280536,28.984888076782227,0.03388672,3.3762956,16384,16384,489,9.753163,-0.0015966874,8,0.8352809995412827,1338.26142925,2008.0
0.0029067972,33.16870355606079,0.030908203,3.3763046,18432,18432,513,13.237767,-0.0022863909,9,0.7656398713588715,1343.679153888889,2012.5555555555557
0.0032021422,37.15843415260315,0.034277342,3.3770435,20480,20480,512,11.963771,-0.001701287,10,0.8754355534911156,1226.2930059090909,1845.6363636363637
0.0050522974,41.15166687965393,0.059521485,3.3883896,22528,22528,509,4.6505537,-0.00504788,11,0.9269103184342384,1211.5578844166666,1823.6666666666667
0.0029936114,45.17282152175903,0.032324217,3.4001389,24576,24576,506,5.454289,-0.0035978477,12,0.9094274938106537,1182.6575742307691,1786.5384615384614
0.003735027,49.213473081588745,0.03881836,3.3948033,26624,26624,508,9.410888,-0.0054185386,13,0.8325793594121933,1201.9302099285712,1805.2857142857142
0.0029925888,53.24014091491699,0.031347655,3.3979983,28672,28672,497,8.506337,-0.0038493932,14,0.8410050272941589,1202.284442,1803.8
0.0050705737,57.360273599624634,0.061914064,3.3999608,30720,30720,507,16.576393,-0.0072403424,15,0.8254382014274597,1203.561292235294,1799.9411764705883
0.003460144,61.39936423301697,0.039013673,3.3935733,32768,32768,534,6.4583845,-0.006102128,16,0.8765808790922165,1182.2029489444444,1774.3333333333333
0.004757336,65.23283648490906,0.058740236,3.3969295,34816,34816,491,12.340204,-0.007951808,17,0.7723826318979263,1191.855828263158,1788.7894736842106
0.008370654,69.39801120758057,0.0881836,3.4075737,36864,36864,456,13.504666,-0.00378845,18,0.7448303997516632,1192.91854045,1801.8
0.0029199633,73.88626432418823,0.032421876,3.4155536,38912,38912,455,13.500328,-0.003615737,19,0.830139085650444,1160.6246727272728,1762.0454545454545
0.005607294,78.38024306297302,0.07543945,3.4318519,40960,40960,507,12.043428,-0.0049304897,20,0.7069223821163177,1165.4975870869564,1774.5217391304348
0.007715528,82.41336226463318,0.0925293,3.44155,43008,43008,480,9.96274,-0.0013109038,21,0.6912350356578827,1168.5599693749998,1785.9583333333333
0.0028414982,86.671954870224,0.031835936,3.446556,45056,45056,476,13.811007,-0.0027985144,22,0.8280436396598816,1181.52900856,1796.48
0.004498717,90.97378492355347,0.050048828,3.4459229,47104,47104,513,10.699593,-0.0031593964,23,0.7979544401168823,1187.897884423077,1806.1923076923076
0.00288442,94.96030163764954,0.030126953,3.4466958,49152,49152,513,8.379397,-0.0072660698,24,0.8778884932398796,1152.9657483703702,1757.5185185185185
0.0059362696,98.95231294631958,0.06987305,3.4543266,51200,51200,495,10.200541,-0.0035711124,25,0.7269917726516724,1161.4724948214284,1767.9285714285713
0.0036131595,103.10037755966187,0.04135742,3.4644742,53248,53248,501,9.448408,-0.00046986583,26,0.7726074606180191,1163.8465332068963,1777.6206896551723
0.0053589907,107.18175315856934,0.05996094,3.4734693,55296,55296,474,10.13591,-0.0032613738,27,0.7636751085519791,1167.6996100333333,1786.6666666666667
0.00587066,111.50286912918091,0.07006836,3.4784572,57344,57344,459,11.056882,-0.0049967845,28,0.6781651973724365,1171.4198968064516,1795.1290322580646
0.0018854735,115.9611234664917,0.017041016,3.490724,59392,59392,477,11.456153,-0.0016445011,29,0.7205238342285156,1172.42625896875,1803.0625
0.0034849439,120.25090384483337,0.039697267,3.4985435,61440,61440,466,9.000557,-0.004313474,30,0.8071869313716888,1175.2322816060607,1810.5151515151515
0.0023878946,124.64578056335449,0.023876954,3.5064373,63488,63488,464,9.940166,-0.0013402936,31,0.8160372823476791,1180.1230310588237,1817.5294117647059
0.0028870937,129.057461977005,0.030664062,3.5096765,65536,65536,501,9.463387,-0.0027833008,32,0.8138801157474518,1185.3433747142858,1824.142857142857
0.0022466893,133.14568328857422,0.025390625,3.511198,67584,67584,470,13.370073,-0.0016899531,33,0.7206416130065918,1190.9478194166668,1830.388888888889
0.0044620577,137.49992871284485,0.047265626,3.5072885,69632,69632,437,10.153298,-0.0021614137,34,0.8399053812026978,1194.587567702703,1836.2972972972973
0.0035426342,142.1812286376953,0.04018555,3.50247,71680,71680,423,9.519819,-0.004182655,35,0.6998474895954132,1202.0701635263158,1841.8947368421052
0.0054505877,147.01393699645996,0.055908203,3.5113456,73728,73728,426,9.610131,-0.0068425955,36,0.8503831923007965,1202.483173974359,1847.2051282051282
0.0024495148,151.82055687904358,0.025,3.5149662,75776,75776,458,9.090277,-0.0033495235,37,0.8457766473293304,1207.05999885,1852.25
0.005389356,156.2868688106537,0.062158205,3.525701,77824,77824,460,9.743041,-0.008889697,38,0.8092838078737259,1211.9726249756097,1857.0487804878048
0.0045652012,160.7363679409027,0.0574707,3.5316424,79872,79872,443,9.834749,-0.004092166,39,0.6871336400508881,1212.5348360238095,1861.6190476190477
0.0038602427,165.35467553138733,0.038623046,3.5295472,81920,81920,460,18.581303,-0.002877162,40,0.7673672288656235,1203.559127840909,1851.2727272727273
0.005338543,169.8019335269928,0.059277344,3.5265145,83968,83968,464,5.940839,-0.0039409827,41,0.900759257376194,1193.8067654444444,1835.5777777777778
0.0032832485,174.20739340782166,0.034326173,3.512043,86016,86016,462,18.518476,-0.0031666807,42,0.7484491765499115,1181.605955574468,1819.787234042553
