serial_timesteps,n_updates,explained_variance,policy_entropy,total_timesteps,fps,value_loss,approxkl,clipfrac,time_elapsed,policy_loss,ep_reward_mean,ep_len_mean
397312,194,0.9528712444007397,4.3423066,397312,518,13.124487,0.0024540396,0.024316406,795.6569004058838,-0.0034892927,749.43467379,1129.23
399360,195,0.8486852198839188,4.3364086,399360,501,42.350708,0.0030020126,0.035107423,799.607213973999,-0.005658288,746.2064952700001,1115.63
401408,196,0.9738053791224957,4.331414,401408,508,6.1796694,0.0026116665,0.025585938,803.6884515285492,-0.0030251502,735.8231823300001,1099.61
403456,197,0.8833513483405113,4.329864,403456,477,19.293018,0.0035546632,0.04272461,807.7148852348328,-0.0013139127,751.5859538800001,1116.01
405504,198,0.8226983100175858,4.3281116,405504,540,36.860477,0.0013530373,0.012304688,812.0057506561279,-0.0026104269,733.9511352900001,1085.99
407552,199,0.9600739032030106,4.3202844,407552,492,7.162764,0.0038226969,0.043554686,815.7971584796906,-0.008813229,724.8882953,1071.76
409600,200,0.9358914718031883,4.317879,409600,505,17.427488,0.0014795131,0.009960937,819.9524478912354,-0.005062998,739.6924869899999,1086.14
411648,201,0.8967330381274223,4.3148985,411648,492,27.46915,0.0028342565,0.034863282,824.005012512207,-0.003937373,741.19313351,1088.95
413696,202,0.8618102818727493,4.3310223,413696,456,19.815296,0.008924479,0.109472655,828.1614067554474,-0.0100399675,756.82057151,1104.37
415744,203,0.9693132657557726,4.353834,415744,491,9.082448,0.0019821574,0.019970704,832.6450552940369,-0.0039462885,770.5182815899998,1117.91
417792,204,0.9322265908122063,4.379632,417792,465,11.668509,0.0056200773,0.06733398,836.8165502548218,-0.005459274,784.7087372599999,1132.41
419840,205,0.7267095446586609,4.3931055,419840,513,15.86825,0.0022288,0.024169922,841.21702003479,-0.003229952,796.58586766,1151.32
421888,206,0.8566404730081558,4.394144,421888,532,6.553254,0.002169487,0.021435548,845.2063250541687,-0.0019703212,797.7021180799999,1152.77
423936,207,0.9457776211202145,4.4006143,423936,488,9.376548,0.004493004,0.050878905,849.0525276660919,-0.0062807514,807.6667686799999,1168.25
425984,208,0.7101322114467621,4.403286,425984,508,33.128326,0.0012088608,0.0109375,853.2435302734375,-0.0033060387,828.61203914,1191.88
428032,209,0.9491978511214256,4.404138,428032,514,9.477888,0.002101962,0.020507812,857.2710649967194,-0.005443241,831.8949544299999,1196.0
430080,210,0.9510580711066723,4.3953166,430080,457,8.689867,0.005296913,0.06586914,861.2511763572693,-0.007824464,837.02075996,1201.8
432128,211,0.8849123567342758,4.383559,432128,491,29.472408,0.0016810091,0.014990235,865.7304513454437,-0.0026833299,841.53411747,1201.28
434176,212,0.880823440849781,4.3785644,434176,496,19.395782,0.0027330548,0.02709961,869.9002249240875,-0.0023219637,857.0720251999999,1217.57
436224,213,0.8995433822274208,4.3707533,436224,507,25.918255,0.001346033,0.010839844,874.0298566818237,-0.0013503857,874.1533937399997,1235.95
438272,214,0.8735030442476273,4.3658357,438272,495,19.076118,0.0033089682,0.038330078,878.0625829696655,-0.002075535,888.50309562,1250.22
440320,215,0.8795944228768349,4.3581343,440320,485,34.642647,0.0042137736,0.046191406,882.1984732151031,-0.005547666,882.2318895399999,1238.78
442368,216,0.804941400885582,4.3509502,442368,509,20.772232,0.0013861296,0.011279297,886.4214134216309,-0.0029839887,893.48411574,1254.27
444416,217,0.8796217739582062,4.349506,444416,471,19.844168,0.0044985875,0.052441407,890.4397523403168,-0.0022459195,894.1985005099999,1254.27
446464,218,0.710725337266922,4.3550572,446464,505,12.949185,0.0029707993,0.031152343,894.7815799713135,-0.0034572934,903.1269782500001,1268.54
448512,219,0.888474591076374,4.3479567,448512,447,19.436413,0.0038278818,0.041064452,898.8314836025238,-0.0039012749,918.85577572,1284.16
450560,220,0.8807207122445107,4.3332295,450560,476,20.391235,0.0037537378,0.041064452,903.4078767299652,-0.001594031,919.10582329,1284.16
452608,221,0.8853159472346306,4.33987,452608,477,19.927221,0.0021039122,0.025976563,907.7025270462036,-0.0017029889,919.2423276,1284.16
454656,222,0.9309649541974068,4.3497767,454656,518,4.621394,0.0026269665,0.028808594,911.9956092834473,-0.0042979447,918.10324019,1282.47
456704,223,0.6594074368476868,4.352718,456704,486,13.027743,0.0018375872,0.016210938,915.9452571868896,-0.00078539253,918.0842513399999,1282.47
458752,224,0.939724650233984,4.3475914,458752,494,15.642912,0.0030804428,0.032128908,920.1575613021851,-0.004658533,902.6641622700001,1266.77
460800,225,0.8842163309454918,4.3434796,460800,492,29.988684,0.0022598768,0.021777343,924.302015542984,-0.0036594917,914.4730207599999,1275.82
462848,226,0.956293486058712,4.345848,462848,490,11.3581,0.0026400574,0.029052734,928.4590699672699,-0.0037734222,897.7384949499999,1257.34
464896,227,0.7578420490026474,4.3487177,464896,489,22.019903,0.0029098564,0.0296875,932.6391513347626,-0.0047708196,903.9342979199998,1257.34
466944,228,0.9383806735277176,4.350999,466944,468,11.798487,0.0037594966,0.038085938,936.8263127803802,-0.0070368215,903.9511429999999,1257.34
468992,229,0.759419247508049,4.3649516,468992,509,43.116783,0.0019428966,0.021923829,941.1960926055908,-0.0029625755,878.8489042399998,1226.45
471040,230,0.7299763560295105,4.3685102,471040,539,25.694828,0.00093736575,0.0067382813,945.2161109447479,-0.002374983,834.97442163,1164.9
473088,231,0.8840972483158112,4.3674035,473088,493,21.073263,0.004876301,0.06196289,949.0104966163635,-0.0060098236,839.1533736199999,1164.9
475136,232,0.882023423910141,4.371974,475136,491,20.103807,0.0035419553,0.03725586,953.1648247241974,-0.0024560739,840.4571296199999,1164.9
477184,233,0.758041188120842,4.37354,477184,519,22.128653,0.0012492256,0.010986328,957.3304011821747,-0.0025810618,827.46731688,1150.46
479232,234,0.9163720160722733,4.381498,479232,518,8.195368,0.0017971272,0.019921875,961.2748773097992,-0.0065149055,812.9227585899998,1133.69
481280,235,0.7782907485961914,4.3880463,481280,493,19.975492,0.001856946,0.017871093,965.2260553836823,0.00028524402,792.8920776699998,1117.17
483328,236,0.9638811014592648,4.390609,483328,492,10.7318735,0.0014745862,0.012011719,969.3793976306915,-0.0049194256,763.50859777,1085.99
485376,237,0.8851668760180473,4.390397,485376,462,19.836697,0.0037312447,0.041552734,973.5373520851135,-0.0025917643,770.40617364,1087.78
487424,238,0.8829996585845947,4.392056,487424,478,19.716404,0.0035281144,0.045654297,977.9638702869415,-0.0028037354,770.9694656999999,1087.78
489472,239,0.9025649502873421,4.4050636,489472,502,29.615936,0.0016749406,0.013964844,982.2441709041595,-0.004463297,765.0133374999999,1077.96
491520,240,0.9726433549076319,4.405722,491520,512,5.5051947,0.0029939397,0.030126953,986.3186964988708,-0.005659212,765.2346476399999,1078.39
493568,241,0.9103957861661911,4.4054074,493568,491,25.15148,0.0039336886,0.044189453,990.3140089511871,-0.004599257,779.0297059500001,1092.72
495616,242,0.8912569507956505,4.4022284,495616,492,20.228178,0.0038778302,0.04082031,994.4811091423035,-0.0022322815,793.32434833,1107.21
497664,243,0.884739063680172,4.3876915,497664,503,21.694317,0.0030216114,0.031982422,998.6422410011292,-0.002262598,808.4044412599999,1122.68
499712,244,0.9392626546323299,4.3895087,499712,507,10.099572,0.0017285399,0.017773438,1002.7131536006927,-0.0034796633,819.04138762,1138.3
501760,245,0.8926511704921722,4.387991,501760,487,20.478603,0.004637418,0.05620117,1006.7490079402924,-0.0020775762,836.3934296999998,1157.09
503808,246,0.8851589262485504,4.3808756,503808,466,19.957363,0.005352745,0.06928711,1010.9488422870636,-0.002955239,836.3732298699998,1157.09
505856,247,0.893892414867878,4.378214,505856,479,20.694706,0.0037848596,0.042871095,1015.3369696140289,-0.003216553,851.5831175799998,1172.24
507904,248,0.9056417569518089,4.3771977,507904,505,26.957499,0.0011250401,0.009228515,1019.605880022049,-0.0014502322,850.36970816,1171.49
509952,249,0.9620118141174316,4.3757377,509952,490,7.5809298,0.002850214,0.025195312,1023.6600484848022,-0.0025519212,849.3057343100002,1170.06
512000,250,0.9073644727468491,4.3659506,512000,489,25.228186,0.0020482342,0.02060547,1027.8384516239166,-0.0031518308,864.5962630100001,1185.47
514048,251,0.887940064072609,4.3688827,514048,470,20.081236,0.0055128513,0.06982422,1032.021476984024,-0.0025255587,880.16228344,1201.05
516096,252,0.8867565169930458,4.368548,516096,459,19.897076,0.0034615926,0.040136717,1036.3765008449554,-0.0015992345,894.9955961100001,1215.7
518144,253,0.8791304752230644,4.3725595,518144,500,32.460686,0.0031277654,0.035253905,1040.8319835662842,-0.0063160486,913.36270682,1236.59
520192,254,0.9619025811553001,4.3815136,520192,500,7.373973,0.002963469,0.031445313,1044.9214849472046,-0.0041312333,921.8775710799999,1245.69
522240,255,0.9157123938202858,4.375696,522240,486,25.99741,0.0024493926,0.022753906,1049.0115036964417,-0.0014067285,935.85975528,1259.77
524288,256,0.8939497396349907,4.3733926,524288,509,16.318329,0.0025742669,0.025585938,1053.222249507904,-0.0044644615,922.0338061500001,1246.89
526336,257,0.9116592556238174,4.380932,526336,492,25.234842,0.0040058168,0.047851562,1057.2414000034332,-0.0055167056,936.4595383200001,1262.81
528384,258,0.9777527395635843,4.395338,528384,493,5.105808,0.0020155115,0.01640625,1061.400352716446,-0.0027042928,922.0091758499999,1248.46
530432,259,0.8345753699541092,4.397107,530432,510,32.57923,0.0012580503,0.009912109,1065.5539855957031,-0.0020797593,920.8113392399999,1249.13
532480,260,0.9205521941184998,4.3999033,532480,483,23.406086,0.0024922977,0.027490234,1069.5701704025269,-0.0017738767,918.1980773500001,1247.62
534528,261,0.9427121058106422,4.403189,534528,531,10.823492,0.0009112428,0.007910157,1073.802500486374,-0.003281309,901.96234685,1231.3
536576,262,0.9705013949424028,4.3975067,536576,517,5.5991917,0.0039612832,0.04584961,1077.6586420536041,-0.005888418,911.1891911500002,1242.2
538624,263,0.8975104689598083,4.402674,538624,497,20.46152,0.006538248,0.08544922,1081.6200897693634,-0.00534557,910.31302235,1242.2
540672,264,0.8523526638746262,4.4056296,540672,506,21.391811,0.0019657358,0.021240234,1085.7340157032013,-0.0033032405,911.1173029700002,1244.11
542720,265,0.7633351236581802,4.4055457,542720,534,20.800955,0.0007997138,0.007519531,1089.781037569046,-0.0009893996,908.5942492199999,1246.92
544768,266,0.7639418244361877,4.4053087,544768,514,10.420305,0.003496522,0.04296875,1093.6110579967499,-0.0034748216,908.9867653299999,1246.92
546816,267,0.8631327003240585,4.4074187,546816,524,10.247172,0.003016433,0.035986327,1097.5912635326385,-0.002184692,918.9300693800001,1262.11
548864,268,0.8797286450862885,4.4015045,548864,492,27.27721,0.0032144855,0.03725586,1101.4949429035187,-0.0023638015,910.31451127,1248.22
550912,269,0.8872758150100708,4.399156,550912,490,20.21416,0.0026710937,0.026513672,1105.6561150550842,0.0002625683,920.07599367,1256.24
552960,270,0.949465911835432,4.4000063,552960,514,12.3341875,0.0030518556,0.035742186,1109.8292384147644,-0.007425076,920.3347751400001,1256.62
555008,271,0.9124716147780418,4.3999147,555008,497,25.62741,0.004160323,0.048583984,1113.8066937923431,-0.005327924,928.55059291,1263.84
557056,272,0.5857327580451965,4.4035797,557056,501,13.299688,0.002590181,0.027832031,1117.9216840267181,-0.0028118829,923.3676061299999,1263.84
559104,273,0.8849932178854942,4.400603,559104,493,20.008945,0.0044914605,0.055761717,1122.0079171657562,-0.002367591,938.9515808799999,1279.96
561152,274,0.8584225028753281,4.3971696,561152,539,15.077787,0.000979259,0.0065429686,1126.1573622226715,-0.0013408173,918.03446663,1262.58
563200,275,0.9062936082482338,4.4064565,563200,541,19.20694,0.0038254648,0.03779297,1129.9572949409485,-0.007005329,886.70600386,1229.86
565248,276,0.9266253635287285,4.4149156,565248,494,23.154911,0.0032749537,0.03413086,1133.7410998344421,-0.0042260117,902.0689732200001,1246.55
567296,277,0.6933892965316772,4.413116,567296,533,13.745542,0.0035879225,0.039013673,1137.8853361606598,-0.0037841997,900.92065734,1246.55
569344,278,0.684029221534729,4.406839,569344,507,12.280001,0.0035443876,0.040771484,1141.7221581935883,-0.0044751572,895.4767837900002,1246.55
571392,279,0.7372219860553741,4.4009676,571392,526,11.912645,0.004536149,0.055761717,1145.7545249462128,-0.006124289,895.79119575,1246.55
573440,280,0.9554713256657124,4.404521,573440,493,7.9464464,0.005496686,0.06225586,1149.647800207138,-0.00821267,894.7126473400001,1246.55
575488,281,0.9379491172730923,4.420306,575488,508,13.842769,0.0024645133,0.020166015,1153.7958674430847,-0.0048831287,865.98947996,1219.16
577536,282,0.9382255002856255,4.4275436,577536,474,15.335736,0.0020149974,0.01850586,1157.8275003433228,-0.0034750928,870.0560853899999,1218.03
579584,283,0.8203912526369095,4.4239883,579584,494,8.09829,0.00310286,0.03769531,1162.143348455429,-0.006826053,862.19540915,1204.78
581632,284,0.78750179708004,4.416764,581632,529,9.463984,0.0046448437,0.058251955,1166.2890117168427,-0.00449521,872.4763141,1220.48
583680,285,0.7828621566295624,4.4163294,583680,529,16.22968,0.0031693864,0.035058595,1170.1558787822723,-0.0018772499,865.6635485200001,1219.45
585728,286,0.9483931288123131,4.40938,585728,487,8.596903,0.0043361755,0.045166016,1174.0268306732178,-0.0059722345,875.9904481500001,1235.17
587776,287,0.9015524536371231,4.4091434,587776,505,24.514072,0.0046262434,0.055859376,1178.2242290973663,-0.004855277,876.09264695,1237.64
589824,288,0.9039847254753113,4.4150276,589824,514,16.60055,0.0041393396,0.049560547,1182.2794919013977,-0.0050757406,879.5931134699999,1237.64
591872,289,0.8918159753084183,4.4136066,591872,491,20.414772,0.0019033859,0.014550781,1186.2570338249207,-0.0024053925,879.59064009,1237.64
593920,290,0.7489679455757141,4.406214,593920,516,9.561142,0.003069269,0.03378906,1190.4274125099182,-0.0035787802,883.9324093399998,1243.85
595968,291,0.8383696526288986,4.410304,595968,532,20.31224,0.0013277218,0.012988281,1194.3892374038696,-0.0034292135,892.9418872599999,1258.02
598016,292,0.9046622291207314,4.423726,598016,493,19.08372,0.005916014,0.067919925,1198.2343399524689,-0.0032938372,906.9325995999998,1273.51
600064,293,0.718466728925705,4.4370685,600064,524,15.748502,0.006402432,0.06757812,1202.3831231594086,-0.006673386,916.7933211799999,1289.16
602112,294,0.7554705440998077,4.4478884,602112,515,11.081999,0.0028084754,0.034765624,1206.2879753112793,-0.001439645,912.9357368699999,1289.16
604160,295,0.8935961574316025,4.4609494,604160,529,4.7151995,0.003980045,0.04633789,1210.262330532074,-0.0066930084,897.1808863499999,1273.53
606208,296,0.9235170036554337,4.4719634,606208,511,16.896534,0.0022786339,0.025683593,1214.1274852752686,-0.0038061321,907.3886095,1288.77
608256,297,0.8870012313127518,4.469371,608256,469,24.761097,0.0025201757,0.028564453,1218.1288666725159,-0.0026157491,920.51858022,1302.34
610304,298,0.8842382952570915,4.4691668,610304,506,20.686657,0.0035758247,0.042236328,1222.489976644516,-0.0047276737,933.29497156,1319.15
612352,299,0.8981303349137306,4.4499235,612352,493,18.995035,0.004426384,0.046044923,1226.5356421470642,-0.0044034095,948.1796593600001,1334.54
614400,300,0.8824743777513504,4.4199286,614400,491,20.010303,0.003503109,0.03378906,1230.682237625122,-0.0044941665,953.0632288599998,1334.54
616448,301,0.8811807483434677,4.3928847,616448,478,19.968115,0.0039165146,0.040722657,1234.8531737327576,-0.0028160021,968.4226759400001,1349.95
618496,302,0.9098597690463066,4.3818607,618496,511,24.488113,0.003677981,0.043603517,1239.1367933750153,-0.0051115793,984.5040541800001,1366.31
620544,303,0.9533844292163849,4.390681,620544,515,12.783133,0.0017092719,0.013476563,1243.141080379486,-0.000786731,969.84106325,1352.08
622592,304,0.8935964405536652,4.3932924,622592,504,24.896582,0.0025044305,0.027636718,1247.1115317344666,-0.002753368,953.93251294,1336.56
624640,305,0.8422930240631104,4.3951035,624640,525,14.503649,0.005336088,0.062597655,1251.1692674160004,-0.0055410005,963.3067567899999,1350.54
626688,306,0.7349573373794556,4.3936186,626688,532,16.073483,0.003798049,0.039160155,1255.0635385513306,-0.0066610673,973.0774251199999,1364.75
628736,307,0.8824812322854996,4.394905,628736,489,19.832024,0.0058233226,0.06782226,1258.9127094745636,-0.0027364122,973.6439381199999,1364.75
630784,308,0.9610854722559452,4.389361,630784,505,7.4112763,0.0024477777,0.02319336,1263.1002955436707,-0.0055341274,977.5199054599999,1369.48
632832,309,0.8828674182295799,4.379966,632832,493,19.876019,0.0049162093,0.063085936,1267.1504182815552,-0.0029714578,977.87853074,1369.48
634880,310,0.9051922857761383,4.377124,634880,484,27.579227,0.004847409,0.05307617,1271.3042178153992,-0.006088526,952.64683895,1339.5
636928,311,0.78229820728302,4.381841,636928,508,10.766142,0.0035520252,0.040966798,1275.533775806427,-0.002914907,948.0691765700001,1339.5
638976,312,0.8870209753513336,4.3864703,638976,473,19.899494,0.0050572054,0.06318359,1279.5596396923065,-0.002877812,948.0571127400002,1339.5
641024,313,0.8844265788793564,4.3847227,641024,460,20.006998,0.003819891,0.044140626,1283.8851075172424,-0.002992039,948.5052572600002,1339.5
643072,314,0.8944012299180031,4.375175,643072,479,19.858198,0.0033331327,0.037353516,1288.3284742832184,-0.002533712,964.1969545900002,1354.96
645120,315,0.8865262791514397,4.371383,645120,476,20.002003,0.002442942,0.02578125,1292.6029169559479,-0.0017763202,978.8553584700002,1369.15
647168,316,0.8817836120724678,4.3693995,647168,480,19.952862,0.006251847,0.07792969,1296.9019603729248,-0.0072266287,979.0876860900003,1369.15
649216,317,0.8726648241281509,4.364106,649216,479,19.835924,0.00498624,0.059814453,1301.1648437976837,-0.006326206,993.7138514600001,1383.12
651264,318,0.9121865779161453,4.3585267,651264,490,16.670872,0.0033295758,0.03955078,1305.4321777820587,-0.0044579236,970.8267960500001,1362.11
653312,319,0.975805751979351,4.361516,653312,509,7.101902,0.0026849413,0.028564453,1309.6069030761719,-0.00413471,954.94562715,1345.04
655360,320,0.8643340617418289,4.371902,655360,499,29.951797,0.0027952525,0.029443359,1313.6277797222137,-0.0031692467,960.1799526,1348.7
657408,321,0.9504062496125698,4.3834286,657408,477,9.980104,0.0031385429,0.034863282,1317.7283961772919,-0.0024531595,951.0435059,1342.74
659456,322,0.8814248070120811,4.3931704,659456,491,19.813177,0.005447431,0.06508789,1322.0162816047668,-0.0060549723,968.2628291400001,1360.38
661504,323,0.8776591643691063,4.3875175,661504,493,21.35999,0.0034441028,0.034814455,1326.1862888336182,-0.0038869816,982.7055718400001,1374.47
663552,324,0.9477170966565609,4.383313,663552,472,10.625355,0.005831417,0.06352539,1330.335102558136,-0.00816498,995.84995206,1390.0
665600,325,0.9563421756029129,4.3939567,665600,484,8.598974,0.003705585,0.041552734,1334.6666052341461,-0.003946922,1009.6860017899999,1405.63
667648,326,0.8684124797582626,4.403837,667648,467,20.095707,0.00344255,0.037109375,1338.8974449634552,-0.003435772,1010.7293607899999,1405.63
669696,327,0.8899906203150749,4.4044304,669696,490,27.947617,0.0041350992,0.043066405,1343.2810683250427,-0.0056591704,1033.2484989299999,1427.92
671744,328,0.9648355916142464,4.4059205,671744,493,6.8751016,0.0019165564,0.018115234,1347.4575779438019,-0.0008431497,1019.3226107699999,1413.03
673792,329,0.8863412588834763,4.3981743,673792,477,19.911882,0.0028081022,0.03173828,1351.6070048809052,-0.0032314057,1033.4204126100003,1426.72
675840,330,0.7643806040287018,4.398319,675840,484,23.03229,0.003812318,0.04902344,1355.8944129943848,-0.004788974,1049.15118128,1442.38
677888,331,0.9202157258987427,4.4063377,677888,482,19.264433,0.0025054258,0.029248048,1360.125756263733,-0.0031855344,1044.95180168,1442.89
679936,332,0.9049831107258797,4.4114876,679936,487,23.57565,0.0027448544,0.029150391,1364.3702902793884,-0.0035514203,1060.3727644800001,1457.4
681984,333,0.8645498752593994,4.4210734,681984,494,13.86809,0.003959192,0.046142578,1368.5731582641602,-0.0024249917,1060.68997693,1461.64
684032,334,0.8647049367427826,4.419439,684032,481,20.190624,0.003075891,0.033154298,1372.719232082367,-0.0037549417,1061.4860965100002,1461.64
686080,335,0.8714283108711243,4.42714,686080,474,19.294514,0.0046419958,0.056005858,1376.9733040332794,-0.0046465634,1063.11519434,1461.64
688128,336,0.8897952139377594,4.4411993,688128,480,19.157635,0.0034949589,0.037109375,1381.2853801250458,-0.0036576702,1068.66491457,1461.64
690176,337,0.9223056510090828,4.437251,690176,513,12.502649,0.0036676202,0.039453126,1385.5485036373138,-0.004846535,1070.75751764,1464.53
692224,338,0.8964302316308022,4.426233,692224,497,24.545708,0.002030972,0.01665039,1389.5375483036041,-0.003982266,1066.0833668,1450.26
694272,339,0.8771004527807236,4.416119,694272,473,19.916275,0.0029686985,0.029785156,1393.6506338119507,-0.0025719716,1066.37280537,1450.26
696320,340,0.8692822307348251,4.403022,696320,471,20.014166,0.0013652442,0.009814453,1397.9793846607208,-0.00045890533,1080.42716989,1464.15
698368,341,0.864818885922432,4.40123,698368,479,19.8027,0.0027547854,0.02626953,1402.3234558105469,-0.00043947372,1081.72309715,1464.15
700416,342,0.9081438928842545,4.3961897,700416,491,23.57053,0.0022863066,0.021533202,1406.5906665325165,-0.0044941986,1100.51736045,1482.47
702464,343,0.962033499032259,4.3999934,702464,511,10.354056,0.003919472,0.034375,1410.7578065395355,-0.0044647125,1084.9871908300001,1466.78
704512,344,0.9101910144090652,4.419761,704512,501,23.475803,0.0028796133,0.032421876,1414.7644879817963,-0.0030874233,1075.68767754,1451.35
706560,345,0.918792150914669,4.4427323,706560,494,22.177578,0.0030154823,0.032958984,1418.849895477295,-0.0055254814,1082.9601791,1455.01
708608,346,0.8767292127013206,4.447555,708608,468,19.650719,0.0041717268,0.050341796,1422.992538690567,-0.0026089835,1098.14206331,1470.02
710656,347,0.8713688999414444,4.441848,710656,464,20.022564,0.0018326873,0.016992187,1427.3680050373077,-0.0018384295,1114.96135953,1487.75
712704,348,0.6741300523281097,4.4477587,712704,492,12.31843,0.004784805,0.059375,1431.774010181427,-0.0052890936,1124.60059001,1502.95
714752,349,0.8794248774647713,4.452544,714752,488,20.807665,0.004713264,0.05595703,1435.9288804531097,-0.0041918764,1124.78871385,1502.95
716800,350,0.6525778472423553,4.4533954,716800,497,15.680374,0.0040293657,0.050683595,1440.1260967254639,-0.0054033916,1134.5023921300003,1517.71
718848,351,0.5494828522205353,4.449641,718848,512,23.512127,0.0026201096,0.029003907,1444.2426257133484,-0.00361641,1135.0197056000002,1517.71
720896,352,0.8808701857924461,4.4619055,720896,486,19.460135,0.0031640076,0.035595704,1448.236432313919,-0.00380719,1140.1500187400002,1517.71
722944,353,0.9614983648061752,4.4756885,722944,499,8.128139,0.0021294102,0.01826172,1452.4499406814575,-0.004059776,1131.1855976900001,1503.98
724992,354,0.8835240378975868,4.4710097,724992,452,20.03316,0.002246439,0.021484375,1456.5527102947235,-0.0016189821,1131.9601010800002,1503.98
727040,355,0.876202717423439,4.467925,727040,482,19.547092,0.0053006606,0.062841795,1461.0834457874298,-0.0034597232,1145.75533706,1517.77
729088,356,0.8748457878828049,4.4724107,729088,495,28.595722,0.0057987943,0.06035156,1465.3247201442719,-0.0066464944,1151.24354502,1521.68
731136,357,0.6558963656425476,4.4745665,731136,453,11.180596,0.0027842761,0.028955078,1469.457149028778,-0.0034597095,1151.38623915,1521.71
733184,358,0.8283074200153351,4.4761167,733184,501,8.407516,0.0042740665,0.046142578,1473.9704685211182,-0.0049438914,1158.89794502,1534.96
735232,359,0.8019051551818848,4.476931,735232,548,23.372227,0.0018591542,0.018554688,1478.0520901679993,-0.0040062973,1150.4879548200001,1521.04
737280,360,0.8621416091918945,4.487996,737280,503,12.099755,0.005341252,0.06621094,1481.787181377411,-0.003612483,1150.0921531600004,1521.04
739328,361,0.7472712993621826,4.4996657,739328,545,26.127941,0.001898031,0.018359374,1485.8525297641754,-0.003979712,1110.70432081,1479.12
741376,362,0.77642522752285,4.50109,741376,507,10.241386,0.0037293055,0.04194336,1489.605994462967,-0.0054958304,1116.77481547,1489.31
743424,363,0.9420314207673073,4.5052533,743424,490,15.41406,0.003940112,0.046777345,1493.6424791812897,-0.006299483,1119.05360752,1486.01
745472,364,0.9216206297278404,4.5201945,745472,537,10.408397,0.002106161,0.020263672,1497.8200438022614,-0.004399172,1109.2791291,1476.22
747520,365,0.90707016736269,4.523013,747520,499,10.19304,0.0031531644,0.038720705,1501.6333310604095,-0.0031652034,1109.19957579,1476.22
749568,366,0.8876104354858398,4.5321417,749568,484,19.425226,0.0048363,0.054492187,1505.7365012168884,-0.0037391041,1124.5134702900002,1491.39
751616,367,0.7237868309020996,4.5514975,751616,509,21.909649,0.007545951,0.06923828,1509.9631779193878,-0.007470107,1125.21315272,1492.61
753664,368,0.9260263741016388,4.5588613,753664,534,10.222038,0.0025235324,0.025341798,1513.980315208435,-0.004655478,1102.1270727799997,1464.22
755712,369,0.8606714308261871,4.550442,755712,507,16.846432,0.0020211048,0.020361328,1517.8143284320831,-0.005662,1076.6299541499998,1436.04
757760,370,0.6369745433330536,4.553914,757760,515,27.202839,0.0023037777,0.024902344,1521.8499665260315,-0.005994387,1033.26758571,1393.76
759808,371,0.9552837423980236,4.5591173,759808,513,12.451166,0.001593279,0.016162109,1525.820055961609,-0.0034718434,1024.69859335,1385.06
761856,372,0.7379229664802551,4.5651274,761856,529,20.71296,0.0016368397,0.011523438,1529.811865568161,-0.002435398,1017.5565110199999,1375.13
763904,373,0.8002172410488129,4.557248,763904,541,16.328068,0.0019580866,0.017822266,1533.677270412445,-0.0027619966,989.7784137999998,1343.01
765952,374,0.8206100314855576,4.548089,765952,537,16.834948,0.0023091794,0.022802735,1537.460471868515,-0.0034015644,963.31664247,1319.32
768000,375,0.9380314722657204,4.523543,768000,485,10.511287,0.0053756107,0.05673828,1541.2705636024475,-0.007620532,977.88691964,1333.92
770048,376,0.9001327455043793,4.5129523,770048,532,9.741065,0.002246797,0.02216797,1545.488363981247,-0.0036503994,953.9544465399999,1305.64
772096,377,0.7458569705486298,4.5216856,772096,511,9.006968,0.005940166,0.06958008,1549.3336913585663,-0.004299454,948.7244376799998,1305.64
774144,378,0.7704393863677979,4.5326095,774144,515,15.783907,0.004066323,0.048779298,1553.3378903865814,-0.0037523531,928.23288708,1291.04
776192,379,0.6985502541065216,4.54498,776192,529,18.515823,0.0021193854,0.020751953,1557.3118040561676,-0.0054162215,897.4510802800002,1261.75
778240,380,0.9738417863845825,4.5489626,778240,479,4.846099,0.003937504,0.04423828,1561.1780259609222,-0.006167107,895.2042435999999,1260.05
780288,381,0.8559296727180481,4.550975,780288,531,14.212797,0.0036759835,0.03388672,1565.4493553638458,-0.006978861,888.6567688700002,1256.05
782336,382,0.8501526266336441,4.5620146,782336,524,12.654008,0.0033024638,0.03725586,1569.3006098270416,-0.0058633923,869.8550810600001,1236.15
784384,383,0.8606283068656921,4.569454,784384,500,17.061583,0.0033043206,0.039990235,1573.205108165741,-0.0038422917,864.9218707600002,1236.15
786432,384,0.8787313923239708,4.570822,786432,481,18.512478,0.005461523,0.06621094,1577.2982397079468,-0.00068882277,867.5928836200001,1236.15
788480,385,0.897806853055954,4.578824,788480,485,18.8689,0.0027173555,0.032714844,1581.554815530777,-0.002094079,869.6864096,1236.15
790528,386,0.8134573101997375,4.5801544,790528,512,16.989714,0.004369422,0.046240233,1585.7774465084076,-0.005428844,850.08252815,1222.98
792576,387,0.7879894226789474,4.582033,792576,520,8.554918,0.004009941,0.05131836,1589.774338722229,-0.00289938,853.08724833,1230.48
794624,388,0.703856885433197,4.58438,794624,500,10.928768,0.0059223236,0.05986328,1593.7098772525787,-0.0056847045,862.2980054299999,1245.37
796672,389,0.9596920795738697,4.5888534,796672,520,5.8231134,0.0015311004,0.014013672,1597.804076910019,-0.004865197,853.8954283199997,1238.28
