value_loss,approxkl,explained_variance,serial_timesteps,time_elapsed,fps,total_timesteps,n_updates,policy_loss,clipfrac,policy_entropy,ep_reward_mean,ep_len_mean
5.4885015,0.005473351,0.9250475838780403,147456,307.9025135040283,478,147456,72,-0.0059095016,0.047851562,3.0583146,427.56810535000005,763.11
13.9219,0.0049690274,0.7561306655406952,149504,312.18371963500977,477,149504,73,-0.0067372927,0.05605469,3.0753536,439.6031459,780.28
11.185943,0.0062715746,0.7976140081882477,151552,316.4730441570282,477,151552,74,-0.006112431,0.07905273,3.0930789,452.0651380500001,797.3
10.951565,0.00404159,0.8052815943956375,153600,320.7669851779938,468,153600,75,-0.0029150774,0.047167968,3.1003454,454.10472103,801.66
9.717233,0.0034294557,0.8000861555337906,155648,325.1445164680481,476,155648,76,-0.004568629,0.0375,3.0981288,466.27251005,818.87
11.67918,0.005466842,0.7382122278213501,157696,329.44488763809204,487,157696,77,-0.0065772184,0.06899414,3.0958738,476.9826843,833.9
11.8464575,0.0037633155,0.7236460745334625,159744,333.64382100105286,467,159744,78,-0.0030616056,0.042382814,3.0947165,477.74131793,835.37
18.861853,0.003229333,0.771462932229042,161792,338.02339911460876,475,161792,79,-0.0023836414,0.03413086,3.0977652,480.60329264999996,838.34
9.4429455,0.004070093,0.7611979991197586,163840,342.33413338661194,463,163840,80,-0.003306097,0.046826173,3.100938,492.01277756,855.61
9.572075,0.002330429,0.8138560801744461,165888,346.74992966651917,480,165888,81,-0.0016540636,0.022216797,3.09598,491.63779081,855.61
