#{"t_start": 1747242737.5063326, "env_id": null}
r,l,t
212.485735,1111,2.966851
47.471467,277,3.662109
74.177036,462,4.622512
50.544533,300,5.991206
223.506852,1254,8.274937
50.253045,250,8.690367
58.697612,325,9.344096
110.775009,568,10.793677
93.816623,449,11.604197
61.38333,353,12.294816
53.017782,292,12.811155
37.483983,226,13.243667
62.511671,351,14.262354
30.967675,160,14.551894
44.833661,251,15.079247
37.828213,218,15.606353
49.646217,273,16.123278
74.266285,415,17.016783
37.226788,204,17.438587
58.969219,318,18.083641
60.678866,338,19.11695
55.556254,324,19.661823
32.047497,183,20.014745
30.865715,176,20.37962
49.164013,298,20.969061
63.949531,380,21.799568
40.856034,226,22.261439
40.808644,233,22.689813
50.071685,270,23.506789
68.670363,374,24.184452
41.413182,235,24.608936
70.832951,450,25.467512
42.391671,239,25.995983
54.773944,304,26.608552
106.762731,737,28.477818
56.876345,328,29.107725
94.206747,592,30.259202
66.432303,412,31.138845
79.230961,514,32.398375
80.153617,486,33.212255
46.57367,289,33.760283
102.777203,639,35.028986
313.443739,2049,39.250231
89.208467,542,40.724925
170.301318,1001,42.582464
73.594927,412,43.389967
326.68556,2049,47.583666
98.685608,606,49.068063
49.08127,270,49.626796
193.332304,1143,51.772895
339.756273,2049,55.485766
112.806611,601,56.819029
109.792693,591,57.866804
72.771221,429,58.632895
123.903804,777,59.931853
328.557112,2049,63.634991
376.085102,2049,67.321714
377.163063,2049,71.016372
357.702008,2049,74.786532
66.414349,362,75.704389
116.496513,605,76.784069
112.251642,589,77.836655
89.11629,451,78.631796
116.820152,613,79.965359
266.979782,1522,82.509616
354.505765,2049,86.165159
154.110346,837,87.98313
333.534195,1935,91.532237
190.466074,1033,93.346323
396.692394,2049,96.98302
376.045591,2049,100.722274
362.575477,2049,104.377165
403.695641,2049,107.991203
387.619726,2049,111.731318
457.980935,2049,115.319371
408.03261,2049,118.976359
422.919197,2049,122.53306
427.880241,2049,126.539323
428.324954,2049,130.286662
474.927537,2049,133.955541
437.469314,2049,137.670959
432.611692,2049,141.268814
423.571169,2049,144.890362
449.777081,2049,148.515066
455.386322,2049,152.124245
462.344786,2049,155.79635
448.7868,2049,159.501568
456.645116,2049,163.048551
461.145254,2049,166.708626
458.741831,2049,170.404231
458.923622,2049,173.988446
458.779525,2049,177.657336
494.580773,2049,181.321874
489.898095,2049,185.16921
502.812987,2049,188.808777
530.652713,2049,192.496171
507.040687,2049,196.162976
493.008363,2049,199.770637
495.944164,2049,203.344395
502.5176,2049,206.872914
521.270621,2049,210.504455
518.276687,2049,214.028561
512.504698,2049,217.687304
516.896209,2049,221.388813
490.961022,2049,224.920817
475.717998,2049,228.444313
456.983791,2049,232.016798
465.350299,2049,235.582431
483.198041,2049,239.175686
496.871564,2049,242.97831
505.837846,2049,246.926296
501.965964,2049,250.505565
508.923249,2049,254.317017
494.344227,2049,258.078134
523.162729,2049,261.691895
521.459843,2049,265.281374
528.033945,2049,268.811142
553.923076,2049,272.360147
535.080271,2049,276.080574
542.379661,2049,279.662788
538.797174,2049,283.282631
572.25466,2049,286.970539
517.16259,2049,290.556461
552.006425,2049,294.078474
517.504231,2049,297.690944
513.554535,2049,301.312214
554.274209,2049,305.074163
557.171466,2049,308.881623
548.459455,2049,312.403688
566.053982,2049,316.09936
585.341155,2049,319.74349
552.756851,2049,323.370905
593.310334,2049,327.117968
572.37281,2049,330.728153
594.898991,2049,334.37423
569.265795,2049,338.003292
630.864011,2049,341.731406
636.492757,2049,345.497996
616.440328,2049,349.145436
690.155603,2049,352.886878
686.134956,2049,356.709752
656.091588,2049,360.503506
706.06838,2049,364.294854
661.074838,2049,368.080958
689.982402,2049,371.826804
619.118372,2049,375.606666
699.923259,2049,379.445832
706.735063,2049,383.186935
713.415376,2049,386.901483
732.34344,2049,390.653252
815.78242,2049,394.4969
887.240799,2049,398.331228
866.293705,2049,402.019027
648.296676,1630,405.110548
826.678952,2049,408.850536
910.48316,2049,412.586032
661.122251,1646,415.815827
876.213598,2049,419.653553
734.477052,1545,422.349425
870.084109,2049,426.250191
969.026084,2049,430.002465
727.362572,1568,432.880095
926.371166,2049,436.73727
555.192724,1214,438.731023
1009.571552,2049,442.413623
503.083917,1051,444.50089
440.591642,1069,446.261621
1003.600949,2049,449.874897
631.977869,1353,452.43723
602.476752,1257,454.420128
966.874028,2049,458.049342
475.803808,1124,460.297196
815.889039,1685,463.505971
589.302693,1271,465.54931
1045.159601,2049,469.115543
1042.615367,2049,472.605291
1015.313507,2049,476.289862
999.161583,2049,480.150882
354.307976,829,481.743999
1031.638842,2049,485.619145
501.102443,1061,487.570292
266.646406,604,488.820066
338.855196,724,490.018482
610.858601,1212,492.30643
321.87595,697,493.363528
598.543405,1242,495.753123
285.705141,656,496.800011
577.771462,1218,498.80382
222.810041,548,500.062626
354.845644,781,501.31209
295.773716,721,502.458767
1039.030648,2049,506.199112
771.937801,1554,509.043202
215.216829,496,509.816283
580.557221,1188,512.071768
576.091752,1181,514.218803
293.140347,632,515.200737
388.310523,850,516.728114
283.229122,657,518.061261
144.087241,349,518.636626
480.391548,992,520.315845
225.223474,514,521.443856
661.888631,1306,523.480009
696.262025,1347,525.931546
449.017253,938,527.389406
297.959452,643,528.751972
734.82287,1473,531.091792
907.022133,1780,534.201353
676.399007,1367,536.789997
1036.889958,2049,540.446185
1040.154093,2049,544.136543
1061.663506,2049,547.848335
534.359859,1090,549.628122
262.586212,591,550.918038
299.040869,637,551.903588
396.914671,818,553.253939
264.715431,597,554.595474
298.168622,639,555.559859
653.17452,1315,558.05783
437.062422,909,559.432006
1091.953804,2049,563.042805
140.977499,341,563.579817
526.5315,1036,565.606806
267.247964,573,566.445545
260.549345,561,567.275547
413.244159,842,569.042873
352.305947,706,570.106988
197.59799,447,570.77909
249.218427,541,571.964168
628.242602,1197,573.95749
222.654278,477,574.706982
301.48664,639,576.169828
348.044916,700,577.350077
298.48844,634,578.335615
536.907189,1038,580.325371
382.22064,774,581.760706
159.607858,361,582.309972
360.217723,713,583.872592
211.392254,464,584.610295
252.759363,545,585.521693
213.234992,468,586.283215
287.323338,574,587.549952
353.209811,690,588.635727
392.200506,757,589.940772
279.247186,566,591.217316
367.745613,757,592.356287
267.233311,561,593.254791
244.675795,539,594.634612
353.230267,709,595.838351
384.299819,755,597.131264
245.574759,481,598.27256
439.433973,873,599.769154
672.666296,1223,602.115661
411.264835,778,603.436196
196.17633,448,604.207461
322.173542,649,605.570168
393.310572,794,607.023839
260.795193,556,607.897519
324.114934,670,609.251367
315.644933,626,610.312973
165.81452,369,611.00856
229.410751,455,611.708574
73.255635,182,611.982732
117.610891,281,612.519008
257.819062,556,613.805831
213.738465,437,614.465195
350.443448,728,615.733814
210.448295,451,616.744272
266.247841,553,617.735789
315.247225,627,618.694089
442.686731,864,620.478108
177.464938,377,621.14563
314.466697,626,622.127822
294.831783,625,623.133104
226.816018,462,624.232042
