ep_reward_mean,policy_loss,serial_timesteps,fps,ep_len_mean,value_loss,explained_variance,n_updates,total_timesteps,approxkl,clipfrac,time_elapsed,policy_entropy
111.37807933333333,-0.0041747717,2048,401,616.6666666666666,4.081934,0.3387676477432251,1,2048,0.0026559527,0.026953125,2.86102294921875e-06,1.4256638
102.44804,-0.0063696606,4096,487,568.4285714285714,3.7442489,-0.3142033815383911,2,4096,0.004183652,0.050390624,5.105351209640503,1.4363221
89.46775058333334,-0.0006748877,6144,495,488.9166666666667,3.8067756,-0.4351537227630615,3,6144,0.0014701892,0.009863282,9.30469560623169,1.4500973
73.49313679999999,-0.0033325225,8192,447,402.85,3.1698203,-0.15180456638336182,4,8192,0.002876368,0.030859375,13.441622018814087,1.4684954
65.8496175,-0.0033157934,10240,468,364.82142857142856,2.5762277,0.1061410903930664,5,10240,0.0028423052,0.026904296,18.014912843704224,1.4855983
63.88067900000001,-0.0065945447,12288,468,355.5,2.625418,0.18839770555496216,6,12288,0.0049365135,0.059472658,22.38778519630432,1.5054849
65.69003189473685,-0.002078337,14336,470,372.5263157894737,2.01251,0.40066665410995483,7,14336,0.0021168035,0.021142578,26.762511253356934,1.5338638
66.78468245238096,-0.0030739433,16384,477,382.95238095238096,1.9260123,0.5147218406200409,8,16384,0.0035443064,0.037060548,31.117415189743042,1.5427005
72.52093958139535,-0.00395312,18432,486,421.69767441860466,1.745122,0.432425856590271,9,18432,0.0045383293,0.059521485,35.40285563468933,1.5517521
75.03271986956521,-0.0028654914,20480,493,436.69565217391306,2.122062,0.4416733980178833,10,20480,0.0042655654,0.044140626,39.61169362068176,1.5496794
80.38703561702127,-0.0031310585,22528,487,471.0,1.7602518,0.4837440252304077,11,22528,0.0040545175,0.04609375,43.762370109558105,1.5381156
82.38579712,-0.0027139676,24576,497,483.12,2.009246,0.4977908730506897,12,24576,0.004170029,0.04741211,47.96191167831421,1.5385613
87.43227703921569,-0.003424957,26624,544,513.8235294117648,1.6544981,0.48893028497695923,13,26624,0.004222258,0.05263672,52.07699632644653,1.5455378
88.6967356,-0.0025467416,28672,530,520.0545454545454,1.6064253,0.6610857248306274,14,28672,0.0034519706,0.03618164,55.83807158470154,1.5537788
92.97995660714287,-0.0029913322,30720,554,547.3571428571429,1.3250185,0.7326595485210419,15,30720,0.006301248,0.0828125,59.69560170173645,1.5567863
97.94671354385966,-0.006676634,32768,554,573.7017543859649,1.8298867,0.5186335444450378,16,32768,0.008995911,0.12578125,63.39181327819824,1.560894
102.76078853448277,-0.003214463,34816,553,599.1379310344828,1.7125332,0.5809326767921448,17,34816,0.0058110463,0.07368164,67.08366680145264,1.5541575
107.08182615254239,-0.0047718175,36864,546,623.7118644067797,1.3460262,0.5521725714206696,18,36864,0.0064335363,0.08256836,70.78562903404236,1.543393
106.38264344444445,-0.0027505888,38912,523,615.968253968254,1.641784,0.4601978063583374,19,38912,0.0040156883,0.045654297,74.53512597084045,1.5479113
109.01394570769232,-0.0041683395,40960,544,629.8615384615384,1.1757562,0.5813275575637817,20,40960,0.0046918467,0.054785155,78.44602513313293,1.554038
112.73351872727272,-0.0006964024,43008,560,651.3636363636364,0.95851195,0.5904445648193359,21,43008,0.0039221738,0.04472656,82.20454430580139,1.5528616
113.35108331343284,-0.0012952823,45056,545,654.1343283582089,0.8420092,0.8202749043703079,22,45056,0.0027676173,0.024951171,85.85901141166687,1.5556239
117.65975146376813,-0.0059432127,47104,532,678.1884057971015,1.020455,0.672912210226059,23,47104,0.0068207746,0.08642578,89.61611890792847,1.5593965
121.64593207142859,-0.0015376074,49152,556,697.7714285714286,1.0830953,0.616521418094635,24,49152,0.0036616724,0.04042969,93.46382284164429,1.5691359
125.22902585915494,-0.001962435,51200,554,716.8028169014085,0.75464576,0.6761108338832855,25,51200,0.0034915046,0.03540039,97.14769387245178,1.568064
128.5255043472222,-0.000778421,53248,560,735.3055555555555,0.68620425,0.619314581155777,26,53248,0.0043896716,0.049609374,100.85479068756104,1.5613605
132.2949582739726,-0.0015998014,55296,553,753.3013698630137,0.8127902,0.5667981803417206,27,55296,0.0037051793,0.03696289,104.51010990142822,1.5542309
135.74529297297298,-0.0025592828,57344,562,770.8108108108108,0.6881561,0.3812410831451416,28,57344,0.0045429748,0.052734375,108.20830965042114,1.5361586
140.0417682,-0.00022155061,59392,553,787.8533333333334,1.2381014,0.35823148488998413,29,59392,0.0027159413,0.02578125,111.85152745246887,1.5267678
143.5679634868421,-0.002169219,61440,566,804.4473684210526,0.67752934,0.32130223512649536,30,61440,0.005148868,0.06386719,115.55393862724304,1.5281506
147.1959015844156,-0.00031315297,63488,582,820.6103896103896,0.69651896,0.3247561454772949,31,63488,0.0025627273,0.024267578,119.17106103897095,1.5331343
150.79441875641027,-0.00017203044,65536,512,836.3589743589744,0.72512996,0.34568482637405396,32,65536,0.0030147866,0.029882813,122.68775177001953,1.5237148
154.30746350632913,-0.0013133567,67584,551,851.7088607594936,0.8001102,0.27715086936950684,33,67584,0.0047158613,0.053613283,126.68393301963806,1.5230802
158.31521442499997,-9.348236e-05,69632,552,866.675,1.0972131,0.3164171576499939,34,69632,0.0023001533,0.019433593,130.40041494369507,1.5267236
161.7615613333333,-0.0024615075,71680,544,881.2716049382716,0.78062385,0.31603682041168213,35,71680,0.0051452476,0.06337891,134.10454893112183,1.532756
165.06461170731706,-0.00092448975,73728,571,895.5121951219512,0.7279333,0.23902547359466553,36,73728,0.003695039,0.039355468,137.8661916255951,1.5372114
168.17914854216866,-0.0005742338,75776,565,909.4096385542168,0.7284251,0.20128023624420166,37,75776,0.0027661854,0.027197266,141.45078015327454,1.5380716
171.53150488095238,-0.0014377711,77824,573,922.9761904761905,0.78823674,0.18734991550445557,38,77824,0.0027556964,0.027441407,145.0739667415619,1.5403044
174.87097331764704,-0.0012199965,79872,566,936.2235294117647,0.8059805,0.23746192455291748,39,79872,0.0035429385,0.037744142,148.64565300941467,1.5351864
178.21369206976743,-0.00010451502,81920,547,949.1627906976744,0.85359573,0.26737093925476074,40,81920,0.0021827237,0.020117188,152.26398253440857,1.5350889
181.32372779310344,7.935555e-06,83968,564,961.8045977011494,0.84393674,0.056770384311676025,41,83968,0.002606506,0.026220703,156.00716543197632,1.5392308
184.4523799318182,-0.0009469662,86016,578,974.1590909090909,0.86496496,0.022815287113189697,42,86016,0.003151117,0.03178711,159.63357186317444,1.53952
