serial_timesteps,total_timesteps,time_elapsed,fps,value_loss,policy_entropy,policy_loss,clipfrac,n_updates,ep_reward_mean,explained_variance,approxkl,ep_len_mean
110592,110592,260.5650215148926,408,27.120474,4.1679444,-0.0065829074,0.047216795,54,647.17877508,0.7759293615818024,0.0052710488,1089.29
112640,112640,265.5779232978821,382,10.553709,4.179979,-0.0048052287,0.043847658,55,642.83161186,0.8769996836781502,0.003880885,1082.59
114688,114688,270.92775297164917,419,5.3317842,4.1843805,-0.003887955,0.033691406,56,643.25705161,0.925660029053688,0.00355349,1083.88
116736,116736,275.8074116706848,442,16.252682,4.1866174,-0.0018763824,0.03237305,57,644.44887146,0.8193768858909607,0.003134728,1086.36
118784,118784,280.434517621994,393,16.379276,4.1841016,-0.004221629,0.07006836,58,643.57530886,0.8353717923164368,0.006068169,1084.11
120832,120832,285.63472867012024,401,13.469602,4.187667,-0.0027439757,0.03334961,59,651.58606352,0.8736286014318466,0.0030409289,1097.07
122880,122880,290.73661494255066,425,9.497447,4.190171,-0.0026399281,0.03354492,60,662.9085284699999,0.8620262295007706,0.0031772465,1117.29
124928,124928,295.54548931121826,418,11.197203,4.191423,-0.004615184,0.0574707,61,676.45883578,0.8496115356683731,0.0060146735,1137.5
126976,126976,300.438814163208,416,11.368082,4.1957498,-0.0031887242,0.038623046,62,682.0872727199999,0.851307600736618,0.0032378198,1145.94
129024,129024,305.3512535095215,388,12.428181,4.195332,-0.0012833036,0.03642578,63,692.77317919,0.8696025758981705,0.0034067668,1161.46
131072,131072,310.61740231513977,421,10.15714,4.1966505,-0.003261973,0.025439452,64,704.8161879999998,0.8713701516389847,0.0024503989,1181.5
133120,133120,315.47468090057373,407,11.65275,4.192542,-0.003240496,0.023095703,65,717.31285192,0.8329464495182037,0.0022559022,1201.69
135168,135168,320.5023036003113,413,10.728536,4.184207,-0.0030966396,0.02475586,66,717.7246105599999,0.7395934462547302,0.0026817648,1201.69
137216,137216,325.4561071395874,423,9.091559,4.17616,-0.0034795976,0.034716796,67,719.4763730599999,0.8648272007703781,0.0033186674,1205.13
139264,139264,330.2947521209717,395,11.480658,4.173648,-0.0044280975,0.03701172,68,719.03051955,0.9016655832529068,0.003238763,1205.76
141312,141312,335.47230434417725,417,11.063532,4.177828,-0.0017155327,0.02841797,69,719.8495800199998,0.8691505193710327,0.0025466369,1208.83
143360,143360,340.374630689621,449,14.751994,4.177236,-0.0045629293,0.045214843,70,719.0008145300001,0.8156125396490097,0.004887867,1209.24
145408,145408,344.93604350090027,452,5.169916,4.1758676,-0.0011343765,0.057714842,71,717.85958914,0.9067325741052628,0.005236677,1208.32
147456,147456,349.4634072780609,405,11.220658,4.160971,-0.0012818661,0.03359375,72,724.20923902,0.7687510699033737,0.0033418187,1217.82
149504,149504,354.51522994041443,421,20.43444,4.1537437,-0.0048609767,0.050097656,73,697.5787604000001,0.8248805701732635,0.0044250805,1176.34
151552,151552,359.37869143486023,391,12.874237,4.158806,-0.0064230314,0.055126954,74,697.0244423499998,0.843634307384491,0.00509902,1175.99
153600,153600,364.61175870895386,418,15.332556,4.15372,-0.0065904846,0.055517577,75,696.9791888899999,0.8576532900333405,0.0049929856,1177.82
155648,155648,369.5135142803192,391,10.115521,4.1522784,-0.0007343955,0.029541016,76,687.8391608699999,0.87762551009655,0.0027254208,1165.95
157696,157696,374.7416467666626,416,8.896275,4.151517,-0.0032911426,0.037353516,77,687.54059861,0.8489724695682526,0.003233208,1165.95
159744,159744,379.65727281570435,386,11.478644,4.1501675,-0.002955811,0.04091797,78,684.03341533,0.8383970409631729,0.0036044877,1162.67
161792,161792,384.95114254951477,399,9.059011,4.144619,-0.002821913,0.035595704,79,682.72690726,0.8144279420375824,0.0031901435,1162.67
163840,163840,390.0809736251831,403,10.047453,4.1449957,-0.0010597539,0.03696289,80,695.3217464999999,0.8078440725803375,0.0032987208,1182.29
165888,165888,395.1604468822479,338,14.328723,4.1519265,-0.006549027,0.047607422,81,679.68634658,0.9049549475312233,0.004384174,1160.21
167936,167936,401.2070577144623,417,9.430904,4.1592984,-0.0022324221,0.037060548,82,679.5063062199999,0.8094711005687714,0.0034967624,1160.21
169984,169984,406.111834526062,414,16.229685,4.168994,-0.003573204,0.030810546,83,681.3924427300001,0.7973332107067108,0.0027666367,1165.86
172032,172032,411.05134868621826,411,17.308445,4.1774454,-0.004476876,0.056005858,84,688.84780884,0.7238304018974304,0.004859376,1177.95
174080,174080,416.0271909236908,386,9.087391,4.168184,-0.0044775326,0.060595702,85,688.39942013,0.7903767973184586,0.005618753,1177.95
176128,176128,421.3295166492462,386,12.441495,4.164832,-0.005284588,0.052734375,86,675.80679623,0.788946121931076,0.0046430225,1159.35
178176,178176,426.6350255012512,379,8.250872,4.1638136,-0.002153573,0.04902344,87,687.0776315300001,0.8699492365121841,0.0041462984,1178.75
180224,180224,432.02960228919983,350,8.687153,4.1638536,-0.0037594386,0.04433594,88,698.5739912600002,0.8240433484315872,0.004051065,1196.87
182272,182272,437.87950134277344,392,1.8448591,4.1612306,-0.0047348132,0.04824219,89,697.1772843500001,0.9797340501099825,0.0037255366,1193.78
184320,184320,443.0997414588928,433,11.3856945,4.159476,-0.0038425704,0.034423828,90,687.81136178,0.8663690239191055,0.004087374,1178.76
186368,186368,447.8204891681671,454,10.620705,4.149175,-0.0021810152,0.029736329,91,686.36307237,0.8187631666660309,0.003017413,1178.76
188416,188416,452.3273968696594,383,14.710116,4.145402,-0.002530715,0.019921875,92,699.0509889799999,0.805599719285965,0.0020757508,1199.61
190464,190464,457.6702733039856,383,14.227168,4.14705,-0.002697783,0.031542968,93,696.34989365,0.8090166747570038,0.0029198574,1194.41
192512,192512,463.00741839408875,405,11.434984,4.1428585,-0.001607533,0.023535157,94,707.8290272799999,0.82674141228199,0.002434693,1212.41
194560,194560,468.06235933303833,406,25.706396,4.1445756,-0.0032779262,0.025830079,95,704.8744346099999,0.7011705040931702,0.00246131,1206.25
196608,196608,473.0978248119354,383,26.069815,4.147172,-0.005546078,0.032080077,96,697.3820698000001,0.6507006883621216,0.0028356295,1192.87
198656,198656,478.4368381500244,377,8.87285,4.1418514,-0.0017852813,0.04638672,97,697.53394621,0.7997797280550003,0.0042083045,1192.87
200704,200704,483.8672893047333,368,9.651468,4.133722,-0.003882659,0.07446289,98,707.87991816,0.8433195054531097,0.0061074137,1207.7
202752,202752,489.4261407852173,436,8.0328,4.1316147,-0.0007973614,0.03330078,99,718.40331277,0.789869874715805,0.0032570274,1224.89
204800,204800,494.1170995235443,416,8.354153,4.127157,-0.0071729645,0.05131836,100,706.8747540899998,0.8874832168221474,0.004239715,1208.58
206848,206848,499.0338032245636,381,7.737213,4.108593,-0.00024044765,0.032470703,101,718.1456604199999,0.8175816535949707,0.0031144784,1228.22
208896,208896,504.40379095077515,418,16.245749,4.104806,-0.0031617838,0.040136717,102,711.44467537,0.8204469829797745,0.0035037578,1216.27
210944,210944,509.2959587574005,428,8.734206,4.107808,-0.0035717182,0.058544923,103,716.5678056500001,0.6603152751922607,0.0051294346,1223.77
212992,212992,514.0771880149841,433,8.057652,4.0972276,-0.0024463297,0.02758789,104,728.6704122299999,0.8050820231437683,0.0027095163,1243.04
215040,215040,518.8074576854706,416,34.211185,4.093944,-0.0034280303,0.02265625,105,681.2845932699998,0.6696769297122955,0.0022126755,1170.6
217088,217088,523.7309777736664,447,8.184603,4.1002164,-0.0011662989,0.029589843,106,681.5537925099999,0.7763751447200775,0.0027030502,1170.6
219136,219136,528.3061125278473,434,10.080673,4.1069365,-0.00091193244,0.015966797,107,671.61800831,0.8604368269443512,0.0018478681,1150.88
221184,221184,533.0147590637207,441,8.149675,4.112485,-0.0028938178,0.02993164,108,671.9569783999999,0.7895407676696777,0.002694029,1150.88
223232,223232,537.6541736125946,432,11.896272,4.109934,-0.0031722258,0.04511719,109,682.5429128800001,0.7743755280971527,0.0038845942,1166.65
225280,225280,542.3908290863037,399,7.647813,4.107377,-0.00076853915,0.04091797,110,691.8411542800001,0.759226068854332,0.0038448833,1180.5
227328,227328,547.5241734981537,422,10.828162,4.1094255,-0.0007814391,0.04741211,111,690.48879924,0.8057723939418793,0.0042589004,1177.61
229376,229376,552.3734917640686,443,8.273962,4.110639,-0.00034291903,0.043603517,112,702.78059982,0.7569917738437653,0.0037895371,1197.15
231424,231424,556.9964447021484,449,8.924822,4.1109233,-0.000973708,0.037988283,113,711.9338431,0.7846384793519974,0.00349713,1212.06
233472,233472,561.5563414096832,441,8.8668995,4.1104956,-0.005237236,0.06503906,114,722.55443357,0.8067317605018616,0.0050199633,1228.97
235520,235520,566.191290140152,450,8.142422,4.1145477,-0.005219775,0.04868164,115,734.25752196,0.8332743346691132,0.004255089,1248.26
237568,237568,570.7406544685364,430,22.247963,4.1115265,-0.0023205164,0.042382814,116,711.91570011,0.7555609196424484,0.003814598,1211.19
239616,239616,575.497832775116,465,9.176567,4.104758,-0.0013700668,0.035302736,117,711.86638571,0.8701611161231995,0.0029001092,1211.19
241664,241664,579.903279542923,458,11.745817,4.105605,-0.0044087656,0.037890624,118,721.5356152400001,0.7140620052814484,0.0033547904,1229.05
243712,243712,584.3663761615753,441,9.277163,4.103895,-0.001136307,0.016162109,119,734.2411916100001,0.8328690677881241,0.0018253524,1249.14
245760,245760,589.0011835098267,462,8.772873,4.1103334,-0.0006387013,0.047851562,120,734.0897142499999,0.8149786740541458,0.0041492824,1249.14
247808,247808,593.4314286708832,357,10.7019415,4.118323,-0.003815363,0.061767578,121,743.7836881,0.7590409368276596,0.004918783,1263.63
249856,249856,599.1563308238983,335,8.065687,4.1331472,-0.002336878,0.054492187,122,745.0644487899999,0.7705895304679871,0.004521277,1263.63
251904,251904,605.262145280838,427,8.797251,4.150023,-0.00087930664,0.040478516,123,745.3504355299998,0.8350997567176819,0.0035961133,1263.63
253952,253952,610.0531718730927,476,11.834567,4.143265,-0.0008291334,0.009619141,124,744.94786561,0.7404522597789764,0.0011618661,1263.63
256000,256000,614.3482382297516,453,12.661215,4.135279,-0.0027396285,0.00834961,125,744.21834706,0.5475688874721527,0.0009560074,1267.41
258048,258048,618.8653671741486,447,6.509923,4.154058,-0.006317326,0.06645508,126,734.4931287600001,0.9114207625389099,0.006375023,1252.17
260096,260096,623.4453129768372,415,8.34983,4.166599,-0.0008842534,0.023583984,127,737.1466296899999,0.8770058825612068,0.0022966764,1252.17
262144,262144,628.3745718002319,414,9.21118,4.1850767,-0.0041017747,0.03149414,128,732.1227325999998,0.8786648884415627,0.0030446532,1243.89
264192,264192,633.3127617835999,400,21.149548,4.203265,-0.0039053601,0.02734375,129,728.0621813700001,0.8077295571565628,0.0024562099,1235.66
266240,266240,638.4207468032837,460,8.213036,4.2097855,-0.0013447435,0.027148437,130,729.1790834999999,0.8196611404418945,0.0025462094,1235.66
268288,268288,642.8697855472565,443,17.669512,4.208846,-0.0022437044,0.02758789,131,718.92614656,0.8421526551246643,0.002764016,1217.31
270336,270336,647.4868144989014,456,10.54992,4.215324,-0.0032287114,0.053222656,132,719.9272273399998,0.8659502267837524,0.0041929395,1218.8
272384,272384,651.9767026901245,468,8.837833,4.2169204,-0.0028124365,0.051123045,133,721.89648136,0.8284885287284851,0.004331624,1221.45
274432,274432,656.3471517562866,421,15.538045,4.2175455,-0.0028770168,0.023535157,134,735.5913478299999,0.741484522819519,0.002573066,1241.61
276480,276480,661.2017409801483,435,6.3773484,4.209985,-0.001698908,0.022021484,135,733.13326962,0.8901953026652336,0.0023555332,1241.61
278528,278528,665.9054398536682,457,8.875139,4.203305,-0.0007894702,0.032568358,136,745.1592560700001,0.8672877997159958,0.0029448126,1261.71
280576,280576,670.3807456493378,424,10.306552,4.2003264,-0.0031490952,0.03564453,137,746.5475048700001,0.8859080076217651,0.003134859,1261.89
282624,282624,675.205269575119,478,13.551664,4.2018514,-0.003945089,0.024365235,138,751.46517863,0.8622914254665375,0.0025878656,1267.37
284672,284672,679.4846053123474,530,13.722971,4.20812,-0.0018791271,0.047167968,139,764.6373144199999,0.6782701015472412,0.00436772,1287.03
286720,286720,683.3484365940094,448,13.358022,4.2208967,-0.0016941515,0.020996094,140,752.23426883,0.8000551462173462,0.002026831,1269.9
288768,288768,687.913690328598,407,12.618582,4.2236853,-0.002756753,0.053222656,141,764.7527716099999,0.770556703209877,0.0046335105,1289.95
290816,290816,692.9451038837433,460,13.735929,4.226731,-0.003014968,0.023632813,142,752.55066021,0.8346729129552841,0.002386005,1270.23
292864,292864,697.3930144309998,483,15.150171,4.2292604,-0.006264277,0.043603517,143,758.6686972199999,0.8530318737030029,0.007382244,1276.33
294912,294912,701.6300318241119,504,9.606009,4.23556,-0.004142626,0.046679687,144,758.0217050000001,0.839841440320015,0.0038155224,1276.33
296960,296960,705.6916513442993,430,10.465635,4.2377806,-0.00578121,0.048876952,145,746.8960937099998,0.8852643892168999,0.0047824415,1258.39
299008,299008,710.4486954212189,457,14.051567,4.2375364,-0.0011141071,0.035546876,146,747.61755664,0.8596159964799881,0.0031425008,1258.39
301056,301056,714.9235301017761,475,11.600758,4.2316236,-0.0015994072,0.026757812,147,758.5678562699999,0.8349386602640152,0.0025869682,1276.24
303104,303104,719.228040933609,457,16.26357,4.236478,-0.004925753,0.041650392,148,750.1808499900002,0.8645278215408325,0.003502639,1260.42
305152,305152,723.7052946090698,499,12.155954,4.2619724,-0.00662952,0.054296874,149,740.1964006000001,0.8776807859539986,0.004693848,1241.92
307200,307200,727.8071067333221,485,11.233641,4.284026,-0.0029883522,0.03701172,150,753.63300871,0.8430921286344528,0.0032595012,1261.05
309248,309248,732.0291256904602,521,14.705754,4.29671,-0.0051546195,0.042871095,151,746.9389867199998,0.6437158584594727,0.003912901,1251.82
311296,311296,735.9573493003845,483,7.4001555,4.3132963,-0.0045798277,0.02734375,152,756.8202253399999,0.8966539278626442,0.0024803483,1271.41
313344,313344,740.1951608657837,433,23.269436,4.333509,-0.003605571,0.032568358,153,738.1245178400001,0.8454812318086624,0.0029049176,1239.3
315392,315392,744.9163959026337,496,12.751023,4.3506384,-0.0028296742,0.026953125,154,737.99868448,0.8583846837282181,0.002579024,1239.3
317440,317440,749.0451896190643,465,5.0965014,4.3458614,-0.0029765652,0.025732422,155,725.0894889799998,0.9451258778572083,0.0024104598,1218.55
319488,319488,753.443761587143,448,10.903185,4.3451614,-0.0060516885,0.036328126,156,738.4085993699998,0.8828281089663506,0.0033158888,1237.76
321536,321536,758.0118045806885,445,21.49184,4.355198,-0.0031126426,0.018066406,157,753.8949114599999,0.8310343474149704,0.001729448,1263.72
323584,323584,762.6078789234161,457,14.543852,4.3528214,-0.0048919423,0.029736329,158,743.28284833,0.8493683189153671,0.0028515102,1246.24
325632,325632,767.082213640213,499,22.265766,4.348016,-0.002823275,0.022705078,159,703.7741608499999,0.6472638249397278,0.0021243384,1183.66
327680,327680,771.184130191803,480,9.081235,4.3364305,-0.0018349914,0.04477539,160,716.3622448599999,0.8914118930697441,0.004151211,1203.16
329728,329728,775.4501519203186,423,11.6424,4.3291264,-0.0025639383,0.013232422,161,715.9462939099999,0.8817334994673729,0.0013102901,1202.79
331776,331776,780.2832455635071,463,12.602699,4.332371,-0.006031698,0.03564453,162,702.6300574999998,0.8533990979194641,0.0029761996,1183.06
333824,333824,784.6995854377747,461,4.608119,4.3461113,-0.002677111,0.026806641,163,703.7076438699999,0.9392142221331596,0.0026651726,1185.19
335872,335872,789.1342453956604,445,16.409039,4.3602543,-0.0028981813,0.037109375,164,720.2941119,0.8026427030563354,0.0032421947,1211.52
337920,337920,793.7312848567963,470,10.029603,4.38156,-0.0066175545,0.064257815,165,731.21064359,0.8823186904191971,0.0049846293,1229.54
339968,339968,798.0889472961426,449,3.6771622,4.4021077,-0.004823777,0.0519043,166,721.29669727,0.9368743151426315,0.0041126045,1214.21
342016,342016,802.6421401500702,465,6.275626,4.4085226,-0.004395864,0.027832031,167,721.0448391600002,0.91617801040411,0.0026274326,1213.9
344064,344064,807.0445902347565,449,29.49345,4.4061646,-0.0027024078,0.028710937,168,715.11181174,0.6467717885971069,0.0025819773,1207.37
346112,346112,811.6015644073486,452,13.595217,4.3998957,-0.0023094886,0.02475586,169,715.9117820399999,0.7911977022886276,0.0023398423,1207.37
348160,348160,816.1285467147827,449,8.200178,4.3908415,-0.006221616,0.03354492,170,716.5180732599999,0.8955298662185669,0.0036138217,1207.37
350208,350208,820.6872301101685,465,14.460548,4.3917413,-0.0034173217,0.03149414,171,713.91322832,0.6908336877822876,0.0027255767,1205.82
352256,352256,825.088752746582,476,3.5976377,4.4018865,-0.004671884,0.023486327,172,704.7049361699999,0.9531877487897873,0.0022264137,1191.6
354304,354304,829.3865106105804,448,13.378995,4.407006,-0.001698621,0.048535157,173,705.3114862400001,0.8154262751340866,0.0039461087,1191.6
356352,356352,833.9539551734924,469,14.790009,4.3938394,-0.0044263736,0.058007814,174,711.1821576799999,0.8445766270160675,0.0049262913,1198.74
358400,358400,838.3140528202057,413,4.6431937,4.3904996,-0.0026060303,0.026464844,175,716.2267615300001,0.9364925846457481,0.0026104427,1207.09
360448,360448,843.2657585144043,391,10.962332,4.401647,-0.00758821,0.058642577,176,726.4146586500001,0.5313394069671631,0.00582504,1222.7
362496,362496,848.4954323768616,408,23.587729,4.4036274,-0.005318393,0.043359376,177,706.3936521199998,0.6316165030002594,0.003688567,1189.06
364544,364544,853.5148403644562,467,8.8159,4.404271,-0.00065215456,0.02241211,178,706.5289285199999,0.8769991397857666,0.002278103,1189.06
366592,366592,857.8970987796783,428,8.873964,4.399567,-0.002576414,0.04057617,179,706.9537894599999,0.8719009906053543,0.0034664497,1189.06
368640,368640,862.679660320282,416,12.605121,4.4040585,-0.0012553144,0.037890624,180,707.4508390699999,0.8537231385707855,0.0033264165,1189.06
370688,370688,867.5991621017456,438,10.807629,4.4006495,-0.0021369932,0.027734375,181,706.09006616,0.8296417444944382,0.0026321546,1189.06
372736,372736,872.2673089504242,446,8.899133,4.4041567,-0.00078721094,0.025048828,182,707.27440899,0.8789976388216019,0.0023366972,1189.06
374784,374784,876.8507707118988,425,18.931389,4.4047384,-0.003436956,0.021777343,183,711.6235466399997,0.8424250483512878,0.0022357723,1189.72
376832,376832,881.6606733798981,431,12.170153,4.393825,-0.0037312838,0.047265626,184,722.7142738499999,0.8244375586509705,0.0041060615,1204.96
378880,378880,886.4083325862885,443,11.008158,4.4031672,-0.0043402477,0.040625,185,721.2208604899997,0.8568691313266754,0.003452237,1204.96
380928,380928,891.0319457054138,444,6.3621836,4.413949,-0.0026846856,0.024853516,186,711.81765841,0.9090520590543747,0.0023958804,1190.32
382976,382976,895.6401977539062,470,15.501532,4.3981867,-0.0027938583,0.05283203,187,724.70453918,0.6393839120864868,0.0049388716,1210.15
385024,385024,899.9928166866302,424,17.521147,4.4025793,-0.0055686086,0.031542968,188,705.7169047599999,0.7253538370132446,0.003419994,1187.32
387072,387072,904.8126089572906,456,9.771372,4.4125285,-0.0049207923,0.09208985,189,704.3675208799998,0.8475291877985001,0.0075724386,1187.32
389120,389120,909.2974445819855,466,8.582105,4.41294,-0.0018572292,0.028955078,190,716.8632523299998,0.865810826420784,0.0028090465,1207.46
391168,391168,913.6874408721924,500,7.557981,4.406071,-0.0054111336,0.031591795,191,720.6555698499999,0.9026877358555794,0.0031063228,1215.02
393216,393216,917.7823059558868,466,16.966358,4.3992286,-0.0031840291,0.023535157,192,715.0530073499999,0.8612883985042572,0.0025707271,1207.69
395264,395264,922.1684930324554,505,9.768348,4.406212,-0.0027410334,0.04423828,193,714.46219585,0.8306405693292618,0.0033970613,1207.69
397312,397312,926.2231488227844,496,6.487094,4.417684,-0.004424124,0.03178711,194,714.9713248099999,0.9114925339818001,0.0030222477,1207.69
399360,399360,930.3482327461243,460,10.582468,4.4266057,-0.003119054,0.025195312,195,715.5501056699998,0.7958804965019226,0.0024231463,1207.69
