policy_loss,serial_timesteps,fps,value_loss,explained_variance,n_updates,total_timesteps,approxkl,clipfrac,time_elapsed,policy_entropy,ep_reward_mean,ep_len_mean
-0.0030105824,395264,513,20.54439,0.8948133736848831,193,395264,0.0034662788,0.040234376,751.9372451305389,5.780108,982.4855060299998,1310.83
-0.001472968,397312,523,20.32187,0.8766125813126564,194,397312,0.0039336137,0.044140626,755.9236340522766,5.7797084,982.3474705199998,1310.83
-0.0011497189,399360,551,16.221308,0.8020412474870682,195,399360,0.0010804565,0.009765625,759.8397626876831,5.774635,984.5332355699996,1312.61
-0.0023646967,401408,548,14.415495,0.6340371668338776,196,401408,0.0027829972,0.029736329,763.553858757019,5.776094,994.8092880899999,1329.2
-0.0043870313,403456,537,12.986061,0.6768413484096527,197,403456,0.0039872727,0.04448242,767.2891480922699,5.781265,989.1130400899998,1329.2
-0.004208223,405504,506,19.803608,0.8802765011787415,198,405504,0.0062257047,0.083300784,771.0975778102875,5.786656,1003.24109482,1342.62
-0.0027558508,407552,550,12.039124,0.7655351907014847,199,407552,0.0022565708,0.022558594,775.1450169086456,5.7903323,997.4606858399999,1342.62
-0.001789809,409600,536,19.899532,0.8839288651943207,200,409600,0.0043434794,0.049902342,778.8679139614105,5.7865896,1008.52850264,1351.39
-0.0027030846,411648,546,11.078507,0.7407280504703522,201,411648,0.0020635654,0.021435548,782.6885023117065,5.7908473,1002.21352343,1351.13
-0.0018410027,413696,554,9.644224,0.7865380644798279,202,413696,0.0036703036,0.042578124,786.437821149826,5.7949605,1012.96048931,1367.64
-0.0048125344,415744,531,20.028873,0.8854868486523628,203,415744,0.0048922035,0.06201172,790.1297965049744,5.791223,1012.9154750800001,1367.64
-0.0023194223,417792,525,19.889437,0.8794742897152901,204,417792,0.0014059639,0.013427734,793.9820034503937,5.7936316,1012.6689061900001,1367.64
-0.0039246827,419840,565,10.915319,0.912190318107605,205,419840,0.0022157356,0.022705078,797.8787181377411,5.7961807,993.75360544,1348.0
-0.0045378427,421888,536,10.544699,0.9269910380244255,206,421888,0.005258699,0.04741211,801.5038914680481,5.793529,987.7941997299998,1348.0
-0.0031489278,423936,535,27.373257,0.9014413356781006,207,423936,0.002327729,0.023388673,805.3216936588287,5.7810736,986.21582779,1345.57
-0.0041000107,425984,529,19.830334,0.8972043767571449,208,425984,0.0057575875,0.07036133,809.1488747596741,5.7726154,999.5909617700003,1357.64
-0.006114289,428032,533,3.9096112,0.9295568615198135,209,428032,0.0032970826,0.038183592,813.0154275894165,5.7630854,997.91295932,1355.11
-0.004926571,430080,526,10.583627,0.9365265294909477,210,430080,0.0027611498,0.025292968,816.8546404838562,5.7504683,991.7211272000002,1355.11
-0.0025844863,432128,576,25.33427,0.8698993474245071,211,432128,0.0019336877,0.020019531,820.7459638118744,5.7389107,1001.3948286499998,1361.11
-0.0025217675,434176,523,21.443056,0.9240133091807365,212,434176,0.0030780034,0.03413086,824.2976760864258,5.744568,999.90646139,1359.22
-0.0027602396,436224,533,3.1158001,0.9846039740368724,213,436224,0.0025071441,0.023730468,828.2096331119537,5.7453423,1000.60770318,1360.36
-0.0020851598,438272,521,19.957903,0.8723047524690628,214,438272,0.002709892,0.02890625,832.0498204231262,5.7511864,1001.2480028300001,1360.36
-0.0006921386,440320,526,19.519627,0.8761642426252365,215,440320,0.0015548653,0.012792969,835.9798526763916,5.7544074,1015.4454799900003,1374.12
-0.0038811925,442368,548,29.73648,0.837709978222847,216,442368,0.0017585137,0.019677734,839.869656085968,5.7509584,999.3942457400001,1358.35
-0.0027879647,444416,534,19.258213,0.8741153329610825,217,444416,0.004479598,0.057519533,843.6037302017212,5.753303,1015.2463697100002,1373.9
-0.002863916,446464,579,22.730837,0.7908724397420883,218,446464,0.0017099828,0.016845703,847.4360222816467,5.755156,985.37305526,1344.23
-0.004104043,448512,571,14.977751,0.928046204149723,219,448512,0.0020090775,0.020410156,850.9717471599579,5.7609987,961.76449352,1316.23
-0.0060488163,450560,542,10.340146,0.9421263374388218,220,450560,0.0026936873,0.031933594,854.5561726093292,5.7720327,973.2638958499999,1332.64
-0.003545075,452608,536,19.621605,0.8679008930921555,221,452608,0.004702778,0.057861328,858.334835767746,5.7863913,973.5614165799999,1332.64
-0.0032877538,454656,532,19.618773,0.8749882727861404,222,454656,0.004851691,0.058496095,862.151882648468,5.792247,978.4374135999999,1332.64
-0.0017046712,456704,543,20.742073,0.8723105043172836,223,456704,0.0026250423,0.027929688,865.995640039444,5.7960777,993.5987246500001,1348.1
-0.0030416984,458752,570,19.890076,0.798601046204567,224,458752,0.0026740248,0.0296875,869.76402759552,5.7910705,986.1617984899999,1345.96
-0.004788147,460800,548,3.522712,0.9556265510618687,225,460800,0.0036442683,0.039404295,873.3575263023376,5.7799788,985.6858641300001,1345.6
-0.0056676622,462848,553,15.15934,0.9404687024652958,226,462848,0.0046452386,0.034521483,877.0929543972015,5.7906313,981.1458417500002,1346.5
-0.001619403,464896,538,19.996063,0.8835181072354317,227,464896,0.0026950254,0.028076172,880.7960579395294,5.8167257,981.4492951699999,1346.5
-0.005837323,466944,527,8.877004,0.9524252936244011,228,466944,0.0035684253,0.036083985,884.6001427173615,5.848855,988.2262523799999,1357.02
-0.0042527216,468992,563,16.065832,0.9331388995051384,229,468992,0.0031245556,0.037158202,888.4821541309357,5.865657,980.24431305,1344.26
-0.002582517,471040,567,13.505519,0.8005175292491913,230,471040,0.0015788327,0.014111328,892.1188762187958,5.865546,976.46973497,1344.61
-0.00198762,473088,540,19.692978,0.8928541243076324,231,473088,0.0017821344,0.0145019535,895.7282302379608,5.8623157,976.07807702,1344.61
-0.002091829,475136,558,6.9519258,0.8808782249689102,232,475136,0.0019514881,0.020361328,899.5206596851349,5.865527,975.7435033500001,1344.19
-0.0035765253,477184,530,16.437647,0.9424152374267578,233,477184,0.0030728471,0.028027344,903.1905097961426,5.8737845,961.7215279799999,1331.56
-0.004482809,479232,530,20.64899,0.8836478069424629,234,479232,0.005947051,0.08081055,907.0538539886475,5.8726406,962.1763719199998,1331.56
-0.0038411252,481280,524,19.95823,0.8832916840910912,235,481280,0.00625704,0.079589844,910.9181733131409,5.8747053,967.2650274499999,1331.56
-0.0030885725,483328,541,26.228832,0.9043078646063805,236,483328,0.0022772853,0.018994141,914.8199732303619,5.8804617,957.04735492,1315.96
-0.001425334,485376,524,19.425226,0.867592841386795,237,485376,0.0026810297,0.027685547,918.5998244285583,5.881023,961.3738132199999,1315.96
-0.0042429864,487424,529,21.76109,0.9043673053383827,238,487424,0.0032107853,0.033251952,922.5074458122253,5.8683567,961.6462923199999,1316.19
-0.0030778423,489472,578,10.652272,0.9513304121792316,239,489472,0.0015609945,0.017871093,926.373569726944,5.8657866,953.95805509,1307.39
-0.0029706997,491520,545,9.055447,0.9674519561231136,240,491520,0.0027926636,0.030126953,929.9132404327393,5.8610773,957.47213431,1307.87
-0.0057424777,493568,567,18.9864,0.896384172141552,241,493568,0.001932778,0.020166015,933.6663298606873,5.8470573,929.46430481,1277.51
-0.003946907,495616,563,12.360086,0.9302331805229187,242,495616,0.0022957935,0.020703126,937.2752907276154,5.842883,943.8049543899999,1293.54
-0.003600167,497664,576,6.5691514,0.9405549354851246,243,497664,0.0020565083,0.022558594,940.9097671508789,5.8387737,928.5901243200001,1278.37
-0.0017082341,499712,574,22.107029,0.8054981529712677,244,499712,0.0008999047,0.008740234,944.4603228569031,5.82895,909.1801577499999,1264.13
-0.0029233987,501760,535,20.662447,0.8637325465679169,245,501760,0.0021542495,0.018701172,948.0239641666412,5.8203597,911.2424344399999,1264.13
-0.0021327091,503808,512,19.33816,0.8838659301400185,246,503808,0.0036094277,0.038427733,951.8500490188599,5.814144,910.96208717,1264.13
-0.0023463347,505856,548,19.313534,0.880226381123066,247,505856,0.0023731017,0.023339843,955.8458364009857,5.812328,925.0030754300001,1279.54
-0.001966158,507904,503,19.341492,0.8766793608665466,248,507904,0.0036505708,0.042089842,959.5770127773285,5.812209,940.5972237399999,1295.08
-0.0029812497,509952,513,19.10535,0.8735363632440567,249,509952,0.004400556,0.054980468,963.646960735321,5.8227444,956.02405871,1310.54
-0.0024794438,512000,547,21.144302,0.7911914587020874,250,512000,0.0018833831,0.018847656,967.6356947422028,5.8226147,951.93822221,1310.54
-0.002537617,514048,525,5.652756,0.9700973406434059,251,514048,0.0022205836,0.020458985,971.378363609314,5.8131185,949.9150612300001,1307.0
-0.003354927,516096,510,19.336195,0.8758587166666985,252,516096,0.0031306013,0.036865234,975.2731308937073,5.8174496,964.6819084400001,1323.74
-0.005916388,518144,561,20.498283,0.6514452695846558,253,518144,0.004960538,0.058007814,979.2853627204895,5.829069,979.2222502900003,1338.13
-0.0048850263,520192,531,16.960518,0.9396900273859501,254,520192,0.002593013,0.025244141,982.9316623210907,5.8444986,988.8092294399999,1352.28
-0.004224659,522240,527,19.258213,0.8817631974816322,255,522240,0.0044848844,0.05698242,986.7869558334351,5.8490963,1003.6571853600002,1366.48
-0.0020211502,524288,515,19.625874,0.8864509016275406,256,524288,0.0038298364,0.04511719,990.6695990562439,5.849387,1003.3071207800001,1366.48
-0.003259282,526336,517,19.88937,0.8697675466537476,257,526336,0.0040882262,0.05078125,994.6433265209198,5.845125,1008.4079838300001,1369.15
-0.0013450483,528384,534,23.405378,0.8956146016716957,258,528384,0.0015949905,0.014355469,998.6006751060486,5.845399,1010.9141748200001,1372.03
-0.0030380227,530432,552,11.7264385,0.6950242817401886,259,530432,0.0039358847,0.046044923,1002.434611082077,5.843572,1021.0889703799999,1387.59
-0.002167459,532480,533,25.450129,0.891307570040226,260,532480,0.0018669743,0.017480468,1006.1404628753662,5.8377852,1034.1707581199998,1403.14
-0.003460675,534528,549,32.736546,0.7387660145759583,261,534528,0.0017483871,0.017041016,1009.9809377193451,5.8331695,1005.88668449,1374.6
-0.0012291516,536576,494,20.06747,0.8902572467923164,262,536576,0.0035352919,0.03955078,1013.706912279129,5.825497,1010.7649845,1374.6
-0.0016745476,538624,538,3.192318,0.9882693504914641,263,538624,0.0017496289,0.014941406,1017.850958108902,5.8157043,1001.5449317500002,1359.93
-0.0038906906,540672,517,21.033062,0.8844255357980728,264,540672,0.003870384,0.046191406,1021.6528413295746,5.805533,1006.47952775,1359.93
-0.002117287,542720,522,19.763374,0.8760614171624184,265,542720,0.0032668144,0.03769531,1025.612383365631,5.79839,1006.0690222500001,1359.93
-0.0025894572,544768,518,19.88456,0.8810482397675514,266,544768,0.0031631123,0.033837892,1029.5312733650208,5.7859793,1011.4433662299999,1359.93
-0.0020613892,546816,518,20.009989,0.8823476731777191,267,546816,0.002840539,0.03466797,1033.484230518341,5.7829866,1011.7808913499998,1359.93
-0.0038831427,548864,542,32.176937,0.8728420287370682,268,548864,0.0023771713,0.024853516,1037.4321825504303,5.792881,993.8584941699999,1331.03
-0.0027830906,550912,504,20.10216,0.8797699511051178,269,550912,0.0028122358,0.031884767,1041.2108209133148,5.806542,993.7588195799998,1331.03
-0.00233647,552960,512,20.181276,0.873201310634613,270,552960,0.0019189289,0.017285157,1045.2724213600159,5.814952,1008.9702538600001,1346.31
-0.009248462,555008,566,5.513051,0.8977601155638695,271,555008,0.0038614776,0.04536133,1049.270681142807,5.8190966,1010.3240748500002,1347.92
-0.0010838329,557056,537,27.59187,0.8920806646347046,272,557056,0.0012104829,0.010058594,1052.885446548462,5.827983,1010.4257278500003,1345.72
-0.0010671758,559104,545,29.528233,0.8845464736223221,273,559104,0.0014177102,0.010302735,1056.6980323791504,5.823716,1010.6939709100003,1348.45
-0.0058589457,561152,567,22.354198,0.8616936951875687,274,561152,0.00302711,0.03100586,1060.4521403312683,5.816954,974.8699333000001,1308.39
-0.0014859389,563200,509,20.064087,0.8644771426916122,275,563200,0.0036931895,0.0421875,1064.0613193511963,5.8150473,990.5779934499999,1323.73
-0.005417626,565248,568,9.325512,0.937666017562151,276,565248,0.0025522006,0.027001953,1068.0824089050293,5.818818,973.68168603,1306.21
-0.0039744237,567296,512,20.033878,0.8777340948581696,277,567296,0.0051750042,0.0637207,1071.686651468277,5.821189,988.9795687999999,1321.69
-0.0034612243,569344,514,20.087225,0.8691098541021347,278,569344,0.004503846,0.057861328,1075.683660030365,5.813702,989.0503442699999,1321.69
-0.00250812,571392,510,23.248104,0.9170978218317032,279,571392,0.0029567152,0.032666016,1079.661788225174,5.805238,974.3625266400002,1306.35
-0.005192561,573440,539,8.704866,0.9707924816757441,280,573440,0.0023569087,0.023730468,1083.6729338169098,5.818061,970.79917633,1301.39
-0.002636468,575488,504,18.537334,0.8774862140417099,281,575488,0.0034983817,0.04033203,1087.4677150249481,5.819747,970.5019322900001,1301.39
-0.0018252207,577536,510,20.619007,0.8737196773290634,282,577536,0.0027216221,0.025585938,1091.5280797481537,5.8075166,986.1729382599999,1316.93
-0.0052561825,579584,531,29.77042,0.8999791294336319,283,579584,0.0034172565,0.037744142,1095.543309211731,5.796199,1001.5476716600001,1332.36
-0.001805591,581632,555,10.2783985,0.9619986303150654,284,581632,0.00093911344,0.0078125,1099.394526720047,5.8003235,1000.1192469499999,1331.97
-0.0034902352,583680,528,22.631416,0.9205787554383278,285,583680,0.003284039,0.041650392,1103.0790655612946,5.808317,989.31267395,1316.63
-0.002305431,585728,502,19.878162,0.8689611256122589,286,585728,0.004115802,0.04453125,1106.9577813148499,5.817192,989.5835246800001,1316.63
-0.0070449635,587776,514,21.26797,0.922481082379818,287,587776,0.0050785705,0.051367186,1111.0325033664703,5.81676,980.5035147000001,1301.38
-0.0010457914,589824,577,16.686893,0.8685268610715866,288,589824,0.0011107848,0.008398438,1115.0121445655823,5.8222184,979.8588030200001,1301.15
-0.0023986774,591872,515,19.710232,0.889914944767952,289,591872,0.0031166715,0.03691406,1118.561618566513,5.821004,985.5550416600001,1301.15
-0.0037042059,593920,509,22.99273,0.908143512904644,290,593920,0.00374466,0.04501953,1122.5341894626617,5.8216157,985.2684795600002,1301.21
-0.003819124,595968,546,8.894663,0.9635700844228268,291,595968,0.0029843182,0.031445313,1126.5578825473785,5.824459,979.61038819,1291.76
-0.00460438,598016,516,20.474924,0.8843712359666824,292,598016,0.0039858636,0.05180664,1130.3047637939453,5.8330755,979.29871438,1291.76
-0.0014602182,600064,514,20.266567,0.8869988396763802,293,600064,0.0008155996,0.0047851563,1134.2704305648804,5.850919,993.31399058,1306.03
-0.0026855203,602112,538,22.519688,0.9218845218420029,294,602112,0.003193153,0.0359375,1138.2478182315826,5.8566637,996.3686781399999,1304.91
-0.003934995,604160,525,19.850681,0.8754284381866455,295,604160,0.003710692,0.046728514,1142.0490403175354,5.8674607,996.6556646599998,1304.91
-0.0038240901,606208,528,29.970312,0.916570395231247,296,606208,0.00372374,0.035498045,1145.9445264339447,5.8698354,1003.2279788999999,1306.19
-0.0046780976,608256,520,20.723368,0.8943342790007591,297,608256,0.0031755,0.03569336,1149.8195214271545,5.86662,1002.5552376599999,1306.19
-0.0015435488,610304,564,14.625119,0.8590742498636246,298,610304,0.0016447153,0.015771484,1153.7515919208527,5.8623652,974.2961605099999,1279.02
-0.0025584477,612352,541,24.685808,0.9153442829847336,299,612352,0.0030759713,0.035595704,1157.3782963752747,5.859913,972.2086697699998,1278.95
-0.002262822,614400,522,19.596983,0.9059185981750488,300,614400,0.0030469494,0.034716796,1161.160766839981,5.856132,970.9533074099999,1278.95
-0.0060876915,616448,521,20.218477,0.9073583409190178,301,616448,0.003970585,0.045458984,1165.0864531993866,5.8386517,984.7742048599997,1294.21
-0.005357628,618496,557,10.214529,0.9496059007942677,302,618496,0.0028372381,0.028955078,1169.014681816101,5.8307962,977.9645654299998,1288.26
-0.0008636721,620544,512,20.010998,0.8995770961046219,303,620544,0.0026191692,0.027148437,1172.6882634162903,5.828035,978.5661293599999,1288.42
-0.0041971216,622592,528,20.705189,0.9155379012227058,304,622592,0.0032337636,0.03754883,1176.6809616088867,5.845369,993.26972502,1303.1
-0.0043479814,624640,519,19.706821,0.9033487513661385,305,624640,0.0032651736,0.034814455,1180.556022644043,5.8557577,1001.8890790100002,1312.39
-0.004603545,626688,516,20.2999,0.9207251220941544,306,626688,0.003866613,0.044384766,1184.498866558075,5.845473,1016.5570888200002,1327.91
-0.003319032,628736,543,24.277658,0.9125686213374138,307,628736,0.0022332657,0.02060547,1188.4640884399414,5.8445215,1018.1948889,1333.07
-0.0018009814,630784,531,20.482456,0.912748895585537,308,630784,0.004071178,0.046240233,1192.2325851917267,5.841133,1032.5393993999999,1348.32
-0.0018623509,632832,526,20.601906,0.922954186797142,309,632832,0.0012364292,0.009814453,1196.0894875526428,5.835422,1045.93410343,1364.15
-0.0023915307,634880,534,21.507788,0.8969683051109314,310,634880,0.0042550084,0.05292969,1199.9810481071472,5.8345566,1048.46952126,1364.15
-0.0076948726,636928,522,20.333782,0.9212411046028137,311,636928,0.005063201,0.061816406,1203.8099720478058,5.8289223,1062.48724305,1379.59
-0.0021192087,638976,532,21.080814,0.8980004042387009,312,638976,0.0023120723,0.018164063,1207.727796792984,5.821889,1074.80027099,1393.83
-0.0048758737,641024,550,17.863024,0.802415743470192,313,641024,0.0022024733,0.020947266,1211.572270154953,5.8248234,1031.8084889299998,1349.52
-0.0024400963,643072,514,20.583149,0.9175078049302101,314,643072,0.0032239675,0.036474608,1215.2928068637848,5.828782,1030.5340506999999,1349.52
-0.00411038,645120,522,6.6162157,0.9719103332608938,315,645120,0.0026208968,0.030371094,1219.2718524932861,5.8407326,1014.6644536599998,1333.81
-0.004630181,647168,566,37.042526,0.6962263584136963,316,647168,0.002704274,0.023632813,1223.1948964595795,5.851406,1009.9541939700002,1327.18
-0.0012972212,649216,527,19.992542,0.9019603952765465,317,649216,0.0012562645,0.012207031,1226.8111135959625,5.847078,1008.8941871499999,1327.18
-0.0052983467,651264,552,10.119511,0.9638174250721931,318,651264,0.0035888783,0.033740234,1230.6927750110626,5.84797,999.4395361000002,1313.43
-0.0023375754,653312,533,25.37987,0.9162518680095673,319,653312,0.0017197409,0.017431641,1234.3970851898193,5.8647776,982.8733245900002,1295.79
-0.0033483144,655360,524,20.124239,0.8929752260446548,320,655360,0.0038321458,0.044873048,1238.239673614502,5.8732247,982.5834908,1295.79
-0.0013516208,657408,517,20.044538,0.8932904154062271,321,657408,0.0017254937,0.01640625,1242.1463720798492,5.8754525,981.07522687,1295.79
-0.0046202294,659456,515,20.704845,0.8978920206427574,322,659456,0.004385966,0.054003906,1246.1067383289337,5.8766165,994.0203453600001,1309.54
-0.0028257114,661504,539,17.02749,0.9238105341792107,323,661504,0.0014102407,0.0145019535,1250.0800862312317,5.8844166,976.23748524,1285.48
-0.00047368143,663552,484,20.253708,0.9001692533493042,324,663552,0.0023162933,0.023583984,1253.8758709430695,5.8866878,990.04307814,1300.03
-0.007845548,665600,546,21.573172,0.8819780945777893,325,665600,0.006169655,0.072509766,1258.1062598228455,5.8858275,1002.3795374399998,1312.67
-0.003635882,667648,519,20.455133,0.8923420459032059,326,667648,0.0032225035,0.030029297,1261.8563601970673,5.886735,1016.3484363899998,1328.9
-0.0019875034,669696,514,20.175266,0.8940173909068108,327,669696,0.003081756,0.03696289,1265.7974982261658,5.885438,1030.66443274,1343.25
-0.0018717231,671744,518,19.928114,0.8945580944418907,328,671744,0.0024889011,0.026806641,1269.7810380458832,5.8883867,1045.9333237299998,1359.71
-0.0058373427,673792,514,19.623186,0.9021717086434364,329,673792,0.0049128775,0.06293945,1273.7291638851166,5.902333,1045.17498431,1359.71
-0.003579064,675840,510,20.143429,0.8831532597541809,330,675840,0.0033517082,0.03984375,1277.7095549106598,5.9113035,1059.4232352499998,1374.38
-0.003682455,677888,533,30.03561,0.9077227786183357,331,677888,0.0017651165,0.016552735,1281.717849969864,5.906247,1029.0223558,1341.43
-0.0032905887,679936,520,20.180168,0.8908620774745941,332,679936,0.0035794165,0.045898438,1285.5584208965302,5.9090776,1028.51665039,1341.43
-0.008506539,681984,535,7.7584887,0.9742986056953669,333,681984,0.0026488132,0.030078124,1289.491286277771,5.9149976,1011.75225288,1324.1
-0.0014662696,684032,522,27.896729,0.9054224789142609,334,684032,0.0018085524,0.018359374,1293.3146750926971,5.9100056,1011.78152946,1324.65
-0.0015924487,686080,520,23.7092,0.9239535927772522,335,686080,0.001457827,0.013574218,1297.2345898151398,5.913587,1010.1969204400001,1323.38
-0.0053665703,688128,557,19.278019,0.8947553932666779,336,688128,0.0039440533,0.017724609,1301.1715948581696,5.9289436,985.8181750399999,1293.41
-0.0019355189,690176,505,19.744837,0.8896697983145714,337,690176,0.0021689474,0.020507812,1304.8438141345978,5.935014,996.2762493899999,1302.27
-0.00096375943,692224,512,11.32872,0.9415831230580807,338,692224,0.002215988,0.020410156,1308.8947908878326,5.9345055,998.2009158899999,1305.28
-0.0024689934,694272,525,29.462194,0.8706857115030289,339,694272,0.001620916,0.016601562,1312.8886406421661,5.934145,995.81709194,1302.09
-0.002977207,696320,542,17.734303,0.9319887980818748,340,696320,0.0019496288,0.016796876,1316.7866623401642,5.9353848,1000.6642122799999,1309.46
-0.0018121719,698368,525,35.381935,0.884057492017746,341,698368,0.0035151776,0.038623046,1320.5590507984161,5.948413,986.2464502700001,1295.33
-0.011454617,700416,522,5.5725546,0.9707446973770857,342,700416,0.007792671,0.061181642,1324.453931093216,5.95201,968.6079783700001,1276.74
-0.00014397837,702464,550,29.20783,0.6402154266834259,343,702464,0.0013465986,0.013085937,1328.3716986179352,5.9396544,985.42649894,1294.4
-0.0065559023,704512,553,29.614191,0.8821023106575012,344,704512,0.0024908283,0.030810546,1332.0951249599457,5.9363985,967.2596552900001,1280.81
-0.003820388,706560,516,19.860474,0.8848865702748299,345,706560,0.0029379413,0.028222656,1335.7947430610657,5.9284472,967.3552055999999,1280.81
-0.001964659,708608,505,19.14617,0.8861257508397102,346,708608,0.0020327976,0.018896485,1339.7583951950073,5.91513,982.40516077,1296.07
-0.004433887,710656,523,19.213673,0.8835176825523376,347,710656,0.003198934,0.031201173,1343.8077092170715,5.904843,997.9761322799999,1312.21
-0.005121882,712704,515,19.095312,0.8871936053037643,348,712704,0.0031009002,0.037109375,1347.7225317955017,5.895446,1012.5409439800001,1326.4
-0.0035270483,714752,519,19.564053,0.8785952776670456,349,714752,0.003765824,0.043798827,1351.6928770542145,5.8912206,1026.56352748,1340.6
-0.0023276836,716800,507,19.995777,0.8728985786437988,350,716800,0.002149208,0.021533202,1355.6325578689575,5.890294,1026.7832453700003,1340.6
-0.0026484323,718848,524,20.53978,0.8835369572043419,351,718848,0.0023615859,0.025292968,1359.668527841568,5.8891225,1040.8056652200003,1355.94
-0.0033030962,720896,521,20.383121,0.8887887746095657,352,720896,0.003975655,0.045556642,1363.573343038559,5.892604,1039.89945292,1355.94
-0.0013736521,722944,498,20.142685,0.8768827989697456,353,722944,0.003833636,0.04453125,1367.5031206607819,5.8906336,1039.52771035,1355.94
-0.0045278794,724992,501,20.68964,0.8684964329004288,354,724992,0.0045859767,0.051708985,1371.612069606781,5.8905325,1054.64111017,1371.19
-0.003594273,727040,515,20.326265,0.8802670016884804,355,727040,0.0030479056,0.03286133,1375.697659254074,5.894191,1070.11011223,1386.12
-0.0024029554,729088,526,20.562162,0.8885545656085014,356,729088,0.0016843502,0.017773438,1379.6706035137177,5.895148,1084.78434014,1401.27
-0.0014524898,731136,518,20.755835,0.8784983456134796,357,731136,0.0037263352,0.030957032,1383.5580308437347,5.891638,1097.9838679700001,1416.88
-0.0044697477,733184,515,19.85998,0.8839989081025124,358,733184,0.004199112,0.05131836,1387.5103061199188,5.9065986,1097.89792033,1416.88
-0.0019220393,735232,544,15.437029,0.9365078434348106,359,735232,0.0021849084,0.021484375,1391.483848810196,5.923729,1082.75392597,1401.7
-0.001696825,737280,517,19.643135,0.8813954070210457,360,737280,0.0024504722,0.025585938,1395.2443821430206,5.9234424,1096.66587225,1415.36
-0.0022627218,739328,527,20.767685,0.874350056052208,361,739328,0.0017073301,0.016748047,1399.1995623111725,5.9206047,1096.96062233,1415.36
-0.0037672487,741376,509,19.938549,0.8795530870556831,362,741376,0.0036107176,0.04506836,1403.0815098285675,5.9158583,1095.05478689,1415.36
-0.0034317486,743424,536,30.992472,0.8772995099425316,363,743424,0.0015832044,0.012158203,1407.1027598381042,5.9177866,1096.7731404699998,1417.45
-0.0058646225,745472,508,19.549639,0.8836054876446724,364,745472,0.006050919,0.04916992,1410.9219980239868,5.9325395,1096.8005014399998,1417.45
0.00050767406,747520,523,10.258278,0.9496673345565796,365,747520,0.0020424942,0.015234375,1414.9538886547089,5.9332933,1083.4136055699998,1404.91
-0.0037977367,749568,521,20.11726,0.888847604393959,366,749568,0.00525372,0.061914064,1418.867612361908,5.921603,1097.6839164,1418.59
-0.0042101005,751616,543,29.236237,0.8898196592926979,367,751616,0.0026925798,0.026660156,1422.7938203811646,5.9173527,1097.78915207,1417.32
-0.0017791176,753664,510,27.450144,0.9011594578623772,368,753664,0.001958492,0.016992187,1426.5653219223022,5.9199276,1098.92312799,1415.36
-0.0020349682,755712,505,17.6366,0.9374739974737167,369,755712,0.0021694966,0.012597656,1430.5758719444275,5.9165564,1085.35321729,1400.72
-0.004673467,757760,496,19.943455,0.8856686726212502,370,757760,0.004736068,0.056689452,1434.6312761306763,5.9055142,1086.8715948699999,1400.72
-0.003576822,759808,519,29.577417,0.8905853405594826,371,759808,0.002006454,0.011962891,1438.7581312656403,5.900155,1101.64176939,1414.2
-0.0023433636,761856,514,27.640453,0.8982307687401772,372,761856,0.003239822,0.035302736,1442.6976594924927,5.8955545,1088.87823831,1399.51
-0.00410115,763904,510,19.413977,0.8718227297067642,373,763904,0.005240769,0.06352539,1446.67720246315,5.904018,1090.6066325400002,1399.51
-0.00016119888,765952,512,20.045017,0.8799358606338501,374,765952,0.0008871843,0.0047851563,1450.6860620975494,5.919956,1091.92540929,1399.51
-0.0040593212,768000,518,20.406607,0.8610012233257294,375,768000,0.003912606,0.04609375,1454.6821703910828,5.918346,1094.68606136,1399.51
-0.004581979,770048,506,20.053791,0.8787342831492424,376,770048,0.0068191634,0.0887207,1458.632619380951,5.9174247,1107.6022277700001,1409.82
-0.005595723,772096,518,20.480164,0.8690495938062668,377,772096,0.0039862273,0.047460936,1462.6746826171875,5.9391756,1108.55572398,1409.82
-0.0052836016,774144,529,9.763332,0.9464532174170017,378,774144,0.0025885797,0.025,1466.6234078407288,5.967818,1098.81404595,1399.98
-0.0012753947,776192,510,20.293354,0.8821050003170967,379,776192,0.0035195984,0.04008789,1470.4921190738678,5.9849977,1101.1671031199999,1399.98
-0.00026696472,778240,537,29.305462,0.8667614012956619,380,778240,0.001591007,0.015429688,1474.5030200481415,5.9974365,1090.79454279,1386.58
-0.004869327,780288,513,10.666653,0.939125370234251,381,780288,0.0021141018,0.019189453,1478.316773891449,6.006572,1090.97018106,1387.19
-0.0060941,782336,504,19.908844,0.8665339797735214,382,782336,0.00647791,0.07856445,1482.3077795505524,6.0061154,1106.6793602799999,1402.58
-0.00290155,784384,501,19.99409,0.8619554191827774,383,784384,0.0037986338,0.04423828,1486.3689606189728,6.0180426,1122.98981699,1418.18
-0.0023056446,786432,540,21.994724,0.6524411141872406,384,786432,0.00088406366,0.008203125,1490.4536113739014,6.030192,1124.68833397,1418.18
-0.003709513,788480,548,10.79888,0.8033036440610886,385,788480,0.0023204396,0.023876954,1494.242269039154,6.0312877,1134.91784364,1433.08
-0.0035818778,790528,561,10.991911,0.7506306618452072,386,790528,0.0039018192,0.051123045,1497.9783191680908,6.030262,1130.3209112099998,1433.08
0.0018077192,792576,517,11.719061,0.9354354068636894,387,792576,0.0032044102,0.022705078,1501.628606081009,6.023705,1136.73388609,1442.61
