n_updates,fps,explained_variance,approxkl,policy_entropy,clipfrac,policy_loss,time_elapsed,serial_timesteps,total_timesteps,value_loss,ep_len_mean,ep_reward_mean
46,396,-0.0005289316177368164,0.0048928745,5.4918356,0.062060546,-0.0030827704,227.95430660247803,94208,94208,20.531609,1963.0,1959.0114133191494
47,392,0.00023889541625976562,0.004485549,5.489321,0.051123045,-0.00093341677,233.12218642234802,96256,96256,20.392458,1964.7916666666667,1960.7343725625003
48,375,-0.004735708236694336,0.003482102,5.486111,0.04375,-0.0029661444,238.3364667892456,98304,98304,20.240932,1966.5102040816328,1962.3625313673472
49,365,0.0052675604820251465,0.0022591786,5.4932494,0.021386718,0.0011869391,243.7863471508026,100352,100352,20.190868,1968.16,1963.8663408800003
50,391,0.0022788047790527344,0.0024336756,5.498198,0.023730468,-6.224407e-05,249.3854603767395,102400,102400,20.285141,1969.7450980392157,1965.42753954902
51,389,0.015231132507324219,0.0055379644,5.5050006,0.07167969,-0.0007949697,254.61765670776367,104448,104448,20.186268,1971.2692307692307,1966.9303167307696
52,423,0.016257107257843018,0.0041918876,5.5107,0.04536133,0.0012157712,259.8807351589203,106496,106496,20.254986,1972.7358490566037,1968.4028781320758
53,424,0.0018631219863891602,0.004322042,5.5186186,0.05078125,-0.00073265424,264.7139673233032,108544,108544,20.533222,1974.148148148148,1969.854636388889
54,423,-0.00372469425201416,0.0015610805,5.5251184,0.010644531,0.00037542003,269.54348969459534,110592,110592,20.474312,1975.509090909091,1971.2581336
55,417,0.00450587272644043,0.0029539987,5.538145,0.030712891,-0.000678884,274.38459277153015,112640,112640,20.323254,1976.8214285714287,1972.6163051607143
56,398,0.0007895827293395996,0.0017265128,5.560796,0.016259765,0.00051211973,279.28609895706177,114688,114688,20.420933,1978.0877192982457,1973.9021478070174
57,409,0.0036591291427612305,0.0055340533,5.562854,0.068603516,-0.0016703801,284.42852091789246,116736,116736,20.303654,1979.3103448275863,1975.1429179655172
58,413,0.009303092956542969,0.005916925,5.5630155,0.07426758,-0.001423959,289.42750573158264,118784,118784,20.301367,1980.4915254237287,1976.343142016949
59,392,0.014205396175384521,0.0073269336,5.5648985,0.10292969,-0.0024578834,294.37840151786804,120832,120832,20.286163,1981.6333333333334,1977.48224415
60,412,-0.0003342628479003906,0.0034113936,5.5670214,0.03701172,-0.00041014553,299.5989511013031,122880,122880,20.503672,1982.7377049180327,1978.5603542131148
61,417,-0.003186821937561035,0.0035465143,5.567252,0.03701172,-0.0009172379,304.5604727268219,124928,124928,20.480991,1983.8064516129032,1979.5830230000001
62,419,-0.0017725229263305664,0.0019593928,5.5578394,0.01669922,-2.5874364e-05,309.4653525352478,126976,126976,20.404726,1984.8412698412699,1980.5581475555557
63,429,-0.003420114517211914,0.0018878004,5.5631285,0.013916016,-9.518383e-05,314.34323358535767,129024,129024,20.324043,1985.84375,1981.492692171875
64,388,0.0013133883476257324,0.0026673086,5.571801,0.026367188,-0.00040216645,319.10772228240967,131072,131072,20.250862,1986.8153846153846,1982.4077186461539
65,454,-0.004525899887084961,0.008569685,5.5702376,0.12089844,-0.0032859247,324.3855502605438,133120,133120,20.246937,1987.7575757575758,1983.2895758333334
66,434,-0.0041697025299072266,0.002342055,5.56558,0.021484375,-0.00025157255,328.8901901245117,135168,135168,20.176838,1988.6716417910447,1984.1455660895522
67,411,0.01107245683670044,0.0035968486,5.5693154,0.04243164,-0.00020534638,333.6090397834778,137216,137216,19.87073,1989.5588235294117,1984.9542337058824
68,422,0.011073470115661621,0.0034745026,5.578746,0.039746094,0.00048195306,338.5854911804199,139264,139264,19.887678,1990.4202898550725,1985.721433072464
69,424,-0.00047528743743896484,0.0035088453,5.5880556,0.03984375,-0.0026096862,343.4323546886444,141312,141312,19.887157,1991.2571428571428,1986.4727488285716
70,406,0.02095019817352295,0.0037969656,5.592098,0.0440918,-2.4105644e-05,348.25372433662415,143360,143360,19.608255,1992.0704225352113,1987.1757088732397
71,417,0.8005840182304382,0.003617879,5.589584,0.035009764,-0.0035389396,353.2899761199951,145408,145408,8.492517,1992.861111111111,1987.863489125
72,444,0.010623157024383545,0.0067341356,5.5873976,0.084423825,-0.0015505377,358.1925883293152,147456,147456,19.941055,1993.6301369863013,1988.5286198219178
73,410,0.955625481903553,0.0021479395,5.580689,0.01928711,-0.0011048247,362.80221223831177,149504,149504,8.991559,1968.16,1962.547676693333
74,438,0.013907194137573242,0.0035210636,5.5718126,0.034814455,-0.00052497187,367.7885830402374,151552,151552,19.574368,1969.2236842105262,1963.4983103026311
75,440,0.012200713157653809,0.004765575,5.574418,0.058251955,-0.0018694889,372.4576108455658,153600,153600,19.713211,1970.2597402597403,1964.4257017142852
76,397,0.009267091751098633,0.0020489704,5.5787597,0.018945312,0.00015169245,377.1055841445923,155648,155648,19.798567,1971.2692307692307,1965.3412389999994
77,397,0.6903921067714691,0.0040164418,5.584024,0.048046876,0.00041757934,382.2629289627075,157696,157696,21.020779,1947.95,1942.0098286375003
78,430,0.015200495719909668,0.0018961696,5.5888367,0.016796876,0.0007430662,387.41188073158264,159744,159744,19.669582,1949.1975308641975,1943.2018978765434
79,389,0.015431463718414307,0.0050397315,5.5817604,0.05678711,-0.0014190816,392.1702411174774,161792,161792,19.589828,1950.4146341463415,1944.3466445853662
80,420,0.0188140869140625,0.0050142645,5.583798,0.058789063,-0.0013455432,397.4344277381897,163840,163840,19.511051,1951.6024096385543,1945.4616737469883
81,416,0.02055424451828003,0.006914726,5.5925627,0.09189453,-0.0024426258,402.3028345108032,165888,165888,19.394049,1952.7619047619048,1946.5517734880955
82,402,0.0334620475769043,0.005327384,5.5896554,0.064208984,-0.0018953463,407.2191140651703,167936,167936,19.534536,1953.894117647059,1947.6204381176472
83,378,0.021117031574249268,0.0025232106,5.597016,0.02626953,-0.000108827815,412.30922627449036,169984,169984,19.639185,1955.0,1948.691527046512
84,420,0.027570784091949463,0.0037878598,5.602388,0.042089842,0.00051902374,417.71750235557556,172032,172032,19.629757,1956.0804597701149,1949.7305606551727
85,373,0.04877424240112305,0.0033818875,5.6061687,0.034570314,-0.0011430408,422.59331798553467,174080,174080,19.424322,1957.1363636363637,1950.755094102273
86,362,0.014483630657196045,0.005350842,5.6108637,0.067919925,-0.001844236,428.0829484462738,176128,176128,19.60553,1958.1685393258426,1951.743267561798
87,438,0.047285497188568115,0.002780526,5.6122155,0.025048828,-0.00020297705,433.72590684890747,178176,178176,19.080269,1959.1777777777777,1952.6934416111112
88,415,0.05332338809967041,0.0041403663,5.6029887,0.04086914,-0.0003289584,438.3984055519104,180224,180224,19.010311,1960.1648351648353,1953.6149236153847
89,396,0.05119889974594116,0.0029990587,5.594357,0.028955078,-0.0006630798,443.3308038711548,182272,182272,19.114792,1961.1304347826087,1954.517723804348
90,348,0.027245819568634033,0.003337043,5.5966463,0.035742186,-0.0010845492,448.4976918697357,184320,184320,19.562357,1962.0752688172042,1955.412310731183
91,424,0.045403480529785156,0.006209791,5.5949855,0.07924805,-0.0017752182,454.37267780303955,186368,186368,19.309416,1963.0,1956.287231074468
92,396,0.021591007709503174,0.0011609269,5.589946,0.008691406,0.00085311645,459.19327116012573,188416,188416,19.730879,1963.9052631578948,1957.1632797473683
93,436,0.04413402080535889,0.0028419052,5.578663,0.02626953,0.00012517237,464.3612129688263,190464,190464,19.306643,1964.7916666666667,1958.0153217395834
94,418,-0.012002706527709961,0.0026694047,5.577027,0.027880859,-0.00028212773,469.0564570426941,192512,192512,19.979534,1965.659793814433,1958.8642404329898
95,366,0.010389864444732666,0.00437899,5.585206,0.053759765,-0.0023826307,473.94680190086365,194560,194560,19.91083,1966.5102040816328,1959.6881603163267
96,403,-0.0033930540084838867,0.0035133106,5.5900865,0.039111327,0.0007942538,479.53848457336426,196608,196608,20.132526,1967.3434343434344,1960.5174744848487
97,363,-0.0030034780502319336,0.002428427,5.596924,0.02734375,-0.0005313215,484.61512565612793,198656,198656,20.2128,1968.16,1961.32965922
98,391,0.021331369876861572,0.002550661,5.605157,0.023144532,0.00014052688,490.25531244277954,200704,200704,19.861916,1968.16,1961.30446599
99,376,0.005221128463745117,0.0011010647,5.609152,0.005761719,0.0007372523,495.4884536266327,202752,202752,20.225134,1968.16,1961.2906117599998
100,418,0.004693210124969482,0.0034306734,5.619399,0.03730469,-0.0017123949,500.92371678352356,204800,204800,20.141665,1968.16,1961.29316768
101,369,0.011582612991333008,0.0019122541,5.6291804,0.016259765,0.00035417697,505.82426023483276,206848,206848,19.803625,1968.16,1961.3055680800003
102,411,0.012788653373718262,0.0030228398,5.6448846,0.035253905,-0.000893687,511.36924982070923,208896,208896,19.935356,1968.16,1961.3011631000002
103,393,0.9054204672574997,0.0015323262,5.651345,0.009716797,-0.00048693464,516.3503403663635,210944,210944,30.18541,1950.47,1942.9948709600003
104,434,-0.005371689796447754,0.0024450873,5.651474,0.018896485,0.0014628037,521.5508961677551,212992,212992,20.15985,1950.47,1943.0165463800001
105,429,-0.0024536848068237305,0.0026119344,5.6521935,0.021337891,0.00030936685,526.2609884738922,215040,215040,20.091305,1950.47,1943.0390762299999
106,441,0.7045342326164246,0.0024462477,5.650614,0.026513672,-0.0002779574,531.0352675914764,217088,217088,21.672215,1930.27,1922.8532125099996
107,472,0.009644091129302979,0.0031184305,5.6606236,0.031884767,0.0005512236,535.6735005378723,219136,219136,19.86514,1930.27,1922.8366326299997
108,446,0.011832773685455322,0.0031986095,5.674535,0.034765624,-0.00097308616,540.0102114677429,221184,221184,19.742027,1930.27,1922.8138639899998
109,394,0.009023308753967285,0.003294989,5.6802087,0.031445313,0.0010438648,544.5963890552521,223232,223232,20.026903,1950.48,1942.99321649
110,367,0.005068778991699219,0.003525583,5.685191,0.03852539,-0.0005715097,549.7832586765289,225280,225280,20.123299,1950.48,1943.01685466
111,400,-0.006376862525939941,0.0027656625,5.698106,0.027734375,-4.552208e-05,555.3523712158203,227328,227328,20.425735,1950.48,1943.02373097
112,379,-0.009830594062805176,0.0019225519,5.7021284,0.019433593,-5.9771286e-05,560.4649198055267,229376,229376,20.259624,1950.48,1943.0321831600002
113,434,0.9037320986390114,0.0014660157,5.7013254,0.0125,0.00025283944,565.858731508255,231424,231424,31.062,1933.49,1925.4510801999998
114,400,0.0020939111709594727,0.0035257197,5.7019806,0.032666016,-0.0013113754,570.5701062679291,233472,233472,19.947195,1933.49,1925.4464204200003
115,380,-0.011413097381591797,0.0029944708,5.7015963,0.030957032,-0.00021810108,575.6795978546143,235520,235520,20.188116,1933.49,1925.44542577
116,409,0.8564684689044952,0.0014520995,5.6954074,0.009960937,-0.00050634454,581.0677061080933,237568,237568,31.010351,1933.49,1925.43823283
117,417,0.9574716873466969,0.0030125563,5.702979,0.029541016,-0.0016247414,586.0744621753693,239616,239616,7.968653,1925.99,1917.12557496
118,423,0.9145107194781303,0.0012554217,5.7038713,0.008251953,-0.00034998037,590.9803762435913,241664,241664,40.20925,1891.92,1881.9867766200002
119,369,0.002449512481689453,0.0020934595,5.6969895,0.019384766,-0.000720394,595.8135755062103,243712,243712,19.742886,1891.92,1881.96836794
120,457,0.00932246446609497,0.00453195,5.707975,0.053955078,0.00089628546,601.3547353744507,245760,245760,19.825592,1891.92,1881.9523263000003
121,434,-0.0033416748046875,0.008698683,5.7199144,0.120947264,-0.0029662806,605.8347761631012,247808,247808,20.087801,1891.92,1881.9713511700002
122,457,-0.0052481889724731445,0.004413455,5.7186184,0.049853515,-0.0019083943,610.5435090065002,249856,249856,20.131502,1891.92,1881.9858794900001
123,384,0.0017104148864746094,0.004272581,5.7076335,0.04975586,-0.0021127656,615.0221855640411,251904,251904,19.93408,1891.92,1881.9967323500002
124,423,0.0062999725341796875,0.0049675982,5.7025695,0.057373047,0.0006604463,620.3529319763184,253952,253952,19.946701,1891.92,1882.0080676500002
125,427,-0.0016001462936401367,0.0019846132,5.6988573,0.017773438,0.00027104863,625.1864018440247,256000,256000,20.087452,1891.92,1882.03730837
126,408,-6.890296936035156e-05,0.0022763729,5.6939216,0.020019531,0.00022167056,629.9762098789215,258048,258048,20.03031,1891.92,1882.0728628699999
127,384,-0.013018250465393066,0.002910902,5.68969,0.0265625,0.0011787729,634.9885013103485,260096,260096,19.91942,1891.92,1882.08803283
128,401,-0.0016231536865234375,0.0005770257,5.6875377,0.0008789062,0.00065368024,640.3149371147156,262144,262144,19.85384,1891.92,1882.1242102299998
129,382,-0.0012885332107543945,0.0026700604,5.6802278,0.027929688,-0.0015183532,645.421395778656,264192,264192,19.857521,1891.92,1882.1316519
130,380,0.9154932945966721,0.001671002,5.674757,0.011767578,-0.00079100754,650.7814378738403,266240,266240,31.972122,1895.74,1885.0016900300002
131,362,-0.0005834102630615234,0.0027500484,5.6825457,0.025048828,-0.0011943165,656.1657145023346,268288,268288,19.839254,1895.74,1885.01195991
132,381,-0.003188610076904297,0.0051484015,5.6933084,0.059228517,0.00015744098,661.8112623691559,270336,270336,19.805204,1895.74,1885.0139146599997
133,428,-0.0019680261611938477,0.005206238,5.7056932,0.06660156,0.00019101662,667.18727684021,272384,272384,19.775133,1895.74,1885.0072519799996
134,389,-0.0036432743072509766,0.00080377125,5.723875,0.0049804687,-9.569722e-05,671.9724276065826,274432,274432,19.785442,1895.74,1884.99030763
135,394,-0.0028688907623291016,0.006347413,5.7362947,0.086083986,-0.0012838315,677.235315322876,276480,276480,19.648157,1895.74,1884.9874847300002
136,385,-0.005655765533447266,0.0022309073,5.739026,0.017529298,-0.0008482329,682.429541349411,278528,278528,19.722248,1895.74,1884.9695422700001
137,394,0.000929415225982666,0.004195741,5.7495875,0.049316406,-0.0002704406,687.7431073188782,280576,280576,19.738834,1895.74,1884.9727997500004
138,415,-0.004392743110656738,0.0030642047,5.750783,0.033251952,-1.4324358e-05,692.9301929473877,282624,282624,19.767874,1895.74,1884.9760725200001
139,402,0.875733271241188,0.0037842914,5.7489285,0.040478516,-0.00094233156,697.8555176258087,284672,284672,28.48547,1878.13,1867.0458950300003
140,443,0.000966489315032959,0.0022107053,5.7476635,0.021386718,-0.0007698402,702.9479525089264,286720,286720,19.777924,1878.13,1867.1195901500005
141,447,0.005624234676361084,0.0046830503,5.7554655,0.0515625,-0.0019167319,707.5679354667664,288768,288768,19.763872,1878.13,1867.1243786500004
142,443,0.0043465495109558105,0.0035661221,5.7550077,0.036865234,-0.0018419696,712.1439733505249,290816,290816,19.790464,1878.13,1867.1252813800002
143,446,-0.000733494758605957,0.0031298436,5.7531867,0.031884767,-0.00046930247,716.7620134353638,292864,292864,19.946558,1878.13,1867.09892238
144,457,-0.004034519195556641,0.002771361,5.7512436,0.026806641,-0.00080128096,721.3516047000885,294912,294912,19.914307,1878.13,1867.0483870799999
145,444,-0.0007058382034301758,0.0030315132,5.760085,0.030908203,-0.00096055644,725.8316442966461,296960,296960,19.830849,1878.13,1866.9945829199999
146,373,-0.001605987548828125,0.0033372543,5.774596,0.03857422,-0.00075353,730.439784526825,299008,299008,19.77655,1878.13,1866.9173064200002
147,315,0.009746670722961426,0.004635302,5.7807827,0.05522461,-0.00027496414,735.9236240386963,301056,301056,19.552753,1878.13,1866.8544122300002
148,341,0.00708383321762085,0.0022110853,5.798976,0.021044921,-0.00026260086,742.4089543819427,303104,303104,19.804691,1878.13,1866.8062477300002
149,369,0.004424929618835449,0.002669532,5.8080664,0.028125,-0.00049506174,748.4096975326538,305152,305152,19.703957,1878.13,1866.7374669199999
150,388,0.0050206780433654785,0.0034248896,5.806783,0.04018555,-0.00088948745,753.9581525325775,307200,307200,19.737963,1878.13,1866.6868837999998
151,442,-0.004023075103759766,0.0016614167,5.804552,0.015283203,-7.398556e-05,759.2357161045074,309248,309248,19.76683,1878.13,1866.6529989899998
152,445,-0.003283381462097168,0.0051344796,5.812078,0.062646486,-0.000735577,763.8695464134216,311296,311296,19.935926,1878.13,1866.65666397
153,443,0.001046895980834961,0.0036765877,5.8191423,0.036621094,2.6738207e-05,768.4644613265991,313344,313344,19.840206,1878.13,1866.67192909
154,467,0.8877242282032967,0.0027625232,5.8109674,0.026513672,-0.0016967729,773.083705663681,315392,315392,47.13981,1878.13,1866.6912340100002
155,426,0.9862810894846916,0.0023400325,5.792997,0.016113281,-0.001228235,777.4676876068115,317440,317440,3.884391,1864.14,1851.0441309100001
156,426,-0.00023221969604492188,0.0040419837,5.7877607,0.043115236,-0.0016191613,782.2653291225433,319488,319488,19.901293,1864.14,1851.0927716700003
157,431,0.00024336576461791992,0.0023353598,5.791167,0.021826172,0.0005746458,787.0704309940338,321536,321536,19.919285,1864.14,1851.1312459300002
158,389,0.00045740604400634766,0.0020219896,5.7923965,0.015478516,-0.00045701693,791.8205199241638,323584,323584,19.833683,1864.14,1851.1923094699998
159,416,-0.001071333885192871,0.0014978878,5.786713,0.009375,0.0001316328,797.0841569900513,325632,325632,19.895119,1864.14,1851.2658485499999
160,429,-0.004689931869506836,0.003337988,5.7852664,0.039746094,-0.00046232916,801.9983289241791,327680,327680,19.877205,1864.14,1851.32459675
161,358,0.007998406887054443,0.0032548483,5.793223,0.03491211,-0.0013093546,806.7657427787781,329728,329728,19.622812,1864.14,1851.3939685199998
162,339,0.0022214651107788086,0.0071241437,5.7968283,0.09741211,-0.0034546934,812.4770827293396,331776,331776,19.754301,1864.14,1851.47351655
163,389,0.010288536548614502,0.007317896,5.798278,0.10112305,-0.0016306121,818.5097043514252,333824,333824,19.673115,1864.14,1851.5454067099997
164,401,-0.003505706787109375,0.0024541852,5.797817,0.02211914,-0.0012940904,823.7617347240448,335872,335872,19.971767,1864.14,1851.95154624
165,414,-0.0033971071243286133,0.003634505,5.8074865,0.04086914,0.00028162968,828.8608701229095,337920,337920,19.877424,1884.35,1872.08936181
166,397,0.001190483570098877,0.0049388018,5.818354,0.057275392,-0.002201036,833.8015267848969,339968,339968,19.780813,1884.35,1872.1545497
167,397,0.0032370686531066895,0.0025218048,5.821632,0.025244141,1.0489835e-05,838.951468706131,342016,342016,19.67522,1884.35,1872.20507265
168,409,-0.0035971403121948242,0.0072090523,5.8379836,0.09643555,-0.003257354,844.1096768379211,344064,344064,19.751995,1884.35,1872.2330116999997
169,425,-0.0007472038269042969,0.004502716,5.8402634,0.048291016,-0.0017262243,849.1140093803406,346112,346112,19.605858,1884.35,1872.2502944299997
170,413,0.008294820785522461,0.004485596,5.830426,0.050634764,-0.001448589,853.93226146698,348160,348160,19.405348,1904.56,1892.35287009
171,433,0.006097733974456787,0.00435518,5.8320956,0.05317383,-0.0023238263,858.8868956565857,350208,350208,19.256506,1904.56,1892.33417791
172,416,0.01036059856414795,0.0023161652,5.822774,0.023583984,-9.814159e-05,863.6097505092621,352256,352256,19.308136,1904.56,1892.3087819300004
173,411,0.02930384874343872,0.004451194,5.825243,0.05214844,-0.001494625,868.5221753120422,354304,354304,19.021826,1904.56,1892.2934388900003
174,405,0.009721338748931885,0.0031215309,5.828098,0.030664062,-0.00037230714,873.5034339427948,356352,356352,19.218182,1904.56,1892.2797763800002
175,362,-0.008535265922546387,0.0021825659,5.8352604,0.019970704,-0.0005455464,878.5513062477112,358400,358400,19.419249,1904.56,1892.25124542
176,402,-0.0012754201889038086,0.0037585846,5.8472643,0.040722657,0.0014806085,884.1997363567352,360448,360448,19.242023,1904.56,1892.18649399
177,448,0.01819223165512085,0.002432819,5.858448,0.023730468,-0.00020285959,889.2878866195679,362496,362496,19.075212,1904.56,1892.12347232
178,431,0.014436960220336914,0.0012546581,5.867562,0.008886719,-0.00017503355,893.8584055900574,364544,364544,19.186886,1904.56,1892.05140143
179,415,0.02829056978225708,0.0017523955,5.8701887,0.020898437,-0.0004927767,898.603319644928,366592,366592,18.8794,1904.56,1891.9891371600002
180,405,0.023731529712677002,0.0012083575,5.880532,0.007861328,-0.0002757868,903.5324892997742,368640,368640,19.09049,1904.56,1891.89859364
181,396,0.03362935781478882,0.00093029236,5.8926644,0.0048828125,0.00038243242,908.5780596733093,370688,370688,18.803244,1904.56,1891.87051603
182,424,0.04500269889831543,0.0031593225,5.9017267,0.031933594,-0.0018386887,913.7436766624451,372736,372736,18.615902,1904.56,1891.8287425199999
183,406,0.038339853286743164,0.0020016301,5.9044347,0.018994141,0.0011206154,918.5714497566223,374784,374784,18.696833,1904.56,1891.7606530399999
184,418,0.12725502252578735,0.002606101,5.913421,0.029736329,-0.0006508108,923.6105477809906,376832,376832,17.537716,1904.56,1891.65697258
185,354,0.10179084539413452,0.0017708053,5.9306,0.013134765,-0.00057533185,928.5093624591827,378880,378880,18.248634,1904.56,1891.5674826900001
186,329,0.0667649507522583,0.0015025313,5.934844,0.0125488285,-0.0006039121,934.2827425003052,380928,380928,18.601492,1904.56,1891.4874026999998
187,448,0.04136621952056885,0.0026794837,5.930969,0.023632813,-0.0028836867,940.5065293312073,382976,382976,18.809628,1904.56,1891.3804520399997
188,462,-0.014273881912231445,0.0046283035,5.9355702,0.05654297,-0.0017083657,945.0732312202454,385024,385024,19.573914,1904.56,1891.3028633299996
