fps,serial_timesteps,ep_len_mean,policy_entropy,clipfrac,explained_variance,approxkl,n_updates,policy_loss,total_timesteps,ep_reward_mean,value_loss,time_elapsed
355,94208,1057.6704545454545,1.5967499,0.012744141,0.08247333765029907,0.0019816952,46,-0.0003842173,94208,262.56507113636366,1.4167751,226.87779307365417
364,96256,1068.808988764045,1.5988162,0.04868164,0.017108798027038574,0.004101201,47,-0.0024284371,96256,266.2100038876404,1.403467,232.63734793663025
367,98304,1079.7,1.6194986,0.05415039,0.01784193515777588,0.0043696407,48,-0.0034795608,98304,269.60374005555553,1.480723,238.26169443130493
351,100352,1090.3516483516485,1.6289208,0.027001953,0.08445179462432861,0.0026799429,49,-0.0014036056,100352,273.05657747252747,1.3678875,243.83334279060364
321,102400,1100.7717391304348,1.6299311,0.059667967,0.039452552795410156,0.0050552003,50,-0.004746364,102400,276.28113205434784,1.6448765,249.6560342311859
333,104448,1110.967741935484,1.6379067,0.047460936,0.03264552354812622,0.0039167916,51,-0.0031356034,104448,279.98510476344086,1.7596865,256.02695894241333
371,106496,1120.9468085106382,1.652355,0.074365236,0.047559142112731934,0.0058132536,52,-0.0035419501,106496,283.508852712766,1.5997784,262.1613919734955
372,108544,1130.7157894736843,1.6682615,0.015917968,0.06588798761367798,0.0019208599,53,-0.0004836103,108544,287.07693269473685,1.7588351,267.6685309410095
365,110592,1140.28125,1.6755692,0.039453126,0.02630382776260376,0.0036747358,54,-0.0008675483,110592,290.72148019791666,1.7291508,273.1598711013794
355,112640,1149.6494845360826,1.668321,0.027294923,0.0408937931060791,0.0029789233,55,-0.000798025,112640,293.9597657422681,1.461813,278.7653980255127
360,114688,1158.8265306122448,1.6748421,0.065625,0.014067590236663818,0.0052881963,56,-0.0029442608,114688,297.03386486734695,1.4372457,284.52555656433105
357,116736,1167.8181818181818,1.6986866,0.03984375,0.035355985164642334,0.0033467305,57,-0.0020328076,116736,300.12870804040404,1.5423311,290.2013430595398
365,118784,1176.63,1.7191999,0.036328126,0.0907890796661377,0.003454294,58,-0.0012540547,118784,303.28446199,1.6524677,295.92451214790344
377,120832,1194.17,1.7408779,0.047753908,0.09892833232879639,0.0040171193,59,-0.0036398408,120832,309.11847372000005,1.5357034,301.52773880958557
390,122880,1212.71,1.7484181,0.033984374,0.047851622104644775,0.0035654705,60,-0.0016484305,122880,314.79048333000003,1.554191,306.9537742137909
324,124928,1225.11,1.7398478,0.064013675,0.05270814895629883,0.005416247,61,-0.004889456,124928,319.31366577,1.5215313,312.2020366191864
365,126976,1239.93,1.7330071,0.06987305,0.0010152459144592285,0.0054218625,62,-0.0048343567,126976,324.29536855000003,1.478341,318.52191376686096
358,129024,1250.86,1.7264535,0.043896485,0.0765809416770935,0.004142948,63,-0.0012758556,129024,328.28037382,1.427974,324.1217999458313
373,131072,1267.42,1.7315838,0.022851562,-0.010759115219116211,0.0023805555,64,-0.0017453603,131072,333.48340647000003,1.4448797,329.8379559516907
372,133120,1284.58,1.7393335,0.05024414,0.03604334592819214,0.0045461254,65,-0.004081528,133120,338.45150867000007,1.4249575,335.32646441459656
385,135168,1300.17,1.7535431,0.029882813,0.009252607822418213,0.002970998,66,-0.0035945517,135168,343.3797496800001,3.0190573,340.829715013504
385,137216,1318.73,1.7592299,0.038867187,0.10302317142486572,0.003607044,67,-0.0022926065,137216,348.8878008600001,1.4220719,346.1426270008087
395,139264,1336.79,1.757968,0.040136717,0.09584319591522217,0.0036913864,68,-0.0033545545,139264,354.55106726000014,1.7048355,351.45575308799744
421,141312,1352.51,1.7640827,0.02319336,0.07243746519088745,0.002510109,69,-0.0016794617,141312,359.17846205000006,1.5392659,356.62987089157104
425,143360,1368.19,1.7783663,0.0915039,0.12117272615432739,0.007227023,70,-0.004833222,143360,364.16585833000005,1.5000331,361.4889323711395
427,145408,1386.65,1.8019106,0.02451172,0.10218280553817749,0.0024971091,71,-0.00080170843,145408,369.30961424000003,1.5432557,366.2997057437897
375,147456,1405.52,1.8062397,0.036230467,0.03483879566192627,0.0033467535,72,-0.0012977694,147456,375.02734248,1.6226666,371.0922679901123
368,149504,1423.7,1.8083569,0.050634764,0.10626381635665894,0.004040804,73,-0.0046434584,149504,380.47869560999993,1.6108248,376.5542006492615
383,151552,1438.42,1.8077624,0.031982422,0.11339271068572998,0.0032340144,74,-0.0025267962,151552,385.27714109,1.6054671,382.10882210731506
347,153600,1457.18,1.8157343,0.059228517,0.06717216968536377,0.004681502,75,-0.0028536087,153600,391.1238337500001,1.6557276,387.45078921318054
366,155648,1474.88,1.8231058,0.05234375,0.13792800903320312,0.0046436335,76,-0.0012857114,155648,396.4383406599999,1.6997068,393.3459587097168
392,157696,1493.54,1.8420315,0.026220703,0.13593733310699463,0.0023518887,77,-0.0015279406,157696,401.99088447,1.6503178,398.940776348114
386,159744,1512.27,1.8521239,0.028271485,0.16986441612243652,0.00294322,78,-0.001558244,159744,407.6257863099999,1.6572968,404.15849900245667
370,161792,1530.78,1.845376,0.043310545,0.1760196089744568,0.0037323267,79,-0.0031534228,161792,414.0723671999999,1.9428161,409.4566385746002
386,163840,1549.1,1.8431528,0.034960937,0.2554363012313843,0.0033591173,80,-0.0035435543,163840,420.05779774999996,1.9669539,414.99090099334717
376,165888,1568.08,1.84986,0.036132812,0.298311710357666,0.0032764014,81,-0.002817947,165888,426.99270383,2.1821468,420.29620599746704
361,167936,1586.56,1.8501127,0.05703125,0.20931529998779297,0.0047372044,82,-0.0031014879,167936,433.1867974,1.6986344,425.7431752681732
430,169984,1602.13,1.8430983,0.028466797,0.19496572017669678,0.0027536764,83,-0.0027760076,169984,438.16702481999994,1.768438,431.4072070121765
439,172032,1620.82,1.8360922,0.062402345,0.2336471676826477,0.0053713163,84,-0.0020418656,172032,444.2301461899999,1.8216388,436.1684591770172
419,174080,1637.31,1.8356314,0.07724609,0.2366732954978943,0.006287223,85,-0.0041280617,174080,449.84071885,1.7878412,440.83132147789
460,176128,1655.13,1.8374163,0.055273436,0.32017868757247925,0.004753458,86,-0.0026357577,176128,455.86648985999994,1.9021835,445.7130615711212
449,178176,1671.27,1.8328106,0.058984376,0.2576112747192383,0.0049739424,87,-0.003380801,178176,462.0860425,2.2363825,450.1567907333374
471,180224,1689.03,1.834369,0.026708985,0.282278835773468,0.0029214756,88,-0.003919899,180224,469.49535917000003,3.4880447,454.71055817604065
467,182272,1704.09,1.8208878,0.029003907,0.3436949849128723,0.003264169,89,-0.0024273116,182272,477.0780600300001,3.466821,459.0556092262268
474,184320,1717.99,1.80235,0.017041016,0.3325120806694031,0.002273571,90,-0.0015298531,184320,484.16794496999995,3.6194177,463.4332947731018
429,186368,1735.99,1.7824612,0.019091796,0.4400593638420105,0.0022301837,91,-0.0032828911,186368,492.04892040000004,3.9174678,467.75174736976624
438,188416,1749.03,1.7740943,0.025683593,0.3918765187263489,0.0027300061,92,-0.0020624874,188416,497.81758328999996,4.28001,472.51550459861755
426,190464,1767.85,1.7731171,0.03359375,0.44885003566741943,0.0031430996,93,-0.0034308662,190464,506.73986016999993,4.998716,477.1876275539398
426,192512,1784.34,1.7724947,0.012939453,0.3658633828163147,0.0021755171,94,-0.002816633,192512,516.9170772399999,5.383786,481.99256777763367
443,194560,1794.87,1.7665879,0.0440918,0.575202614068985,0.0036740028,95,-0.00364533,194560,522.3108082,3.4895215,486.7914159297943
434,196608,1813.55,1.7665211,0.05131836,0.3657352328300476,0.0049333274,96,-0.0027030862,196608,531.59809124,5.508659,491.4106287956238
425,198656,1830.94,1.7550964,0.027832031,0.4991229176521301,0.0030200123,97,-0.0039648046,198656,539.90319935,4.4840584,496.1207675933838
431,200704,1838.45,1.7429352,0.03022461,0.4961429238319397,0.0030581558,98,-0.0032693383,200704,546.37799093,6.0968847,500.93015456199646
426,202752,1853.68,1.7302039,0.03730469,0.545977383852005,0.0033367742,99,-0.0030687633,202752,555.25231885,6.0875216,505.681654214859
447,204800,1849.08,1.7322569,0.033251952,0.5228693187236786,0.0028079718,100,-0.0040095616,204800,558.13320297,4.3305335,510.48279094696045
478,206848,1858.79,1.7373917,0.00703125,0.5036511123180389,0.001131648,101,-0.0016006969,206848,566.1882529,6.9551682,515.066722869873
468,208896,1857.86,1.7384183,0.025244141,0.5479955971240997,0.0027126,102,-0.0027457876,208896,571.2196413500001,5.547843,519.3506243228912
455,210944,1851.21,1.7431557,0.029492188,0.6928322315216064,0.003022329,103,-0.0038294487,210944,572.91882966,3.673256,523.718279838562
443,212992,1829.29,1.74816,0.038964845,0.6428821086883545,0.0038424532,104,-0.0034013856,212992,572.39089215,4.864035,528.2170419692993
453,215040,1806.6,1.7604017,0.028466797,0.7231397032737732,0.0029573347,105,-0.00094369845,215040,571.08342723,3.8303013,532.831627368927
485,217088,1790.1,1.7690239,0.02319336,0.6588017046451569,0.002488151,106,-0.003281456,217088,572.21218287,5.219443,537.346349477768
481,219136,1772.26,1.7693641,0.0296875,0.6019233167171478,0.0029233235,107,-0.0021430983,219136,573.16977707,6.6119776,541.5642454624176
482,221184,1759.14,1.7693994,0.051855467,0.548881471157074,0.0047078608,108,-0.005527259,221184,571.21272157,6.111682,545.8188323974609
479,223232,1734.74,1.7678773,0.019726563,0.6860885918140411,0.002105812,109,-0.0022680569,223232,572.67590891,6.854165,550.0636463165283
449,225280,1711.64,1.7683582,0.022509765,0.7549301534891129,0.0021994056,110,-0.0011493608,225280,570.1570602799999,4.281266,554.3331978321075
439,227328,1690.32,1.7715824,0.023828125,0.7132481038570404,0.0024717308,111,-0.002094843,227328,568.62276776,5.9927435,558.8934457302094
431,229376,1631.84,1.770126,0.0041503906,0.7462586462497711,0.00096159737,112,-0.00088127126,229376,557.48568369,6.8569717,563.5549852848053
466,231424,1606.99,1.7674904,0.01845703,0.8385678678750992,0.0020644623,113,-0.0017617099,231424,554.4510483199999,3.655309,568.3016119003296
467,233472,1565.14,1.7604481,0.020166015,0.8802262842655182,0.002419617,114,-0.0035385727,233472,546.23315197,3.1203787,572.6927525997162
483,235520,1576.93,1.7545393,0.009863282,0.7658222615718842,0.0016022446,115,-0.0016253436,235520,552.17063583,6.5736628,577.078519821167
474,237568,1544.97,1.7605388,0.023828125,0.6154221892356873,0.0025025443,116,-0.0021919515,237568,549.88021637,10.420817,581.3164644241333
417,239616,1518.76,1.7631567,0.039501954,0.7596910446882248,0.0036006991,117,-0.0041341344,239616,545.13959384,5.4414797,585.635199546814
467,241664,1482.54,1.7592154,0.035449218,0.8246779441833496,0.0035889656,118,-0.0022755181,241664,540.51004211,5.4807577,590.541181564331
459,243712,1439.38,1.7524488,0.025,0.6496657431125641,0.002825686,119,-0.0028041557,243712,531.7305021699999,8.34018,594.9181456565857
499,245760,1400.37,1.7488148,0.023486327,0.7137636542320251,0.0022191948,120,-0.0019407822,245760,524.4781099800001,7.466651,599.3738732337952
481,247808,1362.16,1.7514454,0.033935547,0.5193763971328735,0.003290889,121,-0.0021715842,247808,517.07525452,11.767949,603.4765946865082
489,249856,1320.29,1.742749,0.019628907,0.8246369957923889,0.002320859,122,-0.0008792516,249856,508.37169221000005,5.6184115,607.7325255870819
491,251904,1280.46,1.7385807,0.020361328,0.7145517766475677,0.0022084364,123,-0.0036068305,251904,500.56665638000004,8.677111,611.920530796051
448,253952,1237.87,1.7491659,0.0421875,0.752356618642807,0.0036755402,124,-0.0018824886,253952,491.35433792000003,7.0420227,616.086208820343
439,256000,1213.46,1.744199,0.03466797,0.7193965017795563,0.0032389115,125,-0.0038468572,256000,488.09675653,7.9605484,620.6515190601349
422,258048,1176.47,1.7396145,0.030371094,0.5961669385433197,0.0028454768,126,-0.0002953605,258048,483.09720946999994,12.741315,625.3089754581451
452,260096,1132.27,1.7414377,0.03251953,0.7046054899692535,0.003028749,127,-0.0056215627,260096,473.73176146000003,7.490416,630.1569454669952
487,262144,1071.15,1.7455823,0.049316406,0.7614044696092606,0.004193612,128,-0.0030250438,262144,460.03004107,7.8052154,634.6797370910645
486,264192,1011.59,1.7485459,0.040625,0.6642423272132874,0.003533411,129,-0.0038058173,264192,445.83156442000006,10.8597765,638.8806025981903
471,266240,951.03,1.7514588,0.046044923,0.67323037981987,0.0040321285,130,-0.0024667154,266240,429.89382725,10.238596,643.0943768024445
481,268288,889.49,1.7506618,0.022509765,0.6803119480609894,0.002333447,131,-0.0018502207,268288,411.54429919,9.633588,647.4385251998901
460,270336,846.39,1.7493862,0.010791016,0.6904084086418152,0.0016443608,132,-0.0028953354,270336,394.96622034999996,9.245705,651.6931693553925
474,272384,812.7,1.7424288,0.0519043,0.6237968802452087,0.0045183334,133,0.0003965299,272384,381.78110825000005,9.787821,656.1427483558655
445,274432,783.62,1.7374003,0.05444336,0.7206125259399414,0.0050423937,134,-0.0028169134,274432,370.3312966599999,7.8935804,660.4572465419769
476,276480,757.77,1.7355497,0.034228515,0.7754481434822083,0.003257844,135,-0.0030280303,276480,359.57357725,6.0172663,665.0562634468079
483,278528,733.44,1.7469223,0.05883789,0.6840779781341553,0.0048770662,136,-0.004583453,278528,349.64280958999996,9.618837,669.3530082702637
462,280576,722.61,1.7468958,0.033154298,0.8939283713698387,0.003084304,137,-0.0022559017,280576,346.02301461999997,4.5862737,673.5919716358185
464,282624,703.44,1.7395588,0.0453125,0.7461263239383698,0.003877512,138,-0.0021339494,282624,338.11672881000004,10.269386,678.019937992096
481,284672,678.27,1.7460245,0.02758789,0.7679559290409088,0.0026867867,139,-0.0017147099,284672,327.33699012,9.388459,682.4327027797699
492,286720,631.92,1.748234,0.035546876,0.7508766502141953,0.003324652,140,-0.002108102,286720,304.59683255,11.964991,686.6873879432678
469,288768,607.64,1.7534752,0.03100586,0.6506282985210419,0.0028784967,141,-0.00081549835,288768,293.76603223,12.388575,690.8480331897736
455,290816,607.83,1.7654679,0.035351563,0.9035219252109528,0.0034403247,142,-0.0033307548,290816,295.19028477999996,4.7453904,695.212742805481
455,292864,602.0,1.767346,0.039013673,0.9166618585586548,0.0036228546,143,-0.0009965214,292864,293.18332699999996,4.2606573,699.7095203399658
460,294912,590.66,1.76842,0.053613283,0.8083251863718033,0.004897899,144,-0.005274094,294912,288.13875363,7.9293623,704.2085146903992
461,296960,594.05,1.7684648,0.05493164,0.8912761583924294,0.004748789,145,-0.0044040303,296960,290.89036075,5.6272573,708.6596059799194
452,299008,581.74,1.7723471,0.06503906,0.7644565403461456,0.0056309844,146,-0.0074559925,299008,286.10596728,12.36439,713.0996582508087
461,301056,583.52,1.7610563,0.038232423,0.8828081265091896,0.0036618388,147,-0.0020782233,301056,287.78903658,6.8206086,717.62753033638
473,303104,576.61,1.7469431,0.035107423,0.9722814448177814,0.0033271336,148,-0.0008197852,303104,285.12787002999994,1.8016689,722.0615432262421
450,305152,573.19,1.7451293,0.032958984,0.9162368178367615,0.0034077514,149,-0.0032295354,305152,284.16273887000006,4.5352335,726.3842957019806
455,307200,580.41,1.7431905,0.048779298,0.883401595056057,0.0043274094,150,-0.0028737045,307200,289.65605435000003,6.4746375,730.9287483692169
478,309248,580.33,1.7554554,0.07426758,0.88072469830513,0.006247445,151,-0.0030021018,309248,290.95904758000006,6.081023,735.4310281276703
484,311296,582.0,1.7598832,0.035205077,0.9312940984964371,0.0034000613,152,-8.3712745e-05,311296,292.70001943000005,3.266999,739.7120604515076
447,313344,589.81,1.750788,0.020458985,0.8478259742259979,0.0023389417,153,-0.0020644949,313344,297.65499415,9.133629,743.9428281784058
471,315392,591.31,1.7543495,0.042089842,0.9519993960857391,0.0035717427,154,-0.0013333529,315392,299.07048674000004,2.52099,748.5223577022552
463,317440,590.61,1.7433622,0.032177735,0.9455107785761356,0.003175448,155,-0.0025036384,317440,298.76187912,2.4552255,752.8622703552246
477,319488,598.45,1.7387507,0.05756836,0.8462651968002319,0.0050427835,156,-0.002031172,319488,304.04009702,7.034681,757.283552646637
452,321536,606.21,1.7580378,0.03696289,0.7912628948688507,0.0032064386,157,-0.0015410358,321536,309.45813821,10.090106,761.5770511627197
441,323584,612.51,1.7620596,0.022705078,0.8317109197378159,0.0025806709,158,-0.0034598638,323584,313.87202727000005,11.274458,766.1053829193115
449,325632,611.77,1.7582191,0.031689454,0.924515075981617,0.0030321085,159,-0.003774587,325632,314.155811,4.130965,770.7435975074768
465,327680,614.38,1.7653252,0.035498045,0.938569288700819,0.0031944201,160,-0.002152252,327680,316.37621604000003,4.1195097,775.2961308956146
464,329728,617.78,1.7630522,0.014990235,0.8461841195821762,0.0018528572,161,-0.00051874435,329728,319.1862945100001,11.781855,779.6965656280518
460,331776,618.32,1.7591976,0.058740236,0.9407084919512272,0.0050931177,162,-0.0031125906,331776,320.45809464999996,4.165698,784.101749420166
487,333824,607.15,1.7675159,0.039501954,0.9251848757266998,0.0033410813,163,-0.0017634131,333824,315.14276809,6.206867,788.5516648292542
425,335872,606.46,1.7720245,0.036816407,0.941210400313139,0.0034899223,164,-0.0019004873,335872,315.87520966,5.8087726,792.7513098716736
403,337920,589.66,1.7715819,0.058642577,0.8628167659044266,0.0049580703,165,-0.0045571644,337920,307.60722676999995,13.345503,797.5612828731537
423,339968,585.67,1.7703358,0.029736329,0.84958516061306,0.0028978738,166,-0.0025856304,339968,306.09916558000003,8.868395,802.636700630188
423,342016,586.28,1.7652581,0.033154298,0.8781600371003151,0.003653889,167,-0.004936628,342016,307.19174045,11.119349,807.476395368576
431,344064,582.17,1.761356,0.038183592,0.932403102517128,0.0034861774,168,-0.0048621497,344064,305.20958978000004,5.3922386,812.3145582675934
434,346112,596.04,1.7688099,0.04272461,0.9436402581632137,0.0035939242,169,-0.0016053421,346112,313.58431681,5.840382,817.0628137588501
409,348160,600.11,1.776273,0.051953126,0.9136438816785812,0.0043477817,170,-0.0022222998,348160,316.19468186,5.9939833,821.7762739658356
403,350208,600.09,1.7847197,0.04140625,0.9301909357309341,0.003965985,171,-0.0027549146,350208,316.69323513,5.87555,826.7769150733948
401,352256,603.96,1.7995508,0.051074218,0.9060277864336967,0.004489864,172,-0.0019070273,352256,318.84643741,7.1414742,831.850399017334
409,354304,589.75,1.8129936,0.046972655,0.8428113758563995,0.004141939,173,-0.0015350925,354304,311.39619743,17.46618,836.9502210617065
413,356352,574.97,1.8129221,0.03828125,0.8810599446296692,0.003656299,174,-0.0041679223,356352,303.5052144,13.23772,841.9513413906097
426,358400,564.29,1.8156723,0.050585937,0.8058935105800629,0.004247772,175,-0.0047579296,358400,297.41947976,15.209341,846.9024701118469
451,360448,562.82,1.810373,0.039013673,0.9372880309820175,0.0033388524,176,-0.004074515,360448,296.6441398,5.132873,851.7066326141357
438,362496,539.19,1.8114449,0.050195314,0.8611162304878235,0.0043212795,177,-0.0022969276,362496,282.87483943,13.216902,856.2423930168152
410,364544,479.51,1.8092359,0.030029297,0.8320424556732178,0.0030085978,178,-0.0031013268,364544,249.56264872000003,21.287722,860.911548614502
473,366592,436.35,1.8085142,0.039404295,0.8487731367349625,0.003498904,179,-0.0025857564,366592,225.33740106000002,20.286259,865.9036729335785
460,368640,427.14,1.8135296,0.046777345,0.8361691981554031,0.0037848246,180,-0.0015601108,368640,220.00730343000004,13.067841,870.2256374359131
486,370688,427.05,1.804986,0.025439452,0.9278817549347878,0.0027423664,181,-0.0028232941,370688,220.23286930000003,7.028186,874.6733162403107
433,372736,409.11,1.8061912,0.040625,0.8866751194000244,0.003726662,182,-0.002111423,372736,210.74770303999998,12.211125,878.8846983909607
467,374784,394.49,1.8122387,0.048876952,0.8155245780944824,0.0042826566,183,-0.00067392935,374784,202.31308864000002,19.809639,883.6060426235199
442,376832,374.77,1.8157524,0.06772461,0.8084162175655365,0.005641413,184,-0.005749413,376832,191.48368541000002,29.18067,887.9838652610779
489,378880,363.61,1.8199961,0.035107423,0.8776241019368172,0.0034958273,185,-0.0041316464,378880,185.35185400000003,11.295981,892.6135358810425
479,380928,359.31,1.8197323,0.05644531,0.8700783550739288,0.004905303,186,-0.0009222847,380928,182.96601822,13.740992,896.80020570755
473,382976,353.46,1.8221648,0.043115236,0.9179801493883133,0.0038633186,187,-0.0021814504,382976,179.82145557,7.496019,901.0737645626068
472,385024,321.08,1.8188207,0.06381836,0.8456134349107742,0.0057028066,188,-0.00385595,385024,161.92657466,20.260332,905.3989152908325
447,387072,329.14,1.8136718,0.03173828,0.93015506118536,0.0033939383,189,-0.002960808,387072,166.65991527000003,7.0357885,909.7350511550903
422,389120,333.82,1.8227684,0.053613283,0.9104684144258499,0.0044947783,190,-0.0039836867,389120,169.48675937,8.980076,914.3115677833557
412,391168,335.17,1.8268636,0.038867187,0.8590728789567947,0.0034853306,191,-0.0030077915,391168,170.50675844999998,14.582555,919.1628277301788
422,393216,339.97,1.8266065,0.05810547,0.8889108225703239,0.004716116,192,-0.0018241638,393216,173.32831991,11.125461,924.1264309883118
421,395264,335.61,1.8332746,0.03227539,0.9247755482792854,0.0030539492,193,-0.0034195674,395264,171.12137103999999,8.032287,928.9712619781494
