approxkl,serial_timesteps,explained_variance,policy_entropy,n_updates,ep_len_mean,value_loss,fps,clipfrac,ep_reward_mean,total_timesteps,policy_loss,time_elapsed
0.0030557201,2048,0.8197535872459412,4.3951445,1,1006.0,19.775364,494,0.03364258,576.1405055,2048,-0.004264842,2.1457672119140625e-06
0.005089539,4096,0.8937187343835831,4.3933177,2,1353.6666666666667,19.99187,494,0.061523438,941.570448,4096,-0.005641505,4.142852306365967
0.0043469816,6144,0.980592193081975,4.3834324,3,1082.5,4.9827952,476,0.048828125,732.3493715000001,6144,-0.0060303197,8.285809516906738
0.003510145,8192,0.8163743168115616,4.3806105,4,950.25,31.753754,517,0.04018555,646.493381875,8192,-0.0045878366,12.586067199707031
0.0041346694,10240,0.806568443775177,4.3841467,5,1072.3333333333333,23.103405,506,0.0519043,748.196244,10240,-0.004218743,16.547383069992065
0.007151483,12288,0.9145243391394615,4.3946323,6,1170.0,12.214963,526,0.08510742,832.3549491,12288,-0.0059132692,20.59241509437561
0.005015844,14336,0.8627669960260391,4.4015627,7,1167.6666666666667,27.660437,500,0.059667967,846.89801,14336,-0.005174886,24.48178005218506
0.0020958805,16384,0.95612383633852,4.402462,8,963.6875,14.817996,547,0.019580077,673.165534125,16384,-0.0042154505,28.573023319244385
0.0070413426,18432,0.8156104534864426,4.385638,9,1027.5294117647059,19.69305,471,0.08706055,741.1072118235294,18432,-0.0033152164,32.31273436546326
0.0026566864,20480,0.844823345541954,4.375084,10,1084.2777777777778,19.280212,475,0.026611328,802.3740192777777,20480,-0.0017386461,36.652562379837036
0.0039068437,22528,0.9131187945604324,4.369901,11,1097.3,23.552086,479,0.039257813,821.0262202,22528,-0.0032867272,40.95914959907532
0.0046576555,24576,0.7762890011072159,4.360222,12,1142.6190476190477,19.715866,474,0.054736327,869.384293952381,24576,-0.0014736198,45.22948384284973
0.0031685855,26624,0.9048947393894196,4.3691025,13,1149.608695652174,25.945288,484,0.03125,883.7137493913044,26624,-0.0037395754,49.54586219787598
0.0045905304,28672,0.8427344709634781,4.386241,14,1187.0833333333333,19.858006,475,0.05644531,924.4460447916666,28672,-0.0037398648,53.773082971572876
0.0065095224,30720,0.836122065782547,4.3872204,15,1221.56,20.374523,461,0.08510742,961.71039192,30720,-0.0042461543,58.08291983604431
0.003974486,32768,0.6093711256980896,4.3866796,16,1188.8846153846155,10.3168955,482,0.043017577,931.1387461153846,32768,-0.004047779,62.521836042404175
0.0038798384,34816,0.9514498002827168,4.3922663,17,1186.892857142857,13.524277,478,0.038964845,911.9662225714285,34816,-0.0041376846,66.76312065124512
0.005856743,36864,0.8456314206123352,4.387425,18,1216.6206896551723,20.231531,469,0.06953125,943.4918118965517,36864,-0.002126012,71.045973777771
0.00296421,38912,0.8613171279430389,4.3765593,19,1165.5151515151515,34.773445,521,0.029443359,901.0629925454546,38912,-0.003360264,75.4118218421936
0.006651579,40960,0.7546552568674088,4.3875055,20,1168.2,14.269218,503,0.07768555,889.7130397428573,40960,-0.004837825,79.3391444683075
0.0040601464,43008,0.981325326487422,4.3922114,21,1143.1666666666667,5.1537313,490,0.04033203,867.539099138889,43008,-0.0071559325,83.41113448143005
0.0074942163,45056,0.8330657482147217,4.378958,22,1167.6486486486488,20.332893,460,0.09082031,891.7903875135137,45056,-0.0032210746,87.58466076850891
0.005028329,47104,0.8917083740234375,4.369763,23,1190.842105263158,20.639608,454,0.06044922,917.2966000789476,47104,-0.0047440175,92.0318808555603
0.0036747132,49152,0.650913804769516,4.370624,24,1212.8461538461538,20.927631,480,0.042822264,939.132014871795,49152,-0.0033128462,96.54213857650757
0.0038750812,51200,0.9505493119359016,4.390958,25,1233.75,9.3102455,390,0.04033203,947.4579470000001,51200,-0.0006728492,100.8051290512085
0.0036026798,53248,0.7386595606803894,4.4018693,26,1253.6341463414635,21.802572,337,0.046533205,968.3384904390246,53248,-0.0051959334,106.06008791923523
0.0044905357,55296,0.929693914949894,4.4198675,27,1272.5714285714287,10.129215,464,0.043847658,974.8735639761906,55296,-0.0028994014,112.12939548492432
0.0054170466,57344,0.8413003087043762,4.4301686,28,1290.6279069767443,22.227997,350,0.06567383,995.5228713255815,57344,-0.0047321073,116.53638768196106
0.001547093,59392,0.8800654262304306,4.4328094,29,1271.695652173913,33.02329,493,0.015380859,980.3057124130436,59392,-0.0005505079,122.37618064880371
0.0036391523,61440,0.8382066935300827,4.426121,30,1288.2340425531916,20.009686,458,0.03696289,998.9574853617022,61440,-0.0014715319,126.52611494064331
0.003718044,63488,0.9104717075824738,4.4245577,31,1243.9411764705883,34.286644,450,0.030371094,963.5714826078431,63488,-0.004084223,130.9893970489502
0.0028939978,65536,0.9819607920944691,4.4430056,32,1225.6346153846155,3.5128453,340,0.030615235,947.4174001923077,65536,-0.0023396371,135.53130269050598
0.006054477,67584,0.7968312650918961,4.455204,33,1241.1698113207547,20.332079,444,0.07949219,965.4741535660378,67584,-0.0017261807,141.53820037841797
0.005092909,69632,0.8518162816762924,4.455501,34,1256.1296296296296,20.434338,455,0.06459961,982.9931065740741,69632,-0.0029264768,146.14359068870544
0.0063723465,71680,0.8646820336580276,4.455393,35,1270.5454545454545,20.374472,459,0.08588867,998.1960967818183,71680,-0.0065434664,150.63886737823486
