policy_entropy,fps,ep_reward_mean,ep_len_mean,approxkl,explained_variance,n_updates,serial_timesteps,total_timesteps,policy_loss,value_loss,time_elapsed,clipfrac
1.2957249,447,352.81709115789477,797.5052631578948,0.004096497,0.7391864955425262,37,75776,75776,-0.003132678,2.897512,164.25256252288818,0.049316406
1.2846267,466,354.0235519791667,803.0729166666666,0.003433926,0.6755944192409515,38,77824,77824,-0.0040642396,5.216878,168.8262279033661,0.036376953
1.2751114,492,357.0630955360825,815.9175257731958,0.0044726143,0.7122116684913635,39,79872,79872,-0.0025449512,3.7246602,173.21560859680176,0.056103516
1.2755806,472,360.48894115306126,828.5,0.002501327,0.6359629929065704,40,81920,81920,-0.0040344633,3.4325283,177.37821173667908,0.024169922
1.277724,486,363.76930701010104,840.8282828282828,0.005258207,0.6428585648536682,41,83968,83968,-0.0042815623,3.0290427,181.7108392715454,0.066992186
1.2822416,465,367.30564046,852.91,0.0037291243,0.5434878170490265,42,86016,86016,-0.0018623809,3.6639965,185.92422032356262,0.043847658
1.2762339,455,369.85088199,861.89,0.0044686403,0.5780139863491058,43,88064,88064,-0.0021406244,3.6077652,190.32409024238586,0.050683595
1.2790827,438,375.88658899999996,878.88,0.004382228,0.4290229082107544,44,90112,90112,-0.0014556656,4.657944,194.82411813735962,0.04790039
1.2848227,461,384.08902372000006,900.24,0.0031671762,0.4424239993095398,45,92160,92160,0.00017063155,8.17459,199.4917013645172,0.037353516
1.2812397,447,384.34710279,900.97,0.0032213698,0.41596460342407227,46,94208,94208,-0.0035451718,5.982321,203.9264600276947,0.03300781
1.2703481,458,391.2159983100001,914.79,0.0030950045,0.29279017448425293,47,96256,96256,-0.0009699388,10.278611,208.4999816417694,0.032128908
1.2612708,464,394.19422541,920.39,0.0022530505,0.4016476273536682,48,98304,98304,-0.0005948175,4.857551,212.9674642086029,0.02080078
1.2563939,455,400.8760828399999,937.88,0.003012932,0.5088099241256714,49,100352,100352,-0.0012351687,4.411969,217.37864995002747,0.031298827
1.2610221,460,406.63796648000005,952.89,0.004551831,0.45787298679351807,50,102400,102400,-0.0022439803,4.4423194,221.8736231327057,0.05180664
1.2659127,476,413.27607599000004,968.26,0.0035029065,0.5243024826049805,51,104448,104448,6.504571e-05,4.1040277,226.32562065124512,0.041650392
1.2653217,455,418.66934821,982.91,0.0044403817,0.4681618809700012,52,106496,106496,-0.0020280115,3.804852,230.6230022907257,0.051074218
1.259056,481,423.01821449000005,993.77,0.0041893465,0.5872456431388855,53,108544,108544,-5.1054753e-06,4.503605,235.11652636528015,0.04926758
1.2563703,478,429.07817886000004,1006.58,0.0045520617,0.42348670959472656,54,110592,110592,-0.0021617548,4.4908495,239.37281966209412,0.052441407
1.2494793,454,433.7684688,1017.48,0.005176143,0.5162222385406494,55,112640,112640,-0.0015800241,3.3828626,243.65738558769226,0.06586914
1.2553589,454,439.83626441,1032.68,0.0046081697,0.4232974648475647,56,114688,114688,-0.0013251222,4.31108,248.1634635925293,0.050927736
1.2613798,466,445.37171795,1044.74,0.0035870555,0.29220038652420044,57,116736,116736,-0.0005292741,5.2011247,252.66941022872925,0.039794922
1.2624213,480,453.22532674,1061.61,0.004098342,0.4582006335258484,58,118784,118784,-0.0019021742,4.1483936,257.0617878437042,0.043066405
1.2616813,462,461.9171862300001,1083.21,0.004557213,0.4958121180534363,59,120832,120832,-0.0025943555,6.9419746,261.32183718681335,0.048779298
1.2663441,466,467.8096700500001,1099.98,0.0044090766,0.7508464753627777,60,122880,122880,-0.0018958278,3.1208954,265.748291015625,0.054296874
1.2728345,466,471.5555953,1110.82,0.0041717133,0.556963324546814,61,124928,124928,-0.0017862081,3.54697,270.1426582336426,0.046826173
1.2816999,469,476.23416049,1122.84,0.005464659,0.6301116943359375,62,126976,126976,-0.004592429,3.0587034,274.5336685180664,0.06928711
1.2801852,464,482.40968714999997,1136.85,0.0031828855,0.41861408948898315,63,129024,129024,-0.0025118862,4.323039,278.8936302661896,0.03378906
1.2890699,469,490.29644589,1154.37,0.0029912328,0.5112617611885071,64,131072,131072,-0.00085984013,4.699831,283.30131363868713,0.03466797
1.3016661,457,494.54235048999993,1165.3,0.0035484836,0.6312070786952972,65,133120,133120,-0.00062046415,3.987187,287.6618778705597,0.039111327
1.2907798,451,502.54605904,1182.11,0.0057888725,0.478645384311676,66,135168,135168,-0.00084518734,4.635207,292.14300990104675,0.06621094
1.2728235,477,504.12137399,1182.11,0.0042334897,0.39640456438064575,67,137216,137216,-0.0015366732,4.576179,296.6768708229065,0.049560547
1.2669699,456,512.2675209,1199.6,0.005205763,0.4677603840827942,68,139264,139264,-0.0031908224,4.2056956,300.96606040000916,0.06303711
1.2593998,475,519.75842938,1215.26,0.005121928,0.4503711462020874,69,141312,141312,-0.0014785148,4.1187496,305.4513952732086,0.061669923
1.2427661,484,528.08704641,1231.71,0.0045860587,0.40959984064102173,70,143360,143360,-0.0026572752,4.9366183,309.7556812763214,0.054736327
1.2359709,481,536.9576206,1248.19,0.004139949,0.4014208912849426,71,145408,145408,-0.0018532021,5.4102764,313.9819679260254,0.046191406
1.2307078,512,546.5946090799999,1265.58,0.0036827675,0.30779027938842773,72,147456,147456,-0.002534644,6.4359207,318.238089799881,0.039892577
1.2243282,516,548.1711338900001,1266.22,0.0052877953,0.1628972887992859,73,149504,149504,-0.0037013493,27.01868,322.2375473976135,0.06508789
1.2301772,531,550.87250202,1269.18,0.004459849,0.4440155625343323,74,151552,151552,-0.00027491996,10.547079,326.2026128768921,0.05366211
1.24388,523,553.0825728599999,1266.82,0.0031054493,0.32235628366470337,75,153600,153600,-0.0023055165,23.382048,330.055317401886,0.031933594
1.2551631,510,544.1031174899999,1243.48,0.0033896286,0.3977593183517456,76,155648,155648,-0.00010669059,32.03668,333.97031354904175,0.039404295
1.2673324,492,539.1038117599999,1231.12,0.002586368,0.39531588554382324,77,157696,157696,-0.003539171,33.456867,337.98602056503296,0.021582032
1.2701153,512,523.74346435,1185.95,0.0033970538,0.4545016884803772,78,159744,159744,-0.0029825023,37.290085,342.14445781707764,0.03515625
1.274232,483,497.00368772,1124.16,0.001940074,0.3423387408256531,79,161792,161792,-0.0020812366,41.912865,346.140789270401,0.014746094
