approxkl,n_updates,policy_loss,clipfrac,value_loss,explained_variance,time_elapsed,fps,ep_len_mean,serial_timesteps,policy_entropy,total_timesteps,ep_reward_mean
0.0038903032,674,-0.004578088,0.048779298,19.330297,0.09583115577697754,2959.7169301509857,435,2012.26,1380352,3.892048,1380352,1989.9170449500002
0.0072183646,675,-0.003553581,0.09536133,20.265518,0.0034431815147399902,2964.41827917099,439,2012.26,1382400,3.904245,1382400,1989.8695120700002
0.0038003214,676,-0.004610083,0.046875,3.3104782,0.947467714548111,2969.0865964889526,455,2006.77,1384448,3.9128335,1384448,1984.0924903600003
0.0012164857,677,0.00030652713,0.0041015623,5.283965,0.922572024166584,2973.5827219486237,459,2003.75,1386496,3.9147797,1386496,1980.37493485
0.0034649812,678,-0.0016902148,0.03251953,16.890137,0.44233131408691406,2978.0389215946198,446,2003.75,1388544,3.9095542,1388544,1979.7464217300003
0.003427567,679,-0.0016604938,0.03046875,20.203579,0.22621852159500122,2982.624500274658,444,2003.75,1390592,3.9015598,1390592,1979.10179691
0.0018744661,680,-0.00058280566,0.014160156,20.175253,0.0027999281883239746,2987.229840517044,425,2003.75,1392640,3.902869,1392640,1978.9522189800002
0.0026918761,681,-0.0006271966,0.024902344,20.266878,0.0017750263214111328,2992.0396344661713,432,2003.75,1394688,3.9076877,1394688,1979.0150400599998
0.0030136958,682,-0.0019337252,0.028076172,20.37449,-0.00531160831451416,2996.7804231643677,453,2003.75,1396736,3.905061,1396736,1978.97396257
0.0011578127,683,-0.00051266875,0.0063964846,19.612598,0.037761569023132324,3001.293949365616,453,2003.75,1398784,3.9121315,1398784,1978.3895117599996
0.004108358,684,-0.0015548631,0.04609375,19.17133,0.0843152403831482,3005.805645465851,445,2003.75,1400832,3.9400783,1400832,1977.4846248599995
0.0021499812,685,-0.00038417112,0.020117188,19.984104,-0.0007107257843017578,3010.3987267017365,457,2003.75,1402880,3.9627578,1402880,1976.74295137
0.0018692443,686,-0.00015099627,0.0145019535,19.619633,0.040488362312316895,3014.8803441524506,433,2003.75,1404928,3.9700172,1404928,1976.22046134
0.0028637315,687,-0.0015548521,0.029003907,19.659489,0.03841352462768555,3019.6032359600067,443,2003.75,1406976,3.9744618,1406976,1975.87984658
0.0024687925,688,-0.0016139448,0.02607422,19.026953,0.08756154775619507,3024.223883867264,445,2003.75,1409024,3.9883125,1409024,1975.5425262599997
0.0021281904,689,0.00060664566,0.014404297,10.622772,0.6718339622020721,3028.822058200836,447,2003.64,1411072,3.9953098,1411072,1974.89165524
0.0021270595,690,-0.0001691439,0.014013672,19.004343,0.11570227146148682,3033.396832227707,447,2003.64,1413120,3.9940658,1413120,1974.7110505599996
0.004780454,691,-0.0011345204,0.057275392,20.224613,-0.010102033615112305,3037.9765586853027,439,2003.64,1415168,3.994822,1415168,1974.65660022
0.0017731177,692,-0.00071183895,0.012402344,20.220818,0.009775817394256592,3042.636968612671,435,2003.64,1417216,3.99042,1417216,1974.5925086400002
0.0041316533,693,-0.0018403342,0.047314454,18.751888,0.148068368434906,3047.3372478485107,413,2003.64,1419264,3.9911587,1419264,1974.3612031100001
0.004223096,694,-0.0035515479,0.051123045,20.114141,0.02101898193359375,3052.2881610393524,426,2003.64,1421312,3.9948895,1421312,1974.11730778
0.0036106599,695,-0.0021702962,0.04033203,19.712582,0.0447005033493042,3057.0957629680634,443,2003.64,1423360,3.9950325,1423360,1973.8525274200001
0.0040311287,696,-0.0027192603,0.04921875,18.72327,0.13888174295425415,3061.7100665569305,440,2003.64,1425408,3.999113,1425408,1973.7082399800001
0.0054078023,697,-0.0020855654,0.0703125,19.330248,0.07520556449890137,3066.365914583206,442,2003.64,1427456,4.001619,1427456,1973.58399178
0.00425445,698,-0.0016943815,0.049853515,19.782593,0.038319528102874756,3070.996413707733,454,2003.64,1429504,4.0095887,1429504,1973.3246720799998
0.0010787641,699,0.00031082303,0.0045410157,20.344955,-0.004955410957336426,3075.498430967331,445,2003.64,1431552,4.019898,1431552,1973.3713450599998
0.004293169,700,-0.0021006514,0.04638672,20.274868,-0.001116037368774414,3080.093330860138,434,2003.64,1433600,4.0175257,1433600,1973.5241182499997
0.0052949497,701,-0.003068454,0.061083984,19.321615,0.06797420978546143,3084.8099961280823,423,2003.64,1435648,4.025733,1435648,1973.8312948399998
0.0028876201,702,-0.002854584,0.030029297,20.213846,-0.010619401931762695,3089.6418075561523,452,2003.64,1437696,4.0464764,1437696,1974.30296663
0.002868964,703,-0.0010947373,0.033251952,20.000095,0.01377248764038086,3094.1702682971954,444,2003.64,1439744,4.0654,1439744,1974.5602064799998
0.0037146634,704,-0.0016147697,0.03793945,19.956884,0.013256490230560303,3098.776293039322,438,2003.64,1441792,4.0738425,1441792,1974.7258469199996
0.0060658464,705,-0.0034129291,0.080273435,20.243376,-0.002211451530456543,3103.4442920684814,444,2003.64,1443840,4.07549,1443840,1974.8395593599998
0.002254869,706,-0.0010628174,0.021777343,20.16162,-0.0029839277267456055,3108.051941394806,437,2003.64,1445888,4.071304,1445888,1974.9245393999997
0.0012424643,707,-9.387557e-06,0.0077636717,20.092186,-0.007022738456726074,3112.72905254364,456,2003.64,1447936,4.0745835,1447936,1974.8522797899998
0.0023271143,708,-0.0009342373,0.020458985,20.032791,-0.0003917217254638672,3117.2182834148407,435,2003.64,1449984,4.0923486,1449984,1974.7274925199997
