serial_timesteps,total_timesteps,time_elapsed,fps,value_loss,policy_entropy,policy_loss,clipfrac,n_updates,ep_reward_mean,explained_variance,approxkl,ep_len_mean
61440,61440,156.85484266281128,351,11.820921,1.4735817,-0.0032336172,0.028320312,30,533.8513585641025,-0.038646697998046875,0.0031261668,1559.4615384615386
63488,63488,162.67413783073425,340,9.704524,1.4672315,-0.00417518,0.046533205,31,542.2759456,-0.02624690532684326,0.0041516423,1571.7
65536,65536,168.69235706329346,334,7.2390356,1.4641501,-0.0031633899,0.038427733,32,547.9697976341463,-0.02741682529449463,0.003566359,1583.341463414634
67584,67584,174.81921339035034,340,7.2807207,1.4476066,-0.0019941702,0.024609376,33,554.181955452381,0.11433213949203491,0.0025660556,1594.4285714285713
69632,69632,180.83195519447327,338,7.78185,1.431629,0.0001897517,0.016308594,34,560.1613155581396,0.0022593140602111816,0.0021798078,1605.0
71680,71680,186.88873147964478,339,8.898943,1.4350833,-0.0019092137,0.03334961,35,567.1853744545455,-0.0012972354888916016,0.003067521,1615.090909090909
73728,73728,192.91939163208008,348,6.7613654,1.4381884,-0.0017468284,0.034814455,36,572.7379538888889,0.043344080448150635,0.0033639304,1624.7333333333333
75776,75776,198.7920413017273,352,8.591111,1.4409285,-0.001832566,0.029492188,37,578.8678551086956,0.0159795880317688,0.0030492288,1633.9565217391305
77824,77824,204.59599089622498,339,7.922249,1.4453973,-0.00082766823,0.022900391,38,585.0078560212766,0.024841487407684326,0.0024110873,1642.787234042553
79872,79872,210.6217393875122,346,6.375841,1.4474667,-0.0021496944,0.031542968,39,589.72534125,-0.013374924659729004,0.0030228898,1651.25
81920,81920,216.53650879859924,344,5.6198993,1.4543531,-0.001615234,0.060302734,40,593.488715122449,0.04897761344909668,0.0047272905,1659.3673469387754
83968,83968,222.48636412620544,347,7.075326,1.4571488,0.00034528575,0.030957032,41,598.94268016,0.010340094566345215,0.0029030018,1667.16
86016,86016,228.38094925880432,306,7.086128,1.4465407,-0.0056123817,0.05625,42,604.2119252941177,-0.02701699733734131,0.004944669,1674.6470588235295
88064,88064,235.0642375946045,335,5.35506,1.4343016,-0.0017737113,0.043798827,43,608.3806593076923,0.00514906644821167,0.0039299997,1681.8461538461538
90112,90112,241.17353796958923,363,5.3135757,1.4221332,-0.0038927519,0.05078125,44,612.232224245283,0.013796865940093994,0.0043904157,1688.7735849056603
92160,92160,246.80776262283325,363,6.416803,1.4286752,-0.002869531,0.040039062,45,616.9158194999999,-0.00604093074798584,0.0034223995,1695.4444444444443
94208,94208,252.45030045509338,343,6.3044634,1.4433037,-0.0005819072,0.021679688,46,621.2711598363636,-0.0075495243072509766,0.0023143492,1701.8727272727272
96256,96256,258.4057230949402,353,7.213023,1.4440812,-0.0022282177,0.021826172,47,625.5555715892857,0.010459423065185547,0.002507204,1708.0714285714287
98304,98304,264.19813799858093,359,6.55114,1.440557,-0.0040021962,0.06357422,48,630.2290963157894,0.02764296531677246,0.0049912385,1714.0526315789473
100352,100352,269.8944869041443,356,6.8284745,1.4493911,-0.0038440537,0.047802735,49,634.5510630172414,0.014556467533111572,0.004110966,1719.8275862068965
102400,102400,275.64526176452637,358,4.442776,1.4611167,-0.0025199743,0.03725586,50,637.3288392542372,-0.002811908721923828,0.0034143892,1725.406779661017
104448,104448,281.35729598999023,367,5.1344614,1.4608331,-0.0034459885,0.043896485,51,640.43233755,0.02190077304840088,0.003994777,1730.8
106496,106496,286.92748641967773,367,6.291407,1.4596884,-0.0023800945,0.050585937,52,644.3885916229508,0.06556975841522217,0.0043391692,1736.016393442623
108544,108544,292.49927043914795,335,7.939109,1.4555357,-0.0054111965,0.058154296,53,649.1656123709678,0.0238378643989563,0.004986253,1741.0645161290322
110592,110592,298.6106870174408,365,7.0717363,1.4521526,-0.00070156035,0.021728516,54,653.210278063492,0.07861471176147461,0.0023579565,1745.952380952381
112640,112640,304.2201988697052,368,7.3387628,1.4428151,-0.0032110545,0.031298827,55,657.896402109375,0.05986839532852173,0.003254249,1750.6875
114688,114688,309.78240394592285,379,8.066175,1.4447613,-0.0032503684,0.043603517,56,662.2764324769231,0.04345977306365967,0.0038783408,1755.2769230769231
116736,116736,315.1854455471039,378,9.533464,1.4564241,-0.0013280024,0.02993164,57,667.2878998181819,0.03199934959411621,0.0029115458,1759.7272727272727
118784,118784,320.5926778316498,387,7.7335014,1.4678843,-0.0013819861,0.04248047,58,671.671240597015,0.05864274501800537,0.0037685863,1764.044776119403
120832,120832,325.8719027042389,381,6.9276404,1.4693092,-0.0027360914,0.047021486,59,675.5953224558824,0.08467912673950195,0.0040159416,1768.235294117647
122880,122880,331.24330711364746,400,6.018372,1.4724269,-0.0025888537,0.031152343,60,678.7240535797101,0.1129489541053772,0.0032977767,1772.304347826087
124928,124928,336.3527457714081,411,5.695393,1.469793,-0.0023424772,0.026855469,61,681.8628380285714,0.10375058650970459,0.0027361605,1776.2571428571428
126976,126976,341.325425863266,408,5.729381,1.4678477,-0.003710684,0.03725586,62,684.7812349577465,0.10879659652709961,0.0032790888,1780.0985915492959
129024,129024,346.3373272418976,383,6.5833054,1.4781631,-0.00050511135,0.018798828,63,688.25187425,0.0995132327079773,0.0020823104,1783.8333333333333
131072,131072,351.675523519516,361,5.4884486,1.4831836,-0.0016208865,0.016113281,64,691.1564789589041,0.11804711818695068,0.002157426,1787.4657534246576
133120,133120,357.3434896469116,355,5.096182,1.4764498,-0.0020938884,0.02709961,65,693.4458758648649,0.12464511394500732,0.002887866,1791.0
135168,135168,363.10323762893677,366,4.5196643,1.4742625,-0.0022501822,0.025537109,66,691.1404898133333,0.17848420143127441,0.0027021002,1783.5066666666667
137216,137216,368.69317984580994,344,4.6393995,1.4777602,-0.002565241,0.036328126,67,690.5770180921052,0.2567187547683716,0.0035148642,1780.407894736842
139264,139264,374.6350963115692,389,6.1369615,1.4882438,-0.0029816453,0.029199218,68,692.5463541410255,0.21564459800720215,0.0027969899,1779.9871794871794
141312,141312,379.8951599597931,384,6.40627,1.4987257,-0.00083111646,0.024072265,69,695.6460528227848,0.11693137884140015,0.0026093286,1783.392405063291
143360,143360,385.2277743816376,370,3.4622421,1.502495,-0.00037081318,0.02368164,70,694.3503748375,0.30630868673324585,0.002625058,1778.4125
145408,145408,390.75662899017334,371,5.193656,1.5015738,-0.001641742,0.030419922,71,696.623853308642,0.22944295406341553,0.003056331,1781.7530864197531
147456,147456,396.26885294914246,378,5.04885,1.4960735,-0.0012416304,0.021484375,72,699.3409219390244,0.22161012887954712,0.002464824,1785.0121951219512
149504,149504,401.6810884475708,374,6.595147,1.4911106,-0.0043114973,0.049804688,73,702.4558451566265,0.20567715167999268,0.0042329873,1788.1927710843374
151552,151552,407.1542727947235,381,4.386145,1.4919086,-0.0038995948,0.07382812,74,705.1317815238095,0.15768593549728394,0.0057695564,1791.297619047619
153600,153600,412.52539110183716,445,5.552777,1.4968581,-0.0024257354,0.029833984,75,699.7913235930232,0.21577489376068115,0.003083893,1776.3720930232557
155648,155648,417.1234607696533,406,6.0085855,1.5058553,-0.00066005957,0.023632813,76,702.5960408620689,0.25061923265457153,0.0024841442,1779.5057471264367
157696,157696,422.15834045410156,449,7.094819,1.5103755,-0.0033302791,0.03828125,77,687.7787845333334,0.19558167457580566,0.003552088,1742.0111111111112
159744,159744,426.7124693393707,451,4.487671,1.5103095,-0.002684794,0.034521483,78,687.4227284835165,0.39419567584991455,0.0032087113,1738.3516483516485
161792,161792,431.25066447257996,455,12.712522,1.5153364,-0.003801883,0.040722657,79,659.3177967216494,0.20799899101257324,0.0034286533,1665.701030927835
163840,163840,435.7492415904999,471,7.090895,1.5261151,-0.001220587,0.0296875,80,647.56382387,0.37864208221435547,0.002821697,1634.59
165888,165888,440.09330916404724,483,8.46389,1.5250418,-0.0023295537,0.030908203,81,651.08478961,0.4110639691352844,0.0032248884,1629.54
167936,167936,444.3289968967438,451,10.10256,1.5254261,-0.00360963,0.026220703,82,652.6629553399999,0.3657382130622864,0.0026129186,1621.79
169984,169984,448.8648257255554,425,10.506833,1.5374833,-0.006229555,0.064697266,83,637.2596494500001,0.3882864713668823,0.0053453255,1572.2
172032,172032,453.67439794540405,428,8.54592,1.5423057,-0.003360154,0.028955078,84,609.73577582,0.452728271484375,0.0028591347,1498.59
174080,174080,458.4561402797699,429,7.911554,1.5411228,-0.0032675173,0.011767578,85,593.69221491,0.5058143436908722,0.0016340589,1438.54
176128,176128,463.2226641178131,454,9.484301,1.5488513,-0.0026174865,0.030029297,86,568.0910192399999,0.4073699712753296,0.0029347797,1356.93
178176,178176,467.728080034256,444,12.893558,1.5520952,-0.004430416,0.037158202,87,514.1748832699999,0.4353415369987488,0.0033713751,1213.97
180224,180224,472.33339285850525,445,10.105741,1.5487092,-0.002020105,0.02236328,88,470.65059585999995,0.5448528528213501,0.0027921547,1110.69
182272,182272,476.92976784706116,459,12.454357,1.5462481,-0.0031111883,0.024902344,89,419.60626444,0.4671614170074463,0.0026991172,987.32
184320,184320,481.3869287967682,441,8.055256,1.5514255,-0.003533509,0.03779297,90,377.34845469,0.6978977918624878,0.0032714338,886.01
186368,186368,486.02439188957214,415,5.5364847,1.5707642,-0.0027555036,0.076367185,91,378.52931118999993,0.47959738969802856,0.0058337334,886.01
188416,188416,490.9576802253723,469,7.4761877,1.5793015,-0.0048372857,0.08549805,92,372.14436605,0.48100799322128296,0.0065944055,866.17
190464,190464,495.3226058483124,479,14.354166,1.5843972,-0.0043306653,0.02758789,93,295.44360639,0.4884694218635559,0.0027558848,701.31
192512,192512,499.59683108329773,483,5.1080585,1.5926526,-0.0049303463,0.08647461,94,283.45064893000006,0.67532017827034,0.007228777,672.87
194560,194560,503.83635926246643,458,9.09334,1.5962628,-0.0019510057,0.032714844,95,270.25112298000005,0.4556552767753601,0.0031953081,640.29
196608,196608,508.30323028564453,434,7.692392,1.598275,-0.0023956096,0.032910157,96,244.87558850000002,0.6283656358718872,0.0030694264,582.08
198656,198656,513.0143163204193,467,8.139214,1.6045326,-0.0045568543,0.060009766,97,234.62256129000002,0.613158643245697,0.004885408,558.74
200704,200704,517.395260810852,445,4.0788407,1.6177791,-0.003206725,0.09804688,98,235.39688658,0.4378078579902649,0.007892643,558.74
202752,202752,521.9914186000824,477,6.9672775,1.6264312,-0.0024479837,0.034570314,99,227.39504754,0.5787947773933411,0.0031918879,538.85
204800,204800,526.2823028564453,463,5.285478,1.6313221,-0.0016175205,0.017724609,100,228.34685955,0.41433244943618774,0.00232062,538.85
206848,206848,530.7078678607941,469,6.760421,1.6413825,-0.0023954362,0.02631836,101,230.17919713000003,0.640310525894165,0.0025676077,538.69
208896,208896,535.0676112174988,443,13.218863,1.6553319,-0.0027677484,0.037988283,102,216.12498463,0.5649851560592651,0.0035390842,505.51
210944,210944,539.6877129077911,432,4.033811,1.6705735,-0.005172854,0.05649414,103,214.07650974999996,0.6278533339500427,0.004544684,500.19
212992,212992,544.4240148067474,437,6.785221,1.6856086,-0.0057049543,0.043164063,104,222.7370736,0.4785831570625305,0.0038591344,516.4
215040,215040,549.1058833599091,477,6.453205,1.6925341,-0.0017549688,0.03666992,105,231.55029046999996,0.5650205016136169,0.0034263257,533.0
217088,217088,553.3921875953674,463,6.373204,1.6971853,-0.002076979,0.03339844,106,239.68823566,0.5329493284225464,0.0032337636,548.05
219136,219136,557.8103597164154,489,8.832474,1.7101291,-0.0028449013,0.027197266,107,237.03869114,0.4905328154563904,0.0025634004,541.27
221184,221184,561.9906361103058,424,6.044559,1.7218449,-0.0028430868,0.03334961,108,248.78776980000006,0.6465116739273071,0.0032482692,563.62
223232,223232,566.8148634433746,455,4.44081,1.7190676,-0.0015066782,0.03149414,109,256.18532179,0.6744423508644104,0.0029858658,576.24
225280,225280,571.3140158653259,462,6.268386,1.7157726,-0.00095690077,0.023339843,110,260.6499267,0.5336153209209442,0.0025282498,583.82
227328,227328,575.7450716495514,476,3.902671,1.7155216,-0.0028246606,0.046972655,111,266.82283859,0.6785131692886353,0.0040553883,594.86
229376,229376,580.0394818782806,468,5.1008654,1.7156022,-0.00012266866,0.031835936,112,276.56997916,0.4838562607765198,0.0032306984,612.88
231424,231424,584.4079294204712,469,3.5701814,1.7178907,-0.0032496545,0.046972655,113,279.58629915999995,0.7234830558300018,0.004394683,618.23
233472,233472,588.7718553543091,476,9.102183,1.7230976,-0.003854574,0.058203124,114,292.54409966,0.5027129650115967,0.0046168566,643.17
235520,235520,593.0709369182587,448,6.6167884,1.7296499,-0.0020021284,0.019726563,115,301.81437712999997,0.6280349493026733,0.0025023404,660.09
237568,237568,597.634345293045,454,6.113666,1.7264855,-0.0027898154,0.023242187,116,310.86274174999994,0.6573097407817841,0.0025634852,677.25
239616,239616,602.1370124816895,428,8.535967,1.7175093,-0.0033236432,0.03491211,117,316.73101763,0.6452716886997223,0.0030999773,687.49
241664,241664,606.9223294258118,457,5.1629066,1.7033424,-0.0027317724,0.041503906,118,321.44791519,0.7653305232524872,0.0036987897,695.26
243712,243712,611.3987727165222,463,5.778377,1.7047526,-0.002950651,0.05517578,119,329.94257280000005,0.5077750980854034,0.004750053,710.97
245760,245760,615.8196873664856,486,6.4208384,1.7120224,-0.002567103,0.050683595,120,338.79494179,0.639613002538681,0.004379586,726.9
247808,247808,620.0259208679199,482,7.1710396,1.7080252,-0.0009117078,0.03276367,121,340.04791886,0.5544077157974243,0.003200089,728.67
249856,249856,624.2750577926636,468,5.583288,1.6992471,-0.0009097064,0.05024414,122,348.05398372,0.4750773310661316,0.004515416,743.38
251904,251904,628.6426792144775,439,4.8545814,1.693701,-0.0010038536,0.030419922,123,355.72546463000003,0.4941803216934204,0.0030314666,758.74
253952,253952,633.3019797801971,443,6.657907,1.698048,-0.00065139396,0.024951171,124,364.7943814800001,0.612505704164505,0.0026196358,776.45
256000,256000,637.9166069030762,430,3.9429805,1.6971333,-0.0029948088,0.053857423,125,371.68593923000003,0.6281523704528809,0.004760223,790.12
258048,258048,642.6779329776764,457,8.441884,1.6908798,-0.005628738,0.05419922,126,382.63785553,0.6956165134906769,0.0045631435,811.58
260096,260096,647.1586561203003,459,6.818467,1.6937869,-0.005626535,0.043701172,127,389.66127593,0.7243013083934784,0.0039605917,824.2
262144,262144,651.6171319484711,459,5.6265626,1.6900833,-0.0018863684,0.038476564,128,394.87072442,0.7823616415262222,0.0034681961,833.72
264192,264192,656.0716128349304,465,6.4448295,1.6980184,-0.0021287324,0.019970704,129,399.11561311000014,0.6952567100524902,0.0020576962,841.09
266240,266240,660.4756875038147,464,10.30065,1.7016294,-0.002266173,0.04345703,130,409.89645171000006,0.6940484642982483,0.003968781,861.1
268288,268288,664.881490945816,470,7.2525473,1.7042406,-0.0021640903,0.030517578,131,416.19648014,0.737925261259079,0.0028272853,872.13
270336,270336,669.2378494739532,453,9.242151,1.6991851,0.00025124804,0.038720705,132,422.40128143000004,0.703546017408371,0.0036405723,882.87
272384,272384,673.7502689361572,450,10.530027,1.7052021,-0.0037464588,0.042675782,133,432.55768617,0.7402821481227875,0.0039054542,902.49
274432,274432,678.2984473705292,441,4.951648,1.708785,-0.00027813506,0.073876955,134,435.31294151,0.8631203770637512,0.0061718216,906.82
276480,276480,682.9336519241333,422,6.498123,1.718545,-0.0014012882,0.03491211,135,448.97283347999996,0.7818974107503891,0.0032384235,930.9
278528,278528,687.7870454788208,446,5.224368,1.7231483,-0.0015523467,0.04453125,136,454.50360287,0.8019183576107025,0.0038875253,941.23
280576,280576,692.3735659122467,452,6.7988067,1.7314651,-0.0026468567,0.034179688,137,464.5031081700001,0.8208147883415222,0.0032045331,957.34
282624,282624,696.9045124053955,470,7.8544593,1.7387531,-0.0037954021,0.049951173,138,465.50877993999995,0.7240613400936127,0.0042038327,957.34
284672,284672,701.2563660144806,441,6.9028273,1.7491049,-0.0014654614,0.04736328,139,467.46027165999993,0.8083619028329849,0.0039873905,961.73
286720,286720,705.8913261890411,440,4.659805,1.7508084,-0.0028919042,0.030029297,140,470.92287281999995,0.8251574486494064,0.002942164,968.77
288768,288768,710.5464856624603,461,10.481823,1.7473032,-0.003879649,0.048046876,141,484.67517365,0.7558225840330124,0.0038678672,992.21
290816,290816,714.9836294651031,477,3.723257,1.7497175,-0.0024798324,0.05126953,142,492.99065615000006,0.8632649928331375,0.0043538203,1007.64
292864,292864,719.2777836322784,469,9.834547,1.7596648,-0.004463386,0.07924805,143,503.91873469999996,0.7360668778419495,0.006084544,1027.8
294912,294912,723.6424617767334,444,9.097579,1.7697079,-0.0031318604,0.058251955,144,515.1285991999999,0.7724766284227371,0.0047030426,1045.3
296960,296960,728.253515958786,465,7.9202566,1.7586792,-0.0004997759,0.039404295,145,521.6470377699999,0.7483817636966705,0.0036694477,1053.87
299008,299008,732.658294916153,488,9.344788,1.758391,-0.0018368177,0.03803711,146,533.9985345199999,0.6785458028316498,0.0034681777,1073.74
301056,301056,736.8515558242798,445,5.11224,1.7636788,-0.0025423272,0.050195314,147,530.97340232,0.8388480544090271,0.0041103726,1069.06
303104,303104,741.4479596614838,459,7.4262695,1.7653726,-0.0029057052,0.052490234,148,540.33896555,0.7774612009525299,0.0046202186,1082.28
305152,305152,745.9044110774994,452,9.386791,1.7686033,0.00012768157,0.04477539,149,547.0381839999999,0.741152822971344,0.0041266717,1094.84
307200,307200,750.4276614189148,450,2.0658529,1.7779404,-0.001174523,0.069726564,150,550.7028932,0.9504941143095493,0.0055787144,1101.06
309248,309248,754.9794628620148,451,6.5463333,1.7802665,-0.0044628,0.0359375,151,566.50497724,0.7893228530883789,0.0033851403,1126.91
311296,311296,759.5129082202911,475,10.986883,1.7848845,-0.0048004533,0.037988283,152,566.5324657000001,0.6811317801475525,0.0034352117,1125.98
313344,313344,763.8189702033997,465,4.6288385,1.7938604,-0.0023347912,0.062158205,153,575.8827848400001,0.8459117412567139,0.005198608,1141.83
315392,315392,768.2191300392151,445,4.190194,1.7966658,-0.00042435146,0.04008789,154,573.4341624000001,0.816870391368866,0.0035751243,1135.88
317440,317440,772.8164534568787,399,8.792977,1.7916787,-0.005360412,0.057373047,155,576.16024658,0.8018012791872025,0.004957973,1142.3
319488,319488,777.9375369548798,393,5.3154902,1.7925898,-0.0049329875,0.07011719,156,577.4258899,0.8164398372173309,0.0055749114,1142.3
321536,321536,783.1380567550659,431,6.3684263,1.7900431,-0.0048790737,0.07758789,157,574.1068860400001,0.7299512624740601,0.0060799,1136.19
323584,323584,787.8814418315887,420,9.830828,1.7863371,-0.008568587,0.10883789,158,585.1939195499999,0.7554391771554947,0.009712417,1154.34
325632,325632,792.7525956630707,425,5.669692,1.7853019,-0.0020492135,0.050488282,159,593.6211776399999,0.8039932996034622,0.0044460683,1168.33
327680,327680,797.5688405036926,418,7.2418885,1.7830986,-0.002674595,0.0796875,160,604.08561213,0.8206247836351395,0.0066069267,1186.19
329728,329728,802.4648740291595,416,7.947613,1.7789352,3.8622424e-05,0.05986328,161,616.3793771899999,0.7425647377967834,0.0055124527,1206.07
331776,331776,807.3854598999023,413,8.411726,1.7781172,-0.00041739558,0.041064452,162,628.75374924,0.725577712059021,0.0037064776,1225.93
333824,333824,812.3394248485565,412,13.364604,1.7829863,-0.0037892803,0.05649414,163,633.41222569,0.6469814777374268,0.005199245,1230.63
335872,335872,817.3021037578583,403,4.9105244,1.7791544,-0.00116242,0.044384766,164,635.3167039199999,0.8592564314603806,0.003980082,1231.91
337920,337920,822.3755559921265,414,5.549137,1.7805054,-0.00067741366,0.054394532,165,639.23431145,0.8502340912818909,0.005012154,1237.59
339968,339968,827.3170127868652,439,6.625122,1.784841,-0.0035053738,0.06542969,166,643.8120083399999,0.7924540489912033,0.005357737,1242.82
342016,342016,831.9767272472382,445,8.028929,1.7902552,-0.0048895534,0.06694336,167,653.20376867,0.7557416707277298,0.006129871,1256.55
344064,344064,836.5751566886902,404,9.178428,1.7836756,-0.003038316,0.06435547,168,661.16818384,0.7554890215396881,0.0057865195,1268.96
346112,346112,841.6419823169708,425,6.9102416,1.772517,-0.00022238214,0.04609375,169,667.89479972,0.8400820940732956,0.0040337187,1277.36
348160,348160,846.4526438713074,455,7.3698463,1.7679379,-0.0013270854,0.07783203,170,676.8579707299999,0.8355548530817032,0.006212721,1290.53
350208,350208,850.9539568424225,468,9.679636,1.7601656,0.0017357286,0.066308595,171,687.15815332,0.7521349489688873,0.005511371,1307.12
352256,352256,855.3228466510773,442,16.290846,1.7613453,-0.003500623,0.029638672,172,697.2258921,0.6850183308124542,0.0030185631,1320.1
354304,354304,859.9552502632141,438,7.6169906,1.7492456,-0.0021510448,0.02475586,173,700.6024979,0.7810212522745132,0.0025985725,1324.49
356352,356352,864.6225357055664,425,7.0067863,1.7464857,-0.0016857942,0.07109375,174,702.4755049700001,0.8274914771318436,0.005489331,1324.93
358400,358400,869.431482553482,487,10.357256,1.7578348,-0.0014209821,0.047216795,175,712.4846658000001,0.7557727694511414,0.0041894475,1339.62
360448,360448,873.640127658844,445,14.844757,1.7621473,-0.0022370114,0.042089842,176,715.1895460699999,0.7766875326633453,0.0038100504,1341.49
362496,362496,878.240960597992,462,6.8633766,1.7610619,-0.00492487,0.049121093,177,709.1516504000001,0.8097098618745804,0.0039762817,1330.06
364544,364544,882.6686940193176,502,8.038237,1.7595243,-0.002396236,0.043359376,178,711.83029836,0.8208572417497635,0.0039765565,1332.43
366592,366592,886.745766878128,473,7.482918,1.7549843,-0.004150722,0.049365234,179,714.57928816,0.7981128841638565,0.0041515394,1332.43
368640,368640,891.0696136951447,407,7.3917227,1.7630268,-0.0003021129,0.06416015,180,720.8475305,0.8497835546731949,0.005005979,1341.03
370688,370688,896.1019947528839,400,16.450008,1.7842754,-0.0037015802,0.05053711,181,730.2896121599999,0.6317837834358215,0.004798971,1353.6
372736,372736,901.2111628055573,407,8.3841,1.7883635,-0.0025344258,0.04892578,182,732.9132804599999,0.8191189616918564,0.004212108,1355.96
374784,374784,906.2319228649139,405,6.8410683,1.7893826,0.0006309108,0.08554687,183,737.6835106599999,0.8511665910482407,0.007538119,1362.5
376832,376832,911.2771968841553,398,14.981018,1.811779,-0.00448388,0.07773437,184,744.9006706899999,0.7331833839416504,0.007289092,1371.61
378880,378880,916.4126601219177,409,9.123501,1.8245599,-0.0047650714,0.06088867,185,754.1852786299999,0.7544507831335068,0.0050591524,1384.56
380928,380928,921.4146113395691,400,17.46813,1.8351383,-0.0014566642,0.03017578,186,748.9631517199997,0.6954327821731567,0.002716321,1371.87
382976,382976,926.5261693000793,373,14.281347,1.8468659,-0.0052527934,0.062402345,187,748.1829154599999,0.7563557177782059,0.005639859,1367.39
385024,385024,932.012220621109,392,12.575758,1.8530003,0.0006194389,0.035449218,188,752.7826999499999,0.7630558907985687,0.0033115246,1372.71
387072,387072,937.225691318512,398,11.662014,1.8449914,-0.0045957407,0.04399414,189,739.36144245,0.8139781951904297,0.00400211,1344.53
389120,389120,942.3660769462585,415,14.840063,1.8472824,-0.0019359391,0.051660158,190,747.76732997,0.7223558723926544,0.004515462,1353.79
391168,391168,947.2929005622864,477,6.8766136,1.8454075,-0.0026975458,0.06679688,191,752.69843857,0.8110062032938004,0.00552902,1358.13
393216,393216,951.5782043933868,402,10.111945,1.8447697,0.0010675348,0.06547852,192,760.5762480999999,0.7211657464504242,0.00583995,1369.24
