#{"t_start": 1747905880.3026104, "env_id": null}
r,l,t
1370.766556,2049,5.437241
130.364723,331,6.237863
1360.59661,2049,10.986274
1316.649874,2049,15.491719
125.577493,328,16.098315
1398.003291,2049,20.339874
413.869793,850,22.036826
346.209417,748,24.603343
1320.32036,2049,29.146094
1321.182507,2049,33.459005
1342.837999,2049,37.954973
1379.574562,2049,42.327247
1315.475555,2049,46.658739
270.853655,581,47.751884
287.867614,598,48.818094
1305.495795,2049,53.166915
100.405944,296,53.737095
100.343623,294,54.344986
1376.158873,2049,58.722982
182.047517,406,60.061249
79.554328,228,60.499916
253.743526,518,61.576007
1304.650091,2049,65.648726
1324.796853,2049,69.757081
212.132069,445,70.587017
1365.35889,2049,74.794283
157.585254,365,75.440746
116.115203,305,76.438353
77.608781,224,76.942871
83.534891,230,77.377182
150.089276,363,77.994317
1359.881068,2049,82.155561
118.312075,306,82.728415
1301.629512,2049,87.066511
1372.876545,2049,92.302958
159.179403,370,92.94497
1378.922284,2049,97.26304
129.553059,321,97.93281
129.480792,328,98.97382
120.463718,322,99.723671
1331.501263,2049,103.78728
72.172727,222,104.229972
1229.013791,1887,107.987653
86.11452,235,108.416256
76.890298,224,108.82821
76.905142,221,109.194277
1356.441403,2049,113.202312
76.678757,228,113.61445
74.882472,221,114.004817
198.889723,428,115.100379
1392.427212,2049,119.173892
1348.938142,2049,123.236963
327.082233,694,124.570549
1387.412572,2049,128.831093
74.965436,228,129.266593
284.877413,604,130.451368
118.24629,325,131.064982
74.467994,229,131.876444
1320.229363,2049,137.943346
1315.323251,2049,142.91168
1314.777954,2049,147.145946
1340.063347,2049,151.502368
1351.22168,2049,155.768816
82.382356,240,156.212071
1328.334286,2049,160.522367
82.406456,241,161.033826
801.236337,1355,163.628375
75.438826,235,164.399449
79.031223,240,164.857001
1286.503964,2049,169.071259
92.129539,259,169.671186
868.679372,1436,172.602688
1351.178026,2049,176.856316
76.555805,237,177.391436
88.369386,247,177.904919
1137.252816,1820,181.746134
82.53404,241,182.298536
77.396902,239,182.832864
94.458642,260,183.400264
140.853528,356,184.12435
1298.843426,2049,188.54219
1340.856713,2049,193.036225
78.067573,240,193.538892
830.596004,1383,196.793348
79.891935,247,197.278335
99.81564,269,197.781668
1288.821249,2049,201.860794
90.990018,268,202.5
73.524103,240,203.329834
94.882614,273,203.857371
1287.226729,2049,207.874876
1056.562438,1734,211.112814
1352.066502,2049,215.488327
959.582774,1512,218.706983
1195.700038,1810,222.691092
1012.671459,1595,226.127371
84.326722,250,226.611014
97.011921,267,227.12323
508.499464,957,229.307191
724.17734,1206,231.85817
450.004373,809,233.790555
1293.326292,2049,238.075811
845.181295,1373,240.797754
1336.216019,2049,245.158692
1294.289621,2049,249.641856
85.230902,253,250.178782
1266.788689,2049,254.850629
1319.493471,2049,259.379114
1169.100366,1860,263.749565
1346.737206,2049,268.005893
261.538446,501,269.197333
291.506104,573,270.172979
1353.143144,2049,274.301908
1328.703815,2049,278.404902
1338.094533,2049,282.587758
978.163787,1545,285.778334
813.454869,1343,288.224725
789.004455,1248,290.645171
505.287983,889,292.320082
1331.927831,2049,296.441666
1375.258916,2049,300.806026
223.944835,460,302.138914
1005.014248,1586,305.33886
726.852855,1196,308.266576
761.865694,1226,310.822709
641.296465,1117,313.551851
1332.673625,2049,318.02333
1359.032091,2049,322.400695
1024.494591,1644,326.039365
212.690516,447,326.938133
1355.502567,2049,331.423589
1355.518138,2049,335.771215
1372.948429,2049,340.059386
1327.541,2049,344.401224
452.091448,804,345.952344
1301.79546,2049,350.169018
402.030012,747,352.068291
255.476154,523,353.168377
1356.523534,2049,357.463375
1378.531761,2049,362.05138
1373.105826,2049,366.444281
529.268421,910,368.118439
210.918199,447,369.290246
1355.735401,2049,373.575595
1370.045197,2049,377.754875
1358.732961,2049,381.984812
1358.764101,2049,386.270993
1399.166033,2049,390.546047
1359.85752,2049,394.70258
1359.364056,2049,399.048625
1318.259608,2049,403.416952
80.042845,240,403.855806
1367.771216,2049,408.191161
1345.84583,2049,412.256836
1292.490704,2049,416.539186
1324.602694,2049,421.096218
1343.253321,2049,425.455381
256.587722,582,426.648358
252.566655,575,427.670593
83.061869,251,428.487188
1343.83915,2049,432.553112
1344.742042,2049,436.837346
1342.845453,2049,441.004416
85.669313,242,441.493684
1314.24565,2049,445.716211
1324.409619,2049,450.047728
73.706926,224,450.483761
353.038704,711,452.07707
1363.97304,2049,456.112001
83.487968,239,456.608095
82.88021,240,457.06052
92.268322,257,457.656758
1321.564917,2049,462.05815
1362.819649,2049,466.193494
1398.131298,2049,470.329596
80.142377,237,471.065014
1378.069327,2049,475.566692
1331.823557,2049,480.120321
1356.097289,2049,484.178625
1351.965394,2049,488.530458
578.811646,988,490.413741
1372.035237,2049,494.642639
975.640275,1450,497.772353
1350.503376,2049,501.927969
1354.416647,2049,505.987245
1394.311514,2049,510.215051
1378.069817,2049,514.485986
1366.75542,2049,519.56699
92.36172,250,520.135581
201.754874,427,520.970164
1424.291257,2049,525.391828
1381.268448,2049,529.598965
89.3282,251,530.146686
89.356501,243,530.68903
79.933191,233,531.174967
1371.735563,2049,535.451029
1360.05883,2049,540.133996
1361.430689,2049,544.420861
1346.544713,2049,548.628893
1176.473801,1774,552.58049
1372.373545,2049,556.640033
456.061645,803,558.521911
912.516718,1457,561.257479
1403.681933,2049,565.658074
210.109873,436,566.872211
812.900317,1282,569.22794
338.226904,650,570.785908
1399.815338,2049,575.111489
818.561095,1287,577.443097
343.274703,698,579.202812
673.29394,1098,581.375043
479.874826,871,583.435095
429.952527,783,584.996571
1001.25223,1591,588.592842
269.366842,539,589.647289
1256.798618,1888,593.748042
857.393675,1337,596.680681
626.403503,1054,598.700633
271.569533,543,599.66313
421.183178,760,601.545631
1405.490467,2049,605.633036
972.22207,1469,608.562849
1414.322386,2049,612.932539
1412.543894,2049,617.059299
1463.446104,2049,621.368906
847.469356,1351,624.33984
1401.984799,2049,628.643833
1460.727983,2049,632.803894
269.883983,535,633.808209
295.215429,569,635.261588
328.004797,594,636.409451
1362.039497,2049,640.589003
1384.795366,2049,644.953431
265.446292,533,645.87242
1402.431089,2049,649.940225
489.315427,869,651.995627
1350.642646,2049,656.487354
1367.625358,2049,660.933663
214.621337,443,661.767879
675.533622,1143,663.890557
1364.118977,2049,668.159227
95.374777,263,668.691645
557.138882,964,670.839142
1055.588295,1650,674.235397
201.590858,430,675.051302
1194.730996,1834,678.785455
1087.493319,1643,682.055427
583.712664,1041,683.862752
1237.147501,1978,688.226928
466.595856,864,690.328653
1361.518719,2049,694.480813
1381.277971,2049,698.862808
1307.55533,2049,703.773661
1420.836732,2049,708.975949
1429.115137,2049,713.946395
430.661901,794,715.417434
1442.657753,2049,719.973051
388.20227,714,721.421444
610.754735,1043,723.73032
772.086844,1283,726.16504
