policy_loss,n_updates,time_elapsed,policy_entropy,clipfrac,explained_variance,total_timesteps,value_loss,serial_timesteps,fps,approxkl,ep_len_mean,ep_reward_mean
-0.0035741446,146,629.9213345050812,3.0381196,0.0362793,0.7783249318599701,299008,20.125734,299008,483,0.0034172642,1464.19,942.4359310700003
-0.006753543,147,634.1570460796356,3.0453558,0.049316406,0.7783600389957428,301056,17.92635,301056,474,0.0048748488,1450.86,932.9862025000002
-0.0045618466,148,638.4755506515503,3.044247,0.038964845,0.783770352602005,303104,11.717555,303104,487,0.0035723993,1450.86,933.0514160900001
-0.004879256,149,642.6736834049225,3.0496585,0.030566406,0.7811408042907715,305152,17.64833,305152,485,0.0029134469,1435.7,922.54893838
-0.0035417047,150,646.8946437835693,3.0543132,0.06923828,0.8516345918178558,307200,9.639858,307200,495,0.0058803475,1448.15,932.05233479
-0.0074753463,151,651.0317769050598,3.0525317,0.0496582,0.8929749876260757,309248,5.7550445,309248,465,0.0049424465,1436.35,923.9275344599998
-0.0038642697,152,655.4321794509888,3.0625906,0.07543945,0.8522684425115585,311296,9.751449,311296,451,0.006248408,1449.37,933.4136607999999
-0.0041557383,153,659.9671878814697,3.0684857,0.042236328,0.7219433188438416,313344,24.514744,313344,488,0.003946067,1439.51,926.08614948
-0.0046933787,154,664.1604657173157,3.0694394,0.05625,0.8290068209171295,315392,14.438032,315392,483,0.004475587,1433.04,921.6573445500002
-0.004960189,155,668.3988907337189,3.0630069,0.04350586,0.9239586144685745,317440,5.539706,317440,486,0.0038702344,1438.21,925.1195513800001
-0.0067364364,156,672.6113204956055,3.0590682,0.040380858,0.8016948997974396,319488,16.350704,319488,489,0.0036944367,1418.03,910.43353693
-0.0043066647,157,676.7976388931274,3.0634868,0.036035158,0.937498427927494,321536,4.219618,321536,510,0.0033813524,1415.88,908.79351728
-0.00047044535,158,680.8074460029602,3.074802,0.024365235,0.8621393889188766,323584,11.275202,323584,502,0.0024009696,1401.74,897.92627577
-0.0022136704,159,684.8805916309357,3.0910869,0.03701172,0.8699349611997604,325632,7.1084685,325632,455,0.0034543942,1401.03,896.69917558
-0.005175985,160,689.373343706131,3.0923336,0.053125,0.917297787964344,327680,4.387068,327680,487,0.004353828,1389.18,887.7714935800001
-0.0023995212,161,693.5771291255951,3.0910406,0.06894531,0.8038840889930725,329728,11.520978,329728,473,0.0062350747,1389.18,888.2040846900002
-0.0029137207,162,697.9003822803497,3.1028318,0.06987305,0.8535722643136978,331776,8.797976,331776,414,0.005849825,1407.27,901.21643595
-0.0045221536,163,702.8361711502075,3.109618,0.055371094,0.831126406788826,333824,11.402233,333824,391,0.0048115035,1407.27,900.61427709
-0.002035756,164,708.0633709430695,3.1114097,0.058251955,0.7865894585847855,335872,12.087176,335872,417,0.0050919345,1407.27,901.36418611
-0.0042574536,165,712.9731287956238,3.099692,0.03725586,0.8098706305027008,337920,17.412487,337920,452,0.0036113907,1394.72,893.7910225100001
-0.004241119,166,717.5026488304138,3.0878003,0.064501956,0.8300085216760635,339968,17.764963,339968,463,0.005205184,1396.04,896.1012123099999
-0.0049419156,167,721.9197769165039,3.0810094,0.039648436,0.8522104769945145,342016,12.843866,342016,488,0.0035860252,1411.04,906.57334286
-0.0044678333,168,726.1114737987518,3.0764832,0.033837892,0.8424327969551086,344064,9.355909,344064,487,0.0032921918,1411.04,906.76267179
-0.0044129905,169,730.313410282135,3.071774,0.027001953,0.8237737417221069,346112,16.505272,346112,465,0.0027665892,1389.12,891.0994135200001
-0.003933846,170,734.712776184082,3.0577397,0.075,0.8122444301843643,348160,11.006218,348160,482,0.006188452,1389.12,891.9285424100001
-0.004488255,171,738.9584000110626,3.0499246,0.04482422,0.9395394176244736,350208,4.6814027,350208,478,0.0040478874,1384.18,888.8756973300001
-0.0020774712,172,743.241334438324,3.05483,0.04863281,0.8550675511360168,352256,9.271482,352256,507,0.0042505423,1402.43,901.91310488
-0.0062132482,173,747.2808730602264,3.057714,0.074804686,0.6909453868865967,354304,13.459071,354304,466,0.006129118,1415.81,911.8320050799999
-0.00300505,174,751.6736018657684,3.0682786,0.053759765,0.7879178375005722,356352,12.587385,356352,406,0.0043240413,1415.81,912.1999560500002
-0.0016430204,175,756.7065765857697,3.0812147,0.06147461,0.8455331772565842,358400,9.734691,358400,398,0.0050804107,1433.91,925.1606598500002
-0.0040322025,176,761.8464992046356,3.0966141,0.040625,0.8214762359857559,360448,10.99314,360448,416,0.003791953,1452.0,937.9835601899999
-0.003425784,177,766.7670297622681,3.1032636,0.07783203,0.7852200567722321,362496,12.346165,362496,452,0.0064537637,1469.92,950.8670316800001
-0.006541977,178,771.2945241928101,3.1036947,0.05913086,0.8639676421880722,364544,10.33313,364544,467,0.004886549,1469.92,951.43059432
-0.007239959,179,775.6749153137207,3.1128585,0.08647461,0.8258026689291,366592,15.755816,366592,496,0.008378251,1451.84,937.4579311899998
-0.0015637368,180,779.798989534378,3.1282048,0.054736327,0.7713913172483444,368640,13.386429,368640,472,0.004640556,1469.96,950.3370414599999
-0.0020716267,181,784.1370596885681,3.1228445,0.045214843,0.7511163055896759,370688,13.040448,370688,457,0.004156621,1469.96,950.15860172
-0.0036654763,182,788.6178951263428,3.1093802,0.04926758,0.8139975517988205,372736,10.76781,372736,462,0.0044407183,1469.96,950.07902703
-0.0030776279,183,793.0482337474823,3.0972714,0.04824219,0.8368603736162186,374784,10.322499,374784,457,0.0044488753,1469.96,950.8321599
-0.0040156627,184,797.5240094661713,3.092194,0.06987305,0.8138693869113922,376832,10.846259,376832,452,0.005598121,1469.96,951.27779851
-0.0064062225,185,802.0519187450409,3.1042218,0.047460936,0.8254618048667908,378880,16.098614,378880,482,0.0048189564,1462.27,945.42628784
-0.0027231292,186,806.2982666492462,3.1070092,0.056884766,0.8326433300971985,380928,10.690583,380928,495,0.004528351,1468.26,949.3475052499998
-0.005115385,187,810.4296522140503,3.1088765,0.10019531,0.7895375490188599,382976,9.526001,382976,479,0.007829413,1468.26,948.4857821299998
-0.0022909357,188,814.7050247192383,3.1124988,0.04799805,0.8519207835197449,385024,12.19113,385024,469,0.004159366,1468.26,949.8111757099998
-0.0037712338,189,819.06476521492,3.104808,0.06430664,0.7314473688602448,387072,12.305618,387072,472,0.006592179,1468.26,948.92773628
-0.0021832143,190,823.4043755531311,3.098088,0.05493164,0.8770978599786758,389120,9.088392,389120,463,0.0055403607,1461.64,943.70766028
-0.0032010295,191,827.8252441883087,3.0841537,0.06669922,0.8715829700231552,391168,10.541699,391168,482,0.0055023707,1461.64,944.5143694600001
-0.0028071564,192,832.0677816867828,3.077677,0.047167968,0.8068670779466629,393216,11.13438,393216,510,0.0046507632,1479.63,957.7408211800002
-0.0030062122,193,836.0769982337952,3.0803888,0.07851563,0.7402736246585846,395264,11.702623,395264,493,0.008602539,1495.85,968.91500806
-0.0042712963,194,840.2272284030914,3.0924199,0.11743164,0.8082928508520126,397312,9.453191,397312,474,0.008590312,1495.85,967.4626712100002
-0.0032797721,195,844.5425982475281,3.092401,0.042285156,0.9102741777896881,399360,5.531024,399360,421,0.0037060003,1490.37,963.64426361
-0.004019963,196,849.3998980522156,3.0829854,0.05024414,0.8265279531478882,401408,10.778769,401408,485,0.0040817084,1508.35,976.1743518100001
-0.004280404,197,853.620523929596,3.0776267,0.06323242,0.7932457029819489,403456,12.892133,403456,487,0.006303492,1526.41,988.8826478399999
-0.0037006414,198,857.8200161457062,3.0769894,0.052490234,0.813482865691185,405504,11.723285,405504,493,0.004503711,1544.57,1002.0622502699998
-0.0014330191,199,861.974662065506,3.0876896,0.066259764,0.8168286830186844,407552,13.3748,407552,489,0.0058418945,1544.57,1002.42852327
-0.0058173197,200,866.1574215888977,3.094057,0.043310545,0.7970589697360992,409600,13.499855,409600,486,0.0037728783,1544.57,1003.2558198799999
-0.004286296,201,870.366447687149,3.0876963,0.021289062,0.8496100008487701,411648,11.713889,411648,467,0.0023667528,1544.57,1003.7417867699999
-0.006644751,202,874.7491471767426,3.081034,0.06171875,0.8226300179958344,413696,11.409002,413696,492,0.00516382,1544.57,1004.5480547699999
-0.002535151,203,878.9077394008636,3.0841188,0.05678711,0.8342387974262238,415744,11.418026,415744,464,0.0048357625,1547.32,1007.14382796
-0.007339033,204,883.3141515254974,3.069489,0.072753906,0.8177343010902405,417792,17.220928,417792,474,0.0072742095,1540.94,1002.92789476
-0.003019799,205,887.6345775127411,3.0555234,0.058935545,0.807986244559288,419840,14.320772,419840,472,0.005018589,1546.86,1008.16527821
-0.0048179794,206,891.968770980835,3.040042,0.074560545,0.8423887491226196,421888,9.984306,421888,458,0.0064668357,1546.86,1008.4964877699998
-0.0011656433,207,896.4366619586945,3.0233712,0.07373047,0.7929040193557739,423936,11.124224,423936,467,0.0062367558,1562.99,1020.3668064799999
-0.0068253176,208,900.8144180774689,3.0278893,0.04433594,0.8603899031877518,425984,12.997269,425984,457,0.0042289402,1567.49,1023.4136114299998
-0.0061432472,209,905.2938742637634,3.0332334,0.095019534,0.8267578482627869,428032,9.987432,428032,465,0.007916694,1567.49,1022.9151694799999
-0.0037289984,210,909.6927325725555,3.0298545,0.062841795,0.8293321877717972,430080,10.219545,430080,447,0.0050433157,1575.11,1029.27398119
-0.0009011178,211,914.2720263004303,3.0415626,0.042041015,0.8097483068704605,432128,19.137339,432128,469,0.0037579662,1582.05,1035.8682302099999
-0.007907222,212,918.6301317214966,3.0638204,0.05234375,0.8686313927173615,434176,17.783152,434176,486,0.0043885717,1562.23,1022.8638020899999
-0.0022550798,213,922.8380103111267,3.0846555,0.04272461,0.8532436043024063,436224,18.642412,436224,444,0.003923721,1553.48,1017.4069909399998
-0.005700285,214,927.4413540363312,3.099448,0.047265626,0.8572117537260056,438272,17.359768,438272,500,0.0039119814,1550.32,1016.17147745
-0.0043932637,215,931.5345003604889,3.103626,0.04951172,0.8556725978851318,440320,9.654177,440320,510,0.005114517,1533.95,1004.0371555300001
-0.0035275042,216,935.5480959415436,3.0997536,0.053027343,0.8097410202026367,442368,19.667282,442368,478,0.004389879,1533.28,1003.6810198000001
-0.0047671506,217,939.83016705513,3.107163,0.06552734,0.7679919600486755,444416,23.793034,444416,500,0.005645899,1517.07,991.76636375
-0.007827398,218,943.9223308563232,3.1208043,0.052441407,0.8499540686607361,446464,21.123426,446464,463,0.0045556445,1470.15,957.59291032
-0.004661984,219,948.3439435958862,3.1358535,0.026464844,0.8717499673366547,448512,17.465805,448512,484,0.0027133566,1458.9,950.3285381200002
-0.0028567621,220,952.571426153183,3.1367395,0.040136717,0.7864518314599991,450560,13.120413,450560,466,0.0037264195,1458.9,950.9812562599999
-0.003500495,221,956.9586427211761,3.1320968,0.02841797,0.9111403375864029,452608,9.970337,452608,496,0.0029198257,1459.34,951.2938755299999
-0.00075443793,222,961.0870094299316,3.12883,0.03769531,0.7978977560997009,454656,11.6606655,454656,494,0.0034205958,1471.14,960.40116987
-0.004216935,223,965.2258048057556,3.1345472,0.03491211,0.8147305846214294,456704,20.473307,456704,469,0.0031047992,1442.7,939.9650842600001
-0.0042814184,224,969.5848877429962,3.1447947,0.038085938,0.8697158843278885,458752,20.2048,458752,494,0.0034263015,1418.49,924.5729390600001
-0.0031182098,225,973.7263610363007,3.1434908,0.027636718,0.8048711121082306,460800,19.727167,460800,505,0.002685458,1400.56,912.22035183
-0.0035135814,226,977.7816109657288,3.1445193,0.034228515,0.8971432000398636,462848,16.475672,462848,492,0.0032960153,1373.46,895.0223858800001
-0.008267324,227,981.9417498111725,3.153995,0.060595702,0.9181935414671898,464896,5.8016157,464896,469,0.005123289,1375.76,897.5469541100001
-0.006867565,228,986.3070297241211,3.1508,0.06748047,0.7525507807731628,466944,24.124308,466944,486,0.0058026896,1365.32,890.8896964700001
-0.0051786676,229,990.5209715366364,3.146171,0.051074218,0.8677435666322708,468992,12.768611,468992,499,0.004368509,1340.55,872.90239646
-0.0035656714,230,994.6216537952423,3.1462064,0.03305664,0.8672717809677124,471040,12.558568,471040,472,0.003117113,1333.49,867.5682241099998
-0.0035922218,231,998.9567337036133,3.1619282,0.066503905,0.7680289894342422,473088,15.541095,473088,405,0.005471526,1333.49,866.97532005
