total_timesteps,serial_timesteps,time_elapsed,approxkl,policy_loss,ep_reward_mean,n_updates,ep_len_mean,explained_variance,clipfrac,fps,policy_entropy,value_loss
397312,397312,1450.4239201545715,0.00363291,-0.0017028693,377.7636990699999,194,803.37,0.7717529237270355,0.035449218,276,1.754022,5.9866047
399360,399360,1457.825211763382,0.0028988742,-0.0013866852,384.01810420999993,195,815.83,0.7402571141719818,0.027685547,288,1.7494196,9.5014
401408,401408,1464.9142079353333,0.0047889813,-0.0040540094,382.76805114,196,812.81,0.7391147315502167,0.057128906,281,1.7480272,12.4273815
403456,403456,1472.1937789916992,0.0031977766,-0.00090391014,385.70920236000006,197,817.4,0.7259140908718109,0.031933594,285,1.755414,12.37845
405504,405504,1479.3758931159973,0.0043724095,-0.0071422285,389.0908312700001,198,822.63,0.7563689053058624,0.049853515,280,1.7660036,14.6537
407552,407552,1486.6724274158478,0.0059509436,-0.001998181,396.93532883000006,199,840.52,0.4186573624610901,0.07397461,278,1.7816614,5.2366176
409600,409600,1494.0144186019897,0.0033426802,-0.0007184996,399.29512116,200,844.45,0.767061173915863,0.03803711,277,1.7907155,9.277948
411648,411648,1501.404363155365,0.0023917272,-0.0018012186,404.57145706000006,201,854.64,0.8491629660129547,0.020947266,275,1.7924688,6.9235115
413696,413696,1508.8322870731354,0.004530355,-0.0027048083,409.57752518000007,202,863.9,0.7938349395990372,0.047705077,279,1.791098,8.468931
415744,415744,1516.150601387024,0.0031253272,-0.0013077693,411.0756850000001,203,865.69,0.8772092759609222,0.03378906,271,1.799571,6.4401464
417792,417792,1523.6812942028046,0.0024861086,-0.0036216509,408.69332715999997,204,860.82,0.7242990136146545,0.025488282,276,1.796818,14.931134
419840,419840,1531.0757682323456,0.005488631,-0.0037111347,409.78395149999994,205,860.66,0.9286376312375069,0.062304687,287,1.7980874,3.9517474
421888,421888,1538.189245223999,0.0022523222,-0.0010801958,412.31692527,206,865.72,0.7743328213691711,0.018896485,282,1.8053318,7.187603
423936,423936,1545.439749956131,0.0039906353,-0.0042166645,409.71019592000005,207,859.88,0.7610920667648315,0.045898438,271,1.8122737,10.445838
425984,425984,1552.981330871582,0.0072195167,-0.0032253254,409.18679991000005,208,857.48,0.8723538219928741,0.08154297,271,1.8003069,3.650793
428032,428032,1560.5193638801575,0.004396487,-0.004933735,395.43409015,209,826.98,0.7463273704051971,0.05024414,285,1.7954762,13.27532
430080,430080,1567.6974606513977,0.0032886316,-0.0011615419,402.72135618999994,210,839.92,0.8580666929483414,0.03149414,291,1.8000638,3.2284112
432128,432128,1574.7202644348145,0.00280756,-0.00065221946,400.94632111999994,211,835.41,0.6413868069648743,0.027734375,283,1.8029664,10.118358
434176,434176,1581.9512300491333,0.0036984324,-0.0040218597,402.0854939499999,212,835.7,0.8159391582012177,0.041894533,276,1.8083518,7.716461
436224,436224,1589.3484489917755,0.0073154136,-0.00456432,404.70064162,213,834.47,0.7100383043289185,0.07631836,278,1.8043696,5.987283
438272,438272,1596.7012586593628,0.003083589,-0.0047747055,397.70939034,214,817.27,0.586092084646225,0.032910157,292,1.796038,8.970339
440320,440320,1603.6970655918121,0.0064058155,-0.0060016597,396.00092602000007,215,814.02,0.5324898064136505,0.07680664,290,1.7962723,20.490995
442368,442368,1610.7402119636536,0.0019519288,-0.0018731605,383.01815326,216,784.76,0.7569464594125748,0.015771484,288,1.7967684,7.9826975
444416,444416,1617.8387203216553,0.0027010448,-0.0025152785,373.24903621,217,760.82,0.7925093919038773,0.029248048,285,1.7952735,12.166998
446464,446464,1625.0064125061035,0.004471617,-0.0044340985,374.76329272000004,218,760.82,0.5936096012592316,0.055859376,286,1.7951651,6.050615
448512,448512,1632.1474831104279,0.0069442005,-0.0046091,371.16742701,219,753.88,0.920314833521843,0.08637695,289,1.7947689,1.4005516
450560,450560,1639.2337262630463,0.0026824824,-0.0021272902,372.5404801899999,220,753.12,0.8019734770059586,0.024853516,279,1.7959801,6.891932
452608,452608,1646.5731647014618,0.0039770375,-0.0011795142,372.8012599,221,753.12,0.7160107791423798,0.047265626,281,1.790527,6.7408037
454656,454656,1653.853503704071,0.006366829,-0.0074284486,374.7505302,222,755.9,0.8541057854890823,0.075732425,288,1.7720404,4.0288663
456704,456704,1660.9579396247864,0.0014968796,-0.0015873602,382.64852252000003,223,770.9,0.7654388397932053,0.011962891,282,1.7680928,11.633737
458752,458752,1668.1991367340088,0.0057531768,-0.002595116,386.68724132999995,224,778.38,0.8350734561681747,0.035253905,286,1.7734168,7.054873
460800,460800,1675.3376908302307,0.0031178126,-0.00073504186,382.85215353,225,772.25,0.8640651404857635,0.028564453,288,1.7660844,6.455162
462848,462848,1682.4421110153198,0.005433459,-0.0042285817,392.62267208000003,226,788.63,0.7956850528717041,0.06547852,289,1.7488515,5.7073874
464896,464896,1689.522100687027,0.0038350758,-0.004518461,397.6851248600001,227,798.09,0.9269114509224892,0.04082031,291,1.7391777,2.3774734
466944,466944,1696.538034915924,0.0049228426,-0.0021690456,391.84378626,228,785.66,0.8942873254418373,0.061279297,286,1.7345566,6.2155204
468992,468992,1703.6849195957184,0.0077955895,-0.0075645326,399.38768443999993,229,800.12,0.8028188496828079,0.086035155,291,1.7375948,7.418821
471040,471040,1710.7154304981232,0.0032248844,-0.0052710567,398.30105860000003,230,798.24,0.8155861645936966,0.031884767,289,1.7443762,11.933916
473088,473088,1717.795930147171,0.004649236,-0.0063242107,399.7526752699999,231,801.04,0.8725770562887192,0.05214844,288,1.7450838,7.909959
475136,475136,1724.903930425644,0.004150509,-0.0034451815,399.50752479000005,232,800.37,0.944404873996973,0.046289064,282,1.74326,3.7921448
477184,477184,1732.1611413955688,0.0041633807,-0.002557951,406.96902251000006,233,815.12,0.7260162234306335,0.044921875,282,1.7434986,10.905756
479232,479232,1739.4102919101715,0.0055927527,-0.007867205,398.31694680999993,234,797.92,0.8979427590966225,0.06323242,287,1.7537591,6.2887897
481280,481280,1746.5422704219818,0.002933409,-0.001221862,400.7589794499999,235,802.51,0.7845760136842728,0.028857421,289,1.7561762,9.977434
483328,483328,1753.627953529358,0.0035577812,-0.0046642465,410.4858395,236,819.12,0.8263770937919617,0.036816407,288,1.7583668,13.014918
485376,485376,1760.7382371425629,0.0032301587,-0.0005450287,413.62249621999996,237,825.02,0.7917246967554092,0.03378906,286,1.7619503,11.112193
487424,487424,1767.881706237793,0.0037284952,-0.0035214778,414.88183918999994,238,826.59,0.8864119574427605,0.037890624,279,1.7516006,6.5852637
489472,489472,1775.2065026760101,0.0075761983,-0.0055722287,425.10547369,239,844.2,0.739342212677002,0.09355469,280,1.7388318,9.224609
491520,491520,1782.5135736465454,0.0036537615,-0.0022852195,430.49982449000004,240,854.05,0.9433961994946003,0.041308593,288,1.7362026,4.9191732
493568,493568,1789.6075024604797,0.004959564,-0.0030434234,427.56045961,241,844.03,0.804858073592186,0.06069336,279,1.7415234,13.365158
495616,495616,1796.9462640285492,0.003400822,-0.0032606919,428.14311620999996,242,844.21,0.8826189339160919,0.039160155,285,1.7564008,8.332914
497664,497664,1804.132836818695,0.0032586828,-0.0027546834,423.95184830000005,243,834.53,0.8784810453653336,0.0340332,289,1.7602005,8.346432
499712,499712,1811.219497203827,0.0035924788,-0.0017886462,425.67949619,244,837.5,0.8369367271661758,0.042578124,294,1.7652591,13.112978
501760,501760,1818.1852390766144,0.003667893,-0.0028615822,432.43110482000003,245,848.63,0.9320498928427696,0.036474608,282,1.7651936,2.8690767
503808,503808,1825.4410603046417,0.0061748885,-0.003501344,431.85520040999995,246,847.44,0.9174902439117432,0.07080078,292,1.7417734,6.852707
505856,505856,1832.4530391693115,0.004927086,-0.0034928913,431.92454403999994,247,847.32,0.8430677056312561,0.056103516,295,1.7274128,12.774578
507904,507904,1839.3877065181732,0.0034748062,-0.0019570973,424.54311220000005,248,832.18,0.8389880955219269,0.0328125,290,1.7225869,12.285046
509952,509952,1846.444935798645,0.004528207,-0.0043493286,425.72410790000004,249,829.87,0.8236026614904404,0.05214844,290,1.7181402,9.707815
512000,512000,1853.4833405017853,0.004914076,-0.0053024366,426.4537750799999,250,830.86,0.8619138896465302,0.05708008,278,1.713228,4.8243985
514048,514048,1860.8401622772217,0.0045901407,-0.0054199398,421.69270062,251,821.68,0.7811271101236343,0.05595703,287,1.7140614,13.663653
516096,516096,1867.954839706421,0.0035290632,-0.0026650736,424.2347078700001,252,824.17,0.943882405757904,0.037988283,286,1.7168522,4.741
518144,518144,1875.1161465644836,0.0038310613,-0.0047119465,420.21480892,253,817.47,0.9255930930376053,0.042919923,282,1.7151966,6.2503066
520192,520192,1882.3632628917694,0.005022968,-0.0059691644,416.14063525,254,808.03,0.8772110715508461,0.05732422,292,1.7306963,10.052266
522240,522240,1889.3671457767487,0.004191114,-0.0029451875,416.16370321999995,255,808.13,0.8631699085235596,0.04736328,294,1.741732,10.142458
524288,524288,1896.3123683929443,0.0067782328,-0.0019278318,411.16600700999993,256,799.61,0.7701460272073746,0.07319336,296,1.750202,11.453235
526336,526336,1903.2176442146301,0.0032422796,-0.0012409755,395.05291291000003,257,766.81,0.9691857863217592,0.034960937,281,1.7603878,3.0153022
528384,528384,1910.5065972805023,0.003501935,-0.0026905122,378.61516013,258,733.51,0.8265464603900909,0.037109375,287,1.7653024,10.712478
530432,530432,1917.633397102356,0.0033746525,-0.0043002027,381.6603321,259,738.91,0.9683729484677315,0.036572266,287,1.7553289,2.0301511
532480,532480,1924.7520561218262,0.0047803884,-0.0069863177,373.36469045000007,260,723.2,0.889243021607399,0.05126953,288,1.7601902,7.791602
534528,534528,1931.854371547699,0.0037706564,-0.0032870367,362.03900013,261,704.1,0.8476843982934952,0.04194336,275,1.7755884,11.360144
536576,536576,1939.2978148460388,0.0046065585,-0.0036804597,363.87431788000004,262,707.51,0.8610889166593552,0.04824219,249,1.7746683,8.996848
538624,538624,1947.518517255783,0.0060034497,-0.0031991322,357.23107084,263,694.83,0.9268640577793121,0.07749023,266,1.7781947,4.7764287
540672,540672,1955.2135672569275,0.0060985014,-0.0036183284,364.20815687999993,264,706.56,0.8405739665031433,0.07915039,276,1.7847846,11.659887
542720,542720,1962.6303133964539,0.0047746757,-0.0009316559,371.3529159499999,265,721.12,0.3054150938987732,0.05605469,233,1.7902025,9.944254
544768,544768,1971.3987669944763,0.0029774592,-0.0026468304,374.15708053000003,266,724.78,0.7600174397230148,0.03149414,246,1.8062279,18.104485
546816,546816,1979.6978693008423,0.0037653265,-0.0023093452,372.3555511600001,267,721.38,0.7808652520179749,0.042041015,247,1.8102529,12.883446
548864,548864,1987.977567434311,0.0030525273,-0.0032122403,383.19852571,268,739.9,0.8335574269294739,0.033154298,220,1.8068259,9.661787
550912,550912,1997.2741692066193,0.004015737,-0.0005746352,383.51136393,269,738.54,0.7721025347709656,0.03930664,262,1.7988789,10.193003
552960,552960,2005.0687146186829,0.0029944947,-0.0018677237,383.42769458,270,737.5,0.8906797766685486,0.028710937,260,1.7909768,9.11083
555008,555008,2012.9409251213074,0.0033050932,-0.005781246,373.27818978000005,271,718.62,0.8140478581190109,0.0375,277,1.8012323,11.85857
557056,557056,2020.3090462684631,0.0068464987,-0.009971799,377.39495971,272,725.83,0.9585123360157013,0.087646484,264,1.8108866,2.305614
559104,559104,2028.0592393875122,0.0033129111,-0.0022474572,384.37913481000004,273,737.98,0.9618850983679295,0.03413086,266,1.8163563,3.400188
561152,561152,2035.7412016391754,0.002684912,-0.0042929975,384.11775779000004,274,738.03,0.8787619322538376,0.02602539,265,1.8156294,6.513723
563200,563200,2043.4414222240448,0.0025732438,-0.00209495,374.3455857299999,275,720.24,0.7601706236600876,0.025683593,262,1.8155934,18.191391
565248,565248,2051.24196600914,0.004855734,-0.0019989626,378.11768728000004,276,726.5,0.7396968305110931,0.055615235,264,1.8144827,14.452098
567296,567296,2058.974426984787,0.0031834666,5.7314835e-05,380.25711566000007,277,729.28,0.7005684971809387,0.031347655,274,1.8061411,18.33672
569344,569344,2066.4249396324158,0.0048248908,-0.0034337796,384.75032457000003,278,738.1,0.9613710641860962,0.053955078,273,1.7881893,2.477067
571392,571392,2073.9250123500824,0.0020449036,0.00044115452,392.90277631000004,279,751.83,0.8478241264820099,0.020361328,273,1.7864866,6.645733
573440,573440,2081.423993587494,0.00218736,0.00017522523,394.6862880499999,280,754.69,0.8263784050941467,0.021777343,261,1.7788799,12.127926
575488,575488,2089.2713725566864,0.006318069,-0.0015728436,393.6342833699999,281,752.23,0.8410641998052597,0.072070315,256,1.762983,9.720245
577536,577536,2097.2636680603027,0.0041141524,-0.0031530696,395.46614922000003,282,755.49,0.7941831052303314,0.046582032,261,1.7406839,12.302041
579584,579584,2105.0989379882812,0.005112575,-0.0033873569,399.69679826,283,762.52,0.7972061634063721,0.06303711,275,1.7348406,11.113853
581632,581632,2112.5235574245453,0.0034712846,-0.0025770778,401.05842258000007,284,763.91,0.758617714047432,0.03754883,273,1.7316736,14.016774
583680,583680,2120.0127823352814,0.0024553244,-0.0010360746,405.03599587,285,770.66,0.87261962890625,0.025,277,1.7326523,9.458073
585728,585728,2127.398735523224,0.0075550987,-0.004166765,409.3072683899999,286,777.57,0.8474806249141693,0.0925293,278,1.7262987,10.496749
587776,587776,2134.7444744110107,0.00512154,-0.0057240706,404.85380893,287,768.39,0.8299286514520645,0.058789063,279,1.7311049,13.454103
589824,589824,2142.0843443870544,0.0028635361,-0.002876021,397.47255141,288,754.09,0.796970933675766,0.026806641,277,1.7353275,13.662549
591872,591872,2149.4564628601074,0.0038414258,-0.003033788,395.24272641000005,289,750.67,0.7978142499923706,0.04375,270,1.7344987,8.469122
593920,593920,2157.0213344097137,0.0030823585,-0.0031620893,397.041392,290,753.01,0.8128970712423325,0.033984374,280,1.7385647,13.029323
595968,595968,2164.321545124054,0.0040747947,-0.0027269463,397.53701028,291,754.79,0.8802602142095566,0.04736328,267,1.7424829,7.6761093
598016,598016,2171.981969833374,0.005145057,-0.0048546325,397.4934893099999,292,753.39,0.8636444807052612,0.06269531,282,1.7468665,11.400642
600064,600064,2179.23672747612,0.0042570783,-0.0040000584,392.9876947499999,293,745.01,0.8510266840457916,0.044384766,277,1.7600467,10.867557
602112,602112,2186.6269290447235,0.0013357673,-0.0009338743,397.80829807999993,294,751.75,0.8682171553373337,0.010791016,270,1.7701085,9.493499
604160,604160,2194.2031548023224,0.0037742506,-0.0027264399,392.8003390900001,295,740.86,0.8574119210243225,0.041503906,265,1.7725527,12.219032
606208,606208,2201.932551383972,0.0049076257,-0.002277424,396.63228070000014,296,747.29,0.8464767634868622,0.0574707,284,1.7753038,10.252147
608256,608256,2209.129787683487,0.0048771673,-0.002509349,393.64895881000007,297,739.67,0.8887817785143852,0.054101564,284,1.7583878,7.052404
610304,610304,2216.3257896900177,0.005644266,-0.006146655,391.07081451,298,733.08,0.7281495034694672,0.06748047,289,1.7568907,19.015337
612352,612352,2223.391395330429,0.0033953376,0.00019547122,397.65463704,299,744.27,0.8066644817590714,0.03564453,287,1.7629001,7.126668
614400,614400,2230.507714033127,0.0060173115,-0.00400336,398.07929523000007,300,744.27,0.9366472288966179,0.06962891,287,1.7591797,2.1884372
616448,616448,2237.6400969028473,0.005780302,-0.0017910603,403.7856167200001,301,753.89,0.8000428974628448,0.06147461,297,1.7397573,10.579466
618496,618496,2244.5225479602814,0.0046815174,-0.001627241,398.29264487,302,741.81,0.786541149020195,0.054052733,291,1.7243513,11.694874
620544,620544,2251.5506587028503,0.002658297,-0.004065382,399.68233281,303,744.79,0.8831483647227287,0.025,283,1.727745,7.5055876
622592,622592,2258.7766292095184,0.002677981,-0.0037441805,394.7472043099999,304,736.99,0.8043974190950394,0.027685547,283,1.7357124,8.839936
624640,624640,2265.9956188201904,0.0016685745,-0.0004999049,388.79708661999996,305,727.11,0.8092942088842392,0.010791016,281,1.7408924,12.545545
626688,626688,2273.272525548935,0.003843898,0.000106152635,387.5284937,306,724.37,0.8634451627731323,0.043066405,286,1.7412819,11.013854
628736,628736,2280.4188797473907,0.006708099,-0.008034493,385.22969868,307,718.82,0.7647770941257477,0.083544925,277,1.7430191,12.983417
630784,630784,2287.7986307144165,0.0036601033,-0.0030553383,386.0893604300001,308,719.45,0.7635587751865387,0.04018555,290,1.7438663,11.991936
632832,632832,2294.841427564621,0.0035704342,-0.003245545,382.15986671999997,309,711.44,0.8229370564222336,0.03793945,288,1.7465527,11.254096
634880,634880,2301.9449837207794,0.0043227635,-0.0029277033,386.30854604,310,719.73,0.8105929493904114,0.045410156,286,1.7440046,11.511963
636928,636928,2309.091892004013,0.0051775593,-0.0057502654,384.77518376,311,717.56,0.8754569962620735,0.061669923,294,1.7491697,5.913016
638976,638976,2316.05517244339,0.0033466027,-0.0025822134,385.68457845999995,312,718.78,0.8924030959606171,0.03251953,289,1.7510469,5.6651406
641024,641024,2323.1366448402405,0.004556497,-0.0062495978,385.42766092,313,717.67,0.7803190350532532,0.05253906,288,1.7452753,11.762625
643072,643072,2330.2372238636017,0.0046019647,-0.0012464329,381.16914854999993,314,710.56,0.8274115473031998,0.055078126,286,1.7413216,8.333283
645120,645120,2337.3978958129883,0.0049517984,-0.0021003662,383.03704466999994,315,712.6,0.8504913598299026,0.05703125,294,1.741065,8.200937
647168,647168,2344.357083797455,0.003109651,-0.0010433057,386.9922731599999,316,719.11,0.8909676149487495,0.033154298,289,1.7367569,6.394955
649216,649216,2351.439108133316,0.007006922,-0.004465073,385.0850403999999,317,716.13,0.9205643385648727,0.08681641,286,1.726004,3.5282624
651264,651264,2358.5889389514923,0.003596997,-0.0033973765,393.34583086,318,729.91,0.7691432535648346,0.038720705,286,1.7171843,8.206003
653312,653312,2365.73913025856,0.0050257007,-0.0015830118,403.4160444500001,319,745.07,0.8707495927810669,0.054638673,282,1.7166827,6.598839
655360,655360,2372.988463163376,0.008913924,-0.0038697384,409.0654521599999,320,757.33,0.6784201860427856,0.10219727,281,1.7101368,7.125052
657408,657408,2380.254421234131,0.009562823,-0.0043306844,417.01166605,321,773.34,0.64665287733078,0.11767578,285,1.7097445,6.553679
659456,659456,2387.425820827484,0.0026700445,-0.0020517528,421.0247256600001,322,780.61,0.8425726592540741,0.027636718,292,1.7081684,8.031696
661504,661504,2394.439250230789,0.0046139224,-0.0042183567,424.71573060000014,323,786.89,0.7014505863189697,0.05625,296,1.712285,8.68371
663552,663552,2401.3460986614227,0.0036602728,-0.0029914328,427.99996464,324,791.27,0.8866942077875137,0.040283203,291,1.7171221,6.248432
665600,665600,2408.3762097358704,0.0042691217,-0.005017584,434.71942269,325,803.37,0.7040759921073914,0.047509767,293,1.7237165,12.7676115
667648,667648,2415.3531782627106,0.003864772,-0.006887605,441.76745555,326,815.81,0.8786836564540863,0.045410156,292,1.7269264,4.716113
669696,669696,2422.347245693207,0.0028852662,-0.0029528548,448.88698321000004,327,828.32,0.820215106010437,0.03046875,291,1.7197073,8.227866
671744,671744,2429.3840215206146,0.003587395,-0.0067509175,453.53468291999997,328,836.23,0.7818677723407745,0.03754883,274,1.7128252,13.079628
673792,673792,2436.837943792343,0.0036645315,-0.002126557,456.38348617,329,841.19,0.8880872055888176,0.039746094,286,1.7049754,3.8574224
675840,675840,2443.99627494812,0.0038708367,0.00028005446,465.88035726000004,330,855.88,0.8267612308263779,0.043945312,283,1.6967589,10.257592
677888,677888,2451.2176790237427,0.0055261315,-0.0023142477,474.84786692,331,870.09,0.8060922771692276,0.05673828,289,1.6938798,7.6620264
679936,679936,2458.285312652588,0.006624804,-0.0054361424,484.43317443000007,332,885.62,0.8330799043178558,0.07714844,302,1.6802061,7.8982363
681984,681984,2465.060732603073,0.007693159,-0.006490669,489.1798410100001,333,893.29,0.8036488592624664,0.09379883,296,1.6861947,7.0657196
684032,684032,2471.960657596588,0.0063790055,-0.0063377777,499.66248547000004,334,908.73,0.7508125752210617,0.0715332,293,1.7066534,9.691603
686080,686080,2478.929687023163,0.003649762,-0.0023825322,510.28334372999996,335,926.56,0.6998761594295502,0.039404295,294,1.7146642,8.173096
688128,688128,2485.8745081424713,0.0040029273,-0.004288467,510.6472418899999,336,925.9,0.9138600900769234,0.044433594,284,1.7174454,3.5213635
690176,690176,2493.068293571472,0.0034505613,-0.0009493331,517.2351663899999,337,934.53,0.8145420402288437,0.035253905,288,1.7151976,6.952685
692224,692224,2500.155379295349,0.0063783103,-0.0049813795,535.55070017,338,963.14,0.8503411412239075,0.07143555,298,1.7081785,8.875495
694272,694272,2507.014716863632,0.0029467633,-0.0026071572,544.7533347899999,339,977.21,0.7516105622053146,0.030322265,289,1.7106518,13.256335
696320,696320,2514.091611146927,0.0030475878,-0.0019400067,547.6630013999999,340,981.82,0.835610955953598,0.032714844,285,1.7098534,5.9301157
698368,698368,2521.2761199474335,0.0048150187,-0.0020626227,554.61543689,341,993.33,0.8121541291475296,0.057275392,276,1.7165934,6.9706955
700416,700416,2528.673129081726,0.0064410754,-0.007389733,562.6239949499999,342,1006.99,0.7825375646352768,0.0815918,291,1.7279276,12.768164
702464,702464,2535.703186273575,0.0044348342,-0.004517899,574.4872346899999,343,1025.44,0.797835648059845,0.051220704,288,1.7449284,11.159797
704512,704512,2542.809821844101,0.0059907623,-0.007135694,578.38815217,344,1031.45,0.80381840467453,0.072949216,282,1.7585207,5.698608
706560,706560,2550.0607974529266,0.004832457,-0.001941344,585.12965394,345,1042.44,0.7831858098506927,0.059179686,284,1.7692934,11.094286
708608,708608,2557.2617993354797,0.0057566897,-0.0013048747,596.2305771300001,346,1060.35,0.5879428684711456,0.070410155,294,1.7738936,10.072685
710656,710656,2564.2101912498474,0.0071722763,-0.0018217564,601.4586056,347,1068.33,0.8301558047533035,0.08632813,285,1.7758121,7.5130167
712704,712704,2571.371968984604,0.002826762,-0.0035931836,613.26690792,348,1086.39,0.7747493982315063,0.029443359,283,1.7968509,11.970125
714752,714752,2578.604449748993,0.005484124,-0.0034617693,621.03797366,349,1099.62,0.803300604224205,0.06669922,284,1.8019949,7.928366
716800,716800,2585.8006641864777,0.006217572,-0.0059405025,627.13773224,350,1108.11,0.7096956372261047,0.08071289,285,1.7995592,14.9557495
718848,718848,2592.9840936660767,0.0053251074,-0.0037957453,636.0889608299999,351,1122.01,0.7234720885753632,0.06113281,277,1.8007549,7.604956
720896,720896,2600.3553369045258,0.0033722774,-0.0037953039,639.3972103799999,352,1127.05,0.7896023988723755,0.039013673,286,1.798295,8.210017
722944,722944,2607.495710849762,0.00434544,-0.003227063,644.1904316299999,353,1134.16,0.7164313793182373,0.051367186,290,1.7991714,10.938585
724992,724992,2614.555148124695,0.0064421697,-0.0039876634,653.23650426,354,1147.84,0.6570419073104858,0.07851563,293,1.7939688,9.854361
727040,727040,2621.5383422374725,0.00660936,-0.0022380347,664.6787110999999,355,1166.07,0.8519390821456909,0.0746582,284,1.7928711,6.732145
729088,729088,2628.7286117076874,0.0051994314,-0.0040639685,666.82060005,356,1169.83,0.8243371397256851,0.059228517,290,1.8118112,5.860226
731136,731136,2635.7901890277863,0.0050310353,-0.0014073441,678.925116,357,1188.95,0.8446147292852402,0.058496095,291,1.8233513,6.8137045
733184,733184,2642.810072183609,0.0060451506,-0.0019210667,682.3541131,358,1192.77,0.7050728499889374,0.07216797,280,1.8318946,8.393409
735232,735232,2650.1189637184143,0.0036418817,0.00042209905,683.47268739,359,1192.77,0.8100048005580902,0.039208986,291,1.8378302,7.059078
737280,737280,2657.1408972740173,0.004962229,-0.0033995577,693.76031489,360,1207.23,0.7481822073459625,0.060839843,293,1.8313109,13.651108
739328,739328,2664.1308755874634,0.0055106855,0.000723021,701.78934405,361,1218.51,0.7819864898920059,0.06503906,291,1.8255249,7.9484596
741376,741376,2671.161017894745,0.004369621,-0.003016022,710.9887370299999,362,1232.06,0.7342698276042938,0.04897461,283,1.8249432,9.781573
743424,743424,2678.390733718872,0.0051522325,-0.0051606284,721.3200028499999,363,1247.2,0.6965661644935608,0.05722656,286,1.8304014,15.412908
745472,745472,2685.5355763435364,0.0058185025,-0.003650492,731.0870116899999,364,1262.02,0.7308282852172852,0.07260742,284,1.8346173,7.629359
747520,747520,2692.7409057617188,0.004326928,0.000394374,738.6780301599997,365,1273.2,0.7489144206047058,0.04902344,287,1.8314712,8.307824
749568,749568,2699.8567247390747,0.0051907348,-0.0054534255,736.5297763599997,366,1268.12,0.7819950431585312,0.056347657,289,1.8188388,8.184766
751616,751616,2706.937325000763,0.006567584,-0.0038223688,746.9514123599998,367,1283.09,0.6805778741836548,0.07905273,288,1.8080206,10.741265
753664,753664,2714.041323661804,0.005305442,-0.0070577627,755.05164211,368,1297.52,0.7469527423381805,0.06367187,285,1.8034105,7.9157043
755712,755712,2721.2191865444183,0.0069365664,-0.00558539,763.8665642300001,369,1313.06,0.7451409101486206,0.07944336,286,1.8051735,7.7689934
757760,757760,2728.360518217087,0.0047323615,-0.0012235768,774.04599173,370,1328.64,0.7409566640853882,0.054345705,289,1.8003991,9.888853
759808,759808,2735.4455559253693,0.0044154646,-0.0053809388,778.7355221600001,371,1335.84,0.7771250754594803,0.049560547,287,1.7986834,7.902818
761856,761856,2742.572149515152,0.008181456,-0.006200255,789.4638345400001,372,1352.79,0.6816970705986023,0.099658206,288,1.8169975,10.328857
763904,763904,2749.665288925171,0.008237435,-0.0058276905,799.75984229,373,1367.76,0.7402627170085907,0.10541992,289,1.837627,10.269407
765952,765952,2756.747559785843,0.007438143,-0.0053367624,808.6814427900001,374,1381.4,0.6557518541812897,0.087451175,272,1.8469543,7.6335783
768000,768000,2764.265124797821,0.006648758,-0.002829811,816.12142737,375,1393.12,0.7546186298131943,0.075732425,288,1.8567797,7.929933
770048,770048,2771.3740944862366,0.006235223,-0.004346972,825.5491069399999,376,1406.75,0.7294444441795349,0.08041992,286,1.8636822,8.832668
772096,772096,2778.512004137039,0.006231539,-0.0039993725,837.9094343799999,377,1425.29,0.6554271280765533,0.07832031,283,1.8636467,9.1130085
774144,774144,2785.7469878196716,0.004460524,0.00053069054,839.19147044,378,1425.29,0.7625744938850403,0.05131836,287,1.8624747,10.164415
776192,776192,2792.872737646103,0.007124136,-0.0026950515,849.27375317,379,1440.19,0.6833808124065399,0.089941405,290,1.861977,9.325079
778240,778240,2799.9141862392426,0.0074224407,-0.0019467156,858.05621824,380,1453.32,0.7252587080001831,0.09404297,288,1.866823,9.664282
780288,780288,2807.013719558716,0.0058084154,-0.00014710441,869.694388,381,1470.09,0.6116259098052979,0.07285156,274,1.8714088,12.455927
782336,782336,2814.464228630066,0.0059948056,-0.0026281956,878.47333081,382,1483.62,0.7451116144657135,0.07333984,288,1.8783947,11.156207
784384,784384,2821.568365097046,0.0036234527,-0.00022254605,888.02242139,383,1499.23,0.7090096473693848,0.042675782,290,1.8826987,10.770461
786432,786432,2828.6220932006836,0.0031890038,-0.002894434,897.7077828599998,384,1513.15,0.7477917373180389,0.034082033,283,1.8817202,9.395483
788480,788480,2835.850980758667,0.0052104364,-0.00017735844,904.4239629799999,385,1522.83,0.6596806347370148,0.06391601,287,1.8925148,10.408272
790528,790528,2842.9718248844147,0.003930618,-0.0016332401,915.4825984999999,386,1538.74,0.7453658580780029,0.04375,283,1.902087,9.855536
792576,792576,2850.1853969097137,0.005872496,-0.005467077,919.7295295699998,387,1543.95,0.588632196187973,0.06728516,280,1.8915783,10.860924
794624,794624,2857.479257583618,0.0038792554,-0.002671047,930.5159837299999,388,1560.44,0.754869356751442,0.043261718,286,1.8803933,9.1685505
796672,796672,2864.61669754982,0.0053636776,-0.0075942785,937.9621370200001,389,1570.62,0.7427667677402496,0.062353514,289,1.8848135,8.765891
798720,798720,2871.684908390045,0.0045760674,-0.00067665917,948.2900245399998,390,1586.58,0.7165723443031311,0.055566408,284,1.8935242,7.744254
