#{"t_start": 1745512284.355138, "env_id": null}
r,l,t
1788.075586,2049,10.038214
1871.397656,2049,20.079261
1851.081641,2047,30.925976
1861.64082,2048,41.822987
174.934961,317,45.011724
1625.731445,1866,54.973766
1639.421875,1913,64.77965
1889.327734,2048,77.363253
117.6125,284,80.87681
1566.501953,1764,90.690248
1884.932813,2048,101.653259
1846.751367,2048,112.609772
1833.48125,2048,123.398986
1881.553125,2048,134.045715
1860.725586,2048,144.872775
206.492383,402,148.773959
369.628516,605,153.593031
123.710156,274,156.752968
280.673828,514,160.843333
114.062305,253,164.003378
1838.507227,2048,174.824214
1850.423242,2048,185.477386
1895.357813,2048,196.041193
1885.832227,2048,206.872322
176.323242,375,210.417029
128.373242,291,213.690014
1194.715234,1382,221.921619
1524.357227,2048,232.527674
288.844336,522,236.589123
1373.150781,1526,244.846037
1804.405078,2048,255.356853
1865.619531,2048,265.42418
1896.044141,2048,275.96068
285.063477,513,279.938242
1379.16543,1535,287.496563
1884.415234,2048,298.034534
1857.063281,2048,308.653304
1851.689648,2048,318.811348
1852.533984,2048,328.854673
1870.001367,2048,339.461681
1870.614062,2048,349.333035
239.063281,469,352.875291
1408.75957,1579,361.343798
194.514648,356,364.405388
1462.312109,1692,374.024784
1896.101172,2048,384.126959
1859.5,2048,394.63925
1863.567969,2048,405.223742
1868.892383,2048,415.340863
206.087891,365,418.407392
1506.330469,1683,427.881287
1897.676563,2048,438.477189
147.151758,298,441.736444
142.842578,295,445.005156
1252.570898,1455,453.141964
211.6,375,456.185408
1490.395703,1673,465.51483
263.488086,515,469.185534
1351.901953,1533,477.396909
1843.288867,2048,488.020433
309.207422,484,491.587735
293.191992,494,495.55261
244.080273,479,499.844844
235.348438,455,502.950603
51.227148,136,505.595036
1895.002539,2048,517.535803
1898.812109,2048,527.694937
238.829687,463,531.767782
236.031641,405,535.17154
249.272656,481,539.293311
522.308008,709,543.961273
245.012305,420,547.20577
568.35918,916,552.979757
567.003516,702,558.106509
1867.725391,2048,568.923497
1867.625195,2048,579.536438
1790.152539,2048,590.344753
1854.532617,2048,601.10305
1857.694531,2048,611.446785
456.759961,696,616.42282
1342.204102,1607,625.691877
138.907617,287,628.62081
1334.844922,1506,637.53511
312.993945,508,641.957865
1364.134766,1540,650.562788
1858.004102,2048,661.01205
482.110156,793,666.475963
137.656836,289,669.363599
750.898047,966,675.636085
1868.629492,2048,686.415552
1903.255078,2048,697.248591
125.960547,279,700.348881
1577.192773,1769,710.24433
1893.017188,2048,720.987262
1899.575,2048,731.619886
1829.648242,2048,742.524388
1868.325586,2049,753.335669
398.590234,648,757.964619
1236.772461,1399,766.299101
1905.572461,2048,777.114833
236.016211,441,780.966934
1393.72207,1607,789.533783
1803.70625,2048,800.155946
1850.522461,2048,810.851152
1903.785547,2049,821.366165
233.299609,396,824.724141
1520.360352,1651,833.755257
1898.782812,2048,844.422699
241.667773,445,848.213673
1461.416602,1603,857.270315
317.700586,517,861.598066
1397.515625,1531,870.216752
212.633398,418,873.968143
1486.987891,1630,882.877807
1859.565234,2048,893.442763
252.611914,467,897.722161
1405.368164,1581,906.3529
1826.638086,2048,917.20051
1886.701172,2048,927.786704
1868.179102,2048,938.37986
1860.376953,2048,949.249448
159.448438,306,952.276292
