value_loss,fps,clipfrac,approxkl,time_elapsed,serial_timesteps,policy_loss,policy_entropy,total_timesteps,explained_variance,n_updates,ep_reward_mean,ep_len_mean
1.1653999,517,0.05698242,0.0049995766,1.6689300537109375e-06,2048,-0.0075445906,3.9795136,2048,0.9663384519517422,1,,
2.0857491,545,0.068798825,0.00559803,3.9547417163848877,4096,-0.0069483793,3.956417,4096,0.9686014465987682,2,1268.381406,2049.0
2.7537787,554,0.03564453,0.0033496383,7.708688259124756,6144,-0.005102149,3.9499512,6144,0.9525778219103813,3,1352.4332100000001,2049.0
5.529931,553,0.04042969,0.0038324525,11.405532598495483,8192,-0.004400975,3.9373615,8192,0.9011123180389404,4,1365.1523953333335,2049.0
24.202358,529,0.030029297,0.0029934114,15.104862451553345,10240,-0.0022226155,3.9255238,10240,0.8148416727781296,5,817.4459972857143,1286.0
27.997837,528,0.037353516,0.0035271149,18.972350597381592,12288,-0.004861648,3.9249291,12288,0.7292831540107727,6,725.1326539999999,1155.1
14.599783,558,0.07358398,0.006079306,22.84464383125305,14336,-0.010376089,3.9220748,14336,0.7511178404092789,7,784.0212230909091,1236.3636363636363
11.24758,528,0.06328125,0.0050681746,26.513341188430786,16384,-0.005288749,3.9177184,16384,0.8349355012178421,8,832.8520610833333,1304.0833333333333
22.52989,516,0.021435548,0.0021328873,30.386723279953003,18432,-0.0028831023,3.924916,18432,0.8123050928115845,9,776.3183855999999,1222.9333333333334
7.0213966,548,0.02709961,0.0026872582,34.35280728340149,20480,-0.0034465124,3.9308345,20480,0.9126750603318214,10,735.3565254375,1165.125
28.044031,539,0.045654297,0.0038751878,38.08753776550293,22528,-0.0042198007,3.93882,22528,0.7720740884542465,11,675.8655013,1075.1
12.52461,538,0.021923829,0.0023219262,41.88503360748291,24576,-0.0020010215,3.9511483,24576,0.8266488611698151,12,709.2015832857143,1121.4761904761904
15.427895,557,0.033251952,0.0032671206,45.6887104511261,26624,-0.0029833235,3.94498,26624,0.7458688318729401,13,736.4337418636363,1163.6363636363637
25.361828,527,0.04135742,0.003658953,49.36283826828003,28672,-0.004029052,3.938047,28672,0.8303788751363754,14,685.9761466538462,1094.0
11.400868,530,0.09394531,0.007935026,53.24275755882263,30720,-0.0041549774,3.934297,30720,0.7330542206764221,15,706.1527771851851,1129.3703703703704
6.8472,512,0.052441407,0.0045582415,57.102100133895874,32768,-0.0038757143,3.9365108,32768,0.8320991396903992,16,685.0938895357142,1099.357142857143
23.19905,552,0.056396484,0.0047552437,61.10027050971985,34816,-0.0059336033,3.937524,34816,0.7387762665748596,17,668.7868574193549,1084.0967741935483
11.725019,538,0.025,0.0023587472,64.80644607543945,36864,-0.0042461315,3.9356418,36864,0.8080933392047882,18,688.943244,1114.25
14.523737,532,0.044970702,0.0041026087,68.60679650306702,38912,-0.0034933134,3.9221413,38912,0.813124343752861,19,710.5579250909091,1142.5757575757575
8.162924,538,0.034863282,0.0037463096,72.45437717437744,40960,-0.0036738715,3.9011235,40960,0.8679237961769104,20,724.2880222058824,1161.5294117647059
14.1224,535,0.032958984,0.0030474383,76.25579142570496,43008,-0.0033341995,3.891489,43008,0.8865162283182144,21,724.7522149722223,1160.5
12.417135,535,0.058935545,0.00493367,80.08288073539734,45056,-0.004563031,3.8894794,45056,0.845357745885849,22,742.3217901081083,1184.5135135135135
14.15135,517,0.05654297,0.005937916,83.90552163124084,47104,-0.0056416094,3.8979099,47104,0.8693018704652786,23,743.761491871795,1182.923076923077
12.263062,533,0.02734375,0.0023139883,87.85985088348389,49152,-0.0017861068,3.9015765,49152,0.8180713951587677,24,759.9951779500001,1204.575
18.091259,549,0.03642578,0.0035416842,91.69567632675171,51200,-0.0024894732,3.8964107,51200,0.8274915814399719,25,761.8686872857144,1207.7142857142858
18.027237,499,0.06328125,0.0052170893,95.43748497962952,53248,-0.00095742923,3.8965523,53248,0.7627133578062057,26,757.8199138181818,1206.1363636363637
12.630914,531,0.046728514,0.0042569437,99.53608441352844,55296,-0.0021373476,3.9071743,55296,0.8931815922260284,27,715.4117080638298,1146.1063829787233
11.466565,514,0.07861328,0.006477982,103.38791608810425,57344,-0.005247362,3.9205673,57344,0.7616100162267685,28,726.5661684583333,1164.9166666666667
20.93304,539,0.03671875,0.003135677,107.37031054496765,59392,-0.002938962,3.9297535,59392,0.7543805688619614,29,715.108955509804,1153.5098039215686
24.600012,528,0.050830077,0.0041489336,111.16713094711304,61440,-0.005187477,3.9426544,61440,0.8075125515460968,30,704.0155136851853,1137.037037037037
10.823419,517,0.021191407,0.002084142,115.0395028591156,63488,-0.0024205043,3.9534345,63488,0.8560549020767212,31,716.2059142,1153.6181818181817
5.106209,529,0.037597656,0.003288615,118.99778127670288,65536,-0.003618801,3.9521947,65536,0.9397652074694633,32,705.2430826071429,1137.875
17.71539,500,0.04057617,0.0034636077,122.8674829006195,67584,-0.003781223,3.9590778,67584,0.8695106655359268,33,696.8655747966102,1123.915254237288
13.24854,545,0.051953126,0.0046053636,126.9558777809143,69632,-0.009208353,3.9715314,69632,0.8083645701408386,34,708.118294,1139.3333333333333
14.440546,555,0.045166016,0.003859653,130.70981121063232,71680,-0.004426274,3.9735782,71680,0.8694526255130768,35,709.5678389838711,1140.1451612903227
9.53557,528,0.050830077,0.0043252846,134.39848613739014,73728,-0.006075835,3.9702396,73728,0.8848494663834572,36,720.7788393809525,1154.5714285714287
14.410428,525,0.04321289,0.0036029858,138.27399969100952,75776,-0.0031087466,3.9685452,75776,0.871349111199379,37,715.0274249999999,1147.5692307692307
