policy_entropy,n_updates,approxkl,value_loss,total_timesteps,serial_timesteps,ep_len_mean,explained_variance,clipfrac,ep_reward_mean,time_elapsed,fps,policy_loss
2.3904321,344,0.00563912,10.802144,704512,704512,1380.17,0.7686230540275574,0.064404294,871.93385226,2151.0074150562286,274,-0.0022925984
2.3947456,345,0.0058979797,4.604093,706560,706560,1380.17,0.9409667812287807,0.07299805,866.20175264,2158.4604256153107,256,-0.0054797013
2.3951883,346,0.0046777823,9.040228,708608,708608,1380.17,0.7303275167942047,0.05644531,866.2995659900001,2166.448132276535,274,-0.0039204936
2.400555,347,0.0044671022,13.218289,710656,710656,1380.17,0.7743007093667984,0.053222656,866.57498766,2173.9001157283783,286,-0.0006441539
2.4118207,348,0.00688743,17.719242,712704,712704,1356.7,0.6391518712043762,0.07119141,848.1605084500001,2181.054134607315,301,-0.0049727857
2.4133625,349,0.0044395067,5.633442,714752,714752,1356.7,0.9305232018232346,0.051513672,843.0180576299999,2187.849768638611,281,-0.0024641887
2.4092116,350,0.0044294186,15.888675,716800,716800,1371.29,0.7454605996608734,0.050439455,854.03607042,2195.1372861862183,277,-0.002042933
2.410994,351,0.0034821979,12.293501,718848,718848,1371.29,0.6153049170970917,0.03852539,854.3416478,2202.5227632522583,277,-0.0017524908
2.4100516,352,0.0038031482,20.988186,720896,720896,1368.97,0.6010021567344666,0.04321289,852.49799078,2209.906558036804,282,-0.0019076703
2.4075155,353,0.00521693,13.148816,722944,722944,1386.53,0.6355808675289154,0.0652832,865.3234122500002,2217.155063867569,274,-0.002563843
2.400796,354,0.004760181,10.029952,724992,724992,1398.22,0.6684552729129791,0.05317383,874.0276132600001,2224.60639667511,271,-0.0015170423
2.379012,355,0.003791768,10.988222,727040,727040,1414.92,0.6461616456508636,0.042919923,886.72192081,2232.1574010849,267,-0.0010454443
2.3727305,356,0.0050969636,15.048221,729088,729088,1432.18,0.7777640223503113,0.058935545,899.7284856599998,2239.80868268013,273,-0.0054492103
2.3862166,357,0.0047850315,13.491887,731136,731136,1449.18,0.5029118359088898,0.055859376,911.91972706,2247.2847747802734,274,-0.002430228
2.3960834,358,0.0048433715,15.2471285,733184,733184,1457.35,0.6887913346290588,0.059277344,919.61556892,2254.743373155594,275,-0.003331547
2.4050567,359,0.0042396574,17.369345,735232,735232,1470.19,0.6686851680278778,0.048583984,929.6423482299999,2262.1724371910095,267,-0.0032617555
2.417155,360,0.005147525,12.432821,737280,737280,1486.31,0.5364717543125153,0.058398437,941.3139932399998,2269.840583086014,266,-0.0016809538
2.4257615,361,0.0071092295,11.637332,739328,739328,1483.65,0.8488344252109528,0.08251953,941.05743566,2277.514095067978,276,-0.006808251
2.4306984,362,0.0056444015,9.099885,741376,741376,1498.25,0.6994032561779022,0.070458986,952.16953477,2284.913033246994,267,-0.004431488
2.4331017,363,0.005188786,18.695904,743424,743424,1508.01,0.722997784614563,0.062060546,961.85505125,2292.5589027404785,278,-0.0016236312
2.4450665,364,0.0057798913,11.898196,745472,745472,1525.59,0.6462804973125458,0.07075195,974.6243497199998,2299.908645629883,276,-0.0014599069
2.442167,365,0.0049712313,9.549555,747520,747520,1539.08,0.6937847137451172,0.05415039,985.39578242,2307.321623802185,277,-0.0002157742
2.43442,366,0.0038006627,12.536091,749568,749568,1539.08,0.6350069046020508,0.04399414,989.3249698400001,2314.69553565979,275,-0.0021120643
2.4324408,367,0.006766501,10.645185,751616,751616,1553.66,0.6992604732513428,0.08408203,1000.4708212600001,2322.1315286159515,281,-0.004516116
2.4513352,368,0.005080987,14.588209,753664,753664,1548.64,0.7638837099075317,0.059277344,997.7243749999999,2329.405670404434,277,-0.0052427663
2.4606612,369,0.003756259,15.8334,755712,755712,1543.63,0.7698050439357758,0.037988283,996.0279885599998,2336.7925221920013,280,-0.0016404197
2.45263,370,0.006488909,7.2710075,757760,757760,1543.63,0.7912846654653549,0.082617186,991.58205993,2344.094387292862,296,-0.0027198964
2.4538383,371,0.0034992886,10.908621,759808,759808,1558.9,0.7363183796405792,0.038671874,1003.3813265799998,2351.012357234955,276,-0.0017907892
2.4513166,372,0.004962506,11.07357,761856,761856,1558.9,0.7016848027706146,0.05620117,1003.5176783300001,2358.4094076156616,279,-0.0019622643
2.449758,373,0.00344597,6.1698885,763904,763904,1541.06,0.86801578104496,0.036474608,990.63875077,2365.738977909088,273,-0.00343125
2.4451985,374,0.005330052,8.828572,765952,765952,1555.46,0.7647408545017242,0.062646486,1001.7607141800003,2373.220415830612,270,-0.002546846
2.444916,375,0.0043069585,11.213839,768000,768000,1555.46,0.7042234539985657,0.049707033,1002.0996241300002,2380.805587053299,275,-0.0017236151
2.4505997,376,0.003671859,18.154224,770048,770048,1548.62,0.7369516491889954,0.038330078,997.1707703700001,2388.2406866550446,277,6.9527094e-05
2.449443,377,0.004652283,9.501481,772096,772096,1564.99,0.6927458941936493,0.052246094,1009.0467425900001,2395.6096222400665,279,-0.0023608212
2.4472992,378,0.0054112403,10.004169,774144,774144,1580.84,0.7077765166759491,0.06352539,1021.2178795,2402.946350336075,280,-0.0057340395
2.4374442,379,0.0042636064,10.415667,776192,776192,1580.84,0.7044327557086945,0.04526367,1021.5142112499999,2410.256057739258,277,-0.0010340639
2.4270132,380,0.006235392,10.990178,778240,778240,1580.84,0.6452004313468933,0.077539064,1021.64124004,2417.6240401268005,282,-0.0046043443
2.435113,381,0.004362098,21.055485,780288,780288,1521.27,0.8213889300823212,0.05317383,978.3374310899999,2424.8784284591675,288,-0.0033767908
2.4498649,382,0.0043454347,4.4573293,782336,782336,1525.01,0.9297104775905609,0.050048828,980.96479918,2431.9801099300385,288,-0.003774856
2.451562,383,0.005353232,12.373905,784384,784384,1539.17,0.5939237177371979,0.06679688,992.19540878,2439.0765850543976,284,-0.0032791793
2.450268,384,0.003391834,12.657712,786432,786432,1551.63,0.6483714580535889,0.035498045,1002.2737958900001,2446.271095752716,285,-0.0021039795
2.4491715,385,0.0062173666,11.359365,788480,788480,1567.13,0.6248020231723785,0.07900391,1014.18288858,2453.4372227191925,287,-0.0048996606
2.4527702,386,0.0074132853,15.622319,790528,790528,1554.14,0.7322971224784851,0.084667966,1005.28525322,2460.5527975559235,291,-0.0036926072
2.454994,387,0.0039545977,23.27225,792576,792576,1533.67,0.7515688538551331,0.04501953,991.71588138,2467.5848305225372,291,-0.0031094986
2.456546,388,0.005195827,10.378956,794624,794624,1533.67,0.6772894561290741,0.066992186,992.47973088,2474.6163346767426,286,-0.0042599146
2.4581835,389,0.0032651618,4.256908,796672,796672,1517.41,0.916009932756424,0.033496093,980.7474216300001,2481.7730877399445,290,-0.001173956
2.4522433,390,0.004197429,9.682849,798720,798720,1517.41,0.7155220210552216,0.048876952,981.38581063,2488.8260521888733,285,-2.729295e-05
2.4390502,391,0.004430253,15.817737,800768,800768,1526.24,0.7620327919721603,0.055371094,987.32318699,2496.0018610954285,293,-0.0049607926
2.4331563,392,0.0067768274,13.9038515,802816,802816,1543.96,0.6053193211555481,0.07324219,1000.63823988,2502.983924627304,287,-0.0036568497
2.4228423,393,0.0028942502,9.246083,804864,804864,1558.07,0.761755183339119,0.029394532,1010.92013603,2510.1179769039154,287,-0.0017281579
2.4155662,394,0.008152796,9.616631,806912,806912,1575.75,0.7779379040002823,0.0980957,1024.2898632,2517.250914335251,291,-0.0051700626
2.414763,395,0.0043348493,11.428602,808960,808960,1577.34,0.8224610537290573,0.04790039,1024.9300514299998,2524.2855455875397,292,-0.0018527366
2.4142625,396,0.0040426636,7.667595,811008,811008,1561.51,0.8140303939580917,0.04116211,1012.67098604,2531.276365995407,289,-0.0014876036
2.4056334,397,0.0077333376,8.902535,813056,813056,1579.36,0.7670174092054367,0.09428711,1025.4603853200001,2538.343211889267,285,-0.0032085367
2.4096036,398,0.006965474,9.797341,815104,815104,1579.36,0.7463080286979675,0.08491211,1025.54106614,2545.5123629570007,281,-0.0038286701
2.4096997,399,0.0040336032,9.074416,817152,817152,1597.28,0.7370325028896332,0.045166016,1039.02820543,2552.779560804367,288,-0.0007368482
2.406398,400,0.0061799544,9.222811,819200,819200,1597.28,0.7315907180309296,0.07368164,1038.69689156,2559.8899505138397,288,-0.004635052
2.4232898,401,0.0043729506,13.001285,821248,821248,1578.85,0.7983003109693527,0.04575195,1026.08208018,2566.9921231269836,295,-0.005149451
2.4363687,402,0.005594473,11.345857,823296,823296,1578.85,0.6806726157665253,0.06850586,1031.9585545700002,2573.923921108246,285,-0.0023230426
2.4503896,403,0.004611765,23.500969,825344,825344,1554.78,0.6631285548210144,0.05078125,1020.4563026399998,2581.105172395706,288,-0.005376227
2.4609768,404,0.0057892045,11.886941,827392,827392,1554.78,0.6171180307865143,0.064501956,1026.4338903899998,2588.206560611725,284,-0.00392012
2.4635758,405,0.0061263945,5.9114676,829440,829440,1553.16,0.8567831069231033,0.06196289,1030.49150656,2595.4111750125885,285,-0.00296052
2.4563441,406,0.0037201787,9.449406,831488,831488,1527.18,0.8871702924370766,0.038085938,1011.41318168,2602.5838861465454,283,-0.003876678
2.457808,407,0.0054824715,20.3297,833536,833536,1469.72,0.7879478484392166,0.05683594,970.3261713500001,2609.8068981170654,294,-0.004497866
2.4582934,408,0.004749208,13.715274,835584,835584,1469.22,0.7723337262868881,0.048193358,970.65277648,2616.770832300186,285,-0.003587064
2.4619129,409,0.003942325,12.935211,837632,837632,1448.77,0.8174444139003754,0.043017577,962.36680754,2623.9414100646973,295,-0.00054997357
