explained_variance,time_elapsed,value_loss,ep_len_mean,serial_timesteps,fps,ep_reward_mean,policy_loss,total_timesteps,n_updates,approxkl,clipfrac,policy_entropy
-0.13741159439086914,2.1457672119140625e-06,5.2218904,787.0,2048,533,157.083006,-0.0012222017,2048,1,0.002000936,0.013134765,1.4101434
-0.21632540225982666,3.839127779006958,4.210093,655.1666666666666,4096,539,129.31108433333335,-0.0029040803,4096,2,0.0038240924,0.034814455,1.4016387
-0.06142091751098633,7.638885974884033,4.3335114,507.54545454545456,6144,479,98.84840854545456,-0.004523855,6144,3,0.003742481,0.042382814,1.406005
-0.1558307409286499,11.910690784454346,8.09844,632.1666666666666,8192,512,133.76340316666668,-0.0016279198,8192,4,0.0030121736,0.025634766,1.4070148
0.1257076859474182,15.91057276725769,4.204118,553.0555555555555,10240,550,115.96388900000001,-0.0043106647,10240,5,0.0032530366,0.034814455,1.4098918
0.02381300926208496,19.631105661392212,5.712655,565.1904761904761,12288,533,120.01590114285715,-0.0010663276,12288,6,0.001563324,0.008886719,1.4130516
0.14730030298233032,23.470145225524902,6.270357,571.0,14336,560,123.66344783333334,-0.002680454,14336,7,0.0021006672,0.016064454,1.405175
0.23104876279830933,27.122583627700806,5.6205463,566.6428571428571,16384,545,124.97278050000001,-0.0014987488,16384,8,0.0027505446,0.02060547,1.3927494
0.2550674080848694,30.877422332763672,6.6201835,569.875,18432,525,129.28491937500002,-0.0047982074,18432,9,0.0037324806,0.039990235,1.3811811
0.13985443115234375,34.7764630317688,5.2936845,572.1714285714286,20480,534,130.84552931428573,-0.0033364496,20480,10,0.0031911973,0.034375,1.3825825
0.368285596370697,38.60563111305237,4.8427567,560.2,22528,477,129.58172525,-0.00077632896,22528,11,0.0023899968,0.018652344,1.3838751
0.6291118860244751,42.8956196308136,3.5812206,533.1304347826087,24576,444,123.59966028260871,-0.002158076,24576,12,0.002447043,0.020654297,1.3790551
0.7034095227718353,47.50620937347412,2.7142286,515.6666666666666,26624,411,119.42201821568626,-0.0042517846,26624,13,0.0032749355,0.035302736,1.3822871
0.7430526316165924,52.484984397888184,3.9212525,501.92857142857144,28672,531,116.35902574999999,-0.003186398,28672,14,0.0040445016,0.04321289,1.3827572
0.6220147013664246,56.3388934135437,4.303324,497.11475409836066,30720,524,117.13814937704917,-0.0021188997,30720,15,0.0020843358,0.015673827,1.3758371
0.5055229067802429,60.2436306476593,5.8150845,500.7076923076923,32768,448,120.2493969076923,-0.00086555025,32768,16,0.0017620567,0.013964844,1.3695552
0.6907209157943726,64.81565546989441,5.0754595,497.6521739130435,34816,457,120.95178505797101,-0.00060124695,34816,17,0.0018849224,0.015185547,1.3760487
0.6524350047111511,69.29673266410828,6.7385855,502.63013698630135,36864,521,125.11471939726027,-0.0018613136,36864,18,0.0031679266,0.032324217,1.3747244
0.7040869295597076,73.22323226928711,4.8019543,498.3205128205128,38912,510,125.42338692307695,-0.0002517427,38912,19,0.0019624939,0.0128417965,1.3689297
0.6304495334625244,77.23844337463379,6.2537036,502.71604938271605,40960,515,128.7428625185185,-0.0019826856,40960,20,0.00301999,0.029345702,1.3654056
0.7706204801797867,81.21362400054932,4.9912143,503.7294117647059,43008,508,130.85209329411765,-0.0008436373,43008,21,0.0034169976,0.035205077,1.3601364
0.7348900437355042,85.24034523963928,6.825953,504.5168539325843,45056,514,133.31075125842693,-0.0023615495,45056,22,0.002627279,0.015966797,1.3564723
0.8001730144023895,89.22336387634277,3.4276989,499.01075268817203,47104,515,132.0658715483871,-0.0025237463,47104,23,0.0033512716,0.035351563,1.3534245
0.8829040601849556,93.19828057289124,1.471246,493.6666666666667,49152,517,131.2463579090909,-0.0011717811,49152,24,0.0020032986,0.0128417965,1.3551315
0.9071028903126717,97.15579724311829,1.8821228,476.99,51200,515,129.15152781000003,-0.0030483967,51200,25,0.0035146493,0.03378906,1.3483989
0.7932180762290955,101.14127898216248,2.85191,482.8,53248,463,132.05626918000002,-0.0037211846,53248,26,0.0027714549,0.025341798,1.3455428
0.7609532475471497,105.56294345855713,4.1323133,494.81,55296,456,137.45539665,-0.0029619916,55296,27,0.0048304214,0.057519533,1.3463337
0.7210400104522705,110.04981517791748,4.219124,485.72,57344,465,135.83203505,-0.001375974,57344,28,0.0040406478,0.042675782,1.3287972
0.6616890132427216,114.44545817375183,4.803789,494.44,59392,486,140.09269628,-0.003949336,59392,29,0.004251036,0.05102539,1.3198855
0.4644637107849121,118.65334749221802,4.1787796,513.52,61440,484,146.31133872,-0.0029275077,61440,30,0.0030028773,0.03339844,1.3261956
0.2774809002876282,122.8803162574768,4.0877085,529.45,63488,479,151.99070035,-0.0004146103,63488,31,0.002266358,0.018652344,1.3269132
0.2705884575843811,127.15405344963074,4.2958984,548.33,65536,452,159.45006119,-0.0016710991,65536,32,0.0037936415,0.041308593,1.3249979
0.2030753493309021,131.68107891082764,3.2503486,566.08,67584,451,165.86833480999996,-0.00024699717,67584,33,0.002415403,0.02080078,1.3136673
0.31898385286331177,136.2166142463684,4.388171,582.75,69632,441,172.47345005,-0.0026511592,69632,34,0.00532582,0.06362305,1.3134891
0.29951077699661255,140.85634088516235,4.84239,599.39,71680,463,179.22727880000002,-0.0019566794,71680,35,0.003648545,0.04008789,1.3250946
0.04087287187576294,145.27137970924377,5.8859563,610.43,73728,419,184.95367948999998,-0.002180757,73728,36,0.0028953436,0.027197266,1.3344606
0.2236236333847046,150.15048813819885,5.798362,625.08,75776,447,192.06624533,-0.0017299196,75776,37,0.0026036114,0.025976563,1.3406885
0.09953272342681885,154.7273678779602,4.9604363,640.21,77824,467,198.91689898,-0.0022073798,77824,38,0.0042488,0.04824219,1.3418163
0.09483683109283447,159.1080720424652,4.163385,652.74,79872,459,204.48953611000002,-0.00047523202,79872,39,0.002219601,0.01845703,1.3372301
0.06147247552871704,163.56386971473694,3.8830242,668.2,81920,461,210.97978507,-0.0025868989,81920,40,0.004398737,0.04814453,1.3350239
0.02033311128616333,168.00117421150208,3.923777,680.11,83968,489,215.57710473999998,-0.0037971586,83968,41,0.0048936564,0.055517577,1.3313272
0.06999748945236206,172.18940687179565,3.116293,694.08,86016,453,220.44649030999997,-0.00038750435,86016,42,0.0031428137,0.03300781,1.3365508
0.22093170881271362,176.70554447174072,3.179439,704.4,88064,500,224.21050673000002,-0.0011111016,88064,43,0.0015613892,0.009863282,1.3324071
0.331953763961792,180.79660487174988,2.053282,716.97,90112,508,228.40261775000002,-0.002511042,90112,44,0.0030913288,0.03251953,1.328289
0.3102032542228699,184.8232228755951,2.6964104,724.06,92160,492,231.50142785000003,-0.0013923778,92160,45,0.0024587992,0.022802735,1.3336972
0.3545956611633301,188.97799253463745,3.9198174,738.05,94208,484,237.75083268000006,-0.0015634338,94208,46,0.0034249504,0.035546876,1.3406742
0.3989439606666565,193.21008229255676,3.855657,753.14,96256,498,244.36664385000003,-0.0013349445,96256,47,0.0031908944,0.032666016,1.3323424
0.45189547538757324,197.3193597793579,4.180789,768.58,98304,491,251.30330461000005,-0.0012256827,98304,48,0.0020491127,0.017041016,1.3354714
0.5328148007392883,201.48496890068054,3.5670502,778.19,100352,499,255.77135279000007,-0.0027586692,100352,49,0.0036162348,0.039208986,1.3439066
0.5216401815414429,205.58535718917847,4.642616,797.14,102400,497,264.08411051,-0.0022194763,102400,50,0.0022195068,0.01928711,1.3463917
0.6279313266277313,209.7039029598236,3.183127,808.14,104448,502,269.05642996,-0.004220561,104448,51,0.0036756364,0.035986327,1.339822
0.4084034562110901,213.78068089485168,5.2510357,824.73,106496,479,276.89339606,-0.0018446181,106496,52,0.0031149783,0.031396486,1.3363887
0.4642484784126282,218.05528140068054,4.9271803,841.06,108544,511,284.83414481999995,-0.0021606544,108544,53,0.0032374498,0.03359375,1.3359185
0.43860113620758057,222.06028699874878,4.7612867,859.07,110592,514,293.18226463999997,-0.00074150605,110592,54,0.0023405687,0.022021484,1.3360196
0.4087388515472412,226.04070281982422,4.487895,875.0,112640,507,300.63373058999997,-0.0029945301,112640,55,0.002480594,0.024609376,1.340345
0.5584176778793335,230.07404088974,4.850037,896.47,114688,516,310.78041331000003,-0.0024453576,114688,56,0.0024922339,0.022802735,1.3382405
0.5800141096115112,234.03610467910767,4.536668,908.74,116736,514,317.15827259,-0.0012008592,116736,57,0.002553981,0.020507812,1.3374747
0.6704612970352173,238.01666259765625,3.8948321,922.92,118784,475,324.35348695,-0.0022563688,118784,58,0.0040555974,0.044628907,1.3337543
0.5725202262401581,242.32349252700806,4.283412,935.92,120832,446,331.03307215,-0.0011142731,120832,59,0.0032847978,0.034082033,1.3341169
0.5940434038639069,246.9130344390869,3.8747897,948.6,122880,487,337.37388408,-0.0016802087,122880,60,0.0034395852,0.034277342,1.3385022
0.5290800631046295,251.11766147613525,5.617179,966.57,124928,471,346.25686349999995,-0.0019872615,124928,61,0.0036196937,0.04145508,1.3373375
0.6653062105178833,255.46277260780334,4.003262,973.57,126976,465,349.88492446,-0.0019143966,126976,62,0.0029391323,0.027197266,1.3388139
0.4596470594406128,259.86695170402527,4.9381266,990.49,129024,488,358.40474765999994,-0.0020288716,129024,63,0.0030673374,0.029541016,1.3388549
0.5337161421775818,264.06447863578796,6.1905055,1003.84,131072,505,365.1129268899999,-0.001613633,131072,64,0.0021267394,0.014404297,1.3325837
0.5904701948165894,268.11665558815,5.0579476,1027.74,133120,498,377.6484307899999,-0.0032296362,133120,65,0.0027749045,0.027392577,1.326112
0.6060046851634979,272.22334575653076,4.6192517,1044.56,135168,497,386.28431921,-0.0015018706,135168,66,0.0031991196,0.032226562,1.3098527
0.5377176702022552,276.34374141693115,5.29765,1060.78,137216,491,394.4346228,-0.0013912156,137216,67,0.0033592605,0.03354492,1.3112751
0.5022916197776794,280.5111722946167,5.736726,1074.22,139264,496,401.89156318,-0.0016994763,139264,68,0.0031127685,0.029736329,1.3117999
0.5544979572296143,284.63535928726196,4.6353936,1089.37,141312,493,410.0985265400001,-0.0027517863,141312,69,0.0032832213,0.03378906,1.3035235
0.5524226725101471,288.78705072402954,5.3607674,1105.19,143360,436,418.40447396000013,-0.0009939169,143360,70,0.0027613158,0.022509765,1.2930304
0.531451016664505,293.4822127819061,4.7651544,1120.52,145408,447,426.6183594900001,-0.0016824395,145408,71,0.005034341,0.05908203,1.2844913
0.520974189043045,298.06364727020264,4.934982,1137.11,147456,377,435.20666805,-0.0021371066,147456,72,0.0030832095,0.03305664,1.2861849
0.49805504083633423,303.4920771121979,5.8910885,1153.59,149504,482,444.29602092,-0.0006822719,149504,73,0.003015528,0.025390625,1.2862211
0.47073084115982056,307.73937010765076,5.557437,1169.17,151552,479,452.93103984000004,-0.00021861563,151552,74,0.0044773235,0.054882813,1.2881839
0.5026338696479797,312.0119104385376,6.773668,1181.37,153600,473,459.95113053000006,-0.0015723628,153600,75,0.004581656,0.055322267,1.3082418
0.4396366477012634,316.33730936050415,9.206437,1199.49,155648,508,471.66891238999995,-0.00069090776,155648,76,0.002984155,0.027490234,1.3179615
0.4999021291732788,320.36336493492126,5.861367,1204.61,157696,495,475.7631248799999,-0.003514022,157696,77,0.00432358,0.054638673,1.3285272
0.5440157651901245,324.4950096607208,9.374017,1223.02,159744,501,487.44009509999995,-0.0065389397,159744,78,0.0042952388,0.044970702,1.339339
0.45511358976364136,328.5790801048279,9.894827,1227.26,161792,476,491.2295892,-0.0025290865,161792,79,0.0037746765,0.043798827,1.3554676
0.533475250005722,332.87344312667847,10.072103,1243.77,163840,510,501.81362418000003,-0.0023403945,163840,80,0.0039007347,0.04799805,1.3741676
0.47451072931289673,336.88446497917175,7.640666,1257.02,165888,512,510.49359950999997,-0.0025325003,165888,81,0.0031741187,0.032324217,1.3810238
0.48885810375213623,340.8836088180542,6.3719897,1270.99,167936,509,518.82949905,-0.0017781552,167936,82,0.0027380676,0.025878906,1.3755555
0.5273540914058685,344.8998992443085,5.1735425,1287.11,169984,467,527.881106,-0.0008182459,169984,83,0.004048112,0.04711914,1.3780863
0.5494594573974609,349.2773759365082,4.480684,1289.42,172032,507,529.3191279900001,-0.0056264247,172032,84,0.0034152311,0.03955078,1.3921387
0.5579260885715485,353.3149893283844,5.401826,1302.19,174080,523,536.7316061500001,-0.0034107282,174080,85,0.0052802744,0.062451173,1.4079833
0.5089433193206787,357.22996950149536,8.696501,1318.08,176128,511,547.0366472100001,-0.0027347275,176128,86,0.002585679,0.029345702,1.418567
0.620100200176239,361.2312185764313,5.3824697,1334.09,178176,538,556.46419322,-0.0025390605,178176,87,0.0045929877,0.053515624,1.418411
0.6337831914424896,365.0323181152344,7.9047003,1347.99,180224,519,564.84788735,-0.004825658,180224,88,0.0074607455,0.09238281,1.432154
0.6541180312633514,368.97181963920593,7.11379,1359.21,182272,537,572.3357906699999,-0.0015341209,182272,89,0.004115545,0.04375,1.4431878
0.5868867933750153,372.78385519981384,8.921753,1371.17,184320,541,580.49254634,-0.0026221753,184320,90,0.0045716073,0.055029295,1.4421406
0.6195046603679657,376.56708908081055,9.842351,1378.23,186368,547,586.6951658099999,-0.0066930167,186368,91,0.004232471,0.05078125,1.4522914
0.6215675175189972,380.3053834438324,8.842201,1389.65,188416,548,594.3090797599999,-0.0011496717,188416,92,0.0028752985,0.026708985,1.4507703
0.6760516166687012,384.04273319244385,12.393995,1400.61,190464,560,603.14231675,-0.002325854,190464,93,0.005254629,0.058691405,1.4393778
0.7119309306144714,387.69857358932495,8.041972,1405.61,192512,546,608.2740771699999,-0.004015696,192512,94,0.0039763553,0.04550781,1.4296892
0.6606471240520477,391.4493079185486,8.891319,1405.77,194560,545,611.68823729,-0.0033798341,194560,95,0.003608675,0.039111327,1.4278916
0.612966924905777,395.20558166503906,11.902996,1401.04,196608,541,614.31821537,-0.0014428729,196608,96,0.004364123,0.047460936,1.4247155
0.5608248114585876,398.99040055274963,13.914827,1342.22,198656,544,597.263018,-0.0027082881,198656,97,0.0044185445,0.05234375,1.4256575
0.7693309187889099,402.75435423851013,8.705223,1298.23,200704,554,584.2822148399999,-0.0067962296,200704,98,0.0045521026,0.053369142,1.4265608
0.6141527593135834,406.44961953163147,14.141581,1237.91,202752,544,562.86596479,-0.00553735,202752,99,0.006836705,0.08364258,1.4391167
0.59913370013237,410.2124345302582,16.659872,1197.74,204800,518,553.68023781,-0.0009005393,204800,100,0.002527037,0.022949219,1.4436238
0.6095978617668152,414.16326236724854,12.943579,1185.79,206848,541,554.35085877,-0.0021930716,206848,101,0.0039471267,0.046679687,1.4500954
0.7826447486877441,417.94566822052,8.9278755,1166.31,208896,507,551.95555087,-0.00031441083,208896,102,0.0035463672,0.038671874,1.449852
0.5459958016872406,421.9809250831604,16.158108,1094.62,210944,510,525.09050879,-0.001162764,210944,103,0.00299222,0.0296875,1.4424293
0.7619859874248505,425.994651556015,9.171373,1048.55,212992,523,507.56207003000003,-0.0021932223,212992,104,0.0030205916,0.033203125,1.4362993
0.6398894786834717,429.90436029434204,12.952374,988.06,215040,542,482.88821184000017,-0.0076395087,215040,105,0.0044359155,0.050830077,1.446974
0.4436129331588745,433.678414106369,18.444118,930.63,217088,534,458.09011151000004,-0.0029343523,217088,106,0.004073455,0.044140626,1.4472904
0.5995134711265564,437.5128846168518,14.026781,868.01,219136,535,430.23143420000014,-0.0036598095,219136,107,0.00521878,0.06289063,1.4408711
0.6731163263320923,441.34053564071655,9.81533,803.86,221184,531,400.2247847200001,-0.0021019077,221184,108,0.0050247135,0.05913086,1.4379711
0.5306935906410217,445.1933169364929,16.713074,706.92,223232,539,352.4376160600001,-0.003479264,223232,109,0.0031618332,0.032177735,1.4382707
0.6456916034221649,448.9885678291321,12.433084,671.13,225280,548,333.07080105999995,-0.0020686532,225280,110,0.0030798616,0.029492188,1.4475403
0.6624920070171356,452.72131514549255,13.122656,645.2,227328,539,319.2869502,-0.001757239,227328,111,0.004149274,0.0453125,1.4544442
0.6834233403205872,456.5175154209137,11.748655,584.85,229376,524,286.51200811,-0.0019655942,229376,112,0.003673084,0.04296875,1.4578099
0.5340713858604431,460.4238660335541,14.996901,522.62,231424,540,252.86066324,-0.0016905891,231424,113,0.0027161315,0.026464844,1.4647868
0.7383468747138977,464.21639800071716,10.701126,496.59,233472,543,238.43100902000003,-0.0036114038,233472,114,0.0030327528,0.031982422,1.4758751
0.6047938764095306,467.984787940979,13.605265,479.91,235520,549,229.56386652999998,-0.0032011676,235520,115,0.003789901,0.04194336,1.4883882
0.7290005683898926,471.7103714942932,11.11743,476.22,237568,542,227.86314703,-0.0009110881,237568,116,0.0033948503,0.035595704,1.4991341
0.7619533091783524,475.4864459037781,11.245122,473.43,239616,540,226.35320837999996,0.00021274477,239616,117,0.0032163481,0.031542968,1.506748
0.7443956136703491,479.27456521987915,8.417063,474.51,241664,555,227.34943030000002,-0.0019390294,241664,118,0.0046100095,0.055517577,1.5135105
