value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
11.580499,832.7557308673859,4.7861047,387072,387072,469,0.8161520659923553,-0.0036218264,0.095947266,0.006858047,189,808.78,641.45092782
10.455208,837.1201508045197,4.777886,389120,389120,460,0.9251572042703629,-0.0041316636,0.01977539,0.0021606155,190,817.78,650.22375336
27.260324,841.5667033195496,4.7823853,391168,391168,494,0.7257417142391205,-0.0024556099,0.03339844,0.0031216082,191,831.41,663.3237687800001
25.729223,845.7048642635345,4.789551,393216,393216,482,0.82661372423172,-0.003570713,0.03261719,0.0028478384,192,851.01,680.22120509
16.948635,849.9486923217773,4.7941866,395264,395264,494,0.7224577963352203,-0.0041536605,0.014550781,0.0020803849,193,843.04,672.1556833999998
15.094931,854.092013835907,4.793708,397312,397312,494,0.8683818578720093,-0.0026809168,0.025927734,0.0024677846,194,859.18,683.7728816199998
26.460382,858.2353136539459,4.7932706,399360,399360,460,0.7365717589855194,-0.005958801,0.068798825,0.0056503154,195,880.19,703.5768884999999
20.91117,862.6857566833496,4.7903166,401408,401408,486,0.7428177297115326,-0.004280082,0.047509767,0.004192211,196,894.17,716.8345006299999
21.53149,866.8925251960754,4.787639,403456,403456,492,0.6056625843048096,-0.008437014,0.04838867,0.0042112153,197,907.44,726.5390308599998
20.266188,871.0519726276398,4.788677,405504,405504,453,0.7404919564723969,-0.0021399076,0.048535157,0.004394902,198,907.44,727.7128429199997
19.819496,875.569616317749,4.7827435,407552,407552,447,0.6613764762878418,-0.0018646682,0.06362305,0.005319277,199,907.44,730.5299303599999
4.0548797,880.1420619487762,4.7765265,409600,409600,475,0.9745291192084551,-0.006075784,0.046191406,0.0040087695,200,913.87,734.6928499599999
20.086843,884.4496157169342,4.781158,411648,411648,468,0.5991361737251282,-0.005888626,0.10297851,0.007532628,201,928.18,748.77972861
19.911207,888.8188276290894,4.7901444,413696,413696,457,0.7022684812545776,-0.00351069,0.035791017,0.0031279218,202,943.83,764.43671697
19.88555,893.2934446334839,4.807114,415744,415744,442,0.6514346301555634,-0.0036911722,0.0828125,0.0064957724,203,953.96,774.66149387
22.391928,897.9210250377655,4.80771,417792,417792,463,0.8189866244792938,-0.002815238,0.03276367,0.003268468,204,951.85,773.86638861
27.38886,902.344714641571,4.8077765,419840,419840,474,0.793585017323494,-0.0034714404,0.03696289,0.0032241785,205,972.28,792.2276166800002
40.028423,906.6617777347565,4.809205,421888,421888,469,0.8945148214697838,-0.0011406807,0.022851562,0.0024399825,206,963.85,782.8189696400001
7.2322845,911.0252089500427,4.810789,423936,423936,474,0.9147031307220459,-0.00842955,0.06342773,0.0048806174,207,945.23,765.0780017399999
20.060602,915.3437714576721,4.8137465,425984,425984,476,0.8506589978933334,-0.0021147702,0.034521483,0.0032222974,208,941.5,760.5750485100001
21.072132,919.6440641880035,4.816743,428032,428032,485,0.9069458246231079,-0.0044757198,0.048828125,0.004346199,209,918.75,738.2442449
12.093476,923.866055727005,4.821164,430080,430080,469,0.7910214364528656,-0.0057313177,0.06850586,0.008577356,210,937.52,756.4488354400002
20.298864,928.2277715206146,4.8101754,432128,432128,450,0.5909780263900757,-0.0027111042,0.074121095,0.005794895,211,937.52,756.4710731600003
19.61388,932.7776682376862,4.814063,434176,434176,460,0.6775926053524017,-0.0026664296,0.05341797,0.00445586,212,955.4,773.6753022700001
16.254288,937.2279117107391,4.8161993,436224,436224,453,0.7232330441474915,-0.0038302648,0.058251955,0.005017441,213,974.51,791.6702844400002
19.961426,941.7399966716766,4.819171,438272,438272,483,0.8351504802703857,-0.0012450598,0.025683593,0.0027138111,214,991.93,807.49758755
19.886976,945.9793639183044,4.8299847,440320,440320,467,0.766511470079422,-0.00065696856,0.022900391,0.0023211816,215,991.93,808.68667666
18.648487,950.361822605133,4.8242183,442368,442368,473,0.7277165353298187,-0.0025208548,0.019824218,0.0022398038,216,1010.61,823.85808103
18.231535,954.6838457584381,4.819821,444416,444416,455,0.7364963889122009,-0.002617295,0.047802735,0.0041247066,217,1029.58,841.13502446
18.51217,959.1836135387421,4.8215127,446464,446464,459,0.8702501803636551,-0.0037497678,0.044433594,0.003982788,218,1029.61,841.2552913899999
10.936142,963.6413967609406,4.838777,448512,448512,456,0.8285147994756699,-0.0057779555,0.049609374,0.0043270416,219,1048.05,858.5741759699999
17.243458,968.1324412822723,4.851027,450560,450560,459,0.8639654368162155,-0.0051077763,0.034375,0.0034357582,220,1063.64,873.2008542799999
21.353794,972.5924468040466,4.8530025,452608,452608,479,0.7869666814804077,-0.0019053357,0.021044921,0.0022783896,221,1063.64,873.5915208800001
14.248184,976.8601224422455,4.8492975,454656,454656,478,0.8473238199949265,-0.0037003928,0.044042967,0.004260612,222,1082.33,889.7350983599999
37.57206,981.1448605060577,4.8466725,456704,456704,473,0.7941960245370865,-0.0047050402,0.024853516,0.0024207016,223,1072.7,879.2418214
22.276009,985.4671895503998,4.8544226,458752,458752,502,0.6706606149673462,-0.0034455825,0.028271485,0.0027326792,224,1091.54,893.3561921
15.117292,989.5466339588165,4.853045,460800,460800,466,0.902410238981247,-0.00783888,0.03828125,0.0036950677,225,1091.71,893.2457388100004
19.989962,993.9386291503906,4.8458576,462848,462848,472,0.7101344466209412,-0.002013316,0.025292968,0.0026637495,226,1110.46,912.0084972500002
19.488216,998.2713027000427,4.834764,464896,464896,474,0.7592735588550568,-0.0024043187,0.062158205,0.0049580396,227,1110.46,912.0970980100002
20.549128,1002.5837104320526,4.8436375,466944,466944,454,0.7753005623817444,-0.004171547,0.05805664,0.0049979715,228,1129.25,929.8893055400002
20.698833,1007.0858454704285,4.838186,468992,468992,476,0.6960364580154419,-0.0037970394,0.021630859,0.0023008531,229,1140.98,941.6470585200001
30.302048,1011.3810284137726,4.8283854,471040,471040,495,0.6761387884616852,-0.001857684,0.012939453,0.001771075,230,1159.76,959.5840644100001
10.36169,1015.5179703235626,4.8279185,473088,473088,436,0.9088078513741493,-0.006231741,0.056884766,0.005498166,231,1178.45,972.3698352900001
55.13686,1020.2124524116516,4.831785,475136,475136,461,0.8080423772335052,-0.0039796713,0.034570314,0.0031971321,232,1200.11,992.4072509499998
19.391224,1024.6487710475922,4.8276205,477184,477184,469,0.7942803055047989,-0.0022005683,0.049853515,0.0043236543,233,1218.82,1009.5674124000001
19.017366,1029.0112779140472,4.8231397,479232,479232,483,0.6671143174171448,-0.0014718559,0.050390624,0.00440859,234,1235.13,1025.41021071
18.753319,1033.2482662200928,4.813015,481280,481280,509,0.7797441333532333,-0.006690178,0.07890625,0.0058539063,235,1253.94,1041.56515566
3.323463,1037.266835451126,4.8141575,483328,483328,470,0.9609071277081966,-0.0027509246,0.035888672,0.0057182354,236,1253.84,1041.5446866
19.616528,1041.6182041168213,4.7928896,485376,485376,471,0.6591919660568237,-0.0045455215,0.0915039,0.0072929123,237,1255.17,1044.02016172
18.816006,1045.9607832431793,4.7729864,487424,487424,498,0.7895284742116928,-0.0022407935,0.021484375,0.00221707,238,1255.17,1046.73672019
24.6101,1050.0721073150635,4.77081,489472,489472,483,0.8212219625711441,-0.0033244179,0.03540039,0.003356759,239,1273.72,1063.7450871299998
19.965015,1054.3124341964722,4.7753468,491520,491520,490,0.7345822751522064,-0.002499922,0.042333983,0.0036673087,240,1292.53,1081.6024527399998
19.836441,1058.4843382835388,4.7855215,493568,493568,486,0.567078024148941,-0.0012074632,0.054345705,0.0047559254,241,1301.39,1092.2321141799998
19.643764,1062.6960813999176,4.7972336,495616,495616,454,0.7381213903427124,-0.00092992856,0.0265625,0.003033929,242,1319.39,1110.5788091199997
43.586388,1067.2012078762054,4.8146105,497664,497664,489,0.8152298629283905,-0.0025329082,0.02734375,0.0025382587,243,1300.49,1098.91442164
38.20825,1071.3865067958832,4.830699,499712,499712,497,0.8546137064695358,-0.0022498495,0.021533202,0.0023419014,244,1270.75,1072.2403414199998
