value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
8.434564,67.84165024757385,4.39847,34816,34816,470,0.7682217359542847,-0.007600366,0.053808592,0.004624079,17,1496.5217391304348,877.2896120869566
11.834121,72.1963586807251,4.4055114,36864,36864,467,0.6568551361560822,-0.0029163046,0.07631836,0.006107072,18,1519.5416666666667,894.9805655833334
12.52734,76.57951593399048,4.402509,38912,38912,502,0.704964816570282,-0.0021375157,0.05581055,0.0049716467,19,1540.72,901.44663828
10.208179,80.65706014633179,4.399947,40960,40960,457,0.6803587377071381,-0.0018319432,0.05605469,0.00517446,20,1560.2692307692307,912.664254
9.492434,85.12935256958008,4.4041905,43008,43008,471,0.796660453081131,-0.003646861,0.06171875,0.004950679,21,1578.3703703703704,930.0305997407407
7.4999123,89.47636985778809,4.420651,45056,45056,510,0.2464761734008789,-0.0046267062,0.08364258,0.006629374,22,1595.1785714285713,929.8525958571429
10.735314,93.48895215988159,4.4375057,47104,47104,480,0.3322179913520813,-0.004449803,0.048583984,0.0041634752,23,1610.8275862068965,934.8086538275863
11.396855,97.75284051895142,4.446368,49152,49152,472,0.5609530806541443,-0.0077015096,0.055371094,0.004547951,24,1625.4333333333334,943.2719943000001
9.424105,102.08700656890869,4.455369,51200,51200,475,0.6964873671531677,-0.002744095,0.02578125,0.0026062003,25,1639.0967741935483,955.9800618709678
16.772617,106.41435670852661,4.450882,53248,53248,446,0.7963299751281738,-0.0017492545,0.023242187,0.002441729,26,1651.90625,972.803072375
9.410109,110.99728441238403,4.4349103,55296,55296,466,0.6033985018730164,-0.0031748984,0.028710937,0.0030413722,27,1663.939393939394,983.823847909091
8.713824,115.39118099212646,4.4347625,57344,57344,465,0.8116115182638168,-0.004386943,0.037060548,0.0031665794,28,1675.264705882353,996.5069825
10.886517,119.79131531715393,4.4403124,59392,59392,477,0.676900327205658,-0.0040985504,0.042822264,0.0037867245,29,1685.942857142857,1006.9483386
8.721721,124.08104658126831,4.4325376,61440,61440,465,0.6348541378974915,-0.0060933805,0.085351564,0.0069289566,30,1696.0277777777778,1015.7616957222223
11.992045,128.47962355613708,4.4295216,63488,63488,461,0.5246730148792267,-0.005220523,0.07475586,0.0060859886,31,1705.5675675675675,1026.3042011621621
9.425103,132.92157077789307,4.421198,65536,65536,473,0.7353759109973907,-0.0042763883,0.044628907,0.0038112483,32,1714.6052631578948,1035.6911942894737
9.380154,137.2448878288269,4.417941,67584,67584,476,0.777517557144165,-0.0085351635,0.07651367,0.0060551492,33,1723.179487179487,1046.3440631025644
8.231073,141.54791378974915,4.4208097,69632,69632,483,0.7539990395307541,-0.0027667494,0.03378906,0.003120971,34,1731.325,1054.3014526250001
7.219068,145.78355312347412,4.4104233,71680,71680,481,0.840237632393837,-0.006342031,0.04018555,0.0038988055,35,1724.9756097560976,1051.7184207317075
6.668123,150.04050612449646,4.385073,73728,73728,442,0.9110608100891113,-0.0046874457,0.06762695,0.0061851745,36,1706.904761904762,1040.7911850238097
5.883907,154.67445874214172,4.354844,75776,75776,464,0.8195833563804626,-0.00616691,0.071777344,0.0055206185,37,1714.860465116279,1054.9412359069768
10.530229,159.08809351921082,4.3494544,77824,77824,477,0.7228456735610962,-0.010468459,0.07602539,0.006524624,38,1725.4444444444443,1066.8976146
12.657009,163.3756377696991,4.35702,79872,79872,460,0.75392647087574,-0.0018630145,0.034472656,0.0033616845,39,1732.4782608695652,1078.440034956522
13.880281,167.82248640060425,4.358739,81920,81920,449,0.6723865568637848,-0.003086626,0.029541016,0.0027008008,40,1739.212765957447,1087.7666725106385
5.4088755,172.37534475326538,4.3723674,83968,83968,474,0.8343616425991058,-0.006881247,0.05332031,0.0046238005,41,1722.4791666666667,1077.1874918125002
