total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,558,-0.18113720417022705,0.047949217,4.9352603,2048,-0.0071369177,795.5,2.384185791015625e-06,0.004193905,157.711573,1.431507
4096,2,609,-0.24640941619873047,0.038476564,4.277074,4096,-0.003439584,693.75,3.6703014373779297,0.003539828,135.0165515,1.453595
6144,3,589,-0.45235180854797363,0.034716796,5.0667205,6144,-0.00325391,643.8888888888889,7.030199289321899,0.0034812514,126.9243351111111,1.4587382
8192,4,595,-0.5432305335998535,0.0063964846,4.38453,8192,-0.0003119368,629.75,10.503517866134644,0.001165198,125.44376349999999,1.4649996
10240,5,605,-0.20638442039489746,0.013378906,4.2100153,10240,-0.00090922305,501.25,13.943300724029541,0.0018122535,99.8125258,1.4626651
12288,6,579,-0.19573462009429932,0.03666992,4.2107725,12288,-0.0030594615,434.60714285714283,17.3247971534729,0.0036875797,87.64883999999999,1.4566858
14336,7,598,0.32397353649139404,0.036376953,3.0586553,14336,-0.0040411437,407.34285714285716,20.858537435531616,0.003694861,81.54166211428571,1.4483559
16384,8,608,0.6099324226379395,0.054101564,2.359511,16384,-0.006942039,353.2608695652174,24.27867841720581,0.0042673545,70.48116384782608,1.4537549
18432,9,621,0.6161296963691711,0.01845703,2.8519652,18432,-0.0022137654,350.5208333333333,27.646591901779175,0.0023667612,69.99868114583333,1.472769
20480,10,628,0.3773850202560425,0.05180664,3.7708523,20480,-0.0052618226,385.18367346938777,30.944114685058594,0.0042139525,76.29614036734694,1.4697301
22528,11,603,0.6691693961620331,0.031884767,2.0459485,22528,-0.002192489,440.078431372549,34.20232367515564,0.0028973,86.98933450980392,1.4770863
24576,12,598,0.7740752846002579,0.025390625,1.507525,24576,-0.0012428167,407.6166666666667,37.59395790100098,0.0027006292,80.48102261666668,1.487587
26624,13,619,0.8296560049057007,0.068408206,1.4297861,26624,-0.004049713,414.92063492063494,41.01812958717346,0.005243299,81.35838757142858,1.497792
28672,14,633,0.7439742386341095,0.07836914,1.516572,28672,-0.007800785,438.765625,44.32519173622131,0.0062354356,85.33028225000001,1.509955
30720,15,632,0.4353245496749878,0.043310545,1.5821149,30720,-0.004220508,463.53846153846155,47.556761503219604,0.0040771556,89.8619033846154,1.5227593
32768,16,627,0.4289688467979431,0.053466797,1.48185,32768,-0.0063896603,487.56060606060606,50.7971076965332,0.0044458145,94.62516789393942,1.527584
34816,17,618,0.349876344203949,0.031054687,1.2889582,34816,-0.0015967425,510.86567164179104,54.058982849121094,0.0031027687,99.287825238806,1.537216
36864,18,629,0.7387393712997437,0.038623046,1.2349877,36864,-0.002712289,533.4852941176471,57.37001180648804,0.0036833298,103.64207839705885,1.5379031
38912,19,641,0.73074671626091,0.042871095,1.0852947,38912,-0.001600254,555.4492753623189,60.6238055229187,0.0036732585,107.77829457971018,1.5312688
40960,20,614,0.6905759871006012,0.0390625,0.9490263,40960,-0.0016163817,576.7857142857143,63.81543946266174,0.003759868,111.74219988571433,1.5288825
43008,21,608,0.7726186662912369,0.052490234,0.90323746,43008,-0.0027837409,586.8888888888889,67.14731431007385,0.0042282967,113.5793982361111,1.5278547
45056,22,615,0.7134727239608765,0.041748047,0.8890672,45056,0.00016269114,606.917808219178,70.51239109039307,0.00376032,117.07755971232876,1.5283856
47104,23,631,0.8259690254926682,0.05444336,0.6387753,47104,-0.004026705,626.4054054054054,73.84178566932678,0.0047662198,120.46161935135135,1.5202563
49152,24,628,0.7641260921955109,0.029541016,0.81068194,49152,-0.0025496653,645.3733333333333,77.08631944656372,0.0030006527,123.88562629333333,1.5135337
51200,25,616,0.6961950659751892,0.031542968,0.9303652,51200,-0.0013528339,663.8421052631579,80.34700465202332,0.0031386395,127.32294330263159,1.5084554
53248,26,617,0.6446182429790497,0.02216797,1.2967707,53248,-0.0025247491,681.8311688311688,83.68115091323853,0.0025495891,131.46833215584417,1.4987679
55296,27,638,0.5959595441818237,0.041552734,0.9185028,55296,-0.0013246011,699.3589743589744,86.99599313735962,0.003717197,135.0392511923077,1.5046489
57344,28,612,0.3618621230125427,0.02055664,0.9948802,57344,-0.00033308868,716.4430379746835,90.2024610042572,0.0023064292,139.00210491139242,1.5148687
59392,29,616,0.5307796895503998,0.025341798,0.85166866,59392,-0.0006077814,733.1,93.54752945899963,0.0030014832,142.53048915,1.5176762
61440,30,614,0.47724413871765137,0.075,0.8063282,61440,-0.0030464407,749.3456790123457,96.86962938308716,0.0057351217,146.05265396296295,1.5134538
63488,31,611,0.2428315281867981,0.05522461,0.9603999,63488,-0.0014923962,765.1951219512196,100.2011706829071,0.0045067267,149.9459494512195,1.5137897
65536,32,617,0.31458157300949097,0.05292969,0.9452232,65536,-0.0018882857,780.6626506024096,103.55339670181274,0.004579448,153.79180663855422,1.5138887
67584,33,635,0.09749871492385864,0.041894533,1.0047979,67584,-0.0013239377,795.7619047619048,106.87258434295654,0.0038259146,157.6608248095238,1.5038459
69632,34,620,0.2552386522293091,0.026757812,1.0931553,69632,-0.00083039154,810.5058823529412,110.09383058547974,0.0027935202,161.58940855294117,1.4988894
71680,35,616,0.1733686923980713,0.028027344,1.4148686,71680,-0.00034448295,824.9069767441861,113.3971016407013,0.0026798523,165.87295841860464,1.4968374
73728,36,622,0.16954326629638672,0.097753905,1.3026558,73728,-0.005295856,838.9770114942529,116.72118616104126,0.007837222,170.2332923678161,1.4990119
75776,37,617,-0.004457712173461914,0.07119141,1.37411,75776,-0.004269841,852.7272727272727,120.01227903366089,0.0055229766,174.45277436363634,1.5063952
