policy_loss,n_updates,time_elapsed,policy_entropy,ep_reward_mean,explained_variance,clipfrac,total_timesteps,value_loss,ep_len_mean,serial_timesteps,fps,approxkl
-0.0043348162,156,694.9171125888824,3.9697597,952.02021011,0.6717149317264557,0.024023438,319488,34.680656,1332.76,319488,448,0.0023149487
-0.0047632004,157,699.4814054965973,3.9750867,937.6513124100003,0.9432991296052933,0.0362793,321536,14.056917,1316.67,321536,456,0.003679635
-0.0054282495,158,703.9716098308563,3.975535,939.7218822499999,0.8887714892625809,0.05444336,323584,29.692257,1315.91,323584,459,0.004277809
-0.0049060043,159,708.4310655593872,3.9810874,932.5627563899999,0.900718443095684,0.031982422,325632,5.6774807,1306.25,325632,454,0.0029419356
-0.003295562,160,712.9336049556732,3.984637,928.3739072899999,0.8144332617521286,0.05620117,327680,13.8717165,1306.34,327680,455,0.0049939137
-0.005530531,161,717.4307904243469,3.9895444,939.26057221,0.922815203666687,0.06508789,329728,10.680254,1323.04,329728,458,0.005846598
-0.00574161,162,721.8961720466614,4.005851,937.0477543399998,0.8985040113329887,0.056689452,331776,21.911272,1320.73,331776,456,0.005291078
-0.0021932144,163,726.3850290775299,4.0269413,947.8854189799999,0.7198784649372101,0.06391601,333824,12.330744,1337.39,333824,462,0.0059834514
-0.005159061,164,730.8113412857056,4.0408278,955.7556483699997,0.8379534482955933,0.053222656,335872,21.834917,1343.36,335872,466,0.0041919923
-0.0056825457,165,735.2018897533417,4.0367727,941.2082814599999,0.9516289308667183,0.054638673,337920,7.1482415,1328.35,337920,440,0.004627363
-0.0041319863,166,739.8568353652954,4.0300126,941.4510757999998,0.870867520570755,0.05571289,339968,19.062948,1328.35,339968,430,0.0047488967
-0.0040289015,167,744.6182148456573,4.0283594,956.5878906300001,0.8899948596954346,0.07749023,342016,18.187489,1343.77,342016,437,0.005963967
-0.004345715,168,749.2976036071777,4.04027,957.19341279,0.6880622804164886,0.03803711,344064,17.660755,1343.77,344064,455,0.0034808447
-0.006171241,169,753.79438996315,4.051522,968.8795174600001,0.7320247292518616,0.07602539,346112,13.066524,1362.09,346112,461,0.00603434
-0.0014435784,170,758.2374608516693,4.053149,980.51307346,0.7186598777770996,0.038720705,348160,11.385412,1380.27,348160,466,0.0033536064
-0.0027980646,171,762.6326446533203,4.05717,977.2341302000002,0.8857783451676369,0.033496093,350208,11.179635,1380.27,350208,455,0.0033677053
-0.0032394505,172,767.1336073875427,4.059791,991.13849831,0.910865530371666,0.051855467,352256,22.414145,1399.12,352256,447,0.004537246
-0.0027325216,173,771.71537566185,4.0655804,992.8145120099999,0.8992602750658989,0.022314453,354304,22.463064,1399.04,354304,443,0.002208094
-0.005082636,174,776.3296253681183,4.0879593,1002.97926933,0.8534349054098129,0.086523436,356352,11.920122,1414.51,356352,454,0.007330882
-0.0034212887,175,780.836544752121,4.099818,1003.9031685099997,0.9479814618825912,0.012792969,358400,6.576233,1413.07,358400,476,0.0013500878
-0.005729213,176,785.138786315918,4.105174,993.7213734399999,0.928990326821804,0.043115236,360448,9.303468,1404.7,360448,449,0.003532248
-0.006047848,177,789.6987657546997,4.11545,1005.33535185,0.8160568326711655,0.04321289,362496,15.768303,1421.54,362496,470,0.003620087
-0.00489962,178,794.0528638362885,4.107604,984.4590878400002,0.8708905130624771,0.043164063,364544,15.23126,1399.05,364544,484,0.0039950544
-0.006433402,179,798.2778956890106,4.1081257,990.0627336000002,0.9758185520768166,0.036474608,366592,4.146761,1407.11,366592,449,0.0034520011
-0.0023591407,180,802.8317356109619,4.1211405,980.4930488300001,0.905566118657589,0.019921875,368640,22.169704,1391.31,368640,464,0.0023274792
-0.00039029127,181,807.2399699687958,4.1100965,984.1952248000001,0.8707049936056137,0.032421876,370688,18.464603,1391.31,370688,460,0.0031268757
-0.0022855368,182,811.6874887943268,4.105681,988.03585468,0.867609053850174,0.03881836,372736,17.35602,1391.31,372736,462,0.0032770943
-0.004254264,183,816.1118047237396,4.099081,993.6039067200003,0.8140448331832886,0.03642578,374784,25.125813,1398.76,374784,479,0.0031164554
-0.001318827,184,820.3799328804016,4.0868425,979.3705612000001,0.9672743119299412,0.020996094,376832,8.943197,1385.79,376832,475,0.0022782446
-0.0029254216,185,824.6861028671265,4.077407,970.19676339,0.8981514051556587,0.016503906,378880,21.356808,1369.21,378880,468,0.0016830119
-0.0033582705,186,829.0601000785828,4.072501,970.1899658000001,0.8704108148813248,0.06123047,380928,17.970455,1369.21,380928,453,0.005207089
-0.0016546905,187,833.5753536224365,4.068043,965.71468689,0.6114449799060822,0.019677734,382976,16.588087,1369.21,382976,492,0.0022388126
