clipfrac,policy_loss,value_loss,total_timesteps,policy_entropy,n_updates,explained_variance,fps,time_elapsed,serial_timesteps,approxkl,ep_reward_mean,ep_len_mean
0.04663086,-0.003528018,0.002101379,2048,2.9236126,1,0.3480716943740845,342,3.5762786865234375e-06,2048,0.0047295205,,
0.046435546,-0.0045176717,2.3367255,4096,2.9201384,2,-0.0014857053756713867,336,5.982318639755249,4096,0.004302573,2032.288468,2049.0
0.07148437,-0.0048236847,4.4005675,6144,2.9230907,3,0.00020688772201538086,351,12.065816402435303,6144,0.005667929,2030.4538775,2049.0
0.024316406,-0.0054065934,25.69971,8192,2.9336565,4,0.8998418748378754,339,17.891006231307983,8192,0.0024279335,1011.6567884285714,1031.0
0.02451172,-0.0019197005,25.740824,10240,2.9467664,5,0.6277955174446106,340,23.932117223739624,10240,0.0026644655,1014.8664647777781,1035.2222222222222
0.015136719,-0.0028730384,36.908417,12288,2.9466376,6,0.6443638205528259,308,29.944442987442017,12288,0.0018086694,943.410078166667,964.0833333333334
0.006787109,-0.004165203,47.8883,14336,2.9462512,7,0.7460435628890991,234,36.58815407752991,14336,0.00092079316,811.2781694117647,830.8235294117648
0.06333008,-0.0066845343,20.09808,16384,2.9420924,8,0.12297385931015015,306,45.32852292060852,16384,0.0053433343,877.2205546111111,898.5
0.049951173,-0.010100223,25.60437,18432,2.9370146,9,0.8124649971723557,133,52.00385355949402,18432,0.004203655,805.0889694761905,827.0
0.05253906,-0.0060570547,26.12305,20480,2.9361193,10,0.7298861443996429,153,67.3810088634491,20480,0.004550037,845.2251464347827,868.5652173913044
0.11035156,-0.009185466,21.083902,22528,2.9328926,11,0.4534602165222168,125,80.72853088378906,22528,0.008961683,889.9313390833335,917.75
0.05522461,-0.0026288475,18.197329,24576,2.9250424,12,0.12039577960968018,139,97.06931757926941,24576,0.0045335637,933.2938494800001,963.0
0.14790039,-0.011974497,4.032422,26624,2.9113643,13,0.950855191797018,120,111.80136942863464,26624,0.010942026,921.155409923077,950.7692307692307
0.06293945,-0.0044523915,20.89142,28672,2.8977864,14,0.8173849880695343,124,128.8028495311737,28672,0.005323463,936.8094478928572,966.1071428571429
0.076416016,-0.0020076851,19.83527,30720,2.8995376,15,-0.04906272888183594,114,145.23383116722107,30720,0.005746326,974.6692395172415,1003.448275862069
0.16391602,-0.007852661,19.80833,32768,2.9095967,16,-0.07134628295898438,113,163.14422512054443,32768,0.012741452,1010.0789417333334,1038.3
0.0126953125,-0.0014388317,29.206043,34816,2.9116757,17,0.8408891409635544,133,181.22953081130981,34816,0.0014289258,992.0065068484848,1019.939393939394
0.015136719,-0.0017099691,20.451015,36864,2.9143577,18,0.8165145814418793,124,196.5287082195282,36864,0.0015106348,1000.160196142857,1028.7714285714285
0.03125,-0.0020668574,20.107767,38912,2.9161792,19,0.8228726834058762,140,212.9332263469696,38912,0.0030458416,1008.3589623783781,1037.5135135135135
0.037109375,-0.001849322,18.857996,40960,2.909399,20,0.008648097515106201,133,227.47613978385925,40960,0.0033377842,1034.9742035,1064.1315789473683
0.025488282,-0.00076419103,21.584904,43008,2.89615,21,0.7391407787799835,144,242.8570499420166,43008,0.002634364,1045.311305425,1074.55
0.028759766,-0.003422816,4.458445,45056,2.907946,22,0.9813028648495674,135,257.0195314884186,45056,0.0028708545,990.8565793720928,1019.2790697674419
0.030566406,-0.0022394846,19.066761,47104,2.9271104,23,-0.0021538734436035156,110,272.135103225708,47104,0.0026924345,1014.504250522727,1042.6818181818182
0.047265626,-0.0015811299,19.184507,49152,2.9355195,24,0.0028612613677978516,124,290.59356236457825,49152,0.0036136396,1037.082670511111,1065.0444444444445
0.04135742,-0.0020723955,19.305754,51200,2.9325242,25,0.005660533905029297,115,307.06206154823303,51200,0.0035104167,1058.5673018043476,1086.4347826086957
0.04243164,-0.0033777463,22.461187,53248,2.9317698,26,0.8955651223659515,143,324.83660435676575,53248,0.0037155258,1045.0658156326529,1073.265306122449
0.0126953125,-0.0020454808,20.28528,55296,2.940201,27,0.8280078619718552,131,339.1129250526428,55296,0.0016393563,1049.6379010588232,1077.4313725490197
0.072314456,-0.003682422,18.854471,57344,2.9452577,28,0.013596832752227783,115,354.65927839279175,57344,0.005634597,1068.5570874230766,1096.1153846153845
0.021728516,-0.002637053,20.094559,59392,2.9436905,29,0.8431893736124039,128,372.4506711959839,59392,0.0027604962,1072.0892348888888,1099.4259259259259
0.013378906,-0.0006957754,2.881473,61440,2.9537086,30,0.9865061827003956,144,388.41675567626953,61440,0.0016443847,1042.229498410714,1069.482142857143
0.13325195,-0.0049183676,19.244568,63488,2.9594054,31,-0.004008293151855469,124,402.6330180168152,63488,0.009996027,1059.3949304912278,1086.6666666666667
0.026855469,-0.001989499,24.01057,65536,2.9453166,32,0.8907560259103775,163,419.1130349636078,65536,0.0029444394,1048.3808871499998,1076.1333333333334
0.0087890625,-0.00051873946,19.33994,67584,2.9362712,33,-0.01212608814239502,126,431.64614605903625,67584,0.0016080564,1064.55559052459,1092.0819672131147
0.020654297,-0.0013083664,19.015736,69632,2.9380655,34,0.01310586929321289,131,447.7894570827484,69632,0.0022632421,1080.2309727258062,1107.516129032258
0.017724609,-0.00014014794,19.175543,71680,2.9394774,35,0.021034598350524902,128,463.33929443359375,71680,0.001915755,1095.3830209206346,1122.4603174603174
0.03388672,-0.004457225,26.275473,73728,2.9477305,36,0.9361820816993713,164,479.32689476013184,73728,0.00317608,1057.5024261764709,1084.1617647058824
0.018701172,-0.002186234,1.0270641,75776,2.9654064,37,0.9908348564058542,143,491.74394035339355,75776,0.0019818055,1046.037350014493,1072.6376811594203
0.010205078,-0.0012361018,25.147573,77824,2.9758976,38,0.9396773613989353,207,506.02172923088074,77824,0.0016170474,1016.1407979189189,1042.3513513513512
0.017431641,-0.0014558841,21.971912,79872,2.9787,39,0.906099334359169,153,515.9041769504547,79872,0.002102384,1009.4957537142856,1035.5714285714287
0.02368164,-0.0021282288,17.898396,81920,2.9845142,40,0.2739538550376892,131,529.262672662735,81920,0.0025573429,1022.5037889102564,1048.5641025641025
0.17470703,-0.010627219,0.24136122,83968,2.989807,41,0.9970464278012514,139,544.8245687484741,83968,0.0126257595,1011.9675056708861,1037.8481012658228
0.04135742,-0.0026182816,19.8527,86016,2.988418,42,-0.08226847648620605,133,559.4708342552185,86016,0.003783559,1024.4044104,1050.4875
0.008886719,-7.7311925e-05,21.061563,88064,2.9924073,43,0.9152463302016258,161,574.8324506282806,88064,0.0012473293,1018.1621297710843,1043.987951807229
0.047265626,-0.0022767452,19.793766,90112,2.9905505,44,-0.035465240478515625,130,587.533456325531,90112,0.004221384,1030.1158599761904,1055.952380952381
0.022070313,-0.0042269398,18.93642,92160,2.9932575,45,0.05049926042556763,131,603.1927864551544,92160,0.0024172442,1041.9743532941177,1067.6352941176472
0.04423828,-0.0039913915,21.63114,94208,3.007628,46,0.9160802811384201,153,618.7781875133514,94208,0.0040126173,1036.3038345113634,1061.9772727272727
0.014892578,-0.0012080383,21.560354,96256,3.0218534,47,0.9078918620944023,161,632.1520013809204,96256,0.0018088345,1031.173185153846,1056.5164835164835
0.15126953,-0.010733011,0.53490615,98304,3.0258183,48,0.9952625501900911,143,644.8178510665894,98304,0.010772156,1022.0360460652172,1047.3695652173913
0.07197265,-0.001453652,19.700039,100352,3.0291283,49,0.013974249362945557,133,659.1258590221405,100352,0.0056182924,1032.69976372043,1058.1397849462367
0.09399414,-0.0066609555,20.414928,102400,3.0306315,50,-0.19690358638763428,138,674.452178478241,102400,0.006994811,1043.3446152127658,1068.6808510638298
0.0574707,-0.001540712,17.666704,104448,3.0298362,51,0.17860043048858643,142,689.2430784702301,104448,0.004919249,1053.5622539789472,1079.0
0.024023438,-0.001477857,24.019361,106496,3.020249,52,0.9206986874341965,201,703.6481506824493,106496,0.0025411062,1041.1616334242424,1066.1919191919192
0.029345702,-0.0016357743,19.911346,108544,3.0139318,53,-0.00758671760559082,137,713.8152649402618,108544,0.003039311,1051.1331521299999,1076.02
0.0125,-0.00032252335,19.907597,110592,3.0100024,54,-0.01598489284515381,139,728.6677339076996,110592,0.0020653456,1051.1998707500002,1076.02
0.020166015,-0.0015428991,19.533703,112640,3.0109317,55,0.010304033756256104,144,743.3345608711243,112640,0.0020713867,1051.17931241,1076.02
0.0031738281,-8.004313e-05,19.900951,114688,3.0203786,56,0.00013446807861328125,142,757.5486142635345,114688,0.00076745544,1051.38890956,1076.02
0.014208985,-0.0021429884,23.825994,116736,3.0244086,57,0.9029991328716278,190,771.9693288803101,116736,0.0020368148,1074.33915366,1099.08
0.03720703,-0.0051481603,3.9386532,118784,3.0251098,58,0.988633462227881,211,782.7165665626526,118784,0.0035208887,1041.29816864,1065.28
0.010058594,-0.0003851629,24.663147,120832,3.0244603,59,0.846628949046135,201,792.4156091213226,120832,0.001531083,1047.4814004400002,1071.06
0.029541016,-0.0050881756,2.568204,122880,3.0351882,60,0.9781064409762621,170,802.5657749176025,122880,0.0026121684,1050.0945526500002,1073.85
0.0126953125,-0.00066275994,21.567766,124928,3.0525415,61,0.8996675685048103,172,814.599851846695,124928,0.001799093,1074.65632013,1098.7
0.009912109,-0.001028862,22.390366,126976,3.0505893,62,0.9371229931712151,208,826.4538662433624,126976,0.0018651905,1072.0882185,1095.72
0.018310547,-5.065608e-05,19.918667,129024,3.0420167,63,-0.010257363319396973,144,836.2679824829102,129024,0.002306262,1072.57815761,1095.72
0.020947266,-0.0020737574,1.5847836,131072,3.040272,64,0.986223497428,156,850.4788358211517,131072,0.0025495125,1069.8875147399997,1093.11
0.021435548,-0.0026981262,23.371761,133120,3.045477,65,0.9064657390117645,155,863.5460193157196,133120,0.0024064058,1049.2921152499998,1070.82
0.016162109,-0.001153033,19.204678,135168,3.0527008,66,0.04450953006744385,134,876.6999826431274,135168,0.0018115456,1049.40143911,1070.82
