policy_loss,n_updates,serial_timesteps,explained_variance,clipfrac,policy_entropy,fps,total_timesteps,time_elapsed,value_loss,approxkl,ep_reward_mean,ep_len_mean
-0.0037431088,231,473088,0.8705849051475525,0.043554686,4.923132,441,473088,1087.3768668174744,13.822134,0.0038001619,844.67751551,1140.36
-0.0027510652,232,475136,0.9570568278431892,0.04575195,4.954003,421,475136,1092.0198493003845,8.2597685,0.0042910753,834.10537887,1131.11
-0.0024362574,233,477184,0.5411080420017242,0.0041503906,4.9641027,476,477184,1096.8816249370575,41.837307,0.00062344776,819.46605814,1106.85
-0.0031184743,234,479232,0.8030965924263,0.0140625,4.9675994,467,479232,1101.184178352356,16.720999,0.001565879,760.70322018,1039.19
-0.0021502723,235,481280,0.8021093755960464,0.039697267,4.9726644,428,481280,1105.5667822360992,12.868483,0.0032115765,744.23558143,1027.14
-0.0036086931,236,483328,0.7434994578361511,0.049072266,4.9790273,426,483328,1110.3459956645966,10.60897,0.0039243354,752.96601388,1040.75
-0.0024495698,237,485376,0.9057501256465912,0.0359375,4.968215,439,485376,1115.1515531539917,19.865217,0.0034580592,767.94907991,1056.27
-0.010992494,238,487424,0.945942085236311,0.07314453,4.963091,412,487424,1119.811688899994,11.181155,0.0064280117,768.9103486700001,1056.27
-0.0037639826,239,489472,0.793674036860466,0.029101562,4.9723697,456,489472,1124.777830839157,20.898312,0.002849699,741.1913007400002,1023.86
-0.005231074,240,491520,0.9525465741753578,0.022216797,4.9641848,434,491520,1129.2621898651123,8.482704,0.003663734,726.6959105599999,1009.31
-0.0021354412,241,493568,0.8886751085519791,0.08515625,4.957387,432,493568,1133.9796061515808,20.059637,0.006191698,742.6685692599999,1024.75
-0.0032260437,242,495616,0.8907456696033478,0.035107423,4.9485035,419,495616,1138.7146167755127,19.939837,0.0034329747,756.5212440999999,1038.05
-0.0040441537,243,497664,0.7614475041627884,0.018359374,4.9347124,465,497664,1143.5976648330688,36.56351,0.0021417763,726.5576207800001,1005.43
-0.0025732378,244,499712,0.9127817675471306,0.04482422,4.9407673,432,499712,1147.9986464977264,24.739714,0.003989005,723.7189914200001,1000.99
-0.0032278702,245,501760,0.7683607935905457,0.017626952,4.951689,472,501760,1152.7381854057312,18.339457,0.0018258507,664.77092532,939.12
-0.0018364663,246,503808,0.877495102584362,0.04057617,4.9503937,428,503808,1157.0726873874664,19.738672,0.0033293746,676.0961950699999,949.22
-0.004765972,247,505856,0.8873438984155655,0.042675782,4.9338064,428,505856,1161.855581998825,19.533718,0.0038085873,676.1257558499998,949.22
-0.0069573857,248,507904,0.9718891885131598,0.045996092,4.92331,435,507904,1166.6364345550537,5.6970944,0.004804199,675.9070686700001,949.21
-0.0030010543,249,509952,0.8420414924621582,0.025878906,4.913416,460,509952,1171.3409564495087,28.09373,0.0024614453,644.3740906999999,915.14
-0.005146063,250,512000,0.9363910928368568,0.07402344,4.913956,450,512000,1175.7873294353485,10.217081,0.0064545474,638.77322644,915.14
-0.0023342557,251,514048,0.8971261158585548,0.03466797,4.92426,426,514048,1180.3376376628876,19.945889,0.0032045494,653.59374993,929.55
-0.0055854684,252,516096,0.7623069137334824,0.044677734,4.9311476,405,516096,1185.1364080905914,13.984236,0.0038758696,648.8413201999999,931.23
-0.0057492126,253,518144,0.8118568062782288,0.070458986,4.9392476,440,518144,1190.1863849163055,13.622653,0.0061718104,627.9206965799999,916.23
-0.0035782754,254,520192,0.9751222785562277,0.016992187,4.9459953,443,520192,1194.8404121398926,7.5584617,0.0021417376,610.3551539399999,898.16
-0.0019092793,255,522240,0.9094343781471252,0.037158202,4.962553,435,522240,1199.4539375305176,25.053587,0.0036812644,594.9643357399999,880.42
-0.0045708073,256,524288,0.9051226899027824,0.03569336,4.9748125,439,524288,1204.1590547561646,25.384737,0.0032355364,578.8920226099999,864.1
-0.005301435,257,526336,0.7650611996650696,0.069726564,4.9840746,432,526336,1208.8224098682404,13.698331,0.0060295095,574.65933245,865.92
-0.0047754874,258,528384,0.6778813600540161,0.021240234,4.9840145,474,528384,1213.55437707901,27.702755,0.0021734484,560.60086689,852.09
-0.0015690115,259,530432,0.6518851518630981,0.028125,4.9875865,431,530432,1217.8715934753418,10.30964,0.002501267,554.61209534,852.09
-0.0033783943,260,532480,0.9418620876967907,0.023486327,4.9940114,480,532480,1222.6176252365112,12.570123,0.0024144389,556.7605512499999,855.8
-0.0034010627,261,534528,0.890475407242775,0.036621094,5.0014763,436,534528,1226.8797371387482,19.886866,0.0033887115,562.9299886899998,857.11
-0.0031247013,262,536576,0.8933160454034805,0.04633789,5.002273,441,536576,1231.5688927173615,20.14227,0.004123277,577.6715799699999,872.19
-0.005908016,263,538624,0.7088689208030701,0.060009766,5.009684,418,538624,1236.213590145111,8.306255,0.0050921207,588.4490454900001,889.93
-0.0057130326,264,540672,0.6502994894981384,0.062060546,5.0171137,409,540672,1241.104828596115,10.094131,0.0049330587,599.1219388200001,907.66
-0.0031164424,265,542720,0.9498912841081619,0.071826175,5.028903,418,542720,1246.1027784347534,8.633056,0.006808256,593.17229706,907.66
-0.003489303,266,544768,0.8996087312698364,0.044384766,5.0351386,439,544768,1250.991857290268,30.139568,0.004284041,610.9722956800001,925.76
-0.0040902616,267,546816,0.9477167166769505,0.0496582,5.037196,440,546816,1255.647493839264,10.013411,0.004474958,624.31650917,941.44
-0.0022448942,268,548864,0.8551092743873596,0.026757812,5.0366673,431,548864,1260.2939183712006,6.8341055,0.0025116596,624.3395909700001,941.52
-0.003922382,269,550912,0.6571685969829559,0.05029297,5.0380964,406,550912,1265.0371043682098,9.316469,0.0044782395,635.2695984200001,959.32
-0.0050998176,270,552960,0.7375822067260742,0.048193358,5.0435114,429,552960,1270.0774722099304,8.654062,0.00392402,644.64156884,974.74
-0.0035650309,271,555008,0.6933184564113617,0.048046876,5.0413647,426,555008,1274.843009710312,8.302107,0.0040198513,638.7308747500001,974.74
-0.0041450523,272,557056,0.7407828569412231,0.030029297,5.0409155,410,557056,1279.6446859836578,8.859882,0.0030673717,649.21593866,992.19
-0.0059636543,273,559104,0.7024696469306946,0.08876953,5.048845,387,559104,1284.6336693763733,8.13354,0.006619303,660.44281059,1010.24
-0.0046790885,274,561152,0.6456942558288574,0.045996092,5.064207,455,561152,1289.9203207492828,16.78886,0.0038781832,672.84686328,1029.85
-0.005493735,275,563200,0.8240875452756882,0.03701172,5.073016,467,563200,1294.4158232212067,17.777191,0.0036355592,672.14031227,1035.86
-0.0048666964,276,565248,0.876960776746273,0.09472656,5.082198,434,565248,1298.7971227169037,20.220312,0.007947613,688.8190743800001,1053.54
-0.0034689724,277,567296,0.7723603397607803,0.06074219,5.089939,458,567296,1303.5108172893524,8.47849,0.0045484724,700.3614364200001,1071.39
-0.0027728805,278,569344,0.8777802884578705,0.05683594,5.0806375,419,569344,1307.9824657440186,20.745249,0.0047119246,715.3005850000002,1086.77
-0.004358032,279,571392,0.8770215585827827,0.06591797,5.0658026,425,571392,1312.8672606945038,19.89082,0.0053742127,731.4632870599999,1103.52
-0.0038716006,280,573440,0.8878604397177696,0.046484374,5.0551906,436,573440,1317.6763260364532,19.997042,0.0051780054,746.7531565599999,1120.14
-0.00080074,281,575488,0.8004350066184998,0.022265624,5.051327,457,575488,1322.373256444931,8.56203,0.0021573054,758.2679506899999,1138.04
-0.0014359348,282,577536,0.8850626349449158,0.03691406,5.04824,434,577536,1326.8527147769928,19.849216,0.0033391458,773.9704332599999,1154.77
-0.006008774,283,579584,0.8816143870353699,0.06137695,5.0267663,436,579584,1331.5618789196014,19.54949,0.006033284,780.6600411499999,1154.77
-0.0015763458,284,581632,0.8829542100429535,0.02109375,5.002262,435,581632,1336.2586121559143,20.005451,0.0022688885,789.9860474399998,1160.14
-0.0024147395,285,583680,0.8835221156477928,0.01821289,4.9931016,434,583680,1340.966150522232,19.992247,0.0020502324,806.82638285,1178.01
-0.003656736,286,585728,0.6611153185367584,0.054589845,4.995206,457,585728,1345.6850497722626,11.828543,0.0043864986,817.96353326,1195.92
-0.003852352,287,587776,0.8705153316259384,0.031835936,4.9877563,437,587776,1350.1644351482391,20.614227,0.0031004678,833.49551858,1211.51
-0.0033452413,288,589824,0.6616797149181366,0.03339844,4.975526,463,589824,1354.8446035385132,11.800121,0.003036396,844.8390799800001,1229.55
-0.0040608705,289,591872,0.8779215514659882,0.031396486,4.9696074,415,591872,1359.2669603824615,19.69849,0.0028725914,859.9322475800001,1243.81
-0.0034431044,290,593920,0.8956060111522675,0.06074219,4.956542,415,593920,1364.1980576515198,20.11407,0.004908855,876.9527572800001,1261.9
-0.0044090473,291,595968,0.7328066825866699,0.04135742,4.951539,454,595968,1369.1308164596558,16.484554,0.0036220923,872.8427772399998,1255.48
-0.0020521777,292,598016,0.6532138288021088,0.034960937,4.952975,457,598016,1373.6330893039703,17.119595,0.00316602,882.9883716700001,1271.85
-0.00505752,293,600064,0.6737956404685974,0.039453126,4.9560575,453,600064,1378.1119747161865,23.734062,0.0033605564,880.4982976099999,1268.02
-0.005189291,294,602112,0.6848166286945343,0.076367185,4.956264,452,602112,1382.6325759887695,9.445189,0.005814125,875.12193557,1268.02
-0.0038221006,295,604160,0.7254595458507538,0.041748047,4.9517946,444,604160,1387.1637001037598,11.377649,0.0035651673,886.4187205400001,1285.71
-0.0035199649,296,606208,0.9666881188750267,0.02631836,4.9473815,449,606208,1391.769285440445,7.743099,0.0031268,886.3340039500002,1284.99
-0.0049479576,297,608256,0.8871600925922394,0.047851562,4.9477587,420,608256,1396.3235204219818,19.823948,0.0041152756,902.3380575100001,1301.34
