n_updates,fps,explained_variance,approxkl,ep_reward_mean,policy_entropy,policy_loss,clipfrac,time_elapsed,serial_timesteps,ep_len_mean,total_timesteps,value_loss
29,454,0.6420675218105316,0.0036170066,230.83978786,1.4814025,-0.0034747217,0.040283203,125.6117262840271,59392,471.27,59392,5.778816
30,464,0.3631609082221985,0.0029020167,234.93744457,1.4770241,-0.002998548,0.025537109,130.11569499969482,61440,488.34,61440,4.8765483
31,478,0.30653321743011475,0.0032311082,240.07350706,1.4623948,-0.0013328048,0.030029297,134.52680587768555,63488,506.95,63488,5.560569
32,476,0.6226735711097717,0.0027832002,244.90062552000003,1.4491115,-0.0015191181,0.02993164,138.8032157421112,65536,525.49,65536,4.793487
33,473,0.48190611600875854,0.0042749154,250.28735973000002,1.4426295,-0.002172814,0.045458984,143.10627365112305,67584,544.4,67584,5.55306
34,466,0.4497072696685791,0.0019699794,255.31216344999996,1.4413478,-0.00051893236,0.015917968,147.4305145740509,69632,563.05,69632,5.0054016
35,470,0.6492023766040802,0.005528133,260.16488343,1.442145,-0.0032743341,0.06967773,151.81691765785217,71680,581.73,71680,4.700666
36,479,0.4228365421295166,0.0018052903,265.26941451,1.4479154,-0.0011453481,0.014599609,156.17153930664062,73728,600.63,73728,6.248034
37,451,0.3105555772781372,0.0055961823,269.68730516999995,1.448062,-0.0027995429,0.07070313,160.44462156295776,75776,617.94,75776,4.728087
38,478,0.3008687496185303,0.005878282,274.71005354,1.4557633,-0.002132159,0.07646485,164.97637820243835,77824,636.47,77824,3.8449066
39,464,0.24444139003753662,0.0021638414,276.29305774,1.4566091,-0.00026190525,0.018408203,169.25921440124512,79872,646.85,79872,5.3934793
40,499,0.37110310792922974,0.0033334463,281.43409089,1.4545557,-0.00039979722,0.035449218,173.66498017311096,81920,664.99,81920,5.0313544
41,495,0.4259392023086548,0.0051088305,285.83289565,1.45857,-0.0046269065,0.060595702,177.7693772315979,83968,681.78,83968,3.8119092
42,494,0.4891040325164795,0.0048429514,290.61836569999997,1.4631187,-0.00256699,0.06123047,181.90176963806152,86016,699.25,86016,5.0313687
43,504,0.5916804075241089,0.003891331,296.17527354000003,1.456006,-0.0017410859,0.041796874,186.04473900794983,88064,718.18,88064,4.9756203
44,495,0.542618602514267,0.0034511867,301.65215615,1.450037,-0.0026457782,0.038427733,190.10104298591614,90112,736.89,90112,4.1248293
45,520,0.4927934408187866,0.0029332335,306.54668985,1.4490263,-0.0013286284,0.03017578,194.2379126548767,92160,755.36,92160,4.416795
46,496,0.4751032590866089,0.0025329732,311.64828801,1.4525088,-0.0011054577,0.021826172,198.16985249519348,94208,772.8,94208,4.5566893
47,489,0.5019431710243225,0.003937288,316.89011191,1.4566202,-0.0015181532,0.044140626,202.29320812225342,96256,791.23,96256,3.8043072
48,466,0.38642364740371704,0.0038820368,321.64635116,1.4676912,-0.0042898846,0.04663086,206.4764587879181,98304,808.73,98304,4.918951
49,506,0.3740693926811218,0.0027636657,326.99462506,1.4826573,-0.0017532634,0.028320312,210.8715717792511,100352,826.27,100352,7.116198
50,520,0.5318613052368164,0.0034302939,331.77118392000006,1.4737453,-0.0031255097,0.034570314,214.91928815841675,102400,843.08,102400,3.7796028
51,482,0.4674959182739258,0.005530604,335.84034546,1.462167,-0.0021714428,0.068408206,218.85742163658142,104448,859.97,104448,4.620385
52,491,0.5648210346698761,0.0044589103,339.6731750899999,1.4549017,-0.0021905922,0.050341796,223.09832191467285,106496,873.65,106496,4.460847
53,482,0.5217261910438538,0.004746389,344.67445546999994,1.455253,-0.0011551311,0.055908203,227.26328444480896,108544,890.95,108544,4.1767
54,498,0.6293556690216064,0.0053507066,350.41051729,1.4521089,-0.0052745426,0.06689453,231.5089144706726,110592,909.83,110592,3.283701
55,513,0.6136898696422577,0.003015388,355.45757504,1.4322827,-0.0015019006,0.029833984,235.62157320976257,112640,928.19,112640,3.9176068
56,506,0.6048843860626221,0.0030916166,361.18745797,1.4198134,-0.0016875876,0.030615235,239.6133725643158,114688,946.8,114688,3.6939063
57,508,0.5654625296592712,0.0035726088,367.24713224000016,1.4162573,-0.003605449,0.04067383,243.65718913078308,116736,965.5,116736,4.0666037
58,511,0.6230998635292053,0.0047272784,372.44647131000005,1.4064362,-0.0037845497,0.055273436,247.68771028518677,118784,982.77,118784,4.4697847
59,517,0.570075124502182,0.0026328652,378.6658697700001,1.403424,-0.0017738236,0.024316406,251.6927137374878,120832,1001.67,120832,3.6970546
60,524,0.5716333985328674,0.003236511,382.99861144999994,1.3882526,-0.0014261607,0.03300781,255.64710664749146,122880,1017.85,122880,4.1525807
61,516,0.545485645532608,0.0039699683,388.40437227,1.3800654,-0.0029067788,0.045800783,259.5508542060852,124928,1036.2,124928,8.245858
62,493,0.5832721889019012,0.0024101166,395.7720064,1.3843709,-0.0010594486,0.022802735,263.5135931968689,126976,1055.03,126976,4.0699034
63,473,0.6340841352939606,0.00470087,401.77242234,1.3928666,-0.0032223784,0.05834961,267.6647741794586,129024,1073.6,129024,3.6921666
64,462,0.5956997871398926,0.003807046,407.30800932000005,1.4039354,-0.0029632489,0.045947265,271.9863910675049,131072,1091.83,131072,4.18457
65,494,0.5920989811420441,0.0071934336,412.87356088000007,1.4140716,-0.0052011856,0.099804685,276.41712617874146,133120,1108.88,133120,6.369869
66,460,0.620253175497055,0.0031625223,419.31511361000014,1.4131086,-0.00196311,0.034716796,280.5595397949219,135168,1127.28,135168,4.246525
67,507,0.6194054782390594,0.0045497883,425.2624126,1.4198276,-0.0020743632,0.057763673,285.009348154068,137216,1144.67,137216,3.6835945
68,460,0.2891639471054077,0.0032759174,433.04328516999993,1.4326475,-0.0014097474,0.03491211,289.04503321647644,139264,1164.34,139264,33.029068
69,491,0.5892787575721741,0.0033240963,433.11460947,1.4398222,-0.003181498,0.034326173,293.4946084022522,141312,1164.42,141312,3.9595902
70,468,0.5915638208389282,0.004231713,438.87734142999994,1.4382168,-0.0026119149,0.050488282,297.6590099334717,143360,1182.9,143360,9.547771
71,467,0.6654676198959351,0.0035411227,445.41143845,1.4354446,-0.004109328,0.03852539,302.0300636291504,145408,1201.4,145408,3.8852055
72,499,0.6591615080833435,0.0044065155,451.8380811299999,1.4314198,-0.0010191066,0.048535157,306.4153208732605,147456,1220.06,147456,4.457079
73,461,0.6722138226032257,0.0052225376,458.13400105,1.4295405,-0.001841571,0.066552736,310.51492404937744,149504,1237.56,149504,3.5424316
74,449,0.6596926152706146,0.0022392194,464.67451438999996,1.4206372,-0.0014282956,0.020263672,314.9532160758972,151552,1256.26,151552,5.1852627
75,443,0.6036655306816101,0.005249651,471.68360334000005,1.4200318,-0.0031855355,0.06577148,319.5074112415314,153600,1274.55,153600,9.666437
76,439,0.42356061935424805,0.003407215,480.648283,1.431826,-0.0016498901,0.038427733,324.1307363510132,155648,1295.42,155648,36.29268
77,442,0.6860667765140533,0.0057911957,487.73790266000003,1.4270343,-0.003706072,0.07075195,328.793888092041,157696,1313.78,157696,3.543595
78,451,0.6841912269592285,0.0023815434,487.9608222499999,1.4198083,-0.0015505763,0.019433593,333.42596197128296,159744,1314.02,159744,8.300321
79,476,0.6540481448173523,0.0026590198,494.97602621999994,1.4118469,-0.00022103777,0.025830079,337.9657781124115,161792,1332.24,161792,8.099404
80,414,0.5799156427383423,0.0065765046,493.98963799999996,1.4194893,-0.004665927,0.080517575,342.26763796806335,163840,1324.31,163840,19.20899
81,448,0.7498875260353088,0.006192865,500.92169832,1.4304342,-0.0035154659,0.08041992,347.2042603492737,165888,1341.4,165888,3.4593644
82,482,0.7301409244537354,0.0057019535,507.61011592,1.4295628,-0.0025355038,0.07080078,351.77500891685486,167936,1360.02,167936,3.6859677
83,455,0.6880233585834503,0.005671167,514.73941156,1.428921,-0.004824658,0.06962891,356.0230655670166,169984,1378.49,169984,3.885653
84,473,0.7002045810222626,0.004440962,522.22268003,1.4242079,-0.0019653044,0.050195314,360.5195264816284,172032,1397.13,172032,4.019135
85,444,0.7297641038894653,0.004168256,526.0909810600001,1.4271337,-0.0027228978,0.046826173,364.84882402420044,174080,1403.8,174080,3.666552
86,461,0.4325350522994995,0.004666867,524.23757141,1.4264315,-0.0063222633,0.056933593,369.45946049690247,176128,1390.94,176128,24.983835
87,446,0.6551579535007477,0.004071947,528.88705061,1.4321804,-0.0034085535,0.04741211,373.89714336395264,178176,1397.44,178176,4.222048
88,428,0.5581066310405731,0.0048527587,537.3178559800001,1.4356508,-0.0006396832,0.0597168,378.48833680152893,180224,1414.83,180224,4.766278
89,488,0.35615766048431396,0.0041948133,528.93845223,1.4393235,4.6433444e-05,0.04824219,383.2636294364929,182272,1390.04,182272,23.839767
90,493,0.5003537237644196,0.004166452,533.980362,1.4463847,-0.00018048503,0.046191406,387.46074652671814,184320,1392.45,184320,5.283883
91,441,0.510198563337326,0.005095777,538.63515435,1.4485977,-0.003234692,0.062060546,391.6128213405609,186368,1394.84,186368,9.688892
92,473,0.589231938123703,0.0043233116,545.50552635,1.455339,-0.0028327648,0.050341796,396.25185680389404,188416,1404.17,188416,5.2080584
93,452,0.5070261359214783,0.0025604493,551.50826618,1.4586931,-0.0012439776,0.024121094,400.57512760162354,190464,1410.16,190464,6.1010637
94,464,0.5948507487773895,0.0059094476,559.9020706700001,1.457444,-0.003060155,0.072314456,405.1026427745819,192512,1424.51,192512,5.310201
95,449,0.4023468494415283,0.00381354,549.95157077,1.460499,-0.0031503185,0.042138673,409.51067447662354,194560,1364.48,194560,25.807953
96,450,0.44916534423828125,0.0030146306,550.60693352,1.4666481,-0.0012348925,0.031298827,414.0641222000122,196608,1345.69,196608,11.105191
97,459,0.4905169606208801,0.0067886165,556.20798605,1.4658678,-0.0019043818,0.08461914,418.60944724082947,198656,1345.69,198656,6.394912
98,439,0.42699486017227173,0.0074439435,518.9194263499999,1.4628476,0.0003788416,0.08154297,423.0624966621399,200704,1200.97,200704,40.632736
99,456,0.44269412755966187,0.0045938226,524.20711491,1.461962,-0.0019730458,0.05649414,427.7182877063751,202752,1200.97,202752,7.3610487
100,454,0.5256577134132385,0.0051036375,529.88773391,1.4575944,-0.003480833,0.060058594,432.2014775276184,204800,1200.97,204800,5.7245464
101,446,0.4159556031227112,0.0015167503,503.83656655000004,1.4593685,-0.002100511,0.013574218,436.7067086696625,206848,1097.22,206848,34.39119
102,492,0.4555617570877075,0.004543411,494.41430463999995,1.4695152,-0.0026385835,0.05078125,441.2954776287079,208896,1051.69,208896,20.294102
103,495,0.4658685326576233,0.002133175,451.11903904999997,1.4753387,-0.00044402928,0.02060547,445.4530780315399,210944,894.76,210944,48.946865
104,518,0.6697506010532379,0.00655477,445.06819981,1.472187,-0.005490995,0.08491211,449.58300018310547,212992,875.77,212992,6.0266914
105,501,0.5298700928688049,0.007074314,431.05345313,1.4819211,0.001492378,0.084228516,453.5314586162567,215040,819.5,215040,20.985813
106,505,0.48674339056015015,0.0018559105,429.2929817499999,1.5105346,-0.0019290488,0.010839844,457.61608028411865,217088,790.53,217088,23.804327
107,491,0.5850823819637299,0.00085255736,428.98054640000004,1.5099599,-0.00053949846,0.0047851563,461.66881942749023,219136,789.96,219136,30.233692
108,511,0.4537574052810669,0.0032902088,427.33612851,1.5106468,-0.0035112135,0.034423828,465.8373589515686,221184,770.76,221184,17.93309
109,500,0.5833120346069336,0.002168291,402.19600183,1.5111074,-0.00251366,0.017822266,469.8400321006775,223232,690.54,223232,30.502558
110,481,0.6093409955501556,0.003963952,396.4074660399999,1.5179722,-0.00105983,0.04975586,473.9342129230499,225280,673.89,225280,43.98185
111,467,0.6576832830905914,0.0035314,345.63928994,1.5366564,-0.0025564379,0.04042969,478.19186210632324,227328,542.67,227328,50.31394
112,495,0.7011456787586212,0.0041947984,320.62315764,1.549609,-0.0007137996,0.039648436,482.5724763870239,229376,486.04,229376,45.05219
113,486,0.7639117240905762,0.0049340073,264.20578739999996,1.587688,-0.0030271562,0.054101564,486.7079839706421,231424,373.05,231424,38.956474
114,487,0.8241937458515167,0.0034727566,238.86770967999996,1.6140358,-0.0020132845,0.03701172,490.9199104309082,233472,328.68,233472,33.71565
115,474,0.8482334315776825,0.003616503,206.16878794000002,1.6285073,-0.0016066342,0.043066405,495.11920619010925,235520,272.9,235520,28.943964
116,482,0.8819596469402313,0.003047121,188.45209880000002,1.6331589,-0.0018811027,0.030126953,499.4313635826111,237568,243.72,237568,24.180573
117,487,0.9044569879770279,0.0037303572,170.83396335999998,1.6525648,-0.002666931,0.04160156,503.67713022232056,239616,214.97,239616,19.59553
118,452,0.9143472537398338,0.0024205213,153.42289001,1.6684062,-0.0013468455,0.01953125,507.87560296058655,241664,184.39,241664,18.52221
119,455,0.9323719888925552,0.006103915,149.72935698,1.6797392,-0.006390994,0.07973633,512.4033682346344,243712,178.31,243712,15.787204
120,479,0.9478532373905182,0.0026049619,152.18499548,1.7060835,-0.0028549437,0.029150391,516.9000387191772,245760,179.99,245760,12.00055
121,474,0.9607279077172279,0.003308535,152.07281752999998,1.7182477,-0.000154253,0.03203125,521.1693680286407,247808,179.12,247808,10.137856
122,476,0.9684642367064953,0.0025381765,153.65314728,1.7350008,-0.0021351564,0.026367188,525.4879834651947,249856,180.37,249856,8.034144
123,485,0.9765918608754873,0.0035030346,157.37275047,1.7613055,-0.004416105,0.043701172,529.78688788414,251904,183.81,251904,6.0339365
124,486,0.984921938739717,0.003066696,157.29957347,1.7779257,-0.002952447,0.030615235,534.0025117397308,253952,183.24,253952,3.9564812
125,441,0.984502524137497,0.003964971,158.98952721,1.7909666,-0.002255965,0.048193358,538.2087774276733,256000,184.93,256000,4.277466
126,471,0.990688226185739,0.0030664497,160.06319082,1.806526,-0.0029972184,0.03149414,542.8464841842651,258048,185.89,258048,2.6017327
127,453,0.9914465146139264,0.0038680148,162.84634232,1.8058422,-0.0052502444,0.043896485,547.1915402412415,260096,188.71,260096,2.333011
128,435,0.9927978315390646,0.005238508,164.76244029,1.795043,-0.0041946564,0.062060546,551.7062983512878,262144,190.7,262144,2.1433349
129,492,0.9939039815217257,0.0049752994,166.30617977000003,1.7895063,-0.0044462285,0.058740236,556.4089131355286,264192,192.31,264192,1.7217604
130,482,0.9947229693643749,0.008369506,169.55876326,1.7910204,-0.008799266,0.10976563,560.5699841976166,266240,195.58,266240,1.562997
131,475,0.9956506201997399,0.0073591494,171.80606368999997,1.8053414,-0.006840543,0.10439453,564.8123047351837,268288,197.76,268288,1.5490571
132,473,0.9937359825707972,0.006545664,178.72762114999998,1.8049768,-0.0115231285,0.08676758,569.120557308197,270336,204.53,270336,2.9618084
133,461,0.9884677967056632,0.0052659754,186.93014744000004,1.7946167,-0.008226685,0.07006836,573.4505636692047,272384,212.72,272384,5.188171
134,469,0.9765963405370712,0.0048080822,201.93913723000003,1.7874358,-0.007679364,0.06318359,577.892495393753,274432,227.67,274432,8.846319
135,484,0.978119470179081,0.004123031,211.28722297000002,1.7804039,-0.0071294657,0.048535157,582.2531728744507,276480,237.15,276480,8.245057
136,470,0.9252006113529205,0.0034466386,232.59319213999996,1.771961,-0.0021532227,0.037597656,586.4821763038635,278528,258.55,278528,9.415287
137,437,0.9646513126790524,0.004920356,249.50531010999998,1.7727299,-0.0044735195,0.061425783,590.8314688205719,280576,275.64,280576,9.227423
138,463,0.7343749701976776,0.0030058685,261.63924078,1.7845342,-0.005384301,0.030126953,595.5144209861755,282624,287.82,282624,19.203325
139,464,0.9635419584810734,0.0049354746,279.20490804,1.7937448,-0.007493075,0.06069336,599.938090801239,284672,305.66,284672,9.126779
140,481,0.9152999371290207,0.0035293791,294.7944312,1.79198,-0.0020781667,0.03564453,604.3446321487427,286720,321.36,286720,10.319888
141,485,0.9268262609839439,0.0026604577,314.31222486,1.7926352,-0.0020305228,0.023583984,608.5986678600311,288768,341.16,288768,10.445941
142,427,0.8362215608358383,0.0041031092,329.07047761999996,1.7999346,-0.005629576,0.047753908,612.816308259964,290816,356.0,290816,9.784634
143,442,0.8777993395924568,0.0026136702,343.64712857,1.8018334,-0.0021136177,0.022021484,617.6113955974579,292864,370.73,292864,10.5249815
144,417,0.20940828323364258,0.003848378,361.8702597,1.8086315,-0.0020892636,0.045996092,622.2446916103363,294912,388.9,294912,15.615911
145,428,0.7998611927032471,0.0021223926,380.42309045999997,1.8255281,-0.0010659383,0.01826172,627.152740240097,296960,407.62,296960,12.679487
146,466,0.9026481583714485,0.003817962,401.6641529399999,1.8417345,-0.0050579854,0.045556642,631.9383916854858,299008,429.39,299008,10.980908
147,426,0.920539028942585,0.00336434,412.90034536,1.8593937,-0.00258878,0.03666992,636.3322267532349,301056,440.83,301056,6.2427506
148,464,0.9460553787648678,0.00395696,430.03238579,1.8646692,-0.0042949594,0.040478516,641.1328363418579,303104,458.31,303104,5.523331
149,446,0.4804745316505432,0.0025899007,448.46905570999996,1.8619295,-0.0020311235,0.02602539,645.5452728271484,305152,477.01,305152,11.747936
150,406,0.8745587021112442,0.0028662826,462.6472253499999,1.8713459,-0.0006444471,0.025195312,650.129961013794,307200,491.56,307200,8.06008
151,452,-0.012712717056274414,0.004454987,481.27215458,1.869302,-0.0006092339,0.04433594,655.1697025299072,309248,510.19,309248,16.40572
152,446,0.3179871439933777,0.0024706356,499.6362198399999,1.8588593,-0.0010813028,0.0203125,659.6970131397247,311296,528.84,311296,13.058368
153,462,0.9543719999492168,0.0042338027,517.43982248,1.8582604,-0.003987566,0.05288086,664.2822132110596,313344,547.22,313344,3.939565
154,489,0.9477975517511368,0.003394422,532.0220303599999,1.8683916,-0.0034977526,0.036572266,668.7078042030334,315392,562.24,315392,5.228066
155,465,0.900476798415184,0.004362754,546.6146881999999,1.8575004,-0.0036220658,0.05078125,672.89515209198,317440,577.41,317440,3.0653443
156,468,0.15810418128967285,0.002386164,564.43417972,1.8532263,-0.0008295135,0.018798828,677.2949261665344,319488,595.6,319488,9.534139
157,445,0.08751928806304932,0.0076500783,581.91470929,1.8685458,-0.009086304,0.105126955,681.6668775081635,321536,613.31,321536,10.7765875
158,450,0.05300796031951904,0.0035984353,600.7898606,1.8735464,-0.0006865303,0.039501954,686.2695038318634,323584,632.04,323584,12.005234
159,455,0.559259444475174,0.0035341927,632.2159207799999,1.8727735,-0.0010192078,0.039794922,690.8132536411285,325632,663.71,325632,18.730988
160,447,0.7798535823822021,0.003660737,648.77725342,1.884614,-0.0018115675,0.041796874,695.3087458610535,327680,680.64,327680,8.243308
161,449,0.10919070243835449,0.004671729,667.5622738099999,1.891724,-0.0037936575,0.060009766,699.8853392601013,329728,699.47,329728,15.559566
162,446,0.0038903355598449707,0.004053057,686.57962494,1.9100912,-0.0022228996,0.045166016,704.437433719635,331776,718.39,331776,16.848585
163,461,0.1667492389678955,0.003656406,705.1679647200002,1.9165894,-0.00071401324,0.04091797,709.0297493934631,333824,737.13,333824,15.250049
164,436,0.0341261625289917,0.0022328168,723.73161005,1.9213854,0.0010916984,0.017822266,713.4711916446686,335872,755.88,335872,16.61074
165,450,0.34754669666290283,0.002844579,740.9387284000001,1.9160793,-0.0007476694,0.026660156,718.1604282855988,337920,773.39,337920,13.889307
166,456,0.08369189500808716,0.0018620656,759.3677861699999,1.9173987,-3.755041e-05,0.014941406,722.7089784145355,339968,792.06,339968,16.337374
167,449,0.05288803577423096,0.0032361909,778.17607799,1.9364483,-0.001395242,0.029101562,727.1935014724731,342016,811.06,342016,16.97836
168,461,-0.0005285739898681641,0.0030683635,796.8198023099999,1.9479358,-0.0005443001,0.035839844,731.7544701099396,344064,829.75,344064,18.17995
169,456,0.0015006065368652344,0.0010552246,815.0291444999999,1.9635518,0.00024003298,0.006591797,736.1970293521881,346112,847.77,346112,18.208677
170,431,0.1779460906982422,0.003966014,832.40220728,1.968537,-0.003926188,0.046484374,740.6836214065552,348160,865.36,348160,16.106083
171,425,-0.0021854639053344727,0.0023346976,850.9387720199999,1.9668,-0.00089060457,0.024267578,745.4285116195679,350208,883.81,350208,18.435593
172,462,0.18871057033538818,0.0044792565,869.1341581600001,1.9813364,-0.00069259293,0.054833986,750.243150472641,352256,902.02,352256,16.337547
173,452,-0.004121541976928711,0.0031682854,887.1007976200001,1.992683,-0.0003593931,0.032177735,754.6698958873749,354304,919.87,354304,18.605587
174,456,0.0018234848976135254,0.0021268614,906.10366752,1.9936612,-0.00026096284,0.017578125,759.1970319747925,356352,938.79,356352,18.75657
175,465,0.003040313720703125,0.0052969726,924.71308645,1.9962028,-0.002920618,0.060498048,763.6878852844238,358400,957.37,358400,18.693552
176,469,0.722860723733902,0.0030165964,943.35996809,2.010205,-0.0035523325,0.027539063,768.091516494751,360448,976.36,360448,17.162344
177,462,0.1363602876663208,0.0040457644,961.6495813299998,2.040341,-0.0020758207,0.047802735,772.4549481868744,362496,994.79,362496,17.939795
178,449,0.014263510704040527,0.0045753056,980.39406646,2.0645976,-0.0032441418,0.055419922,776.8869442939758,364544,1013.48,364544,19.090212
179,451,0.9162842780351639,0.0037010747,996.9816167699996,2.0609596,-0.0040147137,0.039404295,781.4459309577942,366592,1030.56,366592,6.8673162
180,460,0.7966717183589935,0.0030773112,1011.10400181,2.0324802,-0.003514985,0.029199218,785.9811668395996,368640,1045.06,368640,12.928836
181,457,0.09730285406112671,0.0035192533,1029.2006535199998,2.0257144,-0.0013343738,0.041796874,790.4323649406433,370688,1063.12,370688,18.3953
182,454,0.004499912261962891,0.0006831473,1047.9367427,2.0312343,0.00024964084,0.0039550783,794.9141209125519,372736,1081.66,372736,19.600828
183,441,0.02533167600631714,0.0030703968,1066.14239503,2.039041,-0.00039860397,0.035351563,799.4187822341919,374784,1099.75,374784,19.293076
184,445,0.06282365322113037,0.003278726,1084.8203570899998,2.0346897,-0.00089813984,0.030615235,804.0545165538788,376832,1118.32,376832,18.859163
185,462,0.3178459405899048,0.0038152405,1103.2092089799999,2.0259957,-0.00149447,0.04111328,808.6508984565735,378880,1136.75,378880,16.131617
186,442,0.25931602716445923,0.0034798137,1121.6654061999998,2.0282354,-0.0018991956,0.039453126,813.0785138607025,380928,1155.38,380928,17.936947
187,446,-0.006158113479614258,0.0027030301,1140.4432044999999,2.0299501,0.00034247572,0.028320312,817.7070379257202,382976,1174.12,382976,20.30682
188,418,0.007473409175872803,0.003625305,1158.7389265099998,2.045299,-0.001156713,0.04082031,822.2943685054779,385024,1192.35,385024,20.13998
189,441,-0.003150463104248047,0.002227889,1176.57011298,2.060028,-0.00061149115,0.020410156,827.1925363540649,387072,1210.14,387072,20.255945
190,440,-0.009394049644470215,0.0030671232,1195.2934388200001,2.0595517,-0.0019546656,0.033203125,831.827249288559,389120,1228.87,389120,20.237652
191,442,-0.00840461254119873,0.0057525644,1214.0556735499997,2.061498,-0.0029903445,0.074121095,836.476945400238,391168,1247.45,391168,20.206861
192,444,0.006957352161407471,0.0020838715,1232.59509788,2.06461,0.00035900227,0.015820313,841.1026539802551,393216,1265.78,393216,20.17501
193,435,0.7074624598026276,0.0058964677,1250.7408029899998,2.0631614,-0.004526471,0.07670899,845.7057511806488,395264,1284.21,395264,11.282348
194,426,0.8855157420039177,0.0020269784,1268.6880469599998,2.061977,0.00052301836,0.014208985,850.406317949295,397312,1302.7,397312,9.140657
195,433,0.3017449378967285,0.0041158376,1286.89176723,2.0684247,-0.0017195676,0.046533205,855.2085516452789,399360,1320.97,399360,16.51962
196,402,0.6464048624038696,0.0026775124,1305.2813922199998,2.080521,0.00016806605,0.024560547,859.9368546009064,401408,1339.59,401408,12.360867
197,425,0.21006125211715698,0.0037049972,1323.6746079499999,2.1078355,-0.0017696662,0.040234376,865.0216593742371,403456,1358.12,403456,17.443905
