explained_variance,n_updates,fps,policy_loss,serial_timesteps,total_timesteps,policy_entropy,value_loss,approxkl,time_elapsed,ep_reward_mean,clipfrac,ep_len_mean
-0.536668062210083,1,423,-0.009752763,2048,2048,1.4356333,4.8636427,0.0067019677,1.9073486328125e-06,55.47390260000001,0.090625,303.8
-0.253318190574646,2,472,-0.0012963087,4096,4096,1.4493253,5.051915,0.0020612464,4.836294412612915,97.39480142857143,0.014453125,517.4285714285714
-0.044814348220825195,3,430,-0.0028769963,6144,6144,1.451487,4.287554,0.003735107,9.166779518127441,95.25891941666667,0.04169922,499.9166666666667
0.15490210056304932,4,403,-0.0062377728,8192,8192,1.4661119,3.9024975,0.005951374,13.927356004714966,74.3538909047619,0.07719727,387.6666666666667
0.2602573037147522,5,371,-0.0013564856,10240,10240,1.4792198,3.0263045,0.0015973726,19.00163197517395,57.63658449999999,0.012158203,300.05882352941177
0.5180338025093079,6,426,-0.0046136053,12288,12288,1.4873598,2.7868547,0.0060673663,24.519665718078613,51.88997582222222,0.075488284,270.3777777777778
0.7445268034934998,7,421,-0.0029438245,14336,14336,1.5125413,1.9642193,0.0035134002,29.327449560165405,46.41982472881355,0.04082031,242.01694915254237
0.7400498986244202,8,409,-0.0023937253,16384,16384,1.5280163,1.7991235,0.0026488889,34.187973499298096,42.48315591891892,0.020166015,220.98648648648648
0.8552441447973251,9,382,-0.0020419953,18432,18432,1.515212,1.2217836,0.0032282774,39.19507145881653,39.60834713483146,0.030126953,205.85393258426967
0.8949718251824379,10,424,-0.0026958832,20480,20480,1.5079391,0.9387845,0.003320769,44.5450484752655,36.89560652,0.035009764,190.56
0.9239131435751915,11,430,-0.0010617755,22528,22528,1.5100468,0.7825512,0.0025451742,49.36560106277466,29.065515950000005,0.02236328,151.18
0.9183055683970451,12,426,-0.0035287417,24576,24576,1.5123332,0.82158726,0.00417703,54.123090982437134,28.33116622,0.050341796,147.89
0.9318910986185074,13,437,-0.0047934847,26624,26624,1.5177546,0.8879446,0.004589925,58.92429542541504,28.44501814,0.055078126,149.81
