explained_variance,clipfrac,fps,value_loss,n_updates,time_elapsed,ep_len_mean,policy_loss,ep_reward_mean,serial_timesteps,approxkl,total_timesteps,policy_entropy
0.905360646545887,0.03701172,596,22.233387,897,3016.8885612487793,1314.2,-0.0041823634,1145.57114486,1837056,0.0031771355,1837056,3.7627926
0.8265352547168732,0.030957032,601,20.338484,898,3020.3232781887054,1314.2,-0.001731993,1144.76877265,1839104,0.0029445493,1839104,3.7638535
0.8241003155708313,0.034082033,605,23.348047,899,3023.7292110919952,1314.2,-0.002896597,1144.8319197,1841152,0.0031864431,1841152,3.75438
0.8028919845819473,0.0496582,587,20.327757,900,3027.1142530441284,1314.2,-0.0013409884,1144.4309164200001,1843200,0.003773091,1843200,3.7662957
0.9786385539919138,0.01484375,617,6.2443323,901,3030.602486371994,1281.99,-0.0029130238,1111.1358394300003,1845248,0.0015658386,1845248,3.7676988
0.8064614832401276,0.03261719,587,20.121988,902,3033.9175407886505,1281.99,-0.004359006,1110.46546327,1847296,0.0031184084,1847296,3.7683747
0.8309099972248077,0.04926758,595,20.201641,903,3037.4048352241516,1281.99,-0.0016561154,1110.08378035,1849344,0.0042943805,1849344,3.7659059
0.8041758388280869,0.08227539,589,20.059628,904,3040.8447754383087,1281.99,-0.0035791646,1109.0801659700003,1851392,0.0067322985,1851392,3.769062
0.8345877826213837,0.046435546,594,21.79288,905,3044.3224668502808,1281.99,-0.005400895,1108.7197849100003,1853440,0.0041220365,1853440,3.7731316
0.8093192875385284,0.057373047,594,20.017412,906,3047.7704677581787,1281.99,-0.0031276483,1107.2141868600002,1855488,0.004644635,1855488,3.7690232
0.9002415388822556,0.040771484,601,23.590778,907,3051.2170491218567,1265.18,-0.004862143,1089.2425751600001,1857536,0.003924372,1857536,3.7729893
0.815521165728569,0.052246094,589,19.946453,908,3054.625190973282,1265.18,-0.0022363453,1088.7598183700002,1859584,0.0042536124,1859584,3.7850463
0.8362901657819748,0.015771484,612,21.494358,909,3058.0985090732574,1265.18,-0.0013712698,1088.17854871,1861632,0.0019159315,1861632,3.8004346
0.8024442195892334,0.014453125,609,22.753399,910,3061.4442574977875,1265.18,-0.003222578,1083.46270568,1863680,0.0016037642,1863680,3.802657
0.8402824997901917,0.043164063,589,20.266624,911,3064.8052287101746,1265.18,-0.004861071,1081.66157338,1865728,0.0040929313,1865728,3.796599
0.8884829059243202,0.017871093,635,27.991413,912,3068.2825219631195,1267.29,-0.00449499,1081.71588554,1867776,0.0018688773,1867776,3.790453
0.8589913249015808,0.08164062,591,18.14827,913,3071.507692337036,1267.29,-0.0038692933,1080.6689044799998,1869824,0.005970528,1869824,3.7953484
0.8511820584535599,0.020996094,609,20.374035,914,3074.97355055809,1284.37,-0.002873839,1094.8633047199999,1871872,0.0021681795,1871872,3.80078
0.9788164086639881,0.014599609,607,4.159876,915,3078.3328862190247,1269.45,-0.0029870402,1078.71695414,1873920,0.0014726559,1873920,3.8008494
0.8163291364908218,0.08334961,577,20.030369,916,3081.7056319713593,1269.45,-0.004670512,1077.43951935,1875968,0.0063955635,1875968,3.799065
0.8212678581476212,0.044677734,590,19.828655,917,3085.250006914139,1287.15,-0.0020855041,1094.72534878,1878016,0.0038601044,1878016,3.7909381
0.9106421768665314,0.04248047,604,22.548128,918,3088.7204973697662,1286.96,-0.00386818,1093.19622198,1880064,0.0038318064,1880064,3.7991557
0.8073283731937408,0.04511719,595,22.134567,919,3092.1067731380463,1286.96,-0.0053482987,1092.71203954,1882112,0.0041482043,1882112,3.8069482
0.8271328061819077,0.034472656,598,22.004791,920,3095.549224615097,1286.96,-0.0036809915,1092.15593349,1884160,0.0031998262,1884160,3.8074715
0.8064374625682831,0.02993164,588,19.62296,921,3098.9739825725555,1286.96,-0.00182073,1091.0604282499999,1886208,0.0027932446,1886208,3.8157547
0.8400943279266357,0.0519043,591,20.506626,922,3102.452798128128,1304.87,-0.004006348,1108.58341963,1888256,0.0044226376,1888256,3.8154163
0.7938584983348846,0.033251952,583,20.095474,923,3105.91371178627,1322.86,-0.0036402238,1125.1219412,1890304,0.0029884905,1890304,3.8238285
0.8081619143486023,0.03652344,592,19.539194,924,3109.42272233963,1340.58,-0.0013784379,1142.5026936900001,1892352,0.0030417764,1892352,3.8320434
0.8358424305915833,0.04140625,606,30.081036,925,3112.8813490867615,1323.62,-0.0047637094,1124.7292332499999,1894400,0.003752919,1894400,3.839145
0.9163436368107796,0.039990235,620,25.437565,926,3116.259459733963,1306.11,-0.0026690268,1106.7211435599997,1896448,0.0034027651,1896448,3.851277
0.9038967490196228,0.039355468,610,20.892803,927,3119.558911085129,1306.11,-0.0041790823,1104.22638402,1898496,0.003625263,1898496,3.8595786
0.9570131972432137,0.036328126,616,10.339876,928,3122.9136230945587,1320.27,-0.005801966,1117.0601221200002,1900544,0.0035556313,1900544,3.8554845
0.8988730385899544,0.031347655,596,12.439096,929,3126.2378861904144,1306.58,-0.0028966605,1102.21607245,1902592,0.003217664,1902592,3.8433347
0.814329981803894,0.036816407,587,19.775019,930,3129.6707026958466,1323.4,-0.0037426322,1118.70430413,1904640,0.0032620106,1904640,3.8415425
0.9668093249201775,0.017041016,592,7.5758805,931,3133.158514738083,1323.4,-0.002543801,1115.72185019,1906688,0.0018185561,1906688,3.8500988
0.8633676767349243,0.016796876,647,22.43476,932,3136.6138322353363,1323.4,-0.001422819,1114.97010544,1908736,0.0016956057,1908736,3.859572
0.8441244810819626,0.019921875,634,26.138836,933,3139.779215812683,1308.62,-0.0024975152,1094.14569567,1910784,0.0020360164,1910784,3.8652472
0.8915402069687843,0.009423828,660,9.510344,934,3143.0092449188232,1325.02,-0.0023494891,1102.0776768199999,1912832,0.0010657104,1912832,3.8676789
0.8373755067586899,0.064404294,595,20.781689,935,3146.1116700172424,1325.02,-0.0028603862,1099.24634427,1914880,0.0052476833,1914880,3.8615937
0.8125518560409546,0.04458008,614,33.744545,936,3149.548830270767,1310.2,-0.005939775,1081.8099819600002,1916928,0.003929203,1916928,3.851667
0.8264077454805374,0.02861328,576,20.654566,937,3152.8811802864075,1326.96,-0.002781901,1098.26048864,1918976,0.0030370983,1918976,3.8409252
0.8582946360111237,0.03779297,581,19.297415,938,3156.4339122772217,1344.79,-0.0025511056,1115.2152083900003,1921024,0.0034195252,1921024,3.8323598
0.8397727757692337,0.037353516,584,20.344578,939,3159.9563171863556,1360.85,-0.0031241644,1130.81478683,1923072,0.003578396,1923072,3.8310363
0.8480925559997559,0.023730468,590,19.844532,940,3163.462093114853,1360.85,-0.0017537279,1130.4277953,1925120,0.0028476878,1925120,3.8231525
0.8297121822834015,0.07978515,575,20.137989,941,3166.9309430122375,1360.85,-0.004913146,1130.18497344,1927168,0.0064418865,1927168,3.818103
0.871656522154808,0.039990235,596,24.648668,942,3170.4913761615753,1378.85,-0.00038921763,1146.95149286,1929216,0.0038543988,1929216,3.8189068
0.9799927175045013,0.014404297,604,4.1309967,943,3173.923331975937,1362.67,-0.0026053528,1130.1822188700003,1931264,0.0014562336,1931264,3.81529
0.8298025578260422,0.039453126,597,30.80365,944,3177.31006026268,1346.13,-0.0043921573,1113.0670020800003,1933312,0.0034148742,1933312,3.8276303
0.873229131102562,0.039648436,598,32.761574,945,3180.7389347553253,1328.45,-0.0037394594,1095.29046675,1935360,0.0032877494,1935360,3.8538895
0.7736069858074188,0.034765624,593,19.720943,946,3184.1612179279327,1345.41,-0.0009914063,1111.9604341099998,1937408,0.0031308741,1937408,3.8684535
0.8836559876799583,0.042089842,581,24.65201,947,3187.6126639842987,1345.5,-0.0064886967,1112.01682018,1939456,0.0071326913,1939456,3.876651
0.8380922377109528,0.06074219,571,20.139528,948,3191.1371488571167,1363.25,-0.0047911447,1129.46600922,1941504,0.0053222827,1941504,3.8861191
0.9394732378423214,0.024267578,580,8.560882,949,3194.7208013534546,1364.02,-0.0033050966,1129.8711050999998,1943552,0.0025404806,1943552,3.9001644
0.4603999853134155,0.038134765,677,47.986485,950,3198.2507874965668,1330.58,-0.005340591,1094.7906913,1945600,0.0035467267,1945600,3.9075146
0.857207641005516,0.026660156,586,20.729021,951,3201.2757799625397,1347.57,-0.0011783101,1110.90147473,1947648,0.0026724203,1947648,3.9078636
0.8812758475542068,0.0362793,597,22.587881,952,3204.7664737701416,1345.89,-0.0033468194,1109.8830722699997,1949696,0.0032760832,1949696,3.91075
0.8229319006204605,0.03930664,580,20.144154,953,3208.192495584488,1345.89,-0.0018865773,1109.48704321,1951744,0.0037132956,1951744,3.9135227
0.8265284597873688,0.056152344,573,20.28483,954,3211.7205555438995,1345.89,-0.005537965,1109.9359405699997,1953792,0.004702355,1953792,3.913445
0.853280633687973,0.032666016,623,36.421932,955,3215.2913200855255,1347.51,-0.0038346644,1111.26453479,1955840,0.002877598,1955840,3.9150345
0.831457182765007,0.022949219,585,20.31121,956,3218.5785009860992,1365.07,-0.0005297927,1128.6240251499999,1957888,0.0022822192,1957888,3.9210124
0.8294767290353775,0.033740234,578,19.895788,957,3222.0753269195557,1382.69,-0.0030204426,1145.34975305,1959936,0.003404272,1959936,3.9284759
0.8157904744148254,0.005566406,617,29.589935,958,3225.6147112846375,1400.9,-0.0024088207,1159.91255858,1961984,0.0010069547,1961984,3.9264412
0.9552192129194736,0.020263672,589,7.079047,959,3228.933448076248,1385.3,-0.0026914552,1144.4359144100001,1964032,0.002119596,1964032,3.9331932
0.8413595408201218,0.017480468,586,20.130285,960,3232.4056050777435,1385.3,-0.0028085562,1143.1131720199999,1966080,0.00196242,1966080,3.9393163
0.8886216133832932,0.029296875,604,23.524853,961,3235.8955187797546,1402.06,-0.0063767717,1159.28125149,1968128,0.0026062082,1968128,3.9407673
0.9029858633875847,0.064453125,600,23.367413,962,3239.2849225997925,1385.43,-0.004018087,1142.21954687,1970176,0.004816755,1970176,3.963282
0.8526287376880646,0.026367188,616,37.558044,963,3242.694043636322,1404.14,-0.0025806935,1160.31315049,1972224,0.0024997308,1972224,3.9746895
0.8900392130017281,0.011621093,627,22.853598,964,3246.0165615081787,1390.14,-0.0023237872,1146.64004477,1974272,0.001429308,1974272,3.9732985
0.8163359016180038,0.07646485,572,19.184505,965,3249.283420085907,1390.14,-0.0022756069,1146.52214244,1976320,0.006102201,1976320,3.963292
0.7641533613204956,0.032958984,572,20.408115,966,3252.8639073371887,1407.05,-0.00078686874,1163.40557249,1978368,0.0028291536,1978368,3.9680848
0.9215239882469177,0.023535157,592,17.2909,967,3256.4415287971497,1383.56,-0.0046695317,1142.26603055,1980416,0.0022613022,1980416,3.9808083
0.8864378333091736,0.03803711,608,36.107025,968,3259.8983359336853,1365.01,-0.0049680946,1125.10743354,1982464,0.003237735,1982464,3.9947994
0.7527181059122086,0.008544922,663,22.757023,969,3263.2625782489777,1281.63,-0.0013820529,1043.7634712000001,1984512,0.0011397947,1984512,4.0024
0.8463922888040543,0.025439452,600,20.883286,970,3266.3490233421326,1298.44,-0.0039204494,1059.3994227,1986560,0.002653182,1986560,3.9836526
0.9178929403424263,0.03730469,583,10.277542,971,3269.761017560959,1281.33,-0.0019377125,1042.5570467,1988608,0.0033970184,1988608,3.9770093
0.8056570291519165,0.029541016,569,20.397814,972,3273.272416114807,1281.33,9.923118e-05,1042.6763494,1990656,0.0028918819,1990656,3.9783218
0.5545246601104736,0.015917968,614,22.838398,973,3276.871267557144,1281.33,-0.0026105237,1046.8923908,1992704,0.0017542416,1992704,3.9738412
0.9242485463619232,0.05595703,578,9.51172,974,3280.2045097351074,1281.33,-0.0040023397,1042.06722043,1994752,0.0051015336,1994752,3.9856057
0.9044297635555267,0.028173828,602,22.336536,975,3283.7469022274017,1280.45,-0.00082266366,1041.75470282,1996800,0.0028248432,1996800,3.9894211
0.8449144661426544,0.029248048,589,28.826654,976,3287.1470062732697,1282.27,-0.0028556942,1043.1246998899999,1998848,0.0028056267,1998848,3.9870636
0.8862150982022285,0.028857421,614,30.560215,977,3290.6204249858856,1263.69,-0.0029510357,1029.3343756900001,2000896,0.0025872248,2000896,3.991244
0.7259997129440308,0.018554688,632,24.5219,978,3293.955605983734,1221.51,-0.0039420957,984.35590634,2002944,0.0017727384,2002944,3.9925523
0.7246474921703339,0.01640625,639,16.772058,979,3297.1942486763,1191.23,-0.0047137938,955.3953162899999,2004992,0.0018049169,2004992,3.9935856
0.7154855728149414,0.010009766,653,17.472467,980,3300.3994007110596,1135.05,-0.0012452373,896.17438747,2007040,0.0011400207,2007040,3.994405
0.8971367627382278,0.032421876,649,21.48829,981,3303.536584854126,1126.9,-0.0049052043,885.1696927699999,2009088,0.0030248761,2009088,3.9931412
0.8656615316867828,0.029345702,583,20.120457,982,3306.689464569092,1126.9,-0.003074312,887.06257903,2011136,0.0027901407,2011136,3.9788651
0.8255780339241028,0.055908203,566,20.052782,983,3310.2023594379425,1128.26,-0.0034755555,890.1326069900001,2013184,0.0044602985,2013184,3.9725006
0.9557320438325405,0.025097657,591,7.4600854,984,3313.816141843796,1134.44,-0.0031084637,893.8518008799999,2015232,0.002482328,2015232,3.978927
0.8059387356042862,0.03754883,589,20.145632,985,3317.2782666683197,1148.13,-0.0026438553,908.1810434099998,2017280,0.0033710836,2017280,3.9873924
0.8798197656869888,0.03310547,592,26.774658,986,3320.751270055771,1131.12,-0.0035829195,893.89323257,2019328,0.0028366935,2019328,3.9937203
